longitude,contract_type,__CLASS__,salary_max,adref,contract_time,description,title,latitude,created,salary_min,salary_is_predicted,id,redirect_url,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name
-89.171602,,Adzuna::API::Response::Job,44353.39,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjU4In0.J08IFy6ErGVVTMufQcTIZM488pvJnBuA0x9ZfKyxOxE,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Get Paid Daily,40.315329,2026-04-27T10:53:57Z,44353.39,1,5711851258,https://www.adzuna.com/land/ad/5711851258?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=F5F6B8C457A0F2F5C5955584FEB8407560E46E8A,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Funks Grove']","Funks Grove, McLean County"
-89.576263,,Adzuna::API::Response::Job,36277.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjQ0In0.74fYmJJNbTqJF-g05GS6qVrgHVuAs3-AUz-cWhnuDGk,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive on Your Schedule,40.744992,2026-04-27T10:53:57Z,36277.84,1,5711851244,https://www.adzuna.com/land/ad/5711851244?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=31CA057501EAAE17C49EE52B85FFA735EB9ACE26,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'Peoria Heights']","Peoria Heights, Peoria County"
-89.274607,,Adzuna::API::Response::Job,42851.09,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTMyMiIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.LunSbnTF490ZGtvaaXFznNWjkXssgrmrkIeB94Z-A6I,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Get Paid Daily,40.716459,2026-04-27T10:53:57Z,42851.09,1,5711851322,https://www.adzuna.com/land/ad/5711851322?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=B7EB8389FA3D0800B6F6D73311D4F82F39472A16,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Eureka']","Eureka, Woodford County"
-88.997014,,Adzuna::API::Response::Job,31560.78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTI5OCIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.NkYQtAzl2SjzfmBtdZJ7izVPApjlGsqTXX4sv2qKfLQ,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn on Your Schedule - Drive with Uber,40.453379,2026-04-27T10:53:57Z,31560.78,1,5711851298,https://www.adzuna.com/land/ad/5711851298?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=3F8C51314634AC31BDB4177F264ED36D88E4F91A,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Bloomington']","Bloomington, McLean County"
-89.622323,,Adzuna::API::Response::Job,34055.06,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTI0MyIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.d1-WmdpIDsyanuznT80elkpA5iXgqGgSCmdpTArm1NM,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive on Your Schedule,40.615038,2026-04-27T10:53:57Z,34055.06,1,5711851243,https://www.adzuna.com/land/ad/5711851243?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=D14B1FC1D428373D8E4AA9173089E51E077CA4B7,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'North Pekin']","North Pekin, Tazewell County"
-89.221592,,Adzuna::API::Response::Job,33305.57,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjk1In0.aXFHDbwf7H4itYorQ8raeZUd9uXWR3Mwh0s8vUoPO6k,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Alternatives To Cash Jobs - Drive with Uber,40.435211,2026-04-27T10:53:57Z,33305.57,1,5711851295,https://www.adzuna.com/land/ad/5711851295?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=1B4AE135C72B8CFA0A11A67C91322877E1C4388D,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Stanford']","Stanford, McLean County"
-88.718807,,Adzuna::API::Response::Job,29392.51,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjU3In0.mXSHiwYurWihiyf30Wstg7QSBpJf75l-fwVow9a1yIo,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Flexible Hours - Drive with Uber,40.448556,2026-04-27T10:53:57Z,29392.51,1,5711851257,https://www.adzuna.com/land/ad/5711851257?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=FBDA2FAA9AAD4B1E07CF30B816F6E3D9CA74E193,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Ellsworth']","Ellsworth, McLean County"
-89.462774,,Adzuna::API::Response::Job,44391.01,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjgzIn0.SVAoFgJCpdgwnGapWsQf1Vf4RXG1FA7zOatA1D8i3wM,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn on Your Schedule - Drive with Uber,40.61415,2026-04-27T10:53:57Z,44391.01,1,5711851283,https://www.adzuna.com/land/ad/5711851283?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=904CFB19400F963DD2DB6E2A093E53E2882A5203,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Ossami Lake']","Ossami Lake, Tazewell County"
-88.9758,,Adzuna::API::Response::Job,32993.26,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjY5In0.avfW7uLsjEKt9rY1hUBIGOexEMiF-HjS8rymOIvtk0I,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Sign up to Drive with Uber,40.31928,2026-04-27T10:53:57Z,32993.26,1,5711851269,https://www.adzuna.com/land/ad/5711851269?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=789B8D7454EB1CE3EFBCED5690DC3ADB57529B32,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Lyttleville']","Lyttleville, McLean County"
-89.196195,,Adzuna::API::Response::Job,35238.83,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMzEwIn0.CtAvIPwbx5c_BQfzdPkJmikuevDsPC6T3COZ6LcgcyI,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Uber - Sign Up to Drive and Earn,40.536251,2026-04-27T10:53:57Z,35238.83,1,5711851310,https://www.adzuna.com/land/ad/5711851310?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=9664FA6AB32255C8375D65719609E3B7F0B32BC8,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Danvers']","Danvers, McLean County"
-88.9758,,Adzuna::API::Response::Job,36617.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMzI0In0.EeKWiADsk-RE-zdpL5Y4L0pbo7e_f1EEEAIvxodCULg,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn extra cash - Sign up and drive with Uber,40.31928,2026-04-27T10:53:57Z,36617.68,1,5711851324,https://www.adzuna.com/land/ad/5711851324?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=FD5A6A441F2FD5A91B6D06F367B9B84684011CD5,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Lyttleville']","Lyttleville, McLean County"
-89.467869,,Adzuna::API::Response::Job,34922.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMzIzIn0.Cc_O4TH0z6_LKTLtcWgzDj_5hb--JvPwTNNp-kdxJ-s,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Looking For Part-Time Jobs? - Drive with Uber,40.766426,2026-04-27T10:53:57Z,34922.55,1,5711851323,https://www.adzuna.com/land/ad/5711851323?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=061FB92D7D0B6616E340920BBF70B3EF3B92DD1B,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Germantown Hills']","Germantown Hills, Woodford County"
-89.428363,,Adzuna::API::Response::Job,43242.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTI2NiIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.CYE1GZ7DX3wTD866ZN2_BFWCLMI-0VKt80bn-NH8Tug,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Cash out with Instant Pay,40.788897,2026-04-27T10:53:57Z,43242.32,1,5711851266,https://www.adzuna.com/land/ad/5711851266?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=34FB4D32E838244C262393745BE102E9F38204AE,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Oak Ridge']","Oak Ridge, Woodford County"
-88.765695,,Adzuna::API::Response::Job,38166.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMzA4In0.sU8RfVzFFMfnGJhvyKppMr6No8RNYBwssuMwtpd3WUw,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn Extra Income Driving,40.348967,2026-04-27T10:53:57Z,38166.38,1,5711851308,https://www.adzuna.com/land/ad/5711851308?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=157F9BE3A3E20B02D2AF9A00D9822750BA72B90C,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Le Roy']","Le Roy, McLean County"
-89.629801,,Adzuna::API::Response::Job,38131.78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTI5MyIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.GrVGk0XrrS17hJTn6MPKbWzDTqTFM0KvRBwAPuhEBvc,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive with Uber,40.714543,2026-04-27T10:53:57Z,38131.78,1,5711851293,https://www.adzuna.com/land/ad/5711851293?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=9E437F19499B77091781CCF0D06EA902AC35E775,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'El Vista']","El Vista, Peoria County"
-89.140423,,Adzuna::API::Response::Job,37970.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTI1MCIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.e1Mz9p-cvuf584nK9i30ty02DeCZlLvp8jfBODTrqqA,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Cash out with Instant Pay,40.714057,2026-04-27T10:53:57Z,37970.81,1,5711851250,https://www.adzuna.com/land/ad/5711851250?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=12A8C18B81240BCD73F4B8249BAFEAFA3B73A65C,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Woodford County', 'Secor']","Secor, Woodford County"
-89.1273,,Adzuna::API::Response::Job,34557.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjc4In0.u0WDIfKxC1x9I_biwowFGll_vK7b18_g78KRQVqEcIA,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…","Drive with Uber - Drive anytime, get Instant Pay",40.604623,2026-04-27T10:53:57Z,34557.52,1,5711851278,https://www.adzuna.com/land/ad/5711851278?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=AAF3997234F6BE58D4B494BFB29FF55A88C2EF90,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Carlock']","Carlock, McLean County"
-89.79802,,Adzuna::API::Response::Job,36087.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjU1In0.jJWbxW2CBQLxekEJwJKqTCwl5CG8fmEzi1g3KbDnbiM,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn Cash - Drive with Uber,40.449899,2026-04-27T10:53:57Z,36087.37,1,5711851255,https://www.adzuna.com/land/ad/5711851255?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=7E739C78D6C304746333E014815D9098B840F919,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Mason County', 'Manito']","Manito, Mason County"
-88.525224,,Adzuna::API::Response::Job,42137.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTMyNyIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.rf32FCioUTy28KGQloGznJSVmXHhwg49UHhkk-OaSEY,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver,40.428112,2026-04-27T10:53:57Z,42137.41,1,5711851327,https://www.adzuna.com/land/ad/5711851327?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=1EEAA79800082D0AC0D543FF477C5F484164E59B,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Saybrook']","Saybrook, McLean County"
-89.1273,,Adzuna::API::Response::Job,31457.53,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjg1In0.wpn2TcWPw31mUVbIF9WPtkXrkXl5RWG4ndU4bm63hpE,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Flexible Hours - Drive with Uber,40.604623,2026-04-27T10:53:57Z,31457.53,1,5711851285,https://www.adzuna.com/land/ad/5711851285?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=8F8A631FA83C52DB95C0CF0CF434363DC5FFEE8A,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Carlock']","Carlock, McLean County"
-88.9791,,Adzuna::API::Response::Job,51104.85,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTMwMSIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.zP8L-7FhBJWEL9NeCzKR1uFrEUKegzvWXqYbMzFkiwY,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver gig - Earn on your schedule,40.616199,2026-04-27T10:53:57Z,51104.85,1,5711851301,https://www.adzuna.com/land/ad/5711851301?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=8668E1B85A93670BAB723BE351B926C1E25AB9B1,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'McLean County', 'Hudson']","Hudson, McLean County"
-89.581466,,Adzuna::API::Response::Job,34260.54,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTMxNSIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.TMwHd67Lra3wLv7AsZZYFadgH_xUCvudDh6KDYT8yFk,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Flexible Winter Schedule - Drive with Uber!,40.715456,2026-04-27T10:53:57Z,34260.54,1,5711851315,https://www.adzuna.com/land/ad/5711851315?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=F1ABEA779D94598A6E1D13B343027AFF9BB59B59,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'Vets Row']","Vets Row, Peoria County"
-89.629801,,Adzuna::API::Response::Job,40122.76,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUl3dmkwdEM4UkdPcnZfTXZ0dWZjQSIsImkiOiI1NzExODUxMjcxIn0.KRc71fstF2lRsLrEPNzmbJtG1l79aKOvt85SpbRaRF0,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Flexible Winter Schedule - Drive with Uber!,40.714543,2026-04-27T10:53:57Z,40122.76,1,5711851271,https://www.adzuna.com/land/ad/5711851271?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=1E9F8FDFDE8A7DE0C8F424BC7AFACF14B51C935F,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'El Vista']","El Vista, Peoria County"
-89.41824,,Adzuna::API::Response::Job,38566.48,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1MTIyNCIsInMiOiJZSXd2aTB0QzhSR09ydl9NdnR1ZmNBIn0.HF6SFo7-D2cp7CfhyJajSOa7GdZcIyyHIkxE1zo73LY,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive with Uber,40.7016,2026-04-27T10:53:56Z,38566.48,1,5711851224,https://www.adzuna.com/land/ad/5711851224?se=YIwvi0tC8RGOrv_MvtufcA&utm_medium=api&utm_source=abfa41a4&v=E7A7BC9B2E78736E3BEA74DF243F6C8128A126E4,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Washington']","Washington, Tazewell County"
