salary_is_predicted,contract_time,adref,__CLASS__,contract_type,title,latitude,salary_min,redirect_url,salary_max,created,description,longitude,id,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area
1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNjk1In0.9DQzDwAJEV0ggCV1HsGzJ5a6wm0Lg2VeqUPJiHp7i0Q,Adzuna::API::Response::Job,contract,Regional Class A Driver Needed,36.574334,75661.16,https://www.adzuna.com/details/5786971695?utm_medium=api&utm_source=abfa41a4,75661.16,2026-07-03T11:01:08Z,"Industry: Transportation Job Type: Regional Pay Rate: $88,000 - $88,000 Work Hours: Full Time Location: Portland, TN Job Perks: Benefits Date Posted: Jun. 30, 2026 Job Description Centerline is your one access point to limitless truck driving opportunities. Our job is to connect you with safe, rewarding work at top companies while maintaining your flexibility and work/life balance. What you'll do: • Operate a 53' Flatbed safely • Hauling: LTL • Freight Handling: Chaining and coil rack configure…",-86.505649,5786971695,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Centerline Drivers,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Portland, Sumner County","['US', 'Tennessee', 'Sumner County', 'Portland']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNzMwIn0.N9Dq77kxmaAqPUyh9UB6yl7F8xRyo0M0buAnPtwXljI,Adzuna::API::Response::Job,,"Nurse Practitioner - HouseCalls - Floyd, Letcher, Knott, and Pike Counties - | , KY",37.6353,168016.02,https://www.adzuna.com/details/5786971730?utm_medium=api&utm_source=abfa41a4,168016.02,2026-07-03T11:01:08Z,"HouseCalls Advanced Practice Clinician $10,000 Sign on Bonus for External Candidates In this role, you will have the ability to achieve work life balance. Flexible scheduling is offered where providers can flex their time between 8am-8pm over the 7-day work week. No on-call, no weekends and no holidays required. Optum Home & Community Care, part of the Optum family of businesses, is creating something new in health care. We are uniting industry-leading solutions to build an integrated care mode…",-82.8219,5786971730,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,UnitedHealthcare At Home,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Dock, Floyd County","['US', 'Kentucky', 'Floyd County', 'Dock']"
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNzI0In0.jGHW2giBqAN1HIr0iBRoz5OJP5YOgVCOl90DG7O1XOQ,Adzuna::API::Response::Job,contract,Registered Nurse - Outpatient Mental Health,34.0414,198845.05,https://www.adzuna.com/details/5786971724?utm_medium=api&utm_source=abfa41a4,198845.05,2026-07-03T11:01:08Z,"Summary The Greater Los Angeles Health Care Systems is seeking an experienced Registered Nurse to serve in Outpatient Mental Health for the Caregiver Support Program specialty within Nursing, Mental Health Department. The Caregiver Support Program Registered Nurse is responsible and accountable for all elements of the nursing process when providing and/or supervising direct patient care. Learn more about this agency Duties Help Duties include, but are not limited to: Provides patient-centered, …",-118.2538,5786971724,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,VETERANS HEALTH ADMINISTRATION,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Textile Finance, Los Angeles County","['US', 'California', 'Los Angeles County', 'Textile Finance']"
1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc3MCIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.d55q3X5l4hmZOKOvRm3kQuagt7GsBquxG24xRhajzUs,Adzuna::API::Response::Job,,Healthcare Litigation Attorneys,33.7487,131976.55,https://www.adzuna.com/details/5786971770?utm_medium=api&utm_source=abfa41a4,131976.55,2026-07-03T11:01:08Z,"Healthcare Litigation Attorney Gordon Rees Scully Mansukhani, a national law firm with offices in all 50 states, has immediate openings for healthcare litigation attorneys in its Atlanta office with at least 3 years' experience. We offer flexible options for successful candidates, including hybrid and full-time opportunities. Candidates must be driven team players with excellent litigation, writing, and persuasive speaking skills, possess strong academic backgrounds, proven skills in research, …",-84.3879,5786971770,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,"Gordon Rees Scully Mansukhani, LLP",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Northlake, DeKalb County","['US', 'Georgia', 'DeKalb County', 'Northlake']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNzgxIn0.S5keRR0_OYc0OTKgs1qweVKItH2Pm5PnCspDvfrACs0,Adzuna::API::Response::Job,contract,Skilled RN Pediatric Homecare Trach & Ventilator,32.760168,74354.78,https://www.adzuna.com/details/5786971781?utm_medium=api&utm_source=abfa41a4,74354.78,2026-07-03T11:01:08Z,"About Family First Family First Homecare provides exceptional homecare services to children with life-long health conditions. We live by our values of telling the truth, owning the details, and raising the bar, working hard to make your job an experience that you enjoy every day. Family First gives you the support you need to do your best work and provide exceptional one-on-one care to your patients in the comfort of their homes. Join us become a part of our family and the families you care for…",-96.765058,5786971781,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Family First Homecare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Highland Park, Dallas","['US', 'Texas', 'Dallas', 'Highland Park']"
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc0NiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.ILsfRe09ni7rp9PPDPB2k0Jid0-kEwfBlzS6Tye8A2U,Adzuna::API::Response::Job,,Certified Nursing Assistant- Part Time,33.223676,50144.12,https://www.adzuna.com/details/5786971746?utm_medium=api&utm_source=abfa41a4,50144.12,2026-07-03T11:01:08Z,"Certified Nursing Assistant Elevate your career with a team that truly cares. Join a company that sees a better way for healthcare by being patient advocates, following evidenced-based clinical practices, caring for people holistically, improving continuity of care and providing nurturing surroundings that encourage and inspire. The Certified Nursing Assistant is specifically trained, competent and performs assigned functions of personal care to the patient in their residence under the directio…",-111.797783,5786971746,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,Alumus,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Sun Lakes, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Sun Lakes']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc3MiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.6gYskUDWP9O5iYtIuPecEyEq_m7achUnldk_erWM1UA,Adzuna::API::Response::Job,,"RN, ER",39.7427,44394.99,https://www.adzuna.com/details/5786971772?utm_medium=api&utm_source=abfa41a4,44394.99,2026-07-03T11:01:08Z,"RN, ER Care Career is looking for ER RN's to fulfill an assignment in Denver, Colorado. Gross pay: $1,060 Hourly rate: $19 Weekly stipend: $598 Shift: 2x12 hour night Shifts per week: 2 Scheduled hours: 24 Start date: 08/17/2026 Start dates are flexible End date: 11/16/2026 Duration: 13 weeks Benefits Medical, dental, vision, and 401K within the first month Maximum allowable IRS travel stipend  a healthy meals and expenditure stipend Licensing/certification renewals 1:1 attention via phone to d…",-104.9813,5786971772,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Next Move Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Glendale, Denver","['US', 'Colorado', 'Denver', 'Glendale']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc2OSIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.33LdHYFa39d78tk0nSVh2MfMu_8jlL1kwTTDMItjkZs,Adzuna::API::Response::Job,,RN Labor and Delivery,36.84102,81129.08,https://www.adzuna.com/details/5786971769?utm_medium=api&utm_source=abfa41a4,81129.08,2026-07-03T11:01:08Z,"Experience: 5 Years as RN Labor and Delivery Implement and monitor patient care plans. Monitor, record, and communicate patient condition as appropriate. Serve as a primary coordinator of all disciplines for well-coordinated patient care. Note and carry out physician and nursing orders. Assess and coordinate patient's discharge planning needs with members of the healthcare team.",-119.80044,5786971769,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Macpower Digital Assets Edge,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fresno, Fresno County","['US', 'California', 'Fresno County', 'Fresno']"
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc4MiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.IP-2rDQRCsML-w4jgLxs11tdwysSn_p9jZol99XlYkg,Adzuna::API::Response::Job,,"Registered Nurse, Long-Term Care in Sioux Falls, SD",43.546,68556.02,https://www.adzuna.com/details/5786971782?utm_medium=api&utm_source=abfa41a4,68556.02,2026-07-03T11:01:08Z,"RN - Full Time Nights - SF Village Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Sd Sxf Vlg Location: Sioux Falls, SD Address: 3901 S Marion Rd, Sioux Falls, SD 57106, USA Shift: Night Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $34.00 - $48.00 Pay Info: $10,000 Sign On Bonus Available! Department Details Come join …",-96.727,5786971782,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County","['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNzY0In0.is8wK3tQyK9x7OaDBCoXbwV2bkKsFijMTmxHzrWrrFo,Adzuna::API::Response::Job,contract,"Travel Physical Therapist - $1,863 per week",35.422755,0.0,https://www.adzuna.com/details/5786971764?utm_medium=api&utm_source=abfa41a4,96876.0,2026-07-03T11:01:08Z,"TNAA TotalMed Allied is seeking a travel Physical Therapist for a travel job in Atoka, Tennessee. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Duration: 26 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel We are looking for a Physical Therapist (PT) for an immediate travel opening in Atoka, TN. The right PT should have 1 year of experience; for an exceptional candidate with an appropriate background, 6 months of experience may be accepted.…",-89.773684,5786971764,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,TNAA TotalMed Allied,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Atoka, Tipton County","['US', 'Tennessee', 'Tipton County', 'Atoka']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTcxMiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.0NrZbkzyB8zsyJsNJUbba033IEN2MhWF34pm56F61AY,Adzuna::API::Response::Job,,Speech Language Pathologist,30.0066,51982.21,https://www.adzuna.com/details/5786971712?utm_medium=api&utm_source=abfa41a4,51982.21,2026-07-03T11:01:08Z,"Special Education Teacher Location: Special Education Compensation: Duty Days: 187 Paygrade: AP03 Salary Range: Compensation Manual Helpful Information: Teacher Retirement Comprehensive Benefits Package Closing until filled Equal Opportunity Employer Hays Consolidated I.S.D. will not discriminate against any person in employment or exclude any person from participating in or receiving benefits of any of its activities or programs on any basis prohibited on the bases of race, religion, color, se…",-97.80714,5786971712,hr-jobs,HR & Recruitment Jobs,Adzuna::API::Response::Category,Hays Consolidated Independent School District,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Uhland, Hays County","['US', 'Texas', 'Hays County', 'Uhland']"
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTczNiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.Xek5VWO8UtB5Bey4qCjW0nubBduUUrwcHttrGoDTvek,Adzuna::API::Response::Job,,Staff Physician (Thoracic Surgeon) - Recruitment/Relocation Incentive Authorized,35.1885,123240.3,https://www.adzuna.com/details/5786971736?utm_medium=api&utm_source=abfa41a4,123240.3,2026-07-03T11:01:08Z,"Summary The Amarillo Veterans Health Care System is seeking a qualified Physician for the Full Time Thoracic Surgeon position. Please see announcement CAZM-12821285-26-IA (VIN 12821285) if interested in Part-Time position. Learn more about this agency Duties Help Thoracic surgery involves the diagnosis and treatment of condition, injuries and diseases that affect the organs in the thorax or chest. Specialists in this field care for patients with a wide range of thoracic diseases such as occupat…",-101.8165,5786971736,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,VETERANS HEALTH ADMINISTRATION,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Amarillo, Potter County","['US', 'Texas', 'Potter County', 'Amarillo']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc1MyIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.gKoG_uLDRp6ggl9Kxcp2AVLg6pWZrRV4vIcg8wDPn3o,Adzuna::API::Response::Job,,School Based Speech Language Pathologist,42.00961,115383.13,https://www.adzuna.com/details/5786971753?utm_medium=api&utm_source=abfa41a4,115383.13,2026-07-03T11:01:08Z,"Job Search Results Certified Since 2011 We use cookies and similar technologies to analyze site usage and improve your experience. To learn more about these technologies and how we use them, please see our Privacy Policy. © 2004–2026 Soliant Health. All rights reserved.",-87.84412,5786971753,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Soliant Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Park Ridge, Cook County","['US', 'Illinois', 'Cook County', 'Park Ridge']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc2MiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.Bn1UF0wBhStLRV9TcS7OiPheogaMqLGvOzWIN96HGQg,Adzuna::API::Response::Job,,"Attorney | Medical Malpractice Defense | Hybrid | | White Plains, NY",41.027764,230331.92,https://www.adzuna.com/details/5786971762?utm_medium=api&utm_source=abfa41a4,230331.92,2026-07-03T11:01:08Z,"A nationally recognized litigation defense firm is expanding its medical malpractice defense practice across Midtown Manhattan, Long Island, and White Plains. The firm is actively hiring multiple attorneys due to continued growth and increased caseload demand. The practice is structured around mentorship, collaboration, and long-term attorney development. Attorneys work closely with experienced partners and senior litigators in a high-volume litigation environment focused on healthcare defense …",-73.779444,5786971762,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,"Mission Recruiting, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"White Plains, Westchester County","['US', 'New York', 'Westchester County', 'White Plains']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTc1NiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.qNeeBCNrWherWp4WRNNyLlY3wkWmN53Q5kd5RXKd0pU,Adzuna::API::Response::Job,,"Travel Nurse RN - ICU - Intensive Care Unit - $1,656 per week",39.70062,0.0,https://www.adzuna.com/details/5786971756?utm_medium=api&utm_source=abfa41a4,86112.0,2026-07-03T11:01:08Z,"Fusion Medical Staffing-Nursing is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Aurora, Colorado. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 07/20/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Travel ICU RN Company: Fusion Medical Staffing Location: Facility in Aurora, Colorado Job Details Fusion Medical Staffing is seeking a ICU RN for a 13-week travel assignment in …",-104.8377,5786971756,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Fusion Medical Staffing-Nursing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Aurora, Arapahoe County","['US', 'Colorado', 'Arapahoe County', 'Aurora']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTcwNyIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.m02IBPmARPZf5yExUt17OulbvBRbUAFzpG39pRptJ8g,Adzuna::API::Response::Job,,Seasonal Construction Project Manager,44.9462,71914.37,https://www.adzuna.com/details/5786971707?utm_medium=api&utm_source=abfa41a4,71914.37,2026-07-03T11:01:08Z,"Benefits: Bonus based on performance Flexible schedule Free uniforms Paid time off Training & development Project Manager - Residential Construction Handyman Connection is hiring a motivated Seasonal Project Manager to oversee residential remodeling projects from estimate through completion. This role is for candidates who only want to work spring through fall and have a strong, hands-on understanding of residential construction who can confidently sell and manage projects, communicate with cus…",-93.2,5786971707,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Handyman Connection,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lauderdale, Ramsey County","['US', 'Minnesota', 'Ramsey County', 'Lauderdale']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTYyMSIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.T2xpIYU5Evg_9VT9ENQX3Kh_hYjkxZ7Az0AuG49rN-Q,Adzuna::API::Response::Job,,Assistant Montessori Teacher with $500 Hiring Bonus,39.001105,38688.04,https://www.adzuna.com/details/5786971621?utm_medium=api&utm_source=abfa41a4,38688.04,2026-07-03T11:01:07Z,"Assistant Teacher Come join us at Village Green Day School as an Assistant Teacher in our Montessori Classroom! At Village Green Day School, our educators brighten children's lives every day while creating a bright future for themselves. We offer a supportive environment for our teachers and empower them with the resources they need to create a positive learning environment for our students. As an Assistant Teacher, you will assist with the implementation of age-appropriate curriculum, prepare …",-77.301036,5786971621,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Endeavor Schools,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Great Falls, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Great Falls']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTY2MiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.iu9W9sAykTOAQ4p0tjPP9Je5gcqXpCcQeAu5FnqWKDc,Adzuna::API::Response::Job,,Graphic Designer - Multi-Media Specialist,47.06962,49753.43,https://www.adzuna.com/details/5786971662?utm_medium=api&utm_source=abfa41a4,49753.43,2026-07-03T11:01:07Z,"Maximus is searching for a Graphic/Document Design Specialist in support of a pending federal OPTN (Organ Procurement and Transplantation Network) contract award. This role offers the opportunity to contribute to a mission-driven program by transforming complex technical and non-technical content into clear, visually compelling deliverables. You'll collaborate with authors and cross-functional teams to design and produce proposals, reports, presentations, and digital/print materials, ensuring a…",-122.952085,5786971662,creative-design-jobs,Creative & Design Jobs,Adzuna::API::Response::Category,MAXIMUS,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Schneiders Prairie, Thurston County","['US', 'Washington', 'Thurston County', 'Schneiders Prairie']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTYxNCIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.4do_6MYW0wG5HzD9inIXghr3SjVp9kdeqJviqmayQ7Q,Adzuna::API::Response::Job,,Infection Control Practitioner / Employee Health Nurse,32.760168,75485.73,https://www.adzuna.com/details/5786971614?utm_medium=api&utm_source=abfa41a4,75485.73,2026-07-03T11:01:07Z,Infection Control Practitioner/Employee Health Registered Nurse Baylor Scott & White Medical Center is searching to hire for an Infection Control Practitioner/Employee Health Registered Nurse. This individual has oversight over all infection control and prevention related activities within the organization. This individual will also be responsible for all functions of the employee health program and accountability to the quality department with audits. Position Qualifications Education/Experien…,-96.765058,5786971614,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"USPI, INC.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Highland Park, Dallas","['US', 'Texas', 'Dallas', 'Highland Park']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTYwOSIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.C5qrD1R0CHx7IjSPiTrZ_qZsjL4WE6rs9tx2I4WzQ_s,Adzuna::API::Response::Job,,Travel Speech Language Pathologist,37.999733,99143.16,https://www.adzuna.com/details/5786971609?utm_medium=api&utm_source=abfa41a4,99143.16,2026-07-03T11:01:07Z,"Description We are looking for a Speech-Language Pathologist (SLP) for an immediate travel opening in Sonora, CA. The right SLP should have 1 year of experience; for an exceptional candidate with an appropriate background, 6 months of experience may be accepted. Read below for additional requirements. As an SLP, you will be responsible for assisting patients with speech, voice, or swallowing impairments and evaluating and developing a plan of care for a variety of patient populations in the acu…",-120.330302,5786971609,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Travel Nurse Across America,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Standard, Tuolumne County","['US', 'California', 'Tuolumne County', 'Standard']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNTk5In0.PpYNThJR-6emkRJ39kMmV3McIC2sXKLnV5gBIgoEgdQ,Adzuna::API::Response::Job,,Occupational Therapist - Home Health - Per Diem - Greenfield/Soledad/King City/Gonzales,36.6963,122394.41,https://www.adzuna.com/details/5786971599?utm_medium=api&utm_source=abfa41a4,122394.41,2026-07-03T11:01:07Z,"Join Bridge Home Health & Hospice Are you ready to bring your talent and passion for delivering exceptional patient care to a team that's transforming lives? At Bridge Home Health & Hospice, we are driven by our commitment to excellence in serving communities across California. For over a decade, our vision has remained clear: to set the standard in compassionate post-acute care and provide unwavering support for patients and their families. Our culture is built on compassion, where every team …",-121.6689,5786971599,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Bridge Home Health and Hospice,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Salinas, Monterey County","['US', 'California', 'Monterey County', 'Salinas']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNjgwIn0.LVchVwMMICjxhs0ln9Czdj8JUOS37RqVUe6a5bhCeJY,Adzuna::API::Response::Job,contract,"Travel Outpatient Physical Therapist - $2,400 per week",38.906704,0.0,https://www.adzuna.com/details/5786971680?utm_medium=api&utm_source=abfa41a4,124800.0,2026-07-03T11:01:07Z,"Medlivo Therapy is seeking a travel Outpatient Physical Therapist for a travel job in Washington, D.C., District of Columbia. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Physical Therapist- HIRING! Job Details: Weekly Gross: $2,400.00 (Based on 40hrs) Plus Additional: $200.00 Travel Reimbursement Washington, D.C., DC 13-week contract Setting: Outpatient Requirements: Minimum 1 year o…",-77.041912,5786971680,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Medlivo Therapy,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Washington, D.C., US","['US', 'Washington, D.C.']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNjUxIn0.tsDNpGkLi9ypHKDKXMhe-8mMbCJNZ_clMBNOC4L1d3o,Adzuna::API::Response::Job,,Director of Operations,34.789708,84042.91,https://www.adzuna.com/details/5786971651?utm_medium=api&utm_source=abfa41a4,84042.91,2026-07-03T11:01:07Z,Director of Operations Director of Operations The Director of Franchise Operations oversees all franchise restaurant operations for a geographic region. This oversight includes the continued growth and development of restaurants and ensuring the achievement of sales and profitability initiatives. This role will also provide input to all brand strategies to further ignite business growth and market share. Essential Functions May perform any or all the following duties: Provides leadership and ac…,-87.022583,5786971651,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Hardee's,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Tanner, Limestone County","['US', 'Alabama', 'Limestone County', 'Tanner']"
1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUUJINmZfSjI4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg2OTcxNjE5In0.Nx__YUSkPXr7elqAyXcaw0970PSgpbgu6d7QamG-JZQ,Adzuna::API::Response::Job,contract,Travel Speech Language Pathologist (SLP) Job - West Palm Beach FL,26.79292,149009.61,https://www.adzuna.com/details/5786971619?utm_medium=api&utm_source=abfa41a4,149009.61,2026-07-03T11:01:07Z,"Exciting new Speech-Language Pathologist (SLP) travel job in Florida schools. This full school-year contract offers the stability and experience needed to launch or grow your career while exploring a new location. Take advantage of competitive travel stipends, housing assistance, and the support of a company with more than 25 years of specialized experience in contract and travel staffing. Let us help make your next career move a smooth and rewarding one. Apply below to speak with a team member…",-80.231357,5786971619,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Soliant Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"The Acreage, Palm Beach County","['US', 'Florida', 'Palm Beach County', 'The Acreage']"
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTY2NyIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.oR1Mdl2R9ymPEfm3JQV8ZM7gbaV6qXXShcXdvoH4GkQ,Adzuna::API::Response::Job,,Loan Support Analyst Senior - Covenant Administration - Midland,32.760168,69860.25,https://www.adzuna.com/details/5786971667?utm_medium=api&utm_source=abfa41a4,69860.25,2026-07-03T11:01:07Z,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Loan Support Analyst Senior within PNC's Midland organization, you will be based within the PNC Midland footprint. As a Lo…",-96.765058,5786971667,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,PNC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Highland Park, Dallas","['US', 'Texas', 'Dallas', 'Highland Park']"
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MTY4MiIsInMiOiJRQkg2Zl9KMjhSR3c5OURTQndhSXl3In0.FrGaO53iafAd8rzyO49LhMo8VYWbZaqS-80V60GwPF8,Adzuna::API::Response::Job,,CDL A Regional Truck Driver,34.111415,126584.32,https://www.adzuna.com/details/5786971682?utm_medium=api&utm_source=abfa41a4,126584.32,2026-07-03T11:01:07Z,"Updike Distribution Logistics Updike Distribution Logistics is a driver-friendly regional carrier servicing Arizona, Southern California, Northern California, Nevada, and Utah. We focus on fair pay, consistent freight, and respecting our drivers. Pay Compensation CPM Pay:Starting CPM Pay: 54 CPM with 5.5 cents per mile bonus (up to 59.5 cents) Layover Pay: $75 per 24-hour period (when the driver is not the cause of delay) Detention Pay: $15.50 per hour after 2 hours (if on time) Driver Assist U…",-118.155569,5786971682,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Updike Distribution Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"South Pasadena, Los Angeles County","['US', 'California', 'Los Angeles County', 'South Pasadena']"
