title,contract_time,adref,__CLASS__,id,salary_is_predicted,description,latitude,longitude,redirect_url,salary_min,contract_type,salary_max,created,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__
Family Nurse Practitioner - 35$ Clinic Visits for Family Members,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzQ2NyIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.3r_w_f0uRSmSOkp2nX-UBkGFc_6xWdmj-n3f1DMV0fc,Adzuna::API::Response::Job,5710363467,1,"Posting Title: Family Nurse Practitioner Overview: In a manner consistent and supportive of our values, the Provider is responsible for delivering high quality health care within Fast Pace Health’s scope of services while achieving optimum patient satisfaction. The Provider must be able to work in a team-oriented environment, be flexible to adapt to new technologies and protocols in a quickly evolving practice setting. They must have the ability to respond quickly and accurately to changes in c…",30.831647,-93.258665,https://www.adzuna.com/details/5710363467?utm_medium=api&utm_source=abfa41a4,141066.81,,141066.81,2026-04-25T08:59:36Z,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Beauregard Parish', 'Deridder']","Deridder, Beauregard Parish",Adzuna::API::Response::Company,Fast Pace Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzQyMyIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.jscxF7A9JM18J2mNlPY-0MBmfgmPfzzll4mUYaLW3dw,Adzuna::API::Response::Job,5710363423,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.952387,-77.017836,https://www.adzuna.com/details/5710363423?utm_medium=api&utm_source=abfa41a4,164391.02,,164391.02,2026-04-25T08:59:35Z,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Family Nurse Practitioner,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUdsZDc2OUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYzMzk0In0.wO82Mxj7YUT6XCINsfow5x4Wm1APQvHkjvZpyji4lC8,Adzuna::API::Response::Job,5710363394,1,"Posting Title: Family Nurse Practitioner Overview: In a manner consistent and supportive of our values, the Provider is responsible for delivering high quality health care within Fast Pace Health’s scope of services while achieving optimum patient satisfaction. The Provider must be able to work in a team-oriented environment, be flexible to adapt to new technologies and protocols in a quickly evolving practice setting. They must have the ability to respond quickly and accurately to changes in c…",31.572138,-88.527676,https://www.adzuna.com/details/5710363394?utm_medium=api&utm_source=abfa41a4,77464.8,,77464.8,2026-04-25T08:59:34Z,Adzuna::API::Response::Location,"['US', 'Alabama', 'Washington County', 'Copeland']","Copeland, Washington County",Adzuna::API::Response::Company,Fast Pace Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Registered Nurse - PACU,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzQwMiIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.lNXysrcDTX-i0QCyy1kQZF5cGBbfvi1IsAmZo_XhzXw,Adzuna::API::Response::Job,5710363402,1,"What We Offer: Join the Novant Health Coastal Carolina Medical Center as a PACU RN! Location: 1000 Medical Center Dr., Hardeeville, South Carolina 29927 Status: Full Time Schedule: 12 hour shifts 0730-2000 or 10 hour shifts 830-1900 Call: 3-4/month including a weekend 24 hour call shift 0700-0700 Since opening in 2004, Novant Health Coastal Carolina Medical Center has grown into a major health care facility serving our communities in and around Jasper County, SC. Whether you come here for a sch…",32.26401,-81.058332,https://www.adzuna.com/details/5710363402?utm_medium=api&utm_source=abfa41a4,35754.12,,35754.12,2026-04-25T08:59:34Z,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Jasper County', 'Harbville']","Harbville, Jasper County",Adzuna::API::Response::Company,Novant Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
RN Registered Nurse,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzQwNCIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.Hcz3_0E__aP3icm9Loj9r5CkV1XHpF3Oj9j1lqUYTX8,Adzuna::API::Response::Job,5710363404,1,"Benefits(full-time) : Opportunities for career advancement and upward mobility into leadership roles 401(k) retirement plan with company match Vacation, six holidays, one personal day, and sick leave that begins accruing on day one Life insurance, short/long term disability Medical, Dental, Vision, Health Savings Accounts Come and grow with us! We are affiliated with Life Care Centers of America, which is a privately owned 47-year industry leader in healthcare with more than 200 locations acros…",31.549609,-110.268343,https://www.adzuna.com/details/5710363404?utm_medium=api&utm_source=abfa41a4,65168.23,,65168.23,2026-04-25T08:59:34Z,Adzuna::API::Response::Location,"['US', 'Arizona', 'Cochise County', 'Sierra Bonita']","Sierra Bonita, Cochise County",Adzuna::API::Response::Company,Life Care Center of Sierra Vista,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzM4OSIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.F8s-0uyWBt80IDZtNLX1B0Xt4ZwjbxPygZb6dQdet_Q,Adzuna::API::Response::Job,5710363389,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.424584,-121.364374,https://www.adzuna.com/details/5710363389?utm_medium=api&utm_source=abfa41a4,177023.17,,177023.17,2026-04-25T08:59:34Z,Adzuna::API::Response::Location,"['US', 'California', 'Sacramento County', 'Pine Bluff']","Pine Bluff, Sacramento County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzM2MSIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.7AyVDUDz3vuS5pQS_RvvS6IqZUTJOwEh8k6eNyXz1tM,Adzuna::API::Response::Job,5710363361,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.8992,-77.19246,https://www.adzuna.com/details/5710363361?utm_medium=api&utm_source=abfa41a4,144439.8,,144439.8,2026-04-25T08:59:33Z,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Pimmit']","Pimmit, Fairfax County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Travel Telemetry RN,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzM2MiIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.TuCg1wU1_NMD4hDTJ0_49MXoNNAlKp7Y1rL9Ixp7Ka0,Adzuna::API::Response::Job,5710363362,1,"Travel Telemetry RN Company: Fusion Medical Staffing Location: Facility in St. Louis, Missouri Job Details Fusion Medical Staffing is seeking a skilled Telemetry RN for a 13-week travel assignment in St. Louis, Missouri. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a Telemetry RN…",38.621762,-90.260958,https://www.adzuna.com/details/5710363362?utm_medium=api&utm_source=abfa41a4,18676.32,,18676.32,2026-04-25T08:59:33Z,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Manchester']","Manchester, Saint Louis County",Adzuna::API::Response::Company,Fusion Medical Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Certified Occupational Therapy Assistant (COTA),full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzM2NiIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.iVNI_Wky3xkJS1klBGlpJU5tgSepx9dgx1xKSBXsl3I,Adzuna::API::Response::Job,5710363366,1,"Occupational Therapist Assistant Career Opportunity Current state licensure or certification required Your Calling, Close to Home and Heart Are you in search of a rewarding career that extends beyond just a job, bringing fulfillment close to your heart and home? At our organization, we believe in making a positive impact right in your community through exceptional Occupational Therapy services. As an Occupational Therapist Assistant, join a team that values small victories and aims for profound…",31.83956,-100.993431,https://www.adzuna.com/details/5710363366?utm_medium=api&utm_source=abfa41a4,52869.14,,52869.14,2026-04-25T08:59:33Z,Adzuna::API::Response::Location,"['US', 'Texas', 'Coke County', 'Silver']","Silver, Coke County",Adzuna::API::Response::Company,"Shannon Rehabilitation Hospital, an affiliate of Encompass Health",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzM3MCIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.MZUIc_466rUOJL3iR-S7AoSHTdK8nDvdv6toE1B1Hr8,Adzuna::API::Response::Job,5710363370,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.442834,-77.198587,https://www.adzuna.com/details/5710363370?utm_medium=api&utm_source=abfa41a4,155195.11,,155195.11,2026-04-25T08:59:33Z,Adzuna::API::Response::Location,"['US', 'Maryland', 'Charles County', 'Nanjemoy']","Nanjemoy, Charles County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzMyMiIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.iiFbeRLUeHImqqgXm1ZQQFgpVnkioMsUc_BQvwdKNsg,Adzuna::API::Response::Job,5710363322,1,"Overview: Crestwood Center Has A Part-Time OT Opportunity! Don't Forget To Ask About Our Referral Bonus Program! At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over four decades of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinic…",42.829003,-71.657986,https://www.adzuna.com/details/5710363322?utm_medium=api&utm_source=abfa41a4,130484.14,,130484.14,2026-04-25T08:59:31Z,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Milford']","Milford, Hillsborough County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzMzOSIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.5onoEGMRFdgD4wI_9E41Fr-6pYKrJNDyul00HOFl8tw,Adzuna::API::Response::Job,5710363339,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.348463,-76.931316,https://www.adzuna.com/details/5710363339?utm_medium=api&utm_source=abfa41a4,151085.9,,151085.9,2026-04-25T08:59:31Z,Adzuna::API::Response::Location,"['US', 'Maryland', 'Charles County', 'Mount Victoria']","Mount Victoria, Charles County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Family Nurse Practitioner,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzMwNSIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.SGx6_CJWh_Yx1BT5hM4_fQgS-1OOU1noHe1XTmqBA4Q,Adzuna::API::Response::Job,5710363305,1,"Posting Title: Family Nurse Practitioner Overview: In a manner consistent and supportive of our values, the Provider is responsible for delivering high quality health care within Fast Pace Health’s scope of services while achieving optimum patient satisfaction. The Provider must be able to work in a team-oriented environment, be flexible to adapt to new technologies and protocols in a quickly evolving practice setting. They must have the ability to respond quickly and accurately to changes in c…",30.464807,-93.183342,https://www.adzuna.com/details/5710363305?utm_medium=api&utm_source=abfa41a4,91404.76,,91404.76,2026-04-25T08:59:30Z,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Beauregard Parish', 'Ragley']","Ragley, Beauregard Parish",Adzuna::API::Response::Company,Fast Pace Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUdsZDc2OUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYzMjY3In0.Up1U-TxO7bnwnuOQk_Is7sv51u5Ly9_aC3PBiyVeRP4,Adzuna::API::Response::Job,5710363267,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",37.672449,-77.384156,https://www.adzuna.com/details/5710363267?utm_medium=api&utm_source=abfa41a4,157368.4,,157368.4,2026-04-25T08:59:29Z,Adzuna::API::Response::Location,"['US', 'Virginia', 'Henrico County', 'Chamberlayne']","Chamberlayne, Henrico County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzIyOCIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.Z5IetqHdYimpFQMzp6C_c9r1_j-phU6tImAalbbbMwg,Adzuna::API::Response::Job,5710363228,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",32.369975,-84.181373,https://www.adzuna.com/details/5710363228?utm_medium=api&utm_source=abfa41a4,93831.41,,93831.41,2026-04-25T08:59:28Z,Adzuna::API::Response::Location,"['US', 'Georgia', 'Macon County', 'Ideal']","Ideal, Macon County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzIwNiIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.7Rgh9vl0vrJmwczqIEgB2pvzL6bwp0y6Qn5BNpwU-0g,Adzuna::API::Response::Job,5710363206,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.886287,-76.805906,https://www.adzuna.com/details/5710363206?utm_medium=api&utm_source=abfa41a4,153215.1,,153215.1,2026-04-25T08:59:28Z,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Kettering']","Kettering, Prince George's County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUdsZDc2OUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYzMjAwIn0.Eqxx-LSF2PPin0n5zhG0QARnI2vbacngzEPShELGuqw,Adzuna::API::Response::Job,5710363200,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.951367,-76.584145,https://www.adzuna.com/details/5710363200?utm_medium=api&utm_source=abfa41a4,151821.38,,151821.38,2026-04-25T08:59:28Z,Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Riva']","Riva, Anne Arundel County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist (OT),part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzIyNiIsInMiOiJJR2xkNzY5QThSR3RUT29qaWFFTGd3In0.8QyqDQgOj6BEhMtV-OGHGm4DGjskv5pdI5pr8zTREIc,Adzuna::API::Response::Job,5710363226,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over four decades of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed mos…",41.47086,-81.50982,https://www.adzuna.com/details/5710363226?utm_medium=api&utm_source=abfa41a4,184669.8,,184669.8,2026-04-25T08:59:28Z,Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Beachwood']","Beachwood, Cuyahoga County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Occupational Therapist,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUdsZDc2OUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYzMTYyIn0.y24e_x7vDLMWHAPFaoiqc-1hUlnIuFMIy8d6_Qfgsxw,Adzuna::API::Response::Job,5710363162,1,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. J…",38.01108,-121.92054,https://www.adzuna.com/details/5710363162?utm_medium=api&utm_source=abfa41a4,80117.4,,80117.4,2026-04-25T08:59:27Z,Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Pittsburg']","Pittsburg, Contra Costa County",Adzuna::API::Response::Company,Powerback Rehabilitation,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Nurse Practitioner Palliative Care,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSUdsZDc2OUE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYzMTgzIn0.ytqhSUFTVSvU9TWFr1RBhfaoBCnRb3MtJzCxT2sFf-I,Adzuna::API::Response::Job,5710363183,1,"Overview: Join us to make a difference when life matters most We believe every day is an opportunity to make care more personal and life more comfortable. That’s why we offer personal care, palliative care and hospice to give people the care they need with dignity, grace, and love. The Palliative Care Nurse Practitioner facilitates palliative care for Gentiva Palliative Care patients, ensuring a comprehensive, individualized treatment plan, while demonstrating excellent clinical skills and ethi…",36.075981,-79.87471,https://www.adzuna.com/details/5710363183?utm_medium=api&utm_source=abfa41a4,144650.84,,144650.84,2026-04-25T08:59:27Z,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Guilford County', 'Country Park Acres']","Country Park Acres, Guilford County",Adzuna::API::Response::Company,Empatia,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
ARNP,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMTA5In0.ELrFO5yIfY6PEPIg0YaXgUWktliEKAoZXsvI1Mc9op8,Adzuna::API::Response::Job,5710363109,1,"Posting Title: Family Nurse Practitioner Overview: In a manner consistent and supportive of our values, the Provider is responsible for delivering high quality health care within Fast Pace Health’s scope of services while achieving optimum patient satisfaction. The Provider must be able to work in a team-oriented environment, be flexible to adapt to new technologies and protocols in a quickly evolving practice setting. They must have the ability to respond quickly and accurately to changes in c…",31.673377,-88.656717,https://www.adzuna.com/details/5710363109?utm_medium=api&utm_source=abfa41a4,103607.86,,103607.86,2026-04-25T08:59:25Z,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Wayne County', 'Waynesboro']","Waynesboro, Wayne County",Adzuna::API::Response::Company,Fast Pace Health,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Travel Telemetry RN,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDk4In0.CYwyXfBiV1Ihhvx5vmYo3-TpppMwDl_MiKTNLowIoB0,Adzuna::API::Response::Job,5710363098,1,"Travel Telemetry RN Company: Fusion Medical Staffing Location: Facility in Saint Louis, Missouri Job Details Fusion Medical Staffing is seeking a skilled Telemetry RN for a 13-week travel assignment in Saint Louis, Missouri. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a Telemetr…",38.65548,-90.45234,https://www.adzuna.com/details/5710363098?utm_medium=api&utm_source=abfa41a4,18225.92,,18225.92,2026-04-25T08:59:25Z,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Westwood']","Westwood, Saint Louis County",Adzuna::API::Response::Company,Fusion Medical Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Registered Nurse (RN) Unit Manager,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzA1OCIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.U3z1MreYFwT4wSMpUdh2towLLyELOr0-jbjZe3DW9fM,Adzuna::API::Response::Job,5710363058,1,"Bishop Rehabilitation & Nursing Center is Under New Management and looking for a Registered Nurse (RN) Unit Manager to work in our facility in Syracuse, NY . We are now offering a $5,000 sign-on bonus! We now offer Daily Pay through a trusted third-party provider, giving you faster access to your earnings Duties Include: Handle all supervisory duties for the unit Establish employee policies and procedures Mentor less experienced nurses, offering clinical & career advice Establish the standards …",43.060883,-76.136905,https://www.adzuna.com/details/5710363058?utm_medium=api&utm_source=abfa41a4,87576.76,,87576.76,2026-04-25T08:59:24Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Syracuse']","Syracuse, Onondaga County",Adzuna::API::Response::Company,Bishop Rehabilitation & Nursing Center,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Registered Nurse (RN) Unit Manager,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzA2MSIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.O-0U4K8gTfOzFCr0bG2xvv21k0rib-PmFR_11kHW69g,Adzuna::API::Response::Job,5710363061,1,"Bishop Rehabilitation & Nursing Center is Under New Management and looking for a Registered Nurse (RN) Unit Manager to work in our facility in Syracuse, NY . We are now offering a $5,000 sign-on bonus! We now offer Daily Pay through a trusted third-party provider, giving you faster access to your earnings Duties Include: Handle all supervisory duties for the unit Establish employee policies and procedures Mentor less experienced nurses, offering clinical & career advice Establish the standards …",43.035554,-76.126706,https://www.adzuna.com/details/5710363061?utm_medium=api&utm_source=abfa41a4,96943.26,,96943.26,2026-04-25T08:59:24Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Colvin']","Colvin, Onondaga County",Adzuna::API::Response::Company,Bishop Rehabilitation & Nursing Center,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Senior Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDMwIn0._be9pRtDU427B44DY5yfOokSYJzIqOsbZ80sSwzozSo,Adzuna::API::Response::Job,5710363030,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional as we expand our team to support multiple business areas across North America. In this role, you will contribute to defense, security, and manufacturing programs by improving operational efficiency and managing the company’s supplier base. Responsibilities include, but are not limited to: Communicate effectively both verbally and in writing with internal and/or external customers. Use appropriate tools and computer skills effe…",42.657642,-75.778569,https://www.adzuna.com/details/5710363030?utm_medium=api&utm_source=abfa41a4,97122.78,,97122.78,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'New York', 'Chenango County', 'North Pharsalia']","North Pharsalia, Chenango County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
"Assistant Licensed Nursing Home Administrator, LNHA",full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzAzNyIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.gJYiCqcNAXsDgRbi5CJ_AqOyJYU8s6KrkBFaUlUUj-k,Adzuna::API::Response::Job,5710363037,1,"Overview: At Genesis Healthcare, we are dedicated to improving the lives we touch through the delivery of high-quality care and exceptional service. As a leading provider in the long-term care industry, we believe in fostering a collaborative, inclusive and supportive work environment where every team member is valued and empowered to make a difference. Whether you're an experienced professional or just starting your career, we offer opportunities for growth, development, and advancement in a r…",38.42366,-82.43995,https://www.adzuna.com/details/5710363037?utm_medium=api&utm_source=abfa41a4,67378.55,,67378.55,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'Ohio', 'Lawrence County', 'Chesapeake']","Chesapeake, Lawrence County",Adzuna::API::Response::Company,Heritage Center WV,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
