salary_min,__CLASS__,salary_is_predicted,latitude,created,longitude,description,salary_max,adref,id,title,redirect_url,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,contract_time,contract_type
132890.56,Adzuna::API::Response::Job,1,31.44762,2026-09-13T11:59:16Z,-100.4184,"Position Description & Qualifications If you want to work on cutting-edge DoD programs, Serco has a great opportunity for you! As a SME Anti-Tamper Engineer specializing in systems security engineering and microelectronics, you will be supporting the Special Programs Division, DoD Anti-Tamper (AT) Executive Agent Field Program Office (FPO) (AFLCMC/WAG-AT) at Wright Patterson AFB, OH. This position is contingent upon the ability to maintain/transfer active Department of War (DoW) Top Secret secu…",132890.56,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjczNyIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.sLHHuCZgb47fauI2MVJPFSAufLgPSCbRtbkyefDW1Oc,5882762737,SME Engineering Support (Anti-Tamper) 1,https://www.adzuna.com/details/5882762737?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Tom Green County', 'Veribest']",Adzuna::API::Response::Location,"Veribest, Tom Green County",,
115355.52,Adzuna::API::Response::Job,1,33.975116,2026-09-13T11:59:16Z,-98.509931,"Position Description & Qualifications If you want to work on cutting-edge DoD programs, Serco has a great opportunity for you! As a SME Anti-Tamper Engineer specializing in systems security engineering and microelectronics, you will be supporting the Special Programs Division, DoD Anti-Tamper (AT) Executive Agent Field Program Office (FPO) (AFLCMC/WAG-AT) at Wright Patterson AFB, OH. This position is contingent upon the ability to maintain/transfer active Department of War (DoW) Top Secret secu…",115355.52,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjczOSIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.175Y682HnnDyCHs4B2wekoMe7JElXXUgZ8ga69eYRQ0,5882762739,SME Engineering Support (Anti-Tamper) 1,https://www.adzuna.com/details/5882762739?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Wichita County', 'Cashion Community']",Adzuna::API::Response::Location,"Cashion Community, Wichita County",,
105740.85,Adzuna::API::Response::Job,1,29.772722,2026-09-13T11:59:16Z,-95.403251,"Position Description & Qualifications Serco seeks a Tactical Command and Control (C2) Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SC…",105740.85,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzI2In0.UWKCrBbu2iCUJM9GGNccUQ8Tov0-UcbS9UaGBkzQuZY,5882762726,"Tactical C2 Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762726?utm_medium=api&utm_source=abfa41a4,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Location,"Old Sixth Ward, Houston",,
55276.39,Adzuna::API::Response::Job,1,29.52792,2026-09-13T11:59:16Z,-98.27838,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",55276.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2Mjc0NCIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.ii3GoFQ930vjQrUp5wpC_xo6KiknHpoxb7tBApk6MGc,5882762744,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762744?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Bexar County', 'Universal City']",Adzuna::API::Response::Location,"Universal City, Bexar County",,
57083.51,Adzuna::API::Response::Job,1,31.81226,2026-09-13T11:59:16Z,-106.418909,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",57083.51,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2Mjc0OCIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.8JLPJGkX5e_YuC_8KhY3E2OwzoIVWfAIswqdgQLEUpY,5882762748,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762748?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'El Paso County', 'Fort Bliss']",Adzuna::API::Response::Location,"Fort Bliss, El Paso County",,
54543.17,Adzuna::API::Response::Job,1,29.354012,2026-09-13T11:59:16Z,-100.788759,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",54543.17,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzQxIn0.axkDzLnFnxab4S-pxcKhzkOl0AWbdBFs3rlD390ZjeU,5882762741,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762741?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Val Verde County', 'Del Rio']",Adzuna::API::Response::Location,"Del Rio, Val Verde County",,
88653.97,Adzuna::API::Response::Job,1,29.354012,2026-09-13T11:59:16Z,-100.788759,"Position Description & Qualifications If you want to work on cutting-edge DoD programs, Serco has a great opportunity for you! As a SME Anti-Tamper Engineer specializing in systems security engineering and microelectronics, you will be supporting the Special Programs Division, DoD Anti-Tamper (AT) Executive Agent Field Program Office (FPO) (AFLCMC/WAG-AT) at Wright Patterson AFB, OH. This position is contingent upon the ability to maintain/transfer active Department of War (DoW) Top Secret secu…",88653.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjczNSIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.KzMe49xxITMucuRhii-izYASnyYgrJjdlmSgm-bZauQ,5882762735,SME Engineering Support (Anti-Tamper) 1,https://www.adzuna.com/details/5882762735?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Val Verde County', 'Del Rio']",Adzuna::API::Response::Location,"Del Rio, Val Verde County",,
89205.23,Adzuna::API::Response::Job,1,32.418333,2026-09-13T11:59:16Z,-99.824947,"Position Description & Qualifications If you want to work on cutting-edge DoD programs, Serco has a great opportunity for you! As a SME Anti-Tamper Engineer specializing in systems security engineering and microelectronics, you will be supporting the Special Programs Division, DoD Anti-Tamper (AT) Executive Agent Field Program Office (FPO) (AFLCMC/WAG-AT) at Wright Patterson AFB, OH. This position is contingent upon the ability to maintain/transfer active Department of War (DoW) Top Secret secu…",89205.23,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzQyIn0._8wdv7sc6wNr5s2rgucWLlOnyHo4qn__mlPU1XCEuQw,5882762742,SME Engineering Support (Anti-Tamper) 1,https://www.adzuna.com/details/5882762742?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Taylor County', 'Tye']",Adzuna::API::Response::Location,"Tye, Taylor County",,
81044.71,Adzuna::API::Response::Job,1,27.75078,2026-09-13T11:59:16Z,-97.41972,"Position Description & Qualifications Serco seeks a Fighter Pilot or WSO / CSO / NFO Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SCI…",81044.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzAzIn0.9uzRJDkvefcoBS_FY2ZlS-O33QC08mElWuxvI5NyzsY,5882762703,"Fighter Pilot Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762703?utm_medium=api&utm_source=abfa41a4,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Nueces County', 'Corpus Christi']",Adzuna::API::Response::Location,"Corpus Christi, Nueces County",,
70970.8,Adzuna::API::Response::Job,1,33.975116,2026-09-13T11:59:16Z,-98.509931,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",70970.8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2Mjc1MyIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.bzOD0Iu6c_7uiewPZTgXpKXB_KBWqCXgrVPAZedZuLI,5882762753,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762753?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Wichita County', 'Cashion Community']",Adzuna::API::Response::Location,"Cashion Community, Wichita County",,
90832.02,Adzuna::API::Response::Job,1,27.75078,2026-09-13T11:59:16Z,-97.41972,"Position Description & Qualifications Serco seeks a Tactical Command and Control (C2) Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SC…",90832.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzI1In0.3WfJG9uZAnn4uOGx_mQpgXAyxLEtPEeTj_jUAhmpvww,5882762725,"Tactical C2 Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762725?utm_medium=api&utm_source=abfa41a4,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Nueces County', 'Corpus Christi']",Adzuna::API::Response::Location,"Corpus Christi, Nueces County",,
51274.74,Adzuna::API::Response::Job,1,29.4697,2026-09-13T11:59:16Z,-98.518233,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",51274.74,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzUwIn0.u5jrobohT4N0JeqWwwRDwHX6tX7OCLN7j2CvlJXjlGI,5882762750,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762750?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",,
54882.28,Adzuna::API::Response::Job,1,32.418333,2026-09-13T11:59:16Z,-99.824947,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",54882.28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2Mjc0NSIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.N7hxrU82WobcaDtVNTK0hgRk2W75p0Yo_nH5v6x5oQs,5882762745,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762745?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Taylor County', 'Tye']",Adzuna::API::Response::Location,"Tye, Taylor County",,
113660.39,Adzuna::API::Response::Job,1,33.975116,2026-09-13T11:59:16Z,-98.509931,"Position Description & Qualifications Serco seeks a Fighter Pilot or WSO / CSO / NFO Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SCI…",113660.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjcwNCIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.oKRKxKEdQhoIVkDQgVXrxkE4jMSgnoog-avBIZn_JHw,5882762704,"Fighter Pilot Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762704?utm_medium=api&utm_source=abfa41a4,legal-jobs,Legal Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Wichita County', 'Cashion Community']",Adzuna::API::Response::Location,"Cashion Community, Wichita County",,
59734.46,Adzuna::API::Response::Job,1,31.132521,2026-09-13T11:59:16Z,-97.784605,"Position Description & Qualifications The Military Spouse Fellowship Program Associate is a detail-oriented professional participating in a structured fellowship designed to develop knowledge and experience in program operations, transition management, project coordination, stakeholder engagement, and business processes. Through hands-on training and mentorship, the Fellow will collaborate with functional teams across the organization to support operational initiatives, customer engagement, wor…",59734.46,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2Mjc0MCIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.yBTh2-hAZIqd179UCU2mGRr0cxZ6fzGzuqFvIrV0T-E,5882762740,Military Spouse Fellowship Program Associate,https://www.adzuna.com/details/5882762740?utm_medium=api&utm_source=abfa41a4,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Bell County', 'Fort Hood']",Adzuna::API::Response::Location,"Fort Hood, Bell County",,
97900.21,Adzuna::API::Response::Job,1,29.354012,2026-09-13T11:59:16Z,-100.788759,"Position Description & Qualifications Serco seeks a Tactical Command and Control (C2) Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SC…",97900.21,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNzE3In0.51UkT30JX5A_YpA5kLjAcJJjz6YFzHTgqpQrHceOUi4,5882762717,"Tactical C2 Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762717?utm_medium=api&utm_source=abfa41a4,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Val Verde County', 'Del Rio']",Adzuna::API::Response::Location,"Del Rio, Val Verde County",,
94216.27,Adzuna::API::Response::Job,1,32.75599,2026-09-13T11:59:16Z,-97.33476,"Position Description & Qualifications Serco seeks a Tactical Command and Control (C2) Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SC…",94216.27,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjcxNiIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.z_6B3IRYSeDKm03xGxnXhqqoDL4gg6NxsumFmPJ-dFA,5882762716,"Tactical C2 Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762716?utm_medium=api&utm_source=abfa41a4,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Tarrant County', 'Fort Worth']",Adzuna::API::Response::Location,"Fort Worth, Tarrant County",,
94521.0,Adzuna::API::Response::Job,1,29.772722,2026-09-13T11:59:16Z,-95.403251,"Position Description & Qualifications Serco seeks a Fighter Pilot or WSO / CSO / NFO Operations SME for Air Combat Command's Combat Air Forces Distributed Training Center (CAF DTC) at Langley AFB, VA. Daily, the CAF DTC provides world-class integration training in large force and small team formats to combat units around the globe against cutting-edge threats in a boundless virtual battlespace. An active U.S. Department of Defense (DoD) Secret security clearance with ability to obtain to TS/SCI…",94521.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjcyMiIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.i-QLSwudycWlCn4xuhS0IMuyKpPkhFc4KntPAOqyWEo,5882762722,"JSE Fighter Pilot Operations SME - Langley AFB, VA 1",https://www.adzuna.com/details/5882762722?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Location,"Old Sixth Ward, Houston",,
69172.7,Adzuna::API::Response::Job,1,28.951365,2026-09-13T11:59:15Z,-95.364284,"Onsite Houston, Texas (Operations) Freeport, Texas Full time R50323 Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the world's most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations throu…",69172.7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjY4MCIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.NpUD1axs4mbD78uQKdHd-gHbRiTwGFJv9_Y2Z6FWsWU,5882762680,Senior Field Service Technician,https://www.adzuna.com/details/5882762680?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Xylem,"['US', 'Texas', 'Brazoria County', 'Freeport']",Adzuna::API::Response::Location,"Freeport, Brazoria County",,
86080.08,Adzuna::API::Response::Job,1,29.772722,2026-09-13T11:59:15Z,-95.403251,"Hybrid Houston, Texas (Operations) Tampa, Florida Full time R50548 Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the world's most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations throug…",86080.08,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjY3OSIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.POX5ibX3Vc5iDf4z5kIv7riu3BDSoqabcFcMw1KmfdU,5882762679,Project Manager II,https://www.adzuna.com/details/5882762679?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Xylem,"['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Location,"Old Sixth Ward, Houston",,
115548.31,Adzuna::API::Response::Job,1,30.291229,2026-09-13T11:59:15Z,-97.764294,"Position Description & Qualifications We're seeking a dynamic and experienced Project Manager to join Serco's Naval Acquisition and Sustainment Operation (NASO). A successful candidate will assume a critical role in overseeing and leading engineering and technical services to support maintenance and planning for the overhaul and repair equipment and systems associated with U.S. Navy Surface Ships. This position will be located in Pearl Harbor, HI. This position is contingent upon your ability t…",115548.31,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNjg1In0.Na8gdDaliOhshO1XwbP1geOZNuIqrRvIUpr6ax7eRvo,5882762685,Surface Ship Maintenance Project Manager,https://www.adzuna.com/details/5882762685?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Travis County', 'Tarrytown']",Adzuna::API::Response::Location,"Tarrytown, Travis County",,
67538.04,Adzuna::API::Response::Job,1,28.951365,2026-09-13T11:59:15Z,-95.364284,"Onsite Houston, Texas (Operations) Freeport, Texas Full time R50322 Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the world's most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations throu…",67538.04,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjY4MSIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.38PKvoMF9GDOZ5GivFTj5Eb5lU1PymhR5y_JwB742io,5882762681,Senior Field Service Technician,https://www.adzuna.com/details/5882762681?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Xylem,"['US', 'Texas', 'Brazoria County', 'Freeport']",Adzuna::API::Response::Location,"Freeport, Brazoria County",,
73236.86,Adzuna::API::Response::Job,1,29.772722,2026-09-13T11:59:15Z,-95.403251,"Onsite Houston, Texas (Operations) Freeport, Texas Full time R50322 Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the world's most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations throu…",73236.86,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4Mjc2MjY3NiIsInMiOiJZT0ZzUFpTdjhSR3czZm9PSHhKeENRIn0.okzgi6Er3wOhxrl6ZCPEUzyT5mjqp1F-JBZkXC8IUcY,5882762676,Senior Field Service Technician,https://www.adzuna.com/details/5882762676?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Xylem,"['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Location,"Old Sixth Ward, Houston",,
101772.45,Adzuna::API::Response::Job,1,30.291229,2026-09-13T11:59:15Z,-97.764294,"Position Description & Qualifications At Serco, we foster a dynamic and collaborative work environment where team members contribute to innovative, high-impact projects for leading government clients. We provide opportunities to solve complex challenges, improve processes, and utilize the latest technologies to deliver top-tier products and services to our customers. The positions on this contract are located both CONUS and OCONUS in support of Army Sustainment Command (ASC). Most positions req…",101772.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU9Gc1BaU3Y4Ukd3M2ZvT0h4SnhDUSIsImkiOiI1ODgyNzYyNjk3In0.bcu206mEC5oQ-zZ1c8W5psLjswRxmUa8ry7Ga89JRzw,5882762697,"Army Forward Planner- Wiesbaden, Germany",https://www.adzuna.com/details/5882762697?utm_medium=api&utm_source=abfa41a4,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,Adzuna::API::Response::Company,Serco,"['US', 'Texas', 'Travis County', 'Tarrytown']",Adzuna::API::Response::Location,"Tarrytown, Travis County",,
74376.34,Adzuna::API::Response::Job,1,32.65896,2026-09-13T11:59:15Z,-97.13442,"Onsite Arlington, Texas Full time R50590 Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the world's most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations through innovative and sustainab…",74376.34,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYktobVBwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyNzYyNjc0In0.Lrbz14DTcJWZEmq2Yq0RqYpQnXo5kFsKVUtjK1WiakU,5882762674,Senior Field Service Technician,https://www.adzuna.com/details/5882762674?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Xylem,"['US', 'Texas', 'Tarrant County', 'Arlington']",Adzuna::API::Response::Location,"Arlington, Tarrant County",,
75009.52,Adzuna::API::Response::Job,1,29.772722,2026-09-13T11:59:15Z,-95.403251,"Onsite Houston, Texas (Operations) Freeport, Texas Full time R50323 Xylem is a Fortune 500 global water solutions company dedicated to advancing sustainable impact and empowering the people who make water work every day. As a leading water technology company with 23,000 employees operating in over 150 countries, Xylem is at the forefront of addressing the world's most critical water challenges. We invite passionate individuals to join our team, dedicated to exceeding customer expectations throu…",75009.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYktobVBwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyNzYyNjc3In0.9zfvYkmZwqaDsllAb2NYRkfBW35BHUyCuIykamDyE6o,5882762677,Senior Field Service Technician,https://www.adzuna.com/details/5882762677?utm_medium=api&utm_source=abfa41a4,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Xylem,"['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Location,"Old Sixth Ward, Houston",,
69517.84,Adzuna::API::Response::Job,1,33.198,2026-09-13T11:59:14Z,-97.12212,"Overview Hospital Name: Select Rehabilitation Hospital of Denton (Outpatient) Position: Certified Occupational Therapist Assistant Location: Denton, Texas Schedule: Per Diem (1 weekend per month and 1 major and 1 minor holiday per year in Inpatient) Our Outpatient Clinic is committed to providing exceptional and compassionate care tobest address the medical, physical, emotional, and vocational challenges for individuals with brain injuries,spinal cord injuries, neurological disorders, orthopedi…",69517.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYktobVBwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyNzYyNjM0In0.e3zjaDhYbpLKY-err3vTAC8hXeyAPzRWGEbQV96ID2s,5882762634,Certified Occupational Therapist Assistant (COTA) -Outpatient,https://www.adzuna.com/details/5882762634?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Select Medical,"['US', 'Texas', 'Denton County', 'Denton']",Adzuna::API::Response::Location,"Denton, Denton County",,
