salary_max,adref,longitude,salary_min,created,id,__CLASS__,title,latitude,salary_is_predicted,redirect_url,description,location.area,location.display_name,location.__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,contract_time,contract_type
82469.58,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTExMCIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.ghGXEdXPUlIuZxXZNEMg4-MznyNd8eRtdHmlB-Fo6-Y,-73.437892,82469.58,2026-07-04T10:36:15Z,5788131110,Adzuna::API::Response::Job,Non Invasive Cardiologist Opportunity | Western MA| Financially Stable Health Systems,42.196756,1,https://www.adzuna.com/land/ad/5788131110?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=897E35C09BB66532024E6FB813EDCBD1A3DA5B83,"Job Description Job Description Noninvasive Cardiology Positions Available Key Highlights Become part of a dedicated group of 10 cardiologists and 9 advanced practice providers (APPs) within a stable, independent community hospital network that caters to all of Berkshire County. Our organization features a teaching service alongside a thriving cardiology practice. We are seeking professionals who can deliver both inpatient and outpatient care, as well as those who prefer to focus exclusively on…","['US', 'Massachusetts', 'Berkshire County', 'North Egremont']","North Egremont, Berkshire County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Berkshire Health Systems,Adzuna::API::Response::Company,,
47051.05,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMTI4In0.mcL4mbwwzbkuJ0x5-f5SXR3XdVx_kmM1QrMKRV7DDXo,-76.454946,47051.05,2026-07-04T10:36:15Z,5788131128,Adzuna::API::Response::Job,"Registered Nurse- RN- Labor & Delivery, Per Diem",41.003698,1,https://www.adzuna.com/land/ad/5788131128?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=3E95B106428D4A0E3D23360F334D75F2D793F76C,"Job Description Job Summary Geisinger is proud to offer a Per Diem Inpatient Registered Nurse with Labor & Delivery competitive hourly rates and up to $7 shift differentials for evening, night, and weekend shifts. Job Duties Benefits of working at Geisinger: 401(k) plan that includes automatic Geisinger contributions Free Care.com membership with discounted backup care for your loved ones Employee Assistance Program (EAP): Referrals for childcare, eldercare, & pet care; Access free legal guidan…","['US', 'Pennsylvania', 'Columbia County', 'Bloomsburg']","Bloomsburg, Columbia County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Geisinger,Adzuna::API::Response::Company,,
109613.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTEwNCIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.QR0X9_B1TRh2tpxgzGOUiCG5GMJgFHvVf-1qqxdEDIk,,109613.03,2026-07-04T10:36:15Z,5788131104,Adzuna::API::Response::Job,"Cardiology, Advanced Heart Failure",,1,https://www.adzuna.com/land/ad/5788131104?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=7C8065ACDF485372FC52A427F34C2193262A353A,"Job Description Job Description Cardiology, Advanced Heart Failure Our organization is seeking a full-time Advanced Heart Failure and Transplant Cardiologist for our Heart and Vascular Institute located in Rapid City. We aim to enhance our team of exceptional cardiologists by adding a skilled Advanced Heart Failure and Transplant Cardiologist to our nationally recognized cardiovascular program. This role provides the ideal work-life balance that you deserve. The Heart & Vascular Institute has d…",['US'],US,Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Monument Health,Adzuna::API::Response::Company,,
88445.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMTE5In0._pvSQMNAk5mEP2D6zQw6C-9zzsP2h897Ua2MlkpMmpg,-92.735,88445.38,2026-07-04T10:36:15Z,5788131119,Adzuna::API::Response::Job,Gastroenterologist Is Wanted for Locums Assistance in Pennsylvania,35.14194,1,https://www.adzuna.com/land/ad/5788131119?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=F86D14611E1286013A6CAB6167CD17062A2D30F5,"Job Description Job Description Are you intrigued by this opportunity? Or perhaps you haven't yet discovered what you're seeking? Reach out to one of our specialized recruiters to tap into our extensive network of available positions, including some that may not be publicly listed. Our organization will manage all the logistics, such as housing and credentialing, at no cost to you. Work Schedule: Monday to Friday, from 7 AM to 5 PM, with on-call duties from 5 PM to 7 AM on weeknights. Patient L…","['US', 'Arkansas', 'Conway County', 'Lewisburg']","Lewisburg, Conway County",Adzuna::API::Response::Location,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,CompHealth,Adzuna::API::Response::Company,,
84133.52,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTEwMyIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.uiYNKnTc77UqJURGlz4mc3hESmQOTC2xnd0Pin-FxI4,-84.027317,84133.52,2026-07-04T10:36:15Z,5788131103,Adzuna::API::Response::Job,Speech Pathologist,33.797239,1,https://www.adzuna.com/land/ad/5788131103?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=939DD1F3F0D21C3AC69D15F6C23CD5D3FB55317E,"Job Description Job Description Exciting Opportunity for Speech Pathologists Welcome to Our Organization: Where Compassion Meets Speech Therapy Are you looking for a fulfilling career that resonates with your passion and is conveniently located? Here, we treat you like family, creating an immediate sense of belonging. Picture yourself making a significant impact in your community by delivering vital therapy and steadfast support to patients. Join us as a Speech Pathologist and play a crucial ro…","['US', 'Georgia', 'Gwinnett County', 'Snellville']","Snellville, Gwinnett County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Eastside Rehabilitation Hospital,Adzuna::API::Response::Company,,
46287.19,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTEwOSIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.lONL42iLkTX_C9lxEjyHRhxVj4ZctCPXb6U8YfFHA9Y,-85.666069,46287.19,2026-07-04T10:36:15Z,5788131109,Adzuna::API::Response::Job,Registered Nurse (RN) - OR General Surgery,38.04951,1,https://www.adzuna.com/land/ad/5788131109?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=2EE32C541AB4D0D75F88C578C8F5796D9C175651,"Job Description Job Description Location Details: Windham Community Memorial (10183) Sign-On Bonus Available! (Conditions Apply) Join Us Where Every Moment Counts Every day, over 40,000 colleagues at our organization come together with a shared sense of pride, knowing that each moment is significant. We invite you to be a part of Connecticut’s most extensive healthcare network. For more than 75 years, Windham Hospital has been dedicated to providing care with state-of-the-art technology, suppor…","['US', 'Kentucky', 'Bullitt County', 'Hebron Estates']","Hebron Estates, Bullitt County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Windham Hospital,Adzuna::API::Response::Company,,
77188.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA5MiIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.Gp6P9gcXMHV1YwBLGtPRuiU44WG4uzVkqhDyOIHKTNU,,77188.62,2026-07-04T10:36:14Z,5788131092,Adzuna::API::Response::Job,Ophthalmologist or Optometrist,,1,https://www.adzuna.com/land/ad/5788131092?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=029D77B3E5B8E72289D24E0E201750EB32B93DFA,"Job Description Job Description Optometrist or Ophthalmologist – Veteran Disability Assessments We are looking for a committed Optometrist or Ophthalmologist to become a part of our team, focusing on conducting medical evaluations for U.S. Veterans as a component of the VA's disability benefits process. Key Responsibilities: Conduct in-person disability assessments for U.S. Veterans. Review and interpret electronic medical records through a secure online portal. Perform comprehensive eye examin…",['US'],US,Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
121931.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDk3In0.hySIaDpoJJtAbQsc5UWCTHfp99vd6qY-mIvXY4Q4z80,,121931.3,2026-07-04T10:36:14Z,5788131097,Adzuna::API::Response::Job,Clinical Psychologist - Lancaster PA,,1,https://www.adzuna.com/land/ad/5788131097?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=E708C8ED673EF73A24B9963E4CD1A10D9451141A,"Job Description Job Description Clinical Psychologist – Veteran Disability Assessments We are looking for a committed Clinical Psychologist to become a part of our team, focusing on conducting medical evaluations for U.S. Veterans as part of the disability benefits process managed by the VA. In this role, you will assess behavioral health records through a secure online portal and carry out thorough in-person evaluations for each Veteran. Key Responsibilities: Perform in-person disability evalu…","['US', 'New York', 'New York City']","New York City, New York",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
109836.96,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDc2In0._cB9mBdr3WAkFBaHwAOuw--dnPpf2XfrPvcvPz2lzg4,-121.805789,109836.96,2026-07-04T10:36:14Z,5788131076,Adzuna::API::Response::Job,Physical Therapist,38.004921,1,https://www.adzuna.com/land/ad/5788131076?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=D51DE2E1BD14AE1584E06826C6EFF2E2150A5173,"Job Description Job Description Join Our Team as a Physical Therapist Our organization, a prominent provider of rehabilitation services, is on the lookout for a committed Physical Therapist to become part of our Healthcare & Medical Services team. In this position, you will assess, design, and execute tailored therapy programs aimed at enhancing patient recovery and fostering independence. You will work in close collaboration with a diverse team of professionals in a vibrant and innovative sett…","['US', 'California', 'Contra Costa County', 'Antioch']","Antioch, Contra Costa County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Cardinal Hill Rehabilitation Hospital,Adzuna::API::Response::Company,,
95848.29,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDg4In0.VDeZt9ecpJhlp3x5EUSamF-w0Xo1dTOOdcleOsztrOM,-95.613572,95848.29,2026-07-04T10:36:14Z,5788131088,Adzuna::API::Response::Job,Optometrist - Madison AL,32.302371,1,https://www.adzuna.com/land/ad/5788131088?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=8BA1D5C716236249AFFE3B6AFB78F19E2BED7478,"Job Description Job Description Join Our Team as an Optometrist Are you an Optometrist seeking a fulfilling and flexible part-time position? We invite you to become a part of our organization, where you will conduct comprehensive eye examinations for U.S. Veterans as part of the VA’s SHA initiative. This role is rewarding and focuses exclusively on assessments, without treatment or determination responsibilities. Your Responsibilities Access and review Veterans' medical records through a secure…","['US', 'Texas', 'Henderson County', 'Brownsboro']","Brownsboro, Henderson County",Adzuna::API::Response::Location,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,MRG Exams,Adzuna::API::Response::Company,,
49190.34,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA3NCIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.a-AmSOuwm9kleMOeddQuqhMj_plL1B_UA-2Wdgpr9FY,-69.289768,49190.34,2026-07-04T10:36:14Z,5788131074,Adzuna::API::Response::Job,"Med Surg RN (Registered Nurse) in Des Moines, IA - Contract",45.023949,1,https://www.adzuna.com/land/ad/5788131074?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=BA6C455D0B121EF4DDD6189511A77E988B9A7C1B,"Job Description Job Description Registered Nurse Location: Des Moines, IA Specialization: Medical-Surgical Employment Type: Travel Contract Duration: 13 weeks Compensation: $2649 - $3192 | Shift: 4x12 Nights Are you a passionate Medical-Surgical nurse looking to take on a new challenge? Do you excel in fast-paced settings and have a strong interest in post-operative care? If you’re excited about making a positive impact on patients' lives while exploring the lively city of Des Moines, IA, this …","['US', 'Maine', 'Penobscot County', 'Dexter']","Dexter, Penobscot County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Capstone Healthcare Staffing,Adzuna::API::Response::Company,,
320911.53,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMTAwIn0.iFeGjehLq4NsQwKAmuW6WAyDcSORGAdiV7pG5V24Gno,-122.465895,320911.53,2026-07-04T10:36:14Z,5788131100,Adzuna::API::Response::Job,Echo Tech,40.624664,1,https://www.adzuna.com/land/ad/5788131100?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=3239A86BCC728FDD65FE05C092971AD00275D2B6,"Job Description Job Description Job Opportunity: Experienced Echo Tech Our organization is on the lookout for a skilled Echo Tech to deliver exceptional cardiac ultrasound services in collaboration with our affiliated hospitals, clinics, and long-term care facilities. This position involves performing both comprehensive and limited transthoracic echocardiograms, as well as conducting Doppler and color flow studies. Key responsibilities include: Executing detailed transthoracic echocardiograms a…","['US', 'California', 'Shasta County', 'Redding']","Redding, Shasta County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Premiere Healthcare Staffing,Adzuna::API::Response::Company,,
82109.99,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA4OSIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.5KopYdqBfyvpVQj4yJLdi818EolxyWz71a_vnqGYIZg,-121.866392,82109.99,2026-07-04T10:36:14Z,5788131089,Adzuna::API::Response::Job,Clinical Psychologist - Litchfield IL,42.045425,1,https://www.adzuna.com/land/ad/5788131089?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=1EF8B84659248667F164AC0806B75E8122BAE0B4,"Job Description Job Description Clinical Psychologist – Veteran Disability Assessments We are looking for a committed Clinical Psychologist to become a part of our team, focusing on conducting medical evaluations for U.S. Veterans as part of the disability benefits process managed by the VA. In this role, you will assess behavioral health records through a secure web portal and carry out thorough in-person evaluations for each Veteran. Key Responsibilities: Perform in-person disability evaluati…","['US', 'Oregon', 'Klamath County', 'Worden']","Worden, Klamath County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
95318.86,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA5OCIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.ueQ56eoBor9_aKGFog4pwLo2ACV_c4tuMStfSar6cDw,-118.121046,95318.86,2026-07-04T10:36:14Z,5788131098,Adzuna::API::Response::Job,BCBA Clinical Supervisor,33.957411,1,https://www.adzuna.com/land/ad/5788131098?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=E376D6B7D9EAB211E5F8595AB7F7C55056867466,"Job Description Job Description Overview & Qualifications $5,000 Sign-On Bonus Salary: $85,000 - $95,000 - Full-time, based on experience Essential Qualifications: Master’s degree in a relevant discipline BCBA certification Advantages of Joining Our Organization: Comprehensive Medical, Dental, and Vision coverage 401k retirement plan Performance bonuses Generous leave policy (vacation, sick days, and holidays) A remarkable and professional workplace culture A management team dedicated to your g…","['US', 'California', 'Los Angeles County', 'Downey']","Downey, Los Angeles County",Adzuna::API::Response::Location,social-work-jobs,Adzuna::API::Response::Category,Social work Jobs,Intercare Therapy,Adzuna::API::Response::Company,,
124984.23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA4NiIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.IUgQfeLtscKOPUSvUkeaI0hAVHcqQf_C08p6LZWWUw0,-77.217522,124984.23,2026-07-04T10:36:14Z,5788131086,Adzuna::API::Response::Job,Physical Therapist,36.073523,1,https://www.adzuna.com/land/ad/5788131086?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=A07AA2287FCDE2BFD0252F97D0A19DF2923B6043,"Job Description Job Description Overview: Experience a more affordable lifestyle while managing your student loans with our assistance! Enjoy a sign-on bonus of up to $10,000. At our organization, physical therapists work in an environment that fosters high-quality care, professional development, and sustainable career paths. We equip our clinicians with innovative resources, robust mentorship, and well-defined growth opportunities. Located in Lewiston, ID, you’ll find yourself within a reasona…","['US', 'North Carolina', 'Bertie County', 'Lewiston']","Lewiston, Bertie County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Peak Physical Therapy,Adzuna::API::Response::Company,,
95532.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA5NCIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.kiVzUQ3F7paCybXKNHMAdbZ9sX_MilPEKVvhrH1m1oY,-84.506604,95532.91,2026-07-04T10:36:14Z,5788131094,Adzuna::API::Response::Job,Clinical Psychologist - Beckley WV,37.464527,1,https://www.adzuna.com/land/ad/5788131094?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=6EB1B05450341C505A189C9E3E95E96E450C3E4B,"Job Description Job Description Clinical Psychologist – Veteran Disability Assessments We are looking for a committed Clinical Psychologist to become a part of our team, focusing on conducting medical evaluations for U.S. Veterans as part of the disability benefits process managed by the VA. In this role, you will assess behavioral health records through a secure online portal and carry out thorough in-person evaluations for each Veteran. Key Responsibilities: Perform in-person disability evalu…","['US', 'Kentucky', 'Lincoln County', 'Crab Orchard']","Crab Orchard, Lincoln County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
95122.26,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA5OSIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.x5NrqJqdMTxw1YLxEtKh-0Zm_LM3tXOeoVqQC7UtDkE,-83.789887,95122.26,2026-07-04T10:36:14Z,5788131099,Adzuna::API::Response::Job,"Supervisor, School Services (BCBA Certification Required)",30.791861,1,https://www.adzuna.com/land/ad/5788131099?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=6E4AAD270B62F34FAEBF3EE2C28A5ACB0D4C2D06,"Job Description Job Description Overview & Requirements $5,000 Sign-On Bonus Salary: $90,000 - $100,000 Position Summary: The Supervisor of School Services is responsible for overseeing case management to enhance access to curriculum and achieve IEP goals. This role involves collaborating with a multidisciplinary team within the school to improve service delivery efficiency while supervising the Program Manager and School Services to foster skill development and exceptional customer service. Ke…","['US', 'Georgia', 'Thomas County', 'Boston']","Boston, Thomas County",Adzuna::API::Response::Location,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Intercare Therapy,Adzuna::API::Response::Company,,
144327.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDk1In0.c1bJBj3qZihwrb2aO7_PW8TN8RHdxAH1xlLc_J6yy3w,-69.076667,144327.98,2026-07-04T10:36:14Z,5788131095,Adzuna::API::Response::Job,Audiologist - Magnolia AR,44.5125,1,https://www.adzuna.com/land/ad/5788131095?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=8865699CBC84062DEAF3638FDE4F76C4B045DF34,"Job Description Job Description Audiologist – Veteran Disability Assessments We are looking for a committed Audiologist to join our team, focusing on conducting medical evaluations for U.S. Veterans as part of the VA's disability benefits assessment process. In this position, you will examine the Veteran's medical history, which is securely uploaded into a digital portal, prior to administering a Maryland CNC Test and Puretone Audiometric test. Following these assessments, you will fill out a D…","['US', 'Maine', 'Waldo County', 'Waldo']","Waldo, Waldo County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
86761.5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA4NyIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.ra3SLA5aSzoSOa23dOcl2i-nOawCdFTQXdXmE3gMJRQ,-93.466573,86761.5,2026-07-04T10:36:14Z,5788131087,Adzuna::API::Response::Job,Clinical Psychologist - Clarksville TN,35.471472,1,https://www.adzuna.com/land/ad/5788131087?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=AA7A10DD4A95FECAE9867705650726523CD6230B,"Job Description Job Description Clinical Psychologist – Veteran Disability Evaluations We are looking for a committed Clinical Psychologist to become a part of our team, focusing on conducting medical evaluations for U.S. Veterans as part of the disability benefits process managed by the VA. In this role, you will assess behavioral health records through a secure online portal and carry out thorough in-person evaluations for each Veteran. Primary Responsibilities: Perform in-person disability e…","['US', 'Arkansas', 'Johnson County', 'Clarksville']","Clarksville, Johnson County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
45706.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODEzMTA3OSIsInMiOiI4bHhwMWJaMzhSRy0ydEhBeE5BblpRIn0.DAKLHU7fQnj1lle3sBWpJc4EwfK7T1wyGMO9abwJ7pg,-81.311499,45706.98,2026-07-04T10:36:14Z,5788131079,Adzuna::API::Response::Job,Locum Neuroradiologist Needed,32.372413,1,https://www.adzuna.com/land/ad/5788131079?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=86A0CBAD519CFD2BA572C620366B21035CEBDBF0,"Job Description Job Description Our organization is in search of a Neuroradiologist to provide locum coverage in Illinois. Here are some key details: Expect a combination of neuroimaging and general radiology tasks. The practice serves several hospitals, but your focus will be on a single facility. Coverage is required Monday through Friday. Multiple weeks of work can be arranged each month on an ongoing basis. No on-call duties are required. We would like to know your availability and when you…","['US', 'Georgia', 'Effingham County', 'Springfield']","Springfield, Effingham County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,All Star Healthcare Solutions,Adzuna::API::Response::Company,,
51910.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDczIn0.CDxkbI15Qd48W6iyPnNCRpGteIC94_0kA7AfE8moPqg,-83.900738,51910.93,2026-07-04T10:36:14Z,5788131073,Adzuna::API::Response::Job,"Med Surg RN (Registered Nurse) in Mauston, WI - Contract",33.838998,1,https://www.adzuna.com/land/ad/5788131073?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=4FD9164071555844DE33B8F53171701BA923D027,"Job Description Job Description Registered Nurse Location: Mauston, WI Specialization: Med Surg Employment Type: Travel Contract Duration: 13 weeks Compensation: $1926 - $2321 | Shift: 3x12 Days Are you a dedicated Registered Nurse eager to provide outstanding care in Med/Surg and EICU environments? Do you excel in fast-paced settings where each day presents new challenges and opportunities to impact lives? If this resonates with you, we invite you to explore a rewarding position with our healt…","['US', 'Georgia', 'Walton County', 'Loganville']","Loganville, Walton County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Capstone Healthcare Staffing,Adzuna::API::Response::Company,,
115090.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDkwIn0.eYjxjYDrqalwciy1dsxrDTbuthObkdvK88ddkc1ho8g,-106.562102,115090.7,2026-07-04T10:36:14Z,5788131090,Adzuna::API::Response::Job,Audiologist - Albuquerque NM,34.858536,1,https://www.adzuna.com/land/ad/5788131090?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=B2728FC9F50F4EA56D88FDAC21C8B567D94E82FC,"Job Description Job Description Are you a Licensed Audiologist eager to embrace a role focused on assessments? Do you find fulfillment in supporting the Veteran community? We are seeking an Audiologist to conduct medical evaluations for United States Veterans as part of the VA's disability benefits process. Veterans will submit their claims prior to your assessment. Their medical histories will be accessible through a digital portal, allowing you to review them during the appointment. You will …","['US', 'New Mexico', 'Valencia County', 'Peralta']","Peralta, Valencia County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRG Exams,Adzuna::API::Response::Company,,
197888.56,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOGx4cDFiWjM4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg4MTMxMDgxIn0.RobFyAZzN46As1j1TLYbeAQPyTORFc5i47LZDxLexFw,-100.560898,197888.56,2026-07-04T10:36:14Z,5788131081,Adzuna::API::Response::Job,Locum Radiation Oncologist needed in Texas,31.54699,1,https://www.adzuna.com/land/ad/5788131081?se=8lxp1bZ38RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=8E4C35C1D5DA343A4310950035B8F53016F18039,"Job Description Job Description Our organization is seeking a licensed radiation oncologist in Texas to provide coverage beginning on March 30th. Details of the Position: Schedule: Monday to Friday, from 8 AM to 5 PM, with no on-call duties required. Coverage Period: March 30 to April 3. Responsibilities: This role will involve daily film evaluations, on-treatment consultations, new patient assessments, and more. Patient Volume: Approximately 30 patients per day. Clinical Focus: A comprehensive…","['US', 'Texas', 'Tom Green County', 'San Angelo']","San Angelo, Tom Green County",Adzuna::API::Response::Location,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,All Star Healthcare Solutions,Adzuna::API::Response::Company,,
