description,__CLASS__,latitude,redirect_url,salary_min,created,salary_max,longitude,adref,salary_is_predicted,id,title,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
"Systems Manager - Quality We're seeking a Quality Systems/Sanitation Design Manager to lead and strengthen quality systems in an FDA‑regulated manufacturing environment. This role is ideal for a quality professional who pairs deep regulatory expertise with high emotional intelligence and the ability to build trusted relationships across all functions of the organization. What You'll Do Lead and continuously improve FDA‑compliant quality systems Manage deviations, non‑conformances, investigation…",Adzuna::API::Response::Job,43.76558,https://www.adzuna.com/land/ad/5768232327?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=D69C118BEFD2C088F7A405EE18517BC54C2238E5,170025.39,2026-06-18T12:36:09Z,170025.39,-87.766766,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGhJX1R6UnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjMyMzI3In0.cyXXlCzMXKoAVeN7b1fj3vKeY8AZWgJ7atBLdzVN5O8,1,5768232327,Systems Manager - Quality,Manufacturing Jobs,manufacturing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Kohler, Sheboygan County","['US', 'Wisconsin', 'Sheboygan County', 'Kohler']",Adzuna::API::Response::Company,Rockline,,
"Lucilles Bbq - Front Desk Lucilles Bbq Chino Hills - Chino Hills, CA 91708 Position Summary The front desk provides warm, friendly, and immediate greetings to guests at the door. Records guest information and provide accurate quote time when appropriate. Seats, and presents clean menus to guests in a friendly, professional, and quick manner. Assist servers in various steps of service including the removal of dishes and tableware and preparing tables in a professional manner for new guests. Cand…",Adzuna::API::Response::Job,33.974902,https://www.adzuna.com/land/ad/5768232353?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=C03502BC4BDD604CB3EF856D2C91A2A15BBC2E3A,21317.17,2026-06-18T12:36:09Z,21317.17,-117.724364,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjM1MyIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.h81mFtrvrqpbwDz-AzyRqRfruKSPIVW5sZ9cnCM9CB8,1,5768232353,Lucilles BBQ - Front Desk,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Chino Hills, San Bernardino County","['US', 'California', 'San Bernardino County', 'Chino Hills']",Adzuna::API::Response::Company,Hof's Hut Restaurant & Bakery,,
"Position Type: Auxillary/Cafeteria Date Posted: 8/19/2024 Location: Longview Independent School District PRIMARY PURPOSE: Prepare and serve appropriate quantities of food to meet menu requirements; maintain high standards of quality in food production, sanitation, and safety practices QUALIFICATIONS: Education/Certification: None specified Special Knowledge/Skills: Ability to understand food preparation and safety instructions Working knowledge of kitchen equipment and food production procedure…",Adzuna::API::Response::Job,32.4957,https://www.adzuna.com/land/ad/5768232367?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=A4207AB4C3BFBE08A331169071A8DBD065013DBC,30558.04,2026-06-18T12:36:09Z,30558.04,-94.73875,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGhJX1R6UnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjMyMzY3In0.u54qSG0AF4WvJqX78edMSiMpe7HBx75RTa06uF-v9lg,1,5768232367,Cafeteria Worker,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Tenneryville, Gregg County","['US', 'Texas', 'Gregg County', 'Tenneryville']",Adzuna::API::Response::Company,Longview Independent School District,,
"Tech Lead - Developer As the Team Lead, you will coordinate a team responsible for UX, front end, and back end development, using the latest software development technologies and the Agile development methodology. You will lead the coding, testing, documentation, implementation, and maintenance of IT solutions for business processes. You will also develop comprehensive, technical/tactical solutions to address immediate business/product/project needs. Additionally, you will facilitate, coach, an…",Adzuna::API::Response::Job,29.95056,https://www.adzuna.com/land/ad/5768232292?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=5498641E229F807D7FC0286620062A28D0C623C4,165575.94,2026-06-18T12:36:09Z,165575.94,-90.20634,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjI5MiIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.uhii51V4X-xLDK41RyWqTkHo7Xwk3GZwoJmiDcQyODg,1,5768232292,Tech Lead - Developer,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Harahan, Jefferson Parish","['US', 'Louisiana', 'Jefferson Parish', 'Harahan']",Adzuna::API::Response::Company,Aditi Latam,,
"Join Our Team as a Dietary Cook Prepare Delicious Meals and Support Resident Well-Being We're seeking a reliable and dedicated Dietary Cook to join our team! This role is essential to ensuring our residents receive nutritious, well-prepared meals. Success in this position requires dependability, strong time management, and the ability to multitask in a fast-paced kitchen environment. Your Impact as a Dietary Cook In this role, you will: Prepare Meals: Cook all menu items according to standardiz…",Adzuna::API::Response::Job,32.325203,https://www.adzuna.com/land/ad/5768232314?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=186669777AE19DE8F46D92C9EDB689B72D41886D,50724.13,2026-06-18T12:36:09Z,50724.13,-95.294803,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjMxNCIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.FBeGYPyMZt3jI09udQe3tFZJ12tqVOCQVkAF1TBYzHU,1,5768232314,Dietary Cook,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Tyler, Smith County","['US', 'Texas', 'Smith County', 'Tyler']",Adzuna::API::Response::Company,Alvarado Meadows Nursing and Rehabilitation,full_time,
"If you are a current associate, you will need to apply through our internal career site. Please log into Workday and click on the Jobs Hub app or search for Browse Jobs. Client Service Coordinator SUMMARY OF JOB PURPOSE AND FUNCTIONThe Client Service Coordinator (""CSC"") drives the flow of clients and pets through the hospital, maximizes the productivity of the veterinary medical team (in terms of numbers of clients and pets), ensures good communication with associates and clients, and coordinat…",Adzuna::API::Response::Job,38.893471,https://www.adzuna.com/land/ad/5768232328?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=D934AF1D3C3E43926C001D31BB6E60E3E9DFE39D,29939.97,2026-06-18T12:36:09Z,29939.97,-77.220397,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGhJX1R6UnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjMyMzI4In0.D1Ien2acwSw0Xfn6SGgiO2cr5LFAiY81dQfHz1b6uZc,1,5768232328,Client Service Coordinator,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Vienna, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Vienna']",Adzuna::API::Response::Company,Banfield,part_time,
"Varied (United States of America) Department: 100 - 806000 TG - Facilities Management Position Description: Will assist the Engineering Systems Manager, Power Plant Supervisor, and/or the Building Maintenance Foreman with complex electrical duties. This position is responsible for overseeing and directing all aspects of maintaining and servicing the Hospital's electrical distribution systems. Qualifications: 1. Completion of Electrical Certification, and/or at least 15 years of experience prefe…",Adzuna::API::Response::Job,29.5971,https://www.adzuna.com/land/ad/5768232389?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=77B60EEB0D6B346A8183E9CB3BBFB342C13F175A,127243.71,2026-06-18T12:36:09Z,127243.71,-90.72185,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjM4OSIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.m_Fe_rG210_1wq4mr6GjBmHMX8vtQ6HTv23jSjbL6_s,1,5768232389,Senior Electrician,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Bayou Blue, Terrebonne Parish","['US', 'Louisiana', 'Terrebonne Parish', 'Bayou Blue']",Adzuna::API::Response::Company,Terrebonne General Health System,,
"Hospital Operations Financial Analyst 4 The Hospital Operations Financial Analyst 4 leads budget, financial and related data analytic functions to support the Associate Chief Operating Officer and Senior Vice President (ACOO/SVP) of the Operations, Ancillary Services & Emergency Department Division which is comprised of seventy-four accounting units and 2500 FTEs, with an annual operating budget of $4.7 billion gross revenue and $540 million expenses. Position is responsible for identifying obj…",Adzuna::API::Response::Job,32.926514,https://www.adzuna.com/land/ad/5768232363?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=9C01D8B3C9CE73F068A0463148F7616E16D1A2C4,71109.49,2026-06-18T12:36:09Z,71109.49,-96.896115,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjM2MyIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.UEE_jc4sqlo2WEw30kEVRCQeqPDUzGUcVNnh1TuvwYw,1,5768232363,Financial Analyst,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Farmers Branch, Dallas","['US', 'Texas', 'Dallas', 'Farmers Branch']",Adzuna::API::Response::Company,Echo IT Solutions,,
"Program Manager, Nursing Professional Practice Mental Health Hourly Pay Range: $43.69 - $67.72 - The hourly pay rate offered is determined by a candidate's expertise and years of experience, among other factors. Advances nursing excellence across the Endeavor Behavioral Health Service Line, leading initiatives that strengthen nursing culture, professional development, and evidence-based practice. Collaborates with nursing leadership, quality, accreditation, and IT to align nursing-sensitive met…",Adzuna::API::Response::Job,41.7105,https://www.adzuna.com/land/ad/5768232299?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=CEB7821C7B8CCC87F643BF8BC091D99B75655A0B,154618.36,2026-06-18T12:36:09Z,154618.36,-88.1997,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGhJX1R6UnI4UkdoSTg5OXVlaGNIQSIsImkiOiI1NzY4MjMyMjk5In0.btc_vRtZ1-az_VdBoLglln9K1gCf7Av2bGj6-zQILjU,1,5768232299,"Program Manager, Nursing Professional Practice Mental Health-LOH",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Naperville, DuPage County","['US', 'Illinois', 'DuPage County', 'Naperville']",Adzuna::API::Response::Company,Endeavor Health Services,part_time,
"Server For this position, pay will be variable by location plus tips. Work in a team-oriented, high-volume, fast-paced, guest-centric environment to provide guests with a fresh dining experience that celebrates living well by: Demonstrating genuine hospitality while greeting and establishing rapport with the guest and delivering an exceptional dining experience by Guiding guests through menus while demonstrating thorough knowledge of the food, beverages and ingredients Taking accurate orders an…",Adzuna::API::Response::Job,29.6403,https://www.adzuna.com/land/ad/5768232376?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=CF172D1C02B303D0FB20A441D56BE694621A7EA7,37645.97,2026-06-18T12:36:09Z,37645.97,-95.4359,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjM3NiIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.zgKGFhTU75AmPqeHX-eKqeKIkGCS_vGFN8Jc3HL4X0c,1,5768232376,Server,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Trammells, Harris County","['US', 'Texas', 'Harris County', 'Trammells']",Adzuna::API::Response::Company,Seasons 52 Restaurant,,
"Special Education Teacher Primary responsibility is to provide special education services supporting elementary students. Qualifications Applicants should hold a Virginia teaching license with an endorsement in Special Education K-12 General Curriculum, however, Adapted SPED K-12 endorsement is preferred. If the candidate is not currently licensed, they need to be eligible for such. Salary Range for the 2026-2027 school year is $54,590 - $85,329 with additional supplemental pay for a graduate d…",Adzuna::API::Response::Job,39.23845,https://www.adzuna.com/land/ad/5768232288?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=E0D963CC0F0F6F5DE386E6868953F533884712A6,64176.18,2026-06-18T12:36:09Z,64176.18,-78.179632,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjI4OCIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.zqUcD3SPAJwwNtm9-XxPb3DxqoHjZJvdlXZK_vxCMRI,1,5768232288,Special Education Teacher - High Needs,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Stephenson, Frederick County","['US', 'Virginia', 'Frederick County', 'Stephenson']",Adzuna::API::Response::Company,Winchester Schools,full_time,
"About Our Job With competitive pay, great benefits, and endless opportunities, working for the City and County of Denver means seeing yourself working with purpose - for you, and those who benefit from your passion, skills and expertise. Join our diverse, inclusive and talented workforce of more than 11,000 team members who are at the heart of what makes Denver, Denver. What We Offer This is an on-call position, which means it is a part-time, hourly role. This position will work no more than 39…",Adzuna::API::Response::Job,39.7427,https://www.adzuna.com/land/ad/5768232344?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=B97FA0317AB690E0CCAA96DBBE0CB578731EA78F,70548.98,2026-06-18T12:36:09Z,70548.98,-104.9813,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjM0NCIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.PRu7lWaLkFX9OZ83LF5GghrF9j5S9qvFc1ni7vF9mNo,1,5768232344,Seasonal Athletic Fields Maintenance Worker - Denver Parks and Recreation,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Glendale, Denver","['US', 'Colorado', 'Denver', 'Glendale']",Adzuna::API::Response::Company,City and County of Denver,part_time,
"Job Summary: WHO ARE WE? Live Nation Entertainment is the world's leading live entertainment company, comprised of global market leaders: Ticketmaster, Live Nation Concerts, and Live Nation Media & Sponsorship. Ticketmaster is the global leader in event ticketing with over 620 million tickets sold annually and approximately 10,000 clients worldwide. Live Nation Concerts is the largest provider of live entertainment in the world promoting more than 50,000 events annually for nearly 7,000 artists…",Adzuna::API::Response::Job,37.39308,https://www.adzuna.com/land/ad/5768232325?se=hhI_TzRr8RGhI899uehcHA&utm_medium=api&utm_source=abfa41a4&v=759080A1E9E671005045FA592588A87F07B9A21C,63278.31,2026-06-18T12:36:09Z,63278.31,-122.07702,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjMyNSIsInMiOiJoaElfVHpScjhSR2hJODk5dWVoY0hBIn0.YUrL44_qrfCXLRr0MiQGY1v-vqk0Y0q78j4vSfYaSFc,1,5768232325,Guest Services Representative - Shoreline Amphitheatre (Seasonal 2026),Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Mountain View, Santa Clara County","['US', 'California', 'Santa Clara County', 'Mountain View']",Adzuna::API::Response::Company,Live Nation Entertainment,,
"Vetco Relief Veterinarian - Moline, IL Petco Veterinary Services offers relief veterinarians the chance to work in two distinct settings: Vetco Vaccination Clinics and Vetco Total Care full-service veterinary hospitals. In both environments, you'll have the opportunity to make a difference in the lives of pets every day. As a relief veterinarian with Petco, you'll enjoy flexible online scheduling, allowing you to choose shifts that work best for your lifestyle. There's no minimum or maximum num…",Adzuna::API::Response::Job,41.50698,https://www.adzuna.com/land/ad/5768232369?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=2F347A50E149D6D071AA910A029F9D5C3F3F9BB5,57706.45,2026-06-18T12:36:09Z,57706.45,-90.51342,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjM2OSIsInMiOiJISHJ3VHpScjhSR2hENm9TVmlJMExnIn0.KY_stxLnLh9c_T-txJTbsIAkeO8O99ULzR23EzA72oI,1,5768232369,"Vetco Relief Veterinarian - Moline, IL",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Moline, Rock Island County","['US', 'Illinois', 'Rock Island County', 'Moline']",Adzuna::API::Response::Company,Vetco,,
"Job Description General Purpose Under the direction of the Director of Nursing or Assistant Director of Nursing, the Treatment Nurse is responsible for the skin care to residents under the medical direction and supervision of the residents’ attending physicians, or the Medical Director of the facility, with an emphasis on treatment and therapy of skin disorders. Qualifications Must be a Licensed Nurse in good standing and meet all applicable Federal and State Licensure requirements. Must have p…",Adzuna::API::Response::Job,33.430655,https://www.adzuna.com/land/ad/5768232313?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=B50488F4CF348B5D3925756E613EB8C3D9FE526B,70606.8,2026-06-18T12:36:09Z,70606.8,-86.791901,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjMxMyIsInMiOiJISHJ3VHpScjhSR2hENm9TVmlJMExnIn0.Vn0WQFgLrdE6_LEEKOtx67jbqmBykXXU1q-99AIGgxs,1,5768232313,LPN Wound Care/Treatment Nurse,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Vestavia Hills, Jefferson County","['US', 'Alabama', 'Jefferson County', 'Vestavia Hills']",Adzuna::API::Response::Company,NHS Management Services,,
"Job Summary:Must possess and demonstrate working knowledge of specific techniques and sequences of steps used in performing dental treatment in all aspects of general and operative dental procedures; universal and safety precautions observed in the operation of x-ray equipment and the treatment of patients; handle dental instruments effectively; follow written and verbal instructions; must also demonstrate understanding of sterile instrument processing, including use of autoclave. Duties includ…",Adzuna::API::Response::Job,43.042411,https://www.adzuna.com/land/ad/5768232399?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=CD91DF5899333A8DA8B5B371EECB426311F60E9A,83929.01,2026-06-18T12:36:09Z,83929.01,-76.134497,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEhyd1R6UnI4UkdoRDZvU1ZpSTBMZyIsImkiOiI1NzY4MjMyMzk5In0.zLL4DKGmVr847H6BHU2MLW78y9pBlemGbkjl0I9oS44,1,5768232399,Dental Assistant,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Syracuse, Onondaga County","['US', 'New York', 'Onondaga County', 'Syracuse']",Adzuna::API::Response::Company,Upstate University Hospital,,
"Kitchen Manager Opportunity If you are a Kitchen Manager interested in joining a dynamic restaurant group, we are looking for outgoing, driven hospitality professionals! Send your resume today! Kitchen Manager Qualifications: A minimum of 5 years of experience in kitchen leadership roles Strong tenure with no more than 2 job changes in the last 5 years Proven experience with ordering, inventory, scheduling, and department cost controls Culinary degree appreciated but not required Kitchen Manage…",Adzuna::API::Response::Job,39.1039,https://www.adzuna.com/land/ad/5768232300?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=A5911F16F5B9F9923D17D380B0B89015EEB44C0C,84377.88,2026-06-18T12:36:09Z,84377.88,-94.5996,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEhyd1R6UnI4UkdoRDZvU1ZpSTBMZyIsImkiOiI1NzY4MjMyMzAwIn0.3E4DkHx1qnsWPHQ3R0z3UHs5MtrgOuDUFO2PQw_bV7w,1,5768232300,Kitchen Manager,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Kansas City, Jackson County","['US', 'Missouri', 'Jackson County', 'Kansas City']",Adzuna::API::Response::Company,New Day Executive Search,,
"Benefits: Flexible schedule Opportunity for advancement Training & development Our mission at Fish Window Cleaning is to provide year-round growth-focused employment while delivering excellent customer service and being positive community stewards We believe in Fairness, Kindness and Respect Choosing a Positive Attitude Doing the Right Thing Creating Wow Moments Our goal is to build a team focused on achieving quality results together that celebrates our successes and offers a hand when a day m…",Adzuna::API::Response::Job,36.9786,https://www.adzuna.com/land/ad/5768232359?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=A0590D93240B02631D386B7BB8D27F5A8A52C32B,43160.21,2026-06-18T12:36:09Z,43160.21,-76.4283,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEhyd1R6UnI4UkdoRDZvU1ZpSTBMZyIsImkiOiI1NzY4MjMyMzU5In0.YV6sTZu7N55QfXNoFRd6tTDerjjMo6NCaSX76GCV5S0,1,5768232359,Estimate Writer (Great for Students!),Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Hampton Roads, Hampton City","['US', 'Virginia', 'Hampton City', 'Hampton Roads']",Adzuna::API::Response::Company,Fish Window Cleaning,part_time,contract
"Director Of Nursing At Genesis Healthcare, we are dedicated to improving the lives we touch through the delivery of high-quality care and exceptional service. As a leading provider in the long-term care industry, we believe in fostering a collaborative, inclusive and supportive work environment where every team member is valued and empowered to make a difference. Whether you're an experienced professional or just starting your career, we offer opportunities for growth, development, and advancem…",Adzuna::API::Response::Job,39.32351,https://www.adzuna.com/land/ad/5768232350?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=6431E01332A6BD85719B08143357A4C1BA79B95E,195702.5,2026-06-18T12:36:09Z,195702.5,-81.50229,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEhyd1R6UnI4UkdoRDZvU1ZpSTBMZyIsImkiOiI1NzY4MjMyMzUwIn0.8Ogc_YazUreOcnALHRYmjpL-iD_kQIC-msYIEFEQ0xU,1,5768232350,"Director of Nursing, DON",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"North Hills, Wood County","['US', 'West Virginia', 'Wood County', 'North Hills']",Adzuna::API::Response::Company,Powerback Rehab,,
"Identifies and collects building component data on systems installed at District sites. Uses various computer formats to enter data (e.g., Tablets, laptops, Smartphones, etc.) Uses knowledge and experience in building construction to identify building systems that are hidden behind walls, ceilings and floors. Assesses the overall condition and remaining service life of building system components based on construction experience and knowledge. Applies direction and guidance on determining RSL Va…",Adzuna::API::Response::Job,34.1037,https://www.adzuna.com/land/ad/5768232394?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=E14C591B93D03285D6F75458E57B4348F6BD0E73,133628.3,2026-06-18T12:36:09Z,133628.3,-117.2413,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEhyd1R6UnI4UkdoRDZvU1ZpSTBMZyIsImkiOiI1NzY4MjMyMzk0In0.cU3dMZzaQuw2tkZKp31L9n1XnULmCnxnrWzaWGSSQ1U,1,5768232394,HVAC Surveyor,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Marigold, San Bernardino County","['US', 'California', 'San Bernardino County', 'Marigold']",Adzuna::API::Response::Company,PM2CM Inc,full_time,
"Essential Job Duties Communicate with the nursing facilities, prescriber’s office and insurance plans by phone or fax to fill orders, answer questions and assure high level customer service satisfaction Review and ensure all orders are complete before routing to order entry Check and verify all order shorts, refill too soon file, pending orders from previous day and process Works closely with Billing Representatives to manage and process pending order claims Researches missing deliveries, missi…",Adzuna::API::Response::Job,38.827109,https://www.adzuna.com/land/ad/5768232324?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=ED81E48ABFC2DF19CE575E2F9B1E6D8D6EDB1C9A,54760.62,2026-06-18T12:36:09Z,54760.62,-94.789873,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjMyNCIsInMiOiJISHJ3VHpScjhSR2hENm9TVmlJMExnIn0.GCuyJiPjBtmKzUJTb0WoYqKoc1SjJbY14byF28zt2ZU,1,5768232324,Order Entry Technician,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Lenexa, Johnson County","['US', 'Kansas', 'Johnson County', 'Lenexa']",Adzuna::API::Response::Company,AlixaRx,full_time,
"Product Marketing Manager Remote - United States Who You Are Swoogo's marketing team is on the hunt for a Product Marketing Manager—someone who's equal parts storyteller, strategist, and market detective. You thrive on translating product capabilities into clear, compelling narratives that resonate with real people. If you love diving into ICPs, personas, and competitive research, and then bringing those insights to life in messaging that cuts through the noise, you'll fit right in. You believe…",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768232383?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=BF75776EB3B4641044A641E0252FC7DB28C847F9,108022.37,2026-06-18T12:36:09Z,108022.37,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSEhyd1R6UnI4UkdoRDZvU1ZpSTBMZyIsImkiOiI1NzY4MjMyMzgzIn0.hHLWQgX7IMJJmoFhepsTO415mL9o06gthkkYXz32-JA,1,5768232383,Senior Product Marketing Manager,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Swoogo,,
"Behavior Technician Make a real impact—and get rewarded for it. No prior experience required—paid training provided. As a Behavior Technician, you'll work one-on-one with children with autism, using ABA therapy and play to build communication, confidence, and independence. Apply today! Most candidates hear back within 24 hours. Why Join? Pay & Perks Competitive hourly rate: $23 and up based on ABA experience/training. Grubhub membership (aka FREE delivery) Paid training in ABA therapy, ongoing …",Adzuna::API::Response::Job,42.291765,https://www.adzuna.com/land/ad/5768232179?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=F98AC023537535FF2F69D1A30C326F232B657946,29738.86,2026-06-18T12:36:08Z,29738.86,-71.071717,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjE3OSIsInMiOiJISHJ3VHpScjhSR2hENm9TVmlJMExnIn0.qLgO2duy_FYUjsfPpykmCtBiTJa7fpVV-BG87_uqa6E,1,5768232179,Behavior Technician,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"Dorchester Center, Suffolk County","['US', 'Massachusetts', 'Suffolk County', 'Dorchester Center']",Adzuna::API::Response::Company,Behavioral Concepts,part_time,
"Engineering Manager Isovalent is seeking a talented and experienced Engineering Manager to lead and mentor a team of passionate engineers. The Engineering Manager will play a pivotal role in driving the development of our innovative networking for the Cilium project, security and observability solutions. The ideal candidate will have a strong technical background in software engineering, excellent leadership skills, a proven track record of delivering high-quality software products and be very …",Adzuna::API::Response::Job,,https://www.adzuna.com/land/ad/5768232247?se=HHrwTzRr8RGhD6oSViI0Lg&utm_medium=api&utm_source=abfa41a4&v=01422EDCBB7744C7E6B20288573F09D0D44B4AED,132372.1,2026-06-18T12:36:08Z,132372.1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2ODIzMjI0NyIsInMiOiJISHJ3VHpScjhSR2hENm9TVmlJMExnIn0.b0VW_5q2H6Y0fWsC2sURxBC__1rc2ga-rl08Fp4J1wA,1,5768232247,Tetragon Engineering Manager - Isovalent,IT Jobs,it-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Cisco,,
