salary_max,title,redirect_url,latitude,adref,description,longitude,salary_is_predicted,contract_time,created,__CLASS__,id,salary_min,location.display_name,location.__CLASS__,location.area,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_type
95160.0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730218?utm_medium=api&utm_source=abfa41a4,37.205393,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIxOCIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.aTb_wZfHOj6fCx49F51giM2-qsK3avE2wN-SDoV07Ow,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-93.298681,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730218,0.0,"Springfield, Greene County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730213?utm_medium=api&utm_source=abfa41a4,44.781926,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjEzIn0.rgvLZ4YZPiETmPD1INQXsPxNN-ISKzRgwMg-gJiaDes,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-91.482181,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730213,0.0,"Caryville, Eau Claire County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Eau Claire County', 'Caryville']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730234?utm_medium=api&utm_source=abfa41a4,38.5554,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjM0In0.9UNMtsN_F2teVe8uxObpuzR_Knz9QmoX6n-eVnGsIIg,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-92.28054,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730234,0.0,"Saint Martins, Cole County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Cole County', 'Saint Martins']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730205?utm_medium=api&utm_source=abfa41a4,41.169211,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjA1In0.6rf2uTsI_6dlVlNqI1nzQXwfP-u394gwokrWk-ZK5-8,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-73.268092,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730205,0.0,"Fairfield, Fairfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Fairfield']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730197?utm_medium=api&utm_source=abfa41a4,39.05827,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDE5NyIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.dMz9IDxY206Dkwqsg2vj_fznIFJQllXWTq_Hukx-GVo,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-95.715066,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730197,0.0,"Topeka, Shawnee County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Shawnee County', 'Topeka']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730229?utm_medium=api&utm_source=abfa41a4,41.971709,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjI5In0.ZSc1ccStRrp-y93dsUtP20Vyoau7LN_eqC2VJNOoWEE,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-91.658714,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730229,0.0,"Cedar Rapids, Linn County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Linn County', 'Cedar Rapids']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730221?utm_medium=api&utm_source=abfa41a4,41.649495,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjIxIn0._p1nYNXBupGruM2GTHmRRVfFrMmqGzEN91e9XU1gMq0,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-91.515649,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730221,0.0,"Iowa City, Johnson County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Johnson County', 'Iowa City']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730211?utm_medium=api&utm_source=abfa41a4,41.649495,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIxMSIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.jyASE5pOBDl2LuK53v3P0CMD4LGKO1ESUSIQqRM7RQ4,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-91.515649,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730211,0.0,"Iowa City, Johnson County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Johnson County', 'Iowa City']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
70000.0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730200?utm_medium=api&utm_source=abfa41a4,37.205393,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIwMCIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.TpkSb_oA0YqEK9sBoraBhj9ekXPl88dw28-CfP6u1Rw,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",-93.298681,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730200,0.0,"Springfield, Greene County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
70000.0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730195?utm_medium=api&utm_source=abfa41a4,37.205393,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMTk1In0.3K7OFHugfjd-eLg7_Emv_wUDGbGoGW-LrShtOoIlh2g,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",-93.298681,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730195,0.0,"Springfield, Greene County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730224?utm_medium=api&utm_source=abfa41a4,44.781926,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIyNCIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.Qu1r4oBrcQG8cgMXH_4XVUen2mdd4zcjdf1JwH9aLMU,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-91.482181,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730224,0.0,"Caryville, Eau Claire County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Eau Claire County', 'Caryville']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
70000.0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730202?utm_medium=api&utm_source=abfa41a4,41.971709,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIwMiIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.FTJQGKFPVSJaA5UHFrsSOuKMF5BDImxNI3CoZbtPenY,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",-91.658714,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730202,0.0,"Cedar Rapids, Linn County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Linn County', 'Cedar Rapids']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730231?utm_medium=api&utm_source=abfa41a4,41.523166,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjMxIn0.W2LKN7M1KU1asYLJcT7AjAERv3YDXkoGOhkcDva2NJc,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-90.577867,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730231,0.0,"Davenport, Scott County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Scott County', 'Davenport']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730187?utm_medium=api&utm_source=abfa41a4,35.1478,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDE4NyIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.Y8yl-RAqHTOXuWiaqtJ3-3TATfIdJSBuZ2vVRlHmnGs,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-90.0521,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730187,0.0,"Memphis, DeSoto County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'DeSoto County', 'Memphis']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730223?utm_medium=api&utm_source=abfa41a4,40.715456,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjIzIn0.FfAnFTFDtctLmIHLz7SVxrVz4Z-VlITLhdIKr9ZZSec,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-89.581466,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730223,0.0,"Vets Row, Peoria County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'Vets Row']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730194?utm_medium=api&utm_source=abfa41a4,37.205393,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMTk0In0.l_aw-xOcEpL9Q6M4zaLKg5FcM3YiHcXtZi6wXtuXdgs,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-93.298681,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730194,0.0,"Springfield, Greene County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,CDL-A Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730227?utm_medium=api&utm_source=abfa41a4,37.205393,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjI3In0.LWTp1PkMizjp06DGnJnLicBeYK8s7ODxUl0LgTMS8Vs,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-93.298681,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730227,0.0,"Springfield, Greene County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730232?utm_medium=api&utm_source=abfa41a4,44.14524,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjMyIn0.z1P5IqBzIlAd0h4aQ10S1N5Ju-vobZh0y9CIG2MKlgg,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-94.01196,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730232,0.0,"Skyline, Blue Earth County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Blue Earth County', 'Skyline']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730210?utm_medium=api&utm_source=abfa41a4,37.205393,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIxMCIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.p6PAwbRJ2942wiyn9RZHV1v7yR2yTJDkpkiZ_3O_-Ps,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-93.298681,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730210,0.0,"Springfield, Greene County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Dedicated CDL-A Company Driver - 6mo EXP Required - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730220?utm_medium=api&utm_source=abfa41a4,38.5554,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjczMDIyMCIsInMiOiJER3V1cUs0MThSR21Rc1Fhc1I0Mm13In0.8JagzFI3Dbn2ZOCHp1kmVMWk-NCjsy3s90bE04wpZ2I,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-92.28054,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730220,0.0,"Saint Martins, Cole County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Cole County', 'Saint Martins']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
95160.0,Truck Driver Company - 6mo EXP Required - Dedicated - Dry Van - $1.83k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730193?utm_medium=api&utm_source=abfa41a4,41.169211,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMTkzIn0.XoVCE9f4utJergsYnvQH-CMTc-SjHbqUX2_H7M3v8Pk,"CDL-A Dedicated Truck Driver: Home Weekly - Avg $1,825/wk & $2,500 Sign On Bonus. Average $1,825 per week $2,500 Sign On Bonus Home Weekly 100% Touch Freight Average $95k Annually Offers Unload, Stop & Backhaul Pay Paid Vacation 24/7 Driver Support Call or apply today! Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Sh…",-73.268092,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730193,0.0,"Fairfield, Fairfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Fairfield']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
70000.0,Class A CDL Company Driver - 6mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,https://www.adzuna.com/details/5696730215?utm_medium=api&utm_source=abfa41a4,41.607602,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREd1dXFLNDE4UkdtUXNRYXNSNDJtdyIsImkiOiI1Njk2NzMwMjE1In0.yfHd-ruh5PYMqaIscUT5-Js1FIIvmkkShfmEJbiaQOw,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",-93.596979,0,full_time,2026-04-11T09:52:52Z,Adzuna::API::Response::Job,5696730215,0.0,"South Des Moines, Polk County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Polk County', 'South Des Moines']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
