longitude,adref,contract_time,redirect_url,latitude,created,__CLASS__,salary_is_predicted,salary_max,title,id,salary_min,description,category.tag,category.__CLASS__,category.label,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_type
-93.694145,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDgwIn0.SbaMwK9wsl3yPqMaL6cXuyxrg354wK2xSTiSLoWCubg,,https://www.adzuna.com/land/ad/5712826080?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=8E13E0BC8FF237336ECC7565E028094E69CBDB9E,32.569513,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,82740.41,Helicopter Operations Support Specialist,5712826080,82740.41,"Job Description Job Description Solutions Through Innovative Technologies, Inc. (STI-TEC) specializes in the delivery of professional business and information management services. STI-TEC offers government and commercial clients a comprehensive portfolio of services that identify, manage, distribute and improve business processes related to entities’ most valued resource, information. As a fast-growing solutions provider, established in 2000, total customer satisfaction has remained the corners…",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"Bossier City, Bossier Parish","['US', 'Louisiana', 'Bossier Parish', 'Bossier City']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Solutions Through Innovative Technologies, Inc",
-88.143778,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDc4In0.03RN44VzuzchQ_1MwBqRkuFiHPuVKRuqUl_cP7GDbOM,,https://www.adzuna.com/land/ad/5712826078?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=F2823827C1D3D284289811D7606F38D7F9A64172,41.760632,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,100345.6,EHS FIELD MANAGER,5712826078,100345.6,"Job Description Job Description ABOUT THE ROLE The Field EHS Compliance Manager supports field and sealant operations and actively assists in reducing employee and operational exposure to environmental, health and safety risks at construction sites. This individual uses a variety of tools, techniques, and data collection methods to analyze trends and make recommendations for corrective action. This position is responsible for implementing and overseeing safety programs and procedures at constru…",trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"Naperville, DuPage County","['US', 'Illinois', 'DuPage County', 'Naperville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Wells,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjEwNSIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.TI_WpObNVYHsg711RbKNVwy1s_msTHfKaUqBGaIKTj4,,https://www.adzuna.com/land/ad/5712826105?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=C8C77B8943F840347F6C59EA5688032F1564D495,,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,111052.76,"Senior Director, Program Growth & Engagement",5712826105,111052.76,"Job Description Job Description Position Title : Senior Director, Program Growth & Engagement Reports to : Sr. Director, Regional Program Growth & Engagement Location : Chicagoland location strongly preferred Status : Full Time, Exempt Salary Range :* $135,000 - $150,000 (M4/B9) Start Date : Immediately Facing History & Ourselves is a global education non-profit organization that challenges teachers and students to use lessons of history to stand up to racism, antisemitism, and other forms of b…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"Chicago, Cook County","['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Facing History and Ourselves, Inc",
-82.217379,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MTA0In0.bMHzSOkp-w1uYdjWNi2rT22Jd256GT5gHx07LJC17Bg,,https://www.adzuna.com/land/ad/5712826104?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=738141CE002B39635416AF61273019DE0B9A2B0A,41.293939,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,33563.23,Care Partner (CNA/STNA): Part Time (24hrs): 3p-11:30p,5712826104,33563.23,"Job Description Job Description Kendal at Oberlin is a full-service life plan community which primarily serves older adults in the Quaker tradition. Residents are assured a lifetime of healthcare including short-and long-term nursing services, memory care and assisted living. Equally important, residents enjoy an independent, enriching living experience. Kendal at Oberlin's Nursing Department is currently seeking a dynamic, compassionate Care Partner (CNAs ) for part time, 24 hrs/wk: 3pm-11:30p…",part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"Oberlin, Lorain County","['US', 'Ohio', 'Lorain County', 'Oberlin']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Kendal At Oberlin,
-112.07,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDk1In0.aS1sp05AmoWku8fapu9Ayb_29D15tos59W8vYvLz8rQ,,https://www.adzuna.com/land/ad/5712826095?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=3C45B9B2DB59C68D2C141CC48D3B182E061AF945,33.45,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,54037.95,CT Technologist,5712826095,54037.95,"Job Description Job Description Responsibilities Artificial Intelligence; Advanced Technology; The very best in patient care. With decades of expertise, RadNet is Leading Radiology Forward . With dynamic cross-training and advancement opportunities in a team-focused environment, the core of RadNet’s success is its people with the commitment to a better healthcare experience. When you join RadNet as a CT Technologist , you will be joining a dedicated team of professionals who deliver quality, va…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Phoenix, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,RadNet,
-84.19864,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDg5In0.1fUK5H8t47Ow8TbkS9gUgvy8rCJ2nHtdPvG0N6dUF4I,,https://www.adzuna.com/land/ad/5712826089?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=88D36A0F73FF588EB93949841E50FECB74E42717,33.784859,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,37896.97,Shift Manager for Burger King,5712826089,37896.97,"Job Description Job Description Description: At Mosaic Gold Crown Group, LLC DBA Burger King, we are dedicated to fostering success within the Burger King family. As an integral part of our team, you'll experience our commitment to excellence through our Mosaic Mission and Values. We believe in building opportunities by investing in brands, people, and systems tailored for the future, recognizing that a better tomorrow requires assembling the right pieces today. Our core values—Ambition, Integr…",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Stone Mountain, DeKalb County","['US', 'Georgia', 'DeKalb County', 'Stone Mountain']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Burger King,
-83.255641,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDc3In0.rX6A3uRZE_Xj3yo1njFc1kry7inXSgftRR5NUoKaXiI,part_time,https://www.adzuna.com/land/ad/5712826077?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=D6C6D48FADCEA0EC690222FD76F005C3E8C72311,41.558706,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,41364.51,Driver - Get Paid Daily,5712826077,41364.51,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",travel-jobs,Adzuna::API::Response::Category,Travel Jobs,"Elliston, Ottawa County","['US', 'Ohio', 'Ottawa County', 'Elliston']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,
-82.783927,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDgyIn0.qItI92LNkJcFDX8c6W1359tCkW6I-aCICalprjTkDtk,part_time,https://www.adzuna.com/land/ad/5712826082?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=8F08CC1375C9B06688F26CF4B7E614C1DFC0F361,40.910968,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,35517.52,Driver,5712826082,35517.52,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",travel-jobs,Adzuna::API::Response::Category,Travel Jobs,"New Washington, Crawford County","['US', 'Ohio', 'Crawford County', 'New Washington']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,
-77.029912,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDc5In0.X8-YFanqFW1AeXVEgLMk0nuhWGsJphr5rogfIbvna_g,,https://www.adzuna.com/land/ad/5712826079?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=F90BF458399F53D3A1CB443D48B0DB83E71985CB,41.279638,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,99137.48,"Global Commodity Manager- Passives, Discretes, MRO & Indirect Spend",5712826079,99137.48,"Job Description Job Description Description: About Us: At Spartronics, we're not just building products, we build products lives depend on. As a Contract Electronic Manufacturing Services (EMS) provider for the commercial aerospace, defense, medical device, life science, and industrial markets, we work to deliver products of the highest quality and reliability. Our organization provides comprehensive contract manufacturing services, ranging from printed circuit board assembly (PCBA) and subsyst…",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"Williamsport, Lycoming County","['US', 'Pennsylvania', 'Lycoming County', 'Williamsport']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Spartronics LLC,
-86.601949,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjA5NCIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.cT9z5Ujc2oNzhqdo6poQcjHPtI2LqHGu9AJCgkTZOBI,,https://www.adzuna.com/land/ad/5712826094?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=2951C9B3BE40775F74AC1F80B08B4B19ED4B6B19,31.223546,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,33442.97,Shift Leader,5712826094,33442.97,"Job Description Job Description Hiring at up to $15 per hour for Leadership qualities! You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. You support the Restaurant Leader (RL) by running great work shifts and meeting Taco Bell standards. You take ownership to solve probl…",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Andalusia, Covington County","['US', 'Alabama', 'Covington County', 'Andalusia']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Tacala - Taco Bell,
-89.792009,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjA5MiIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.TzkKmkJ2K-ruKijtCt3n0DRLFRqr0TW8T_qy081NO38,,https://www.adzuna.com/land/ad/5712826092?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=0D0A9CC9210C69EFB6FA945241DA987552DA345B,35.084216,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,26933.19,Shift Leader - Opener / Daytime - Part Time,5712826092,26933.19,"Job Description Job Description Description: You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will be your only employer. Franchisees are independent business owners who set their own wage and benefit programs that can vary among franchisees. Our Shift Leaders must support the RGM by running great shifts in a self-sufficient manner. Take ownership and responsibility to solve problems; seek help from others when appr…",part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"Germantown, Shelby County","['US', 'Tennessee', 'Shelby County', 'Germantown']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Taco Bell - Hospitality Restaurant Group,
-92.134292,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjA5NyIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.3kU1zN0oXHYIc2E-wYWPu1NDGLRieD7hzqb4H9r_ePI,,https://www.adzuna.com/land/ad/5712826097?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=1D36651C6794EB2BB997283075F7629785EDE5FA,29.97465,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,42068.62,Offshore Welder,5712826097,42068.62,"Job Description Job Description Description:Offshore Welder Location: Offshore Employment Type: Full-time Job Summary The Offshore Welder position requires the individual to demonstrate the ability to weld on piping and/or structural components as directed and per Acadian (or customer) welding procedure requirements. The role demands efficient, productive work throughout the day, punctual attendance, and professionalism in all working relationships. The Welder is ultimately responsible for the …",trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"Abbeville, Vermilion Parish","['US', 'Louisiana', 'Vermilion Parish', 'Abbeville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Acadian Contractors Inc,
-90.077013,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDg0In0.LMIyjpDIXf9jbeVmo7uhEEk0U7JULJCCs9cdVZt9xDM,,https://www.adzuna.com/land/ad/5712826084?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=F5F5E1EF7B8DEB607A0AEC0722955E98E4CCD19E,29.959577,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,102226.33,Genitourinary Oncology Opportunity in New Orleans,5712826084,102226.33,"Job Description Job Description Overview: Are you a Genitourinary Oncologist seeking an academic-focused opportunity in Louisiana? Are purpose is the treatment and control of cancer, the advancement of biomedical knowledge through laboratory and clinical research, and the training of physicians, scientists, and other healthcare workers. With a rich history dating back to the 19th century, our School of Medicine prides itself on its legacy of excellence and innovation. We empower our physicians …",scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,"New Orleans, Orleans Parish","['US', 'Louisiana', 'Orleans Parish', 'New Orleans']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Curative,
-81.84886,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjA5OCIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.1VtKUWR15ZS37Tto5G8iaaWzv4_gmnY3-vEN2jN3yjU,,https://www.adzuna.com/land/ad/5712826098?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=B810D1FBFAB129391D88CFD29695F48C22DAE10B,41.469992,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,29791.06,Nail Technician,5712826098,29791.06,"Job Description Job Description Benefits: 401(k) matching Dental insurance Free uniforms Health insurance Paid time off Want to work at Americas best day spa? Ready to do what you love? Ready to make a difference and be an important part of our Team? Come join The Woodhouse Day Spas, voted Americas best day spa in by American Spa Magazine! We are hiring for Full Time and Part Time Nail Technician. At The Woodhouse, we value our team members and strive for excellence with every guest experience.…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Rocky River, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Rocky River']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,The Woodhouse Day Spa - Cleveland,
-86.008596,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDg2In0.gjMSXySgtilIubzY8AKiFehkI-Xugkj1HVD4EY79qLQ,,https://www.adzuna.com/land/ad/5712826086?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=8F929B17157A40CD279940B1CDCEB65405193B9B,40.045592,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,24633.23,Restaurant and Bakery Server-State Road 37,5712826086,24633.23,Job Description Job Description Benefits: Employee discounts Flexible schedule Opportunity for advancement At Perkins Restaurant & Bakery our employees are part of the Perkins extended family and the families we serve. And you'll be responsible for making special days memorable and everyday meals something extraordinary. At Perkins where we've experienced years of success through ensuring 100% guest satisfaction on every visit. If you want to work and grow with a company who has a proven track …,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Noblesville, Hamilton County","['US', 'Indiana', 'Hamilton County', 'Noblesville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Perkins Restaurant & Bakery - Gail Von Holten,
-81.609844,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDk5In0.pVWPbNViZ4U9UjyHDUP25NnGWOixyPD928Dtxvhq59Y,,https://www.adzuna.com/land/ad/5712826099?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=C9F7F842D0CE4C87B5FA8E4F0F3434005CECA446,41.127833,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,0,52000.0,Railyard Workers - $25/hour,5712826099,0.0,"Job Description Job Description At JENNMAR Services, our employees are our most important assets and is committed to them with competitive pay and a comprehensive benefits plan, including 401(k). We are consistently employing individuals in the Coal, Oil & Gas, Construction, Manufacturing and Industrial industries. Position Overview This is a hands-on laborer role supporting a rail yard crew with a variety of physically demanding tasks. Duties include shoveling, sweeping, handling materials, us…",engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,"Fairlawn, Summit County","['US', 'Ohio', 'Summit County', 'Fairlawn']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Jennmar,
-77.059325,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDg1In0.8gNeDW1ZyyBPi8bNBRhyBSkEYpO8OCfG-xL8acdOhxQ,,https://www.adzuna.com/land/ad/5712826085?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=97170B85F275AE2A95F93BA42A1A185E073F306F,38.818947,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,38140.73,Bistro Server (PM),5712826085,38140.73,"Job Description Job Description Overview Opportunity: Bistro Server Serve food and/or beverage to guests in a courteous and friendly manner and in accordance with established brand/hotel guest service and sustainability standards. Your Growth Path Banquet Server/Captain; Restaurant Supervisor – Restaurant Manager – Banquet Manager Your Focus Set up necessary supplies, food, and beverage at the beginning of the shift and maintain a stocked work area at all times. Take orders from customers, inpu…",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Alexandria, Alexandria City","['US', 'Virginia', 'Alexandria City', 'Alexandria']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,HHM Hotels,
-77.019023,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MTA4In0.7bFsPXQZm8fT93N4dW6Qbz96hrXiZ8Y9CJ16vDZk_-E,,https://www.adzuna.com/land/ad/5712826108?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=BEDA92776668156D9A801691FA7458305B7A49E1,38.912068,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,64417.96,Information System Security Representative,5712826108,64417.96,"Job Description Job Description Overview: Join a team where innovation meets mission. Our AI, cloud, cyber, and modernization solutions save agencies thousands of hours, safeguard national security, and strengthen health and humanitarian missions worldwide. With 1,700 team members, 1,500 AI/data experts, and 100 prime contracts, we deliver at scale and with purpose. We’ve been recognized as a Top Workplace by the Washington Post for six straight years and named to the Inc. 5000 Fastest Growing …",it-jobs,Adzuna::API::Response::Category,IT Jobs,"Washington, Washington, D.C.","['US', 'Washington, D.C.', 'Washington']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Credence,
-84.951054,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDkzIn0.KWN84StBLSJjlXtR7nfpmTqScHMcJENRc2PMLckf0BU,,https://www.adzuna.com/land/ad/5712826093?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=AB9D0DE515C4EDF50C2D3EA80A6B5B5F75E1114F,34.502587,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,34554.19,Shift Manager,5712826093,34554.19,"Job Description Job Description SHIFT MANAGER JOB SUMMARY: Our Shift Managers lead our teams to provide our guests with exceptional service. They are responsible for fulfilling the same duties as a Team Member, and in addition, they are responsible for managing the restaurant during an opening or closing shift. Part-time and full-time opportunities exist for the Shift Manager position. The position includes, but is not limited to, the following essential job responsibilities: SHIFT MANAGER JOB …",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Calhoun, Gordon County","['US', 'Georgia', 'Gordon County', 'Calhoun']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Cedartown Foods - Bojangles,
-97.744386,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MDk2In0.dBR-Fpw2xgAUjsXr6J3xROCQHObRoC33cFaJgDdsgXQ,,https://www.adzuna.com/land/ad/5712826096?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=821F02204FEDC7B4447759A29F73A8813FD98312,30.272921,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,75333.05,Personal Training Manager (Greater Austin Area),5712826096,75333.05,"Job Description Job Description PERSONAL TRAINING MANAGER Fitness Operations Full Time, Salary Job Family: Personal Training Location: Greater Austin Area (Austin, Round Rock, Cedar Park, San Marcos, Kyle) Reports to: Managing Partner and/or Director of Personal Training Looking for a personal training manager who will be a key member of our leadership team, responsible for assisting the managing partner with daily club operations and directly managing a team of personal trainers at Crunch Fitn…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Austin, Travis County","['US', 'Texas', 'Travis County', 'Austin']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Undefeated Tribe Operating Company LLC,
-90.192822,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MTA3In0.md1bMlQGBr-ITg4xVDMlZgsUsDG68pmrftCy96x9neU,,https://www.adzuna.com/land/ad/5712826107?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=17D26A0876DE1E0D5F8E35BF21F49E7BAE62A1C5,38.630539,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,54853.08,Precision Assembler,5712826107,54853.08,"Job Description Job Description Essential Duties and Responsibilities include the following. Receive job order and direction from supervisor. Performs tasks of substantial variety which require a knowledge of assembly techniques, tools, materials, machines and equipment Test Assembled parts as per product requirements Perform repair work (under FAA and other regulatory requirements) as required. Monitor clean room particles counter Read and interpret the blueprint Assemble to blueprint specific…",manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,"Saint Louis, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Essex Industries Inc,
-81.844804,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjEwMCIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.vzaFcz1bj_oKFLKN_9o4s_6DKvC2TTD2xf0nfSZH26g,,https://www.adzuna.com/land/ad/5712826100?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=58C19534CB28033D98421D95184DE16F4BF9DBB8,26.347548,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,57344.38,Shift Manager,5712826100,57344.38,"Job Description Job Description About the Job: As a Shift Lead, you'll be the driving force behind our team, leading shifts with energy and passion to meet Taco Bell's high standards. You'll take charge, resolving customer concerns and ensuring every guest leaves satisfied. Your leadership will inspire others as you coach and guide your team to success. Partnering with the management team, you'll play a key role in business initiatives, helping to shape the future of our restaurant. This role i…",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Bonita Springs, Lee County","['US', 'Florida', 'Lee County', 'Bonita Springs']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Taco Bell,
-90.822871,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWxiU2FCZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2MTEwIn0.JUO437jeUMm9QrSCHbLE2spNATcTEO4cCd2B1Q_CLEw,,https://www.adzuna.com/land/ad/5712826110?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=18C927FC22E8EB35D7DBC0BFF0891BBF3D14F5F2,29.795763,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,58689.37,Welder,5712826110,58689.37,"Job Description Job Description Salary: Welder Qualifications: Have at least two or more years of experience preferred in welding. Ability to pass 6GR welding certification. Already have certification a plus. Experience with reading prints preferred. Essential Duties and Responsibilities: Promotes, executes and adheres to the companys safety program. Sets and operates welding machine for applicable welding processes (stick, short arc, flux core, tig, fill and cap, automatic, etc). Performs weld…",trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"Thibodaux, Lafourche Parish","['US', 'Louisiana', 'Lafourche Parish', 'Thibodaux']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Sea Level Construction,
-90.077013,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjA4MyIsInMiOiJFbGJTYUJkRDhSR2tCc1JxbUVudkl3In0.n1XLOeedc9iV3XMo6Q5Zgjd0dxjaYzC7A095ojt9h_c,,https://www.adzuna.com/land/ad/5712826083?se=ElbSaBdD8RGkBsRqmEnvIw&utm_medium=api&utm_source=abfa41a4&v=32DEE7D5CFC01D38745527D343B281628ED8A815,29.959577,2026-04-28T11:24:31Z,Adzuna::API::Response::Job,1,69804.44,Law Clerk Externship,5712826083,69804.44,"Job Description Job Description OPD is accepting applications for our Law Clerk Externship program . OPD's Law Clerk Externship is a hands-on program offered year-round, including fall and spring semesters and spring break. Law clerks assist attorneys in all aspects of criminal litigation including performing legal research, conducting factual investigation, drafting memoranda and motions, analyzing discovery materials and preparing briefs. Law clerks are required to abide by OPD's confidential…",legal-jobs,Adzuna::API::Response::Category,Legal Jobs,"New Orleans, Orleans Parish","['US', 'Louisiana', 'Orleans Parish', 'New Orleans']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Orleans Indigent Defender,
