salary_is_predicted,salary_max,description,redirect_url,adref,created,id,latitude,__CLASS__,longitude,title,salary_min,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
1,59951.79,"Job Description Must be a licensed Physical Therapist Assistant to apply/n /n Employment Type: Full-Time/n /n Setting: SNF | Long-Term Care/n /n /n ✨ Exciting opportunity with Tender Touch Rehab Services! ✨/n /n Join a leading therapy organization with 30 years of excellence in care and team development./n /n Why You'll Love Working with Us:/n /n Tender Touch Rehab Services, part of the Enhance Therapies family of companies, is hiring a Physical Therapist Assistant - FT to join our growing and …",https://www.adzuna.com/details/5724247862?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODYyIn0.imgp9lsKZhQJjxX5_c3ED8yQ6-GkI9fu62dt7Fl8BPk,2026-05-09T09:37:56Z,5724247862,39.492824,Adzuna::API::Response::Job,-74.559688,Physical Therapist Assistant - FT,59951.79,"['US', 'New Jersey', 'Atlantic County', 'Galloway']",Adzuna::API::Response::Location,"Galloway, Atlantic County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Tender Touch Rehab Services,Adzuna::API::Response::Company,full_time,
1,104263.74,"Job Description Prime Staffing is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Waterloo, Iowa. Job Description & Requirements - Specialty: OR - Operating Room - Discipline: RN - Start Date: ASAP - Duration: 13 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel ID: 63176764 Shift: 09:00 AM-06:30 PM Description: Weekends- every 4th-5th weekendFTE- 0.9-1.0 36 hour=0900-1830, 40 hr=0800-1830Holiday- call rotationOn Call Requirements: weeknight call-app…",https://www.adzuna.com/details/5724247856?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0Nzg1NiIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.eC2w9sqh3YSuSyVAD-MT4a5mcAYt8r1GzgzVdABNiNw,2026-05-09T09:37:56Z,5724247856,42.429256,Adzuna::API::Response::Job,-92.313378,Travel OR Registered Nurse,104263.74,"['US', 'Iowa', 'Black Hawk County', 'Waterloo']",Adzuna::API::Response::Location,"Waterloo, Black Hawk County",Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,Prime Staffing,Adzuna::API::Response::Company,,permanent
1,51900.83,"Job Description AMN Healthcare Nursing is seeking a travel nurse RN Med Surg for a travel nursing job in Saint Johnsbury, Vermont. Job Description & Requirements - Specialty: Med Surg - Discipline: RN - Start Date: 06/10/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Job Description & Requirements/n /nRegistered Nurse – Medical Surgical - Travel - (MS RN)/n /nStartDate: 6/10/2026 /nAvailable Shifts: 12 N /nPay Rate: $1811.00 - $1923.00 /n /nJoi…",https://www.adzuna.com/details/5724247858?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0Nzg1OCIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.xQ14LapNNiP2Dx_-_eBwi32-3O4B11pKGgUqlMD3cig,2026-05-09T09:37:56Z,5724247858,44.419263,Adzuna::API::Response::Job,-72.015118,Travel Nurse RN - Med Surg,51900.83,"['US', 'Vermont', 'Caledonia County', 'Saint Johnsbury']",Adzuna::API::Response::Location,"Saint Johnsbury, Caledonia County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,AMN Healthcare Nursing,Adzuna::API::Response::Company,,
1,85566.41,"Job Description ADEX Healthcare Staffing LLC is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Bowling Green, Kentucky. Job Description & Requirements - Specialty: PCU - Progressive Care Unit - Discipline: RN - Start Date: 06/01/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel RN Position Job Notes: Travel or Local Registered Nurse needed for ASAP start. A minimum of 2 years of recent hospital bedside experience…",https://www.adzuna.com/details/5724247846?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODQ2In0.5LDy3Ufq2yR8g9qmpZHCAW6uvQb4NBz8lxUmODMPCl4,2026-05-09T09:37:55Z,5724247846,37.018244,Adzuna::API::Response::Job,-86.463026,Travel Progressive Care Unit RN,85566.41,"['US', 'Kentucky', 'Warren County', 'Bowling Green']",Adzuna::API::Response::Location,"Bowling Green, Warren County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,ADEX Healthcare Staffing LLC,Adzuna::API::Response::Company,,
1,126964.07,"Job Description CrossMed is seeking a travel MRI Technologist for a travel job in Chambersburg, Pennsylvania. Job Description & Requirements - Specialty: MRI Technologist - Discipline: Allied Health Professional - Start Date: 06/01/2026 - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, nights - Employment Type: Travel CrossMed Job ID 77530647. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted jo…",https://www.adzuna.com/details/5724247841?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0Nzg0MSIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.3VjsAyLzWJrgCNtmjn6kXYvEHU-Bdkn1dGWVvnP76I8,2026-05-09T09:37:55Z,5724247841,39.931062,Adzuna::API::Response::Job,-77.658566,Travel MRI Technologist,126964.07,"['US', 'Pennsylvania', 'Franklin County', 'Chambersburg']",Adzuna::API::Response::Location,"Chambersburg, Franklin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,CrossMed,Adzuna::API::Response::Company,,
1,57698.64,"Job Description Strong staffing Support when it matters most. Technology and tools that streamline patient monitoring and communication to help you work more efficiently. Robust supply chains to keep you fully equipped. Ongoing clinical education to improve your skills. As a Registered Nurse at TriStar Centennial Medical Center, you’ll have all the staffing support, technology and resources you need to deliver safe, high-quality care—so you can focus on what you do best. Job Summary and Qualifi…",https://www.adzuna.com/details/5724247839?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODM5In0.ElyBTxWEekBNK878SiLDtFOrgzoNbh9mpVMuVGtWE0Y,2026-05-09T09:37:55Z,5724247839,35.775166,Adzuna::API::Response::Job,-86.331116,Cardiovascular Early Morning Admissions Nurse,57698.64,"['US', 'Tennessee', 'Rutherford County', 'Murfreesboro']",Adzuna::API::Response::Location,"Murfreesboro, Rutherford County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,TriStar Centennial Medical Center,Adzuna::API::Response::Company,,
1,58167.26,"Job Description Additional Information About the Role This application is for September-December 2026 nursing graduates only. - Interviews will begin August-September 2026. - Once you have applied, you will hear from a Talent Advisor when intervies start. - We reach out to applicants based on areas of interest and application date. For Spring 2027 Graduates, your application will open Septermber 1, 2026. The BJC HealthCare New Graduate Nurse position is available for all student nurses and will…",https://www.adzuna.com/details/5724247843?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0Nzg0MyIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.-m5J_HSk-cL1fYRSsJBGJkvLkbIOpjQgK23zIpprk4w,2026-05-09T09:37:55Z,5724247843,38.630539,Adzuna::API::Response::Job,-90.192822,New Graduate Nurse at St. Louis Children's Hospital -September-December Graduates - 2026,58167.26,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Adzuna::API::Response::Location,"Saint Louis, Saint Louis County",Adzuna::API::Response::Category,Graduate Jobs,graduate-jobs,BJC Healthcare,Adzuna::API::Response::Company,,
1,51304.92,"Job Description Core Medical-Perm is seeking a Registered Nurse (RN) Hospice Manager for a nursing job in Savannah, Georgia. Job Description & Requirements - Specialty: Hospice - Discipline: RN - Start Date: ASAP - Duration: Ongoing - 40 hours per week - Shift: 8 hours - Employment Type: Staff RN Clinical Manager Salary: ~82k 3 years management/supervisory experience in hospice, home health, or oncology Must be familiar with Joint Commission Standards BSN strongly preferred We are looking for a…",https://www.adzuna.com/details/5724247842?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0Nzg0MiIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.sP7IeJX4uS7lLs9hy9DJ-G_lbZgMCt7olcYIwSprE0o,2026-05-09T09:37:55Z,5724247842,32.081259,Adzuna::API::Response::Job,-81.080985,Manager Registered Nurse (RN) - Hospice,51304.92,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Core Medical-Perm,Adzuna::API::Response::Company,,contract
1,46543.26,"Job Description Additional Information About the Role - - 3 - 12hr shifts - Night Shift - Work Every 3rd Weekend - Flexible Scheduling - Great medical benefits - Tuition assistance and continuing education - 401(k) - BSN preferred Barnes-Jewish Hospital - Plaza Tower Neuro ICU (9400) - 9th Floor Clinical Nurse Position The Neuro ICU at Barnes-Jewish Hospital is a specialized, state-of-the-art unit dedicated to the care of patients with complex neurological conditions. As a nursing professional …",https://www.adzuna.com/details/5724247848?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0Nzg0OCIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.t1dlDpCvx2SDWcd7pIUMGvydhdHskOjrH7MgioHAxcQ,2026-05-09T09:37:55Z,5724247848,38.630539,Adzuna::API::Response::Job,-90.192822,Clinical Nurse - Neuro ICU - Night Shift,46543.26,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Adzuna::API::Response::Location,"Saint Louis, Saint Louis County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,BJC Healthcare,Adzuna::API::Response::Company,,
0,73000.0,"Job Description C.R. England is Hiring Now Dedicated Regional CDL-A Drivers in Blandon, PA!Drivers Average $73,000 Annually* - Bonuses & Incentives - Valid CDL-A and 3 months of current experience required - This lane is not suitable for students, recent grads, or trainees This Dedicated Country Fresh Route Offers: - Home weekly for a 34-hour reset; reset days will vary - Drivers average $73,000 annually - Top 10% earn up to $82,000 per year* - Mileage pay - Stop pay - Safe & on-time weekly bon…",https://www.adzuna.com/details/5724247831?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgzMSIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.iDSXNThMm99jTiya6NIHjux_V06UCxSJxCPUXvmaHrs,2026-05-09T09:37:54Z,5724247831,40.184269,Adzuna::API::Response::Job,-75.537964,"CDL-A Truck Driver - Average $73,000/Year",73000.0,"['US', 'Pennsylvania', 'Montgomery County', 'Royersford']",Adzuna::API::Response::Location,"Royersford, Montgomery County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,C.R. England,Adzuna::API::Response::Company,,
1,134772.47,"Job Description Anders Group is seeking a travel Echo Technologist for a travel job in Great Falls, Montana. Job Description & Requirements - Specialty: Echo Technologist - Discipline: Allied Health Professional - Start Date: ASAP - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, days - Employment Type: Travel Anders Group Job ID 1017490. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job tit…",https://www.adzuna.com/details/5724247833?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgzMyIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.8D96soH1cDaWBnARwjYiufeFiVTO_zoIv86Ako2yOjY,2026-05-09T09:37:54Z,5724247833,47.515458,Adzuna::API::Response::Job,-111.280357,Travel Echo Technologist,134772.47,"['US', 'Montana', 'Cascade County', 'Great Falls']",Adzuna::API::Response::Location,"Great Falls, Cascade County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Anders Group,Adzuna::API::Response::Company,,
1,6871.06,"Job Description Description Summary: Uniformed position at all times. Armed Security Officer’s duties include being a visible deterrent to criminal activity, providing security for patients, Associates, and visitors, protecting and patrolling hospital buildings, assets and premises as assigned. The Armed Security Officer is responsible for responding to all emergency codes, internal/external disaster events as needed and/or requested, conducting preliminary investigations of reported incidents,…",https://www.adzuna.com/details/5724247827?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODI3In0.H--3lzVUKFV_WFDt7J_CEFeMxY0DiKAtiQ5eG2b7cC0,2026-05-09T09:37:54Z,5724247827,27.515869,Adzuna::API::Response::Job,-97.856109,Security Officer Armed - Security,6871.06,"['US', 'Texas', 'Kleberg County', 'Kingsville']",Adzuna::API::Response::Location,"Kingsville, Kleberg County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,CHRISTUS Health,Adzuna::API::Response::Company,full_time,
1,198605.88,"Job Description Anders Group is seeking a travel Ultrasound Technologist for a travel job in Plainview, Texas. Job Description & Requirements - Specialty: Ultrasound Technologist - Discipline: Allied Health Professional - Start Date: 05/19/2026 - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, days - Employment Type: Travel Anders Group Job ID 1018734. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. …",https://www.adzuna.com/details/5724247836?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODM2In0.5226gdxr8Qu_WISNFTXrfjkgFslwJRfk-ZMhv9Uv4kY,2026-05-09T09:37:54Z,5724247836,34.184794,Adzuna::API::Response::Job,-101.706842,Travel Ultrasound Technologist,198605.88,"['US', 'Texas', 'Hale County', 'Plainview']",Adzuna::API::Response::Location,"Plainview, Hale County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Anders Group,Adzuna::API::Response::Company,,
1,108856.52,"Job Description Medical Talent is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Wamego, Kansas. Job Description & Requirements - Specialty: ED - Emergency Department - Discipline: RN - Start Date: 05/24/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel ED RN Medical Talent Job ID 36699115. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be de…",https://www.adzuna.com/details/5724247832?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgzMiIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.gdTvLuBxvhU2VdQbnwstgO3orBoKp6mzX1ZKMjsgCx0,2026-05-09T09:37:54Z,5724247832,39.201941,Adzuna::API::Response::Job,-96.304998,Travel Emergency Department Registered Nurse,108856.52,"['US', 'Kansas', 'Pottawatomie County', 'Wamego']",Adzuna::API::Response::Location,"Wamego, Pottawatomie County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Medical Talent,Adzuna::API::Response::Company,,permanent
1,61322.49,"Job Description Job Description Are you an experienced Solo CDL-A driver looking for a dedicated local fleet? Consider driving for C.R. England,the premier long-haul refrigerated carrier in the country. Count on consistent, great paying miles with regular routes, health and retirement benefits, and the industry's best equipment. - Valid CDL-A plus 3 months of Class A CDL experience required - This lane is not suitable for students, recent graduates, or trainees. Lane Details: - Dedicated Lidl a…",https://www.adzuna.com/details/5724247826?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgyNiIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.IYsKzUP_jqr3usaILlRomm-I56igdk9ZzweRrQnZksA,2026-05-09T09:37:54Z,5724247826,38.594731,Adzuna::API::Response::Job,-77.338186,CDL-A Dedicated Local Truck Driver,61322.49,"['US', 'Virginia', 'Prince William County', 'Dumfries']",Adzuna::API::Response::Location,"Dumfries, Prince William County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,C.R. England,Adzuna::API::Response::Company,,
1,122540.63,"Job Description GHR Healthcare - Travel Division is seeking a travel nurse RN CVOR for a travel nursing job in Lebanon, New Hampshire. Job Description & Requirements - Specialty: CVOR - Discipline: RN - Start Date: 06/08/2026 - Duration: 12 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel GHR Healthcare - Travel Division Job ID 77519617. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. About …",https://www.adzuna.com/details/5724247828?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODI4In0.QzYxmBYO3iUcv79kro1Fp36QwwEFo4j2oYzuz10ZhYE,2026-05-09T09:37:54Z,5724247828,43.7029,Adzuna::API::Response::Job,-72.2895,Travel Cardiovascular Operating Room RN,122540.63,"['US', 'New Hampshire', 'Grafton County', 'Lebanon']",Adzuna::API::Response::Location,"Lebanon, Grafton County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,GHR Healthcare - Travel Division,Adzuna::API::Response::Company,,
1,85492.59,"Job Description Travel Nurses, Inc. is seeking a travel nurse RN House Supervisor for a travel nursing job in Aberdeen, Washington. Job Description & Requirements - Specialty: House Supervisor - Discipline: RN - Start Date: 06/01/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours - Employment Type: Travel Travel Nurses, Inc. Job ID 320300. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job…",https://www.adzuna.com/details/5724247835?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgzNSIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.u6zav7C5w4doCzl7d5bKIgBHMXCDgm9mSDKFODcc9J4,2026-05-09T09:37:54Z,5724247835,47.091776,Adzuna::API::Response::Job,-123.852641,Travel Nurse RN - House Supervisor,85492.59,"['US', 'Washington', 'Grays Harbor County', 'Aberdeen']",Adzuna::API::Response::Location,"Aberdeen, Grays Harbor County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Travel Nurses, Inc.",Adzuna::API::Response::Company,,
1,66407.37,"Job Description Do you want to join an organization that invests in you as a(an) Nurse Manager - Blood Cancer Unit? At Medical City Dallas, you come first. HCA Healthcare has committed up to $300 million in programs to support our incredible team members over the course of three years. Job Summary and Qualifications The Department Manager is responsible for all department functions in support of the hospital Mission, Vision and facility goals. The manager identifies the cost-effective systems n…",https://www.adzuna.com/details/5724247829?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODI5In0.CJrr3mMPQKbncc_cAQveNujtftFXIiaLRj9sOl8mUw8,2026-05-09T09:37:54Z,5724247829,33.02861,Adzuna::API::Response::Job,-97.121368,Nurse Manager - Blood Cancer Unit,66407.37,"['US', 'Texas', 'Denton County', 'Flower Mound']",Adzuna::API::Response::Location,"Flower Mound, Denton County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Medical City Dallas,Adzuna::API::Response::Company,,
1,127238.25,"Job Description Premier Medical Staffing Services is seeking a travel nurse RN Pediatrics PACU - Post Anesthetic Care for a travel nursing job in Midland, Texas. Job Description & Requirements - Specialty: Pediatrics PACU - Post Anesthetic Care - Discipline: RN - Start Date: 06/01/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel Premier Medical Staffing Job ID 637656. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) wi…",https://www.adzuna.com/details/5724247816?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgxNiIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.mpu98xtC49WXovSkEEhuSLD42DtAnQbUfLAhCrsI7jY,2026-05-09T09:37:53Z,5724247816,31.991601,Adzuna::API::Response::Job,-102.083254,Travel Pediatric PACU Registered Nurse,127238.25,"['US', 'Texas', 'Midland County', 'Midland']",Adzuna::API::Response::Location,"Midland, Midland County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Premier Medical Staffing Services,Adzuna::API::Response::Company,,
1,33629.65,"Job Description AMN Healthcare Nursing is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Henderson, North Carolina. Job Description & Requirements - Specialty: PCU - Progressive Care Unit - Discipline: RN - Start Date: 05/17/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, days - Employment Type: Travel Job Description & Requirements/n /nRegistered Nurse – Progressive Care - Travel - (PCU RN)/n /nStartDate: 5/17/2026 /nAvailable Shifts: 12 D /n…",https://www.adzuna.com/details/5724247817?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgxNyIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.vW7dP4W1RNuZzE3k81JAjBsOt3BfhdlJ_yBaTgMqJT0,2026-05-09T09:37:53Z,5724247817,36.321797,Adzuna::API::Response::Job,-78.41235,Travel Nurse RN - PCU - Progressive Care Unit,33629.65,"['US', 'North Carolina', 'Vance County', 'Henderson']",Adzuna::API::Response::Location,"Henderson, Vance County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,AMN Healthcare Nursing,Adzuna::API::Response::Company,,
1,110792.63,"Job Description Premier Medical Staffing Services is seeking a travel Cath Lab Technologist for a travel job in Louisville, Kentucky. Job Description & Requirements - Specialty: Cath Lab Technologist - Discipline: Allied Health Professional - Start Date: 05/26/2026 - Duration: 12 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel Premier Medical Staffing Job ID 634241. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend a…",https://www.adzuna.com/details/5724247815?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgxNSIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.y8K1p_iuttoTXoQlQDnnVMARhlMV3pNoODFwD5G1vQQ,2026-05-09T09:37:53Z,5724247815,38.255693,Adzuna::API::Response::Job,-85.751283,Travel Cath Lab Technologist,110792.63,"['US', 'Kentucky', 'Jefferson County', 'Louisville']",Adzuna::API::Response::Location,"Louisville, Jefferson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Premier Medical Staffing Services,Adzuna::API::Response::Company,,
1,75963.38,"Job Description Job Description Build a Meaningful Career with BAYADA Nursing Our Upstate Skilled Office is interested in a Licensed Practical Nurse (LPN) who has a passion for homecare to join our Skilled Private Duty Nursing team. We believe our clients and their families deserve the highest quality care delivered with compassion, excellence, and reliability Why LPNs Choose our Upstate Skilled BAYADA Office? - We pride ourselves on providing an excellent onboarding and training experience fro…",https://www.adzuna.com/details/5724247818?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODE4In0.N9wtGtr72tDsIrT9-ydtcSpoec-RNriAtJgAPtyu4X8,2026-05-09T09:37:53Z,5724247818,34.75486,Adzuna::API::Response::Job,-82.946642,"Licensed Practical Nurse, LPN - Adult Evenings",75963.38,"['US', 'South Carolina', 'Oconee County', 'Seneca']",Adzuna::API::Response::Location,"Seneca, Oconee County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,BAYADA Home Health Care,Adzuna::API::Response::Company,,
1,167774.23,"Job Description Slate Healthcare is seeking a travel nurse RN Pediatrics for a travel nursing job in Midland, Texas. Job Description & Requirements - Specialty: Pediatrics - Discipline: RN - Start Date: 06/01/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Travel Profession:RN, JobSpecialty:Peds, Shift:5x8 Days, Duration:13 weeks Slate Healthcare Job ID 6d7f0788-e7b8-4189-b954-2d6faf8c3ae0. Pay package is based on 8 hour shifts and 40 hours per week (subj…",https://www.adzuna.com/details/5724247823?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUtMSUlMSkw4UkdldF9hWUlheWctZyIsImkiOiI1NzI0MjQ3ODIzIn0.yRgGBikJRjTZ1KWCg9zKIQa3QpRYdT-8Mym7LX-1OCE,2026-05-09T09:37:53Z,5724247823,31.991601,Adzuna::API::Response::Job,-102.083254,Travel Pediatric Registered Nurse,167774.23,"['US', 'Texas', 'Midland County', 'Midland']",Adzuna::API::Response::Location,"Midland, Midland County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Slate Healthcare,Adzuna::API::Response::Company,,
1,104767.19,"Job Description Hourly Pay: $30 - $33 / per hour Maxim Healthcare in Dexter is hiring for a Licensed Practical Nurse (LPN) to work with Pediatric and/or Adult patients in their own homes. Schedule needed: Monday-Saturday 8am-4pm, and nights 10pm-6am. Why Join Maxim: - Competitive Pay & Weekly Paychecks - Health, Dental, Vision, HSA and Life Insurance - Paid Time Off - 401(k) Savings Plan - Maxcares Awards Program Responsibilities: - Utilize the nursing process to assess, plan, implement, and ev…",https://www.adzuna.com/details/5724247813?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0NzgxMyIsInMiOiJpS0xJSUxKTDhSR2V0X2FZSWF5Zy1nIn0.T1s394bcfhZX903LLPG46rQ7IsgP_DdcvSCaow0Ve0U,2026-05-09T09:37:53Z,5724247813,36.795887,Adzuna::API::Response::Job,-89.957869,LPN 1.1 Private Duty Nursing,104767.19,"['US', 'Missouri', 'Stoddard County', 'Dexter']",Adzuna::API::Response::Location,"Dexter, Stoddard County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Maxim Healthcare Services,Adzuna::API::Response::Company,,
