__CLASS__,latitude,created,longitude,salary_max,id,salary_min,salary_is_predicted,adref,redirect_url,title,description,category.label,category.__CLASS__,category.tag,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time
Adzuna::API::Response::Job,37.68703,2026-05-26T12:43:12Z,-77.56254,24295.29,5741323781,24295.29,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc4MSIsInMiOiJZclVvNGlKWjhSRzRsc0phTWdCYkhRIn0.MHvcmLFi4z9XMKbh-CLBJDdRSn8UFuMBB5xgyST2OCw,https://www.adzuna.com/land/ad/5741323781?se=YrUo4iJZ8RG4lsJaMgBbHQ&utm_medium=api&utm_source=abfa41a4&v=C247A57647C1F7D620F4F1FE374DDC47FF3672B2,Food Champion - Late Night - Urgently Hiring,"Live Más with a career at Taco Bell! We’re looking for people who love serving customers, have experience in the restaurant industry and who want to be part of the largest restaurant company in the world! If you want to build a great career while providing fast, fun and friendly service to our customers, Taco Bell is the perfect place to learn, grow and succeed! You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will …",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Glen Allen, Henrico County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Henrico County', 'Glen Allen']",Taco Bell Short Pump,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,33.64881,2026-05-26T12:43:11Z,-84.31997,30777.51,5741323777,30777.51,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc3NyIsInMiOiJZclVvNGlKWjhSRzRsc0phTWdCYkhRIn0.v6U9Pwyg0IcmUIssyHQWm8zCsS__LjUw_FVlIJspx8I,https://www.adzuna.com/land/ad/5741323777?se=YrUo4iJZ8RG4lsJaMgBbHQ&utm_medium=api&utm_source=abfa41a4&v=7150BC6D34859F7E64A771A2E9A505964A305392,Waiter (Waitress) - Urgently Hiring,"At Pizza Hut - Clayton, we're looking for enthusiastic individuals to join our front of house team as a full time or part time waiter/waitress. By joining our wait staff, you'll be expected to educate patrons on the menu, guide them through their meal, and provide a memorable experience. At Pizza Hut - Clayton, being able to think quickly, take problems in stride, and work well as part of a team is a must. Waiters/waitresses should learn the menu and continually educate themselves on specials. …",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Conley, Clayton County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Clayton County', 'Conley']",Pizza Hut - Clayton,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,37.38982,2026-05-26T12:43:11Z,-86.872504,25802.63,5741323772,25802.63,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc3MiIsInMiOiJZclVvNGlKWjhSRzRsc0phTWdCYkhRIn0.sBgwy_UjfeoJ_zFn4FgWIR1Kh2m9BBHsi2YEcYTvED0,https://www.adzuna.com/land/ad/5741323772?se=YrUo4iJZ8RG4lsJaMgBbHQ&utm_medium=api&utm_source=abfa41a4&v=53FAAA6043904CD5C49F2AB0F35D811F18014660,Food Champion - Day Time - Urgently Hiring,"Learn More About the MRCO Family at https://www.mrco.net with benefits that include Competitive Pay, Optional Daily Pay, Flexible Scheduling, Paid Time Off, Free Meal During Shift, and Career Path Opportunities! The Taco Bell Team Member is the first face that customers see when they walk through the door or the first voice they hear when they place a drive-thru order so YOU will set the tone for the Taco Bell customer experience and bring the great Taco Bell tastes to life. This is a very impo…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Beaver Dam, Ohio County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Ohio County', 'Beaver Dam']","Taco Bell - Beaver Dam, KY",Adzuna::API::Response::Company,
Adzuna::API::Response::Job,38.602398,2026-05-26T12:43:11Z,-90.563677,39153.87,5741323776,39153.87,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc3NiIsInMiOiJZclVvNGlKWjhSRzRsc0phTWdCYkhRIn0.zf9C-aIlESoQvRh_WjFC6al2VVzyW86t1lf74T3HqRs,https://www.adzuna.com/land/ad/5741323776?se=YrUo4iJZ8RG4lsJaMgBbHQ&utm_medium=api&utm_source=abfa41a4&v=8306819938387FCCACDF2260494A20872797F839,Shift Leader - Urgently Hiring,"Taco Bell joined Flynn Group in 2013 with the acquisition of 76 restaurants. Since then, we have more than tripled in size to become the 3rd largest Taco Bell franchisee in the world and growing. We believe that our success is built upon the talent and dedication of our employees. We are proud to offer an encouraging and inclusive work environment where every team member's ideas and contributions are valued. We are one of seven premier brands of Flynn Group, which was founded in 1999 by Greg Fl…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Ballwin, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Ballwin']",Taco Bell - Ellisville,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,33.64881,2026-05-26T12:43:11Z,-84.31997,24181.03,5741323773,24181.03,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXJVbzRpSlo4Ukc0bHNKYU1nQmJIUSIsImkiOiI1NzQxMzIzNzczIn0.JTwyWxc0m6UWJekeGu1gQW6YEoHCN_0mjF1kQZD5LZM,https://www.adzuna.com/land/ad/5741323773?se=YrUo4iJZ8RG4lsJaMgBbHQ&utm_medium=api&utm_source=abfa41a4&v=1D3AE5BF20DC78A69C66119B03A5D7051DD8FEA0,Kitchen Cook - Urgently Hiring,"Pizza Hut - Clayton is looking for a hardworking individual to join our kitchen team as a full time or part time Kitchen Cook in Clayton, GA. As part of the BOH team, you'll be responsible for food preparation that meets or exceeds hospitality and service standards, and must be able to prepare all foods to meet quantity and deadline requirements. Your job duties as a kitchen cook include but are not limited to: -Prepare all food items as directed in a sanitary and timely manner -Follow recipes …",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Conley, Clayton County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Clayton County', 'Conley']",Pizza Hut - Clayton,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,37.68703,2026-05-26T12:43:11Z,-77.56254,23370.21,5741323771,23370.21,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc3MSIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.CQ5dpvdEmiFdPQje-MiAHlen8hAIQY034l0ukx2X_hs,https://www.adzuna.com/land/ad/5741323771?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=70A4F4924CAC937E1854011D867BBDFB528DE909,Food Champion - Urgently Hiring,"Live Más with a career at Taco Bell! We’re looking for people who love serving customers, have experience in the restaurant industry and who want to be part of the largest restaurant company in the world! If you want to build a great career while providing fast, fun and friendly service to our customers, Taco Bell is the perfect place to learn, grow and succeed! You are applying for work with a franchisee of Taco Bell, not Taco Bell Corp. or any of its affiliates. If hired, the franchisee will …",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Glen Allen, Henrico County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Henrico County', 'Glen Allen']",Taco Bell Short Pump,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.805545,2026-05-26T12:43:10Z,-82.997529,41372.71,5741323765,41372.71,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc2NSIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.RCZldcEAfBT0mek0BP22MuvwuA_wTTSMScLd-Nx9isM,https://www.adzuna.com/land/ad/5741323765?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=7DCDE2B596BA6959EBAA43188400E7A46842AEFB,Kitchen Cook - Urgently Hiring,"Pizza Hut - Bad Axe is looking for a hardworking individual to join our kitchen team as a full time or part time Kitchen Cook in Bad Axe, MI. As part of the BOH team, you'll be responsible for food preparation that meets or exceeds hospitality and service standards, and must be able to prepare all foods to meet quantity and deadline requirements. Your job duties as a kitchen cook include but are not limited to: -Prepare all food items as directed in a sanitary and timely manner -Follow recipes …",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Bad Axe, Huron County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Huron County', 'Bad Axe']",Pizza Hut - Bad Axe,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.046325,2026-05-26T12:43:10Z,-91.135724,30156.64,5741323764,30156.64,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzY0In0.JbPcut9GYPTAOYLaUNr6g0pf4hNjqX7uSn0MYfHQbkk,https://www.adzuna.com/land/ad/5741323764?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=A19D0796E2E7EB991217611810AAD085D36A4CD4,Restaurant Cook - Urgently Hiring,"Pizza Hut - Prairie Du Chien is looking for a Restaurant Cook to join our team in Prairie du Chien, WI. This position is full time or part time. The restaurant cook is responsible for food preparation that meets or exceeds hospitality and service standards and must be able to prepare all foods to meet quantity and deadline requirements. As a restaurant cook at Pizza Hut - Prairie Du Chien you will prepare food items according to the menu, recipes, and special dietary or nutritional restrictions…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Prairie Du Chien, Crawford County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Crawford County', 'Prairie Du Chien']",Pizza Hut - Prairie Du Chien,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,44.91756,2026-05-26T12:43:10Z,-97.16976,32521.11,5741323757,32521.11,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzU3In0.QdQVK1UUMb3T0W3ytBgCEJf9Q65HOg1S9SaYWBO1MEU,https://www.adzuna.com/land/ad/5741323757?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=A2B11A50F595F90A628C1017CC9ED7C2E9F72BD2,Register Clerk - Urgently Hiring,"Taco Bell - Watertown is looking for a full time or part time Register Clerk to join our team in Watertown, SD. As a Register Clerk, you'll manage a high volume of transactions while providing a seamless experience for customers. You will use cash registers, POS terminals, and other related equipment to conduct monetary transactions with customers. The ideal candidate is dependable, excellent under pressure, and displays exceptional customer service to ensure the guests will return. Showing up …",Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,"Watertown, Codington County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Codington County', 'Watertown']",Taco Bell - Watertown,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.805545,2026-05-26T12:43:10Z,-82.997529,58750.74,5741323769,58750.74,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc2OSIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.Bl06zZzsWALOTljmSytJ4PJJ9Ab9t_d_YA7GSBkLGP0,https://www.adzuna.com/land/ad/5741323769?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=0DBF7D2D6C40F2F0215A92C6FD75BC0319667E96,Waiter (Waitress) - Urgently Hiring,"At Pizza Hut - Bad Axe, we're looking for enthusiastic individuals to join our front of house team as a full time or part time waiter/waitress. By joining our wait staff, you'll be expected to educate patrons on the menu, guide them through their meal, and provide a memorable experience. At Pizza Hut - Bad Axe, being able to think quickly, take problems in stride, and work well as part of a team is a must. Waiters/waitresses should learn the menu and continually educate themselves on specials. …",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Bad Axe, Huron County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Huron County', 'Bad Axe']",Pizza Hut - Bad Axe,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,46.762471,2026-05-26T12:43:10Z,-92.079296,24252.51,5741323758,24252.51,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc1OCIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.GbKHo-ZxxQrtRex-IrBRSs5qpheJDKFFGvlFO4-3StU,https://www.adzuna.com/land/ad/5741323758?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=87B0BFE476A9A105DF1E76BC0FF5C5DBE01B0428,Restaurant Cook - Urgently Hiring,"Taco Bell - Duluth is looking for a Restaurant Cook to join our team in Duluth, MN. This position is full time or part time. The restaurant cook is responsible for food preparation that meets or exceeds hospitality and service standards and must be able to prepare all foods to meet quantity and deadline requirements. As a restaurant cook at Taco Bell - Duluth you will prepare food items according to the menu, recipes, and special dietary or nutritional restrictions. You will also determine food…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Duluth, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Saint Louis County', 'Duluth']",Taco Bell - Duluth,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.805545,2026-05-26T12:43:10Z,-82.997529,58247.03,5741323766,58247.03,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc2NiIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.yvqKjRJRRk9Hnbxc8ZCGPVZW7iJ37hEy-IwdBf8B1EY,https://www.adzuna.com/land/ad/5741323766?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=FFEFC6E6F55BCE28E263D0A860AA6C6C71967517,Restaurant Supervisor - Urgently Hiring,"Pizza Hut - Bad Axe is currently hiring a full time or part time Restaurant Supervisor for our Bad Axe, MI location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Pizza Hut - Bad Axe in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should have effective verba…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Bad Axe, Huron County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Huron County', 'Bad Axe']",Pizza Hut - Bad Axe,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,37.38982,2026-05-26T12:43:10Z,-86.872504,28499.31,5741323763,28499.31,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzYzIn0.bAP2duMNqZ-sti76jWcXx0GASmdUP_F_M8mPYJsoSwY,https://www.adzuna.com/land/ad/5741323763?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=4CC7B533873AC79C3EDD94D64F1C0DE286A3F88A,Restaurant Supervisor - Urgently Hiring,"Taco Bell - Beaver Dam, KY is currently hiring a full time or part time Restaurant Supervisor for our Beaver Dam, KY location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Taco Bell - Beaver Dam, KY in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should hav…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Beaver Dam, Ohio County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Ohio County', 'Beaver Dam']","Taco Bell - Beaver Dam, KY",Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.046325,2026-05-26T12:43:10Z,-91.135724,43164.61,5741323755,43164.61,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzU1In0.Ny6M9DNLCN-gm1C9IG1QfES8hR8EeZZYUmYJFST_ttM,https://www.adzuna.com/land/ad/5741323755?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=F460B4FFF7C174BE05F764DA92ADEC79E942E2A0,Store Supervisor - Urgently Hiring,"Pizza Hut - Prairie Du Chien is looking for a full time or part time Store Supervisor for our location in Prairie du Chien, WI. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientat…",Retail Jobs,Adzuna::API::Response::Category,retail-jobs,"Prairie Du Chien, Crawford County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Crawford County', 'Prairie Du Chien']",Pizza Hut - Prairie Du Chien,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.046325,2026-05-26T12:43:10Z,-91.135724,21539.53,5741323768,21539.53,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzY4In0.Zqh6Ohl8HuPvJfvZ660dNP0m2ykKwZkdBSov5Gqf9zM,https://www.adzuna.com/land/ad/5741323768?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=807D98E43EA697969849962C1A42EB23899520D9,Cook - Urgently Hiring,"TITLE: Cook PURPOSE OF THE POSITION: The primary purpose of this position is to correctly and quickly prepare food orders placed by the customers; to ensure pizzas and other baked food products coming out of the oven have been prepared according to the customers’ orders; separate and organize all items for each individual order; separate orders based on whether the product is for dine-in, carryout, or delivery customers. Orders are then either boxed for carryout or delivery, or given to Servers…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Prairie Du Chien, Crawford County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Crawford County', 'Prairie Du Chien']",Pizza Hut - Prairie Du Chien,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,38.602398,2026-05-26T12:43:10Z,-90.563677,29880.81,5741323756,29880.81,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzU2In0.kgivoEwraJjeSf91gnFJlZLr3I6yP_EFlUYpLBpkkxY,https://www.adzuna.com/land/ad/5741323756?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=DA7CF3CB0D6D08CFBBBD37E9B7CBFF9F9FC371A9,Shift Manager - Urgently Hiring,"Taco Bell - Ellisville is currently looking for a full time or part time Shift Manager to join our team in Ellisville, MO. Shift Managers keep day to day operations running smoothly by leading their teams to success. A successful Shift Manager will keep everything running smoothly and roll up their sleeves to join their team when needed. Requirements: Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Ballwin, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Ballwin']",Taco Bell - Ellisville,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,44.91756,2026-05-26T12:43:09Z,-97.16976,33768.71,5741323753,33768.71,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc1MyIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.I21-PzqpsXoMDNJr2NGkxIRHIKy15nyuLPSBLE9GLuo,https://www.adzuna.com/land/ad/5741323753?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=62FEEB4E4B7B1A281F88B191DF77CEC8A5D41370,Restaurant Staff - Urgently Hiring,"Taco Bell - Watertown is looking for a full time or part time Restaurant Staff team member to join our team in Watertown, SD. The Restaurant Staff team member is responsible for customer service and commitment to excellence through meeting or exceeding hospitality and service standards. Restaurant Staff responsibilities include: -Effectively communicate with management in a timely manner regarding scheduling issues, customer service problems, and equipment malfunctions. -Follow all safety proce…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Watertown, Codington County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Codington County', 'Watertown']",Taco Bell - Watertown,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,43.046325,2026-05-26T12:43:09Z,-91.135724,32536.96,5741323751,32536.96,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzUxIn0.d6JqiXFUNQpvXbF6VrQnUrwuP2enxtkJDDevBTv0b9c,https://www.adzuna.com/land/ad/5741323751?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=56A281EF16924FC56AF1CEB233854FD245D25D0E,Restaurant Server - Urgently Hiring,"Pizza Hut - Prairie Du Chien is looking for hardworking and passionate individuals to join our restaurant as a full time or part time server. As a restaurant server, providing the customer with a memorable experience is key, and your role will be integral in making that happen. You'll be expected to answer menu questions, manage multiple tables, and support the rest of the FOH staff during your shifts. Being able to handle unique problems as they arise? A major bonus. Our restaurant servers sho…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Prairie Du Chien, Crawford County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Crawford County', 'Prairie Du Chien']",Pizza Hut - Prairie Du Chien,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,33.64881,2026-05-26T12:43:09Z,-84.31997,31178.34,5741323749,31178.34,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc0OSIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.8fF-frPaXGPApWCBHKTjTS1IpblFC3qmJgTbN6TEGtI,https://www.adzuna.com/land/ad/5741323749?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=AD89A628616B28464F5E1891AC239396270E97F2,Restaurant Supervisor - Urgently Hiring,"Pizza Hut - Clayton is currently hiring a full time or part time Restaurant Supervisor for our Clayton, GA location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Pizza Hut - Clayton in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should have effective verba…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Conley, Clayton County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Clayton County', 'Conley']",Pizza Hut - Clayton,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,44.91756,2026-05-26T12:43:09Z,-97.16976,37269.96,5741323752,37269.96,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzc1MiIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.q24Snd_LhnBYy7Uh-BPIcyDRdglT7uADRUL8VhFA7t0,https://www.adzuna.com/land/ad/5741323752?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=86717B51920C2B6B5AED24146646CDA42B316E0D,Shift Manager - Urgently Hiring,"What began as an idea between two brothers to open a Mexican restaurant has since grown into one of the largest, privately held Taco Bell franchisees in America. At Border Foods, we work with a people-first mantra. From cooks to cashiers to restaurant managers and beyond, we work together to bring to life the Core Values of Border Foods. Welcome to our family where you will continue to learn, evolve, and shape what comes next on our mission of making lives better. As a Shift Leader your mission…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Watertown, Codington County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Codington County', 'Watertown']",Taco Bell - Watertown,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,38.602398,2026-05-26T12:43:09Z,-90.563677,40999.14,5741323747,40999.14,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzQ3In0.btqGXpviAhkyirnLRenfwP5Cajt2GpOAUmUjcUcXvmM,https://www.adzuna.com/land/ad/5741323747?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=D724C09FED38E6400A9B0522B4CDCFF81AE7FC50,Assistant Manager - Urgently Hiring,"Taco Bell joined Flynn Group in 2013 with the acquisition of 76 restaurants. Since then, we have more than tripled in size to become the 3rd largest Taco Bell franchisee in the world and growing. We believe that our success is built upon the talent and dedication of our employees. We are proud to offer an encouraging and inclusive work environment where every team member's ideas and contributions are valued. We are one of seven premier brands of Flynn Group, which was founded in 1999 by Greg Fl…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Ballwin, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Ballwin']",Taco Bell - Ellisville,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,37.38982,2026-05-26T12:43:09Z,-86.872504,25890.93,5741323754,25890.93,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0JBZTR5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIzNzU0In0.x0YW44HYBmkVxkGBNaLxi-dm0UIEQGtScqyLYmXj6g8,https://www.adzuna.com/land/ad/5741323754?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=05303D07F3725144653B84CAB5DA47A76ED210F2,Service Champion - Day Time - Urgently Hiring,"Learn More About the MRCO Family at https://www.mrco.net with benefits that include Competitive Pay, Optional Daily Pay, Flexible Scheduling, Paid Time Off, Free Meal During Shift, and Career Path Opportunities! The Taco Bell Team Member is the first face that customers see when they walk through the door or the first voice they hear when they place a drive-thru order so YOU will set the tone for the Taco Bell customer experience and bring the great Taco Bell tastes to life. This is a very impo…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Beaver Dam, Ohio County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Ohio County', 'Beaver Dam']","Taco Bell - Beaver Dam, KY",Adzuna::API::Response::Company,
Adzuna::API::Response::Job,45.946904,2026-05-26T12:43:05Z,-119.355392,60781.77,5741323718,60781.77,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMzcxOCIsInMiOiJfQkFlNHlKWjhSR0JqTzhuWGVTbGtnIn0.h3RCWZsA04vjiVsrjmE0zUL-XFj2c68noFwi9mbXASY,https://www.adzuna.com/land/ad/5741323718?se=_BAe4yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=6D50AAA0CD5E02E1DA809AAAB2E8AAAC02AF0DFD,Plant Operations | Maintenance Assistant,"Our hospitality-based care services and superstar employees (like you!) inspire new and creative ways of doing business and serving our residents and their families. Our employees are the heart of Leisure Care communities, working to make our communities feel just like home. Our teams work together to bring premier dining, personalized fitness, and engaging activities to older adults while also making a profound difference in the lives of our residents and their families. Remember to check your…",Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"Umatilla, Umatilla County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Umatilla County', 'Umatilla']",Hawthorne Court,Adzuna::API::Response::Company,
