longitude,redirect_url,id,title,salary_min,salary_max,description,salary_is_predicted,__CLASS__,created,contract_time,latitude,adref,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,location.area,location.display_name,location.__CLASS__,contract_type
-89.434374,https://www.adzuna.com/land/ad/5790054772?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=61095D4BE00407E6463F5765903B1D99EBC088EC,5790054772,Supv Fuel Handling,97612.79,97612.79,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,42.05408,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzcyIn0.PUtbMopbKeTI9VYRqrNZCxE5LJk7dkSlkFQ1DiWvJgg,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Ogle County', 'Mount Morris']","Mount Morris, Ogle County",Adzuna::API::Response::Location,
-90.371759,https://www.adzuna.com/land/ad/5790054760?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=B9B6E5EB0E95E23AAD76B04729A71F216231CD99,5790054760,Work Week Manager,87719.2,87719.2,"Who We Are As the nation's largest producer of clean, carbon-free energy, Constellation is focused on our purpose: accelerating the transition to a carbon-free future. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Our culture and employee experience make it clear: We are powered by passion and purpose. Together, we're creating healthier communities and a cleaner planet, and our …",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.608394,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc2MCIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.QBGmug90amqwMAuxElGPGwmWpEA90pJAaS3qUiGg1p0,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Iowa', 'Scott County', 'Le Claire']","Le Claire, Scott County",Adzuna::API::Response::Location,
-88.9758,https://www.adzuna.com/land/ad/5790054738?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=75D3610381FF3F422E6CBCCEE7FA2512C259B38F,5790054738,Maintenance FIN Supervisor,105617.49,105617.49,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,40.31928,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzM4In0.ORq9Z4xGHlzQNSSHaLGrYFfar0KpnN1ZoY3yNfde2_I,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'McLean County', 'Lyttleville']","Lyttleville, McLean County",Adzuna::API::Response::Location,
-89.21845,https://www.adzuna.com/land/ad/5790054746?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=E847EC809B9212D3A186FC8D5E14958FBE37C80C,5790054746,Prin Project Manager,159574.72,159574.72,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.38131,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzQ2In0.-hTZv1Sji9d5O58hq9_vi5xbLGF72964l_NdB6EqROo,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Bureau County', 'Ladd']","Ladd, Bureau County",Adzuna::API::Response::Location,
-90.309438,https://www.adzuna.com/land/ad/5790054762?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=200634FAE1F1B8D452FFCA611A2779CADFAA024A,5790054762,Work Week Manager,90744.23,90744.23,"Who We Are As the nation's largest producer of clean, carbon-free energy, Constellation is focused on our purpose: accelerating the transition to a carbon-free future. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Our culture and employee experience make it clear: We are powered by passion and purpose. Together, we're creating healthier communities and a cleaner planet, and our …",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.684251,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzYyIn0.Yany_Hgn39TM2VRoh2rcKL2Mwle3ZWOvzUvUYG1d2KA,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Rock Island County', 'Cordova']","Cordova, Rock Island County",Adzuna::API::Response::Location,
-88.83564,https://www.adzuna.com/land/ad/5790054754?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=4A4F8B7BCA8A5613C1D6D927ADC9137A4C172734,5790054754,Supv Fuel Handling,113022.44,113022.44,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.37612,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc1NCIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.wo92qugK7FcyKybKNKYDw-yvJ5u57egh4Y63CR-JJZo,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'LaSalle County', 'Ottawa']","Ottawa, LaSalle County",Adzuna::API::Response::Location,
-88.7733,https://www.adzuna.com/land/ad/5790054783?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=25E3F3DDBFA5812287E07AC519D25139F95EBAB6,5790054783,Prin Project Manager,150931.95,150931.95,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.43612,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzgzIn0.bRwiuTjuCbMjiJJ97L8KNoLIKtgdS7I3JWsVuQS2WMk,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'LaSalle County', 'Dayton']","Dayton, LaSalle County",Adzuna::API::Response::Location,
-88.83564,https://www.adzuna.com/land/ad/5790054766?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=73E9C0030E637B3812B970166414B4BD1B2DBC6A,5790054766,Prin Project Manager,174890.39,174890.39,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.37612,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc2NiIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.tszK_5Ek-ylLjpY0rw-Vna0xCl_LBzz5VdiMA4FUq20,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'LaSalle County', 'Ottawa']","Ottawa, LaSalle County",Adzuna::API::Response::Location,
-89.264479,https://www.adzuna.com/land/ad/5790054759?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=38E62077BD0A4FE1E3C0323AC74E12378A5C0DA7,5790054759,Supv Fuel Handling,127712.25,127712.25,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,42.126166,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc1OSIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.DkgtvZnCqDiQiZeAosSr6iFpHHoz0Rlt6gwGmSRk60U,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Ogle County', 'Byron']","Byron, Ogle County",Adzuna::API::Response::Location,
-88.647456,https://www.adzuna.com/land/ad/5790054734?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=3B33325ADBFB2D9525429EAB1D4800F80961F8A1,5790054734,Maintenance FIN Supervisor,104862.95,104862.95,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,40.12145,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzM0In0.lewp7imoaAKRtvXKcKTt8_-qLy1ZbabgTzEMGogoFa0,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Piatt County', 'De Land']","De Land, Piatt County",Adzuna::API::Response::Location,
-88.763568,https://www.adzuna.com/land/ad/5790054774?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=494FAC08EB6B09E7D7EE58C36BA90014D4200C5E,5790054774,Supv Fuel Handling,101439.12,101439.12,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,42.099994,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0Nzc0In0.U2lPszY1aspCNEwkilL2I2PWajnnhNRkt6LRl2-we8M,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'DeKalb County', 'Kingston']","Kingston, DeKalb County",Adzuna::API::Response::Location,
-90.092968,https://www.adzuna.com/land/ad/5790054751?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=33146EE219D06BD0155CC72FC00E4952E7EFDB24,5790054751,Work Week Manager,94088.23,94088.23,"Who We Are As the nation's largest producer of clean, carbon-free energy, Constellation is focused on our purpose: accelerating the transition to a carbon-free future. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Our culture and employee experience make it clear: We are powered by passion and purpose. Together, we're creating healthier communities and a cleaner planet, and our …",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.98051,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc1MSIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.aWSidgAPHfK4X-dyjFXiN5IGMO-r53OWKx_eLDLy3i8,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Carroll County', 'Thompson']","Thompson, Carroll County",Adzuna::API::Response::Location,
-88.413148,https://www.adzuna.com/land/ad/5790054731?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=F83F07EFAE36FED8F00C1968B491393B05AA808C,5790054731,Supv Fuel Handling,102392.49,102392.49,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.248446,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDczMSIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.u27PYhiHhnj2s4swC0p3uJm-6RPiUZIVmXf_RTB-sVI,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Grundy County', 'Mazon']","Mazon, Grundy County",Adzuna::API::Response::Location,
-90.18858,https://www.adzuna.com/land/ad/5790054758?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=E96348140AD9FA117B99ACF9B0CC10A44D355D1C,5790054758,Supv Fuel Handling,101233.27,101233.27,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.84442,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc1OCIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.KExZGOxGXonWFKlb6rkglII8KW5WeVmxVcyE6ZR2Ol4,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Iowa', 'Clinton County', 'Clinton']","Clinton, Clinton County",Adzuna::API::Response::Location,
-88.123495,https://www.adzuna.com/land/ad/5790054779?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=F7FCD8B5729DC367FEFC0AA911206DF413AA435E,5790054779,Supv Fuel Handling,112199.8,112199.8,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.565048,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc3OSIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.cbRIebSE8gEhIX1psf3CVU3W_4bgzpiikw9mjRab_WA,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Will County', 'Crest Hill']","Crest Hill, Will County",Adzuna::API::Response::Location,
-88.645979,https://www.adzuna.com/land/ad/5790054729?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=5AA4C1CAF281931C752D0F42C0B8A5C56912D17F,5790054729,Prin Project Manager,166998.27,166998.27,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.162005,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDcyOSIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.0aRQalKXkf2y9Te8Kvn_WU53pH_lkup6PZLceKSMvVQ,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'LaSalle County', 'Ransom']","Ransom, LaSalle County",Adzuna::API::Response::Location,
-88.413148,https://www.adzuna.com/land/ad/5790054775?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=FDA255B42F3449036CC738EB021A7138A47FA859,5790054775,Sr Project Manager,128902.96,128902.96,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.248446,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0Nzc1In0.y4xdMesMrz1zUMuVgvKcSvhZf6BJb0Gw49tm3KbnUGk,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Grundy County', 'Mazon']","Mazon, Grundy County",Adzuna::API::Response::Location,
-90.55722,https://www.adzuna.com/land/ad/5790054752?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=23A4B16143049C1C4CFC3E732DB655ACFACA80ED,5790054752,Sr Mgr Maintenance Execution,145453.17,145453.17,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.66028,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzUyIn0.nc34Vaw2OQZTFbsVBZKODUg8YEQjS29-QTmsl6z8WXA,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Iowa', 'Scott County', 'Eldridge']","Eldridge, Scott County",Adzuna::API::Response::Location,
-89.061574,https://www.adzuna.com/land/ad/5790054757?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=DDF766DDB187F945BA2D6A48F80C974CA004F9DE,5790054757,Supv Fuel Handling,94175.66,94175.66,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.294824,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc1NyIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.rOMU6fzf6XSMO9XVSoMa3ZfHvqRCYeke-iATk10cuZA,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'LaSalle County', 'Oglesby']","Oglesby, LaSalle County",Adzuna::API::Response::Location,
-89.349668,https://www.adzuna.com/land/ad/5790054743?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=7C0E585A8379E76707821543E7FDE6491F7D09BA,5790054743,Maintenance FIN Supervisor,100476.12,100476.12,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,39.970113,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzQzIn0.olOF14r-Q_hkEQoG_WC6rkh6kprnhsS4DsGhx5v9umg,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Logan County', 'Mount Pulaski']","Mount Pulaski, Logan County",Adzuna::API::Response::Location,
-88.51796,https://www.adzuna.com/land/ad/5790054730?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=0049F496646CB35BB9FAAAC487B8D496781053CA,5790054730,Sr Project Manager,128805.64,128805.64,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.23698,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0NzMwIn0.rwvp8GsRX4xT8RkYJ7kw5YPyZimBR1oamUdKPPAJZww,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Grundy County', 'Verona']","Verona, Grundy County",Adzuna::API::Response::Location,
-88.508305,https://www.adzuna.com/land/ad/5790054778?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=B26257594958A3D7DAC5B224C162989702B3C022,5790054778,Maintenance FIN Supervisor,104186.21,104186.21,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,40.102464,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWp4LWQxZDU4UkdldWJVNV8tOE9HZyIsImkiOiI1NzkwMDU0Nzc4In0.TrYmwQ_KB9YwennW-KeKmouYie5MEwk7QUwMa0RNa2g,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Piatt County', 'White Heath']","White Heath, Piatt County",Adzuna::API::Response::Location,
-89.095656,https://www.adzuna.com/land/ad/5790054770?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=1D0F51C51640F31042368F876863432BBC42D3B1,5790054770,Supv Fuel Handling,101769.73,101769.73,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,42.064749,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc3MCIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.R5bnK3tQWa_QAJJBUpaApmxSbPSrXALOn49Tp3-ln_w,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Ogle County', 'Davis Junction']","Davis Junction, Ogle County",Adzuna::API::Response::Location,
-90.204878,https://www.adzuna.com/land/ad/5790054753?se=5jx-d1d58RGeubU5_-8OGg&utm_medium=api&utm_source=abfa41a4&v=01DEAAD900AB4CBF7A2D6C33FA2D978B7710DC4B,5790054753,Sr Mgr Maintenance Execution,135006.08,135006.08,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",1,Adzuna::API::Response::Job,2026-07-06T12:09:38Z,,41.596401,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NDc1MyIsInMiOiI1angtZDFkNThSR2V1YlU1Xy04T0dnIn0.LVQwsq-U7jhX8912DglGqpbL_SS9bZP3mXm2GjXLwD0,Constellation Energy,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category,"['US', 'Illinois', 'Rock Island County', 'Hillsdale']","Hillsdale, Rock Island County",Adzuna::API::Response::Location,
