salary_min,created,redirect_url,salary_max,adref,contract_type,id,description,__CLASS__,salary_is_predicted,longitude,latitude,title,category.__CLASS__,category.tag,category.label,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time
34811.68,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190947?utm_medium=api&utm_source=abfa41a4,34811.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTQ3In0.QjDtRdUSd2bYGAXv7p1x3AQB6-u_PAwRUN0ufNVJrI4,,5698190947,"Overview: Six Flags Entertainment Corporation is the world’s largest regional theme park company with 42 parks across North America. Six Flags has entertained millions of families with world-class coasters, themed rides, thrilling water parks, and unique attractions. With a culture built on safety, service, fun and friendliness, integrity, innovation, and results orientation, our mission at Six Flags New England is to create fun and thrills for all ages. Pay Starting at $16.25/Hour Responsibili…",Adzuna::API::Response::Job,1,-72.625124,42.329604,Shows Tailoring and Repair,Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,"Northampton, Hampshire County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampshire County', 'Northampton']",Six Flags New England,Adzuna::API::Response::Company,
67274.41,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190913?utm_medium=api&utm_source=abfa41a4,67274.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTEzIn0.1bh0pOIrU0sgFeZZVViPq1GxVUHrWPnAqm28G5O8OW4,,5698190913,"Overview: Six Flags Entertainment Corporation is seeking a Supervisor –Accounting requires a professional knowledge of the finance and accounting systems of amusement park operations. This role is responsible for carrying out the financial accounting activities of the company as developed by the Chief Accounting Officer (CAO), Controller and the Director of Accounting. The Supervisor – Accounting is a full-time salaried position and reports to a Corporate Manager – Financial Accounting and lead…",Adzuna::API::Response::Job,1,-82.008014,41.453158,Supervisor – Accounting,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,"Avon, Lorain County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Lorain County', 'Avon']",Six Flags Corporate,Adzuna::API::Response::Company,full_time
51955.2,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190931?utm_medium=api&utm_source=abfa41a4,51955.2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDkzMSIsInMiOiJFbDFNczBnMzhSR0taOVRETTJaNXlnIn0.E0_spQJA0dGliIfh0ZlW-hyHqie3Ci4iC6HPc6wwwz4,,5698190931,"Overview: $12.50/Hour At Carowinds, work is FUN! As an essential part of our Aquatics Attendants team, you will operate select waterpark attractions and are responsible for ensuring guests have a safe experience prior to entering attractions. You’ll also: Maintain order of guests waiting to attraction and check for and enforce all attraction restrictions and recommendations Communicate safety regulations with guests Monitor attraction continuously for malfunction or safety concerns and communic…",Adzuna::API::Response::Job,1,-80.846082,35.232678,Aquatics Attendant,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Charlotte, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Carowinds,Adzuna::API::Response::Company,
27371.71,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190926?utm_medium=api&utm_source=abfa41a4,27371.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTI2In0.lp0fbhk0XyIXDxzloGcw4Dhc4lMm6BDsOyPCrYQYcKg,,5698190926,"Overview: $14-16 per hour! Maintains the campground location according to Park standards. The Grounds Attendants are responsible for upkeep and cleaning of outdoor public areas in Camp Wilderness. Responsible for the overall cleanliness of public restrooms facilities. Components include (but not limited to) sinks, toilets, urinals, showers, counters, floors, windows, and walls. Responsible for daily cleaning of charcoal grills, as well as proper disposal of coal and ash. Responsible for picking…",Adzuna::API::Response::Job,1,-80.814794,34.991815,Campgrounds Grounds Attendant,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,"Marvin, Union County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Union County', 'Marvin']",Carowinds,Adzuna::API::Response::Company,part_time
0.0,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190921?utm_medium=api&utm_source=abfa41a4,100000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDkyMSIsInMiOiJFbDFNczBnMzhSR0taOVRETTJaNXlnIn0.jB4aJsKVo7aP01GMZR8Eo9yEnLld2X7BmmPNZI0PZKw,contract,5698190921,"Sysco is Now Hiring CDL-A Drivers in Lincoln, NE! Immediately Hiring CDL-A Drivers Earn Up to $100,000 per Year* - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is at the heart of food and service. Benefits…",Adzuna::API::Response::Job,0,-95.931031,41.238227,"CDL-A Drivers - Earn Up to $100,000/Year  Comprehensive Benefits",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"Omaha, Douglas County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Douglas County', 'Omaha']",Sysco,Adzuna::API::Response::Company,
31581.74,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190917?utm_medium=api&utm_source=abfa41a4,31581.74,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTE3In0.7z08894EFw9_OlTc4z-R-7lXjyD94gMVZVy5hlMYxLk,,5698190917,"Overview: $16.90 / hour 18 to apply Assist associates in distribution and fitting of correct uniform for asigned position. Maintains inventory and restock as items are returned from linen services. Responsibilities: Hangs, sorts, and stores uniform items; stocks wardrobe shelves and racks. Conducts inventory of wardrobe inventory and supplies. Provides guest service according to Six Flags standards when serving the guest or working with subordinates, including initiating guest interactions, ans…",Adzuna::API::Response::Job,1,-118.012753,33.842872,Wardrobe Attendant,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,"Buena Park, Orange County",Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Buena Park']",Knott's Berry Farm,Adzuna::API::Response::Company,part_time
32326.18,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190929?utm_medium=api&utm_source=abfa41a4,32326.18,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTI5In0.j-O46avmQc2NeKkwiZBI1_HB9hVBLnfIVv-rQGhQrZ4,,5698190929,"Overview: $17/hour As a Seaonal Plumber's Helper, you will assist in the operation, maintenance and inspection of swimming pools, water slides and other related equipments as required to support the operation of Soak City! Responsibilities: Assists Plumbers as needed in Soak City Waterpark. Records readings from water meters each hour. Clean pump strainers and other parts of the filtration system. Tests chlorine and phosphorous levels of water. Qualifications: General mechanical knowledge Good …",Adzuna::API::Response::Job,1,-77.488102,38.296969,Seasonal Plumber Helper,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,"Fredericksburg City, Virginia",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fredericksburg City']",Kings Dominion,Adzuna::API::Response::Company,
57798.87,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190934?utm_medium=api&utm_source=abfa41a4,57798.87,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTM0In0.U33rIdLrhZa50pOGgGHQWxp8NKvlLJ7vWevaYrFDR6s,,5698190934,"Overview: Why Join Us? At Six Flags Entertainment Corporation, we value a collaborative atmosphere where new ideas are welcomed. If you’re looking to grow your skills and make a difference while having FUN, we’d love to hear from you! Overview: Six Flags is seeking an Accountant II – Financial Accounting. The Accountant II – Financial Accounting will be responsible for carrying out the financial accounting activities of the company as developed by the Chief Accounting Officer (CAO), Controller …",Adzuna::API::Response::Job,1,-82.707961,41.44894,Accountant II – Financial Accounting,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,"Sandusky, Erie County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Erie County', 'Sandusky']",Six Flags Corporate,Adzuna::API::Response::Company,full_time
59664.84,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190949?utm_medium=api&utm_source=abfa41a4,59664.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTQ5In0.KcPDnlL4VJsGvoGYroLeQN0IXGnmaSMYt63nqxQQezk,,5698190949,"Overview: Ready to make a splash in your career? Six Flags New England is home to the region’s largest waterpark, but before we can let our guests grab a tube or jump in for a swim, we need you to make sure our operation is ready to go! You’ll train, develop, and coordinate the team that creates the summer fun for our guests. With a focus on safety, innovation, and fun, you’ll ensure our team exceeds! Salary Starting at $50-60K a year Responsibilities: Overseeing all operational functions relat…",Adzuna::API::Response::Job,1,-72.625124,42.329604,Aquatics Supervisor - Full-time,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Northampton, Hampshire County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampshire County', 'Northampton']",Six Flags New England,Adzuna::API::Response::Company,full_time
23436.19,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190948?utm_medium=api&utm_source=abfa41a4,23436.19,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTQ4In0.hnG6C_2UNszAupPfZsRUaJAbPfbY-twNHmyqgOIBBas,,5698190948,"Overview: $13/hour Must be at least 18 years of age A seasonal Campground Grounds Attendant is responsible for maintaining the overall cleanliness of the campground. Working at Kings Dominion, you will have access to these amazing perks: PAID Training for Industry Certifications! FREE Uniforms! FREE Admission to Kings Dominion and other Six Flags Parks! FREE Tickets for family and friends! Discounts on Food and Merchandise! Work with people from all over the world! Employee-only RIDE nights, GA…",Adzuna::API::Response::Job,1,-77.45,37.56,Campground Grounds Attendant,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,"Richmond, Richmond County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Richmond County', 'Richmond']",Kings Dominion,Adzuna::API::Response::Company,
40822.13,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190915?utm_medium=api&utm_source=abfa41a4,40822.13,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDkxNSIsInMiOiJFbDFNczBnMzhSR0taOVRETTJaNXlnIn0.pzdKCWdZoKxep5Zot5CuVNO3UhVaf6IwSF2KziMrcKk,,5698190915,"Overview: $12.50 / Hour At Carowinds, work is FUN! As an essential part of our Food & Beverage team, you will prepare and serve high quality food items to top off a perfect visit for our guests. You’ll also: Take, prepare, and distribute food orders. Conduct sales transactions on POS (point of sales) system. Clean and sanitize assigned work location, equipment, and utensils. Adhere to safety procedures and follow instructions. Some of our amazing perks and benefits: FREE admission to Carowinds …",Adzuna::API::Response::Job,1,-80.846082,35.232678,Food Service Associate,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Charlotte, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Carowinds,Adzuna::API::Response::Company,
26738.79,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190942?utm_medium=api&utm_source=abfa41a4,26738.79,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDk0MiIsInMiOiJFbDFNczBnMzhSR0taOVRETTJaNXlnIn0.HlBex4bfxcNPabjsm2UJMeNYDT2lLh1NQADWiyJT4t0,,5698190942,"Overview: $15/hour At Cedar Point, work is FUN! As a Human Resources Associate, you’ll assist candidates with their preboarding and onboarding processes, administration/maintenance of established training programs and initiatives. Responsibilities: Collaborates and partners with leadership to understand staffing needs and positions across the park. Conducts interviews via phone and in-person and makes hiring decisions or recommendations for seasonal positions. Manages requisitions from sourcing…",Adzuna::API::Response::Job,1,-83.121863,41.35033,Human Resources Assistant - Hiring & Training,Adzuna::API::Response::Category,hr-jobs,HR & Recruitment Jobs,"Fremont, Sandusky County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Sandusky County', 'Fremont']",Cedar Point,Adzuna::API::Response::Company,
34320.0,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190943?utm_medium=api&utm_source=abfa41a4,34320.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTQzIn0.IAEEUwwTPF7utjG7hF85JkKf2IBlEswzr51yaFrAhzk,,5698190943,"Overview: Join us on Saturday March 28th from 11am-3pm at Six Flags Great America for our Lifeguard Hiring Event! Provides attentive swimmer surveillance of incidents and response to any emergency situation with efficiency and professionalism. This position requires teamwork abilities, a positive attitude, and responsibility. Responsibilities: Essential Duties and Responsibilities: Respond to emergency situations in a professional and efficient manner with a teamwork approach. Solve and handle …",Adzuna::API::Response::Job,0,-87.902019,42.3703,Lifeguard - $16.50/HR -Hiring Event March 28th!,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,"Gurnee, Lake County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Lake County', 'Gurnee']",Six Flags Great America & Hurricane Harbor,Adzuna::API::Response::Company,
30548.45,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190924?utm_medium=api&utm_source=abfa41a4,30548.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTI0In0.h5KtJLVBGra9x1YYcbJKwRTA01eTyrpTyxmmjtKJwFs,,5698190924,"Overview: $14 / hour Looking for fun and engaging work? Join us at Kings Dominion and help shuttle guests and staff to various locations at the park! Responsibilities: As a seasonal shuttle bus driver you will: Perform minor maintenance on vehicles, including fueling, oil checks and cleaning. Schedules repairs or maintenance work to vehicles with supervision as needed Use excellent customer service skills, establish and maintain effective working relationships with other employees and all membe…",Adzuna::API::Response::Job,1,-77.488102,38.296969,Shuttle Bus Driver,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"Fredericksburg City, Virginia",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fredericksburg City']",Kings Dominion,Adzuna::API::Response::Company,
35434.96,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190911?utm_medium=api&utm_source=abfa41a4,35434.96,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDkxMSIsInMiOiJFbDFNczBnMzhSR0taOVRETTJaNXlnIn0.B9gq6Cs5-1r0XAJ6EJc2Z3aB_v-qkd0th06kuUmCRzs,,5698190911,"Overview: Six Flags Entertainment Corporation is the world’s largest regional theme park company with 42 parks across North America. Six Flags has entertained millions of families with world-class coasters, themed rides, thrilling water parks, and unique attractions. With a culture built on safety, service, fun and friendliness, integrity, innovation, and results orientation, our mission at Six Flags New England is to create fun and thrills for all ages. Pay Starting at $16.25/Hour Responsibili…",Adzuna::API::Response::Job,1,-72.662236,41.789968,Shows Tailoring and Repair,Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,"Hartford, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Hartford']",Six Flags New England,Adzuna::API::Response::Company,
51629.36,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190928?utm_medium=api&utm_source=abfa41a4,51629.36,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTI4In0.7ZFx1VnHTzYYYsq82hagsXbZGBwm5q6Vtmhidti39gQ,,5698190928,"Overview: Job Summary: Shuttle Drivers operate 15-passenger vans in order to transport employees to and from the park quickly and safely. This position is accountable for delivering a superior experience while enforcing all park policies and procedures. Responsibilities: Essential Duties and Responsibilities: Operating vans in a safe and efficient manner Monitoring and redirecting van operations as required Reporting maintenance and safety issues to Supervisor Abiding by rules of the road, incl…",Adzuna::API::Response::Job,1,-97.152093,32.633077,Human Resources Driver,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"Arlington, Tarrant County",Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Arlington']",Six Flags Over Texas,Adzuna::API::Response::Company,part_time
40716.84,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190937?utm_medium=api&utm_source=abfa41a4,40716.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTM3In0.GBmBUR2vnNkFTCHAXL5wdTgtilPIAt5qh2krtMZ0Ehg,,5698190937,"Overview: 2026 Touring Water Parade Join the Splash Water Parade Touring Team! The Splash Water Parade is a groundbreaking touring production that combines singers, dancers, breathtaking water effects, cutting-edge technology, and dazzling performances. We’re looking for talented individuals with diverse technical, operational, and creative expertise to bring this spectacular parade to life on one of our 2 multi-city tours. All roles are seasonal positions Work is based on a 6 day work week Day…",Adzuna::API::Response::Job,1,-80.604937,35.423548,Wardrobe Technician (Seasonal),Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,"North Concord, Cabarrus County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Cabarrus County', 'North Concord']",Six Flags Corporate,Adzuna::API::Response::Company,
44610.68,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190927?utm_medium=api&utm_source=abfa41a4,44610.68,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDkyNyIsInMiOiJFbDFNczBnMzhSR0taOVRETTJaNXlnIn0.vYCp4v4Ftg04kPCOiKoNKpvi5rQZl9UP_dgYccLg5vs,,5698190927,"Overview: We are seeking a skilled and experienced HVAC/R Technician to join our team. The ideal candidate will have experience in commercial heating and air conditioning systems as well as walk-in coolers and freezers. The technician will be responsible for installing, maintaining, and repairing HVAC and refrigeration systems to ensure optimal performance and efficiency. This is a fulltime, year-round position. Hourly Rate: $29-35.00/Hour Responsibilities: Install, maintain, and repair HVAC sy…",Adzuna::API::Response::Job,1,-72.625124,42.329604,HVAC/R Technician - Full-time,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"Northampton, Hampshire County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampshire County', 'Northampton']",Six Flags New England,Adzuna::API::Response::Company,full_time
32837.4,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190939?utm_medium=api&utm_source=abfa41a4,32837.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTM5In0.VxAeHPXiRLU382e1tYooVbm5nfyME_Xxc7sdxgUHqL8,,5698190939,"Overview: For more than 55 years, Six Flags has entertained millions of families with world-class coasters, themed rides, thrilling water parks and unique attractions. With a culture built on safety, service, fun and friendliness, integrity, innovation, and results orientation, our mission at Six Flags New England is to create fun and thrills for all ages. Pay Starting at $15.75/Hour Responsibilities: Talking with guests and addressing questions and concerns regarding park policies and procedur…",Adzuna::API::Response::Job,1,-72.662236,41.789968,Guest Relations/Customer Service Team,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,"Hartford, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Hartford']",Six Flags New England,Adzuna::API::Response::Company,
65450.62,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190925?utm_medium=api&utm_source=abfa41a4,65450.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTI1In0.LSRhmSM8j9BVsSZOjbRaf0bzEf_IyM67Isd8ko3Yxz8,,5698190925,"Overview: 2026 Touring Water Parade Join the Splash Water Parade Touring Team! The Splash Water Parade is a groundbreaking touring production that combines singers, dancers, breathtaking water effects, cutting-edge technology, and dazzling performances. We’re looking for talented individuals with diverse technical, operational, and creative expertise to bring this spectacular parade to life on one of our 2 multi-city tours. All roles are seasonal positions Work is based on a 6 day work week Day…",Adzuna::API::Response::Job,1,-80.846082,35.232678,Technical Crew Chief (Seasonal),Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"Charlotte, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Six Flags Corporate,Adzuna::API::Response::Company,
0.0,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190944?utm_medium=api&utm_source=abfa41a4,43451.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWwxTXMwZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTQ0In0.KIM9lzAgb4gwLau88xlLEGI7Em6wn9OpNKkvJuT5xhE,,5698190944,"Overview: Be a part of our landscaping team! From planting flowers and trimming trees to watering plants through out the park our landscaping team works year round in our greenhouse and park to create and upkeep beautiful creations that add to our parks environment. Responsibilities: Essential Duties and Responsibilities Keeping all turf grass neatly mowed and trimmed Watering of plant materials on an as needed basis Transplanting of trees, shrubs, groundcovers, and flowers Pruning of plant mat…",Adzuna::API::Response::Job,0,-88.304491,42.322304,Landscaper- Full Time- $20.89/HR,Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,"Mchenry, McHenry County",Adzuna::API::Response::Location,"['US', 'Illinois', 'McHenry County', 'Mchenry']",Six Flags Great America & Hurricane Harbor,Adzuna::API::Response::Company,full_time
40600.82,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190930?utm_medium=api&utm_source=abfa41a4,40600.82,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS3FoNXRFZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTMwIn0.NaNhe-8WBXhgH3h0KqhGGSwiKFnJZSg2ukukbuqjuoA,,5698190930,"Overview: Job Status/Type: Full time Position Level : Level II Shift/ Schedule Requirements: Ability to work various shifts and days including nights, weekends and holiday periods to meet business needs. Performs inspections, maintenance, troubleshooting, repair, and annual rehabilitation of a variety of different amusement rides and attractions, depending on level of employee. Areas of responsibility include (but are not limited to) maintenance of gearboxes, chains, sprockets, hydraulic system…",Adzuna::API::Response::Job,1,-80.814794,34.991815,Ride Mechanic II - Industrial Maintenance,Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,"Marvin, Union County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Union County', 'Marvin']",Carowinds,Adzuna::API::Response::Company,full_time
48465.14,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190918?utm_medium=api&utm_source=abfa41a4,48465.14,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS3FoNXRFZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTE4In0.bjpqOO55tio-xmRoTl_XcfISnyJzBYUJkk_rAkhWH0I,,5698190918,Overview: To entertain and engage with guests to creeate an immersive experience as directed by Production staff. Responsibilities: Essential Duties and Responsibilities: Perform all shows on time and follow instructions from Lead or Supervisor for Meet & Greets. Perform your respective roles as set by the Production Staff and Full Time Management. The performance will not vary from the direction set during the production period throughout the course of the show’s run. Strictly adhere to the pa…,Adzuna::API::Response::Job,1,-87.902019,42.3703,Entertainment 2026,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Gurnee, Lake County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Lake County', 'Gurnee']",Six Flags Great America & Hurricane Harbor,Adzuna::API::Response::Company,full_time
48857.55,2026-04-13T10:48:23Z,https://www.adzuna.com/details/5698190933?utm_medium=api&utm_source=abfa41a4,48857.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS3FoNXRFZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwOTMzIn0.POfGs0qT1k-pHs_QVuklexGLQJi7-r1_cArtXk6VSaM,,5698190933,"Overview: $25.4-37 per hour! The Facilities Electrician inspects, installs, repairs, and maintains all of the electrical systems and equipment. This includes but not limited to: wiring, electrical fixtures, electric motors, motor controls, variable frequency drives, soft starters, programmable logic controls, pumps, lighting, generators and all levels of electrical distribution, transformers, and inverters. Responsibilities: Assemble, install, test, and maintain electrical wiring, equipment, ap…",Adzuna::API::Response::Job,1,-81.273907,35.185338,Electrical Controls Specialist Senior - Ride Electrical,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"Gastonia, Gaston County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Gaston County', 'Gastonia']",Carowinds,Adzuna::API::Response::Company,full_time
0.0,2026-04-13T10:48:22Z,https://www.adzuna.com/details/5698190896?utm_medium=api&utm_source=abfa41a4,100000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS3FoNXRFZzM4UkdLWjlURE0yWjV5ZyIsImkiOiI1Njk4MTkwODk2In0.WbGjim3WMSuDc45cmMv4Ec4IDYzFGkEv-qKhNB2R7gE,contract,5698190896,"Sysco is Now Hiring CDL-A Drivers in Lincoln, NE! Immediately Hiring CDL-A Drivers Earn Up to $100,000 per Year* - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is at the heart of food and service. Benefits…",Adzuna::API::Response::Job,0,-95.997729,41.207431,"CDL-A Drivers - Earn Up to $100,000/Year  Comprehensive Benefits",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"Ralston, Douglas County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Douglas County', 'Ralston']",Sysco,Adzuna::API::Response::Company,
33058.42,2026-04-13T10:48:22Z,https://www.adzuna.com/details/5698190890?utm_medium=api&utm_source=abfa41a4,33058.42,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5ODE5MDg5MCIsInMiOiJLcWg1dEVnMzhSR0taOVRETTJaNXlnIn0.-ndoE-LYPz686va1OHbnCcAQrRMKpmiM7k7Nir26Z6I,,5698190890,"Overview: Job Type: Seasonal Salary: $17/hour Location: This position is open to candidates based in Arlington, Texas or Charlotte, North Carolina The Small Group Demand team works to build and fulfill Group Sales orders as a part of a Shared Services team. Position responsible for handling a high volume of inquiries regarding Group Sales programs, reservations, and order placement. This position helps facilitate a high volume of key accounts to drive overall growth of the True Group product ch…",Adzuna::API::Response::Job,1,-80.846082,35.232678,Small Group Demand Team Member – Seasonal,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"Charlotte, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Six Flags Corporate,Adzuna::API::Response::Company,
