salary_max,adref,salary_min,__CLASS__,title,description,salary_is_predicted,redirect_url,latitude,id,longitude,created,location.display_name,location.area,location.__CLASS__,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,contract_type,contract_time
28615.76,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjcwOSIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.goq2H0rjYRMzKpEBcPHpot_wx_0Xcz9glSowPfR5DHM,28615.76,Adzuna::API::Response::Job,Humbard Family McDonald's Shift Manager *SAME DAY PAY AVAILABLE*,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. Benefits: * College Tuition Assistance * $3,000 Annually * Referral Bonus * $200 for the person referred * $200 for the person referring * Same Day Pay with TapCheck Available after your first pay cycle * Flexible Scheduling * Employee Discounts for Family * Advancement Opportunities Requirements: Managers lead shifts every week, making sure customers get a fast, accurate, …",1,https://www.adzuna.com/details/5760112709?utm_medium=api&utm_source=abfa41a4,41.521184,5760112709,-82.923237,2026-06-11T12:55:29Z,"Port Clinton, Ottawa County","['US', 'Ohio', 'Ottawa County', 'Port Clinton']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
134152.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNzMxIn0.MDEhng7YTgVkYMC7Lj_VY28rA-29N_4xXHwdR_4fPzI,134152.84,Adzuna::API::Response::Job,Travel Imaging Tech (Medical Imaging Technician) - CT (Computed Tomography),Travel Imaging Tech - CT Epic Travel Staffing is hiring a Travel Imaging Tech - CT. We`ll be your ticket to the travel Medical Imaging Technician - Computed Tomography job you`ll love with unparalleled recruiter support and industry-best benefits. Shift: Mid Length: 13 Start Date: 06/29/2026 Profession: Imaging Tech ( Medical Imaging Technician ) - CT ( Computed Tomography ) Epic Travel Staffing: Day 1 health insurance coverage and comprehensive benefits options 401(k) matching program Weekly d…,1,https://www.adzuna.com/details/5760112731?utm_medium=api&utm_source=abfa41a4,36.075981,5760112731,-79.87471,2026-06-11T12:55:29Z,"Country Park Acres, Guilford County","['US', 'North Carolina', 'Guilford County', 'Country Park Acres']",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Epic Travel Staffing,Adzuna::API::Response::Company,permanent,
28097.58,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjcwMCIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.hpM8xHTYOU3ljriDkqIAFaPgbVQJz-2Xm_EXHn9NWNk,28097.58,Adzuna::API::Response::Job,Closing Crew Member,Why Wendy's Work well in a team environment and get things done collectively. What you can expect We are proud to provide Pay starting at $10 per hour Free Meals Raises twice a year Paid Weekly Paid Vacation Insurance benefits Retirement plan Flexible scheduling What we expect from you Strong customer service skills and a great attitude are required. All employees must be at least 16 years of age and possess all documents and permits required by state and federal law. This job opportunity is wi…,1,https://www.adzuna.com/details/5760112700?utm_medium=api&utm_source=abfa41a4,34.24856,5760112700,-85.146627,2026-06-11T12:55:29Z,"Rome, Floyd County","['US', 'Georgia', 'Floyd County', 'Rome']",Adzuna::API::Response::Location,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Wendy's,Adzuna::API::Response::Company,,
25680.74,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjcxNiIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.Bm2_0SPu3WOlR7cbSxb8gsBUeSDzK0CgzyNdsYEWg8U,25680.74,Adzuna::API::Response::Job,Shift Leader,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112716?utm_medium=api&utm_source=abfa41a4,31.803589,5760112716,-81.406838,2026-06-11T12:55:29Z,"Midway, Liberty County","['US', 'Georgia', 'Liberty County', 'Midway']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
34275.48,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjcwNyIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.Rg6g2fHjmg9lDJdPdzEoJZNXsZ8aj4r9vzWJ4aUjOJs,34275.48,Adzuna::API::Response::Job,Customer Service Associate I,"We're seeking a Customer Service Associate to join our team and deliver a great shopping experience for every customer. Duties include, but are not limited to, the following: * Assist customers with questions and recommendations * Manage sales transactions while working assigned cash register * Maintain security of cash and protect company assets * Keep the store well-stocked, and recover merchandise * Receive merchandise and help with unloading trucks, stock replenishment in accordance with pr…",1,https://www.adzuna.com/details/5760112707?utm_medium=api&utm_source=abfa41a4,39.8502,5760112707,-104.96988,2026-06-11T12:55:29Z,"Welby, Adams County","['US', 'Colorado', 'Adams County', 'Welby']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Dollar Tree,Adzuna::API::Response::Company,,part_time
36623.44,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNzE5In0.upheKTnUs_TO5hPqIIdRSv6c_rfjqbuMl-ICP5i3slw,36623.44,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112719?utm_medium=api&utm_source=abfa41a4,41.38458,5760112719,-81.79116,2026-06-11T12:55:29Z,"Brook Park, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Brook Park']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
26396.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNjk4In0.ykRXFzhVAT0vEoiJoVD6yf-YukFn_xFXyiyGPNbQnBk,26396.54,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112698?utm_medium=api&utm_source=abfa41a4,38.38716,5760112698,-97.65654,2026-06-11T12:55:29Z,"Mcpherson, McPherson County","['US', 'Kansas', 'McPherson County', 'Mcpherson']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
26849.2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjczMiIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.fQu-McB1E6GG6Orr427vKz5iZYYJt-GvKt5Nxi-UxD0,26849.2,Adzuna::API::Response::Job,Shift Leader,"This job posting is for a position in a restaurant owned and operated by McGuire Restaurant Group, LLC and not McDonald's USA. McGuire Restaurant Group, LLC owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, McGuire Restaurant Group, LLC is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, McGuire Restaurant Group, LLC will be your employer, not McDonald's USA. Only th…",1,https://www.adzuna.com/details/5760112732?utm_medium=api&utm_source=abfa41a4,35.863494,5760112732,-86.361623,2026-06-11T12:55:29Z,"Murfreesboro, Rutherford County","['US', 'Tennessee', 'Rutherford County', 'Murfreesboro']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
31678.3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY4MCIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.g0C_S9rWHVmOMJwBtfc8M73Gvvm9cLo1DqMrwUNxtmw,31678.3,Adzuna::API::Response::Job,Shift Manager,"Description: McDonald's Works for Me. I'm going places. I want a satisfying career with good benefits and great opportunities for advancement. I have a lot to offer and I want to grow. The Job for Me - Get a job that inspires your best and moves you forward. Choose your hours. Pursue your education. Build your skills and be yourself. The Team for Me - Our people want to say YES - to working with energy and purpose, finding new talent, providing coaching and direction, honing their leadership sk…",1,https://www.adzuna.com/details/5760112680?utm_medium=api&utm_source=abfa41a4,36.284996,5760112680,-83.052078,2026-06-11T12:55:28Z,"Bulls Gap, Hawkins County","['US', 'Tennessee', 'Hawkins County', 'Bulls Gap']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
28568.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNjYwIn0.JIidBV9vEOhmZLwUX4spbslXqn3ozTF5OFxQVwGgkNA,28568.81,Adzuna::API::Response::Job,Crew Team,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112660?utm_medium=api&utm_source=abfa41a4,35.763667,5760112660,-79.16845,2026-06-11T12:55:28Z,"Bynum, Chatham County","['US', 'North Carolina', 'Chatham County', 'Bynum']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
25806.2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY1OSIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.6ijugRXYb1Uo4IFfOOnquPulH-G-BME4YsM0-THt-kA,25806.2,Adzuna::API::Response::Job,4:00pm - 8:00pm Team Member Shifts,"Working at McDonald's is more than just a job-it's a place where you can learn valuable skills, grow your career, and be part of a team that feels like family. As a McDonald's Team Member, you'll gain experience in customer service, teamwork, and leadership while having the flexibility and support you need to thrive. What It's Like to Work Here At McDonald's, every day brings new opportunities. You'll be part of a fast-paced environment where your energy and teamwork make a real difference. We …",1,https://www.adzuna.com/details/5760112659?utm_medium=api&utm_source=abfa41a4,46.123493,5760112659,-67.859039,2026-06-11T12:55:28Z,"Houlton, Aroostook County","['US', 'Maine', 'Aroostook County', 'Houlton']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
28803.92,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNjQ5In0.vMuAy33A1o7bUFwJKbqGN_ZF2VeTrJ7Pf35tYw26KBE,28803.92,Adzuna::API::Response::Job,Customer Service Associate I,"We're seeking a Customer Service Associate to join our team and deliver a great shopping experience for every customer. Duties include, but are not limited to, the following: * Assist customers with questions and recommendations * Manage sales transactions while working assigned cash register * Maintain security of cash and protect company assets * Keep the store well-stocked, and recover merchandise * Receive merchandise and help with unloading trucks, stock replenishment in accordance with pr…",1,https://www.adzuna.com/details/5760112649?utm_medium=api&utm_source=abfa41a4,42.00575,5760112649,-87.992599,2026-06-11T12:55:28Z,"Elk Grove Village, Cook County","['US', 'Illinois', 'Cook County', 'Elk Grove Village']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Dollar Tree,Adzuna::API::Response::Company,,part_time
29335.8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY3MCIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.aK9UneNjBt1_VlVMFaovOgK6Z4yPeIKUV4QkjFLejHI,29335.8,Adzuna::API::Response::Job,Shift Manager,"BENEFITS for Shift Managers: * Along with competitive pay, a Shift Manager at a McDonald's Corporate owned restaurant is eligible for incredible benefits including: * GET PAID SAME DAY YOU WORK! With Instant Pay * Opportunities to attend brand leadership and management courses paid for by the organization * Bonuses for passed Food Safety and Corporate visits• * Discounts to all of your favorite brands that are exclusive to McDonald's employees * 60% off your meals on your off days * Education t…",1,https://www.adzuna.com/details/5760112670?utm_medium=api&utm_source=abfa41a4,32.28273,5760112670,-90.231971,2026-06-11T12:55:28Z,"Jackson, Hinds County","['US', 'Mississippi', 'Hinds County', 'Jackson']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
38444.19,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY4MSIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.T-KCP4ZHaqqs0LBAjDNbTVfb15vcxN1l0ga-bqBy3nI,38444.19,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112681?utm_medium=api&utm_source=abfa41a4,29.692516,5760112681,-98.107993,2026-06-11T12:55:28Z,"Solms, Comal County","['US', 'Texas', 'Comal County', 'Solms']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
30379.6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY0NCIsInMiOiJoRWJON3JabDhSR2lsdHNrdjZNLWJ3In0.4T7HaXd4_54W5lTSxmNxwdOsGXe-41zus_fKBej1T8w,30379.6,Adzuna::API::Response::Job,Customer Service Associate II,"Your positive, friendly disposition and eagerness to get things done make you the right person for our Customer Service Associate II position. Join our team today and let's create an inviting shopping experience for our customers. Your Role at Dollar Tree: As a Customer Service Associate II, you'll be responsible for assisting with the daily operations of your assigned store, from merchandising to supporting customers. While focusing on providing a clean, welcoming environment, you will be full…",1,https://www.adzuna.com/details/5760112644?utm_medium=api&utm_source=abfa41a4,39.86388,5760112644,-83.13708,2026-06-11T12:55:28Z,"Pleasant Corners, Pickaway County","['US', 'Ohio', 'Pickaway County', 'Pleasant Corners']",Adzuna::API::Response::Location,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,Dollar Tree,Adzuna::API::Response::Company,,part_time
31956.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNjUyIn0.sI-TvmQGei_hr50DZwVExVnDqHvMlKM5Txrw7G6-em4,31956.0,Adzuna::API::Response::Job,Crew Team Member-Archways Division,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112652?utm_medium=api&utm_source=abfa41a4,38.785393,5760112652,-84.604416,2026-06-11T12:55:28Z,"Crittenden, Grant County","['US', 'Kentucky', 'Grant County', 'Crittenden']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
29904.87,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEViTjdyWmw4UkdpbHRza3Y2TS1idyIsImkiOiI1NzYwMTEyNjkwIn0.zf1TVlaNGkoMHF8p0J5veBTQQd-y99PTIW9-Uvpve4s,29904.87,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112690?utm_medium=api&utm_source=abfa41a4,33.424843,5760112690,-112.264402,2026-06-11T12:55:28Z,"Tolleson, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Tolleson']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
29559.06,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY2OCIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.SmGKBSZ1ni2YHIrJJ0qvsC80-KeFBDK5VG8xCovk0r0,29559.06,Adzuna::API::Response::Job,Shift Manager,"Description: McDonald's Works for Me. I'm going places. I want a satisfying career with good benefits and great opportunities for advancement. I have a lot to offer and I want to grow. The Job for Me - Get a job that inspires your best and moves you forward. Choose your hours. Pursue your education. Build your skills and be yourself. The Team for Me - Our people want to say YES - to working with energy and purpose, finding new talent, providing coaching and direction, honing their leadership sk…",1,https://www.adzuna.com/details/5760112668?utm_medium=api&utm_source=abfa41a4,40.607045,5760112668,-82.530521,2026-06-11T12:55:28Z,"North Woodbury, Richland County","['US', 'Ohio', 'Richland County', 'North Woodbury']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
28921.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY1NSIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.-s6-YpWgQlxs0vUbtA9sFRLZXWMkQ6ZYHd9C-rTnoys,28921.81,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112655?utm_medium=api&utm_source=abfa41a4,39.148967,5760112655,-76.790085,2026-06-11T12:55:28Z,"Jessup, Howard County","['US', 'Maryland', 'Howard County', 'Jessup']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
34137.26,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjY4OSIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.YJ5iTndb-RaxUqtKtTzVaeeczZLUU2ZS8ww-DhEXh6g,34137.26,Adzuna::API::Response::Job,Shift Manager,"Description: McDonald's Works for Me. I'm going places. I want a satisfying career with good benefits and great opportunities for advancement. I have a lot to offer and I want to grow. The Job for Me - Get a job that inspires your best and moves you forward. Choose your hours. Pursue your education. Build your skills and be yourself. The Team for Me - Our people want to say YES - to working with energy and purpose, finding new talent, providing coaching and direction, honing their leadership sk…",1,https://www.adzuna.com/details/5760112689?utm_medium=api&utm_source=abfa41a4,35.720731,5760112689,-84.321933,2026-06-11T12:55:28Z,"Loudon, Loudon County","['US', 'Tennessee', 'Loudon County', 'Loudon']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
51700.56,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjYxNyIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.1YJa2_R9CwFCFYq6HBKQ97L_ZTByckxaNNSyKwrWY3s,51700.56,Adzuna::API::Response::Job,Customer Care Representative,"Must reside in California We are seeking employees to join our company in working remotely across California. Due to COVID-19 we have been able to restructure our day to day work and now can be done remotely. We work in conjunction with different Unions across California, and we provided them with the benefits they receive on behalf of their Union. The role of a Union Benefits Coordinator would be to assist each member in receiving their specific benefits. Qualifications: Ability to build rappo…",1,https://www.adzuna.com/details/5760112617?utm_medium=api&utm_source=abfa41a4,34.008068,5760112617,-118.030319,2026-06-11T12:55:27Z,"City of Industry, Los Angeles County","['US', 'California', 'Los Angeles County', 'City of Industry']",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Morphius Corp,Adzuna::API::Response::Company,,full_time
29424.28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjYyNSIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.8JAFCNzUtqAiKikrLeQfsk_ftT37EfKkU_PslQVednM,29424.28,Adzuna::API::Response::Job,Customer Service Associate II,"Your positive, friendly disposition and eagerness to get things done make you the right person for our Customer Service Associate II position. Join our team today and let's create an inviting shopping experience for our customers. Your Role at Dollar Tree: As a Customer Service Associate II, you'll be responsible for assisting with the daily operations of your assigned store, from merchandising to supporting customers. While focusing on providing a clean, welcoming environment, you will be full…",1,https://www.adzuna.com/details/5760112625?utm_medium=api&utm_source=abfa41a4,40.381427,5760112625,-81.342608,2026-06-11T12:55:27Z,"Roanoke, Tuscarawas County","['US', 'Ohio', 'Tuscarawas County', 'Roanoke']",Adzuna::API::Response::Location,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,Dollar Tree,Adzuna::API::Response::Company,,part_time
57618.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW9iQzc3Wmw4UkdsOE1LUlIzek1sQSIsImkiOiI1NzYwMTEyNjMyIn0.pswXUPjJoJwXkp2xpWwC-GuLNDDOT52op_ztEkjXWN0,57618.91,Adzuna::API::Response::Job,Customer Service/Sales,"Job Description Position Purpose: Customer Service/Sales associates provide fast, friendly service by actively seeking out customers to assess their needs and provide assistance. These associates learn about products using our tools, and provide information to customers in order to sell an entire project. Associates in this position will learn how to greet, qualify, recommend and close every customer in their department, and know how to handle basics in adjacent departments. Customer Service/Sa…",1,https://www.adzuna.com/details/5760112632?utm_medium=api&utm_source=abfa41a4,25.660615,5760112632,-80.447234,2026-06-11T12:55:27Z,"The Hammocks, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'The Hammocks']",Adzuna::API::Response::Location,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Home Depot,Adzuna::API::Response::Company,,
24960.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjYxMyIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.2DNrV-gYy7RCXoq7QkQAGbD730wBDm0gPFeM6N7p7Ms,0.0,Adzuna::API::Response::Job,Crew Member Maple Heights Up To $12.00 per hour,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",0,https://www.adzuna.com/details/5760112613?utm_medium=api&utm_source=abfa41a4,41.41215,5760112613,-81.55656,2026-06-11T12:55:27Z,"Maple Heights, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Maple Heights']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
21476.76,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjYyNiIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.TFNlePkmFpJC4PN0iYbL3ZMeb-txOz3hRXWAKtxx-t0,21476.76,Adzuna::API::Response::Job,Crew Trainer,"Crew Trainer At Costa Enterprises McDonald's, a Crew Trainer is a key player who helps teammates grow by sharing skills, knowledge, and a positive attitude. This role goes beyond day-to-day tasks; it's about coaching, leading by example, and supporting others to succeed. Why Join Us - Top Benefits  Paid Time Off for Eligible Employees  Free meal during shifts  30% National Employee Discount at McDonald's restaurants  Free Yearly Uniform Replacement  Tuition Assistance & Education support throug…",1,https://www.adzuna.com/details/5760112626?utm_medium=api&utm_source=abfa41a4,30.189875,5760112626,-85.676725,2026-06-11T12:55:27Z,"Panama City, Bay County","['US', 'Florida', 'Bay County', 'Panama City']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
31206.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjYxOSIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.Vt1XQ4OH5BDi9w6Fh4L0vBTITCZiRYtuyUJhOdigmJ0,31206.12,Adzuna::API::Response::Job,Shift Manager,"Do you have customer service experience in a restaurant, retail or customer service call center? If so you're the person we have been looking for! We have Shift Manager positions available with great opportunities for advancement & great benefits in a family owned company. Management experience not required, but a plus. Benefits- World Class Training Program Paid Time Off Paid Birthday Day Education through Archways to Opportunity Medical coverage Short- and Long-Term Disability, Life Insurance…",1,https://www.adzuna.com/details/5760112619?utm_medium=api&utm_source=abfa41a4,40.410916,5760112619,-74.240948,2026-06-11T12:55:27Z,"Matawan, Monmouth County","['US', 'New Jersey', 'Monmouth County', 'Matawan']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
30730.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjYzOCIsInMiOiJFb2JDNzdabDhSR2w4TUtSUjN6TWxBIn0.fS_4JcbBRQ0dMUzylcAmzAquVPyNKmyuP7LaObHjZ3Q,30730.11,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112638?utm_medium=api&utm_source=abfa41a4,35.974098,5760112638,-80.440086,2026-06-11T12:55:27Z,"Bermuda Run, Davie County","['US', 'North Carolina', 'Davie County', 'Bermuda Run']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
