title,salary_max,id,salary_is_predicted,adref,created,latitude,description,longitude,__CLASS__,salary_min,redirect_url,contract_time,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_type
Caregiver Assisted Living,34320.0,5718616061,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDYxIn0.bngkMPBRvdtB1IcuBut6G2tM0dGTOS6fDgjg5PwAuE8,2026-05-04T10:28:56Z,42.670356,"Caregiver Assisted Living ✨ Caregivers Wanted: $5,000 Sign-On Bonus  Daily Pay! ✨ Are you looking for more than just a job? At Pomeroy Living , we provide the state-of-the-art environment, and you provide the heart. We are looking for compassionate Caregivers to join our team across all shifts. Why Join the Pomeroy Family? Big Rewards: $5,000 Sign-On Bonus for Full-Time staff! Instant Pay: Access up to 50% of your earned wages DAILY . Grow With Us: Already have Med Tech experience? Ask us about…",-83.291458,Adzuna::API::Response::Job,31200.0,https://www.adzuna.com/details/5718616061?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Michigan', 'Oakland County', 'Pontiac']",Adzuna::API::Response::Location,"Pontiac, Oakland County",Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,Adzuna::API::Response::Company,Pomeroy Living,
Environmental Services Technician - PRN,33594.97,5718616048,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjA0OCIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.sk-rsRATVkhHEs8lNFKrqU7ms_DFIPCfcDgYZSkp6_o,2026-05-04T10:28:56Z,37.679624,"Description: *This is a PRN/Temporary position* About Jordan Valley Community Health Center: Jordan Valley Community Health Center (JVCHC) is a mission-driven organization dedicated to improving the health of individuals and families in underserved communities. We provide comprehensive healthcare services including primary medical, dental, vision, and behavioral health. Our mission is simple: Improve our community’s health through access and relationships. By working collaboratively with partne…",-92.663556,Adzuna::API::Response::Job,33594.97,https://www.adzuna.com/details/5718616048?utm_medium=api&utm_source=abfa41a4,,"['US', 'Missouri', 'Laclede County', 'Lebanon']",Adzuna::API::Response::Location,"Lebanon, Laclede County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Advocates For A Healthy Community Inc.,contract
Automotive Technician,72800.0,5718616035,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDM1In0.cROv25_z24iCLCWMTLLiY2__X-BjKIs0WzpogDGP3ME,2026-05-04T10:28:56Z,30.263055,"About the Role: The Mobile Automotive Technician at Pro Fleet Solutions plays a key role in keeping commercial and medium‑duty fleets operating at peak performance. Our technicians deliver high‑quality maintenance and repair services directly at customer locations, diagnosing and resolving issues efficiently outside a traditional shop environment. This role requires a skilled, adaptable professional who can work independently, manage their own schedule and inventory, and maintain strong communi…",-81.74828,Adzuna::API::Response::Job,52000.0,https://www.adzuna.com/details/5718616035?utm_medium=api&utm_source=abfa41a4,,"['US', 'Florida', 'Duval County', 'Jacksonville']",Adzuna::API::Response::Location,"Jacksonville, Duval County",Adzuna::API::Response::Category,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Company,Pro Fleet Solutions Inc,
Full Time Counter Professional/Delivery Driver,47128.83,5718616053,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjA1MyIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.n_IfjSkHWMSnAIB4h3IzOd2_boxcjXfqwY6NGRNS7MQ,2026-05-04T10:28:56Z,43.07111,"Description: Auto parts as a career? With the right company, it’s a great gig! For nearly 100 years, Arnold Motor Supply has provided amazing career opportunities for those who really like: Being part of a team that feels like family The possibility of turning a passion into a career. If you’re not already a parts genius, we’ll help you get there. To solve problems and gain a huge sense of accomplishment by helping people These things are the at the heart of what makes a great Counter Professio…",-94.229592,Adzuna::API::Response::Job,47128.83,https://www.adzuna.com/details/5718616053?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Iowa', 'Kossuth County', 'Algona']",Adzuna::API::Response::Location,"Algona, Kossuth County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Arnold Motor Supply,
Assistant Store Manager,47840.0,5718616038,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAzOCIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.Rsv7sACYnzXvFChMq8O01iiUyle3n7zPyrNVRZvlIzw,2026-05-04T10:28:56Z,42.28578,"Janie and Jack is looking for an inspired Assistant Store Manager to become an integral part of our team! The Assistant Store Manager is a champion of the business and leads confidently to drive exceptional results. You are looked to for expertise, direction, communication, and feedback to help the team achieve their goals. You are obsessive about creating a store environment focused on our customer and provide an engaging and convenient shopping experience for everyone. What you will do: Suppo…",-71.35506,Adzuna::API::Response::Job,39520.0,https://www.adzuna.com/details/5718616038?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Massachusetts', 'Middlesex County', 'Natick']",Adzuna::API::Response::Location,"Natick, Middlesex County",Adzuna::API::Response::Category,Retail Jobs,retail-jobs,Adzuna::API::Response::Company,Janie and Jack LLC,
Driver and CSR,37440.0,5718616042,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDQyIn0.eKJfJNhNtYQUkKqz3pt3OzugVm8OxOW3-Mq5YpuQj48,2026-05-04T10:28:56Z,32.786999,"Description: Faithful Companion Pet Cremation Services is searching for a full-time Driver and CSR at our Dallas, TX location at a starting wage of $18.00 per hour. The driver position is offered a full benefit package (401K match, medical, FSA/HSA for medical and dependent care, dental, vision, company paid life insurance, voluntary pet insurance, short term and long-term disability insurance) that is available after 30 days of employment. Evening and weekends are required. DUTIES AND RESPONSI…",-96.798344,Adzuna::API::Response::Job,37440.0,https://www.adzuna.com/details/5718616042?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,FAITHFUL COMPANION MEMORIALS INC,
Senior Commercial HVAC Technician,115638.82,5718616023,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAyMyIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.ee9IWovQ_KfYYSjjU_nd30CsJA9JosVGmYMCYrbeE7g,2026-05-04T10:28:55Z,40.7334,"Description: Benefits Sign-On Bonus on qualified experience, Discretionary Quarterly bonuses & recruiting incentives Company van  gas card for eligible techs Paid training and career advancement Medical, Dental, Vision  401K match Opportunity within a growing organization to grow your career Position Summary The Senior Commercial HVAC Technician is responsible for performing expert-level service, maintenance, installation, and diagnostics on complex commercial HVAC systems. This role acts as a …",-74.1735,Adzuna::API::Response::Job,115638.82,https://www.adzuna.com/details/5718616023?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'New Jersey', 'Essex County', 'Newark']",Adzuna::API::Response::Location,"Newark, Essex County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Encon Heating & AC,
Industrial Piping Fitter/Welder,79040.0,5718615994,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNTk5NCIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.b5BTXr-hwxpfamNwRMwE8gCgCkJ-eiRoTmDs7uWbAm4,2026-05-04T10:28:55Z,32.066146,Industrial Piping Fitter/Welder Industrial Piping Fitter/Welder IMMEC Inc is looking for a skilled Industrial Pipe Fitter/Welders to complete complex industrial mechanical and process piping projects. You will provide piping services to a variety of industrial clients. The successful candidate must have a knowledge of mathematics and mechanics as well as respect for safety best practices. Job Type: Full-time Responsibilities Welding Metal Fabrication Pipe fitting and joining Operation of shop e…,-81.094064,Adzuna::API::Response::Job,62400.0,https://www.adzuna.com/details/5718615994?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,IMMEC,
Social Worker I,62000.0,5718616008,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDA4In0.awSewFPn_aX_SuMy9Q2QT8K75HaexczQ1vSqVNZaylc,2026-05-04T10:28:55Z,40.739668,"Job Description Social Worker I Job Type: Full Time Pay Rate: $55,000-$62,000 FLSA: Exempt EEO: Professionals Revised on: Date Created 11/14/2025 WSFSSH MISSION STATEMENT The mission of WSFSSH is to provide safe, affordable, senior housing that integrates compassionate property management with supportive services to enhance the independence and dignity of each resident. WSFSSH creates and preserves affordable housing while supporting the development of healthy neighborhoods. JOB SUMMARY The Soc…",-74.000765,Adzuna::API::Response::Job,55000.0,https://www.adzuna.com/details/5718616008?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'New York', 'New York City', 'Manhattan', 'Cooper']",Adzuna::API::Response::Location,"Cooper, Manhattan",Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,Adzuna::API::Response::Company,West Side Federation for Senior and Supportive Housing,
Roofing Field Service Technician,68737.43,5718616000,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDAwIn0.dt4wN1sSF9ysfCUXdszTKza7ZJ_HjsrEaURS-bOHBO0,2026-05-04T10:28:55Z,35.042228,"About Us: Proformance Builder Solutions is a leading B2B construction services provider, specializing in roofing, siding, and house wrap for new residential construction. Founded in 2016, we have completed over 15,000 roofing installations and have recently expanded our service offerings to meet the growing demands of residential builders across the state. Our mission is to be the safest, quickest, and lowest-cost provider in the industry, delivering high-quality services to builders on time an…",-81.63255,Adzuna::API::Response::Job,68737.43,https://www.adzuna.com/details/5718616000?utm_medium=api&utm_source=abfa41a4,,"['US', 'South Carolina', 'Cherokee County', 'Gaffney']",Adzuna::API::Response::Location,"Gaffney, Cherokee County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Company,Proformance Roofing,
Executive Assistant,65000.0,5718616014,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAxNCIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.1bjRkk1Cabmg0zc1-BudrY5VfhBrSl3hvmG77VXZqeY,2026-05-04T10:28:55Z,41.5001,"Description: JRS Pharma LP is seeking an experienced Executive Assistant to the CEO and Sales Event Coordinator to join our growing U.S. team as a key member of our leadership and commercial support functions at our Patterson, NY office. This role plays a vital part in ensuring the efficient coordination of executive priorities while supporting the planning and execution of strategic sales events that drive business growth. The position is responsible for managing the CEO's schedule, communicat…",-73.5773,Adzuna::API::Response::Job,60000.0,https://www.adzuna.com/details/5718616014?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'New York', 'Putnam County', 'Patterson']",Adzuna::API::Response::Location,"Patterson, Putnam County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,Adzuna::API::Response::Company,JRS Pharma LP,
General Counsel,325000.0,5718616025,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDI1In0.mFJfBgVyUb4QLf-7Pr6vV8luY8LmAc79wPPjR9-0koY,2026-05-04T10:28:55Z,33.679521,"GENERAL COUNSEL Costa Mesa, CA Boardwalk Investments Group, LLC (""Boardwalk"") is a privately held commercial real estate investment company. Headquartered in Costa Mesa, California. The Firm currently manages a commercial real estate portfolio comprised of retail, mixed-use, office and multifamily assets located primarily in Orange County, California and is led by a seasoned management team with over 50 years of commercial real estate experience. Since 2012, Boardwalk's investment strategy is t…",-117.908791,Adzuna::API::Response::Job,285000.0,https://www.adzuna.com/details/5718616025?utm_medium=api&utm_source=abfa41a4,,"['US', 'California', 'Orange County', 'Costa Mesa']",Adzuna::API::Response::Location,"Costa Mesa, Orange County",Adzuna::API::Response::Category,Legal Jobs,legal-jobs,Adzuna::API::Response::Company,Boardwalk IG Management LLC,
Wellness Director,188031.95,5718616015,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAxNSIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.kQyhz4ySSZEM74itMEFfaolw3S_mYRi0-9LSwQaZq9g,2026-05-04T10:28:55Z,32.588138,"Description: The Phoenix at Lake Joy is seeking an RN/LPN to join their team as a Wellness Director! The Wellness Director is responsible for providing overall leadership and management of the health and well-being of the residents within the community. Responsibilities include but are not limited to all clinical programs, quality assurance and regulatory compliance; assisting in the training and on-boarding of clinical and care coordinator team members. The Wellness Director is also responsibl…",-83.660877,Adzuna::API::Response::Job,188031.95,https://www.adzuna.com/details/5718616015?utm_medium=api&utm_source=abfa41a4,,"['US', 'Georgia', 'Houston County', 'Warner Robins']",Adzuna::API::Response::Location,"Warner Robins, Houston County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,The Phoenix At Lake Joy,
Personal Care Attendant/Home Care Aide,31397.59,5718615987,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNTk4NyIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.hoHSKXrXKYFR0Hu3fuLxDthr13p0oCoMUhlPzn62seo,2026-05-04T10:28:55Z,33.845166,"Description: Now Hiring: Personal Care Attendants / Home Care Aides (HCA) Make a Difference Every Day with Amada Senior Care Are you a compassionate, dependable caregiver who finds purpose in helping others live safely and comfortably at home? We’re looking for dedicated Home Care Aides (HCA) to join our team and make a meaningful impact in the lives of seniors and their families. At Amada Senior Care, caregiving is more than a job — it’s a calling. Our Mission The mission of Amada Senior Care …",-117.952891,Adzuna::API::Response::Job,31397.59,https://www.adzuna.com/details/5718615987?utm_medium=api&utm_source=abfa41a4,,"['US', 'California', 'Orange County', 'Anaheim']",Adzuna::API::Response::Location,"Anaheim, Orange County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Amada OC INC,
Shop Lead,52000.0,5718616001,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDAxIn0.ey7JstCK7IQhyggNXNzNyH4nk4TAda0tk_d2JB_iBAo,2026-05-04T10:28:55Z,30.263055,"The Shop Lead plays a critical role in ensuring the efficient management, staging, and distribution of parts for our garage. This position is responsible for maintaining accurate inventory, coordinating parts flow, supporting dispatch, and ensuring technicians have the right parts at the right time to complete daily service work without delays. The Shop Lead is expected to take ownership of the parts process from receipt through staging, tracking, returns, and organization. Success in this role…",-81.74828,Adzuna::API::Response::Job,47840.0,https://www.adzuna.com/details/5718616001?utm_medium=api&utm_source=abfa41a4,,"['US', 'Florida', 'Duval County', 'Jacksonville']",Adzuna::API::Response::Location,"Jacksonville, Duval County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,Pro Fleet Solutions Inc,
Pest Control Technician- Northern Virginia only,80000.0,5718616029,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAyOSIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.lSmUiNQaASsFzW5xWjwIxDsrGKY5A80fXj62qpDdlwY,2026-05-04T10:28:55Z,38.93568,"Description: Do you live in Northern Virginia? Enjoy customer service? Like interacting with different people? Looking for something different each day? My Pest Pros is a family-owned, local service company looking for passionate, dedicated, and hard-working individuals to join our team serving Fairfax County, VA, and Northern Virginia. We are seeking people who live in Northern Virginia , can provide excellent customer service, think on their feet, and help build strong client relationships. Y…",-77.26776,Adzuna::API::Response::Job,45000.0,https://www.adzuna.com/details/5718616029?utm_medium=api&utm_source=abfa41a4,,"['US', 'Virginia', 'Halifax County', 'Wolf Trap']",Adzuna::API::Response::Location,"Wolf Trap, Halifax County",Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Adzuna::API::Response::Company,My Pest Pros LLC,
"Maintenance Technician, Residential",59471.91,5718615998,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE1OTk4In0.X-h-8epe6vX96WA6Fg7n65ua4adkqz1OyV0Ybjag9ZA,2026-05-04T10:28:55Z,41.125735,"Join BLT’s team of dedicated professionals as a Maintenance Technician . This position performs various hands-on maintenance duties necessary to maintain and enhance the value of our luxury community located in Norwalk, CT. Duties & Responsibilities of the Maintenance Technician : Assists in completing work in “make-ready” apartments, including but not limited to painting, drywall repair, cleaning carpets floors and windows, general maintenance repairs and housekeeping Performs preventive maint…",-73.440181,Adzuna::API::Response::Job,59471.91,https://www.adzuna.com/details/5718615998?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Connecticut', 'Fairfield County', 'Norwalk']",Adzuna::API::Response::Location,"Norwalk, Fairfield County",Adzuna::API::Response::Category,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Company,Building and Land Technology,
CERTIFIED HOME HEALTH AIDE/ CHHA - Northwestern Santa Clara County,72800.0,5718616020,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAyMCIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.xvuh5jdteKd9qgPypf7hic8pw3J5kFQTBUANkcb3uvM,2026-05-04T10:28:55Z,37.443254,"Description: Salary: $25.00 - $35.00 per hour or $30 - $45 per visit Job description At American Home Health and Hospice , We are looking for a compassionate full time Home Health Aide to provide assistance in daily living and personal care services in patients homes in accordance with an established care plan. *Negotiable to salary or hourly pay rates depending on experience. Our home health care mission is to provide professional and paraprofessional services to patients in their homes, assis…",-122.149828,Adzuna::API::Response::Job,52000.0,https://www.adzuna.com/details/5718616020?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'California', 'Santa Clara County', 'Palo Alto']",Adzuna::API::Response::Location,"Palo Alto, Santa Clara County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,American Home Health Care,
AFFIDAVIT PROCESSING SPECIALIST,33280.0,5718615992,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE1OTkyIn0.2Ed6kjwpPTeB3FUnS4c7c6CVWyLRqbWM4mUCot16yGo,2026-05-04T10:28:55Z,44.99538,"$500 Sign-on Bonus After Successfully Completing 90 Days Summary: Messerli Kramer, a trusted Twin Cities law firm since 1965, is looking for a full-time Affidavit Processing Specialist to join our team in Plymouth, MN. The role of the Affidavit Processing Specialist is to work closely with our clients and teams within the organization to ensure that affidavit requests are sent to clients, received back from client and any rejected affidavits are corrected and sent back to client expeditiously. …",-93.429,Adzuna::API::Response::Job,33280.0,https://www.adzuna.com/details/5718615992?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Minnesota', 'Hennepin County', 'Medicine Lake']",Adzuna::API::Response::Location,"Medicine Lake, Hennepin County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,Adzuna::API::Response::Company,MESSERLI KRAMER P.A.,
Tax Manager,137884.97,5718616005,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAwNSIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.B7krVN5uzZfYWuTgHYi5OdKNqdfC6ivATOAfUgO7XS4,2026-05-04T10:28:55Z,40.2258,"Description: Are you ready to elevate your career with a leading accounting and advisory firm that values innovation, excellence, and professional growth? At Mercadien, we are committed to delivering exceptional service to our clients while fostering a supportive and dynamic work environment for our team. We are seeking a highly motivated and experienced Tax Manager to join our Individual Services team, with a specialized focus on trusts and estates. This is more than just a job—it's an opportu…",-74.74308,Adzuna::API::Response::Job,137884.97,https://www.adzuna.com/details/5718616005?utm_medium=api&utm_source=abfa41a4,,"['US', 'New Jersey', 'Mercer County', 'Trenton']",Adzuna::API::Response::Location,"Trenton, Mercer County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Company,Mercadien Consulting LLC,
LOGISTICS COORDINATOR,200000.0,5718616022,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDIyIn0.3PCnNUm4dwkUO2by2RUNomil-jz9UoHlptU1jgrgvu4,2026-05-04T10:28:55Z,35.045291,"ROLES AND RESPONSIBILITIES Ensures that freight is moving from its original point to its final destination. Must be able to exercise discretion and use independent judgment in booking appropriate carrier, negotiating carrier rates, and resolving ""problem"" loads. Must manage transportation arrangements from pre-pickup through delivery. Must be able to communicate with shippers, carriers, and your team members. Ability to build and maintain carrier relationships. Must service the company's custom…",-85.308214,Adzuna::API::Response::Job,36000.0,https://www.adzuna.com/details/5718616022?utm_medium=api&utm_source=abfa41a4,,"['US', 'Tennessee', 'Hamilton County', 'Chickamauga']",Adzuna::API::Response::Location,"Chickamauga, Hamilton County",Adzuna::API::Response::Category,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Company,R E Garrison Trucking Inc,
Automotive Shop Caddy - PM Shift,35817.53,5718616009,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAwOSIsInMiOiJicEd5LTh0SDhSR3J6X2dZOEtsZlZ3In0.KwtDOJC1KTd-Lu3FQ35WahJfGg9nJ8_etJuKHisP3iE,2026-05-04T10:28:55Z,40.109302,"Title: Automotive Shop Caddy - PM Shift Job Category: Auto Requisition Number: AUTOM001166 Job Type: Full-Time Westerville, OH, 43081, United States Description Company Overview Roush Honda is a 100% employee-owned company and Top-Rated Auto Dealership. When you step into our dealerships, you will understand why we're different. We strive to provide a sense of belonging within our family-like workplace culture. We offer great benefits, opportunities for advancement, community involvement, and w…",-82.907081,Adzuna::API::Response::Job,35817.53,https://www.adzuna.com/details/5718616009?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'Ohio', 'Franklin County', 'Westerville']",Adzuna::API::Response::Location,"Westerville, Franklin County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,Adzuna::API::Response::Company,Roush Auto Group,
CDL Class A Driver Needed in the Great State of North Carolina,69204.77,5718615995,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE1OTk1In0.1H5_e4A_A6j_lf0ac5hFO00j-CtLb-tNwi-6_vXRgv8,2026-05-04T10:28:55Z,34.617564,"Location: Whiteville , North Carolina Pay Range: B ased on experience. Monday – Friday, 1st Shift (Flexible) 40hrs/wk. (ability to work overtime, when needed) Full Benefits, Profit Sharing & 401K Opportunity Tired of the same old job postings and boring jobs? Join our Contract Lumber Team, in Whiteville, North Carolina. We’re committed to creating a fun, unique opportunity to provide creative solutions to practical challenges within the Lumber/Building industry Need a CDL-A Truck Driver Now, Re…",-78.982437,Adzuna::API::Response::Job,69204.77,https://www.adzuna.com/details/5718615995?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'North Carolina', 'Robeson County', 'Biggs Park']",Adzuna::API::Response::Location,"Biggs Park, Robeson County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Company,Contract Lumber,
Part-Time Apartment Maintenance Technician,44194.76,5718616026,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYnBHeS04dEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE4NjE2MDI2In0.vyOwraojntUeYWAef3YqLXHK-OeBSyxgVxoM9A4Vze0,2026-05-04T10:28:55Z,42.21953,"Location: Ypsilanti, MI About Redwood:At first glance, Redwood Living, Inc. (Redwood) is a company that builds and manages single-story apartment homes. But when you look closer, you'll see we are so much more. We are builders, innovators, and individuals who go the extra mile. Our success is driven by the incredible people who make up our workforce. Our Redwood Ambassadors are not only passionate and talented but also empowered to make decisions that enhance the lives of our residents and thei…",-83.630735,Adzuna::API::Response::Job,44194.76,https://www.adzuna.com/details/5718616026?utm_medium=api&utm_source=abfa41a4,part_time,"['US', 'Michigan', 'Washtenaw County', 'Ypsilanti']",Adzuna::API::Response::Location,"Ypsilanti, Washtenaw County",Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Adzuna::API::Response::Company,Redwood Living Inc,
Senior Plumber,78750.38,5718616028,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNjAyOCIsInMiOiIxcHdmX2N0SDhSR3J6X2dZOEtsZlZ3In0.--yZrsrYAiQmIBXELRSJfyEVqUYUCxvFPNxcBhoBjOQ,2026-05-04T10:28:55Z,40.7334,"Description: Blend Air Mechanical, has been serving Rockland County with expert plumbing, heating, and cooling since 1984. We are looking for a Full Time Senior Plumber for our Nanuet, NY location. This offers a competitive hourly rate  sign on bonus  benefits mentioned below. Blend Air Mechanical , is part of Encon Heating & AC company . Plumbing services, include, but not limited to: Kitchen Repairs, Bathroom Repairs, Gas Line Repairs, Waterline Repairs and Installations, Water Heater Repairs…",-74.1735,Adzuna::API::Response::Job,78750.38,https://www.adzuna.com/details/5718616028?utm_medium=api&utm_source=abfa41a4,full_time,"['US', 'New Jersey', 'Essex County', 'Newark']",Adzuna::API::Response::Location,"Newark, Essex County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Company,Encon Heating & AC,
Skills Development Specialist (PT/Pool),76960.0,5718615999,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxNTk5OSIsInMiOiIxcHdmX2N0SDhSR3J6X2dZOEtsZlZ3In0.UGyOGOHCCEYYADcoWJlLTFJ5P5qmHRbETggEB90BtiY,2026-05-04T10:28:55Z,43.461431,"Are you passionate about making a positive impact on a child's life? Join us as a Skills Development Specialist today! As a Skills Development Specialist, you will have an incredible opportunity to engage with a youth in one-on-one activities within the community that are safe, enjoyable, and perfectly aligned with the goals set by the youth and family team. A quality Skills Development Specialist serves as an understanding and trusted coach, confidant, adviser, and advocate. Research shows tha…",-88.84069,Adzuna::API::Response::Job,37440.0,https://www.adzuna.com/details/5718615999?utm_medium=api&utm_source=abfa41a4,part_time,"['US', 'Wisconsin', 'Dodge County', 'Beaver Dam']",Adzuna::API::Response::Location,"Beaver Dam, Dodge County",Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,Adzuna::API::Response::Company,Lad Lake Inc,
