salary_is_predicted,longitude,description,__CLASS__,created,id,latitude,salary_min,salary_max,adref,contract_time,title,redirect_url,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,location.display_name,location.__CLASS__,location.area,contract_type
0,-78.831811,"Solo OTR CDL-A Truck Drivers: $5,000 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average. $5,000 Sign On Bonus Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,625 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the right partner with our Team Match program. Or m…",Adzuna::API::Response::Job,2026-08-15T08:48:43Z,5843094473,35.643423,0.0,84760.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDQ3MyIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.yKliYQZDkcZ9Kq5xPruBlyBxUwtRvUU-RS77DpLqHsQ,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.63k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094473?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Holly Springs, Wake County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Holly Springs']",
0,-76.137739,"Solo OTR CDL-A Truck Drivers: $5,000 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average. $5,000 Sign On Bonus Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,625 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the right partner with our Team Match program. Or m…",Adzuna::API::Response::Job,2026-08-15T08:48:43Z,5843094455,36.49591,0.0,84760.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDQ1NSIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.89LucwS1WTh7R7L93T_kUMSR1mLkoAvA5ov6Me_uS4Q,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.63k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094455?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Moyock, Currituck County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Currituck County', 'Moyock']",
0,-78.831811,"Solo OTR CDL-A Truck Drivers: $5,000 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average. $5,000 Sign On Bonus Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,625 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the right partner with our Team Match program. Or m…",Adzuna::API::Response::Job,2026-08-15T08:48:43Z,5843094474,35.643423,0.0,84760.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDc0In0.oT9MCL-jtkWcIU5jNRk7s7uDALfD3jUEsKubkdppDeA,full_time,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.63k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094474?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Holly Springs, Wake County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Holly Springs']",
0,-79.73412,"Solo OTR CDL-A Truck Drivers: $5,000 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average. $5,000 Sign On Bonus Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,625 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the right partner with our Team Match program. Or m…",Adzuna::API::Response::Job,2026-08-15T08:48:43Z,5843094453,34.2099,0.0,84760.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDUzIn0.vbFiVP2nveNXKdX3vCE1oVkl7JFB-W_j-yWbtgOXmGA,full_time,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.63k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094453?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Quinby, Florence County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Florence County', 'Quinby']",
0,-75.22154,"SYSTEM FREIGHT is hiring Local CDL-A Drivers for PM shift regional routes. In this home-daily role, you’ll haul time-sensitive, high-volume freight across the Northeast and Mid-Atlantic. Responsibilities include safe and timely pickup and delivery, operating late-model tractors, completing logs and pre/post-trip inspections, and following all DOT and company safety regulations. Enjoy consistent freight, predictable schedules, competitive pay, and a family-oriented culture that values profession…",Adzuna::API::Response::Job,2026-08-15T08:48:40Z,5843094434,40.681918,70000.0,90000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDM0In0.x4GbeN-YRI0juCCISMtB8bQrHv4R0AntTHZezE8q_BY,,Local CDL-A Driver,https://www.adzuna.com/land/ad/5843094434?se=VoY8da6Y8RGXlua0wi23rg&utm_medium=api&utm_source=abfa41a4&v=985F457EBD56F759898E75E76015202A52926664,Adzuna::API::Response::Company,SYSTEM FREIGHT,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"Palmer, Northampton County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Northampton County', 'Palmer']",
0,-93.25182,"Solo OTR CDL-A Truck Drivers: $5,000 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average. $5,000 Sign On Bonus Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,625 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the right partner with our Team Match program. Or m…",Adzuna::API::Response::Job,2026-08-15T08:48:35Z,5843094423,42.73026,0.0,84760.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDQyMyIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.iasCVI9SUisbR5UBVXL-MMlOzakqDfHPCayBa-l8_ao,full_time,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.63k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094423?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Hampton, Franklin County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Franklin County', 'Hampton']",
0,-78.594385,"Solo OTR CDL-A Truck Drivers: $5,000 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average. $5,000 Sign On Bonus Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,625 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the right partner with our Team Match program. Or m…",Adzuna::API::Response::Job,2026-08-15T08:48:35Z,5843094426,35.664395,0.0,84760.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDI2In0.PM61DetU4xRL-IGk_uuZw3laDqgM-30Fv0XYO0niIQE,full_time,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.63k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094426?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Garner, Wake County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Garner']",
0,-74.829056,"Looking for a company that treats associates with respect, understanding, and appreciation? Looking for a company that is passionate about teamwork and the growth of it's associates and communities? That's WEIS! Location Address: 2045 State Rte 57, Mansfield Village Square Job Description: ESSENTIAL DUTIES AND RESPONSIBILITIES The Customer Experience Attendant is responsible for the functions below, in addition to other duties as assigned: Greets customers in a cheerful manner as they enter the…",Adzuna::API::Response::Job,2026-08-15T08:48:34Z,5843094417,40.853988,33113.0,47840.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDE3In0.xysMYueKQ0nPfCNCqMW695kLp1RzqqP0EPWNfP2oXGI,part_time,Customer Experience Attendant,https://www.adzuna.com/details/5843094417?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Weis Markets,Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,"Hackettstown, Warren County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Warren County', 'Hackettstown']",
0,-106.493002,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094401,32.38469,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDAxIn0.IinQltgKUmop1DIG0fi8cSVaBA_40A0k-zXjLqH15ZQ,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094401?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"White Sands, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'White Sands']",
0,-101.655484,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094365,33.443434,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDM2NSIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.ily_1NKTljUhWZNPE_3QGjSJLZ-8_WgnzBFJDS5GiUw,full_time,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094365?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Slaton, Lubbock County",Adzuna::API::Response::Location,"['US', 'Texas', 'Lubbock County', 'Slaton']",
0,-106.090594,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094390,31.449107,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0MzkwIn0.B-Y9WqpeJWVOtVT0MgNPvrPEtctRa8xrfN_z4P_hYrs,full_time,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094390?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Tornillo, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'Tornillo']",
0,-106.795904,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094408,32.269036,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDQwOCIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.D1gXCJyzeiqRyoIgyvmpPcivYfKEvD_5QJXz3tYswgo,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094408?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Mesilla, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'Mesilla']",
0,-101.848852,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094378,33.834134,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0Mzc4In0.kBjQB41MkLxJca2jv-4t0sIa4i9cbnW38HbBG3_TceU,full_time,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094378?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Abernathy, Hale County",Adzuna::API::Response::Location,"['US', 'Texas', 'Hale County', 'Abernathy']",
0,-106.72017,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094397,32.216879,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0Mzk3In0.pB_cPQa0TFR-vGNhF9xpVNhxFEfUxm2qaVYofH7UJXg,full_time,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094397?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Santo Tomas, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'Santo Tomas']",
0,-106.27107,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094382,31.584334,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0MzgyIn0.3-hq9ik5kJaE-s482ukEOG-wzb6FTC1tdjKQtAgECjk,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094382?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"San Elizario, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'San Elizario']",
0,-106.713467,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094392,32.127444,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0MzkyIn0.ghlvirGJpRSbEo8vO_YuPB8EuRDnbfp6xfNpRRGHbos,full_time,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094392?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"La Mesa, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'La Mesa']",
0,-106.646571,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094386,31.858873,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0Mzg2In0.MeGIIvclE0DZ5GDSCpI4pox2oaFzOcIdd3hTNlM9n40,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094386?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Santa Teresa, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'Santa Teresa']",
0,-106.72017,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094407,32.216879,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDQwNyIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.HG5cMG0PGBPHgKTEHoERbqi3zFcF6S2564iOd__wp1U,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094407?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Santo Tomas, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'Santo Tomas']",
0,-102.384,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094370,33.55416,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0MzcwIn0.NYoX04h_6wD_UgxmK6y4HX6KNw0MTXW4D6YgqCrTjYE,full_time,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094370?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Levelland, Hockley County",Adzuna::API::Response::Location,"['US', 'Texas', 'Hockley County', 'Levelland']",
0,-106.152454,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094404,31.498337,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVm9ZOGRhNlk4UkdYbHVhMHdpMjNyZyIsImkiOiI1ODQzMDk0NDA0In0.QADH0KWTmfDFd6RUcqtMyMZgEZc-bVlYEHKfVYTtXd8,full_time,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094404?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Fabens, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'Fabens']",
0,-106.152454,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094384,31.498337,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDM4NCIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.LYiuyMjFqON16JijOpfD5mNaiAMsvDz1E2M-APz8C8w,full_time,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094384?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"Fabens, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'Fabens']",
0,-106.27107,"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don't have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-15T08:48:32Z,5843094381,31.584334,62400.0,89960.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NDM4MSIsInMiOiJWb1k4ZGE2WThSR1hsdWEwd2kyM3JnIn0.WAEJJyoTecgSUq_a1GrQbDFG27NUvWWsYrLgmRHvIwI,full_time,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,https://www.adzuna.com/details/5843094381?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,U.S. Xpress - OTR,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,"San Elizario, El Paso County",Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'San Elizario']",
