__CLASS__,redirect_url,id,adref,created,longitude,title,salary_is_predicted,latitude,salary_min,salary_max,description,category.tag,category.__CLASS__,category.label,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_type,contract_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381578?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=CCC2C757B990C422F51DA883FBDE4FEC27054FD9,5681381578,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTc4In0.JPjjhDviTCI-3QXVUuBFJfXKH3fznnYnGwTmabG2e9c,2026-03-28T08:42:56Z,,Local CDL A Drivers – Home Daily,1,,66891.33,66891.33,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,US,['US'],Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381552?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=F5321054B55AEF87A3DF1B5B9BED13A71855FA19,5681381552,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU1MiIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.VE5c-D3Cq8fz4nfuFImn8XaQV_5GcZDyH5gUfUZHQ3o,2026-03-28T08:42:56Z,-72.663678,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,41.550903,84348.34,84348.34,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Middletown, Middlesex County","['US', 'Connecticut', 'Middlesex County', 'Middletown']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381566?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=48E088FEB9578B01388362C946871CDBDD43A773,5681381566,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTY2In0.YQa55WbdiB3n1WqZeSi-bViEz2xI3-9Y6Y4_tiA-1sc,2026-03-28T08:42:56Z,-72.535013,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,41.984294,81943.37,81943.37,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Hazardville, Hartford County","['US', 'Connecticut', 'Hartford County', 'Hazardville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381581?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=D6ED8701672500792E7C6111DAD64D1794E1B3F7,5681381581,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTgxIn0.fkIStWzNqY0wGLeG_ORoPfrUjvUcHYJFQ-SbWR2779w,2026-03-28T08:42:56Z,-71.5015,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,42.0016,102512.27,102512.27,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Woonsocket, Providence County","['US', 'Rhode Island', 'Providence County', 'Woonsocket']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381594?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=09343FD7C73D840D84FD25DC2ADC7B5C1E56F465,5681381594,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTk0In0.MwC_1K8Vy8_HFJRK5EeUvjI4uI0WnTniFlprFowR_dw,2026-03-28T08:42:56Z,-72.507913,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,42.126547,81768.43,81768.43,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Indian Orchard, Hampden County","['US', 'Massachusetts', 'Hampden County', 'Indian Orchard']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381596?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=43EA9400472BEEC7573933C289B2D9366D64EED7,5681381596,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTk2In0.F2Atlivka3CoXrs8q4lkkCrtb-bif7a3g2uWycQlXOQ,2026-03-28T08:42:56Z,-73.65845,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,42.4495,103984.21,103984.21,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Valatie, Columbia County","['US', 'New York', 'Columbia County', 'Valatie']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381541?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=0AF457362BD356A2A99BA5C39EEE7E2E23023F7E,5681381541,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTQxIn0.su5XpRPxAodawWzHZqr3OXum-jNeYI7J9wztbccavXc,2026-03-28T08:42:56Z,-72.556823,Local CDL A Drivers – Home Daily,1,42.598111,62463.84,62463.84,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Turners Falls, Franklin County","['US', 'Massachusetts', 'Franklin County', 'Turners Falls']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381567?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=8E469F4A0D53201F00607D66C413EEFD44731898,5681381567,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU2NyIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.RGQ5vteeQuogudyMaSigPRy4pebbzjzFfiLIIJY1SNM,2026-03-28T08:42:56Z,-71.496166,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,42.72819,84944.91,84944.91,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Nashua, Hillsborough County","['US', 'New Hampshire', 'Hillsborough County', 'Nashua']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381580?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=1C0E9CAFCDDBCD29593AD0EC3E62DB306BB220D1,5681381580,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU4MCIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.xSfn9AkUuCz_Z6l1K5mztaxALJITitQoP76zo9j4vdg,2026-03-28T08:42:56Z,-71.54874,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,41.8788,81374.09,81374.09,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Greenville, Providence County","['US', 'Rhode Island', 'Providence County', 'Greenville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381553?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=E6D9C35D591D9342B169A23B03E5B137FE0AE7F6,5681381553,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU1MyIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.JfjNHg5iTc5bxUDJ4BY0SWB7VSP5Ih-1TXsnueZKHV4,2026-03-28T08:42:56Z,-73.03973,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,41.55593,101181.34,101181.34,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Waterbury, New Haven County","['US', 'Connecticut', 'New Haven County', 'Waterbury']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381577?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=9B02BAABC01AADCDBCDAFF9DFE4C291811EA6484,5681381577,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU3NyIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.M54TfbjWWhHkqv1Nl16QTsLSe7Amu7vDOioAGF0uLHQ,2026-03-28T08:42:56Z,-72.507913,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,42.126547,102328.94,102328.94,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Indian Orchard, Hampden County","['US', 'Massachusetts', 'Hampden County', 'Indian Orchard']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381550?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=2CBFBB452050D724A01C35BDFD1CD4153D1407F7,5681381550,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU1MCIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.FN3M1pbRIQl1CyWNaF4cWjjjUZJJdO9SeiaCWbmonTI,2026-03-28T08:42:56Z,-72.531389,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,42.410278,66153.64,66153.64,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Cushman, Hampshire County","['US', 'Massachusetts', 'Hampshire County', 'Cushman']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381591?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=9E13223405F47E6F521C166065E95B143346E01A,5681381591,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTkxIn0.i7r6qaWdGlzHPeCLrVS34_ZuFrbWtUk-Fq9NPx0AEy0,2026-03-28T08:42:56Z,-72.7701,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,41.60778,91349.59,91349.59,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Berlin, Hartford County","['US', 'Connecticut', 'Hartford County', 'Berlin']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381574?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=2FD4B3CF0A281547C7DD06B22C64670747C2BC96,5681381574,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTc0In0.llukqVzH5gEawku3A-sJJedlI_dl19NGn6eFiQkRS6A,2026-03-28T08:42:56Z,-73.314472,Local CDL A Drivers – Home Daily,1,41.393943,82935.47,82935.47,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Newtown, Fairfield County","['US', 'Connecticut', 'Fairfield County', 'Newtown']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381560?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=D45604D8A740EC986D86D9A70F0AD59448C78760,5681381560,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTYwIn0.1oWuzNxfmlZIz0_fjxKecsaAKhFAaMT8hKnWRNIeKQs,2026-03-28T08:42:56Z,-71.960083,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,41.390358,64139.9,64139.9,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Old Mystic, New London County","['US', 'Connecticut', 'New London County', 'Old Mystic']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381545?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=204D09BAEAEFF77118F7E548FC2B8054299748F2,5681381545,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNTQ1In0.H1WiNDv_gg9PTW9SFAXEJYdGtJSfMPrf0fJMc-fbzqQ,2026-03-28T08:42:56Z,-72.631112,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,42.202683,88816.37,88816.37,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Halyoke, Hampden County","['US', 'Massachusetts', 'Hampden County', 'Halyoke']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381588?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=44572FECC5F5B888CE4A3520EF27208B302E7EE8,5681381588,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU4OCIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.x-Uiwi-DlWAah_iC2Xyz8dFJ7wxZbeWeGXcioF6LNto,2026-03-28T08:42:56Z,-72.573123,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,42.1759,82123.15,82123.15,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Chicopee, Hampden County","['US', 'Massachusetts', 'Hampden County', 'Chicopee']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381600?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=F85F1F423024596E5E8707BC4AD3984B529F1793,5681381600,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2dYcnVhMHE4UkdmV0lzLV9uUHdXZyIsImkiOiI1NjgxMzgxNjAwIn0.zRd3MUYXCBXNljv2BCXQn_K_5OohJJz8DXqVBTPUv4s,2026-03-28T08:42:56Z,-73.3704,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,42.27474,59144.09,59144.09,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Risingdale, Berkshire County","['US', 'Massachusetts', 'Berkshire County', 'Risingdale']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381571?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=E1364582604340A3672E5D6A54E910D1FE873417,5681381571,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU3MSIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.-5boyhw3IOV-e-bWqDTcSosYaITonoWA2r93VZ4oZ8k,2026-03-28T08:42:56Z,-72.106218,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,41.349823,72727.18,72727.18,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"New London, New London County","['US', 'Connecticut', 'New London County', 'New London']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381542?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=EAA03572C4CE0E9BFE3005431E705E2C5EB34A8B,5681381542,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU0MiIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.PpteLChfnwFlV61PXFOBaILYrZdMW1u3lUx1pwneAvU,2026-03-28T08:42:56Z,-72.574639,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,41.463303,87051.25,87051.25,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Higganum, Middlesex County","['US', 'Connecticut', 'Middlesex County', 'Higganum']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381586?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=0E7ED3630EC910EF79773F56EECE96E492D5ECC0,5681381586,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU4NiIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.BypjPvh6G5gLsqOi-13zv1eTlvqjXq3PjUeooiFH9PM,2026-03-28T08:42:56Z,-72.30588,Local CDL A Drivers – Home Daily,1,42.97188,94660.91,94660.91,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Keene, Cheshire County","['US', 'New Hampshire', 'Cheshire County', 'Keene']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381557?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=C93EEFDFE2AEAFD0E2FB588805A29CB9B08B4400,5681381557,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU1NyIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.kZeUD2xf7b4odcf94FJ5XhG8cZEQU4SydBOpbJwXFN0,2026-03-28T08:42:56Z,-72.689925,"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",1,42.322725,107262.41,107262.41,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Bay State Village, Hampshire County","['US', 'Massachusetts', 'Hampshire County', 'Bay State Village']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681381589?se=7gXrua0q8RGfWIs-_nPwWg&utm_medium=api&utm_source=abfa41a4&v=58FB667E58D85D83ECB24E7290220837B7A9B6F1,5681381589,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4MTU4OSIsInMiOiI3Z1hydWEwcThSR2ZXSXMtX25Qd1dnIn0.hPcHz0KuyNyqP_LVF9I1MkCfcmAOOf3w_OlW0ixVS9s,2026-03-28T08:42:56Z,-73.2516,"Local CDL A Drivers: $1,000 Annual Longevity Bonus",1,41.7189,63147.07,63147.07,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Bantam, ","['US', 'Connecticut', '', 'Bantam']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,,full_time
