id,salary_is_predicted,salary_max,longitude,description,latitude,title,redirect_url,adref,created,salary_min,__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,contract_type
5780305869,0,106236.0,-90.192822,"GetMed Staffing, Inc. is seeking a travel nurse RN PACU - Post Anesthesia Care for a travel nursing job in Saint Louis, Missouri. Job Description & Requirements Specialty: PACU - Post Anesthesia Care Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel GetMed Staffing is searching for a strong PACU RN to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers …",38.630539,"Travel PACU Registered Nurse - $2,043 per week",https://www.adzuna.com/details/5780305869?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTg2OSIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.btvraEWvmSFHiSpdLJN0cy9k5M8Kv9WzD9RCjsVNVMk,2026-06-28T10:47:09Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,"GetMed Staffing, Inc.","['US', 'Missouri', 'Saint Louis County', 'Saint Louis']","Saint Louis, Saint Louis County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305827,1,48088.21,-94.1463,"Painters & Blasters The Painters & Blasters are responsible for performing surface preparation, coating application, and finishing work on a variety of structures and components used in marine and civil construction projects. This includes protective coatings for steel, concrete, and timber used in harsh marine environments, as well as aesthetic finishes and corrosion control. The Painter ensures quality work while adhering to industry standards, safety protocols, and environmental regulations.…",30.09318,"Painters & Blasters - Beaumont/Port Arthur, TX",https://www.adzuna.com/details/5780305827?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1ODI3In0.eiUXBad3cPpUXh1lEu0rBZStVuHQNSQszbeJ08siZ-M,2026-06-28T10:47:09Z,48088.21,Adzuna::API::Response::Job,Adzuna::API::Response::Company,The Heico Companies,"['US', 'Texas', 'Jefferson County', 'Beaumont']","Beaumont, Jefferson County",Adzuna::API::Response::Location,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,,
5780305814,1,105414.62,-76.6054,"Join a top-paying fleet hauling flatbed freight across the US. Enjoy steady miles, consistent pay, and weekly home time Average Weekly Pay: $1,500 Home Time: Weekends Freight: All Flatbed Trailer Coverage Area: 48 US States Reliable freight. Great pay. Weekly home time. Requirements Valid CDL-A license with a clean driving record Minimum 9 months of commercial driving experience 6 months of Flatbed driving experience Clean MVR for the past 3 years (Incidents reviewed on a case-by-case basis) Mu…",39.291,Regional Flatbed CDL-A Truck Driver (Northeast),https://www.adzuna.com/details/5780305814?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1ODE0In0.LMW3TFnP4kqK3M-HBb16eiKLg8kyT9uHo5I9bmythPU,2026-06-28T10:47:09Z,105414.62,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Cooperidge Consulting Firm,"['US', 'Maryland', 'Baltimore County', 'Baltimore', 'East Case']","East Case, Baltimore",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
5780305868,1,14532.67,-77.029354,"Job 1919684 Westminster, MD $1962-2255 /week* 40 hrs /week * Estimated payments include wages and expense reimbursement, are based on information available to Fusion at time of posting, and could vary depending on factors related to the facility or applicant. Estimated payments do not include taxes, insurance, or other deductions that may occur. Apply for this job Job overview Start date 05/18/2026 Assignment length 25 weeks Shift Not Indicated Hours 5 X 8 Facility details Work setting Home Hea…",39.615388,Home Health RN,https://www.adzuna.com/details/5780305868?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTg2OCIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.O6C6iXe97Cy97I4EWGP_1f6exLUy-xDdTV5l275z-oo,2026-06-28T10:47:09Z,14532.67,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Maryland', 'Carroll County', 'Westminster']","Westminster, Carroll County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305845,1,38652.79,-86.158056,"Evergreen Crossing & Loft A DEEPER COMPASSION, FOR A HIGHER PURPOSE. Nurses are at the heart of our world-class, patient-centered standard of care. Day in and day out, they go the extra mile to make a lasting difference in the lives of our residents and their families. Travel that extra mile with a team that will encourage you to make a difference! Evergreen Crossing & Loft is seeking PRN LPNs with heart, empathy, and a little extra love to provide to our patients. PRN Positions Available. Qual…",39.768333,Licensed Practical Nurse (LPN) PRN,https://www.adzuna.com/details/5780305845?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTg0NSIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.ErtzpUZSiJDEEpqAzadbhQPVijUzRyR_Fc2N4ndwUdE,2026-06-28T10:47:09Z,38652.79,Adzuna::API::Response::Job,Adzuna::API::Response::Company,CommuniCare Corporate,"['US', 'Indiana', 'Marion County', 'West Indianapolis']","West Indianapolis, Marion County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305839,0,128336.0,-77.688075,"Horizon Health is seeking a travel nurse RN Behavioral Health for a travel nursing job in Centre Hall, Pennsylvania. Job Description & Requirements Specialty: Behavioral Health Discipline: RN Start Date: 07/13/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Travel Registered Nurse (RN) Opportunity Assignment details: - Specialty: Behavioral Health - Location: Centre Hall, PA - Duration: 13 weeks - Full-Time, 36 hours per week - Shift: night shift - Enha…",40.828383,"Travel Nurse RN - Behavioral Health - $2,468 per week",https://www.adzuna.com/details/5780305839?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTgzOSIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.byS-XHzfYZ5heio78PARabrGPneN0giafdLMy9l0pIA,2026-06-28T10:47:09Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Horizon Health,"['US', 'Pennsylvania', 'Centre County', 'Centre Hall']","Centre Hall, Centre County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,permanent
5780305866,1,177183.95,-117.164709,"Civil Litigation Associate Attorney Southern California | Irvine & San Diego A respected and growing civil litigation platform in Southern California is seeking litigation associates for their practice. This is an outstanding opportunity for junior attorneys who want hands-on litigation work, strong mentorship, and trial experience, as well as mid-level to senior civil litigation attorneys looking for a supportive practice with long-term growth potential. Why This Opportunity Stands Out Direct …",32.726967,Civil Litigation Associate Attorneys,https://www.adzuna.com/details/5780305866?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTg2NiIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.vFcnbKgo2HM0DX9KD6_YNZZlebPdTn7-WatzFAQzrQM,2026-06-28T10:47:09Z,177183.95,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Scion Staffing,"['US', 'California', 'San Diego County', 'San Diego']","San Diego, San Diego County",Adzuna::API::Response::Location,Legal Jobs,Adzuna::API::Response::Category,legal-jobs,,
5780305773,1,140083.73,-70.784694,"Job Title Physical Therapist Location Scituate, Massachusetts Schedule / Job Type Contract | 13-Week Assignment | Skilled Nursing Facility (SNF) Key Responsibilities Evaluate and treat patients in a skilled nursing facility setting to restore function and improve mobility Develop and implement individualized physical therapy treatment plans based on patient needs and goals Document patient progress, treatment plans, and outcomes in accordance with facility and regulatory standards Collaborate w…",42.219281,Therapy - Physical Therapist,https://www.adzuna.com/details/5780305773?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTc3MyIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.1nlc6p1N3M9dh9SHrO893JRSEAEGepbItxiQLeZluNg,2026-06-28T10:47:09Z,140083.73,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Concentric Healthcare,"['US', 'Massachusetts', 'Plymouth County', 'Scituate']","Scituate, Plymouth County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,contract
5780305806,0,98592.0,-80.06375,"Fusion Medical Staffing-Home Health is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Salem, Virginia. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Travel Labor and Delivery RN Company: Fusion Medical Staffing Location: Facility in Salem, Virginia Job Details Fusion Medical Staffing is seeking a skilled Labor and Delivery RN for a 13-week…",37.2914,"Travel Nurse RN - Labor and Delivery - $1,896 per week",https://www.adzuna.com/details/5780305806?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1ODA2In0.HJVDq2C8uigJM6Q0SNmyFFWwSGyPXFAIIVWxyno2vsY,2026-06-28T10:47:09Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Fusion Medical Staffing-Home Health,"['US', 'Virginia', 'Salem', 'Kesslers Mill']","Kesslers Mill, Salem",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305867,0,104416.0,-86.158056,"Medical Talent is seeking a travel nurse RN Neuro PCU - Progressive Care Unit for a travel nursing job in Indianapolis, Indiana. Job Description & Requirements Specialty: Neuro PCU - Progressive Care Unit Discipline: RN Start Date: 07/19/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Join the Medical Talent Team! Join our dynamic team and embark on a rewarding journey with us! We are Joint Commission certified and known for our commitment to excellence…",39.768333,"Travel RN Neuro Stepdown - $2,008 per week",https://www.adzuna.com/details/5780305867?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTg2NyIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.oZddXRHSQJ7Dv1RBubR3TUXYaKfQ-8D9IBftmBn8s2w,2026-06-28T10:47:09Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Medical talent,"['US', 'Indiana', 'Marion County', 'West Indianapolis']","West Indianapolis, Marion County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,permanent
5780305722,1,60930.63,-121.135627,Details Client Name Mee Memorial Direct Hire Job Type Travel Offering Nursing Profession RN Specialty Registered Nurse Job ID 18545326 Job Title CA - Break RN - Days Weekly Pay $2638.02 Shift Details Shift 3 Day Shifts X 12 Hrs Scheduled Hours 36 Job Order Details Start Date 07/13/2026 End Date 10/12/2026 Duration 13 Week(s) Client Details Address 300 Canal Street City King City State CA Zip Code 93930 Job Board Disclaimer Stay updated with job opportunities from Talent4Health that match your s…,36.19953,CA - Break RN - Days,https://www.adzuna.com/details/5780305722?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NzIyIn0.t2PH0E6btChq1NaFt0_N1OlwFveOM4pb94vFXKtTH8I,2026-06-28T10:47:08Z,60930.63,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Talent4Health,"['US', 'California', 'Monterey County', 'King City']","King City, Monterey County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305707,1,109608.33,-74.13121,"Details Client Name NJ - SAINT MARY S HOSPITAL (SMHP) Job Type Travel Offering Nursing Profession RN Specialty Registered Nurse Job ID 18359275 Job Title SMHP | RN Cath Lab | Traveler Weekly Pay $671.61 Shift Details Shift 1 Day Shift X 8 Hrs Scheduled Hours 8 Job Order Details Start Date 07/20/2026 End Date 10/18/2026 Duration 13 Week(s) Job Description 1. Bachelor Degree in Nursing (BSN); preferred. 2. Active state Registered Nursing (RN) License; required. 3. Current BCLS (AHA), ACLS certifi…",40.858447,SMHP | RN Cath Lab | Traveler,https://www.adzuna.com/details/5780305707?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTcwNyIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.sa7r07D4UiUl0QlC0bmFhfGk35eVoEhqRJQePqBlegU,2026-06-28T10:47:08Z,109608.33,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Mission Hospital,"['US', 'New Jersey', 'Passaic County', 'Passaic']","Passaic, Passaic County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305689,1,153381.17,-71.05,"Nurse Practitioner Mass General Brigham relies on a wide range of professionals, including doctors, nurses, business people, tech experts, researchers, and systems analysts to advance our mission. As a not-for-profit, we support patient care, research, teaching, and community service, striving to provide exceptional care. We believe that high-performing teams drive groundbreaking medical discoveries and invite all applicants to join us and experience what it means to be part of Mass General Bri…",42.34,NP - Pediatric Endocrinology,https://www.adzuna.com/details/5780305689?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTY4OSIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.CdX7dP-XEQpaubZ0nZAH8qX3P1KaAuNuDpBY4twU0go,2026-06-28T10:47:08Z,153381.17,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Mass General Brigham,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']","South Boston, Suffolk County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305708,1,96083.87,-76.6054,BT/RBT Position Overview Are you a dedicated employee with a passion for making a positive impact on children's lives? Are you ready to start your career? Join us for an opportunity to work in a thriving environment where we empower children to reach their potential! Apply today and become part of our team! Skillful Steps ABA provides In-Home ABA therapy to individuals with Autism Spectrum Disorder (ASD). Our team of Behavior Therapists (BTs) and Board Certified Behavior Analysts (BCBAs) collab…,39.291,Registered Behavioral Therapist (RBT) Owings Mills MD,https://www.adzuna.com/details/5780305708?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NzA4In0.MLyzHLyKcVDYjcJrKHB2q9Q5dzU3AXJimUpcDPePdYY,2026-06-28T10:47:08Z,96083.87,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Skillful Steps ABA,"['US', 'Maryland', 'Baltimore County', 'Baltimore', 'East Case']","East Case, Baltimore",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
5780305697,0,110240.0,-85.945146,"Medical Solutions Allied is seeking a travel Physical Therapist for a travel job in Columbus, Indiana. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel We’re seeking talented healthcare professionals whose adventure game is as strong as their clinical game. Those that want flexibility and high pay, we have the positions for you! Some of the industry-leading benefits enjoyed by Medic…",39.195826,"Travel Physical Therapist - $2,120 per week",https://www.adzuna.com/details/5780305697?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1Njk3In0.KcOQ94B_tkjtgHGABQ7kVbMfAqUf99lRVuxBNdcsj8E,2026-06-28T10:47:08Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Medical Solutions Allied,"['US', 'Indiana', 'Bartholomew County', 'Columbus']","Columbus, Bartholomew County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305742,1,24670.07,-112.032976,"Nurses At The Indian Health Service At the Indian Health Service (IHS), Nurses do more than practice medicine-they change lives. Guided by our mission to raise the health of American Indian and Alaska Native people, you'll deliver compassionate care where it's needed most. Your expertise brings healing and hope across generations. Begin your journey with purpose - AND receive a recruitment/relocation sign-on bonus, if you are eligible. A REAL ID will be required beginning May 7, 2025, in accord…",33.075263,Nurse (Outpatient),https://www.adzuna.com/details/5780305742?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NzQyIn0.MIqH9yKNhmyuLPMiKXW6NHiYmgodViRly_0-7rlDbJQ,2026-06-28T10:47:08Z,24670.07,Adzuna::API::Response::Job,Adzuna::API::Response::Company,US Government Jobs,"['US', 'Arizona', 'Pinal County', 'Maricopa']","Maricopa, Pinal County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305691,1,68843.45,-76.902781,"Full Time Lpn Opportunity At Waldorf Center Waldorf Center is seeking a full time LPN to join their team! At Genesis Healthcare, we are dedicated to improving the lives we touch through the delivery of high-quality care and exceptional service. As a leading provider in the long-term care industry, we believe in fostering a collaborative, inclusive and supportive work environment where every team member is valued and empowered to make a difference. Whether you're an experienced professional or j…",38.599265,Licensed Practical Nurse - LPN,https://www.adzuna.com/details/5780305691?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NjkxIn0.M3DCzjOS898sRq8SyZ8xlAps3t28kZivs_mQ1DUh7R4,2026-06-28T10:47:08Z,68843.45,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Powerback Rehab,"['US', 'Maryland', 'Charles County', 'Saint Charles']","Saint Charles, Charles County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
5780305719,1,82893.24,-79.931,"Job Description Summary The clinical pharmacy specialist will work within our outpatient clinics to help optimize patient outcomes and participate in interprofessional collaboration. This position reports to an Ambulatory Pharmacy Manager and collaborates closely with the clinic’s healthcare professionals. The ideal candidate will be motivated, possess a wide clinical knowledge base, demonstrate strong communication and time management skills, and be able to work in a team environment to provid…",32.7762,Clinical Pharmacy Specialist - Geriatrics Clinic,https://www.adzuna.com/details/5780305719?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTcxOSIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.WgG1MhHC_v12FWCpFU14dR_KDB67OpMIa7C0rFi4f10,2026-06-28T10:47:08Z,82893.24,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Medical University of South Carolina,"['US', 'South Carolina', 'Charleston County', 'James Island']","James Island, Charleston County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,part_time,
5780305706,1,46817.71,-118.078931,"Go further with the best Benefits & Perks Package our industry has to offer. We provide everything you need to ensure you are covered on and off the clock. Day One Health Coverage You are covered on day one when you take a full-time contract with ORNN. Our premium BCBS health plans provide Health, Dental, Vision, and Life Insurance coverage nationwide. Travel Reimbursement No need to miss out on a new adventure because you can not afford to get there! TNI covers up to $1000 of your travel expen…",33.841526,Registered Nurse (RN) - Cardiac Cath Lab,https://www.adzuna.com/details/5780305706?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTcwNiIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.H3h1Pr-A7scmGtjwoI-VeCCtEGC9ZnFtGV3izBjyn_U,2026-06-28T10:47:08Z,46817.71,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Travel Nurses Inc,"['US', 'California', 'Los Angeles County', 'Hawaiian Gardens']","Hawaiian Gardens, Los Angeles County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
5780305724,0,100308.0,-84.164133,"AHS Staffing is seeking a travel nurse RN Dialysis for a travel nursing job in Albany, Georgia. Job Description & Requirements Specialty: Dialysis Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel AHS Staffing is looking for a Dialysis Registered Nurse in Albany, GA for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position! AHS Job ID 2409584. Posted j…",31.57381,"Travel Nurse RN - Dialysis - $1,929 per week",https://www.adzuna.com/details/5780305724?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTcyNCIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.T1LQ1vjOWYPle_23CAZqy2bbZ26_GORX14PZxvwx9nA,2026-06-28T10:47:08Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,AHS Staffing,"['US', 'Georgia', 'Dougherty County', 'Albany']","Albany, Dougherty County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305644,1,60777.71,-88.25622,"Do you see you see yourself wanting to empower patients to be partners in the care they receive? Do you find yourself wanting to see patients receive their greatest degree of independence? Are you committed to providing a safe haven for healing for patients and families? Do you strive in an environment where teamwork makes the dream work? If you answered yes to these questions, then Aria Healthcare is the place for you. At Aria Healthcare, our interdisciplinary team of health professionals is c…",43.01208,PM Shift Licensed Practical Nurse (LPN)/ Registered Nurse (RN),https://www.adzuna.com/details/5780305644?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NjQ0In0.qMlEv65ENtCQ9RfSgGn66DDpqQYFeTVzdIpaahe9wBQ,2026-06-28T10:47:08Z,60777.71,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Aria of Waukesha,"['US', 'Wisconsin', 'Waukesha County', 'Waukesha']","Waukesha, Waukesha County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305748,1,37288.83,-96.69858,"Summary: Uniti Med is looking for a Registered Nurse (RN) in Plano, Texas. This assignment lasts 13 weeks and is scheduled to start on 07-13-2026. Benefits: Day 1 Insurance Cigna medical, MetLife dental and vision insurance License reimbursement for new licenses needed for each assignment Continuing Education Unit (CEU) reimbursement after 750 hours worked Employee Assistance Program (EAP) Discounts with hotels and rental cars A dedicated recruiter and support team that will help you every step…",33.0234,RN Medical-Surgical,https://www.adzuna.com/details/5780305748?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NzQ4In0.LQOaEU9EvCTi-PUUghhpN-mSjgrex0sDNg5FYQDzRV4,2026-06-28T10:47:08Z,37288.83,Adzuna::API::Response::Job,Adzuna::API::Response::Company,UnitiMed,"['US', 'Texas', 'Collin County', 'Plano']","Plano, Collin County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,contract
5780305680,0,113568.0,-72.695659,"NuWest Travel Nursing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Hartford, Connecticut. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel We have a new assignment for RN - ED in Hartford, CT and are interviewing ASAP. This is a travel assignment, 3x12 Days position at a great facility. Pay Range: $1889.46 - $2222.89 Per Week Benefits include…",41.792693,"Travel Nurse RN - ED - Emergency Department - $2,184 per week",https://www.adzuna.com/details/5780305680?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTY4MCIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.XVOAd9_s1e2zu1vxrLMTs_L8tPxHdAcpqhwkYwZhQw0,2026-06-28T10:47:08Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,NuWest Travel Nursing,"['US', 'Connecticut', 'Hartford County', 'Blue Hills']","Blue Hills, Hartford County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780305645,1,165298.27,-74.432741,"Job Description Accountabilities: Registered Nurse, Full Time - AMG Pediatric Endocrinology - Peds experience a must Promotes and restores patient's health by completing the nursing process; collaborating with physicians and multidisciplinary team members; providing physical and psychological support to patients, friends, and families; and supervising assigned team members. Identifies patient care requirements by establishing personal rapport with potential and actual patients and other persons…",40.78062,"Registered Nurse, - Full Time, Days - AMG Pediatric Endocrinology - Morristown",https://www.adzuna.com/details/5780305645?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRExQMUpBRno4UkcwM3BfYjJOUkladyIsImkiOiI1NzgwMzA1NjQ1In0.VK0azC_UlFfdSiMjWWMMi4QKc14C9zEFhic1N3KYE9A,2026-06-28T10:47:08Z,165298.27,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Atlantic Health Services,"['US', 'New Jersey', 'Morris County', 'Convent Station']","Convent Station, Morris County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,part_time,
5780305661,1,154297.98,-87.881127,"Company Perks Consider joining Wisconsin's largest family-owned dental organization and become the newest General Dentist of the Dental Associates' family! Over the past 50 years, we have grown from a one-chair-clinic to offering dental care across Wisconsin with 15 clinics providing general and specialty dentistry. Joining our team means that you will have the unique opportunity to run your practice within a practice. Devote your time and energy to providing excellent oral health care and buil…",42.574882,General Dentist (Family Dentist - Pediatric),https://www.adzuna.com/details/5780305661?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMwNTY2MSIsInMiOiJETFAxSkFGejhSRzAzcF9iMk5SSVp3In0.94x7uUXcd_YDbRib-KDY48wm8S-e90VJ7Jb_wAoW2hM,2026-06-28T10:47:08Z,154297.98,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Dental Associates,"['US', 'Wisconsin', 'Kenosha County', 'Pleasant Prairie']","Pleasant Prairie, Kenosha County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
