salary_is_predicted,__CLASS__,id,adref,title,redirect_url,salary_min,longitude,description,salary_max,created,latitude,category.label,category.__CLASS__,category.tag,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,contract_time,contract_type
1,Adzuna::API::Response::Job,5873222414,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDE0In0.3HDufh0HMCF79pnIIvt97ZuKmmacNSvQamCdNtymHm4,"Noninvasive Cardiology Physician - Ames, Iowa - Physician Owned - Partnership Track",https://www.adzuna.com/land/ad/5873222414?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=9CA20928B16870F4893F4BE69B77CCE79CE991A8,200331.23,-93.585595,"Job Description Job Description Our organization is on the lookout for a Board Eligible/Board Certified Noninvasive Cardiologist to become part of our expanding team in Ames, Iowa, within the state's largest physician-owned multi-specialty clinic . Become a member of a supportive team that is excited to welcome new talent. Experience flexibility and a high degree of control over your schedule . Receive a competitive compensation package along with loan forgiveness options. Our clinic is owned a…",200331.23,2026-09-06T12:05:05Z,42.030322,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Ames, Story County","['US', 'Iowa', 'Story County', 'Ames']",Adzuna::API::Response::Location,McFarland Clinic,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222457,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDU3In0.vuqB6El_z006BbXSAWTxb3wDjYSsf5huP1hslc23vKk,"CDL A Driver - $7,500 Retention Bonus",https://www.adzuna.com/land/ad/5873222457?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=F760E9A094A77AA75429AD88C31E13F16A2E63B9,72347.81,-83.120465,"Job Description Job Description Advance Your CDL-A Career! Our drivers play a crucial role in transporting, supplying, and supporting some of America’s most beloved brands. With a commitment to reliability and safety, we have established ourselves as a leader in the industry for over 130 years. Join our team and experience the difference in driving—we offer competitive pay, strong client relationships, and ensure you return home safely and frequently. This is why many of our drivers enjoy long-…",72347.81,2026-09-06T12:05:05Z,39.585895,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,"Williamsport, Pickaway County","['US', 'Ohio', 'Pickaway County', 'Williamsport']",Adzuna::API::Response::Location,"Mclane Company, Inc.",Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222413,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDEzIn0.CyUTO_lyGOqyfBjeEa79pHwF9oxPzZz8LP-iCS1VZ3I,Physical Therapist,https://www.adzuna.com/land/ad/5873222413?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=1A7F0FBA576DDC1695C25E6FEAB5A65CEE9B6317,68546.21,-69.123907,"Job Description Job Description Exciting Opportunity for Physical Therapists Become Part of a Team That Prioritizes Your Passion for Care Are you looking for a rewarding career that feels like home and allows you to make a significant difference? At our organization, you will have the chance to provide outstanding care and support to our patients, witnessing their incredible progress firsthand. As a Physical Therapist, your expertise will enable you to deliver high-quality, compassionate care, …",68546.21,2026-09-06T12:05:05Z,44.121031,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Rockland, Knox County","['US', 'Maine', 'Knox County', 'Rockland']",Adzuna::API::Response::Location,Encompass Health Rehabilitation Hospital of Jonesboro,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222421,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjQyMSIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.NkBbGHZwuYDPfRAV2e4OJau8ZNJdhoBcr5dNUjJcfTo,Physician - Sports Medicine,https://www.adzuna.com/land/ad/5873222421?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=A35EA4895F964B17C8FA4DD45D48F934671D3AF1,64871.09,-111.844935,"Job Description Job Description Our organization is on the lookout for exceptionally skilled orthopedic Sports Medicine surgeons with expertise in Shoulder Replacements. We invite those who are eager to join a vibrant and cohesive team committed to providing top-tier musculoskeletal healthcare in the Arizona region. The ideal candidates will possess a proven history of excellence in clinical practice, adherence to clinical quality standards, and the ability to cultivate strong teamwork with pee…",64871.09,2026-09-06T12:05:05Z,33.432953,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Mesa, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Mesa']",Adzuna::API::Response::Location,The CORE Institute,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222507,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjUwNyIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.5oPghS2I1ml6aUb_4p5xKjfxKMhPPPISw5SIgwlkXVg,Malignant Hematology- UPMC Hillman Cancer Center,https://www.adzuna.com/land/ad/5873222507?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=12300EF72CB1F06A75C2670E079C29B78B32E065,193670.77,-80.039498,Job Description Job Description Become a part of an expanding initiative at a prestigious cancer center! We are currently seeking a full-time physician specializing in malignant hematology to enhance our network of medical oncologists and hematologists at our primary facility located on the UPMC Shadyside campus. Your role will encompass inpatient consultations as well as managing an outpatient clinic focused on malignant hematology. We are looking for a physician with outstanding clinical abil…,193670.77,2026-09-06T12:05:05Z,40.32757,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Bethel Park, Allegheny County","['US', 'Pennsylvania', 'Allegheny County', 'Bethel Park']",Adzuna::API::Response::Location,UPMC Southwestern PA,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222480,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDgwIn0.Xh3gVy9FYJktNiZ-KNmx8xqiognL-e2yI-b0UOA1v8U,EM Locums in Oklahoma,https://www.adzuna.com/land/ad/5873222480?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=AEBCBAB462A91442709830CA1637CFA329A8432D,113100.5,-97.818674,"Job Description Job Description Specialty Emergency Medicine Additional Information Annual Pay Volume: $18,000 Shift Schedule: 6 AM - 6 PM; 6 PM - 6 AM Emergency Department Capacity: 17 beds Trauma Level: Level 3 Board Certifications Accepted: EM, IM, FM About Our Organization We offer a range of benefits designed to support our healthcare professionals: Specialized consultants dedicated to your field Exceptional service experience Assistance with credentialing and licensing processes Malpracti…",113100.5,2026-09-06T12:05:05Z,36.405284,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Enid, Garfield County","['US', 'Oklahoma', 'Garfield County', 'Enid']",Adzuna::API::Response::Location,All Star Healthcare Solutions,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222417,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjQxNyIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.oNWt3an9fMEhN_hDL0VmzLMS6cL-JaHgjOcOqg4hlvw,"Driver, Trainee Hourly",https://www.adzuna.com/land/ad/5873222417?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=3743671CEFB285466865CCED1FD3157BC8BC7736,37456.17,-93.02,"Job Description Job Description Advance Your Career with Us! A team member in this role will acquire the fundamental skills necessary for the Driver position, focusing on the precise and timely delivery of products to various customer sites. As a Driver Trainee, you will gain insights into warehouse operations and other essential functions as part of your journey to becoming a professional driver. CDL-A Driver Training Program - Fully Funded by Us Location: Northfield, MN Schedule: Monday - Thu…",37456.17,2026-09-06T12:05:05Z,44.527,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,"Randolph, Dakota County","['US', 'Minnesota', 'Dakota County', 'Randolph']",Adzuna::API::Response::Location,"Mclane Company, Inc.",Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222439,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDM5In0.ZBKndfhqPSVdRfxoQ-5MVYgaSjYJzNW2bPOj5cYv4kg,"Dentist (Traveling) $50,000 sign-on bonus",https://www.adzuna.com/land/ad/5873222439?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=0952D4E5474CF245CAE98E581944320D7BCF2258,108066.37,-97.173903,"Job Description Job Description *Please be aware: this position is based in Sherman, TX. Overview Join an organization dedicated to enhancing lives and spreading joy, one smile at a time! We are committed to generating over a million smiles annually in the communities we serve, believing that everyone deserves access to quality and affordable dental care. This mission is at the heart of our operations! With a workforce exceeding 3,000 across various locations nationwide, from clinical roles to …",108066.37,2026-09-06T12:05:05Z,33.363171,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Sanger, Denton County","['US', 'Texas', 'Denton County', 'Sanger']",Adzuna::API::Response::Location,Jubilee Dental & Braces - a Benevis company,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222423,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDIzIn0.i9Vr_ayNpcvoDCHZPBnIWawnU5qMjfoUzbNBm-4gdkw,RN Registered Nurse,https://www.adzuna.com/land/ad/5873222423?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=FF5E01BBF1CA9C4BBB02D93FD976BCC6872549C5,33555.9,-111.866415,"Job Description Job Description I'm here to help! Please provide the job description you'd like me to rewrite, and I'll get started on it.",33555.9,2026-09-06T12:05:05Z,43.528871,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,"Idaho Falls, Bonneville County","['US', 'Idaho', 'Bonneville County', 'Idaho Falls']",Adzuna::API::Response::Location,Life Care Center of Idaho Falls,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222490,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDkwIn0.Cd2_b3ozLBO6lmR5kUsMHD75a1G7j6QwIwvOcZCWnxE,"Faculty Headache Neurology position at UPMC in Pittsburgh, PA",https://www.adzuna.com/land/ad/5873222490?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=A0841528FBF0B4FDBC0BFACA4D7ABBE375D9F5BC,95505.3,-80.179137,"Job Description Job Description The Department of Neurology at our organization is on the lookout for a faculty member to join the Headache Division. This role will involve working as a clinician or clinician-scientist within the Headache program, guided by Dr. Page B. Pennell, the Chair of Neurology, and Dr. Robert Kaniecki, the Chief of the Headache Division. Candidates must possess an MD or DO degree and have completed a fellowship in Headache Medicine. Additionally, applicants should be boa…",95505.3,2026-09-06T12:05:05Z,40.537903,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Sewickley, Allegheny County","['US', 'Pennsylvania', 'Allegheny County', 'Sewickley']",Adzuna::API::Response::Location,UPMC Southwestern PA,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222501,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjUwMSIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.fmCBFYPFLgc9Uhz5wewV_pHuzTOrl-hHO5p4zZXTCwc,Home Visit Primary Care Physician,https://www.adzuna.com/land/ad/5873222501?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=285C8FDE0F69E5F5396C6FDE21FBBF673E7F02A8,115174.48,-81.782078,"Job Description Job Description Our organization is looking for a physician trained in Internal Medicine or Family Medicine to become part of our expanding Senior Health team. The selected individual will play a vital role in delivering home-based primary care within the community. This role will contribute to the advancement of our Complex Care Institute, which aims to 'meet individuals where they are and advocate for what matters most.' This dedicated team currently serves over 500 patients, …",115174.48,2026-09-06T12:05:05Z,40.97811,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Rittman, Wayne County","['US', 'Ohio', 'Wayne County', 'Rittman']",Adzuna::API::Response::Location,Summa Health,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222422,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDIyIn0.CBhpWcaog2TVHrmrnkZuYQ_Aeeve5MTLUeO3S9PPumI,Locum Tenens -Oncology - Washington-235097,https://www.adzuna.com/land/ad/5873222422?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=797FD17436E2EAB2ABAC6F7455D25001688E3F62,174199.4,-117.431627,"Job Description Job Description Job Overview Specialty: App-Medical Oncology Location: Spokane, WA Work Environment: Inpatient Start Date: September 1 - ongoing Shift Schedule: 8 AM to 5 PM (Lunch is unpaid) Minimum Shifts Required: Full-time, 4 weeks each month Patient Load per Shift: 15 Licensure: Must be licensed in Washington or hold IMLC DEA Certification: Required On-Call Duties: None Electronic Medical Records: EPIC Additional Information: Credentialing can be completed within 30 days if…",174199.4,2026-09-06T12:05:05Z,47.660072,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Spokane, Spokane County","['US', 'Washington', 'Spokane County', 'Spokane']",Adzuna::API::Response::Location,Delta Locum Tenens,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222484,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjQ4NCIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.x8aWpzqocnc56jlNPLWk3h5wKFgP63xA-ifbmLDusIA,Founding Partner Veterinarian -Belmont,https://www.adzuna.com/land/ad/5873222484?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=4745CD9F4BA21751CE839207CCF32431C714CED1,150204.23,-71.177611,"Job Description Job Description Your Role as a Founding Partner & Lead Veterinarian This position transcends typical leadership; it offers a chance to establish and guide a veterinary practice with the robust support of a well-established network. As the Founding Partner & Lead Veterinarian, you will be the foundation of the hospital, tasked with creating a premier medical culture, mentoring your team, and steering the business towards success as a genuine owner. Key Responsibilities Foster a V…",150204.23,2026-09-06T12:05:05Z,42.395641,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Belmont, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Belmont']",Adzuna::API::Response::Location,Livewell Animal Hospital of Belmont,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222462,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDYyIn0.rYpq4yoYQljJ72HPvYehtYRn5iPun3UkmLosLfCsx9s,Work Close to Home as a Physical Therapist,https://www.adzuna.com/land/ad/5873222462?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=BA07D0835F4B1540D3CF91BA600A0871A1138272,70483.21,-101.643492,"Job Description Job Description Exciting Opportunity for Physical Therapists Become Part of a Team That Prioritizes Your Passion for Care Are you looking for a rewarding career that feels like home and allows you to make a significant difference? At our organization, you will have the chance to deliver outstanding care and support to our patients, witnessing their incredible progress firsthand. As a Physical Therapist, your expertise will enable you to provide high-quality, compassionate care, …",70483.21,2026-09-06T12:05:05Z,33.437311,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Slaton, Lubbock County","['US', 'Texas', 'Lubbock County', 'Slaton']",Adzuna::API::Response::Location,"South Plains Rehabilitation Hospital, an affiliate of UMC and Encompass Health",Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222494,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjQ5NCIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.VmT8u-O5xYxdSI7H1npw05GfmPdokREfrH7yA8O6Wuk,Hematology/Oncology-UPMC Hillman Cancer Center- Multiple locations in PA and MD- Competitive Salary-,https://www.adzuna.com/land/ad/5873222494?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=F7A8E37517636A38797FB69A3AE66A926A94CDF2,94578.89,-79.882828,"Job Description Job Description Become a part of an expanding initiative at a prestigious cancer center! We are looking for full-time physicians to enhance our network of medical oncologists and hematologists across various locations in western Pennsylvania. Your role will involve inpatient rounds for medical oncology and hematology patients at local hospitals, as well as providing ongoing outpatient care and consultations. We are in search of physicians who possess outstanding clinical abiliti…",94578.89,2026-09-06T12:05:05Z,40.42368,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Swissvale, Allegheny County","['US', 'Pennsylvania', 'Allegheny County', 'Swissvale']",Adzuna::API::Response::Location,UPMC Southwestern PA,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222499,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDk5In0._XwN0xww7DN_-MeJyix_z035jwwyN_wJWIhZ27r5vac,"Obstetrician/Gynecologist Opportunity in Orange County, CA",https://www.adzuna.com/land/ad/5873222499?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=4E8218FB2DA7B73A486CD92CEF12F444852B6A1A,100756.31,-118.347666,"Job Description Job Description Salary Range : $439,175.00 to $541,575.00 Potential Additional Earnings : $111,228.00 The salary range encompasses incentives that depend on skills, competencies, and geographical location. Earnings within this range are subject to the necessary Board Certification. Potential additional earnings may differ based on location. The annual salary is influenced by tenure with the organization and the full-time equivalent (FTE) work schedule and effort. Overview: Attra…",100756.31,2026-09-06T12:05:05Z,34.083445,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"West Hollywood, Los Angeles County","['US', 'California', 'Los Angeles County', 'West Hollywood']",Adzuna::API::Response::Location,Kaiser Permanente - Southern California Permanente Medical Group,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222473,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDczIn0.TFcsRzrusZBkYosIfS-4v173bKlgvwul8M_rLuPtC6k,Dentist (Part-Time),https://www.adzuna.com/land/ad/5873222473?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=094C9AC0B3C6B420D645323613F622279F6594D2,80823.35,-97.198895,"Job Description Job Description Overview Join an organization dedicated to enhancing happiness around the globe, one smile at a time! We generate over a million smiles annually in the communities we serve, firmly believing that everyone deserves access to quality and affordable dental care. This commitment fuels our every action! With a workforce exceeding 3,000 across various locations nationwide, from clinical roles to support staff, we are united in our goal of fostering joyful, healthy smil…",80823.35,2026-09-06T12:05:05Z,31.731274,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,"Rogers Hill, McLennan County","['US', 'Texas', 'McLennan County', 'Rogers Hill']",Adzuna::API::Response::Location,Topaz Dentistry & Braces - a Benevis company,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222431,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDMxIn0.qqYokPOv1yoZ6k1hqM3Ax8-ez7r8m8d0bSzH_-rYG94,Registered Nurse II NICU,https://www.adzuna.com/land/ad/5873222431?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=A5C67B2C99DF02B9A852C2FB39B73DDD2449CE89,22180.9,-98.522671,Job Description Job Description Job Opportunity: Registered Nurse II - NICU Our organization is looking for a dedicated Registered Nurse II to join our Neonatal Intensive Care Unit (NICU) team in San Antonio. This position is essential for delivering exceptional and compassionate care to critically ill and high-risk newborns. Key Responsibilities Conduct thorough assessments of neonatal patients. Operate ventilators and other specialized medical equipment. Administer medications as prescribed. …,22180.9,2026-09-06T12:05:05Z,29.46357,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"San Antonio, Bexar County","['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,Methodist Healthcare,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222505,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MzIyMjUwNSIsInMiOiJCdTRtWWcycThSR1RZdVN6NFRsVVVBIn0.oXu28CIll3aB-Gb_gMztSpSh7RX8YcbAxJmZjtXTcDE,Dentist - Part-Time,https://www.adzuna.com/land/ad/5873222505?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=C5AF9930B91D5E01D85965D0E3A6D6530CC9216C,74737.55,-80.357304,"Job Description Job Description Overview Join an organization dedicated to enhancing happiness across communities, one smile at a time! We are committed to delivering quality, affordable dental care, believing that everyone deserves access to it. Our mission fuels our efforts as we create over a million smiles annually. With a workforce exceeding 2,000 employees spanning various roles from clinical to support, we are united in our goal of fostering healthy smiles for underserved families in a c…",74737.55,2026-09-06T12:05:05Z,33.738772,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,"Paxville, Clarendon County","['US', 'South Carolina', 'Clarendon County', 'Paxville']",Adzuna::API::Response::Location,Creston Dental & Braces - a Benevis company,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222442,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDQyIn0.EZDj4GrL-a8ZqVynvPygKR4vpqHtT9dMQSxdar62lDs,Locum Interventional Radiologist needed,https://www.adzuna.com/land/ad/5873222442?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=B4D8F713ACBF43BBA0DC7D2ACF0AE8778DBAFFDD,174916.4,-89.518148,"Job Description Job Description Our organization is in search of an Interventional Radiologist to provide locum coverage in Missouri. Here are the key details: Focus will be entirely on Interventional Radiology (IR). Responsibilities will primarily include various aspects of Vascular Interventional Radiology (VIR), such as oncologic IR, peripheral vascular disease (PVD), and vein procedures. Experience with Aortic Stent Grafts is advantageous but not mandatory. The practice encompasses multiple…",174916.4,2026-09-06T12:05:05Z,37.305884,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Cape Girardeau, Cape Girardeau County","['US', 'Missouri', 'Cape Girardeau County', 'Cape Girardeau']",Adzuna::API::Response::Location,All Star Healthcare Solutions,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222416,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDE2In0.MyiBEC8u7EKUDDdJSrT5ralT37KXqawl2dQ2lREYVaA,Physical Therapist - Travel Contract,https://www.adzuna.com/land/ad/5873222416?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=61F8B7A995BB0D43FD4E5FCCC6491E85E09495DE,104646.96,-74.500345,"Job Description Looking for a change of scenery and a chance to help others? Join Jackson Therapy Partners as a traveling Physical Therapist where you’ll help patients recover from injuries and manage chronic conditions while experiencing life in a new location. \n \n Minimum Requirements \n \n Bachelor's, Master's or Doctoral Degree in Physical Therapy from accredited schools approved by the APTA \n Active State License is Required to Start the Assignment \n BLS Certification May Be Required f…",104646.96,2026-09-06T12:05:05Z,40.575315,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,"Middlesex, Middlesex County","['US', 'New Jersey', 'Middlesex County', 'Middlesex']",Adzuna::API::Response::Location,Jackson Therapy Partners,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222427,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDI3In0.NPo_HNYUZsMIqz46yBSplVJSV_38dbxIAbGYpWt9QTo,Electrophysiologist - Assistant or Associate Professor,https://www.adzuna.com/land/ad/5873222427?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=38E9BF1DFD2146BAA3470F83F7A36A00DF62E81D,182085.08,-73.769895,"Job Description Job Description The Cardiology Division at our organization is on the lookout for a full-time Electrophysiologist to fill the role of Assistant or Associate Professor within our expanding academic team. This position provides a unique chance to engage in a comprehensive range of electrophysiology practices in a supportive academic setting. To address the growing demand, we are enhancing our team, which currently consists of 18 cardiologists and 5 advanced practice providers. Est…",182085.08,2026-09-06T12:05:05Z,42.6052,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Glenmont, Albany County","['US', 'New York', 'Albany County', 'Glenmont']",Adzuna::API::Response::Location,Albany Med Health System,Adzuna::API::Response::Company,,
1,Adzuna::API::Response::Job,5873222493,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnU0bVlnMnE4UkdUWXVTejRUbFVVQSIsImkiOiI1ODczMjIyNDkzIn0.aSm1ZcPWXbiKdXqr9vb5Iukk86BmMR_8GFC2dtf1G-U,Pediatric Cardiologist - Director of Cardiac Imaging,https://www.adzuna.com/land/ad/5873222493?se=Bu4mYg2q8RGTYuSz4TlUUA&utm_medium=api&utm_source=abfa41a4&v=1E199F09524A2E5BD462E82D591499D82FDED1B1,146858.72,-81.597623,"Job Description Job Description More Than Just a Job, It's a Calling At our organization, the well-being of patients and their families is central to our mission. As the only independent pediatric hospital in the area, our dedicated team is focused on making a significant and lasting difference in the lives of those we serve. Whether you are just starting your career or are an experienced professional, you will discover numerous opportunities to enhance your skills, take on leadership positions…",146858.72,2026-09-06T12:05:05Z,40.889778,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Canal Fulton, Stark County","['US', 'Ohio', 'Stark County', 'Canal Fulton']",Adzuna::API::Response::Location,Akron Children's,Adzuna::API::Response::Company,,
