__CLASS__,longitude,adref,salary_max,latitude,description,title,created,salary_is_predicted,salary_min,id,redirect_url,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_type,contract_time
Adzuna::API::Response::Job,-74.07018,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTQ0NSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.3gEyLWyo5lCRO1gI35wSTcglMhrfiXjsUhDFPZQve8M,70000.0,40.21788,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969445,https://www.adzuna.com/land/ad/5774969445?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=12FA97417B0FE387BC4FD35A9B85DDE8DB705501,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Shark River Hills, Monmouth County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Shark River Hills']",,full_time
Adzuna::API::Response::Job,-72.66767,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTM1NiIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.DTffigDYbjNsuzuMO0LYPDok_52crm_TO_EWBCp3Z5I,70000.0,41.70476,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969356,https://www.adzuna.com/land/ad/5774969356?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=4578EF96E5DD04DB9F4313D2AAAC3A9CD5593779,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Weathersfield, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Weathersfield']",,full_time
Adzuna::API::Response::Job,-71.180182,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5NDA2In0.9T2o9X1Ged9ZmoPzHlTR3RseV8iy0ZIGMZdKdTrVJZ4,70000.0,42.728156,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969406,https://www.adzuna.com/land/ad/5774969406?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=1754016C2826E6659886D1AABDA2BF20DEBDDDFC,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Methuen, Essex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Essex County', 'Methuen']",,full_time
Adzuna::API::Response::Job,-71.058104,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5Mzk2In0.SAkyL30k3SxlvzzGBPMy1bl2nirHwnS04Jg_g8NDYkg,70000.0,42.429921,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969396,https://www.adzuna.com/land/ad/5774969396?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=4C907CE0F7518C1FF8A7F211D2E4D3DFD951D2C1,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Malden, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Malden']",,full_time
Adzuna::API::Response::Job,-74.36112,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTQzMyIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.i38qB1_4f-cK2MGttvrxD4riVXf-lkr0mL8QcbR1D3E,70000.0,40.27776,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969433,https://www.adzuna.com/land/ad/5774969433?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=F249E401885B5C3AE9A3E721AA76A66930DEFFD5,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Englishtown, Monmouth County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Englishtown']",,full_time
Adzuna::API::Response::Job,-72.57132,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTM1OSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.sMSs8cLW4zruCALjqgZ-NhDac0YxN91Hud5JxcDjjrI,70000.0,41.83488,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969359,https://www.adzuna.com/land/ad/5774969359?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=C26DD191505F15196259370F1F761C663190A531,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"South Windsor, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'South Windsor']",,full_time
Adzuna::API::Response::Job,-82.019903,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTM0NiIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.shkUKQzp3bW_pACq20vCJO03RTvWF9lZrGOAyHfCnyY,70000.0,37.962417,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969346,https://www.adzuna.com/land/ad/5774969346?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=50AED8F7461746CC876062032C64A8195787357C,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Chapmanville, Logan County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Logan County', 'Chapmanville']",,full_time
Adzuna::API::Response::Job,-73.1898,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTM5NCIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.8-dJyP9Nlsjbq0UxOdqS0jRhSBgbXnC5swEYo62pEEw,70000.0,42.87702,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:30Z,0,0.0,5774969394,https://www.adzuna.com/land/ad/5774969394?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=DA3690A9446364FD8FE248CD5DBB83D1F2E62C91,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Bennington, Bennington County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Bennington County', 'Bennington']",,full_time
Adzuna::API::Response::Job,-86.7847,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5MjA0In0.TUvHkFoPmVSSXRDxQDMbtNclkJd6xZshepnW_3nDvX8,70000.0,36.1681,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969204,https://www.adzuna.com/land/ad/5774969204?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=B254779403037B1DDAA7B9CD19C8AA4980CC39AB,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Nashville, Davidson County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Nashville']",,full_time
Adzuna::API::Response::Job,-83.363915,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTI0NSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.fx09VHNy65aIpY_Ro1eAm7YruaKFPTQrbIWp3BRYnjw,70000.0,33.97432,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969245,https://www.adzuna.com/land/ad/5774969245?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=36A5A31DA22A4E3EDCB45C8402DDB1A26E344264,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Athens, Clarke County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Clarke County', 'Athens']",,full_time
Adzuna::API::Response::Job,-83.72212,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5MjcyIn0.geeovAT4-nYnD_e8isxZb96PxnBAiofv6ZUCNfTNWJU,70000.0,32.893753,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969272,https://www.adzuna.com/land/ad/5774969272?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=C379D53B2B4C4E4CBB9F1B0193ABB5B385F49CEF,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Payne, Bibb County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Bibb County', 'Payne']",,full_time
Adzuna::API::Response::Job,-87.573224,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5MjUzIn0.9MZ82Pl9NAp1gJo_N6lCK31bWe6WraM0mjRoZiWNRFQ,70000.0,37.974481,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969253,https://www.adzuna.com/land/ad/5774969253?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=FAA268623478F7ABD1419BD5A543259D7F628B0E,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Evansville, Vanderburgh County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Vanderburgh County', 'Evansville']",,full_time
Adzuna::API::Response::Job,-79.942182,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5MTgyIn0.0j_nn2e3hVufRZrNJuMAn3wC1T3ho2UgZxkRDD7p9FE,70000.0,37.270488,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969182,https://www.adzuna.com/land/ad/5774969182?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=4BD58103687EF8601A88FDE7F27C4877359BD5EB,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Roanoke, Roanoke County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Roanoke County', 'Roanoke']",,full_time
Adzuna::API::Response::Job,-82.512165,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5MzE1In0.L_4Xo9xbLbEfEM2l2TvZTrnoauQaVLE2eefSP_KU55U,70000.0,40.759379,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969315,https://www.adzuna.com/land/ad/5774969315?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=B753462A504A5175074CAB662C91E8A675BFEDB7,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Mansfield, Richland County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Richland County', 'Mansfield']",,full_time
Adzuna::API::Response::Job,-85.152432,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTIyNSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.0zM1NVuizaoSDeOMOQdRCet21UcaHmNcb7d8hmO7iMQ,70000.0,41.071517,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969225,https://www.adzuna.com/land/ad/5774969225?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=6CA947342555E6870F0E3B37272845BA4210F0FF,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Fort Wayne, Allen County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Allen County', 'Fort Wayne']",,full_time
Adzuna::API::Response::Job,-81.445052,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTMyMSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.uF1nmWauHjiqvJ4jERyO-ZM9jxRpr_kuqjR2PGdlkfE,70000.0,40.48869,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969321,https://www.adzuna.com/land/ad/5774969321?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=68E79F92B9E6995A08F15E4596F26A9EA03DAAA2,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"New Philadelphia, Tuscarawas County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Tuscarawas County', 'New Philadelphia']",,full_time
Adzuna::API::Response::Job,-87.573224,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTI1MSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.CgjWhWnd5yGqbF-Sql97unXgQCvLdTKIyPZrcB3ooP4,70000.0,37.974481,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969251,https://www.adzuna.com/land/ad/5774969251?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=B67784B09E19E9D181014D482B2C12E454F12B18,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Evansville, Vanderburgh County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Vanderburgh County', 'Evansville']",,full_time
Adzuna::API::Response::Job,-84.50376,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTE3NCIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.0uU1oW95u8vdHHo4XMbHQa_4eyFU-IT5kCxrtMkLubw,70000.0,38.05516,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969174,https://www.adzuna.com/land/ad/5774969174?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=E7529F3FBB961F101E6E4F1208F382CB25AED8E5,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Lexington, Fayette County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Fayette County', 'Lexington']",,full_time
Adzuna::API::Response::Job,-84.551929,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk2OTIyOSIsInMiOiJVb2xmcC1KdjhSR3J2WUYxMWhxWUZRIn0.Lj87vGWpde0XDo_1gR5XHRb4Q29YdFiajie3iTCtsl0,70000.0,42.731418,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969229,https://www.adzuna.com/land/ad/5774969229?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=FB682FC738955A0DF0BF64BDEE91F23B9C97C763,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Lansing, Ingham County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Ingham County', 'Lansing']",,full_time
Adzuna::API::Response::Job,-85.590993,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW9sZnAtSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTY5MjYwIn0.DLjZARBhQ4H0epwSqCOBlaSwGmr1kTTWtQ4JcMcJ9TY,70000.0,42.297165,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,2026-06-24T11:10:29Z,0,0.0,5774969260,https://www.adzuna.com/land/ad/5774969260?se=Uolfp-Jv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=4E2B366B9AB01709EC4C76E925B6AC3D7845DC77,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Parchment, Kalamazoo County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Parchment']",,full_time
