longitude,redirect_url,__CLASS__,latitude,contract_time,created,salary_max,salary_min,id,description,adref,title,salary_is_predicted,contract_type,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__
-92.27706,https://www.adzuna.com/details/5874363295?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.48288,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363295,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzI5NSIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.RWmylg_sAFxN6J6aPRIq7FMTO7ekI2JMyN0WfCyZ0n0,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Black Hawk County', 'Evansdale']","Evansdale, Black Hawk County",Adzuna::API::Response::Location
-92.573918,https://www.adzuna.com/details/5874363262?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.004943,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363262,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzI2MiIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.sNnQJRbFKcSKGTjk_4mZ9GF2rvzc_74vC_Tv-1nF0mM,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Tama County', 'Toledo']","Toledo, Tama County",Adzuna::API::Response::Location
-95.147521,https://www.adzuna.com/details/5874363246?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.143803,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363246,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjQ2In0.q4l1QUGXYQ5dUImFKsT0nelvltdrpaebeC47y-Lnk4k,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Clay County', 'Spencer']","Spencer, Clay County",Adzuna::API::Response::Location
-92.3136,https://www.adzuna.com/details/5874363240?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.05756,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363240,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjQwIn0.Z-WrCv_Kbz5lcI7W_lC78LfLZcG8jcZNV5MnCFlj5jg,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Chickasaw County', 'New Hampton']","New Hampton, Chickasaw County",Adzuna::API::Response::Location
-93.25182,https://www.adzuna.com/details/5874363224?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.73026,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363224,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzIyNCIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.vKWla5cPT_TaATDxcefJdUKSZOioSAl-mAofghIQxjE,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Franklin County', 'Hampton']","Hampton, Franklin County",Adzuna::API::Response::Location
-88.02876,https://www.adzuna.com/details/5874363314?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.33594,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363314,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzMxNCIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.6uvvL8QXmOJWgRQousQxui_y_wNEFkLNwoW_KvH61dc,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Illinois', 'Lake County', 'Grayslake']","Grayslake, Lake County",Adzuna::API::Response::Location
-92.367138,https://www.adzuna.com/details/5874363282?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.476222,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363282,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjgyIn0.fbmJ4zWJRSyvgJomoIqTlEWw9v-PEp6rI1F9Lwt2FAY,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Black Hawk County', 'Blackhawk Village']","Blackhawk Village, Black Hawk County",Adzuna::API::Response::Location
-92.673163,https://www.adzuna.com/details/5874363290?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.06665,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363290,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjkwIn0.B1D_wefwMqZDAlU1YmWYz758YkwLETvJ73ZmvybuSFs,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Floyd County', 'Charles City']","Charles City, Floyd County",Adzuna::API::Response::Location
-95.13288,https://www.adzuna.com/details/5874363269?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.41942,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363269,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzI2OSIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.d5RkIjF9p5p6-I-rU9helLmjspErus9Rt7_rY_H9OUw,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Dickinson County', 'Spirit Lake']","Spirit Lake, Dickinson County",Adzuna::API::Response::Location
-85.878486,https://www.adzuna.com/details/5874363247?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.874915,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363247,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjQ3In0.G5OmatxCFgb4tDH3F6E4VSpGT0pwUYWDEI9UnIXUyEU,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Michigan', 'Ottawa County', 'Hudsonville']","Hudsonville, Ottawa County",Adzuna::API::Response::Location
-92.276556,https://www.adzuna.com/details/5874363253?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,41.896951,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363253,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzI1MyIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.MZ6pZfg4ueZrCzQ5fnSmbuaLbZ4G6DZ_Xm6wbsuaRc4,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Benton County', 'Belle Plaine']","Belle Plaine, Benton County",Adzuna::API::Response::Location
-92.41296,https://www.adzuna.com/details/5874363275?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,41.05944,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363275,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzI3NSIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.Y8k0IlGbh__pjnqzSEn5zdDx8ez0WVkn67jQ3HrArTU,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Wapello County', 'Rutledge']","Rutledge, Wapello County",Adzuna::API::Response::Location
-93.25182,https://www.adzuna.com/details/5874363312?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.73026,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363312,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzMxMiIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.m6dk_6Cn2G0c70tDXtV2rfHDtOorpiB6RWa5aiKa1Eo,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Franklin County', 'Hampton']","Hampton, Franklin County",Adzuna::API::Response::Location
-88.841213,https://www.adzuna.com/details/5874363279?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.927086,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363279,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjc5In0.YMt5XWfHHT9fpT-zE7gbOUCg47CUB0LpsVtTcCfmQvo,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Wisconsin', 'Jefferson County', 'Fort Atkinson']","Fort Atkinson, Jefferson County",Adzuna::API::Response::Location
-90.96774,https://www.adzuna.com/details/5874363306?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,41.42106,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363306,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzMwNiIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.SYW9uPlVjUiXnxE4TjHuyZczP0j82V4qYkZeVGJj4TM,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Muscatine County', 'Muscatine']","Muscatine, Muscatine County",Adzuna::API::Response::Location
-91.336643,https://www.adzuna.com/details/5874363308?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,40.631126,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363308,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzMwOCIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.sH0qqMSBY94aCt12duynC1w9dQP3ttWhTbsVzEpK-78,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Lee County', 'Fort Madison']","Fort Madison, Lee County",Adzuna::API::Response::Location
-95.13288,https://www.adzuna.com/details/5874363228?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.41942,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363228,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjI4In0.Sw5nlAq34aoZBE7NjNKyK2lDzj7BArJ967tqbgCMROs,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Dickinson County', 'Spirit Lake']","Spirit Lake, Dickinson County",Adzuna::API::Response::Location
-85.71259,https://www.adzuna.com/details/5874363216?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42.816877,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363216,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjE2In0.eSI2zZmwi1YRaJ6A9DHnzsJCjRPwEtkCA8HJFppLXnQ,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Michigan', 'Kent County', 'Byron Center']","Byron Center, Kent County",Adzuna::API::Response::Location
-91.400507,https://www.adzuna.com/details/5874363281?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,40.413892,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363281,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzI4MSIsInMiOiJmTnJFOU9lcThSR2FxS2dOREd0ZlNnIn0.2ANY6BXXradO89kCN_wFmOuwCAS9hEkKAd-4borCJSI,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Iowa', 'Lee County', 'Keokuk']","Keokuk, Lee County",Adzuna::API::Response::Location
-86.175947,https://www.adzuna.com/details/5874363199?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.350645,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363199,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMTk5In0.EGiDsTH01nCUBacvZhYrN66QLQFS84kMkJUlE0Uqg3s,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Michigan', 'Muskegon County', 'Twin Lake']","Twin Lake, Muskegon County",Adzuna::API::Response::Location
-85.751179,https://www.adzuna.com/details/5874363277?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.560769,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363277,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZk5yRTlPZXE4UkdhcUtnTkRHdGZTZyIsImkiOiI1ODc0MzYzMjc3In0.8tglSDUwAIutHcl67RNHYiMJBnB8e0y4-l8-scaW53E,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Michigan', 'Newaygo County', 'White Cloud']","White Cloud, Newaygo County",Adzuna::API::Response::Location
-95.60129,https://www.adzuna.com/details/5874363237?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.624335,full_time,2026-09-07T13:33:24Z,70000.0,0.0,5874363237,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM2MzIzNyIsInMiOiJRbF83OWVlcThSR2hyY3BrVklfQzR3In0.Z3H7vpu4gPiBSfRlKQ8iydsiFcyWDoFVRHvv3z7rByE,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,0,,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,"['US', 'Minnesota', 'Nobles County', 'Worthington']","Worthington, Nobles County",Adzuna::API::Response::Location
