description,title,salary_is_predicted,__CLASS__,id,created,salary_min,adref,salary_max,redirect_url,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,longitude,latitude,contract_time,contract_type
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163970,2026-03-31T10:19:03Z,37044.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2Mzk3MCIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.LtbNMeXR_ftS-N0Bbi81WiOru4FEKczeGPNqyilTxfQ,37044.02,https://www.adzuna.com/land/ad/5684163970?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=0D8370E91513A2C95956F852BC7EC243A03B3A06,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Bethlehem, Barrow County","['US', 'Georgia', 'Barrow County', 'Bethlehem']",-83.713783,33.932056,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163966,2026-03-31T10:19:03Z,30122.63,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2Mzk2NiIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.hLcmDFkuBa87-Mt4_QG-5W66rqP4stTlQen6TMbkGC4,30122.63,https://www.adzuna.com/land/ad/5684163966?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=15F82C7D3C824735D477C2FC05FD6B199F3C7893,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Springfield, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Springfield']",-77.27,38.79,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163945,2026-03-31T10:19:03Z,36166.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2Mzk0NSIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.BomoztPaA4uxuMtlRx1wwaVhicW9rk4mdi06Tkdl3Fc,36166.02,https://www.adzuna.com/land/ad/5684163945?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=C276B1983C2BF1F494AED2A25C6059EA64223E34,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Johns Creek, Fulton County","['US', 'Georgia', 'Fulton County', 'Johns Creek']",-84.198579,34.028926,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163951,2026-03-31T10:19:03Z,36915.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOW9ENHpnOHQ4Ukc3VXRqOVAzdEFRZyIsImkiOiI1Njg0MTYzOTUxIn0.bh-dPJAGoyxA0e1lqBkQr4H7Eun0_BUKKa--HWkJzHQ,36915.4,https://www.adzuna.com/land/ad/5684163951?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=53261A0A36F4300F05DEF56EB79DC8D467FF27E8,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Duluth, Gwinnett County","['US', 'Georgia', 'Gwinnett County', 'Duluth']",-84.15,33.98,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163937,2026-03-31T10:19:03Z,32647.21,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOW9ENHpnOHQ4Ukc3VXRqOVAzdEFRZyIsImkiOiI1Njg0MTYzOTM3In0.VjDhR1yCGEZlCZutjKve9utH5wlqIsgBKDNhsQsluJA,32647.21,https://www.adzuna.com/land/ad/5684163937?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=D503BB9E5269B2099D211A7EFC656811DCCCB156,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hyattsville, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Hyattsville']",-76.935371,38.941163,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163944,2026-03-31T10:19:03Z,39908.9,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2Mzk0NCIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.ZmP4pV-OTlWmIOppNrQPccbElrmugN58SBjQZiLp9c4,39908.9,https://www.adzuna.com/land/ad/5684163944?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=B6A6855C62C68667CD6DAF93DE12BA4AF76365D6,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Dunwoody, DeKalb County","['US', 'Georgia', 'DeKalb County', 'Dunwoody']",-84.313113,33.935523,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163934,2026-03-31T10:19:02Z,43264.63,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkzNCIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.RKGuiDb-PhxXAv6fUqUo4_NQ1P6BbMyKG1aOdRAQ9hA,43264.63,https://www.adzuna.com/land/ad/5684163934?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=18E011B4B9F26526DE6DC3A40C5C3EB9D7A98B46,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Norcross, Gwinnett County","['US', 'Georgia', 'Gwinnett County', 'Norcross']",-84.213531,33.941213,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163924,2026-03-31T10:19:02Z,34217.73,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyNCIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.aFRIuyyZIL7XWttung5ZEC8OEF3it63ysjOa6a5a5Hs,34217.73,https://www.adzuna.com/land/ad/5684163924?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=D4D5A1C2E47C7592283FD62BC634B6C43FBE78D3,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paterson, Passaic County","['US', 'New Jersey', 'Passaic County', 'Paterson']",-74.162163,40.911161,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163935,2026-03-31T10:19:02Z,36784.43,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOW9ENHpnOHQ4Ukc3VXRqOVAzdEFRZyIsImkiOiI1Njg0MTYzOTM1In0.GKrkW9gEE_jNqHjyyFCGMrRWPqgH09hVcyl1v9nu_w4,36784.43,https://www.adzuna.com/land/ad/5684163935?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=2C875EF8DE4C376D7C2C9B1439A7ADFDE59872A3,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lawrenceville, Gwinnett County","['US', 'Georgia', 'Gwinnett County', 'Lawrenceville']",-84.013,34.004652,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163915,2026-03-31T10:19:02Z,32052.44,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOW9ENHpnOHQ4Ukc3VXRqOVAzdEFRZyIsImkiOiI1Njg0MTYzOTE1In0.xabl0udT2TQcu6CY7vihR5CISHgatBFqXGR3SBblf6M,32052.44,https://www.adzuna.com/land/ad/5684163915?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=71CDA94342103A9749016ACAC1AA227867BF926B,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Elizabeth, Union County","['US', 'New Jersey', 'Union County', 'Elizabeth']",-74.177876,40.67229,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163931,2026-03-31T10:19:02Z,31139.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkzMSIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0._NcaO4p7WUWnReMtyAi8p8hCcSseC7RG-U2IgpJgyHA,31139.38,https://www.adzuna.com/land/ad/5684163931?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=5908C2FB7F9FFBC26EA19F19BCD562D02AE0B148,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Mooresville, Iredell County","['US', 'North Carolina', 'Iredell County', 'Mooresville']",-80.762717,35.588778,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163927,2026-03-31T10:19:02Z,30557.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOW9ENHpnOHQ4Ukc3VXRqOVAzdEFRZyIsImkiOiI1Njg0MTYzOTI3In0.QM0NcicLJXNlwiLS_wUgJPUASp0df2r-PiCFDkQNvYQ,30557.1,https://www.adzuna.com/land/ad/5684163927?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=61C3E633FD9095D8D2FD9B1ED83B7F4C1D2410D6,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Cornelius, Mecklenburg County","['US', 'North Carolina', 'Mecklenburg County', 'Cornelius']",-80.860074,35.486803,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163916,2026-03-31T10:19:02Z,31185.89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOW9ENHpnOHQ4Ukc3VXRqOVAzdEFRZyIsImkiOiI1Njg0MTYzOTE2In0.zKhZumn3lRvxrAQHjhdflU7NNaBJAE5JzYhBiaWiONY,31185.89,https://www.adzuna.com/land/ad/5684163916?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=06EB783D3D636232B4982CB105105AB1E0A2A3A2,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Alexandria, Alexandria City","['US', 'Virginia', 'Alexandria City', 'Alexandria']",-77.059325,38.818947,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift -Pickup Truck Required,1,Adzuna::API::Response::Job,5684163925,2026-03-31T10:19:02Z,29418.56,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyNSIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.dK4o2R9crNzpyG9R2L-RE6m_ppHwMiO7ky93jA8J6fw,29418.56,https://www.adzuna.com/land/ad/5684163925?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=D4F01DD071E75BBDB7F3C39720218F4981A29141,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hamilton, Butler County","['US', 'Ohio', 'Butler County', 'Hamilton']",-84.497486,39.426896,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163929,2026-03-31T10:19:02Z,32568.31,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyOSIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.Q1lRAebrykcT3QEm4eQJdpE-RmJGSCEQ_0gG8CX-ifk,32568.31,https://www.adzuna.com/land/ad/5684163929?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=7AFCDD3D9A7890BD7AD67AFD1C37935AE93A6561,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Kannapolis, Cabarrus County","['US', 'North Carolina', 'Cabarrus County', 'Kannapolis']",-80.665984,35.498902,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163926,2026-03-31T10:19:02Z,31868.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyNiIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.OZvsyga3tSAyFssdzM11h65UC4kNOWDcFP3Drvc9Nns,31868.38,https://www.adzuna.com/land/ad/5684163926?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=CC8070EAD107148B7E5778F40CDCFFB6654B7CD7,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Frederick, Frederick County","['US', 'Maryland', 'Frederick County', 'Frederick']",-77.338426,39.46416,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163920,2026-03-31T10:19:02Z,29450.84,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyMCIsInMiOiI5b0Q0emc4dDhSRzdVdGo5UDN0QVFnIn0.ainrXjMxfV7bald84JxnN7oBy501yBZeEQRsW8_eVA4,29450.84,https://www.adzuna.com/land/ad/5684163920?se=9oD4zg8t8RG7Utj9P3tAQg&utm_medium=api&utm_source=abfa41a4&v=49D6FDB4D07B584F55EC8B66980141D2A89D3099,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Charlotte, Mecklenburg County","['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",-80.846082,35.232678,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163928,2026-03-31T10:19:02Z,37340.93,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyOCIsInMiOiI4cXNDMEE4dDhSR0dfdDRjUEVjNkJnIn0.2t_YSBmcRnHhIYMNEh3DMFxHx1WTg1PBBsO2WHRvjsA,37340.93,https://www.adzuna.com/land/ad/5684163928?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=C11688340CA5FCE83CC2D19222C335DED5738EA1,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Marietta, Cobb County","['US', 'Georgia', 'Cobb County', 'Marietta']",-84.590337,33.895519,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163921,2026-03-31T10:19:02Z,33026.44,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkyMSIsInMiOiI4cXNDMEE4dDhSR0dfdDRjUEVjNkJnIn0.QBmgUJE1I-fYxHh1PZyTpn8K4fbANvKIlWbe-VSaGZI,33026.44,https://www.adzuna.com/land/ad/5684163921?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=75CCB34AC6CBA7C18FB166F3ABDB48283DCCF44B,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Jersey City, Hudson County","['US', 'New Jersey', 'Hudson County', 'Jersey City']",-74.0447,40.721832,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163918,2026-03-31T10:19:02Z,37005.04,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOHFzQzBBOHQ4UkdHX3Q0Y1BFYzZCZyIsImkiOiI1Njg0MTYzOTE4In0.G5xDT9ApUupdg-tCEkVVfmJQwTQYLeggkyGfZy-zlLM,37005.04,https://www.adzuna.com/land/ad/5684163918?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=30190F09F3821D5491224D47428E88A30EECA520,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Sandy Springs, Fulton County","['US', 'Georgia', 'Fulton County', 'Sandy Springs']",-84.42777,33.860472,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Doorstep Trash Collection Specialist - Nights,1,Adzuna::API::Response::Job,5684163932,2026-03-31T10:19:02Z,35805.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkzMiIsInMiOiI4cXNDMEE4dDhSR0dfdDRjUEVjNkJnIn0.zYllqwdFugu6oeX_wqSmeZURqzKjtdQ8v6iYgB6TDSw,35805.57,https://www.adzuna.com/land/ad/5684163932?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=4A70D7A78F6F3EAC85DA94E8E07816D1BC1F8902,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Roswell, Fulton County","['US', 'Georgia', 'Fulton County', 'Roswell']",-84.385744,34.058626,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163923,2026-03-31T10:19:02Z,32943.36,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOHFzQzBBOHQ4UkdHX3Q0Y1BFYzZCZyIsImkiOiI1Njg0MTYzOTIzIn0.dp3W50sgHoXHYJLwtw9_v17zI6wDoq4QLf19fHVQozE,32943.36,https://www.adzuna.com/land/ad/5684163923?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=10E61E4047720DCE57DCA13F4ADE6129969C3016,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Newark, Essex County","['US', 'New Jersey', 'Essex County', 'Newark']",-74.173906,40.735075,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163933,2026-03-31T10:19:02Z,31645.23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE2MzkzMyIsInMiOiI4cXNDMEE4dDhSR0dfdDRjUEVjNkJnIn0.5gNTRmxUIkSwmFC-h4R2TZeowmmg_pEiURTKujhy5CU,31645.23,https://www.adzuna.com/land/ad/5684163933?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=5C4296942212AC8583D38106E7740E324A096C28,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Greenbelt, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Greenbelt']",-76.875528,39.004554,,
Job description A personal and reliable open-bed pickup truck or vehicle hauling a trailer is REQUIRED for this position. Are you looking for a part-time job that keeps you moving and helps you earn extra income? We're hiring part-time Trash Collectors (Service Valets) to help keep apartment communities clean and welcoming. What you'll be doing: Collect trash and recycling bags from residents' doorsteps within an apartment community and transport them to the on-site trash compactor using your t…,Part-Time Trash Collector - Evening Shift - Pickup Truck Required,1,Adzuna::API::Response::Job,5684163930,2026-03-31T10:19:02Z,30829.24,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOHFzQzBBOHQ4UkdHX3Q0Y1BFYzZCZyIsImkiOiI1Njg0MTYzOTMwIn0.nyvkRRlF3vO49YHGLjZEr8LyKXQ_aJrkEbHZykxHXZs,30829.24,https://www.adzuna.com/land/ad/5684163930?se=8qsC0A8t8RGG_t4cPEc6Bg&utm_medium=api&utm_source=abfa41a4&v=409EEAE37900F934324E7B67901B9C3900E19CEB,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Valet Living,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"College Park, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'College Park']",-76.925719,39.001255,,
