id,contract_type,contract_time,description,__CLASS__,adref,salary_min,salary_max,longitude,created,redirect_url,salary_is_predicted,latitude,title,category.__CLASS__,category.tag,category.label,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__
5707228777,,,"Job Description Hiring Range: $220,000 - $280,000 Please note that the final offer may vary within this range based on a candidate's experience, skills, qualifications, and internal equity considerations. UMass Memorial Medical Group is seeking a board certified/board eligible Internal Medicine Physician for a well-established outpatient practice in Sterling, MA. Join the UMass Community Medical Group, a division of the UMass Memorial Medical Group, with employed opportunities that are office-b…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODc3NyIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.6-xq4l3L4xSG98L7run8NeTZkNAO5uHBkgvfhC5pp0A,175616.75,175616.75,-150.764722,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228777?utm_medium=api&utm_source=abfa41a4,1,60.537222,Physician Internal Medicine - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Sterling, Kenai Peninsula","['US', 'Alaska', 'Kenai Peninsula', 'Sterling']",Adzuna::API::Response::Location,UMass Memorial Health,Adzuna::API::Response::Company
5707228832,,,"Job Description If you love the BBQ, enjoy music and art, and appreciate the military-look no further and come care for veterans as a Physician in Geriatric Medicine The following duties are required of the position; they include, but are not limited to: Each member of the Geriatrics team providers perform all the services as offered within the GEC (Geriatrics and Extended Care) service line. Providers will operate in a team known as the Geriatric PACT (Patient Aligned Care Team), also known as…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODgzMiIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.IBuu2qVX0CZNI37mtktEmtKDet7p9PnN61brzc9MLic,109524.42,109524.42,-94.626957,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228832?utm_medium=api&utm_source=abfa41a4,1,39.117388,Geriatrics Physician Position Available in Beautiful Kansas City,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Kansas City, Wyandotte County","['US', 'Kansas', 'Wyandotte County', 'Kansas City']",Adzuna::API::Response::Location,Veterans Health Administration,Adzuna::API::Response::Company
5707228792,,,"Job Description Job DescriptionWe offer Psychiatrists: Proven $400,000 plus Income Potential with unlimited/uncapped earnings. Generous Sign-on bonus. Flexible work schedules. Full-time and part-time available. 100% outpatient work. No nights, no calls, no weekends. Full benefits package: health, dental, vision, life, 401k (with match), paid parental leave, holidays, EAP and more. Collegial work environment. Additional compensation for collaboration with mid-levels (optional). Newly designed an…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODc5MiIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.2jH37A1VdrTXrL5vugRgM6gxEfVQpmMVJ7vD1lMVLWY,131826.23,131826.23,-118.185404,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228792?utm_medium=api&utm_source=abfa41a4,1,34.115756,Physician Psychiatry-Child/Adolescent - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Highland Park, Los Angeles County","['US', 'California', 'Los Angeles County', 'Highland Park']",Adzuna::API::Response::Location,LifeStance Health,Adzuna::API::Response::Company
5707228813,,,"Job Description We are an established medical practice serving Indianapolis and the surrounding area performing evaluations on patients with swallowing disorders. Presently we are in need of additional physicians to join our group. Both full-time and part-time positions are available. All physicians with various experiences are encouraged to apply. During training, the physician will be compensated. The practice is part of a network which has sister practices in New England and Texas. Professio…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODgxMyIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.RBx6q_mZNpN_cyub2riXkAzfjaK-Q24GVcGqC_9-sas,110557.58,110557.58,-87.611233,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228813?utm_medium=api&utm_source=abfa41a4,1,41.877521,Physician Hospice/Palliative Medicine - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Chicago, Cook County","['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,Baumer Medical Inc.,Adzuna::API::Response::Company
5707228828,,,"Job Description The Asheville VA HealthCare System has a new job opportunity – Recruiting for Physician – Neurology. Come join the Asheville VA team! Salary: $240,000 - $300,000 Who May Apply: S. Citizenship; non-citizens may only be appointed when it is not possible to recruit qualified citizens in accordance with VA policy. Location: Asheville, NC Interested physicians can apply by submitting a letter of interest and CV to Lisa.Sheffiled@va.gov Why Asheville? The mission of the Charles George…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4ODI4In0.euERITLmzhRn_7UbsO9Im39EhSOAZI0Z5lTS1XddHoQ,130500.94,130500.94,-82.556456,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228828?utm_medium=api&utm_source=abfa41a4,1,35.592746,Physician - Neurology,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Asheville, Buncombe County","['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,Veterans Health Administration,Adzuna::API::Response::Company
5707228769,,,"Job Description Part-Time General Surgeon Position in Clinton, SC with National Wound Physician Group Clinical satisfaction, autonomy and flexibility, work-life balance No Nights, No Call, No Weekend Clinical Responsibilities Become an expert in wound management, learn from highly qualified wound certified physician trainers and Fellowship Directors. Utilize cutting-edge clinical technologies and the latest wound care modalities. Our physicians provide bedside wound care in over 3,200 facilitie…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODc2OSIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.7zgzKQvtoPPBHs3kpHhbGTuTt2FOFSqjLNPe0jYJH6U,163163.98,163163.98,-90.188738,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228769?utm_medium=api&utm_source=abfa41a4,1,41.844474,Physician Surgery-General - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Clinton, Clinton County","['US', 'Iowa', 'Clinton County', 'Clinton']",Adzuna::API::Response::Location,Vohra Wound Physicians,Adzuna::API::Response::Company
5707228750,,,"Job Description The Section of Pediatric Nephrology, Brenner Children's, Atrium Health Wake Forest Baptist and Wake Forest University School of Medicine, is seeking a 7th board eligible/certified full-time clinical faculty at a rank of Assistant/Associate Professor. Our division has an ACGME-approved fellowship program and provides comprehensive nephrology care that covers every aspect of the field, including AKI, CKD, glomerulonephritis, nephrotic syndrome, fluid and electrolyte disorders, a d…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4NzUwIn0.HBKT_wqvc3h_nG6O9y8mNJGR7nxfQ_kzmaStrDpWKeE,160713.44,160713.44,-80.204244,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228750?utm_medium=api&utm_source=abfa41a4,1,36.105232,Physician Academic/Faculty/Research - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Winston Salem, Forsyth County","['US', 'North Carolina', 'Forsyth County', 'Winston Salem']",Adzuna::API::Response::Location,Atrium Health Wake Forest Baptist,Adzuna::API::Response::Company
5707228821,,,"Job Description Join an award winning, physician-led health system that prides itself on an inclusive, collegial and innovative culture. As a Family Medicine Physician at OhioHealth , you will receive the support needed to balance your personal and professional goals and impact our mission of improving the health of those we serve. Description: Flexible schedule 4-10’s – 36 hours clinical/ 4 hours administrative time during the week Multidisciplinary setting work with experienced physicians, Ad…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODgyMSIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.qJH5njYY5ayRmP728gsesu7Gk5QZZjU5i7wlojIxeCg,108954.88,108954.88,-83.734344,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228821?utm_medium=api&utm_source=abfa41a4,1,33.517897,Physician Family Practice-Without OB - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Mansfield, Newton County","['US', 'Georgia', 'Newton County', 'Mansfield']",Adzuna::API::Response::Location,OhioHealth,Adzuna::API::Response::Company
5707228784,,,"Job Description Total Rewards ""Your life - our Mission"" OSF HealthCare is dedicated to provide Mission Partners with a comprehensive and market-competitive total rewards package that includes benefits, compensation, recognition and well-being offerings that focus on the whole person and engage with their current stage of life and career. Click here to learn more about benefits and the total rewards at OSF. This is an Hourly position. JOB SPECIFICS OSF HealthCare is recruiting a Gastroenterologi…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4Nzg0In0.hWNU9KGkaQSS61qkBOC1zcBor-rr0h0UdWNq9_Fh3A8,275084.53,275084.53,-90.37124,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228784?utm_medium=api&utm_source=abfa41a4,1,40.947816,Physician Family Practice-Without OB - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Galesburg, Knox County","['US', 'Illinois', 'Knox County', 'Galesburg']",Adzuna::API::Response::Location,OSF HealthCare,Adzuna::API::Response::Company
5707228776,,,"Job Description Overview As part of the Ob Hospitalist Group (OBHG) clinical team, an Ob Hospitalist embraces the following focus on delivering a quality Ob Hospitalist program: (1) Delivery of quality care that is evidence-based and consistent with the core values of OBHG, (2) A spirit of service to others including building and maintaining relationships with medical staff, nursing staff and hospital leadership, (3) A spirit of service to the Ob Hospitalist team, (4) Connecting to the OBHG med…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4Nzc2In0.pRQLlesd0abuA_CnxLgHa_exnDugLpdsZ3AEGQB2GdU,138900.44,138900.44,-87.259761,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228776?utm_medium=api&utm_source=abfa41a4,1,37.761962,Physician Hospitalist - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Owensboro, Daviess County","['US', 'Kentucky', 'Daviess County', 'Owensboro']",Adzuna::API::Response::Location,Ob Hospitalist Group,Adzuna::API::Response::Company
5707228782,,,"Job Description Hematologist Oncologist Opportunity Southeastern Medical Oncology Center Jacksonville, NC Job Details: Occupation: Physician Specialty: Hematology/Oncology Clinic Location: Jacksonville, NC Employment: Full-Time Opportunity: Private Practice, Outpatient/Inpatient Board Certifications: BE/BC Degree: MD/DO Ideal Candidate: Experienced Physicians and Fellows encouraged to apply Will treat both Hematology and Medical Oncology patients About the Role: Southeastern Medical Oncology Ce…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODc4MiIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.i1slkmO58DfcMDbog6kexzb39Yl9drWcJun_H1npI00,204238.78,204238.78,-85.761354,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228782?utm_medium=api&utm_source=abfa41a4,1,33.813713,Physician Hematology/Oncology - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Jacksonville, Calhoun County","['US', 'Alabama', 'Calhoun County', 'Jacksonville']",Adzuna::API::Response::Location,OneOncology,Adzuna::API::Response::Company
5707228752,,,Job Description The Division of Medical Genetics in the Department of Pediatrics at the University of Missouri-Columbia School of Medicine seeks a full-time Geneticist. The position provides general consultative and patient care responsibilities in genetics; it will also include teaching responsibilities and the opportunity for research. The applicant will join a busy Medical Genetics Division and provide service in Columbia and at outreach locations throughout rural Missouri. The new Children’…,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODc1MiIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.kAqzkF-m2bEtIkvwTrou7MB5Jx0IAg0DaCaMBs9O810,74555.8,74555.8,-122.812,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228752?utm_medium=api&utm_source=abfa41a4,1,45.892,Physician Genetics - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Columbia, Columbia County","['US', 'Oregon', 'Columbia County', 'Columbia']",Adzuna::API::Response::Location,University of Missouri School of Medicine,Adzuna::API::Response::Company
5707228838,,,"Job Description The University of Massachusetts Memorial Health System (UMMH) and UMass Chan Medical School seek a dynamic and collaborative leader for the Division Chief of Neurointerventional Radiology. UMass Memorial Health is the leading health care provider in central Massachusetts, serving a catchment area of approximately 1 million people. UMass Memorial Medical Center is the major academic teaching hospital for UMass Chan Medical School and serves as the regional comprehensive stroke ce…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODgzOCIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.eQ1KWGe4-WMX5RS7y2Ojg9EiVhdlzVPmy5KqMB6_wFo,169934.94,169934.94,-71.851204,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228838?utm_medium=api&utm_source=abfa41a4,1,42.270458,"Division Chief of Neurointerventional Radiology, UMass Memorial Health",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Worcester, Worcester County","['US', 'Massachusetts', 'Worcester County', 'Worcester']",Adzuna::API::Response::Location,UMass Memorial Health,Adzuna::API::Response::Company
5707228814,,,"Job Description Title: Physiatrist Location: Dallas, TX Description: We are seeking a highly skilled and compassionate physiatrist to join our team. The ideal candidate will be a board-certified or board-eligible physiatrist with experience in managing patients with a wide range of physical disabilities and chronic conditions. The physiatrist will be responsible for providing rehab and pain consults in SNFs, including trigger points and joint injections. Responsibilities: Diagnose and treat pat…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODgxNCIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.a6sONGFkJYaRQoxHAbrnEcocyonhsRPTRLerKqpXCZI,70981.3,70981.3,-96.767002,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228814?utm_medium=api&utm_source=abfa41a4,1,32.798895,"$350-$400k Dallas, TX-Physiatry JobNo Call Part Time Available",Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,"Dallas, Texas","['US', 'Texas', 'Dallas']",Adzuna::API::Response::Location,Medrina,Adzuna::API::Response::Company
5707228830,,,"Job Description Ready to Redefine Mental Healthcare? Join Serenity. If you’re a psychiatrist looking to do more than just treat — if you’re ready to lead, innovate, and elevate care — you belong here. At Serenity Healthcare, we’re transforming mental wellness with a modern, compassionate, and patient-centered approach. The Role: Psychiatrist Serenity Healthcare is hiring a psychiatrist who’s ready to go beyond prescriptions. Provide meaningful care with medication, TMS, and ketamine therapy—all…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4ODMwIn0.YoKjTU1f-R9gmqHe9DGx19Z3b9JqWMDE_ufJsCB_4xU,68465.98,68465.98,-106.0275,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228830?utm_medium=api&utm_source=abfa41a4,1,37.020833,"Psychiatrist - Outpatient - $300,000 Salary - San Antonio, TX",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"San Antonio, Conejos County","['US', 'Colorado', 'Conejos County', 'San Antonio']",Adzuna::API::Response::Location,Serenity Mental Health Centers,Adzuna::API::Response::Company
5707228803,,,"Job Description About Pulse Heart Institute MultiCare’s Pulse Heart Institute is a physician led institute with multi-specialty partnership with Cardiothoracic surgery, vascular and cardiovascular service lines. Our team and state-of-the-art programs create a world-class health care organization and the destination center for cardiac, thoracic, and vascular care with complex structural heart disease and interventions, advanced heart failure service as well as advanced imaging with cutting edge …",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4ODAzIn0.C8pxSmocYokDRWT0rSsxCzYpmP9tCd6o7NLsOCtRyN0,201745.97,201745.97,-117.431627,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228803?utm_medium=api&utm_source=abfa41a4,1,47.660072,Physician Cardiology-Noninvasive - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Spokane, Spokane County","['US', 'Washington', 'Spokane County', 'Spokane']",Adzuna::API::Response::Location,MultiCare Health System,Adzuna::API::Response::Company
5707228781,,,"Job Description TeamHealth?s OB/GYN hospitalist program at Memorial Hospital West is growing! We're looking for a board-certified OB/GYN to join our team. Step into a schedule that gives you more time for the life you love, while being part of a highly respected, physician-led organization. Our double-coverage model means you'll always have a fellow TeamHealth OB/GYN hospitalist by your side, fostering a supportive, collaborative environment every shift - and you'll also have the opportunity to…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4NzgxIn0.aAZ3IItn7jYOw25DH6zp8Fl4jV8BTYUTiH0jIFuz6R4,185553.36,185553.36,-80.2154,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228781?utm_medium=api&utm_source=abfa41a4,1,25.986874,Physician Obstetrics & Gynecology - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Pembroke Pines, Broward County","['US', 'Florida', 'Broward County', 'Pembroke Pines']",Adzuna::API::Response::Location,TeamHealth,Adzuna::API::Response::Company
5707228836,,,"Job Description The Hawaii Permanente Medical Group, Inc. is seeking a BC / BE General Cardiologist to join the Kaiser Permanente Wailuku Medical Office in Wailuku, Maui.",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4ODM2In0.ajCcsbW2UiwWJ_OOGaw-icpEzratVwNQYdOdaQ8RvKM,94831.87,94831.87,-156.504722,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228836?utm_medium=api&utm_source=abfa41a4,1,20.891111,Physician Cardiology - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Wailuku, Maui","['US', 'Hawaii', 'Maui', 'Wailuku']",Adzuna::API::Response::Location,Hawaii Permanente Medical Group,Adzuna::API::Response::Company
5707228772,,,"Job Description Baylor Scott & White Health is seeking a Board Certified/Board Eligible Family Medicine physician to join an established Primary Care group that is located in Rockwall, Texas. This is an employed career opportunity with a generous benefits package that offers work-life balance, a competitive salary, productivity bonus, moving allowance, and no state income tax. Opportunity Highlights: Baylor Scott & White Family Health Center - Rockwall provides comprehensive, quality medical ca…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4NzcyIn0.Mt_i_0JJg2wFfz-ZPYqVZF_1kiFoY84mpfcaiHnkLOA,141502.56,141502.56,-96.415583,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228772?utm_medium=api&utm_source=abfa41a4,1,32.867776,Physician Family Practice-Without OB - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Rockwall, Rockwall County","['US', 'Texas', 'Rockwall County', 'Rockwall']",Adzuna::API::Response::Location,HealthTexas Provider Network,Adzuna::API::Response::Company
5707228790,,,Job Description Johnston Memorial Hospital and Blue Ridge Radiology are seeking a Diagnostic Radiologist to provide services in the Northeast Tennessee and Southwest Virginia area. Subspecialty training in Breast or Body imaging a plus but not required. Blue Ridge Radiology is a growing private practice in Northeast Tennessee and Southwest Virginia. We are seeking a BC/BE radiologist to join our group in providing exceptional imaging services to our patient population. Blue Ridge Radiology is a…,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIyODc5MCIsInMiOiJEbUFLNTFvLThSR2Npc1BZa0lTRDd3In0.n6_Ah9n1NxgDv9gihXPm8XkZQODTw19pIGGcZXD_jOI,108059.16,108059.16,-90.401795,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228790?utm_medium=api&utm_source=abfa41a4,1,40.804483,Physician Radiology-Imaging - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Abingdon, Knox County","['US', 'Illinois', 'Knox County', 'Abingdon']",Adzuna::API::Response::Location,Ballad Health,Adzuna::API::Response::Company
5707228765,,,"Job Description Part-Time Internal Medicine Physician Position in Cortland, NY with National Wound Physician Group Clinical satisfaction, autonomy and flexibility, work-life balance No Nights, No Call, No Weekend Clinical Responsibilities Become an expert in wound management, learn from highly qualified wound certified physician trainers and Fellowship Directors. Utilize cutting-edge clinical technologies and the latest wound care modalities. Our physicians provide bedside wound care in over 3,…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4NzY1In0.CJqhtxmpmNfb4rE83barBL5XlEMPkov0p2fDPUEfnII,185389.92,185389.92,-76.180484,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228765?utm_medium=api&utm_source=abfa41a4,1,42.601181,Physician Internal Medicine - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Cortland, Cortland County","['US', 'New York', 'Cortland County', 'Cortland']",Adzuna::API::Response::Location,Vohra Wound Physicians,Adzuna::API::Response::Company
5707228794,,,"Job Description Job DescriptionWhat we offer Psychiatrists ·Flexible work schedules. Full-time and part-time (20 hours week) available ·100% outpatient work. No nights, no hospital calls, no weekends. ·Telemedicine and in-person flexibility. ·Generous ‘above market’ compensation with unlimited/uncapped earnings. ·Sign-on bonus. ($20,000-$25,000). ·Full benefits package: health, dental, vision, life, 401k (with match), 2 months of paid parental leave (for males or females), holidays, EAP and mor…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4Nzk0In0.-Z1Gj8rwZtINM1uOJoVNTj9PoJO6rJxnTm1fwl6mnz4,152504.28,152504.28,-85.4697,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228794?utm_medium=api&utm_source=abfa41a4,1,31.1658,Physician Psychiatric-Mental Health - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Taylor, Houston County","['US', 'Alabama', 'Houston County', 'Taylor']",Adzuna::API::Response::Location,LifeStance Health,Adzuna::API::Response::Company
5707228816,,,"Job Description Physician – Anesthesiologist Opportunity – VA Medical Center in Pittsburgh, PA Eligible for $200,000 in student loan repayment Description: The VA in Pittsburgh seeks a full-time, highly talented Anesthesiologist to provide care for a wide variety of cases including general, neurosurgical, orthopedic, plastic, thoracic, and vascular surgery, as well as out-of-OR anesthesia for GI an EP procedures. Among the most innovative and forward-looking in the nation, the VA in Pittsburgh …",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4ODE2In0.QhFAfepXfpDlxi6XjhckPllaKQQS789RZJbrVZ_Fvus,127628.12,127628.12,-79.990086,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228816?utm_medium=api&utm_source=abfa41a4,1,40.441694,Seeking Anesthesiologist to Join a Collaborative and Supportive Team Caring for Veterans,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Pittsburgh, Allegheny County","['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']",Adzuna::API::Response::Location,Veterans Health Administration,Adzuna::API::Response::Company
5707228829,,,"Job Description Job Summary and Responsibilities The Norton Thoracic Institute at St. Joseph's Hospital and Medical Center is seeking an Intensivist for the Cardiothoracic ICU (CICU). This critical care position provides advanced medical care for the hospitalized patients in the CICU. Successful candidates will be expected to provide exceptional patient care in a multidisciplinary setting in the CICU, demonstrate teamwork with midlevel providers and increase academic productivity. This ICU will…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4ODI5In0.eQZvHAQL9eRESxKzwj-HzybBg6skVrB2EIiei9zHY_c,142477.53,142477.53,-112.07,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228829?utm_medium=api&utm_source=abfa41a4,1,33.45,Physician Pulmonology - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Phoenix, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,CommonSpirit Health,Adzuna::API::Response::Company
5707228746,,,"Job Description Are you ready to join a nationally ranked hospital that values and supports physicians? Orlando Health Medical Group – Radiology is searching for you. We are looking for a full-time, days, BC/BE Interventional Radiologist (fellowship trained), who is eager to participate in all aspects of interventional radiology at Orlando Health Watson Clinic Lakeland Highlands Hospital . The opportunity will have mild to moderate complexity cases. Workday will consist of 100% IR with the opti…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4NzQ2In0.XyBdsiWA9GuvWeHtPjJQc1L_Hcmn0gZwdbZCB_Kow2A,115670.25,115670.25,-81.898908,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228746?utm_medium=api&utm_source=abfa41a4,1,28.048611,$100k Starting Bonus Interventional Radiologist for the brand-new Orlando Health Watson Clinic La,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Lakeland, Polk County","['US', 'Florida', 'Polk County', 'Lakeland']",Adzuna::API::Response::Location,Orlando Health Medical Group,Adzuna::API::Response::Company
5707228787,,,"Job Description Provider Resources, LLC ( PRI ) is seeking board-certified clinicians to join our panel for an important mission of ensuring quality healthcare for our Nation’s Veterans. As a VA medical reviewer, you will conduct thorough, objective case reviews to assess the quality and appropriateness of care provided to Veterans. This is a remote, flexible position that allows you to contribute your clinical expertise while maintaining your current practice. What Should I Expect? Performs co…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1BSzUxby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjI4Nzg3In0.A3AOPciv2iVdDz42e9nFIVEjlzkhh5oICefLr9fW-zk,175756.16,175756.16,,2026-04-22T10:24:16Z,https://www.adzuna.com/details/5707228787?utm_medium=api&utm_source=abfa41a4,1,,Physician Surgery-Cardiovascular - Competitive Salary,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"New York City, New York","['US', 'New York', 'New York City']",Adzuna::API::Response::Location,"Provider Resources, LLC",Adzuna::API::Response::Company
