__CLASS__,redirect_url,adref,salary_min,id,created,salary_max,latitude,description,title,salary_is_predicted,longitude,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time,contract_type
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867231070?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=019039D3563F1D4170C82D72BCF626B9B6D23FD5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMTA3MCIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.Wo8QS8f1eqZAYX2S83uR_ohYsvCUwf07jVRPzwDX83Q,122028.45,5867231070,2026-09-02T12:03:15Z,122028.45,42.655586,"Triage Staffing is seeking a travel Registered Nurse - Med Surg RN for a travel job in Albany, New York . Job Description & Requirements Specialty: Med Surg RN Start Date: 10/5/2026 Duration: 13 WEEKS Shift: 12H Nights (7:00 PM-7:30 AM) Employment Type: Travel Travel Nursing: Med/Surg Albany Location: Albany Start Date: 10/5/2026 Shift Details: 12H Nights (7:00 PM-7:30 AM) 36 hours per week About Triage Staffing At Triage, we prefer to be real. Real about expectations—both ours and yours. Real …","Travel Med Surg RN | Albany, NY",1,-73.805937,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Triage Staffing,Adzuna::API::Response::Company,"Ny State Campus, Albany County",Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Ny State Campus']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867231048?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=73C58633C900FCCBA5453C9EBE69DF06E2E77DC9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMxMDQ4In0.PZOFLzneCffOKaaI1KqO__odm6sB8yKhtZ3o2qBDlL8,71030.19,5867231048,2026-09-02T12:03:13Z,71030.19,36.215935,"Triage Staffing is seeking a travel Registered Nurse - Med Surg RN for a travel job in Boone, North Carolina . Job Description & Requirements Specialty: Med Surg RN Start Date: 9/28/2026 Duration: 13 WEEKS Shift: 12H Days (7:00 AM-7:00 PM) Employment Type: Travel Travel Nursing: Med/Surg North Carolina Location: North Carolina Start Date: 9/28/2026 Shift Details: 12H Days (7:00 AM-7:00 PM) 36 hours per week About Triage Staffing At Triage, we prefer to be real. Real about expectations—both ours…","Travel Med Surg RN | Boone, NC",1,-81.663836,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Triage Staffing,Adzuna::API::Response::Company,"Perkinsville, Watauga County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Watauga County', 'Perkinsville']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230993?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=C32C6EDB259906EABA19134CBDAEE62567A3DB90,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTkzIn0.AdY1geAfdAgY0z1WO7kK_Uk6u81xVi4vYYV4QtBXYZc,67420.2,5867230993,2026-09-02T12:03:12Z,67420.2,29.03862,"New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not dr…",CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver,1,-95.4582,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Lake Jackson, Brazoria County",Adzuna::API::Response::Location,"['US', 'Texas', 'Brazoria County', 'Lake Jackson']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230979?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=A827D708A08655E333AE8663EFAB42DDF0F67B0B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTc5In0.JBKjkLYkbLqamOLQ4JPvtUY9U5uXDAd1x_vlSPMySJY,61641.16,5867230979,2026-09-02T12:03:12Z,61641.16,41.732544,"Team Van Truckload truck driver - Holiday incentives Average pay: $1,340-$1,630 weekly Home time: Every three weeks Experience: All CDL holders Overview Dry van trailers with 100% no-touch freight. Drive within all 48 states. Take your dog or cat on the road with our Team Pet Policy. Pay and bonus potential Earn holiday pay incentives, up to $4,150, while working November 2026-December 2026. Now earn up to 13¢ more per mile. Mileage pay up to $0.75 cents per mile, plus hourly pay while on duty,…",CDL-A - Team Van Truckload truck driver - Holiday incentives,1,-72.375222,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Andover, Tolland County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Tolland County', 'Andover']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230988?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=0A78A488F36DB82C759ED68C76ED4FECF807D6BA,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDk4OCIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.y8JKv1vXVTQf1D0WW5dR37GX1OjqJJLh29-T1jtiAlQ,57981.23,5867230988,2026-09-02T12:03:12Z,57981.23,26.803212,"New pay increase - Jet-Set Over-the-Road (OTR) Van Truckload truck driver Average pay: $995-$1,215 weekly Home time: Monthly Experience: All CDL holders Overview Travel to various locations across the country to haul freight. Paid flights to and from destinations. Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive withi…",CDL-A - New pay increase - Jet-Set Over-the-Road (OTR) Van Truckload truck driver,1,-80.073661,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Lake Park, Palm Beach County",Adzuna::API::Response::Location,"['US', 'Florida', 'Palm Beach County', 'Lake Park']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230984?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=5296BFF55FCC48469AED68A47AFF7A18165A6AA9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTg0In0.wBBRHXvI38jhbbndF09ylXh5W5n2XseKlXaD7eMo6gY,35541.71,5867230984,2026-09-02T12:03:12Z,35541.71,35.622793,"New pay increase - Regional Van Truckload truck driver - home weekly Average pay: $890-$1,080 weekly Home time: Weekly Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. New…",CDL-A - New pay increase - Regional Van Truckload truck driver - home weekly,1,-87.040925,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Columbia, Maury County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Maury County', 'Columbia']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230956?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=5CFF0E9467744496F706DCE3CD482F2893D5F11E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDk1NiIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.oqbsbYpEsrl6dWHaZ1IJCN1LLGC8cV1pOEMg1XzZGSk,55507.56,5867230956,2026-09-02T12:03:11Z,55507.56,39.13205,"Carter Machinery Location: Annapolis Junction, MD 20701, USA Category: Service Posted Date: July 1, 2026 Requisition_Number: EXPRE006572 Schedule: Full Time EOE Statement Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities This employer is required to notify all applicants of their rights pursuant to federal employment laws. For further information, please review the Know Your Rights notice from the Department of Labor. We are currently offering a $5,000 sign-on bonus fo…",EXPRESS LUBE TECHNICIAN: WEEKEND SHIFT,1,-76.799422,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Carter Machinery,Adzuna::API::Response::Company,"Savage, Anne Arundel County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Savage']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230965?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=62F01A38C4557164D6B14505F86BE37070A9D7DB,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTY1In0.FoWv0homrdLFD9qO9uhmH1e0XZF3sW7KjySF8Hk6uAs,44081.78,5867230965,2026-09-02T12:03:11Z,44081.78,43.8738,"New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,060-$1,300 weekly Home time: Every other week Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not dri…",CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver,1,-95.15316,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Windom, Cottonwood County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Cottonwood County', 'Windom']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230975?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=C75ABE60AD9F8D8AB9CDE62121ADFC730B67B345,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDk3NSIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.hnyza1pyI2plrnoUPg1Bozk24dvu8JZVE11N9P4fZdo,38241.47,5867230975,2026-09-02T12:03:11Z,38241.47,33.3518,"New pay increase - Dedicated Flatbed truck driver - PODS Average pay: $1,325-$1,625 weekly Home time: Monthly Experience: All CDL holders Overview Haul containers on flatbed trailers. Strap and secure PODS containers to flatbeds. 2-3 loads per week with 2-5 stop-offs per load. Drive within all 48 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. Earn at least $1,000 in weekly guarantee pay during your first 90 days at Schneider. Weekly performance pay. $3,…",CDL-A - New pay increase - Dedicated Flatbed truck driver - PODS,1,-111.8036,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Gilbert, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Gilbert']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230957?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=C49539A72E4C7D8EC80586ED13802628B611FC78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDk1NyIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.eecCljGxLTkygZ_AaFOO5ajMZ5fJhLMQ7cbULlEb0rI,92413.09,5867230957,2026-09-02T12:03:11Z,92413.09,39.928851,"Team Van Truckload truck driver - Holiday incentives Average pay: $1,340-$1,630 weekly Home time: Every three weeks Experience: All CDL holders Overview Dry van trailers with 100% no-touch freight. Drive within all 48 states. Take your dog or cat on the road with our Team Pet Policy. Pay and bonus potential Earn holiday pay incentives, up to $4,150, while working November 2026-December 2026. Now earn up to 13¢ more per mile. Mileage pay up to $0.75 cents per mile, plus hourly pay while on duty,…",CDL-A - Team Van Truckload truck driver - Holiday incentives,1,-104.945618,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Eastlake, Adams County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Adams County', 'Eastlake']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230943?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=8659805BD7691C04A1BE1113C83393231E83D16C,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDk0MyIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.5WyGgx5CI1uyShJqlm8_uEQK6Oom3GCYukjrRD2hE7o,69409.8,5867230943,2026-09-02T12:03:11Z,69409.8,42.004943,"Team Van Truckload truck driver - Holiday incentives Average pay: $1,340-$1,630 weekly Home time: Every three weeks Experience: All CDL holders Overview Dry van trailers with 100% no-touch freight. Drive within all 48 states. Take your dog or cat on the road with our Team Pet Policy. Pay and bonus potential Earn holiday pay incentives, up to $4,150, while working November 2026-December 2026. Now earn up to 13¢ more per mile. Mileage pay up to $0.75 cents per mile, plus hourly pay while on duty,…",CDL-A - Team Van Truckload truck driver - Holiday incentives,1,-92.573918,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Toledo, Tama County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Tama County', 'Toledo']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230967?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=44ED992E9536B1AD907EC353EF1ADF1A87D6BE31,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDk2NyIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.edNwh8AJOJj7PKgsxrvU1XiAQj9zyh5yuVqcIRl8Qxg,53323.81,5867230967,2026-09-02T12:03:11Z,53323.81,38.2923,"New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $960-$1,175 weekly Home time: Every other week Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not drivi…",CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver,1,-77.49108,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Enon, Fredericksburg City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fredericksburg City', 'Enon']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230962?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=B6E130BC64FB941582B227287754769E7204DBBF,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTYyIn0.jZiailbpAVC4vjJ4y0SN5Nex81CJs5abUxHC2GPmzUI,29910.43,5867230962,2026-09-02T12:03:11Z,29910.43,42.827621,"New pay increase - Regional Van Truckload truck driver - home weekly Average pay: $875-$1,065 weekly Home time: Weekly Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. New…",CDL-A - New pay increase - Regional Van Truckload truck driver - home weekly,1,-88.737698,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Whitewater, Walworth County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Walworth County', 'Whitewater']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230927?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=CBB8E9F5CFD6068C6890BFA0E3DE78E9C0B7736D,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTI3In0.ryfZt084C_b3FNEuKAFaSkP0Z2oo6bVKXJmZol3bSSI,86137.56,5867230927,2026-09-02T12:03:10Z,86137.56,43.404672,"Job Category: Sales Requisition Number: ACCOU002037 Description Account Executive (Outside Sales) – Boston, MA Delta Defense, LLC Sell a Mission You Actually Believe In At Delta Defense, we don’t sell just another product—we stand for something bigger. We believe the inalienable right to self-defense is fundamental to freedom. We believe in personal responsibility , training , and protecting the people we love . And we exist to serve the millions of responsible American gun owners who take that…","Account Executive - Boston, MA Featured",1,-88.184001,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Delta Defense,Adzuna::API::Response::Company,"West Bend, Washington County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Washington County', 'West Bend']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230909?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=369FB88A97977D8E061FBD0DA8BD042DECB6D4C6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDkwOSIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.1_d5KUaPs38cCuX8FOYO8EafXyK9PFefLplDXoTRLQ4,37197.91,5867230909,2026-09-02T12:03:10Z,37197.91,34.117526,"New pay increase - Regional Van Truckload truck driver Average pay: $1,150-$1,410 weekly Home time: Weekly Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. Dry van trailers with 95% no-touch freight. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. New Productivity Incentive: Earn up to an additiona…",CDL-A - New pay increase - Regional Van Truckload truck driver,1,-117.770153,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"La Verne, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'La Verne']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230913?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=00B05A54E46E0049CBDB046DB0A4ED5B4E8FCC0B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTEzIn0.rcpeAcZXYMG5FM1bJAj9kq29gtqKwc3R5bRwgMFayG0,85717.02,5867230913,2026-09-02T12:03:10Z,85717.02,27.440809,"Team Van Truckload truck driver - Holiday incentives Average pay: $1,480-$1,800 weekly Home time: Every three weeks Experience: All CDL holders Overview Dry van trailers with 100% no-touch freight. Drive within all 48 states. Take your dog or cat on the road with our Team Pet Policy. Pay and bonus potential Earn holiday pay incentives, up to $4,150, while working November 2026-December 2026. Now earn up to 4¢ more per mile. Mileage pay, plus hourly pay while on duty, not driving. Weekly paychec…",CDL-A - Team Van Truckload truck driver - Holiday incentives,1,-80.434096,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Saint Lucie West, St. Lucie County",Adzuna::API::Response::Location,"['US', 'Florida', 'St. Lucie County', 'Saint Lucie West']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230905?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=78CEE8B9B9EF72178908B8D5D5EB3FA4128E3B80,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTA1In0.pRsME6cV3ik5KPdDKJ_3Cr8k1qH8k6qCTJc75iCOlUg,50002.15,5867230905,2026-09-02T12:03:10Z,50002.15,33.724633,"Dedicated truck driver - Sporting Goods Average pay: $1,170-$1,430 weekly Home time: Weekly Experience: All CDL holders Overview Haul outdoor sporting goods and retail supplies in dry van trailers. 100% no-touch and 100% drop-and-hook freight. 4 loads per week with 1-2 stop-offs per load. Drive within the Southeast. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. Earn at least $1,000 in weekly guarantee pay during your first 90 days at Schneider. Weekly performa…",CDL-A - Dedicated truck driver - Sporting Goods,1,-84.471246,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"East Point, Fulton County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'East Point']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230921?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=596BF64C1660E8009F0F7BD83F3812F2E3AA25F0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidHZXWDdfQ204UkdFZnA0T3dxZjRkQSIsImkiOiI1ODY3MjMwOTIxIn0.Hf3MrMotzWZdhPoa5LEsHBaT2tiI8fvqRVv1rci6PAs,36813.8,5867230921,2026-09-02T12:03:10Z,36813.8,33.021784,"New pay increase - Dedicated Flatbed truck driver - PODS Average pay: $1,325-$1,625 weekly Home time: Monthly Experience: All CDL holders Overview Haul containers on flatbed trailers. Strap and secure PODS containers to flatbeds. 2-3 loads per week with 2-5 stop-offs per load. Drive within all 48 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. Earn at least $1,000 in weekly guarantee pay during your first 90 days at Schneider. Weekly performance pay. $3,…",CDL-A - New pay increase - Dedicated Flatbed truck driver - PODS,1,-112.078025,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Maricopa, Pinal County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Pinal County', 'Maricopa']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230925?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=03AB4E835EA10570758C5214C78AE9A820A646D0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDkyNSIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.xHbUxfItWeCUBgehFt2welHnm4bjt8ona6AOT1wSlOg,46360.39,5867230925,2026-09-02T12:03:10Z,46360.39,42.25996,"New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,000-$1,100 weekly Home time: Every other week Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not dri…",CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver,1,-84.761278,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Albion, Calhoun County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Calhoun County', 'Albion']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230931?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=C657A18844D46C058B17D3BD055FDF50AECC54F1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDkzMSIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.U6uVBCCtD4WXs-E8M32kRzWgYyY2H1MPTeRbtTVe8xQ,44227.65,5867230931,2026-09-02T12:03:10Z,44227.65,37.68786,"New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,030-$1,260 weekly Home time: Every other week Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not dri…",CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver,1,-85.83024,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Elizabethtown, Hardin County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Hardin County', 'Elizabethtown']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230884?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=55DC443462446827227D58429674BAB110D71E5E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDg4NCIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.7gTx80WNjEOAbPsyV0aZdnKgUxZ7PaBaj6BGQQjjLx4,29558.5,5867230884,2026-09-02T12:03:09Z,29558.5,33.822068,"New pay increase - Dedicated Flatbed truck driver - PODS Average pay: $1,325-$1,625 weekly Home time: Monthly Experience: All CDL holders Overview Haul containers on flatbed trailers. Strap and secure PODS containers to flatbeds. 2-3 loads per week with 2-5 stop-offs per load. Drive within all 48 states. Pay and bonus potential Mileage pay, plus hourly pay while on duty, not driving. Earn at least $1,000 in weekly guarantee pay during your first 90 days at Schneider. Weekly performance pay. $3,…",CDL-A - New pay increase - Dedicated Flatbed truck driver - PODS,1,-87.083053,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Sipsey, Walker County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Walker County', 'Sipsey']",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867230881?se=tvWX7_Cm8RGEfp4Owqf4dA&utm_medium=api&utm_source=abfa41a4&v=9CBA3CE69F587DF1BDBE19553FB739C10962F90D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzIzMDg4MSIsInMiOiJ0dldYN19DbThSR0VmcDRPd3FmNGRBIn0.ycF-biVg__WNKBROHlZbegN92TkFzaFHpjqQoO4YAzs,103453.83,5867230881,2026-09-02T12:03:09Z,103453.83,42.070743,"Intermodal truck driver Average pay: $1,170-$1,430 weekly Home time: Daily Experience: 3 months or greater CDL experience Overview Haul freight containers secured to company-owned chassis. 90% no-touch freight that is 80% drop-and-hook. Drive in and out of railyards within CT, MA, ME, NH, RI and VT. Pay and bonus potential Hourly pay and load pay. Paid orientation. Paid time off after 6 months, plus 6 days of holiday pay per year. Annual bonus: Earn up to 3% of annual gross pay each year. Quali…",CDL-A - Intermodal truck driver,1,-72.625036,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Schneider,Adzuna::API::Response::Company,"Agawam, Hampden County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Agawam']",full_time,
