salary_max,title,id,adref,longitude,salary_min,salary_is_predicted,redirect_url,__CLASS__,latitude,created,description,category.__CLASS__,category.tag,category.label,company.__CLASS__,company.display_name,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
30961.92,Dispensary Associate-Part Time,5795670870,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY3MDg3MCIsInMiOiJRcDQ3SFhWODhSRzZKUDBuR2hmTFZnIn0.GJ9S3810WmcOvZtBe8RmobwROj840p5upZwlfWP3l4M,-111.874745,30961.92,1,https://www.adzuna.com/details/5795670870?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,33.32603,2026-07-10T11:22:31Z,"If you have an interest in being part of one of the fastest growing industries in the nation in you may consider wanting to work for Trulieve! If you have a desire to help others in need through your efforts, this may be the role for you! At Trulieve, we strive to bring our patients the relief they need in a product they can trust. Our plants are hand-grown in an environment specially designed to reduce unwanted chemicals and pests, keeping the process as natural as possible at every turn. Our …",Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,Adzuna::API::Response::Company,Trulieve,Adzuna::API::Response::Location,"Chandler, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Chandler']",,
35933.68,Extraction Technician I - 2nd Shift,5795670417,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUXA0N0hYVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjcwNDE3In0.JaeNldxZUkJZ6VN8dGFyOMR6tjL2VCHxMxnTsOEmLEI,-84.669896,35933.68,1,https://www.adzuna.com/details/5795670417?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,30.510516,2026-07-10T11:22:28Z,"If you have an interest in being part of one of the fastest growing industries in the nation in you may consider wanting to work for Trulieve! If you have a desire to help others in need through your efforts, this may be the role for you! At Trulieve, we strive to bring our patients the relief they need in a product they can trust. Our plants are hand-grown in an environment specially designed to reduce unwanted chemicals and pests, keeping the process as natural as possible at every turn. Our …",Adzuna::API::Response::Category,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Company,Trulieve,Adzuna::API::Response::Location,"Quincy, Gadsden County","['US', 'Florida', 'Gadsden County', 'Quincy']",,
51676.89,SUPPORT SERVICE WORKER,5795668807,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2ODgwNyIsInMiOiJRcDQ3SFhWODhSRzZKUDBuR2hmTFZnIn0.Y1EstsLlydkkdrO7SzsPjl3yLwzbGpfS-8feICZkmno,-89.479548,51676.89,1,https://www.adzuna.com/details/5795668807?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,41.838921,2026-07-10T11:22:14Z,"Job Requisition ID: 57234 Opening Date: 07/10/2026 Closing Date: 07/23/2026 ​Agency: Department of Human Services Class Title: SUPPORT SERVICE WORKER - 44238 Skill Option: None Bilingual Option: None Salary: Anticipated Salary: $3,822 - $4,865 per month ($45,864 - $58,380 per year) Job Type: Salaried Category: Full Time County: Lee Number of Vacancies: 1 Bargaining Unit Code: RC009 Institutional Employees, AFSCME Merit Comp Code: ​ This position is a union position; therefore, provisions of the…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,State of Illinois,Adzuna::API::Response::Location,"Dixon, Lee County","['US', 'Illinois', 'Lee County', 'Dixon']",,
205273.31,CDL-A Truck Driver - Team Position,5795665179,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUXA0N0hYVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjY1MTc5In0.lKUdQCoK-bgXJn1pVFg5mI-VQ0dFUvrLq8tx3a6D8dM,-96.8003,205273.31,1,https://www.adzuna.com/land/ad/5795665179?se=Qp47HXV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=D304722BFCE2D762A56712E38BF76DB930970239,Adzuna::API::Response::Job,33.0308,2026-07-10T11:20:54Z,"Job Description Transco Lines is Now Hiring Team Drivers Only - OTR Team Positions Earn Up to $110,000 Annually per Driver $15,000 Sign-On Bonus per Team for a Limited Time* At Transco Lines, your team’s pay starts with a $15,000 sign-on bonus*, and only gets better from there. Our teams can earn industry-leading pay while driving top-of-the-line equipment and benefiting from the best driver support in the business. Let’s get your team started today. Pay & Benefits: Dedicated teams - Earn up to…",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Transco Lines,Adzuna::API::Response::Location,"Prestonwood, Collin County","['US', 'Texas', 'Collin County', 'Prestonwood']",,
165771.55,CDL-A Truck Driver - Team Position,5795665172,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUXA0N0hYVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjY1MTcyIn0.T_U8-OI-SknXFFVLFy4FMbYvsFwnwyUYlU8LBJk9nto,-77.04606,165771.55,1,https://www.adzuna.com/land/ad/5795665172?se=Qp47HXV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=AD274836276DB6B86CD124EFB13B9690A9F7E1FD,Adzuna::API::Response::Job,39.04032,2026-07-10T11:20:53Z,"Job Description Transco Lines is Now Hiring Team Drivers Only - OTR Team Positions Earn Up to $110,000 Annually per Driver $15,000 Sign-On Bonus per Team for a Limited Time* At Transco Lines, your team’s pay starts with a $15,000 sign-on bonus*, and only gets better from there. Our teams can earn industry-leading pay while driving top-of-the-line equipment and benefiting from the best driver support in the business. Let’s get your team started today. Pay & Benefits: Dedicated teams - Earn up to…",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Transco Lines,Adzuna::API::Response::Location,"Wheaton, Montgomery County","['US', 'Maryland', 'Montgomery County', 'Wheaton']",,
99980.33,IT Business Analyst Warehouse Management Systems,5795665150,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUXA0N0hYVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjY1MTUwIn0.JkZY8epddb5IRgBM82rIzwxRX8t9zn8WlP5S7oSLLJY,-82.965488,99980.33,1,https://www.adzuna.com/land/ad/5795665150?se=Qp47HXV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=B646F0CCCE82B8DB23838FC81A1997F86E680FE7,Adzuna::API::Response::Job,40.041105,2026-07-10T11:20:17Z,"About the Role Job Description: IT Business Analyst Warehouse Management Systems Experience Level: 8 years 50 % travel is required at client warehouse locations in US WESCO RATE give the best lowest possible( $70-80/hr) Key Responsibilities: Lead IT business analysis initiatives within the Warehouse Management Systems (WMS) domain, focusing on supply chain and distribution operations. Possess strong knowledge of WMS processes and operations, including end-to-end system integrations across CRM, …",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"Thinkbyte Consulting, Inc.",Adzuna::API::Response::Location,"Minerva Park, Franklin County","['US', 'Ohio', 'Franklin County', 'Minerva Park']",,
164205.97,DevSecOps Platform Engineer - Irving TX (Locals),5795665145,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTE0NSIsInMiOiJRcDQ3SFhWODhSRzZKUDBuR2hmTFZnIn0.EejHjlK77V0bzo3jW_3UhwVZV37tomn31dTYJlRpaCk,-96.9485,164205.97,1,https://www.adzuna.com/land/ad/5795665145?se=Qp47HXV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=2A7717640A0CD3C58DBC13E4D986E310AB52FE29,Adzuna::API::Response::Job,32.8137,2026-07-10T11:20:16Z,"Job Title: Senior Developer with DevSecOps Platform Engineer Location: Irving TX Onsite F2F Interview Duration: 12 Months Contract Must Have Skills: SBOM / CBOM Inventory, Vulnerability Scanning & AI Auto-Remediation We are looking for a hands-on Senior Full Stack  DevSecOps Platform Engineer to help build an internal security automation platform for SBOM/CBOM inventory, vulnerability scanning, and Claude-based auto-remediation, This is not a traditional full-stack developer role. The right can…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"InfoVision, Inc.",Adzuna::API::Response::Location,"Irving, Dallas","['US', 'Texas', 'Dallas', 'Irving']",,
74284.76,AWS Engineer,5795665147,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUXA0N0hYVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjY1MTQ3In0.BikdbMbyQw11Sltw3FPOsY12IRxkryfAV6tjaw5fWKM,-74.5775,74284.76,1,https://www.adzuna.com/land/ad/5795665147?se=Qp47HXV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=D878255E730D5BC3E474589128F392D9C2109317,Adzuna::API::Response::Job,40.059167,2026-07-10T11:20:16Z,"We are looking for AWS Engineer for our client in Hanover, NJ Job Title: AWS Engineer Job Location: Hanover, NJ Job Type: Contract Job Overview: Pay Range: $65hr - $70hr Requirement/Must Have: BS/BA degree or equivalent experience. Understanding of Agile development and extensive hands-on participation with SDLC life cycle. Working proficiency with collaboration and tech documentation toolsets like workflows and use case diagrams. Ability to collaborate with high-performing teams and individual…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,Cynet Systems,Adzuna::API::Response::Location,"North Hanover, Burlington County","['US', 'New Jersey', 'Burlington County', 'North Hanover']",,
111717.09,Dynamics 365 CRM Solution Architect,5795665146,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTE0NiIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0.XaJZdSV1d4HZNA70O0uKrZvlHskISa4CFfd2QfGRrQg,,111717.09,1,https://www.adzuna.com/land/ad/5795665146?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=A31895D7037EB55AEE9D708CF2D116F17B3562FB,Adzuna::API::Response::Job,,2026-07-10T11:20:16Z,Job Title: Dynamics 365 CRM Solution Architect (Functional / Techno-Functional) Location: Remote Duration: Long-Term Contract Experience: 18 Years Job Description We are seeking an experienced Dynamics 365 CRM Solution Architect with 18 years of overall IT experience and strong functional/techno-functional expertise in Microsoft Dynamics 365 Customer Engagement (CRM). The ideal candidate will lead enterprise CRM transformation initiatives and architect scalable solutions across Dynamics 365 Sal…,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,UNICOM TECHNOLOGIES INC,Adzuna::API::Response::Location,US,['US'],,
209420.81,Sr Project Manager,5795665149,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTE0OSIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0.qHIkoCUR5ln7RXjltmD3-2lFajqRkDB3AkJCIN_KsoY,-117.7646,209420.81,1,https://www.adzuna.com/land/ad/5795665149?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=1ED74C4406D283A28CA9F8E6A29D543F50D4FDF8,Adzuna::API::Response::Job,33.6698,2026-07-10T11:20:16Z,"Role : Sr Project Manager – Top Priority Location : Irvine, CA Skills : Oracle, JDE, MuleSoft Commercial Products, Supply Chain Need only candidate in 50 miles of Irvine, CA JD : The Staff Project Manager is responsible for leading and coordinating complex, cross-functional projects that impact technology systems and business operations. Ensures the successful execution of projects by managing scope, schedules, budgets, resources, and risks while delivering measurable results aligned with compa…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,Avanciers LLC,Adzuna::API::Response::Location,"East Irvine, Orange County","['US', 'California', 'Orange County', 'East Irvine']",,
85493.41,Labware LIMS,5795665122,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTIyIn0.ujqjyAkIgXv4qQhz6ca-V_NBZUdo8UznUAr4L1qauIM,-85.56973,85493.41,1,https://www.adzuna.com/land/ad/5795665122?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=813ABB1975627CA2E37333F717E81AC945D504A4,Adzuna::API::Response::Job,42.328095,2026-07-10T11:20:15Z,"Labware LIMS Collaborate broadly with Quality, Lab Operations, and Customer Experience.",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Adzuna::API::Response::Company,K Anand Corporation,Adzuna::API::Response::Location,"Parchment, Kalamazoo County","['US', 'Michigan', 'Kalamazoo County', 'Parchment']",,
183984.4,ServiceNow Lead Software Engineer,5795665133,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTMzIn0.37D5Go294RZK4LqwJOCJ5zkyGv0-Mx99s74UHEQoLo8,-93.2,183984.4,1,https://www.adzuna.com/land/ad/5795665133?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=1B19476F430DE58DC6079737408B6DB61B8436BB,Adzuna::API::Response::Job,44.9462,2026-07-10T11:20:15Z,"Job Title: ServiceNow Lead Software Engineer Location: Minneapolis, MN Project Description: Client is seeking a ServiceNow Lead Software Engineer within the Cybersecurity group for the Technology Exposure Management Engineering team to lead, implement, and support the ServiceNow Vulnerability Response (VR) module. This role will partner with Technical Governance, Platform Architecture and ServiceNow Developers to ensure that design, coding, and practices are in alignment with scalable enterpris…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"AIT Global, Inc.",Adzuna::API::Response::Location,"Lauderdale, Ramsey County","['US', 'Minnesota', 'Ramsey County', 'Lauderdale']",,
172835.2,QA Lead/SME-Annuity Policy Administration Systems,5795665128,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTEyOCIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0.OKw2gNGEuJvLYuM_-ofLLfOpNJLkdEGJC7tppvpbCDk,-75.324086,172835.2,1,https://www.adzuna.com/land/ad/5795665128?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=56A6C193A18FFD45499AD9BC948035DCABA7D3B6,Adzuna::API::Response::Job,40.661643,2026-07-10T11:20:15Z,"Job Title :QA Lead/SME-Annuity Policy Administration Systems (ALIP OR FAST OR any other Annuity Policy Admin products) Roles & Responsibilities Define and own the end-to-end QA strategy and test architecture for ALIP-based Annuity transformation programs. Establish quality standards, governance models, and best practices aligned with Guardian Life enterprise QA and risk frameworks. Serve as the onsite QA face-off lead , managing stakeholder expectations across business, IT, actuarial, complianc…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,Aroha Technologies,Adzuna::API::Response::Location,"Butztown, Northampton County","['US', 'Pennsylvania', 'Northampton County', 'Butztown']",,
78636.6,Teamcenter Infra and Application Admin (Linux experience must) - Remote,5795665136,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTM2In0.I95nqghpp-6QEiEwB-sHLO_kPpc1aIzH60uJcVcShMw,,78636.6,1,https://www.adzuna.com/land/ad/5795665136?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=8101B077D23FD53F0F1910CD748A987EA43396DE,Adzuna::API::Response::Job,,2026-07-10T11:20:15Z,"Job Title: Teamcenter Infra and Application Admin (Linux experience must) Location: Remote Roles and Responsibilities 10 years of experience in installing, deploying, upgrading, and maintaining Siemens Teamcenter PLM, with emphasis on experience in recent versions 12 – 14 Knowledge of Dispatcher and TcRA deployment, configuration, and administration will be an additional desired skill Strong analytical and problem-solving skills, with the ability to root cause end-user and infrastructure-relate…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"Lorven Technologies, Inc.",Adzuna::API::Response::Location,US,['US'],,
83322.02,QA Automation Engineer,5795665137,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTM3In0.X8Uzg-muuc-1qqXEJf9NqeZ7gEwWLZjYaGUqUlOnVeI,-75.20796,83322.02,1,https://www.adzuna.com/land/ad/5795665137?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=F8EE5429C282D8C78DA58EB08BE3D8F3BC7EBFB1,Adzuna::API::Response::Job,40.13748,2026-07-10T11:20:15Z,"Job Title: QA Automation Engineer Location: Fort Washington, PA - Onsite Job Description: Develop, execute, and maintain test plans, test cases, and test scripts for real-time control systems Collaborate with cross-functional and multi-site teams to review and refine software requirements Perform functional, integration, system, and regression testing on semiconductor equipment software Identify, document, and track defects through resolution using standard defect management tools Design and im…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"AIT Global, Inc.",Adzuna::API::Response::Location,"Upper Dublin, Montgomery County","['US', 'Pennsylvania', 'Montgomery County', 'Upper Dublin']",,
163814.62,"Cloud-Native Java Architect- 7 yrs- Jersey City, New Jersey- Onsite",5795665125,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTI1In0.Fu1mYeiCsLp3D8dP9eHGtZh5aWcegzhKw_73oWzzvz4,-74.0784,163814.62,1,https://www.adzuna.com/land/ad/5795665125?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=D43D764FF8B7311A1DEB0992FF30AA9F75C24523,Adzuna::API::Response::Job,40.7282,2026-07-10T11:20:15Z,"Job Description : Java AWS Architect with strong experience in cloud-native design, Java, SpringBoot, and microservices architecture. The ideal candidate will have deep expertise in AWS, GraphQL, and CI/CD, and will be responsible for leading technical design, guiding development teams, and delivering scalable, resilient enterprise Drive the technical vision and execution of enterprise-grade solutions that align with business objectives. Collaborate with cross-functional teams to design, review…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,iMedhas Consulting Services,Adzuna::API::Response::Location,"Five Corners, Hudson County","['US', 'New Jersey', 'Hudson County', 'Five Corners']",,
231248.86,Sr. Apttus (Conga) CPQ Developer,5795665138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTM4In0.asA2x8bzMpWX-4i8h0F55YPQeiDCJtUmdkf8DMsA1VE,-121.9221,231248.86,1,https://www.adzuna.com/land/ad/5795665138?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=0D66EBB01F9ADFB7FBA264B67281A0DDCE8201FE,Adzuna::API::Response::Job,37.3063,2026-07-10T11:20:15Z,Job Title : Sr. Apttus (Conga) CPQ Developer Location : San Jose CA Long term Contract JD :,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Company,"Galaxy i Technologies, Inc.",Adzuna::API::Response::Location,"Campbell, Santa Clara County","['US', 'California', 'Santa Clara County', 'Campbell']",,
116115.22,Cloud Engineer (Google Cloud Platform),5795665144,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTQ0In0.1JfRM-8-KOXwQ-LKeUzH7XEeWNmofP72z2um3tmosbk,,116115.22,1,https://www.adzuna.com/land/ad/5795665144?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=699ED223DD80AC74ED7947966370A35D027AFA3E,Adzuna::API::Response::Job,,2026-07-10T11:20:15Z,"Job Title: Cloud Engineer (Google Cloud Platform) Location: Remote Principal Engineer (Cloud DevOps): Configure and deploy VPC environments and cloud instances, as designed by the Cloud Architect, to meet the needs across all hosted workloads Evaluate and collaborate with SecOps team to establish security controls necessary to meet policy and standards from the CISO, ideally in a templated and automated manner Analyze and recommend new cloud platform capabilities for consideration for adoption …",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"AIT Global, Inc.",Adzuna::API::Response::Location,US,['US'],,
166347.67,Lead AWS Data Engineer,5795665131,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTMxIn0.t_026dyV33dV7whg_fnA0xDMVAq3Rpje_4RV1qufJzE,-74.0784,166347.67,1,https://www.adzuna.com/land/ad/5795665131?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=72920AC3780B9B593FEFF9DFB3BBDD970752B3A3,Adzuna::API::Response::Job,40.7282,2026-07-10T11:20:15Z,"Job Title: Lead AWS Data Engineer Work Location: Jersey City, NJ(Onsite) Duration :: Long Term Contract Job Summary We are seeking an experienced Lead AWS Data Engineer with 8 years of experience designing, building, and optimizing scalable cloud-based data platforms. The ideal candidate will possess deep expertise in AWS data services, distributed data processing, ETL/ELT development, and data warehousing. This role requires strong technical leadership, hands-on development, and the ability to…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,IBOTIX US Inc.,Adzuna::API::Response::Location,"Five Corners, Hudson County","['US', 'New Jersey', 'Hudson County', 'Five Corners']",,
133151.52,Tandem Test Engineer,5795665119,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTExOSIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0.j_8DJYzmiHhXi3OBRIINYTvrubA8E91VDquUtTFjQHE,-74.432146,133151.52,1,https://www.adzuna.com/land/ad/5795665119?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=E88FE56340CE5C9F3FE4717DBDA20C822DAB2A42,Adzuna::API::Response::Job,40.676603,2026-07-10T11:20:15Z,"Position: ATM/Tandem Test Engineer Location: Berkeley Heights, NJ Duration: 6 Months  Skills: • Tandem (Non-stop) - TAL and C/ C++ languages used for transaction processing (non-ATM) • ATM - Transaction processing specific to ATMs; resources need to understand how ATMs work • Have experience in capturing & tracing logs to ATMs. • Also, need skills related to ATM certification Required Skills & Experience: • Strong experience in manual testing methodologies. • Proficiency with Tandem Non-Stop sy…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"Hierarch Soft Technologies, Inc.",Adzuna::API::Response::Location,"Berkeley Heights, Union County","['US', 'New Jersey', 'Union County', 'Berkeley Heights']",,
73864.01,(F2F interview mandatory) Only Local - Hiring: Sr. Big Data Engineer,5795665132,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTEzMiIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0._5i7lhGlGIRyVd6ysyTgmLA6wOyTbFaA6TW98_0F_ZA,-104.9813,73864.01,1,https://www.adzuna.com/land/ad/5795665132?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=C8AB84879A30D1759A8F3D807167DC667843DDEE,Adzuna::API::Response::Job,39.7427,2026-07-10T11:20:15Z,"Hello, Independent Visa candidate and locals to Colorada candidates only. Open for C2C 2nd Round face-to-face interview mandatory Job Title: Senior Big Data Engineer Location: Denver, CO - Onsite Duration: Long Term Required Skills • Strong proficiency in Apache Spark (PySpark) and SQL • Extensive experience developing and optimizing ETL/ELT pipelines • Strong understanding of distributed data processing concepts and Spark architecture • Experience working with relational and non-relational dat…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"Logicplanet, Inc.",Adzuna::API::Response::Location,"Glendale, Denver","['US', 'Colorado', 'Denver', 'Glendale']",,
108181.23,QA Manager,5795665139,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidXRUU0hYVjg4Ukc1MWNVWlFPdG1lUSIsImkiOiI1Nzk1NjY1MTM5In0.kQgnlc6iOeoiSY9_HyqI_4K1O_lEnbCp9vKGsBAPXXY,-96.9485,108181.23,1,https://www.adzuna.com/land/ad/5795665139?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=114148135AEE59E312E064B87CEED92192FDC904,Adzuna::API::Response::Job,32.8137,2026-07-10T11:20:15Z,"Hello, My name is Sreeja and I represent TestingXperts Inc. TestingXperts is a Specialist QA & Software Testing Company, and an Independent Software Testing division of Damco Group, which is a leading IT Solutions and Services company working with Fortune Enterprises globally. Inheriting the virtues of job quality and optimal user satisfaction from Damco Group, TestingXperts aims at promoting the ethics of connected innovation, thereby seeding the integral values in our employees and achieving …",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,"TESTINGXPERTS, INC. DBA DAMCOSOFT",Adzuna::API::Response::Location,"Irving, Dallas","['US', 'Texas', 'Dallas', 'Irving']",,
86784.01,"Oracle HCM Product Manager - 5 days a week Onsite in Blue Ash, OH  Only W2",5795665115,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTExNSIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0.3O2lBumFHXIqhV0y1H9KPzE8cH8FA72lSyZ0XWoUF4Q,-84.402821,86784.01,1,https://www.adzuna.com/land/ad/5795665115?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=2C4318A84FC511EABC99E8468C9CE75BF793CA07,Adzuna::API::Response::Job,39.190343,2026-07-10T11:20:15Z,"Only W2 This role is an onsite position (5 days a week) in Blue Ash, OH. open to All Work Statuses. fine with a relocation candidate, as long as they can commit to relocating and starting week 1 onsite. Title: Oracle HCM Product Manager Location: Blue Ash, OH – Onsite 5 days a week Duration: 12 months  (Potential for extension) Job Description: We are looking for a Oracle HCM Product Manager with at least 7 years of IT experience . We are seeking an experienced Oracle HCM Product Manager with d…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,Siri Infosolutions Inc,Adzuna::API::Response::Location,"Silverton, Hamilton County","['US', 'Ohio', 'Hamilton County', 'Silverton']",,
78402.97,Archer QA Engineer,5795665129,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY2NTEyOSIsInMiOiJ1dFRTSFhWODhSRzUxY1VaUU90bWVRIn0.nwHWAAnUfDlnzsJxZjIqOgdtCt7wQzZpskCUM69_Qp4,-73.97528,78402.97,1,https://www.adzuna.com/land/ad/5795665129?se=utTSHXV88RG51cUZQOtmeQ&utm_medium=api&utm_source=abfa41a4&v=6D51AF4C888E126FAC18D3A7C025BAD1BD86503C,Adzuna::API::Response::Job,40.75284,2026-07-10T11:20:15Z,"Role Name - Archer QA Engineer Location: New York, NY ROLE_DESCRIPTION - QA Engineer (Archer / GRC) Ensure quality and validation of Archer TPRM solutions, including workflows, data integrity, integrations, and SIG functionality. Experience 5 years in QA/testing with GRC or Archer exposure Must Have Skills • Experience testing Archer or GRC applications, including workflows and data models. • Strong understanding of SIT, QA, and UAT processes. • Ability to validate complex relationships and cal…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,Thunderhawk Technology Partners,Adzuna::API::Response::Location,"Grand Central, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Grand Central']",,
