__CLASS__,redirect_url,title,adref,id,longitude,salary_is_predicted,description,salary_max,created,latitude,salary_min,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436602?utm_medium=api&utm_source=abfa41a4,"LPN/LVN - Days & Nights, Full-Time",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NjAyIn0.ZsRXCM85UJlcIlZTkwo6aNsvsr8ReDCcXbifWYqJYVM,5815436602,-95.397755,1,"LPN/LVN Career Opportunity Currently hiring for full-time Nights and PRN! Hourly rate range $29 - $44 Excellent PRN rates as well Compensation will be determined based on years of experience and applicable certifications. This position also includes generous shift differentials Embark on Your Compassionate LPN/LVN Journey at Encompass Health Are you in search of a fulfilling healthcare career close to your heart and home? Encompass Health welcomes you warmly, offering a space that feels like ho…",78493.49,2026-07-25T10:00:50Z,30.36978,78493.49,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Vision Park,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Montgomery County', 'Cut and Shoot']","Cut and Shoot, Montgomery County",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436601?utm_medium=api&utm_source=abfa41a4,Assistant Store Manager - Retail,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjYwMSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.xh5cbv0OteCrDEsV4agMqbuAkhWA-mEbW8Q_3fOJH8w,5815436601,-118.834613,1,"If you are a CURRENT Carter's employee, do not apply via this external application. Search ""Browse Jobs"" in Workday to apply internally. Love what you do. Carter's Careers. As an Assistant Store Manager, you will be the first face of the brand for growing families. You'll congratulate new parents and grandparents, introduce them to our new baby essentials, help prep them for the first day of school, and all the big and little moments on their parenting journey. We're looking for a leader who fo…",60936.44,2026-07-25T10:00:50Z,35.200729,60936.44,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Carter's,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Kern County', 'Arvin']","Arvin, Kern County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436594?utm_medium=api&utm_source=abfa41a4,CDL Class A Yard Switcher - PM Shift,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU5NCIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.4aRJb2Pznd_s49m1gRH0H_k22LvqkrgMHdorRzXbHfg,5815436594,-83.13852,1,"CDL A Yard Switcher - $24/Hourly | Home Daily | Overtime Available ProDrivers is hiring experienced CDL A Yard Switchers to operate a yard truck and move trailers within our work site Monday through Friday, occasional Saturdays 4 PM Start time 10-11 hour shifts Switching trailers within work site Home daily Pay & Schedule $24 hourly, time and a half guaranteed at 40 hours Consistent Monday through Friday schedule, occasional Saturdays Sundays off Job Details Operate yard hostler with automatic …",58802.09,2026-07-25T10:00:47Z,42.27036,58802.09,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,ProDrivers,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'River Rouge']","River Rouge, Wayne County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436593?utm_medium=api&utm_source=abfa41a4,Licensed Practical Nurse/Licensed Vocational Nurse (LPN/LVN),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU5MyIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.PCsmX-IGpbDNFryX88pGV_IYr-CMZgbXhzz7Lkssp5A,5815436593,-95.56848,1,"LPN/LVN Career Opportunity Currently hiring for full-time Nights and PRN! Hourly rate range $29 - $44 Excellent PRN rates as well Compensation will be determined based on years of experience and applicable certifications. This position also includes generous shift differentials Embark on Your Compassionate LPN/LVN Journey at Encompass Health Are you in search of a fulfilling healthcare career close to your heart and home? Encompass Health welcomes you warmly, offering a space that feels like ho…",70279.37,2026-07-25T10:00:47Z,30.0234,70279.37,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Vision Park,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Kohrville']","Kohrville, Harris County",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436592?utm_medium=api&utm_source=abfa41a4,Licensed Practical Nurse/Licensed Vocational Nurse (LPN/LVN),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTkyIn0.epr-SI1vsoZhQ715XCHgch-ZDzXkdtxPllNNiXAKS40,5815436592,-95.57733,1,"LPN/LVN Career Opportunity Currently hiring for full-time Nights and PRN! Hourly rate range $29 - $44 Excellent PRN rates as well Compensation will be determined based on years of experience and applicable certifications. This position also includes generous shift differentials Embark on Your Compassionate LPN/LVN Journey at Encompass Health Are you in search of a fulfilling healthcare career close to your heart and home? Encompass Health welcomes you warmly, offering a space that feels like ho…",59097.41,2026-07-25T10:00:47Z,29.97289,59097.41,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Vision Park,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Willowbrook']","Willowbrook, Houston",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436584?utm_medium=api&utm_source=abfa41a4,"store manager - Utica, NY",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTg0In0.0wSUd_bXUz7rQbbLTtvUlNdCcnuYNheu7mn5iMWuTwY,5815436584,-75.21426,1,"Crafting the world’s finest coffee, one meaningful moment at a time We believe in creating a warm and welcoming space where every cup of coffee sparks connection. As a coffeehouse leader, you don’t just run a business—you lead a team that creates moments of connection and joy. Every day provides an opportunity to lead with craft and heart, making your coffeehouse a place where your community feels welcome. We are invested in your growth journey, empowered through developmental experiences as we…",51945.69,2026-07-25T10:00:46Z,43.12746,51945.69,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Starbucks,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Oneida County', 'Deerfield']","Deerfield, Oneida County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436587?utm_medium=api&utm_source=abfa41a4,LPN/LVN Career Opportunity,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTg3In0.mjWjUOr1I_MNK3h9ThVLVftS1vR3aPGGaJVAg4oPnOs,5815436587,-95.57733,1,"LPN/LVN Career Opportunity Currently hiring for full-time Nights and PRN! Hourly rate range $29 - $44 Excellent PRN rates as well Compensation will be determined based on years of experience and applicable certifications. This position also includes generous shift differentials Embark on Your Compassionate LPN/LVN Journey at Encompass Health Are you in search of a fulfilling healthcare career close to your heart and home? Encompass Health welcomes you warmly, offering a space that feels like ho…",84086.59,2026-07-25T10:00:46Z,29.97289,84086.59,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Vision Park,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Willowbrook']","Willowbrook, Houston",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436583?utm_medium=api&utm_source=abfa41a4,3nd Shift Security Supervisor,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTgzIn0.36jZDwyuOBwFOnWg2K_-H0uPuI5nKCuE4IzrlEMr9To,5815436583,-84.579288,1,"3rd Shift Supervisor Needed Why Join Us Competitive pay  growth opportunities Full benefits: Medical, Dental, Vision PTO  401(k) Stable, full-time schedule Job Summary We’re hiring a Security Supervisor to lead our on-site team at Ross Park Mall. In this role, you’ll oversee daily security operations, supervise staff performance, and ensure a safe, customer-friendly environment. This is a hands-on leadership role for someone who thrives in fast-paced environments and can confidently manage both…",63660.49,2026-07-25T10:00:46Z,39.205846,63660.49,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Groesbeck']","Groesbeck, Hamilton County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436586?utm_medium=api&utm_source=abfa41a4,"LPN/LVN - Days & Nights, Full-Time",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU4NiIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.bEaI_PMj2GxhdynHpNHp20am7lRuyuf6gM42AQ2g7nQ,5815436586,-95.17206,1,"LPN/LVN Career Opportunity Currently hiring for full-time Nights and PRN! Hourly rate range $29 - $44 Excellent PRN rates as well Compensation will be determined based on years of experience and applicable certifications. This position also includes generous shift differentials Embark on Your Compassionate LPN/LVN Journey at Encompass Health Are you in search of a fulfilling healthcare career close to your heart and home? Encompass Health welcomes you warmly, offering a space that feels like ho…",77625.12,2026-07-25T10:00:46Z,30.059789,77625.12,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Vision Park,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Kingwood']","Kingwood, Houston",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436589?utm_medium=api&utm_source=abfa41a4,Package Screener,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTg5In0.WI6D0wYvNA_CTOhlFZn2hr80go-YVWOD_hi061YDH3Y,5815436589,-121.641524,1,"Cargo Screening Security Officer Andy Frain Services is your choice for the best sec urity ! We care about our staff's needs and work hard to accommodate. Our ability to provide a safe and structured environment is substantial in our continual efforts for all employees. APPLY TODAY! TSA-Regulated (MUST pass background check and drug screen) Not accessible with public transportation, must have reliable transportation SUMMARY: Screen cargo in compliance with the guidelines set forth by TSA. Demon…",46326.76,2026-07-25T10:00:46Z,36.878565,46326.76,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Monterey County', 'Aromas']","Aromas, Monterey County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436588?utm_medium=api&utm_source=abfa41a4,Flex LICENSED SECURITY OFFICERS,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTg4In0.TILLwUIOpphBIFvkYjms4G90nlo6x-VtfOcqqx4k5fI,5815436588,-82.842584,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",57851.09,2026-07-25T10:00:46Z,40.664517,57851.09,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Morrow County', 'Iberia']","Iberia, Morrow County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436585?utm_medium=api&utm_source=abfa41a4,"Heavy Diesel Fleet Mechanic - Sutherlin, OR",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU4NSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.7mUBafJ4F6uVvEJouznCn4Li31ybxGZoDZPdFJtBo7U,5815436585,-124.235031,1,"Sutherlin Sanitary Service is looking for a Heavy Diesel Mechanic to join the team in Sutherlin, OR! Mechanics interested in secure, steady employment are encouraged to apply. At least 1 year of experience doing maintenance on diesel trucks is preferred. . Schedule: Monday-Friday 10:00am-6:00pm Guaranteed Overtime: Time and a half after 40 hours/ week. . Competitive Compensation: Starting pay is $32 -$35/hr DOE Annual Safety Bonus $$ Generous Paid Time Off Growth opportunities- We pride ourselv…",100995.76,2026-07-25T10:00:46Z,43.362317,100995.76,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Waste Connections,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Coos County', 'Coos Bay']","Coos Bay, Coos County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436581?utm_medium=api&utm_source=abfa41a4,Retail Display Installer - Electronics - Part Time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU4MSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.jAroaSXauBhu5vqAOhdhqNA8I_eOhjVUwiTD68Pv0s4,5815436581,-77.393545,1,"Are you ready to dive into the world of cutting-edge electronics and make a real impact? Join ActionLink as a Part-Time Retail Merchandiser for Sterling, VA 20165 and the surrounding area. Enhance the Retail Experience, One Display at a Time! Store Visits: Complete projects at major retail stores within an assigned territory Purpose: Ensure proper placement, assembly, maintenance, and troubleshooting of promotional product displays Clients: Represent global clients such as Microsoft, Samsung, T…",49464.17,2026-07-25T10:00:45Z,39.015239,49464.17,Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,ActionLink,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Loudoun County', 'Sterling']","Sterling, Loudoun County",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436575?utm_medium=api&utm_source=abfa41a4,A-Level Auto Tech | Up to $50/HR  Performance Pay - 2428,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTc1In0.tnIW8AfQUbnkUnlXNU4kMzmzSWBLRoF3gi3nF6mrjAo,5815436575,-95.382913,0,"A-Level Auto Tech | Up to $50/HR  Performance Pay - 2428 Looking for a Shop That Keeps You Busy and Rewards Your Talent? If you're an A-Level Automotive Technician who loves diagnostics, enjoys tackling challenging repairs, and takes pride in fixing vehicles the right way, this could be the opportunity you've been waiting for. At Promotive , we partner with high-quality independent shops that respect their technicians, invest in modern equipment, and keep the work flowing. No sitting around wai…",104000.0,2026-07-25T10:00:44Z,30.055821,0.0,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Promotive,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Spring']","Spring, Harris County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436576?utm_medium=api&utm_source=abfa41a4,Flex LICENSED SECURITY OFFICERS,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU3NiIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.uz2AzmpjX4JT3bRMuHYX3WBdiB4eIdFAIFD6lZwugRg,5815436576,-82.373342,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",58779.16,2026-07-25T10:00:44Z,40.36103,58779.16,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Knox County', 'Gambier']","Gambier, Knox County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436572?utm_medium=api&utm_source=abfa41a4,Pediatric Dentist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU3MiIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.glqXgfZWWOjYZOSJFRKLf3yGm0Rtv3yN4vj9TF6wOGc,5815436572,-87.85572,1,"Dental Associates Ltd. of Wisconsin – General Dentist and Specialist Opportunities – Ortho, Pedo, Perio, Prosth, Endo, OS ! Family Owned, multi-specialty practice, s erving Wisconsin for 50 years with a robust patient base at 14 locations from Green Bay to Kenosha, WI offering competitive compensation, incentive plan, full benefits, signing/retention bonus , collaboration , mentorship , CE , in-house network of doctors and specialists. If you are a General Dentist or Specialist and are ready fo…",157054.45,2026-07-25T10:00:43Z,42.37206,157054.45,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Dental Associates Ltd. of Wisconsin,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Lake County', 'Park']","Park, Lake County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436566?utm_medium=api&utm_source=abfa41a4,Licensed Security Officer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2NiIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.fw1ewRTQyw1SMszlgYTR6yqMeNSgwUR1OXxh5rcW3Eg,5815436566,-83.176735,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",58908.51,2026-07-25T10:00:42Z,40.47209,58908.51,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Marion County', 'Prospect']","Prospect, Marion County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436569?utm_medium=api&utm_source=abfa41a4,"LPN/LVN, Day and Night Shift available",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2OSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.QhS25uH4yf0K6LWC8BlX30xi--uPXPhUOTWkLl_rIQs,5815436569,-95.39608,1,"LPN/LVN Career Opportunity Currently hiring for full-time Nights and PRN! Hourly rate range $29 - $44 Excellent PRN rates as well Compensation will be determined based on years of experience and applicable certifications. This position also includes generous shift differentials Embark on Your Compassionate LPN/LVN Journey at Encompass Health Are you in search of a fulfilling healthcare career close to your heart and home? Encompass Health welcomes you warmly, offering a space that feels like ho…",79669.62,2026-07-25T10:00:42Z,29.92914,79669.62,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Encompass Health Rehabilitation Hospital of Vision Park,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Aldine']","Aldine, Houston",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436568?utm_medium=api&utm_source=abfa41a4,Pediatric Dentist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2OCIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.dnaVDBIlUc7_99Xv8vK8mtkJCAMm7NJ_A_kTIPZpS8g,5815436568,-87.798166,1,"Dental Associates Ltd. of Wisconsin – General Dentist and Specialist Opportunities – Ortho, Pedo, Perio, Prosth, Endo, OS ! Family Owned, multi-specialty practice, s erving Wisconsin for 50 years with a robust patient base at 14 locations from Green Bay to Kenosha, WI offering competitive compensation, incentive plan, full benefits, signing/retention bonus , collaboration , mentorship , CE , in-house network of doctors and specialists. If you are a General Dentist or Specialist and are ready fo…",142632.38,2026-07-25T10:00:42Z,42.775465,142632.38,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Dental Associates Ltd. of Wisconsin,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Racine County', 'North Bay']","North Bay, Racine County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436563?utm_medium=api&utm_source=abfa41a4,Security Officer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2MyIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.AgjZDi9M2OzVTKeBnMERhbOYjslcV1RqiMzzU2ojU9s,5815436563,-86.37715,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",63090.61,2026-07-25T10:00:42Z,39.590936,63090.61,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Morgan County', 'Mooresville']","Mooresville, Morgan County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436565?utm_medium=api&utm_source=abfa41a4,Licensed Security Officer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2NSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.IT5TKvZtx_tALJwpU3T3SfIaiaiMT3KmpI4sLxgrzsY,5815436565,-82.842584,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",60174.5,2026-07-25T10:00:42Z,40.664517,60174.5,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Morrow County', 'Iberia']","Iberia, Morrow County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436567?utm_medium=api&utm_source=abfa41a4,School Custodian (Temp),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2NyIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.IQGwnDAZOeXQPORm8mjn-VB7Q_-t4GrOz-zU873SOGA,5815436567,-87.096175,1,"Overview: Role: Temporary School Custodian Location: 1500 Ludington St Escanaba MI 49829 Campus Services Group (CSG) is looking for a dedicated School Custodian to maintain a clean and safe environment within our facilities. In this role, you’ll work closely with staff and students, ensuring the school meets high cleanliness standards. If you’re dedicated to providing great service and maintaining a tidy environment, we’d love to have you on our team! Pay Rate: Starting from USD $14.00/Hr. Avai…",24949.17,2026-07-25T10:00:42Z,45.7503,24949.17,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,Campus Services Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Delta County', 'Escanaba']","Escanaba, Delta County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436562?utm_medium=api&utm_source=abfa41a4,Licensed Security Officer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTYyIn0.p_ZWwO2d1cFgWivZWEBHJIYBsXCZ_sRaGrRA11LBZMo,5815436562,-82.68258,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",57004.35,2026-07-25T10:00:41Z,40.478804,57004.35,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Morrow County', 'Chesterville']","Chesterville, Morrow County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436555?utm_medium=api&utm_source=abfa41a4,Licensed Security Officer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU1NSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.P7FEXeFOgEE3YZWMQaMkRgTMLeYUIlT8UKrbdFMUUjE,5815436555,-82.96116,1,"Job Summary: Provide security detail as outlined in the post orders and establish working relationships with customers, local law enforcement and fire departments. Security personnel will always perform job duties with a constant awareness of surroundings, making note of all activity that takes place in the assigned area. Security Officers must maintain a professional image and always demonstrate excellent customer service. Basic Functions: Control of entrances and movement of pedestrian and ve…",59433.36,2026-07-25T10:00:41Z,40.64664,59433.36,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Marion County', 'Caledonia']","Caledonia, Marion County",,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436561?utm_medium=api&utm_source=abfa41a4,3nd Shift Security Supervisor,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQzNjU2MSIsInMiOiJfZ3dWN0RhSThSR0VvcGJ5ZDBmOEh3In0.phi1cEdRpGbLjyxFC0LnpqDCYaJPZiVLkwX0cib3mDw,5815436561,-84.39847,1,"3rd Shift Supervisor Needed Why Join Us Competitive pay  growth opportunities Full benefits: Medical, Dental, Vision PTO  401(k) Stable, full-time schedule Job Summary We’re hiring a Security Supervisor to lead our on-site team at Ross Park Mall. In this role, you’ll oversee daily security operations, supervise staff performance, and ensure a safe, customer-friendly environment. This is a hands-on leadership role for someone who thrives in fast-paced environments and can confidently manage both…",62268.64,2026-07-25T10:00:41Z,39.27669,62268.64,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Sharonville']","Sharonville, Hamilton County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815436556?utm_medium=api&utm_source=abfa41a4,Package Screener,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX2d3VjdEYUk4UkdFb3BieWQwZjhIdyIsImkiOiI1ODE1NDM2NTU2In0.BLlXKApMayWajGQnSx_p_MjRa1MbYDUgTpR6CyWnrgI,5815436556,-122.40972,1,"Cargo Screening Security Officer Andy Frain Services is your choice for the best sec urity ! We care about our staff's needs and work hard to accommodate. Our ability to provide a safe and structured environment is substantial in our continual efforts for all employees. APPLY TODAY! TSA-Regulated (MUST pass background check and drug screen) Not accessible with public transportation, must have reliable transportation SUMMARY: Screen cargo in compliance with the guidelines set forth by TSA. Demon…",48801.67,2026-07-25T10:00:41Z,37.7667,48801.67,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Andy Frain Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'San Francisco', 'Mission District']","Mission District, San Francisco",,
