salary_is_predicted,redirect_url,id,salary_min,adref,longitude,description,__CLASS__,title,created,salary_max,latitude,contract_time,category.label,category.__CLASS__,category.tag,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_type
1,https://www.adzuna.com/land/ad/5695700549?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=FD9EF70014719E13AC07157F00CEDBD28B867602,5695700549,161031.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDU0OSIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.a_QmCzWFST5otjrKU21t2B1sBx3lOr-kitpPXd9XF48,-105.104558,Job Description It’s time to control your professional and financial future! Espire Dental is looking for an exceptional Dental Hygienist committed to providing dental care and services who is ready to join our Espire Dental family. This flexible full time or part-time position is a perfect opportunity to join a growing practice that will appreciate and reward your contributions with competitive hourly rates plus one of the best hygiene incentive programs available. You’ll begin to experience o…,Adzuna::API::Response::Job,Dental Hygienist (Loveland),2026-04-10T10:01:35Z,161031.62,40.388787,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Loveland, Larimer County","['US', 'Colorado', 'Larimer County', 'Loveland']",Adzuna::API::Response::Company,Espire Dental,
1,https://www.adzuna.com/land/ad/5695700545?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=FBD1850A32E809A1CC8E032824505C58642A42D9,5695700545,61215.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTQ1In0.LJpa1MUq8KuzM5Nrup2yDCTQlEzEw1ZN9conuYsT-ks,-92.4888,"Department: Patient Fin. Services Shift: Day Working Hours: 8a-5p Summary: Responsible for the auditing of patient bills and medical record documentation to ensure accurate charging based on billing and coding guidelines. Will verify potential missing charges suggested by data analytics and internal reports. Other information: Minimum of one of the following licenses or certifications required: RHIT, LPN, CCS, CPC, CPC-H, or COC. Minimum of two years acute hospital inpatient and outpatient codi…",Adzuna::API::Response::Job,Revenue Integrity Auditor (Hiring Immediately),2026-04-10T10:01:35Z,61215.62,34.59582,part_time,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,Adzuna::API::Response::Location,"Bryant, Saline County","['US', 'Arkansas', 'Saline County', 'Bryant']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700552?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=6D0B3D42B3B071B2826C0B8177B9F1004B253B9D,5695700552,113555.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTUyIn0.j3Fobf1EtFNchwJO0LmIwxVrvriIJtISr9mWLhRXh3A,-93.07558,"Department: AHG PACE Providers - HOT SPRINGS Shift: Day Working Hours: Work hours: 8 am - 5 pm. Variable call (Sat - Sun 8am - 8 pm) Summary: The APRN is a licensed independent practitioner who is responsible for managing health problems and coordinating health care for their assigned patient population in accordance with State and Federal rules and regulations and the nursing standards of care (assessment of health status, diagnosis, development of plan of care and treatment, implementation of…",Adzuna::API::Response::Job,PACE APRN-AHG PACE Providers (Hiring Immediately),2026-04-10T10:01:35Z,113555.73,34.47208,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Oaklawn, Garland County","['US', 'Arkansas', 'Garland County', 'Oaklawn']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700562?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=DEDC9A51F312AE0F4803DCAE5D0C5A717B6BEA0A,5695700562,51581.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDU2MiIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.itSxztesvVi8Lfua-sPAqNZPbujMQReSR6A7Y6iGrL0,-92.594897,"Department: BHFC-White Hall Shift: Day Working Hours: Monday to Friday, 8 am to 5 pm Summary: To work collaboratively with physicians and clinical staff to support patients with chronic conditions and/or complex needs according to guidelines established Other information: • Current LPN license in good standing (either AR license or multi-state license to include AR), required • CPR certification required • High School diploma or GED equivalent if working in the lab • Three to four years' experi…",Adzuna::API::Response::Job,LPN - Outpatient Clinic (Hiring Immediately),2026-04-10T10:01:35Z,51581.57,34.60543,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Benton, Saline County","['US', 'Arkansas', 'Saline County', 'Benton']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700539?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=5B20A0BB0CD378205053F3DE7D3BE2D61F7B6A01,5695700539,59432.51,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTM5In0.V-4_2RlnPTRdsDWU4UU3Iz_c5fVWYdIwow4wbjWqY0k,-82.478761,"Description: LOOKING FOR A SET SCHEDULE? DO YOU WANT YOUR WEEKENDS BACK? Competitive Pay - Up to $27/hr based on experience Weekly Bonus Opportunity Five Day Work Week w/ Weekends Off! Full Benefits Paid Holidays Company Vehicle Paid Training And More Position Overview As a Tire Press Technician, you will drive a company truck to customer locations from our store in Mansfield, OH, and be responsible for installing solid and air tires on a variety of industrial equipment, including forklifts. Wh…",Adzuna::API::Response::Job,Tire Press Technician (Mansfield),2026-04-10T10:01:35Z,59432.51,40.776126,part_time,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Adzuna::API::Response::Location,"East Mansfield, Richland County","['US', 'Ohio', 'Richland County', 'East Mansfield']",Adzuna::API::Response::Company,JAM Best One Tire and Service,
1,https://www.adzuna.com/land/ad/5695700524?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=ED4CDE9F4CE94A46E4B2AAEAE0A6C954CD4C3564,5695700524,126959.23,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTI0In0.WAnq6hD2TrjhmQRwofhzyNy5uuxxpXSQGK4WJN5MDzs,-108.5423,"Physical Therapist - Home Health $5,000 Sign-On Bonus Aveanna’s highly skilled pediatric therapy team provides our patients a full range of care to help them make the most of their care or recovery. We offer our industry-leading pediatric therapy for kids of all ages in multiple settings. We match our therapists to their patients based on medical condition, age, location, and acuity level. Our local office is looking for a compassionate PT in the following area who would like to make a positive…",Adzuna::API::Response::Job,"Physical Therapist (PT) - $5,000 Sign on Bonus (Hiring Immediately)",2026-04-10T10:01:35Z,126959.23,39.08035,full_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Grand Junction, Mesa County","['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Company,Aveanna Healthcare,
1,https://www.adzuna.com/land/ad/5695700521?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=B3A9F28A4985E1F37A98EAF8127FD2C6029B65F3,5695700521,41845.67,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDUyMSIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.atoZGAmCwTSRhnygdey2f_bBdFntH2yNDmgtRbdalEA,-92.349042,"Department: BHFC-White Hall Shift: Day Working Hours: Monday to Friday, 8 am to 5 pm Summary: To work collaboratively with physicians and clinical staff to support patients with chronic conditions and/or complex needs according to guidelines established Other information: • Current LPN license in good standing (either AR license or multi-state license to include AR), required • CPR certification required • High School diploma or GED equivalent if working in the lab • Three to four years' experi…",Adzuna::API::Response::Job,Licensed Practical Nurse (LPN) - Clinic - Full Time (Hiring Immediately),2026-04-10T10:01:35Z,41845.67,34.778147,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Cammack Village, Pulaski County","['US', 'Arkansas', 'Pulaski County', 'Cammack Village']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700547?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=4FB141A83F66EFC3286FA5878DBB577B50082B98,5695700547,58911.71,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDU0NyIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.GxddTBSHRuy_2SnNM4zaYdw2v-XGmJbdrfuoP6qYC_4,-85.945146,"“ TOP DOG ” Service Advisor Wanted Are you a person that can build relationships and trust with a customer? Do you like helping people and having the empowerment to do so? Selling is the easy part (we can teach you that)… being able to build a relationship so the customer returns, that is the MOST important! At Chevrolet of Columbus, we are building a culture of turning a transaction into an experience. We are creating customers into families that want to continue to come back to see YOU ! Requ…",Adzuna::API::Response::Job,SERVICE ADVISOR (Columbus),2026-04-10T10:01:35Z,58911.71,39.195826,part_time,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,Adzuna::API::Response::Location,"Columbus, Bartholomew County","['US', 'Indiana', 'Bartholomew County', 'Columbus']",Adzuna::API::Response::Company,P4 Automotive,
1,https://www.adzuna.com/land/ad/5695700533?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=88D0844149E0C7BDA202186A464957AC7DCF7D83,5695700533,36733.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDUzMyIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.PcnnH4jMXOWnFC4jCgTCIugob8ytKnuSfgddafxsSaQ,-73.373716,"Description: TWO POSITIONS AVAILABLE - SERVICE VALETS AND CAR WASH ATTENDANTS At Mercedes-Benz of Huntington, a member of the Competition Automotive Group, being family-owned has its rewards. We operate on a set of standards that you won’t find at other dealerships in the area. We are currently seeking to hire for two positions to join our Service Department as a Service Valet and a Car Wash Attendant. What We Offer Medical and Dental 401(k) Plan Paid time off and vacation Growth opportunities …",Adzuna::API::Response::Job,Service Valets and Car Wash Attendants (Huntington),2026-04-10T10:01:35Z,36733.98,40.890872,part_time,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,Adzuna::API::Response::Location,"Centerport, Suffolk County","['US', 'New York', 'Suffolk County', 'Centerport']",Adzuna::API::Response::Company,Competition Auto Group,
1,https://www.adzuna.com/land/ad/5695700572?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=B994E69C834ED9884EEC926CF1F6C718BF824BC1,5695700572,101453.05,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTcyIn0.4caxs35ZSWUgAVIeD2lTcw63EjKXs_V5ApzCNy5Twqg,-92.586,"Department: Facility Management Shift: Day Working Hours: Monday-Friday 8:00am-5:00pm and work as needed Summary: The System Director of Clinical Engineering will lead the strategic planning, financial management, and ensuring high-quality service delivery for Clinical Engineering services across all geographic regions and Baptist Health sites. Other information: Bachelor's degree in healthcare administration, business administration, or related field is required. 5 - 7 years of progressively r…",Adzuna::API::Response::Job,System Director of Clinical Engineering-Facility Management (Hiring Immediately),2026-04-10T10:01:35Z,101453.05,34.782,part_time,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,Adzuna::API::Response::Location,"Northpoint, Pulaski County","['US', 'Arkansas', 'Pulaski County', 'Northpoint']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700560?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=E1BDCD8B895E878557D307EEC6DD674599D07D20,5695700560,73959.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTYwIn0.OoYfitHmqf-y1ybpx2aA0pP-G33UU0CH2KuiEeozwLM,-82.694668,"Join a Company That Puts People First! Licensed Practical / Vocational Nurse – LPN/LVN Schedule: Monday-Friday 3:45pm-8:00pm Location/Setting: Tignall 30668 Age Range: Young Adult Acuity: Low, Feeding Tube We are one of the largest private duty nursing companies in the nation and growing! At Aveanna, we’re proud to foster a workplace culture that celebrates diversity, encourages connection, and supports our team members every step of the way. Here’s what sets us apart: Award-Winning Culture Ind…",Adzuna::API::Response::Job,LPN Caregiver with Feeding Tube Experience (Hiring Immediately),2026-04-10T10:01:35Z,73959.73,33.891277,full_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Tignall, Wilkes County","['US', 'Georgia', 'Wilkes County', 'Tignall']",Adzuna::API::Response::Company,Aveanna Healthcare,
1,https://www.adzuna.com/land/ad/5695700532?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=08F8C959875ADFB6D244BA77022D5DBF58421162,5695700532,59046.48,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTMyIn0.E5jM5eNjr_tbecMrG4z6VbxwdHVHZqpxSN3zxd0Al9Y,-81.335442,"Join a Company That Puts People First! Registered Nurse - RN Schedule: EVERY OTHER Sunday-Saturday 6:00am-6:00pm Location/Setting: Bloomingdale 31302 Age Range: Adult Acuity: Level 3, Trach/Vent We are one of the largest private duty nursing companies in the nation and growing! At Aveanna, we’re proud to foster a workplace culture that celebrates diversity, encourages connection, and supports our team members every step of the way. Here’s what sets us apart: We currently have patients and openi…",Adzuna::API::Response::Job,Home Care Licensed Vocational Nurse - Respiratory Support (Hiring Immediately),2026-04-10T10:01:35Z,59046.48,32.132491,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Bloomingdale, Chatham County","['US', 'Georgia', 'Chatham County', 'Bloomingdale']",Adzuna::API::Response::Company,Aveanna Healthcare,
1,https://www.adzuna.com/land/ad/5695700537?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=B8D76908B4D23EFEB24E85BA2E71A5AB1E310CF7,5695700537,95600.08,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDUzNyIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.lonZ5aNK_Cikbhxb8Gl89O5oFfZYBTxaM3-ncppuXec,-79.039691,"LICENSED PRACTICAL NURSE - PARKVIEW HEALTH AND REHABILITATION CENTER Liberty Cares With Compassion $10,000 Sign-On Bonus At Liberty Healthcare and Rehabilitation Services , we promote a challenging, but rewarding opportunity in a caring environment. We are currently seeking an experienced: LICENSED PRACTICAL NURSE (LPN) Job Description: Assists in direction of nursing services for unit/hall, in accordance with the Nursing Practice Act, and under the supervision of a Registered Nurse. Delegates …",Adzuna::API::Response::Job,LICENSED PRACTICAL NURSE - PARKVIEW HEALTH AND REHABILITATION CENTER (Chapel Hill),2026-04-10T10:01:35Z,95600.08,35.936918,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Chapel Hill, Orange County","['US', 'North Carolina', 'Orange County', 'Chapel Hill']",Adzuna::API::Response::Company,Liberty Health,
1,https://www.adzuna.com/land/ad/5695700565?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=165552F29670E053340A783B0C6E93F73434545C,5695700565,117649.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDU2NSIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.ZcV1dEqlA_mj2fG0M9dErcZE-mjAzc-39A8ZKzWNpmE,-108.5423,"S peech Language Pathologist (SLP) $5,000 SIGN ON BONUS Aveanna’s highly skilled pediatric therapy team provides our patients a full range of care to help them make the most of their care or recovery. We offer our industry-leading pediatric therapy for kids of all ages in multiple settings. We match our therapists to their patients based on medical condition, age, location, and acuity level. Our local office is looking for a compassionate SLP in the following area who would like to make a posit…",Adzuna::API::Response::Job,"Speech Language Pathologist (SLP) - $5,000 Sign on Bonus (Hiring Immediately)",2026-04-10T10:01:35Z,117649.77,39.08035,full_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Grand Junction, Mesa County","['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Company,Aveanna Healthcare,
1,https://www.adzuna.com/land/ad/5695700553?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=246FA66DD814938F5CA5F59B3E9DCE041AD577F4,5695700553,70033.75,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDU1MyIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.v5ab92j0zxjxmRRgeJQRDr9CzHJjceCvKNntwpcJrU4,-82.694668,"Join a Company That Puts People First! Licensed Practical / Vocational Nurse – LPN/LVN Schedule: Monday-Friday 3:45pm-8:00pm Location/Setting: Tignall 30668 Age Range: Young Adult Acuity: Low, Feeding Tube We are one of the largest private duty nursing companies in the nation and growing! At Aveanna, we’re proud to foster a workplace culture that celebrates diversity, encourages connection, and supports our team members every step of the way. Here’s what sets us apart: Award-Winning Culture Ind…",Adzuna::API::Response::Job,Home Healthcare LPN for Young Adults (Hiring Immediately),2026-04-10T10:01:35Z,70033.75,33.891277,full_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Tignall, Wilkes County","['US', 'Georgia', 'Wilkes County', 'Tignall']",Adzuna::API::Response::Company,Aveanna Healthcare,
1,https://www.adzuna.com/land/ad/5695700530?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=98CC6BCE35F84CEC7D303FA1FDF9CEF4E285A080,5695700530,60196.6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDUzMCIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.TNqSeEtCQRhEJk0U-SGZPO0PrrpZxW-alaooea_pEVc,-92.594897,"Department: Hospital Coding Service Shift: Day Working Hours: flexible Summary: Coordinates and directs the coding department within the revenue cycle. Lead, train, audit and provide support to staff and the rest of the revenue cycle while working to enhance the efficiency, compliance and accuracy of all processes ensuring all compliance goals are met. Implement and achieve on-going best practice standards through process improvement to achieve excellent outcomes. The role provides leadership w…",Adzuna::API::Response::Job,Coding Supervisor (Hiring Immediately),2026-04-10T10:01:35Z,60196.6,34.60543,part_time,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"Benton, Saline County","['US', 'Arkansas', 'Saline County', 'Benton']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700536?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=E5ED6F48FCAF0D167AE75A8A937EE30AFA60C3F6,5695700536,45221.16,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDUzNiIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.zzebtnU8ZDLUrY4FClD8KLAA9wW75nG8-SPSRCFnKek,-92.239888,"Department: BHFC-White Hall Shift: Day Working Hours: Monday to Friday, 8 am to 5 pm Summary: To work collaboratively with physicians and clinical staff to support patients with chronic conditions and/or complex needs according to guidelines established Other information: • Current LPN license in good standing (either AR license or multi-state license to include AR), required • CPR certification required • High School diploma or GED equivalent if working in the lab • Three to four years' experi…",Adzuna::API::Response::Job,Licensed Practical Nurse (LPN) - Clinic - Full Time (Hiring Immediately),2026-04-10T10:01:35Z,45221.16,34.677308,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Sweet Home, Pulaski County","['US', 'Arkansas', 'Pulaski County', 'Sweet Home']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700574?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=F23159479B5A3A1CE243ED923F2AFDF1FE2B233B,5695700574,64131.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTcwMDU3NCIsInMiOiJ4dG93Uy1nMDhSRzI5SkNpVnBOUGJ3In0.5TS_7mgd9xPWq6tg4o0yNdxNDu8ZPuzu5DurSZ47NOw,-92.340986,"Department: 7A Shift: Day Working Hours: 7:00 AM - 7:00 PM Summary: A registered nurse at Baptist Health is accountable for utilizing the nursing process and the training provided by Baptist Health to provide safe, therapeutic, and compassionate patient care. The nurse is expected to demonstrate clinical competence and critical thinking. The RN is responsible to know and understand the policies and processes of the department and the requirements of the organization and use them in a unified wo…",Adzuna::API::Response::Job,RN Med Surg (Hiring Immediately),2026-04-10T10:01:35Z,64131.77,34.550649,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"East End, Saline County","['US', 'Arkansas', 'Saline County', 'East End']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700546?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=FC3C3555C3714363E05E5410885D96F0A1B17E8B,5695700546,370298.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTQ2In0.RpFCQpFPbCJxZuqOGjsn73zTSunS7uVvN1fVqeqISWc,-71.104519,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Senior …",Adzuna::API::Response::Job,"Senior Medical Director, Clinical Science -Solid Tumor - Innovation-Driven Leadership (BOSTON)",2026-04-10T10:01:35Z,370298.38,42.365079,full_time,Scientific & QA Jobs,Adzuna::API::Response::Category,scientific-qa-jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical,
1,https://www.adzuna.com/land/ad/5695700542?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=0F37C6CBA3248BE75B99DA96575783C4A09A5BAD,5695700542,24301.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTQyIn0.4OuYjD_qoP7Y_uagFJJNVW9T-5h-VhmH1JBLo_v3ivQ,-73.16928,"Description: Automotive Detailer At Competition BMW , we believe our associates are our greatest asset. If you are looking for a career with an extraordinary company, Competition BMW is the perfect career choice. We are currently seeking skilled detailers to join our team! What We Offer: Medical and Dental 401(k) Plan Paid time off and vacation Growth opportunities Paid Training Requirements: Responsibilities: Cleans and refurbishes new and used automobiles Washes vehicle exterior to clean cars…",Adzuna::API::Response::Job,Automotive Detailer (St. James),2026-04-10T10:01:35Z,24301.38,40.89144,part_time,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Adzuna::API::Response::Location,"Head of The Harbor, Suffolk County","['US', 'New York', 'Suffolk County', 'Head of The Harbor']",Adzuna::API::Response::Company,Competition Auto Group,
1,https://www.adzuna.com/land/ad/5695700535?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=AC3271709FCE7A2DA768B624B51B0889217455CC,5695700535,69927.04,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNTM1In0.pBXdCVROq2DfKgdKxxsSQ-q5Tg1brWFBpjqAF5UhalE,-92.586,"Department: Hospital Coding Service Shift: Day Working Hours: flexible Summary: Coordinates and directs the coding department within the revenue cycle. Lead, train, audit and provide support to staff and the rest of the revenue cycle while working to enhance the efficiency, compliance and accuracy of all processes ensuring all compliance goals are met. Implement and achieve on-going best practice standards through process improvement to achieve excellent outcomes. The role provides leadership w…",Adzuna::API::Response::Job,Coding Supervisor (Hiring Immediately),2026-04-10T10:01:35Z,69927.04,34.782,part_time,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"Northpoint, Pulaski County","['US', 'Arkansas', 'Pulaski County', 'Northpoint']",Adzuna::API::Response::Company,Baptist Health,
1,https://www.adzuna.com/land/ad/5695700493?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=687959314AB1DA002FB83A20A5A9714839CAF66E,5695700493,60628.12,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNDkzIn0.MvQvRJTbekQ57NFNJTC0Go-QKa4aN8EjHpHOVyL-iFE,-92.594897,Department: LR-Home Health Physical Therapy Shift: Day Working Hours: 8A-430P Summary: Baptist Health Home Health Physical Therapist Assistant provides physical therapy services for a caseload of patient under the supervision of a physical therapist. Other information: Current Arkansas Physical Therapist Assistant license required One year clinical experience This job will be authorized 80.00 hours bi-weekly.,Adzuna::API::Response::Job,Home Health PT Assistant II (PTA) (Hiring Immediately),2026-04-10T10:01:34Z,60628.12,34.60543,part_time,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"Benton, Saline County","['US', 'Arkansas', 'Saline County', 'Benton']",Adzuna::API::Response::Company,Baptist Health,
0,https://www.adzuna.com/land/ad/5695700479?se=xtowS-g08RG29JCiVpNPbw&utm_medium=api&utm_source=abfa41a4&v=7FD8D0FAAD2E4538DF3E2946B8F7BA077D680E88,5695700479,40560.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieHRvd1MtZzA4UkcyOUpDaVZwTlBidyIsImkiOiI1Njk1NzAwNDc5In0.TOBb9MMY1-eM5feRmjIIgMAJRunD33OR59qBBIfCA0w,-70.64142,"Description: We know this work is hard—but it matters. We are looking for an Infant/Toddler Teacher who takes pride in their work and is looking for a center where they can grow, feel supported, and make a real impact. Bright Ideas Childcare , is a team of professionals committed to high-quality early education, guided by our core values: TEAM – Teach, Everyone, Atmosphere, Make a Difference. Why Experienced Teachers Choose Bright Ideas Strong educators are intentional about where they work—and…",Adzuna::API::Response::Job,"Infant/Toddler Teacher – $19.50–$24/hr, Full-Time (Plymouth)",2026-04-10T10:01:34Z,49920.0,41.87292,part_time,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,Adzuna::API::Response::Location,"Plymouth, Plymouth County","['US', 'Massachusetts', 'Plymouth County', 'Plymouth']",Adzuna::API::Response::Company,BRIGHT IDEAS CHILDCARE LLC,
