latitude,title,longitude,salary_min,redirect_url,adref,__CLASS__,description,id,salary_is_predicted,created,salary_max,category.label,category.__CLASS__,category.tag,company.__CLASS__,company.display_name,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
36.008112,"RN, Registered Nurse Clinical Educator II - Med Education",-105.861055,16172.42,https://www.adzuna.com/land/ad/5742320296?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=819D40F8094D48489530A76848138FD46954C17B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDI5NiIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.fBzjoKniq2zjjvJ8TmIPVJEhCeEh0HRD1cSrJtlCyRU,Adzuna::API::Response::Job,"Description Summary: The Clinical Educator II plays a vital role in advancing clinical excellence through the design, delivery, and evaluation of clinical education and competency development. This role leads and supports onboarding, orientation, and ongoing professional development for clinical staff across diverse specialties. The educator applies adult learning principles, evidence-based practices, and innovative modalities - including simulation, eLearning, and microlearning - to foster a c…",5742320296,1,2026-05-27T12:39:27Z,16172.42,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Rio Arriba County', 'Rio Chiquito']","Rio Chiquito, Rio Arriba County",,
27.920114,Registered Nurse Float III - RN Staffing Pool,-97.292746,13861.96,https://www.adzuna.com/land/ad/5742320324?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=722743DB3C50D040D419ECDBDEB7198D7046554A,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDMyNCIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.Gg03jUEdAS9jbfZb1DwuK5rS_FJg-B2tpeRShYMgc4U,Adzuna::API::Response::Job,"Description CHRISTUS Spohn Hospital Corpus Christi - Shoreline overlooking Corpus Christi Bay is the largest and foremost acute care medical facility in the region, with a full range of diagnostic and surgical specialty services in cardiac, cancer, and stroke care. It is the leading emergency facility in the area with a Level II Trauma Center in the Coastal Bend, staffed with physicians and nurses specially trained in emergency services. The Pavilion and North Tower house a state-of-the-art eme…",5742320324,1,2026-05-27T12:39:27Z,13861.96,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'San Patricio County', 'Gregory']","Gregory, San Patricio County",,
32.751645,Registered Nurse - Cardiology Cath - PRN,-93.843154,18384.28,https://www.adzuna.com/land/ad/5742320278?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=64D8368127DB9F1E53D38CB6CFE1CD1DCECA718A,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDI3OCIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.Olzl8IxzTqCPA4SIdAOowUbyCxVdk-l_8SO6SKMW09U,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320278,1,2026-05-27T12:39:27Z,18384.28,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Caddo Parish', 'Dixie']","Dixie, Caddo Parish",,
28.04542,"Rn, Registered Nurse - 4N Neuro ICU",-97.524046,11371.51,https://www.adzuna.com/land/ad/5742320194?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=DFBACF0B0D72BE7473C17595FBD901BF8158EEC4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMTk0In0.NjqXThpZG_haq_WvTyDDFibKH6V1RUJJzQQLwaEPdX0,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. The unit is a 22-bed Neuro/…",5742320194,1,2026-05-27T12:39:26Z,11371.51,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'San Patricio County', 'Sodville']","Sodville, San Patricio County",,
32.134068,"RN, Registered Nurse - Acute CardioVascular",-95.116872,8420.15,https://www.adzuna.com/land/ad/5742320224?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=75ADE77CDAFCDE5B4A377C6954B2CFDEC6BD49CD,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjI0In0.Hnn3gJGeCl-B-Z0QFj3EpdCmSh18rll6Bjj83x9Udz0,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320224,1,2026-05-27T12:39:26Z,8420.15,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Troup']","Troup, Smith County",,
32.266723,RN Float - Labor & Delivery,-95.081335,24453.52,https://www.adzuna.com/land/ad/5742320164?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=4CFAB5009790F66B065A322F5ACE50B19A77C3D2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDE2NCIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.Zj1Te_gF-OnRiebwdhS4YL7RRo6KJoH_YoYObGc0Ack,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the Antepartum, L&D, NST, OBED, LDRP, or LDRPN, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, in accordance with patient treatment plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets…",5742320164,1,2026-05-27T12:39:26Z,24453.52,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'ARP']","ARP, Smith County",,
27.948466,"RN, Registered Nurse - A9 Trauma Stepdown",-97.585443,6225.33,https://www.adzuna.com/land/ad/5742320238?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=1C4FB6C844D4097AE33ED5AE02A8ACB77B84C946,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDIzOCIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.du3z5e5OO5t-OTX77wTgddFK-4tLgOtHI8IFKXBaDDE,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. A9 is a 27-bed unit with an…",5742320238,1,2026-05-27T12:39:26Z,6225.33,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'San Patricio County', 'Odem']","Odem, San Patricio County",,
27.878671,"RN, Registered Nurse - Pre Operative",-97.097544,11327.68,https://www.adzuna.com/land/ad/5742320254?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=524DA47E57BE26ADE13768099238D0C24C541BAB,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjU0In0.hbBHKzvszpoc9Tzm1qAU2mEZFBcpuJIVtRwtijYI8QQ,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320254,1,2026-05-27T12:39:26Z,11327.68,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Nueces County', 'Port Aransas']","Port Aransas, Nueces County",,
32.468355,"RN, Registered Nurse Clinic - Tyler Specialty Neurosurgery",-95.103103,31171.59,https://www.adzuna.com/land/ad/5742320209?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=E712204704DCF88690CE7EEFCA8B0D2CF71F4554,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjA5In0.F_YpEaxLt8dM4Uu60L3DtLwIXlLSpRny_bzjlZ8z4nU,Adzuna::API::Response::Job,"Description Summary: Provides general nursing care to patients in a clinic or medical office. Administers medication, prepares equipment and aids physicians in treatment of patients. RN license required. Responsibilities: Participates as primary nurse, associate nurse, a team member or team leader in the planning and implementing of patient care. Directs and assists in carrying out safe aseptic technique and procedures. Offers leadership and direction to all support staff within department Requ…",5742320209,1,2026-05-27T12:39:26Z,31171.59,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Starrville']","Starrville, Smith County",,
36.063889,Licensed Practical Nurse - Physical Rehab - PRN,-106.077398,21007.38,https://www.adzuna.com/land/ad/5742320257?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=4F60DA9D22B94C5E6BB6C581877D697EED953B86,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjU3In0.GZBoxNHW-lBoMAFrnn2hYlI7qr-aSt1nz3wtZgAhcpE,Adzuna::API::Response::Job,Description Summary: Assists the professional nursing staff by performing duties in caring for hospitalized patients under the direct supervision of the professional nurse. Responsibilities: Reviews information on the patient record. Identifies and documents physiological needs of the patient after conference with the RN. Discusses psychosocial needs of the patient with the RN. Reviews and revises the plan of care of assigned patients. Participates in patient care and planning with the RN. Plan…,5742320257,1,2026-05-27T12:39:26Z,21007.38,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Rio Arriba County', 'El Guique']","El Guique, Rio Arriba County",,
32.201663,"RN, Registered Nurse, Graduate Nurse Residency",-95.383899,6667.31,https://www.adzuna.com/land/ad/5742320187?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=DFDFD832121D6484C6B617953FB96283C0F9F6A0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDE4NyIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.OPfzPTuLXboAH0xbOcrf1hPOBggp_xTufk-CqhUqmRA,Adzuna::API::Response::Job,"Description Summary: Applications ARE NOW BEING ACCEPTED for our upcoming residency cohort for all August 2026 Nursing School Graduates! At CHRISTUS Trinity Mother Frances, we understand that our nurse graduates are the future of health care and because of this, we provide a rewarding career opportunity to those interested in joining our mission. CHRISTUS provides a one year developmental and on-boarding residency program to help newly licensed registered nurses obtain the skills and confidence…",5742320187,1,2026-05-27T12:39:26Z,6667.31,Graduate Jobs,Adzuna::API::Response::Category,graduate-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Flint']","Flint, Smith County",,
36.063889,"RN, Registered Nurse - Hemodialysis",-106.077398,10603.11,https://www.adzuna.com/land/ad/5742320216?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=CE9AD1E950F202807EBD8B1E34E313D987C63055,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjE2In0.omtx_tGnAHbHinMTV0qMS7zQHTOJqpY3RWtE5zcVghE,Adzuna::API::Response::Job,"Description Summary: A Registered Professional Dialysis Nurse is responsible for the delivery of safe, high-quality patient care through the processes of assessment, diagnosis, planning, implementation, and evaluation. This role actively participates in the development and implementation of individualized care plans for each patient, providing both direct and indirect care throughout the dialysis treatment process, including pre- and post-treatment assessments and the administration of prescrib…",5742320216,1,2026-05-27T12:39:26Z,10603.11,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Rio Arriba County', 'El Guique']","El Guique, Rio Arriba County",,
,Emergency Medicine - Physician,,77499.67,https://www.adzuna.com/land/ad/5742320176?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=EBC83C562E20587DEC9CDC6795A1827A3AC3ACB3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDE3NiIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.VK1WwmHyDBSHj52bPXHFHuGAwAoCLsxAzAWptEbmWGU,Adzuna::API::Response::Job,Hospital Details Dell Seton Medical Center is the only Level I Trauma Center serving Central Texas and is an accredited teaching hospital. It is also the fourth-busiest emergency department in Texas. This state-of-the-art facility was opened in 2017 and is recognized as a Certified Stroke Center and has been awarded Magnet Status for nursing excellence. The hospital serves as the primary safety net for the poor and uninsured as well as the primary teaching hospital for the Dell Medical School a…,5742320176,1,2026-05-27T12:39:26Z,77499.67,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,Dell Seton Medical Center at the University of Texas - US Acute Care Solutions,Adzuna::API::Response::Location,['US'],US,,
32.898516,"RN, Registered Nurse - Emergency Room - PRN",-105.949068,12597.15,https://www.adzuna.com/land/ad/5742320230?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=A95FA0F1DE547BA3431E6A3FB144DD00FD16A99E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDIzMCIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.R5tJWy7Wj7tuT_t65aF892QjNw6vaVml5HD0XZBhYZU,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320230,1,2026-05-27T12:39:26Z,12597.15,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Otero County', 'Alamogordo']","Alamogordo, Otero County",,
,CN I - Cardiology Cath - PRN,,17274.32,https://www.adzuna.com/land/ad/5742320206?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=812FDA063B5466189342F6C6F65B09E7C5AB63E8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDIwNiIsInMiOiI4bmd0Ry10WjhSRzE1T3RsMzFjQmFnIn0.K-FKPDcmbkFNu-rRaN4q2intRkUew0vqYIzfoZxE-6k,Adzuna::API::Response::Job,"Description Summary: The Registered Nurse is a clinical practitioner who coordinates and implements patient care specific to the age of the patient population served on the assigned units. He/she ensures that quality care is provided in an efficient and safe manner, consistent with the unit's standards of care. He/she demonstrates performance consistent with the mission, philosophy and goals of the unit and organization. Demonstrates quality and effectiveness in work habits and clinical practic…",5742320206,1,2026-05-27T12:39:26Z,17274.32,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,['US'],US,,
35.578012,"RN, Registered Nurse - Health Informatics",-105.678962,12898.25,https://www.adzuna.com/land/ad/5742320149?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=B3AA0BF8239C92D5D48FBE41B25D8D96EFBE99D1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMTQ5In0.6MM0sC3f9eI-y8NZ9rxcrm25hcHcyxUySr-gu3wLk7w,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320149,1,2026-05-27T12:39:26Z,12898.25,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'San Miguel County', 'Pine']","Pine, San Miguel County",,
32.257075,Registered Nurse-IMC CardioVascular-PRN,-93.697619,64465.41,https://www.adzuna.com/land/ad/5742320252?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=4B0757F8F7AD4BE34EB504475219F9857899B2F6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjUyIn0.a774B-wQzZlwJdSvWpHx08x1OtdlcAArMC1bX16XUh8,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320252,1,2026-05-27T12:39:26Z,64465.41,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Louisiana', 'De Soto Parish', 'Holly']","Holly, De Soto Parish",,
32.225288,"RN, Registered Nurse - NEW Medical Surgical Unit",-95.223255,16026.23,https://www.adzuna.com/land/ad/5742320190?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=34594F1BBB65F1EFC08510DF1FAA2341F484553C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMTkwIn0.RNQ5Q8eqHvnOI4xFw-pkfMfMEvzntLjhxysrCPtleFY,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320190,1,2026-05-27T12:39:26Z,16026.23,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Whitehouse']","Whitehouse, Smith County",,
35.837206,"RN, Registered Nurse House Supervisor - Nursing Administration - PRN",-105.851313,20586.17,https://www.adzuna.com/land/ad/5742320199?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=D7D0C00D8F8583EAD282C0AE5F40C4A8D8B3B2F2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMTk5In0.Dn93HgnlSH06_T_WePRV5Z3ODam8vR7pdgxLPS_lRTY,Adzuna::API::Response::Job,"Description Summary: Directs and supervises nursing service and activities during evening, night, and weekend hours. Responsibilities: Prepares work schedules, assigns personnel, evaluates work performances and makes recommendations for personnel actions. Maintains established departmental policies and procedures, objectives, quality assurance program, safety, environmental and infection control standards. Prepares written documentation as required by the profession and the department. Administ…",5742320199,1,2026-05-27T12:39:26Z,20586.17,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'Santa Fe']","Santa Fe, Santa Fe County",,
27.920114,"RN, Registered Nurse - Med/Surg Tele - 4th Floor - Part Time",-97.292746,12037.58,https://www.adzuna.com/land/ad/5742320153?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=D74286EE608871C4C8612B157A5CEC75F62EB72B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMTUzIn0.om4dNcvSlHvfh4OcrW_ao9Bi6FuC_23pB3N4X1gc-cg,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320153,1,2026-05-27T12:39:26Z,12037.58,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'San Patricio County', 'Gregory']","Gregory, San Patricio County",,
36.008112,"RN, Registered Nurse - Wound Care",-105.861055,17171.25,https://www.adzuna.com/land/ad/5742320229?se=8ngtG-tZ8RG15Otl31cBag&utm_medium=api&utm_source=abfa41a4&v=5251999141A5EBAB0E29BED60941648B77AFD873,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOG5ndEctdFo4UkcxNU90bDMxY0JhZyIsImkiOiI1NzQyMzIwMjI5In0.u7Ig3cELZjdasCGfX16Y17iQP_DdYtmahLJwT2WWapM,Adzuna::API::Response::Job,"Description Summary: Provides compassionate, effective outpatient clinical wound care to patients, often in fast-paced environment. May case-manage a group of patients, will work under guidance of clinic physicians and Clinical Coordinator, provide patient/caregiver wound related education, communicate with other healthcare providers regarding a patient's care, enter and evaluate data, maintain patient charting. Responsibilities: Uses nursing skills to deliver effective, compassionate patient c…",5742320229,1,2026-05-27T12:39:26Z,17171.25,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Rio Arriba County', 'Rio Chiquito']","Rio Chiquito, Rio Arriba County",,
32.201663,"RN, Registered Nurse - ICU CardioVascular",-95.383899,9166.32,https://www.adzuna.com/land/ad/5742320186?se=2Kv6G-tZ8RG0UZXHkijBZQ&utm_medium=api&utm_source=abfa41a4&v=8927127E940589CEDBA50DC65E7BEEA034479855,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDE4NiIsInMiOiIyS3Y2Ry10WjhSRzBVWlhIa2lqQlpRIn0.6cYO5DOO6iADzJ0l-DIowk6lmUPiVXHytBrrexpIMOo,Adzuna::API::Response::Job,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",5742320186,1,2026-05-27T12:39:26Z,9166.32,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Flint']","Flint, Smith County",,
27.948466,Registered Nurse Float III - RN Staffing Pool,-97.585443,13732.87,https://www.adzuna.com/land/ad/5742320250?se=2Kv6G-tZ8RG0UZXHkijBZQ&utm_medium=api&utm_source=abfa41a4&v=65D8E63786762591F121371DFE18E9036A615D94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMyMDI1MCIsInMiOiIyS3Y2Ry10WjhSRzBVWlhIa2lqQlpRIn0.-d4Fk2zrZcu0ATP-9oee6HDs9uM8yjB6_bKTcYJpukI,Adzuna::API::Response::Job,"Description CHRISTUS Spohn Hospital Corpus Christi - Shoreline overlooking Corpus Christi Bay is the largest and foremost acute care medical facility in the region, with a full range of diagnostic and surgical specialty services in cardiac, cancer, and stroke care. It is the leading emergency facility in the area with a Level II Trauma Center in the Coastal Bend, staffed with physicians and nurses specially trained in emergency services. The Pavilion and North Tower house a state-of-the-art eme…",5742320250,1,2026-05-27T12:39:26Z,13732.87,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,CHRISTUS Health,Adzuna::API::Response::Location,"['US', 'Texas', 'San Patricio County', 'Odem']","Odem, San Patricio County",,
30.3711,Neurology - Physician,-97.8699,119597.01,https://www.adzuna.com/land/ad/5742320151?se=2Kv6G-tZ8RG0UZXHkijBZQ&utm_medium=api&utm_source=abfa41a4&v=BD914029F5AB48C4E5E24B93154F99F8C1916E17,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkt2NkctdFo4UkcwVVpYSGtpakJaUSIsImkiOiI1NzQyMzIwMTUxIn0.3btKqL4cQ4X3pA9PmDV0JNl7-v5Ch4hdwh-DIrxKky4,Adzuna::API::Response::Job,"Description Specialization: Neurology Job Summary: St. David's North Austin Medical Center is recruiting board-certified/board-eligible neurohospitalist to join a private practice group supporting inpatient hospital services in Austin, TX. Qualified Candidates: Board eligible/board certified in neurology Licensed in the state of Texas or ability to obtain Partnered with employment through Blue Sky Neurology 7 on/7 off schedule Start Date: ASAP Interest in reading EEGs and performing NCS/EMGs, p…",5742320151,1,2026-05-27T12:39:26Z,119597.01,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,St. David's North Austin Medical Center - HCA Healthcare,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Marshall Ford']","Marshall Ford, Travis County",,
