title,description,salary_is_predicted,redirect_url,created,id,longitude,salary_max,latitude,salary_min,adref,__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
VA Occupational Therapist,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire an Occupational Therapist. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from within…",1,https://www.adzuna.com/details/5819835719?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835719,-77.407966,95849.94,38.451302,95849.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTcxOSIsInMiOiJ2anBXd0dLTDhSR3pRYTRwbGp2RkhRIn0.gswF06MwLWtKwmpFg4WZlXLf_oDdJuPGbBngGYIf5DY,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Stafford County', 'Stafford']","Stafford, Stafford County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
VA Physical Therapist,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire a Physical Therapist. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from within and …",1,https://www.adzuna.com/details/5819835714?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835714,-77.523715,104944.19,39.114553,104944.19,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NzE0In0.BEAv5SczWy1bO2q4FOXJKAKmqgiSNtDLExFTKRt82zM,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Loudoun County', 'Lansdowne']","Lansdowne, Loudoun County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
VA Speech Language Pathologist,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire a Speech Language Pathologist. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from wi…",1,https://www.adzuna.com/details/5819835710?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835710,-77.47599,94623.27,38.74793,94623.27,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NzEwIn0.uBhCPmLQoZFYFEv9zMTpt-JS2-qcmW0s2z5LtMBvZKI,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Prince William County', 'Manassas']","Manassas, Prince William County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
VA Speech Language Pathologist,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire a Speech Language Pathologist. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from wi…",1,https://www.adzuna.com/details/5819835707?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835707,-77.092022,99792.0,38.843144,99792.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NzA3In0.eP0EUfWfVtOorS80IdqQb0jqMkRbqlgbsg6AiYGPhRM,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Crystal']","Crystal, Arlington County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
VA Physical Therapist,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire a Physical Therapist. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from within and …",1,https://www.adzuna.com/details/5819835711?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835711,-77.407966,88535.43,38.451302,88535.43,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NzExIn0.XrBzAWSsM4P-wjw79T_ldSM4LSr4NgU5Rge0RNbVAvs,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Stafford County', 'Stafford']","Stafford, Stafford County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Physical Therapist Assistant,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire a Physical Therapist Assistant. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from w…",1,https://www.adzuna.com/details/5819835671?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835671,-97.349724,87351.88,32.36599,87351.88,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjcxIn0.08jUSwqZJ7dS-JulUa1w9w87uf69PyUQ2IFXL8GCBxU,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Johnson County', 'Cleburne']","Cleburne, Johnson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
VA Occupational Therapist,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire an Occupational Therapist. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoting from within…",1,https://www.adzuna.com/details/5819835718?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:24Z,5819835718,-77.47599,95804.34,38.74793,95804.34,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NzE4In0.plHifqwb25CBD5_jSlcMvQPyOoCx2FP_gNF4HHzQT08,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Prince William County', 'Manassas']","Manassas, Prince William County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
staff - Registered Nurse (RN) - PCU - Progressive Care Unit - $34-40 per hour,"Perm Staff Jobs is seeking a Registered Nurse (RN) PCU - Progressive Care Unit for a nursing job in Murfreesboro, Tennessee. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Duration: Ongoing Employment Type: Staff Progressive Care Nurse As the nation’s largest private employer of Registered Nurses, we’re honored by the trust of over 100,000 nurses and committed to supporting safe, high-quality care for which they can practice. That’s why more than 80% of our…",0,https://www.adzuna.com/land/ad/5819835665?se=vjpWwGKL8RGzQa4pljvFHQ&utm_medium=api&utm_source=abfa41a4&v=E2BAA3CD206F715B8FE6A95D6AFF5A6490611FBE,2026-07-29T10:28:22Z,5819835665,-86.36359,83200.0,35.84775,70720.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjY1In0.yiWux5VAytDe2wqaUy0GJHT5z8-7DFXpJ9WneTABw3E,Adzuna::API::Response::Job,Perm Staff Jobs,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Rutherford County', 'Murfreesboro']","Murfreesboro, Rutherford County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"Travel MS/Telemetry RN - $1,853 per week","Anders Group is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Fayetteville, North Carolina. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 08/24/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Anders Group Job ID 1377379. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: Registered …",0,https://www.adzuna.com/land/ad/5819835666?se=vjpWwGKL8RGzQa4pljvFHQ&utm_medium=api&utm_source=abfa41a4&v=61191E580A0337BC78A4A2E7663B6312FCEB2094,2026-07-29T10:28:22Z,5819835666,-78.906299,96356.0,35.054723,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjY2In0.4ss9FthjogjwipMaO0nH558RPU1ZyDjObVZmuNeHX1c,Adzuna::API::Response::Job,Anders Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Cumberland County', 'Haymount']","Haymount, Cumberland County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
Speech Language Pathologist Assistant,"KidsCare Home Health is an ethical, therapist operated home health company. We are seeking to immediately hire a Speech Language Pathologist Assistant. KidsCare provides therapy services to children with special needs in the comfort of their own homes. If you have a passion for working with pediatrics and making a difference in your community, while enjoying work-life balance, KidsCare is the place for you! Our leadership team recognizes the hard work and dedication of our therapists by promoti…",1,https://www.adzuna.com/details/5819835662?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:20Z,5819835662,-95.439692,84778.76,29.853263,84778.76,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY2MiIsInMiOiJ2anBXd0dLTDhSR3pRYTRwbGp2RkhRIn0.D-cv1XOqEPJGjua-NtFbu-UtwLQgfUm2rQ_IeDcjqZY,Adzuna::API::Response::Job,KidsCare Home Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Acres Homes']","Acres Homes, Houston",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Ortho Assistant-RDA,"Job Summary: The Orthodontic Dental Assistant assists the orthodontist during patient examinations and procedures, prepares treatment rooms, educates patients on oral hygiene and appliance care, and maintains accurate patient records. This role requires excellent communication, organizational skills, and the ability to provide compassionate patient care in a fast-paced environment. Key Responsibilities: Prepare treatment rooms and sterilize instruments according to infection control protocols. …",0,https://www.adzuna.com/details/5819835661?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:20Z,5819835661,-94.118866,58240.0,30.111215,52000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjYxIn0.5PYh2u_a7jab4e18Mc6z0nrn3v7NguX7kcEKkDECxzw,Adzuna::API::Response::Job,Western Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Jefferson County', 'Beaumont']","Beaumont, Jefferson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Dental Assistant,"As a Dental Assistant at Vital Smiles, patient care is your 1 priority and focus. Your ability to value and improve the patient experience will play a major role in the delivery of extraordinary dental care. Dental Assistants are a critical part of our mission because they not only support the patient, but they also provide the doctor with valuable assistance on patient procedures. The Dental Assistant has direct responsibility for the patient’s excellent experience while ""in the chair,"" and pa…",0,https://www.adzuna.com/details/5819835656?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:16Z,5819835656,-86.606391,35360.0,34.779459,31200.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjU2In0.OX-7TPB0opxnbJ5uT7kg7I7nony5zjRNenh2hW3lJjE,Adzuna::API::Response::Job,Western Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Alabama', 'Madison County', 'Huntsville']","Huntsville, Madison County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Dental Assistant,"As a Dental Assistant at Sonrava, patient care is your 1 priority and focus. Your ability to value and improve the patient experience will play a major role in the delivery of extraordinary dental care. Dental Assistants are a critical part of our mission because they not only support the patient, but they also provide the doctor with valuable assistance on patient procedures. The Dental Assistant has direct responsibility for the patient’s excellent experience while ""in the chair,"" and patient…",0,https://www.adzuna.com/details/5819835657?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:16Z,5819835657,-82.372853,47840.0,29.677054,43680.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjU3In0.YaPnTJuRBsV7yApiWmx5T4PGar3dMyFlOqL8dBQ5sb4,Adzuna::API::Response::Job,Western Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Alachua County', 'Gainesville']","Gainesville, Alachua County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Dental Assistant Ortho,"Job Summary: The Orthodontic Dental Assistant assists the orthodontist during patient examinations and procedures, prepares treatment rooms, educates patients on oral hygiene and appliance care, and maintains accurate patient records. This role requires excellent communication, organizational skills, and the ability to provide compassionate patient care in a fast-paced environment. Key Responsibilities: Prepare treatment rooms and sterilize instruments according to infection control protocols. …",0,https://www.adzuna.com/details/5819835654?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:15Z,5819835654,-94.972897,52000.0,29.781608,47840.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY1NCIsInMiOiJ2anBXd0dLTDhSR3pRYTRwbGp2RkhRIn0.VsTfyEaukfbEXuevgDvzRgG7TjusTV-0DarXNTbWx1c,Adzuna::API::Response::Job,Western Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Stewart Heights']","Stewart Heights, Harris County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
EDDA - Dental Assistant,"Overview We are looking for an enthusiastic dental assistant that loves building and maintaining positive relationships with patients who is flexible, and willing to collaborate with other team members. What if you could be rewarded for doing what you love, with a team that supports you, in an environment where there is a shared passion for quality patient care? Your primary role is to provide excellent patient experiences while ""in the chair"", and overall patient retention. As a valued member …",0,https://www.adzuna.com/details/5819835655?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:15Z,5819835655,-82.626407,49920.0,34.530736,37440.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidmpwV3dHS0w4Ukd6UWE0cGxqdkZIUSIsImkiOiI1ODE5ODM1NjU1In0.1qLYz3ALcw-kjeloFDc_KcZY-IEUgyBnZEoPRIKQ3qw,Adzuna::API::Response::Job,Western Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Anderson County', 'Anderson']","Anderson, Anderson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,permanent
Sales Associate Lead,"Casa de Montecristo gives the adult cigar consumer the premier cigar experience, featuring large selections of premium cigars, modern lounges, walk-in humidors and full bars across the multiple locations in the United States. The Lead Sales Associate is responsible for leading a stellar guest experience and operational excellence of a Casa de Montecristo location, as part of a team that achieves high standards of results. Lead a team of associates to provide a world-class guest experience in th…",1,https://www.adzuna.com/details/5819835653?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:14Z,5819835653,-95.444381,35923.58,29.739405,35923.58,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY1MyIsInMiOiJ2anBXd0dLTDhSR3pRYTRwbGp2RkhRIn0.lBV2xbXRJxW34npkArSqY018gdZoFvs02ugFazrJF-g,Adzuna::API::Response::Job,Tabacalera USA Inc.,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston', 'Highland Village']","Highland Village, Houston",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Superintendent,"At Shawmut Design and Construction, we take pride in the culture we’ve built as a 100% employee-owned company—one that’s been recognized with more than 85 Best Place to Work awards . We’ve been honored as a National Fortune Best Workplace, a Fortune Best Workplace for Women, Millennials, and Parents, and one of America’s Best Employers by Forbes—along with numerous regional recognitions across our 11 offices nationwide. Here’s a glimpse into what we offer: Health, Dental, and Vision Insurance. …",1,https://www.adzuna.com/details/5819835651?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:13Z,5819835651,,115741.65,,115741.65,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjUxIn0.udWmmjTVplPc5dDIkIs5u7opScSiI-uj6zME2yJPIaY,Adzuna::API::Response::Job,Boston,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,full_time,
Software Engineer III,"Iridium is an award-winning and innovative satellite communications company with bragging rights to the only network that offers voice and data connectivity anywhere in the world. For over 20 years, Iridium’s unique network and services have supported critical communications needs for individuals, businesses, and the evolving Internet of Things. At Iridium, we understand the importance of staying connected and the limitations of traditional communications networks. People across the globe, incl…",1,https://www.adzuna.com/details/5819835649?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:13Z,5819835649,-77.34619,98675.95,38.93886,98675.95,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY0OSIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.tSmKMZA_WhdkpTZPkpkZrDPy2vAQphFRorntzrq8_3g,Adzuna::API::Response::Job,Iridium Satellite,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Reston']","Reston, Fairfax County",Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
Dishwasher,"We are looking for a reliable and hardworking Full-time Dishwasher to join our team and help maintain a clean, sanitary kitchen that supports the preparation of nutritious meals for our residents. As a Dishwasher at Fellowship Square, you will be responsible for cleaning dishes, utensils, pots, and pans used in the kitchen. You will work as part of a team to ensure the kitchen remains organized and compliant with health and safety standards, contributing to a positive dining experience for our …",1,https://www.adzuna.com/details/5819835646?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:12Z,5819835646,-112.119087,29345.71,33.597474,29345.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjQ2In0.Hz3zvcgEhV9eC2MnDq9eg-dFxrPw3Yk7znu_jD6Dj30,Adzuna::API::Response::Job,Christian Care,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Glendale']","Glendale, Maricopa County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
ROI Medical Records Specialist,"The ROI Specialist is responsible for providing support at a specified client site for the Release of Information (ROI) requests for patient medical record requests* Determines records to be released by reviewing requestor information in accordance with HIPAA guidelines and obtaining pertinent patient data from various sources, including electronic, off-site, or physical records that match patient request. Answer phone calls concerning various ROI issues. If necessary, responds to walk-in custo…",0,https://www.adzuna.com/details/5819835647?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:12Z,5819835647,-81.092151,22.0,33.995227,16.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjQ3In0.QXR4DnUhHcdN5rcqC32Km4HZeNUTb1-DP1uqLBYSx8U,Adzuna::API::Response::Job,MRO Corporation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Lexington County', 'Kathwood']","Kathwood, Lexington County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,full_time,
Business Office Manager,"We are seeking an experienced, dynamic Business Office Manager to join our team at Fellowship Square. If you are passionate about building meaningful relationships, guiding prospects through life-changing decisions, and driving a purpose-driven sales process, we invite you to explore this opportunity. The primary purpose of this job position is to perform Business Office Manager duties in an efficient manner, in accordance with established procedures, and as directed by the VP of Operations. Th…",1,https://www.adzuna.com/details/5819835645?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:12Z,5819835645,-112.379555,54611.36,33.641899,54611.36,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY0NSIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.rLKP4OQXCdNIjgXY0XVl1LDvMsIfma2uoUgDjI2HzTI,Adzuna::API::Response::Job,Christian Care,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Surprise']","Surprise, Maricopa County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
Store Clerk,"Scope of Responsibilities: Works under direct supervision and follows standard procedures to accomplish assigned task Job Summary: Responsible for ringing out each customer’s purchases while ensuring total customer satisfaction. Job Duties: Accurately scan and ring out all customer purchases using POS register including cash, check and charge transactions Accurately provide change to customers Follow proper procedure for closing out of register at end of shift Request additional help as needed …",1,https://www.adzuna.com/details/5819835643?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:06Z,5819835643,-76.995436,17555.49,43.073086,17555.49,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY0MyIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.Ed12R-lkTMcC-3p6XloY-VGUrOR-mOLTozYnH6Sdy9Y,Adzuna::API::Response::Job,KPH Healthcare Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Wayne County', 'Lyons']","Lyons, Wayne County",Adzuna::API::Response::Category,Retail Jobs,retail-jobs,part_time,
Senior Integrated Marketing Associate,"Support the development and execution of integrated marketing strategies and campaigns that drive member engagement, loan and deposit growth, product adoption, and member retention. Partner cross-functionally to deliver data-driven marketing initiatives, support product launches and enhancements, optimize acquisition and engagement efforts, and contribute to achieving the organization's strategic growth objectives. This position is expected to be hybrid. NYC Salary Range - $95,880 - $103,000 an…",1,https://www.adzuna.com/details/5819835640?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:28:04Z,5819835640,-73.93254,93558.08,40.74816,93558.08,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTY0MCIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.aI5rWY0f6zJ8B4fsyUhkjgXPQz1aDQ46qvptxZ5qymI,Adzuna::API::Response::Job,United Nations Federal Credit Union,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Queens', 'Astoria']","Astoria, Queens",Adzuna::API::Response::Category,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,full_time,
Retirement Plans Administrator,"The Retirement Plan Administrator is responsible for the day-to-day administration, management, funding, compliance, reporting, communications, and oversight of all retirement plans offered by AHRC Nassau and its affiliate companies. The incumbent will collaborate with the Director to provide strategic leadership in managing the Retirement Plans, ensuring compliance with legal and regulatory requirements, and supporting employees with information about their retirement options. This position em…",0,https://www.adzuna.com/details/5819835625?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:58Z,5819835625,-73.478106,90000.0,40.780416,80000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjI1In0.L5L-hRMaNyczarl6OdojJIyaMZF6wyL8aNgXYbyxgsc,Adzuna::API::Response::Job,AHRC Nassau,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Plainview']","Plainview, Nassau County",Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,full_time,
Sales Representative - Ready Mix Concrete,"Are you ready to be a catalyst for growth and a builder of lasting relationships? At SRM Concrete, we believe that every handshake, every conversation, and every promise kept helps build the foundation of America’s future. We’re searching for a passionate, driven Sales Representative—someone who sees every challenge as an opportunity and every customer as a partner on the journey to excellence. Whether you’re a seasoned sales professional with deep industry connections or a service-minded indiv…",1,https://www.adzuna.com/details/5819835618?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835618,-101.808691,86543.34,35.228401,86543.34,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjE4In0.oek7Dc8ud-MmR-ivwpoc7UbUzj76dSDVLGWlMcgLhEs,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Potter County', 'Amarillo']","Amarillo, Potter County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
"Loader Operator - Summerville, SC","Do you love running big machines and being part of a team that gets the job done? At SRM Concrete, we’re looking for hands-on, hard-working people to join us as Loader Operators. If you take pride in a good day’s work, enjoy driving heavy equipment, and want to help build the future of your community, this is the job for you. Take the wheel of powerful front-end loaders and other heavy equipment to move sand, gravel, and cement around the plant—keeping our concrete flowing and our operations mo…",1,https://www.adzuna.com/details/5819835615?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835615,-80.183677,48423.42,33.032392,48423.42,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjE1In0.nfDARvIIVjIl1y4z2mr9apZS_sBHWK3IebW_GCzmn0g,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Dorchester County', 'Lincolnville']","Lincolnville, Dorchester County",Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,full_time,
"Loader Operator - TN, Louisville","Do you love running big machines and being part of a team that gets the job done? At SRM Concrete, we’re looking for hands-on, hard-working people to join us as Loader Operators. If you take pride in a good day’s work, enjoy driving heavy equipment, and want to help build the future of your community, this is the job for you. Take the wheel of powerful front-end loaders and other heavy equipment to move sand, gravel, and cement around the plant—keeping our concrete flowing and our operations mo…",1,https://www.adzuna.com/details/5819835614?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835614,-84.01602,29182.97,35.836119,29182.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYxNCIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.TutHWg_dGx81qlODoIr9lt6eq9ujv9Y6R5mS-syxLx4,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Blount County', 'Louisville']","Louisville, Blount County",Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,full_time,
