contract_time,adref,id,salary_is_predicted,description,longitude,redirect_url,title,latitude,__CLASS__,created,salary_min,salary_max,location.__CLASS__,location.area,location.display_name,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,contract_type
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzY3In0.6-gQt7BzYDZeEKskyL_JpXi_llBSrlOVVyDsSraX8SU,5675213367,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.382912,https://www.adzuna.com/land/ad/5675213367?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=B86BE8935637C903E0B8AD764EC056807477248B,"Travel Psych RN Job in Sapulpa, Oklahoma",35.838672,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,22200.28,22200.28,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Creek County', 'Bristow']","Bristow, Creek County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzY1In0.ktx77HJenspkv9bXhdku6lUWX1yD9-J_wFu8lztkdO0,5675213365,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.016431,https://www.adzuna.com/land/ad/5675213365?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=8EB3595B66F5DE4ED60A28AFCDED1B423244BB94,"Travel Psych RN Job in Sapulpa, Oklahoma",35.861473,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,39987.34,39987.34,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Creek County', 'Mounds']","Mounds, Creek County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzYxIn0.7xq_oV6lziN4kryzu5QldQVHCNWl4Mv4QrWNudJT4IU,5675213361,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.600358,https://www.adzuna.com/land/ad/5675213361?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=D18394669025425146E28780E32E5D1C165962AB,"Local Psych RN Job in Sapulpa, Oklahoma",35.989356,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,17956.62,17956.62,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Creek County', 'Drumright']","Drumright, Creek County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM3NCIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.a0o0GWTf0i74RlotzA9Q35-X3-BpnJN23JrBSDzXVG8,5675213374,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-95.984147,https://www.adzuna.com/land/ad/5675213374?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=6517013CF9CA5B2446876C26A24AF019F028168F,"Local Psych RN Job in Sapulpa, Oklahoma",36.23747,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,17544.96,17544.96,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Turley']","Turley, Tulsa County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzUzIn0.zkqSRxLWrDKq0xU7eYDwOcAUsn6z2CLOKeBq3Fszn_A,5675213353,1,"The Gifted Healthcare Experience Gifted Healthcare is an award-winning agency that offers contracts and shifts at premier facilities across the United States. Gifted Healthcare believes in the power one person has to make a difference in a patient’s care, inspiring Gifted’s mission to help clinicians thrive and advance their careers by providing exceptional job opportunities, day one benefits , and 24/7 support . Join Gifted and enjoy memorable experiences at and away from the bedside while adv…",-97.418365,https://www.adzuna.com/land/ad/5675213353?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=4A6D094B07227AEE8003ADE0C3C4EF0FF977DD16,"Travel Stepdown RN in Oklahoma City, Oklahoma",35.846626,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,21493.35,21493.35,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Logan County', 'Guthrie']","Guthrie, Logan County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM2NiIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.MjZW-aveP5AgAd9O00cF-1fhtmAnEI49PBa781iVjO0,5675213366,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.150537,https://www.adzuna.com/land/ad/5675213366?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=6C4468867E6870F08649639DB69E0533C79BC0BB,"Travel Psych RN Job in Sapulpa, Oklahoma",36.134613,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,17709.2,17709.2,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Sand Springs']","Sand Springs, Tulsa County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM3MSIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.Vor4WxXV_xA0H2oVsNmSWfyOukxkS5QQ3eQ_VhkDzdI,5675213371,1,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",-97.237204,https://www.adzuna.com/land/ad/5675213371?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=785A1185FAA6DA326FA14754C27C41FFCF7D6CD8,"Travel MedSurg RN in Guthrie, Oklahoma",35.811045,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,17909.44,17909.44,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Logan County', 'Coyle']","Coyle, Logan County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM3MiIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.ZIMldO64ILpaWFHgit9ofCSaDvcmM7FOL3F7-oY16HI,5675213372,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.016431,https://www.adzuna.com/land/ad/5675213372?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=DA3397ADF96973A9ECB148D7DAB82F3F2F00BAE7,"Travel Psych LPN Job in Sapulpa, Oklahoma",35.861473,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,47450.97,47450.97,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Creek County', 'Mounds']","Mounds, Creek County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM1NiIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.b-RY5d5akXpQ78mdbA6--JLYpOLSgsvXWlYLU0PdPUg,5675213356,1,"Responsibilities Telemetry RNs (Tele RNs) consult with health care team members to assess, plan, implement and evaluate patient care plans. The Tele RN utilizes machines that measure a patient’s heart rate, blood pressure, breathing rate, as well as blood oxygen levels and electrocardiogram information. Tele RN job responsibilities include, but are not limited to: Tele RNs prepare, administer, and record prescribed medications and report an adverse reaction to medications in accordance with pol…",-96.024244,https://www.adzuna.com/land/ad/5675213356?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=30D8F3445F975290C823B85338669C06A50DD565,"Travel Tele RN in Tulsa, Oklahoma",36.377238,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,27094.21,27094.21,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Skiatook']","Skiatook, Tulsa County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM1MCIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.op_dDgNAAzSPsEtufpnjOCQMUakrPDI857dUuW1cx18,5675213350,1,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",-97.57386,https://www.adzuna.com/land/ad/5675213350?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=B2E0DDA17EA6C178FAEDE72686123C1A9F79CB34,"Travel MedSurg RN in Guthrie, Oklahoma",35.5179,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,18790.84,18790.84,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Warr Acres']","Warr Acres, Oklahoma County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzU5In0.1ltO5xSgGkun-ZJ9YWJBgga3rIrqn5ignks4nm3RSbE,5675213359,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.600358,https://www.adzuna.com/land/ad/5675213359?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=CEE44D219C9ED76AFC3AEFB8A9D0C462493AFAE6,"Travel Psych RN Job in Sapulpa, Oklahoma",35.989356,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,18636.43,18636.43,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Creek County', 'Drumright']","Drumright, Creek County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzc1In0.IN-JzwBTDGBS2JwnbMp-6IOgJsqNej_LqOVz9Ju_2U0,5675213375,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-96.372547,https://www.adzuna.com/land/ad/5675213375?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=4BCA9857B9B57CCBFD8596D2659092D7A735B72E,"Local Psych LPN Job in Sapulpa, Oklahoma",36.115474,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,24453.19,24453.19,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Creek County', 'Mannford']","Mannford, Creek County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzcwIn0.GPld6tqtI9iFab6mg1YbYsGPyDNoVdoQ-flx6K7prJU,5675213370,1,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",-97.237204,https://www.adzuna.com/land/ad/5675213370?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=04E6EBD5EFD467CAD8CF9DD26FAD6B975E6F2C05,"Travel MedSurg RN in Edmond, Oklahoma",35.811045,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,21526.63,21526.63,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Logan County', 'Coyle']","Coyle, Logan County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM2NCIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.HnoQjYH2jJSEIzHZHhQ1Ri7wgEFu6ibYQ2q5cJ_97k8,5675213364,1,"Responsibilities Licensed Practical Nurses (LPN) plan and manage patient care specific to each patient. The LPN acts as the eyes and ears of Registered Nurses and Physicians and performs ongoing and accurate assessments of vital signs. LPN job responsibilities include, but are not limited to: LPNs administer and monitor patient medications and dressing changes. Supervise nursing assistants and act as the leader of a group of nurses. Find, address, and provide solutions for any problems a specif…",-95.807854,https://www.adzuna.com/land/ad/5675213364?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=9841E273431AA05D2752680648F3AC353A050F60,"Travel Psych LPN Job in Sapulpa, Oklahoma",36.044236,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,24080.35,24080.35,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Broken Arrow']","Broken Arrow, Tulsa County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM1NSIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.sSKdjLgNlPuAcC4kHehuFsc9ltESg1v6x0cceeKr93A,5675213355,1,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",-97.545628,https://www.adzuna.com/land/ad/5675213355?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=788727FDC61DF90555A2AB760C845B5AB9A843B1,"Travel MedSurg RN in Guthrie, Oklahoma",35.658593,Adzuna::API::Response::Job,2026-03-22T09:39:50Z,18434.77,18434.77,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Edmond']","Edmond, Oklahoma County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM0OCIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.TiGcbGGzVJJcEd0b03a3q12aXlBpRNTRvrWzGx74Nng,5675213348,1,"The Gifted Healthcare Experience Gifted Healthcare is an award-winning agency that offers contracts and shifts at premier facilities across the United States. Gifted Healthcare believes in the power one person has to make a difference in a patient’s care, inspiring Gifted’s mission to help clinicians thrive and advance their careers by providing exceptional job opportunities, day one benefits , and 24/7 support . Join Gifted and enjoy memorable experiences at and away from the bedside while adv…",-97.194565,https://www.adzuna.com/land/ad/5675213348?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=C436F3D7BED1883A05CA0EBE32EDAA712CDB647D,"Travel Stepdown RN in Oklahoma City, Oklahoma",35.345632,Adzuna::API::Response::Job,2026-03-22T09:39:49Z,16010.65,16010.65,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Cleveland County', 'Newalla']","Newalla, Cleveland County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzQ3In0.a_nlj8l6g-KWQFaN-nj78KjihfhV-Ej5y3PVvRxuIuI,5675213347,1,"Responsibilities Telemetry RNs (Tele RNs) consult with health care team members to assess, plan, implement and evaluate patient care plans. The Tele RN utilizes machines that measure a patient’s heart rate, blood pressure, breathing rate, as well as blood oxygen levels and electrocardiogram information. Tele RN job responsibilities include, but are not limited to: Tele RNs prepare, administer, and record prescribed medications and report an adverse reaction to medications in accordance with pol…",-95.984147,https://www.adzuna.com/land/ad/5675213347?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=BC440FFBCD401A81DB936CD4C0CBAA8B097BFAAF,"Travel Tele RN in Tulsa, Oklahoma",36.23747,Adzuna::API::Response::Job,2026-03-22T09:39:49Z,25877.5,25877.5,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Turley']","Turley, Tulsa County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gifted Healthcare,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzQ2In0.jjNSX51RAemiJKIlWLz5-IMzPzUTlP4ufOOMU1bsljA,5675213346,1,"Job Description Job Title: Technical Product Manager, CMS Interoperability and EMR Integrations Role Overview: We are seeking a driven Technical Product Manager to own the technical vision, strategy, and execution for our CMS Interoperability and EMR Integrations teams. You will be the bridge between our business objectives and our engineering teams, ensuring we build scalable, reliable, and market-leading technical solutions following federal and state regulatory requirements using the HL7 FHI…",-97.706703,https://www.adzuna.com/land/ad/5675213346?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=3E2B94ECF12F1250E9703844274513A02E54AB21,"Technical Product Manager, CMS Interoperability and EMR Integrations",39.121945,Adzuna::API::Response::Job,2026-03-22T09:39:47Z,121432.89,121432.89,Adzuna::API::Response::Location,"['US', 'Kansas', 'Ottawa County', 'Minneapolis']","Minneapolis, Ottawa County",IT Jobs,it-jobs,Adzuna::API::Response::Category,MPower Plus,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM0NSIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0._icP564IpbENg7N6aDsairmQkxDzIqg89gITVN8HI18,5675213345,1,"Job Description  WE ARE OFFERING A $2,000 SIGN-ON BONUS FOR THIS POSITION  Sage Dental is seeking a Part-Time Traveling Oral Surgery Assistant to join our team in West Central Florida! Sage Dental is the leading Dental Support Organization (DSO) in the Southeast, and we are continuing to grow! At Sage, people are at the core of everything we do. We are looking for dynamic and talented professionals who fit our culture of innovative technology, constant learning, and patient-centric care to join…",-82.05161,https://www.adzuna.com/land/ad/5675213345?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=F3F6A21D3C03D619565B06F0B55113547FBED8E6,Oral Surgery Dental Assistant,28.985403,Adzuna::API::Response::Job,2026-03-22T09:39:46Z,43831.06,43831.06,Adzuna::API::Response::Location,"['US', 'Florida', 'Marion County', 'Summerfield']","Summerfield, Marion County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Sage Dental,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm1iaEZQWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjEzMzQ0In0.9_WZqxen9n6gr8gmYC5aqBWqNlGg8JVuusAlSP2Yxf4,5675213344,1,"Job Description  WE ARE OFFERING A $3,000 SIGN-ON BONUS FOR THIS POSITION  Sage Dental is seeking a Traveling Periodontal Dental Assistant to join our team in Loganville, GA! Sage Dental is the leading Dental Support Organization (DSO) in the Southeast, and we are continuing to grow! At Sage, people are at the core of everything we do. We are looking for dynamic and talented professionals who fit our culture of innovative technology, constant learning, and patient-centric care to join our team.…",-84.027317,https://www.adzuna.com/land/ad/5675213344?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=5D596B9F5DC08E3050D4409EA4A6164A025E909D,Periodontal Dental Assistant,33.797239,Adzuna::API::Response::Job,2026-03-22T09:39:45Z,53947.89,53947.89,Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Snellville']","Snellville, Gwinnett County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Sage Dental,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM0MCIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.-Udf5qYemNZbkgzP-I8zMQEttXCX97WJm5b7iizmC8w,5675213340,1,"Job Description Astound is a leading provider of internet, WiFi, mobile, and TV services, dedicated to connecting communities and empowering lives through innovative technology. We also keep businesses connected with dependable fiber infrastructure and internet solutions backed by award-winning service, helping organizations thrive in an increasingly connected world. At the forefront of digital transformation, we continuously evolve our offerings to meet the dynamic needs of our customers—deliv…",-92.404072,https://www.adzuna.com/land/ad/5675213340?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=FE73B4833ED186776FFF941F7EB0B5507114E36B,Acquisition Strategy Manager,38.353469,Adzuna::API::Response::Job,2026-03-22T09:39:29Z,100754.1,100754.1,Adzuna::API::Response::Location,"['US', 'Missouri', 'Cole County', 'Eugene']","Eugene, Cole County",IT Jobs,it-jobs,Adzuna::API::Response::Category,Astound,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzM0MSIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.1O_d7r4GtWI6JfDfPffOW80xzaIlI3hX-vzlvH1X7aI,5675213341,1,"Job Description Astound is a leading provider of internet, WiFi, mobile, and TV services, dedicated to connecting communities and empowering lives through innovative technology. We also keep businesses connected with dependable fiber infrastructure and internet solutions backed by award-winning service, helping organizations thrive in an increasingly connected world. At the forefront of digital transformation, we continuously evolve our offerings to meet the dynamic needs of our customers—deliv…",-105.471249,https://www.adzuna.com/land/ad/5675213341?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=4D2CA255DC37442E66F816EAD122C232E5A2614A,Acquisition Strategy Manager,35.426307,Adzuna::API::Response::Job,2026-03-22T09:39:29Z,111241.65,111241.65,Adzuna::API::Response::Location,"['US', 'New Mexico', 'San Miguel County', 'San Jose']","San Jose, San Miguel County",IT Jobs,it-jobs,Adzuna::API::Response::Category,Astound,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMzMzOSIsInMiOiJKbWJoRlBZbDhSRzE4cmV3cWIwbUJRIn0.Sz9SYm9TDgYWHV9CAm1QVdzzZN4SHXuDZ01DOus6P-A,5675213339,1,"Job Description Astound is a leading provider of internet, WiFi, mobile, and TV services, dedicated to connecting communities and empowering lives through innovative technology. We also keep businesses connected with dependable fiber infrastructure and internet solutions backed by award-winning service, helping organizations thrive in an increasingly connected world. At the forefront of digital transformation, we continuously evolve our offerings to meet the dynamic needs of our customers—deliv…",-74.0447,https://www.adzuna.com/land/ad/5675213339?se=JmbhFPYl8RG18rewqb0mBQ&utm_medium=api&utm_source=abfa41a4&v=DA3DA803A830561AB93B479FAD38EDB6E8230B05,"Manager, Strategic Programs",40.721832,Adzuna::API::Response::Job,2026-03-22T09:39:28Z,123402.37,123402.37,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Hudson County', 'Jersey City']","Jersey City, Hudson County","PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Category,Astound,Adzuna::API::Response::Company,
