contract_time,latitude,title,salary_is_predicted,__CLASS__,redirect_url,adref,description,id,salary_min,created,longitude,salary_max,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,location.__CLASS__,location.area,location.display_name,contract_type
,,Training Sr Associate,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960743?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDc0MyIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.A7NQqGEXM6EYRfCx7U3jsDrlNvaVl5s65t7G5iMWuYE,"Join JPMorgan Chase Wholesale Lending Services (WLS) as a Role Readiness Senior Associate and help shape how teams learn, adapt, and perform across end-to-end loan operations. Youâll partner with subject matter experts to create engaging, role-specific training and knowledge resources that accelerate new-hire readiness and support change at scale. As a Role Readiness Senior Associate in Wholesale Lending Services (WLS), you will be part of a team responsible for the training and knowledge man…",5884960743,108781.18,2026-09-15T13:28:09Z,,108781.18,Adzuna::API::Response::Company,JPMorgan Chase & Co.,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",
,34.736449,Vice President of Human Resources,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960739?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNzM5In0._LAMhDda8z3x_IpvJUh9tmYgFTO-Ctc7eeitexNBdgY,"Location: Huntsville, AL Position: Vice President of Human Resources Overview: ITC is seeking a Vice President of Human Resources to lead the people strategy for a defense contracting organization operating in a highly regulated, security-conscious environment. This role serves as a strategic partner to the executive leadership team, overseeing all aspects of the HR function; including talent acquisition, compensation and benefits, employee relations, workforce planning, and organizational deve…",5884960739,136420.83,2026-09-15T13:28:06Z,-86.550165,136420.83,Adzuna::API::Response::Company,ITC Defense Corp.,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,Adzuna::API::Response::Location,"['US', 'Alabama', 'Madison County', 'Huntsville']","Huntsville, Madison County",
,35.920884,Construction Laborer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960738?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDczOCIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.FvoLcrKOyvPwDOqSIBoldATeOW8WArHmmpPYMoDB6_E,"The primary responsibilities of Construction Laborer perform a wide variety of manual duties in support of telecommunications construction. This role performs tasks involving physical labor on job sites and light/heavy construction projects. Maintain control of outside plant (OSP)/Inside plant (ISP) activities surrounding the assigned work area(s). Support project timelines, conduct inspections, designing and providing accurate as-builts for projects. Other duties, responsibilities and qualific…",5884960738,28604.82,2026-09-15T13:28:03Z,-115.165201,28604.82,Adzuna::API::Response::Company,TrueNet Communications,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,Adzuna::API::Response::Location,"['US', 'Nevada', 'Clark County', 'Las Vegas']","Las Vegas, Clark County",
,35.232678,Surgery Veterinary Technician / RVT (1st Shift),1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960737?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDczNyIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.588ZIixsAmpNqoH9nYheRE4EZDXpIOlbERLkQn-YbjA,"Applications are only accepted through our Human Resources platform, Centrally HR. Please CLICK HERE to apply  CARE | Charlotte Animal Referral & Emergency is a privately owned 24-hour Emergency and Specialty Referral Hospital in Charlotte, NC that offers its employees a fun company culture, supportive work environment, excellent benefits, and opportunities for growth! Board-certified specialty services offered include internal medicine, cardiology, neurology, surgery, oncology, and ophthalmolo…",5884960737,29808.52,2026-09-15T13:28:03Z,-80.846082,29808.52,Adzuna::API::Response::Company,Charlotte Animal Referral & Emergency,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",
,42.323168,Pharmacy Technician,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960736?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDczNiIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.RKhFxak6sXggahZldMWlGzxCoDtL8s87znhLQZaboiM,"Salary Range: $18.00 - 22.00/Hour *All Pay Rates are subject to Experience, License or Certification and Location* *This Position is 12-Hours per Week, Flexible Schedule* We are currently hiring a Pharmacy Technician based in Framingham MA. Under the supervision of a licensed pharmacist, the Pharmacy Technician will assist in the various activities of the pharmacy department not requiring the professional judgment of the pharmacist. Pharmacy technicians must function in strict accordance with s…",5884960736,55738.46,2026-09-15T13:28:01Z,-71.435188,55738.46,Adzuna::API::Response::Company,"Edward M. Kennedy Community Health Center, Inc.",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Framingham']","Framingham, Middlesex County",
full_time,39.103197,Logistics Sales Account Representative,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960733?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDczMyIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.dAqmrf9zznvTnFypwjw4Bn0jFknjUy5tHHRZGT52zZw,"Sales Representative / Account Executive | Uncapped Commission  Paid Training | Cincinnati, OH - Full Time Join Gateway Logistics, Inc., an expanding Logistics Firm, 5X Cincinnati Best Places to Work Nominee , where your success is driven by uncapped commission, measurable goals, and a leadership team with 60 years of industry expertise. What We Offer Competitive Base Pay (depending on education and experience) Uncapped Commission  Unlimited Earning Potential Full Benefits Medical Dental, Visio…",5884960733,93729.46,2026-09-15T13:27:58Z,-84.506488,93729.46,Adzuna::API::Response::Company,"Gateway Logistics, Inc.",Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Cincinnati']","Cincinnati, Hamilton County",
,,Traveling Journeyman Electrician,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960713?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDcxMyIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.3nOh7CUgNFnV7itybgxnlU2Yi8zghhaToEfL2AlU5c0,Lane Valente Industries is a Leading International construction and facility maintenance company with offices throughout the U.S. and Canada. We have a strong in-house group of field technicians that services top U.S. corporations and are supported by top notch managers in our offices. We are always looking for talented people driven to be highly productive members of the team with an emphasis on integrity and learning. CURRENT OPPORTUNITY: Traveling Journeyman Electrician Responsible for the i…,5884960713,33420.43,2026-09-15T13:27:42Z,,33420.43,Adzuna::API::Response::Company,Lane Valente Industries,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,energy-oil-gas-jobs,Adzuna::API::Response::Location,['US'],US,
part_time,45.493912,Home Health Aide 3pm to 11pm,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960711?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDcxMSIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.BYRPq0fxQLDaKpHjjke3saQmsIWbPcegK1305BPFpII,"Now hiring an in home health aide to assist in the St. Cloud area. Flexible scheduling options with both full time and part time hours available. The starting wage is $18/hour for Caregivers and $20-$21/hour for CNAs. After 5 months of employment, Caregivers are eligible to enroll in our CNA training program and will receive a wage increase to $20/hour upon certification. Experience the difference with Comfort Keepers. If you do not have your CNA ask about our FREE CNA CLASSES! Assist clients w…",5884960711,53119.41,2026-09-15T13:27:36Z,-94.242586,53119.41,Adzuna::API::Response::Company,"Comfort Keepers of St. Cloud, MN",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Stearns County', 'Saint Cloud']","Saint Cloud, Stearns County",
full_time,42.549604,Defense Program Manager,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960708?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDcwOCIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.5zRW5WOdLcGXRpV9hLcPEZqbD6I2w9QuuXndbpedFHw,"We work alongside the best and brightest to do incredibly cool things you wouldn’t believe. At Roush, you’re part of building the future. Are you someone that has a passion for providing innovative solutions to complex challenges? Do you want to work someplace where creativity and new ideas are encouraged? If so, then keep reading. We fuse technology and engineering to provide product development solutions to customers in a diverse range of industries. Widely recognized for providing engineerin…",5884960708,121097.05,2026-09-15T13:27:32Z,-83.11128,121097.05,Adzuna::API::Response::Company,ROUSH,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Troy']","Troy, Oakland County",
,40.441694,Manufacturing Technician,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960707?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNzA3In0.EjjMqg7IOxvEIZ-5G-orJ7iAv1rIjyLH5d80pklKTsE,"About Maitri Medicinals: Maitri Medicinals’ vision is to cultivate, produce and dispense quality medical marijuana products for Pennsylvania patients who suffer from qualifying medical conditions and diseases. We are privileged to serve Pennsylvania patients at our three dispensaries in Pittsburgh, Uniontown and Greensburg. Founded by third-generation Southwestern Pennsylvania residents, Maitri is deeply invested in the region’s wellbeing and development. Maitri views Pennsylvania’s medical mar…",5884960707,58136.76,2026-09-15T13:27:26Z,-79.990086,58136.76,Adzuna::API::Response::Company,Maitri Medicinals,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']","Pittsburgh, Allegheny County",
,40.441694,Cultivation Technician,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960706?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDcwNiIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.HBd7XV0odgZwILfDlFQ33_Es4kEwABQcXYGDP2uzOoc,"About Maitri Medicinals: Maitri Medicinals is a vertically integrated medical marijuana company whose mission is to cultivate, produce and dispense quality medicinal marijuana products for Pennsylvania patients who suffer from qualifying medical conditions and diseases. The medical marijuana industry is a new, exciting and dynamic industry. We seek candidates that are willing to learn, open to new perspectives, prepared to work in a dynamic and team-oriented environment, and possess a dedicatio…",5884960706,47384.27,2026-09-15T13:27:26Z,-79.990086,47384.27,Adzuna::API::Response::Company,Maitri Medicinals,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']","Pittsburgh, Allegheny County",
,32.726967,Administrative Assistant,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960701?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNzAxIn0.FhxK3pXTQFDI94yJHnExsLJRkSIdopYzdzG8vCBKjeQ,"Mutual of Omaha is a Fortune 300 Company. Mutual of Omaha Mortgage is inspired by hometown values and a commitment to being responsible and caring for each other. We exist for the benefit of our customers and employees. Mutual of Omaha Mortgage is a full service lending company offering both Forward and Reverse Mortgage products including a complete line of residential mortgage, refinancing, specialty, and HECM loans. We employ a knowledgeable staff of experienced Loan Officers with an operatio…",5884960701,47260.34,2026-09-15T13:27:22Z,-117.164709,47260.34,Adzuna::API::Response::Company,Mutual of Omaha Mortgage,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'San Diego']","San Diego, San Diego County",
,30.272921,Branch Operations Manager,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960698?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDY5OCIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.edWtnH2I7iGN1WwIgLr0EalP2kqfb1rOee-O_OuYgHY,"Branch Operations Manager Location: Austin, Texas About Us At Austin Capital Bank, we create financial products and services that do good by enhancing our customers’ financial well-being. Our commitment to creating meaningful user experiences drives everything we do, and we’re rapidly growing while keeping that start-up spirit alive. Austin Capital Bank is one of the fastest-growing companies in the nation, receiving recognition on the Inc. 5000 five years in a row. Austin Business Journal also…",5884960698,59296.58,2026-09-15T13:27:19Z,-97.744386,59296.58,Adzuna::API::Response::Company,Austin Capital Bank,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']","Austin, Travis County",
part_time,42.668599,Targeted Case Manager Level 1,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960690?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDY5MCIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.TDpNCUuoXsj-nSbKko-SUhRjCaxjlO7o1zHh_Ae1T7o,"Full Targeted Case Manager Job Description (Click to View) Honor Community Health is a 501c3 Federally Qualified Health Center co-located within 20 locations. Our mission is to provide for the health and wellness needs of the underserved of Oakland County through the provision of comprehensive, integrated primary, behavioral health, and dental care. We serve all populations regardless of their ability to pay. Our team is passionate about serving the people of Oakland County. IMPORTANT: All appl…",5884960690,47206.6,2026-09-15T13:27:11Z,-83.290343,47206.6,Adzuna::API::Response::Company,Honor Community Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Pontiac']","Pontiac, Oakland County",
,30.342001,MD/DO Interventional Pain Management,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960689?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNjg5In0.rBLSxYNaXr3c0QslbmC4sRcnOD7HyOpdm5mK7ckeWFw,"Interventional Pain Management Physician – Florida’s Space Coast  Position Overview Are you looking to build a premium medical practice while living in a coastal paradise? is seeking a board-certified or board-eligible, fellowship-trained Interventional Pain Physician to join our thriving, multi-specialty practice serving Merritt Island, Melbourne, and the surrounding Space Coast communities . We prioritize a patient-first, functional outcomes approach over high-volume medication management. Yo…",5884960689,186293.45,2026-09-15T13:27:11Z,-81.769132,186293.45,Adzuna::API::Response::Company,Clinical Professional Connections,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']","Jacksonville, Duval County",
,41.944544,Calibration Technician,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960638?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNjM4In0.qWa4ewIW9rFPiSqvCedWCejw68kJXnbDOu-NWShSvDc,"Position Summary: The Industrial Calibrator is responsible for maintaining, testing and repairing a variety of electrical instrumentation and equipment. Responsibilities: Calibrate, maintain and repair electronic measuring, recording, and indicating instruments and equipment used in the manufacturing of clad metal strip products. Diagnose, troubleshoot, and repair operating systems as necessary Observe, monitor and record if necessary status of utility equipment Make routine, periodic inspectio…",5884960638,39304.04,2026-09-15T13:27:03Z,-71.285608,39304.04,Adzuna::API::Response::Company,Engineered Materials Solutions,Maintenance Jobs,Adzuna::API::Response::Category,maintenance-jobs,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Bristol County', 'Attleboro']","Attleboro, Bristol County",
,33.196003,Quality Control Technician - SHIPPING,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960612?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDYxMiIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.e2nFuW5ZRhCPZ_-6u0CZ4rttHRgybvJ8ON9jEXSViNI,"Shipping Quality Control Technician Sea Fox Boats $20/hr - $22/hr DOE At Sea Fox Boats , we take pride in building high-quality boats that deliver exceptional experiences on the water. We are seeking a dependable and detail-oriented Shipping Quality Control Technician to help ensure every boat leaving our facility meets the highest standards of craftsmanship, functionality, and presentation before reaching our dealers and customers. Position Overview The Shipping Quality Control Technician play…",5884960612,51225.52,2026-09-15T13:26:44Z,-80.013137,51225.52,Adzuna::API::Response::Company,Sea Fox Boat Company Inc.,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Berkeley County', 'Moncks Corner']","Moncks Corner, Berkeley County",
part_time,44.477602,Caregiver,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960611?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDYxMSIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.zlwsum8r5R7KenxGVy_1c1tjG6sDD2nrv7r8__Mf5tQ,"APPLY AND SCHEDULE YOUR INTERVIEW: https://jobs.augusta.care/apply/home-care-assistance-burlington-vt?channel_source=Organic_JazzHR Home Care Assistance of Greater Burlington is looking for a Caregiver to join our growing team. We are the premiere in-home care provider for seniors and other adults that require a helping hand or companionship in their home. As a Caregiver with Home Care Assistance, you will provide non-medical, in-home support to seniors in your community. Join a growing family …",5884960611,30030.93,2026-09-15T13:26:44Z,-73.222446,30030.93,Adzuna::API::Response::Company,Home Care Assistance of Greater Burlington,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'Burlington']","Burlington, Chittenden County",
full_time,,Project Engineer Internship,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960609?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNjA5In0.cbGbI8BmLTROAodxrOhK1L8bFXPCfbVJcxZQTv0-7zY,"TRIO Electric – Project Engineer Intern Location: Fully onsite in office in Houston, TX This entry-level Project Engineer Intern role is designed to give you maximum exposure to both our field and office operations. The training program is expected to last between 10 to 12 weeks, depending on your availability/school schedule. After graduation, assuming you receive a full time offer, a Project Manager is the most common next step (this promotion path normally takes 3 years but can be quicker, d…",5884960609,53386.95,2026-09-15T13:26:40Z,,53386.95,Adzuna::API::Response::Company,TRIO Electric,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",contract
,37.798085,Risk Analyst (KYC) Mandarin,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960604?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDYwNCIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.PFTVwQ-BPVw60OkzxfSUdoKnHF4_gWShG6AZY95qXJw,"Job Title: Risk and AML Analyst Position Type: 1 Year contract Location: San Jose, CA Salary - $35/hr - $36/hr Bilingual - Fluent in English and Mandarin - ""Proficiency in Mandarin is required as the successful candidate will be required to communicate with business partners in China."" Job Description: At least 1 years of relevant Risk, and/or AML operations experiences in at least one of the following areas: KYC/KYB (on-boarding), Fraud Risk Review, Sanction Screening, Transaction Monitoring I…",5884960604,126471.01,2026-09-15T13:26:38Z,-122.466538,126471.01,Adzuna::API::Response::Company,IntelliPro Group Inc.,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,Adzuna::API::Response::Location,"['US', 'California', 'San Francisco']","San Francisco, California",contract
,32.798895,Warehouse Associate,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960605?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNjA1In0.Mwex4Ge-YFgd2TFCqbKi5OCU2tviKKg8U9q68DX6ULU,"Position - Warehouse Associate Locations: Mesquite, TX Pay rate - $17/HR Contract - 1 year Job description: We are looking for a motivated and reliable Warehouse Associate to join our team. This is an entry-level opportunity, and no prior warehouse experience is required . The ideal candidate should be willing to learn, work as part of a team, and be comfortable working in a fast-paced warehouse environment. Responsibilities Receive, unload, inspect, and organize incoming shipments. Pick, pack,…",5884960605,42547.76,2026-09-15T13:26:38Z,-96.767002,42547.76,Adzuna::API::Response::Company,IntelliPro Group Inc.,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas']","Dallas, Texas",
,46.822464,Assistant Registrar,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960603?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDYwMyIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.6OkCpbfhPvad5nVXZ-3Ew0w3e_r0r2OLCSJPuO8NZ-4,"Assistant Registrar The Assistant Registrar provides leadership, in conjunction with the Registrar, for the planning, organization, and management of all activities related to the Office of the Registrar, serving as an assistant official authorized to maintain the university's student records. The position assists in managing daily operations of the office and staff, and the position has significant responsibility regarding maintaining and optimizing all data systems within the Office of the Re…",5884960603,52660.46,2026-09-15T13:26:36Z,-100.718953,52660.46,Adzuna::API::Response::Company,University of Mary,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,Adzuna::API::Response::Location,"['US', 'North Dakota', 'Burleigh County', 'Bismarck']","Bismarck, Burleigh County",
,35.370014,Back Crew Supervisor,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960602?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDYwMiIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.M7qpSKFahgZLfgSTkf4HY1K2txIpCAG0bVvfSXPSRto,"Job Title: Back Crew Supervisor Organizational Unit: Select Genetics Department: Back Hatch Crew Reports To: Hatchery Manager Location: Goldsboro, NC FLSA Status: Non-Exempt POSITION PURPOSE Maintain and ensure hatchery production running efficiently and well-organized while supervising back crew employees. ESSENTIAL DUTIES AND RESPONSIBILITIES Select Genetics, presents a solid platform to serve customers on a national and international scale by providing quality poults, service, and innovation…",5884960602,42633.06,2026-09-15T13:26:36Z,-78.1093,42633.06,Adzuna::API::Response::Company,Select Genetics,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wayne County', 'Goldsboro']","Goldsboro, Wayne County",
,,On-Site Wellbeing Coordinator,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960572?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJMdFp5eXg4UkdFcmJSNGtHMUJPQSIsImkiOiI1ODg0OTYwNTcyIn0.s8Cs66ziLJMlC5pX_8iL0UcMlzQaa9Cl5-_1QtGaAx8,"Who we are: EHE Health is the leading national preventive healthcare provider network partnering with mid- and large-sized employers to help their employees and dependents stay healthy by screening and diagnosing health risks through comprehensive exams, allowing for early intervention. Named by Fortune Magazine and Great Place to Work® as one of the Best Workplaces in healthcare, EHE Health is headquartered in New York City and has over 200 health clinics and practices across the U.S., staffed…",5884960572,127660.74,2026-09-15T13:26:26Z,,127660.74,Adzuna::API::Response::Company,EHE Health,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,Adzuna::API::Response::Location,"['US', 'New York', 'New York City']","New York City, New York",
,39.73126,Analytics Solutions Senior Associate,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960554?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDU1NCIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.AkUDI7ljIOTgcdOzIqpR6yiDMzJQFJXRAph-9QkneH8,"Are you a skilled data professional with a passion for transforming raw data into actionable insights and a proven track record of learning and implementing new technologies? The Finance Data & Insights Team is an agile product team responsible for the development, production, and transformation of financial data and reporting across Consumer and Community Banking (CCB). Our vision is to enhance the lives of our people and increase the firmâs value by leveraging data and advanced tools to ana…",5884960554,133508.44,2026-09-15T13:26:13Z,-75.545138,133508.44,Adzuna::API::Response::Company,JPMorgan Chase & Co.,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,Adzuna::API::Response::Location,"['US', 'Delaware', 'New Castle County', 'Wilmington']","Wilmington, New Castle County",
,42.549604,Welder,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884960551?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MDU1MSIsInMiOiI0Qkx0Wnl5eDhSR0VyYlI0a0cxQk9BIn0.syFZeLgPR2sc_Pgx4x-uJ3D77NCnnDmenz7mkyHnkrM,"Waltonen is actively seeking a Welder to join our team! Job Responsibilities Report to Independence Tooling Operations Manager Complete all welding requirements for various projects, mainly for the automotive, aerospace, defense, and energy sector Analyze prints and CAD to properly fit up, tack, and weld for GTAW/Tig and GMAW/Mig processes Be comfortable welding both aluminum and steel Fabricates components by using equipment to clean, prepare, cut, burn, and weld pieces; setting up and measuri…",5884960551,68420.36,2026-09-15T13:26:10Z,-83.11128,68420.36,Adzuna::API::Response::Company,Waltonen,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Troy']","Troy, Oakland County",
