longitude,__CLASS__,salary_max,contract_time,adref,id,latitude,salary_is_predicted,salary_min,description,redirect_url,created,title,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,contract_type
-93.697646,Adzuna::API::Response::Job,16809.73,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTc0In0.hkmt_ejE77SFX-t9-yv8vhkApEByH_8WzUO388lnOW4,5708372574,32.560115,1,16809.73,"Description Summary: This Job performs all routine and complicated laboratory procedures including specimen processing and handling, testing of patient specimens, calculating, and reporting of results, performance of quality control procedures, operation and maintenance of instruments and equipment, assisting in the development of new procedures and protocols, may perform phlebotomy and other patient-oriented tasks, and may perform other related duties as requested or directed. Responsibilities…",https://www.adzuna.com/details/5708372574?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:14Z,Clinical Laboratory Scientist II - Lab AdminGeneral,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Bossier Parish', 'Bossier City']","Bossier City, Bossier Parish",Adzuna::API::Response::Company,Christus Health,Scientific & QA Jobs,Adzuna::API::Response::Category,scientific-qa-jobs,
-95.294803,Adzuna::API::Response::Job,17583.67,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTY4In0.OhzHaViOFAp-j9zzgwXEosgqccNX2B2zWWJ-oX50Wfs,5708372568,32.325203,1,17583.67,"Description Summary: CHRISTUS Health is hiring a PRN CRNA located at CHRISTUS Mother Frances Hospital in Tyler, Texas. This is a hospital-employed W-2 opportunity. If you want to experience a cohesive and collaborative team that supports one another, come join us Contact our recruiter with any questions and she will connect you with our manager. CHRISTUS Health is a faith-based, not-for-profit organization. Our mission is to extend the healing ministry of Jesus Christ. CHRISTUS recognizes the s…",https://www.adzuna.com/details/5708372568?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:14Z,CRNA Anesthesiology - PRN,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Tyler']","Tyler, Smith County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-105.949068,Adzuna::API::Response::Job,33044.52,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU4MyIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.lolZOM0I1c_Da_ZIl5Q6dwbNmR9-u2qdkkXYG7THu_0,5708372583,32.898516,1,33044.52,"Description Summary: The Radiology Technologist will perform a wide variety of routine and advanced imaging procedures, will provide support for other imaging technologists as needed, and help to facilitate smooth and efficient patient flow. The technologist will demonstrate flexibility by working other shifts and/or at other campuses as needed or required. The technologist must be able to troubleshoot basic maintenance, participate in QA, and resolve issues related to image processing and the …",https://www.adzuna.com/details/5708372583?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:14Z,Radiology Technologist - Radiology Diagnostic,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Otero County', 'Alamogordo']","Alamogordo, Otero County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-95.294803,Adzuna::API::Response::Job,18922.69,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU0NyIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.mhkwQCDBvQDau3o3rW9YDAj_fGmlAi2loE2EkjfdCkM,5708372547,32.325203,1,18922.69,"Description CHRISTUS Health is hiring a PRN CRNA located at CHRISTUS Mother Frances Hospital in Tyler, Texas. This is a hospital-employed W-2 opportunity. If you want to experience a cohesive and collaborative team that supports one another, come join us Contact our recruiter with any questions and she will connect you with our manager. Recruiter: Dee Dee Fowler deedee.fowler@christushealth.org Call/Text: 903-237-9418 Position Details: PRN Rate of $200/hour. Shift Differentials: $12/hour for Ev…",https://www.adzuna.com/details/5708372547?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,CRNA Anesthesiology  PRN,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Tyler']","Tyler, Smith County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-94.134036,Adzuna::API::Response::Job,33224.07,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTU5In0.kM9EX-k6NNCk_WbvmP1BLvrvV_Zqs8YSqmvFKzOXRAg,5708372559,30.084546,1,33224.07,"Description Summary: A professional who plans, implements, coordinates, monitors, and evaluates patient care activities. He/she has clinical and/or functional knowledge of the position for which they are accountable either directly or indirectly through delegation of tasks. Incumbent is accountable to the Administrative Team. Collaborates with other Clinical Associates to meet individual needs using communication and available resources to promote quality, cost effective care. Responsibilities:…",https://www.adzuna.com/details/5708372559?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Certified Occupational Therapist Assistant - Physical Therapy - Full Time,Adzuna::API::Response::Location,"['US', 'Texas', 'Jefferson County', 'Beaumont']","Beaumont, Jefferson County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-92.46546,Adzuna::API::Response::Job,36749.32,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTYwIn0.qLjX3hU-JCZTG19dImZMChL84x1ZSHsBKQvyBW5lrPo,5708372560,31.28496,1,36749.32,"Description Summary: The Nuclear Medicine Technologist will perform a wide variety of routine and advanced imaging procedures, will provide support for other imaging technologists as needed, and help to facilitate smooth and efficient patient flow. The technologist will demonstrate flexibility by working other shifts and/or at other campuses as needed or required. The technologist must be able to troubleshoot basic maintenance, participate in QA, and resolve issues related to image processing a…",https://www.adzuna.com/details/5708372560?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Nuclear Medicine Technologist - Radiology OP - Full Time,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Rapides Parish', 'Alex']","Alex, Rapides Parish",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-97.944958,Adzuna::API::Response::Job,24879.62,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTU4In0.Db5Zo-LQoYVqkCMudlpWjByNbyJQst-Qo8gWkgJzgQs,5708372558,29.88306,1,24879.62,"Description Summary: The Computed Tomography (CT) Technologist will perform a wide variety of routine and advanced imaging procedures, will provide support for other imaging technologists as needed, and will help to facilitate smooth and efficient patient flow. The CT Technologist will demonstrate flexibility by working other shifts and/or at other campuses as needed or required. The CT Technologist must be able to troubleshoot basic maintenance, participate in QA, and resolve issues related to…",https://www.adzuna.com/details/5708372558?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Computed Tomography Technologist - Imaging MRI,Adzuna::API::Response::Location,"['US', 'Texas', 'Hays County', 'San Marcos']","San Marcos, Hays County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-92.46546,Adzuna::API::Response::Job,29741.3,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU0NiIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.7gtt3qFT10QyTMkD-h0mxeFS-iYO_BtEwGIBHRYwoBA,5708372546,31.28496,1,29741.3,"Description Summary: The competent Nurse, in the Medsurg or Telemetry clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, in accordance with patient treatment plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets expe…",https://www.adzuna.com/details/5708372546?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Registered Nurse Float I - Nursing Float Pool,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Rapides Parish', 'Alex']","Alex, Rapides Parish",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-94.16802,Adzuna::API::Response::Job,8564.36,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU2MiIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.BYFn0kSwJ80czpTeHcr5BLzsMiPmIU83YzT7e_v12OE,5708372562,33.11352,1,8564.36,"Description Summary: Uniformed position at all times. Armed Security Officer’s duties include being a visible deterrent to criminal activity, providing security for patients, Associates, and visitors, protecting and patrolling hospital buildings, assets and premises as assigned. The Armed Security Officer is responsible for responding to all emergency codes, internal/external disaster events as needed and/or requested, conducting preliminary investigations of reported incidents, and performing …",https://www.adzuna.com/details/5708372562?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Security Officer Armed - Security,Adzuna::API::Response::Location,"['US', 'Texas', 'Cass County', 'Galloway']","Galloway, Cass County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-105.951075,Adzuna::API::Response::Job,29566.78,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU1NCIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.zq6_Aser9OVePa92ORcQD_uD1TFr3B5woSX108LRryo,5708372554,35.653389,1,29566.78,"Description Summary: Evaluates and administers medically related exercise programs and lifestyle risk factor modifications for the Center for Living Well (cardiopulmonary rehabilitation, PREP patients, and Employee Wellness) prescribed by referring physicians. Participates in the day-to-day operations, completes appropriate documentation requirements of patient assessment and treatment. Responsibilities: Conducts patient evaluations and administers the cardiopulmonary rehabilitation program com…",https://www.adzuna.com/details/5708372554?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Exercise Physiologist - Cardiac Rehab,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'La Cienga']","La Cienga, Santa Fe County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-105.951075,Adzuna::API::Response::Job,27720.54,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTUzIn0.9ksvsn6H2gGdhiIPD2prD2x0LLUAAJN_wuLCQBSc7sA,5708372553,35.653389,1,27720.54,"Description The Opportunity: Live and work in THE LAND OF ENCHANTMENT. CHRISTUS St. Vincent Regional Medical Center is located at the foothills of the Sangre de Cristo Mountains in beautiful Santa Fe, NM. We are seeking an audiologist to join our CHRISTUS St. Vincent Ear, Nose & Throat Specialists. Our highly skilled audiologists are dedicated to providing exceptional, comprehensive and compassionate hearing care to all patients of Santa Fe and Northern New Mexico. Services Provided: Hearing ev…",https://www.adzuna.com/details/5708372553?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Audiologist,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'La Cienga']","La Cienga, Santa Fe County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-94.727194,Adzuna::API::Response::Job,19867.36,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU1NiIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.XKqbTU4UZS_oXtgFbBKMwyqCBqXpwFiJjiTSZ8aOC5A,5708372556,32.509058,1,19867.36,"Description CHRISTUS Trinity Clinic, home to one of the largest multispecialty groups in Texas, is seeking a NP/ PA to join a busy Cardiology practice in Longview & Marshall, TX. The NP/PA will be in the Clinic M-F, 8-5 and will see patients ages 18 & up. Previous Cardiology APC experience required. CHRISTUS Trinity Clinic The area’s preferred multi-specialty medical group Over 1,000 physicians and advance practice providers representing 41 specialties in 82 clinic locations throughout Texas, L…",https://www.adzuna.com/details/5708372556?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,NP/PA - Cardiology,Adzuna::API::Response::Location,"['US', 'Texas', 'Gregg County', 'Tenneryville']","Tenneryville, Gregg County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-93.71346,Adzuna::API::Response::Job,17592.85,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTQ0In0.mN0dAQ0mcAfkiRgsCrphWD_ZBjCxYyq6F9OhGAimtIY,5708372544,32.45442,1,17592.85,"Description CRNA - Anesthesiology, Full-TimeCHRISTUS Health, Highland Medical Center, Shreveport, LA Recruiter: Dee Dee Fowler deedee.fowler@christushealth.org Call/Text: 903.237.9418 CHRISTUS Health is seeking a Full-Time Certified Registered Nurse Anesthetist (CRNA) to join the Anesthesia Department at CHRISTUS Highland Medical Center in Shreveport, Louisiana. The department fosters a cohesive and collaborative approach among CRNAs and MDAs, offering a diverse case mix ranging from trauma, ge…",https://www.adzuna.com/details/5708372544?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Certified Registered Nurse Anesthetist Hourly-Surg Anesthesiology-Full Time,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Caddo Parish', 'Youree']","Youree, Caddo Parish",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-94.727194,Adzuna::API::Response::Job,45590.13,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTY0In0.6_qKskPNyqFTjvY5QNIyxFXPvZMunfxnY9trCVVpVX0,5708372564,32.509058,1,45590.13,"Description Summary: All pharmacists fill orders for drugs, monitor patient drug therapies and provide drug information. Pharmacists provide pharmacy services with compassion, excellence, and efficiency. Responsibilities: Meets expectations of the applicable OneCHRISTUS Competencies: Leader of Self, Leader of Others, or Leader of Leaders. Operational Duties and Responsibilities Prepares and dispenses drug orders per physician request according to established policies, procedures, and protocols.…",https://www.adzuna.com/details/5708372564?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Clinical Pharmacist I - General Pharmacy - Full Time,Adzuna::API::Response::Location,"['US', 'Texas', 'Gregg County', 'Tenneryville']","Tenneryville, Gregg County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-94.090327,Adzuna::API::Response::Job,12482.12,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTY2In0.c8J9bKJJtdTNyZCaVwC0uFZ55itT2VSa5nfgEaJktbU,5708372566,33.469797,1,12482.12,"Description Summary: Uniformed position at all times. Security Manager is a working supervisor who is responsible for planning, implementing, administering, supervising, and assuming responsibility for the Security Department activities to provide a safe and secure environment for patients, visitors, and employees on hospital property. May be responsible for multiple CHRISTUS Health locations. The Security Manager must have flexibility in hours and be able to rotate between facilities, includin…",https://www.adzuna.com/details/5708372566?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Manager Security - St Michael Health System,Adzuna::API::Response::Location,"['US', 'Texas', 'Bowie County', 'Wake Village']","Wake Village, Bowie County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-98.497609,Adzuna::API::Response::Job,17581.69,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTY1In0.QZWXe7AlByaFm23zIcm32Wd54DvbKqQBpazRsZANbdA,5708372565,29.63532,1,17581.69,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",https://www.adzuna.com/details/5708372565?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,"RN, Registered Nurse - Ambulatory Surgery Center",Adzuna::API::Response::Location,"['US', 'Texas', 'Bexar County', 'Hollywood Park']","Hollywood Park, Bexar County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-93.195619,Adzuna::API::Response::Job,7586.33,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTU1In0.WSrMz93mxJQXuRUiMs_Qp1tvYFtReCzkFczSEzee7-w,5708372555,30.22694,1,7586.33,"Description Summary: Uniformed position at all times. Armed Security Officer’s duties include being a visible deterrent to criminal activity, providing security for patients, Associates, and visitors, protecting and patrolling hospital buildings, assets and premises as assigned. The Armed Security Officer is responsible for responding to all emergency codes, internal/external disaster events as needed and/or requested, conducting preliminary investigations of reported incidents, and performing …",https://www.adzuna.com/details/5708372555?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:13Z,Security Officer Armed - Security,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Calcasieu Parish', 'Lake Charles']","Lake Charles, Calcasieu Parish",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-96.94904,Adzuna::API::Response::Job,13240.27,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjUzMCIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.Q6K6b4NLxuA4z1cRZAzMFWpJN1rVV8F9H1tUmNZpft0,5708372530,32.89297,1,13240.27,"Description Summary: The Accounts Payable (AP) Specialist Senior is responsible for executing critical tasks within the accounts payable function, ensuring accuracy, compliance, and efficiency in financial transactions. This role requires extensive full-cycle accounts payable experience, strong analytical skills, and the ability to collaborate with internal departments and external vendors. The Senior AP Specialist will play a key role in optimizing AP processes, resolving complex payment-relat…",https://www.adzuna.com/details/5708372530?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Accounts Payable Specialist Senior - Accounting,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Irving']","Irving, Dallas",Adzuna::API::Response::Company,Christus Health,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
-95.294803,Adzuna::API::Response::Job,63974.53,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjU0MyIsInMiOiJMR2tGN1NjXzhSRzJUS1dZeXhsQUVnIn0.vJO0Zq2qDfZ-q3axwJwuRjqp7g6cA8R8uNg1wn0s2KM,5708372543,32.325203,1,63974.53,"Description Summary: All pharmacists fill orders for drugs, monitor patient drug therapies and provide drug information. Pharmacists provide pharmacy services with compassion, excellence, and efficiency. Responsibilities: • Meets expectations of the applicable OneCHRISTUS Competencies: Leader of Self, Leader of Others, or Leader of Leaders. Operational Duties and Responsibilities • Prepares and dispenses drug orders per physician request according to established policies, procedures, and protoc…",https://www.adzuna.com/details/5708372543?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Clinical Pharmacist I - Tyler,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Tyler']","Tyler, Smith County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-98.119193,Adzuna::API::Response::Job,12880.24,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTI1In0.deRB3eNMqP5-qJCJbA_wC4C38KzWmXP2K6_w_jt5R-E,5708372525,30.017264,1,12880.24,"Description Summary: Enjoy a balanced professional and personal lifestyle that includes: Paid Time Off Malpractice Insurance Excellent work/life balance Competitive compensation and benefits package Epic EMR CHRISTUS Trinity Clinic is a multi-specialty medical group with more than 850 Physicians and Advanced Practice Providers. Our clinicians represent more than 60 specialties in over 140 clinic locations across 4 states - Texas, Louisiana, Arkansas and New Mexico. CHRISTUS Trinity Clinic is a …",https://www.adzuna.com/details/5708372525?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,NP/PA - Family Medicine,Adzuna::API::Response::Location,"['US', 'Texas', 'Hays County', 'Woodcreek']","Woodcreek, Hays County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-97.944958,Adzuna::API::Response::Job,7009.8,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEdrRjdTY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzcyNTM4In0.sH9tev25Yg7X2VD9YCTuQIgqhHWT3EUFvQ57WeyEraU,5708372538,29.88306,1,7009.8,"Description CHRISTUS Santa Rosa Hospital – San Marcos, which originated in 1923 as Hays County Soldiers, Sailors and Marines Memorial Hospital, opened at its current Wonder World Drive location in 1983. Our staff of more than 700 associates works with more than 300 active and consulting physicians to provide quality services to patients and their families. For more than 20 consecutive years, we have been named The Best Hospital in Hays County in the annual “Best of Hays” publication released by…",https://www.adzuna.com/details/5708372538?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Registered Nurse - IMC MedSurgical A,Adzuna::API::Response::Location,"['US', 'Texas', 'Hays County', 'San Marcos']","San Marcos, Hays County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-95.877108,Adzuna::API::Response::Job,32807.07,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEloRTdpY184Ukc5WXJ0cVZBQVZUZyIsImkiOiI1NzA4MzcyNTIxIn0.IeaaXL1ny_od6Keew3NlmoEBAL4S-TWy5tKyiVoFgnE,5708372521,32.521786,1,32807.07,"Description Summary: Provides physical therapy services. Evaluates patients, sets goals, plans programs and treats patients according to the physician's orders; maintains required records and notes; assists with directing technicians and support personnel; assumes responsibility for physical therapy charges; participates in educational programs, follows all departmental policy and procedures. Requirements: Doctorate of Physical Therapy preferred Basic Computer Knowledge Ability to communicate e…",https://www.adzuna.com/details/5708372521?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Physical Therapist/ PTA (Licensed) - Canton,Adzuna::API::Response::Location,"['US', 'Texas', 'Van Zandt County', 'Canton']","Canton, Van Zandt County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-93.71346,Adzuna::API::Response::Job,17982.35,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjUyNiIsInMiOiI0SWhFN2ljXzhSRzlZcnRxVkFBVlRnIn0.15BzdPiwWfCU7E7dySSPuKk4f3X2djBOJJllCbTNDwY,5708372526,32.45442,1,17982.35,"Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the clinical situation. Responsibilities: Meets exp…",https://www.adzuna.com/details/5708372526?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Registered Nurse - Cardiology Cath,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Caddo Parish', 'Youree']","Youree, Caddo Parish",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-97.400295,Adzuna::API::Response::Job,24873.43,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MjUyMyIsInMiOiI0SWhFN2ljXzhSRzlZcnRxVkFBVlRnIn0.UMvkLzU_0yIKHatHHfJXW4gbI5fNCZlsG_tPHbuheKc,5708372523,27.768197,1,24873.43,"Description Summary: Organizes and conducts medically prescribed physical therapy programs to restore function, prevent disability following disease, injury or loss of a body part, and helps patients reach maximum performance levels. Plans therapy involving physical exercise, massage, heat, water, etc. Utilizes various mechanical and electrical equipment, and prosthetic and orthotic devices. Evaluates, records and reports on patient progress. CHRISTUS Spohn Hospital Corpus Christi - Shoreline o…",https://www.adzuna.com/details/5708372523?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Physical Therapist - Physical Therapy ($10K Sign-On Bonus),Adzuna::API::Response::Location,"['US', 'Texas', 'Nueces County', 'Corpus Christi']","Corpus Christi, Nueces County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-93.71346,Adzuna::API::Response::Job,29359.09,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEloRTdpY184Ukc5WXJ0cVZBQVZUZyIsImkiOiI1NzA4MzcyNTMzIn0.bZ2RpnLvSonoNJM8LfBau8xlLVAPiUBH1AIbjdlGHJQ,5708372533,32.45442,1,29359.09,"Description Summary: Coordinates and facilitates assessment, improvement, and surveillance activities around organizational Infection Control, Regulatory Compliance, Patient Safety and Quality initiatives. Assists in evaluating program performance and verifying standards of care are met. Participates in planning of work assignments and coordinates activities with other patient care units and related departments. Collaborates with colleagues on education and training for associates, and particip…",https://www.adzuna.com/details/5708372533?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,Registered Nurse Program Manager - Cardiology Cath,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Caddo Parish', 'Youree']","Youree, Caddo Parish",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
-94.02014,Adzuna::API::Response::Job,15383.02,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEloRTdpY184Ukc5WXJ0cVZBQVZUZyIsImkiOiI1NzA4MzcyNTM5In0.82rtiWObS5eHWIqoXeGpQIUTVvQAjVABhk6H30Vb57c,5708372539,30.920863,1,15383.02,"Description Summary: Responsible for the overall comprehensive care provided to the patients in the CHRISTUS SETX Health System. NP will coordinate care with the Medical Director utilizing training with the scope of their practice, conduct patient education and ensure accurate and timely documentation in accordance with the regulating agencies and organizational policy. Will also participate in community agencies and organizational policy; participate in community events and marketing opportuni…",https://www.adzuna.com/details/5708372539?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:07:12Z,"NP, Nurse Practitioner/PA, Physician Assistant - Primary Rural Health",Adzuna::API::Response::Location,"['US', 'Texas', 'Jasper County', 'Jasper']","Jasper, Jasper County",Adzuna::API::Response::Company,Christus Health,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
