salary_max,__CLASS__,contract_time,latitude,adref,salary_is_predicted,id,longitude,title,salary_min,created,description,redirect_url,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,category.tag,category.label,category.__CLASS__,contract_type
80763.63,Adzuna::API::Response::Job,full_time,33.050241,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE3MTU3In0.4YY8YELXWroGJEenQJsEnMbl_7WhdnGgOcGHf202B7o,1,5693217157,-96.998731,Nurse Manager Career Opportunity,80763.63,2026-04-08T10:11:15Z,"Nurse Manager Career Opportunity Leading with Heart: Your Journey Starts Here Seeking a career that's both personally enriching and professionally rewarding, close to home? Encompass Health invites you into a welcoming space that feels like family, where your worth is embraced, fostering connections akin to lifelong friendships. As a Nurse Manager, envision making a profound impact within your community by providing essential care and guidance throughout patients' rehabilitation journeys. Your …",https://www.adzuna.com/details/5693217157?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Encompass Health Rehabilitation Center - Bedford,"Lake Dallas, Denton County","['US', 'Texas', 'Denton County', 'Lake Dallas']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
57121.08,Adzuna::API::Response::Job,,33.76041,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE3MTQ4In0.jwvebceQiMJD5LCC55yDPLY-i90hu42JWaimMsc_KsU,1,5693217148,-84.38536,DC Maintenance Manager,57121.08,2026-04-08T10:10:59Z,"At DICK’S Sporting Goods , we believe in how positively sports can change lives. On our team, everyone plays a critical role in creating confidence and excitement by personally equipping all athletes to achieve their dreams. We are committed to creating an inclusive and diverse workforce, reflecting the communities we serve. If you are ready to make a difference as part of the world’s greatest sports team, apply to join our team today! OVERVIEW: DICK'S Sporting Goods Distribution Center in East…",https://www.adzuna.com/land/ad/5693217148?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=22AD29DF668A42DDBB66F8B270A73CA315424CAA,Adzuna::API::Response::Company,Distribution Center,"Atlanta, Fulton County","['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
94044.81,Adzuna::API::Response::Job,,42.569397,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE3MTEyIn0.H32qWHgKxehYnV3G-PrKQ8xbA6ytBM8LK0aeAdwOuTA,1,5693217112,-70.945475,Vibrant Living Director,94044.81,2026-04-08T10:09:32Z,"About Us: Overview: Did someone say VIBRANT?! The Vibrant Living Director at a Brightview Senior Living community serves as a champion and coach to our team of associates and residents with an immediate and sustained goal of shaping and fostering a spirit of vibrant living in the community. In fact, this position is so focused on motivating, encouraging and ensuring that all of our residents live their fullest lives possible, that it officially carries the title of Vibrant Living Director! Afte…",https://www.adzuna.com/land/ad/5693217112?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=1EF56E2C197B5437B586393780273E52EE8A5CEA,Adzuna::API::Response::Company,"Brightview Senior Living, LLC","Danvers, Essex County","['US', 'Massachusetts', 'Essex County', 'Danvers']",Adzuna::API::Response::Location,social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,
77095.05,Adzuna::API::Response::Job,,42.685071,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE3MTExIn0.hmxWsEsqaoXhMiCrg6rNSImEsu-14kqQCkb_yift_WM,1,5693217111,-71.1071,Dining Service Director,77095.05,2026-04-08T10:09:32Z,"About Us: Overview: The Dining Services Director at a Brightview community serves as a champion and coach to our team of dining associates, and an advocate to our residents with a goal of effectively managing the day to day dining services operation, but also by ensuring that our current and future residents are delivered exceptional service, delicious food, and interesting and exciting dining options. Responsibilities: In this role, you will build, develop and manage all of the community’s die…",https://www.adzuna.com/land/ad/5693217111?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=E92E7C88B833EAA325621B4A8BD82CD6C196C65A,Adzuna::API::Response::Company,"Brightview Senior Living, LLC","North Andover, Essex County","['US', 'Massachusetts', 'Essex County', 'North Andover']",Adzuna::API::Response::Location,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
63600.84,Adzuna::API::Response::Job,,27.963899,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE2NzY2In0.Gr9DYnnaVqcJRNg294lkzfgQ0dHIvxAQB3yzRfbcO6I,1,5693216766,-82.494033,Operations Management Trainee,63600.84,2026-04-08T09:47:44Z,"Salary: $52,000/yr  Company Vehicle (Gas, Insurance, Maintenance Included) Are you driven by a passion for customer satisfaction? Do you thrive in a fast-paced, high-pressure environment? Join us as an Operations Manager Trainee and embark on a dynamic learning journey. Through our structured, hands-on program, you’ll immerse yourself in operations, mastering the skills to enhance financial profitability, operational efficiency, and improve customer satisfaction while leading the teams. With ro…",https://www.adzuna.com/land/ad/5693216766?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=B802563F666610548538F4798F9DDF99CDB2BF94,Adzuna::API::Response::Company,Avis Budget Group,"Tampa, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,customer-services-jobs,Customer Services Jobs,Adzuna::API::Response::Category,
63350.4,Adzuna::API::Response::Job,,27.963899,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc2NyIsInMiOiJKb2xGRFZvejhSR2VYT0Jja1FlMVVBIn0.sQCZbwl2kXl1LAEXpJR_F7KCzft6OHzeqzkkICgOEWM,1,5693216767,-82.494033,Operations Management Trainee,63350.4,2026-04-08T09:47:44Z,"Operations Management Trainee Salary: $52,000/yr  Company Vehicle (Gas, Insurance, Maintenance Included) Are you driven by a passion for customer satisfaction? Do you thrive in a fast-paced, high-pressure environment? Join us as an Operations Manager Trainee and embark on a dynamic learning journey. Through our structured, hands-on program, you’ll immerse yourself in operations, mastering the skills to enhance financial profitability, operational efficiency, and improve customer satisfaction wh…",https://www.adzuna.com/land/ad/5693216767?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=841B81EA5240C05740624E05DC3CAC88B7A74652,Adzuna::API::Response::Company,Avis Budget Group,"Tampa, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,customer-services-jobs,Customer Services Jobs,Adzuna::API::Response::Category,
88374.56,Adzuna::API::Response::Job,,25.811834,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc3MiIsInMiOiJKb2xGRFZvejhSR2VYT0Jja1FlMVVBIn0.nty9ZHTERUxoYKSg8z27BDvg7b1VlyTOtFOrTveB7fE,1,5693216772,-80.23639,Master Mechanic - FT,88374.56,2026-04-08T09:47:44Z,"$30.00/HourShift Premium may Apply Immediately hiring! Are you a highly skilled automotive technician who takes pride in diagnosing and repairing vehicles the right way the first time? If you enjoy working on a wide variety of newer vehicles across multiple brands—and want your expertise to directly support a great customer experience—join the Avis Budget Group team. In this role, your technical expertise helps ensure our vehicles are safe, reliable, and ready for customers to get on the road w…",https://www.adzuna.com/land/ad/5693216772?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=923575991260A7D2903D2348A6651BB7334C3237,Adzuna::API::Response::Company,Avis Budget Group,"Hialeah, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Hialeah']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
48592.82,Adzuna::API::Response::Job,,26.094061,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE2NzcwIn0.YHI-OtTCl-OzpLkKzCMsEy9gypaGKhdv8lYcuBkbXGI,1,5693216770,-80.154051,Automotive Parts Person / Parts Clerk - FT,48592.82,2026-04-08T09:47:44Z,"$18.00/hourShift Premium may Apply Immediately hiring! Are you currently attending a technical school or feeling uninspired in your role as a clerk in an autobody shop, garage, auto dealership, manufacturing facility, or warehouse? Look no further! We are actively seeking individuals like you who are eager to embark on an exciting career opportunity. Become a member of Avis Budget Group enterprise. What You’ll Do: You will be responsible for inventory management, sourcing, ordering and distribu…",https://www.adzuna.com/land/ad/5693216770?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=82615B30F6DF3EDE2D19A35EFE63F962281C7FF0,Adzuna::API::Response::Company,Avis Budget Group,"Port Everglades, Broward County","['US', 'Florida', 'Broward County', 'Port Everglades']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
70329.92,Adzuna::API::Response::Job,,26.094061,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSm9sRkRWb3o4UkdlWE9CY2tRZTFVQSIsImkiOiI1NjkzMjE2NzY5In0.RKMsa2MrhF3IOgZBnwpEtNvaeVpR80bbwnTeSSOJzPQ,1,5693216769,-80.154051,Master Mechanic - FT,70329.92,2026-04-08T09:47:44Z,"$30.00/HourShift Premium may Apply Immediately hiring! Are you a highly skilled automotive technician who takes pride in diagnosing and repairing vehicles the right way the first time? If you enjoy working on a wide variety of newer vehicles across multiple brands—and want your expertise to directly support a great customer experience—join the Avis Budget Group team. In this role, your technical expertise helps ensure our vehicles are safe, reliable, and ready for customers to get on the road w…",https://www.adzuna.com/land/ad/5693216769?se=JolFDVoz8RGeXOBckQe1UA&utm_medium=api&utm_source=abfa41a4&v=DA887BEC42B51FCE0D1FBC680DA2E69F60F378CD,Adzuna::API::Response::Company,Avis Budget Group,"Port Everglades, Broward County","['US', 'Florida', 'Broward County', 'Port Everglades']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
47554.57,Adzuna::API::Response::Job,,28.46226,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc3MSIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.gHFkrP9FYlhQeXB6fUlVdsyyO_Sniy6cbsOFGgbuY58,1,5693216771,-81.39342,Lube and Tire Technician - Budget Truck - FT,47554.57,2026-04-08T09:47:44Z,"$16.00/hourFactors which may affect starting pay may include geography/market, skills, education, experience and other qualifications of the successful candidate. Immediately hiring! Do you enjoy hands-on automotive work and want to build your skills working on box trucks and cargo vans? If you’re detail-oriented, mechanically inclined, and interested in growing your career while supporting vehicles customers depend on, join the Avis Budget Group team supporting Budget Truck operations. This ro…",https://www.adzuna.com/land/ad/5693216771?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=2551992AA312D8CC7891D25A9018C4D5D9AFAF87,Adzuna::API::Response::Company,Avis Budget Group,"Belle Isle, Orange County","['US', 'Florida', 'Orange County', 'Belle Isle']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
33878.19,Adzuna::API::Response::Job,,28.423817,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc3MyIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.ixwcGrrb35T2I_hMRlABZn7TKh4ou8Y_Q_rBNmgioOA,1,5693216773,-81.285376,Customer Service Representative - FT,33878.19,2026-04-08T09:47:44Z,"$16.00/hour Monthly Commission Opportunity Shift Premium may Apply We’re hiring immediately! Do you enjoy staying active, working outdoors, and helping people have a great experience—no matter where they’re headed? If you’re adaptable, service-minded, and take pride in helping customers at different moments of their day, join the Avis Budget Group team at our airport locations. This is a dynamic, hands-on role where no two days are the same—and where your flexibility and customer service skills…",https://www.adzuna.com/land/ad/5693216773?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=F4425A87A56D8B4FD0B703C90F189DB53EC80650,Adzuna::API::Response::Company,Avis Budget Group,"Meadow Woods, Orange County","['US', 'Florida', 'Orange County', 'Meadow Woods']",Adzuna::API::Response::Location,customer-services-jobs,Customer Services Jobs,Adzuna::API::Response::Category,
39144.46,Adzuna::API::Response::Job,,26.094061,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc2NCIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.OBAj57cLxDtaaIowAc9xS-G7kxAIBYg8Q9j0Z69PzOo,1,5693216764,-80.154051,Lube and Tire Technician - FT,39144.46,2026-04-08T09:47:44Z,"$17.50/hour Shift Premium may Apply Immediately hiring! Do you enjoy hands-on work and take pride in keeping vehicles running safely and reliably? If you’re detail-oriented, mechanically inclined, and interested in building or growing your automotive skills while working on a wide variety of newer vehicles across multiple brands, this is a great opportunity with Avis Budget Group. In this role, your work helps ensure vehicles are safe, well-maintained, and ready for customers—directly supportin…",https://www.adzuna.com/land/ad/5693216764?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=F8F75B5C20E9CD86ABCF70FFC14B8AA87E361A1D,Adzuna::API::Response::Company,Avis Budget Group,"Port Everglades, Broward County","['US', 'Florida', 'Broward County', 'Port Everglades']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
63849.76,Adzuna::API::Response::Job,,27.963899,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdneURsb3o4Ukc0X294ZHFUaVlIZyIsImkiOiI1NjkzMjE2NzU4In0.SfWth1s-FNzkxYsw2DoCddb9hzDVX8g0EUyM8Qo6kHo,1,5693216758,-82.494033,Lube and Tire Technician - PT,63849.76,2026-04-08T09:47:43Z,"$16.50/hour Shift Premium may Apply Immediately hiring! Do you enjoy hands-on work and take pride in keeping vehicles running safely and reliably? If you’re detail-oriented, mechanically inclined, and interested in building or growing your automotive skills while working on a wide variety of newer vehicles across multiple brands, this is a great opportunity with Avis Budget Group. In this role, your work helps ensure vehicles are safe, well-maintained, and ready for customers—directly supportin…",https://www.adzuna.com/land/ad/5693216758?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=1E9311B808CA9C6E21F700ED648C876FAA41D39B,Adzuna::API::Response::Company,Avis Budget Group,"Tampa, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
74716.38,Adzuna::API::Response::Job,,28.423817,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdneURsb3o4Ukc0X294ZHFUaVlIZyIsImkiOiI1NjkzMjE2NzUxIn0.V4bAEXJR1SDs8FV4O_TvzGP9LXkQiKPFzKz2kF5-bvg,1,5693216751,-81.285376,Rental Sales Agent - PT,74716.38,2026-04-08T09:47:43Z,"$14.00/hourUnlimited Commission - Average FT Earnings is $84,120/yearShift Premium may Apply We’re hiring immediately! Do you enjoy helping customers feel confident in their choices while earning commission for great service? If you’re motivated, personable, and take pride in recommending solutions that truly improve a customer’s experience, join the Avis Budget Group team at our airport rental counters. In this role, you’ll work in a fast-paced, customer-focused environment where your sales sk…",https://www.adzuna.com/land/ad/5693216751?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=E82680EE83B0082785BAD8608E363918EE5B1615,Adzuna::API::Response::Company,Avis Budget Group,"Meadow Woods, Orange County","['US', 'Florida', 'Orange County', 'Meadow Woods']",Adzuna::API::Response::Location,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
59419.13,Adzuna::API::Response::Job,,25.811834,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc1MiIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.Xi7dHwXYtZKSjgjI5Nfgb3K2-86-6LOAckN0c2ix-bE,1,5693216752,-80.23639,Automotive Parts Person / Parts Clerk - FT,59419.13,2026-04-08T09:47:43Z,"$18.00/hourShift Premium may Apply Immediately hiring! Do you enjoy working with automotive parts, staying organized, and supporting a fast-paced shop environment? If you’re detail-oriented and interested in applying your automotive knowledge while supporting a fleet of newer vehicles across multiple brands, join the Avis Budget Group team. In this role, your work helps keep vehicles properly serviced and on the road—directly supporting vehicle reliability and a positive customer experience. Wh…",https://www.adzuna.com/land/ad/5693216752?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=F76EABB66E1D802659383101FC49185C37A02F45,Adzuna::API::Response::Company,Avis Budget Group,"Hialeah, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Hialeah']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
73270.33,Adzuna::API::Response::Job,,28.423817,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdneURsb3o4Ukc0X294ZHFUaVlIZyIsImkiOiI1NjkzMjE2NzU0In0.2L3ZG_AUSJminFgQdL2AcrTIeCpQqKS_f_qrrptG00c,1,5693216754,-81.285376,Rental Sales Agent - PT,73270.33,2026-04-08T09:47:43Z,"$14.00/hour Unlimited Commission - Average FT Earnings is $94,120/year Shift Premium may Apply We’re hiring immediately! Do you enjoy helping customers feel confident in their choices while earning commission for great service? If you’re motivated, personable, and take pride in recommending solutions that truly improve a customer’s experience, join the Avis Budget Group team at our airport rental counters. In this role, you’ll work in a fast-paced, customer-focused environment where your sales …",https://www.adzuna.com/land/ad/5693216754?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=C93AB617B559C3B5E3CCFAC8617572A330546D16,Adzuna::API::Response::Company,Avis Budget Group,"Meadow Woods, Orange County","['US', 'Florida', 'Orange County', 'Meadow Woods']",Adzuna::API::Response::Location,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,
32713.16,Adzuna::API::Response::Job,,28.423817,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc2MCIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.nfcFGpgf-KnoaFyzA-cS3QmH6sijdiPaNCESGBtR6Pc,1,5693216760,-81.285376,Car Detailer - FT,32713.16,2026-04-08T09:47:43Z,"$14.00/hour Shift Premium may Apply We’re hiring immediately! No experience necessary! Do you take pride in hands-on work, staying active, and making sure things are done right? If you’re responsible, detail-oriented, and enjoy working outdoors, join the Avis Budget Group team and play a key role in preparing vehicles for our customers. In this role, your work directly impacts the customer experience by ensuring every vehicle is clean, safe, and ready for the road. What You’ll Do: In this outdo…",https://www.adzuna.com/land/ad/5693216760?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=728A47764C18E05174BAD487FA5566C4F85B150C,Adzuna::API::Response::Company,Avis Budget Group,"Meadow Woods, Orange County","['US', 'Florida', 'Orange County', 'Meadow Woods']",Adzuna::API::Response::Location,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,
65429.78,Adzuna::API::Response::Job,,27.963899,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdneURsb3o4Ukc0X294ZHFUaVlIZyIsImkiOiI1NjkzMjE2NzUwIn0.SKbJs1CFPfGCvQtqORKMHutumbdaiaaPuprwbYHrLOQ,1,5693216750,-82.494033,Learning Specialist,65429.78,2026-04-08T09:47:43Z,"Driven to be the Best People. Performance . Purpose. At Avis Budget Group, we’re driven to be the best vehicle rental company in the world, together. Our 25,000 employees raise the bar every day, bringing different perspectives, taking ownership, and leading with integrity. We’re defining the future of mobility with safe, sustainable solutions that move people, businesses, and communities forward. The Learning Specialist supports training delivery across field locations. This entry-level role w…",https://www.adzuna.com/land/ad/5693216750?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=CAB4FA22EE5A6B5AA50BEF683ECEEF4D5BC41560,Adzuna::API::Response::Company,Avis Budget Group,"Tampa, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,
55715.51,Adzuna::API::Response::Job,,26.094061,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdneURsb3o4Ukc0X294ZHFUaVlIZyIsImkiOiI1NjkzMjE2NzU2In0.MU1sDAQ9NgJVPRzqxyRTO2kNblddqnWQm0ggN9hsd3c,1,5693216756,-80.154051,Automotive Technician - FT,55715.51,2026-04-08T09:47:43Z,"$25.00/hourShift Premium may Apply Immediately hiring! Are you ready to grow your automotive repair career while working on a wide variety of newer vehicles across multiple brands? If you’re dependable, mechanically skilled, and take pride in doing quality work, join the Avis Budget Group team and play a key role in keeping our fleet safe, reliable, and customer-ready. In this role, your work directly supports vehicle performance and availability—helping ensure customers can get on the road wit…",https://www.adzuna.com/land/ad/5693216756?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=C53C2433EE9152CACA394E591E322419455F5F6D,Adzuna::API::Response::Company,Avis Budget Group,"Port Everglades, Broward County","['US', 'Florida', 'Broward County', 'Port Everglades']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
40204.84,Adzuna::API::Response::Job,,28.423817,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc1NSIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.Kug3LpMdlOboC7XQOfumPLYXlnOi3v4mPZWt3rxcY8g,1,5693216755,-81.285376,Supply Chain Clerk - FT,40204.84,2026-04-08T09:47:43Z,"$15.00/hourShift Premium may Apply Immediately hiring! Do you enjoy staying organized, managing details, and supporting a fast-paced automotive operation? If you have clerical experience and an interest in automotive services or fleet operations, join the Avis Budget Group team and play an important role in keeping our vehicles serviced, supplied, and ready for customers. Your work helps ensure our maintenance and repair teams have what they need—directly supporting vehicle availability and a p…",https://www.adzuna.com/land/ad/5693216755?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=2D14CE31B1D9B35CE442492B881549AE8AA223A6,Adzuna::API::Response::Company,Avis Budget Group,"Meadow Woods, Orange County","['US', 'Florida', 'Orange County', 'Meadow Woods']",Adzuna::API::Response::Location,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,
55286.51,Adzuna::API::Response::Job,,28.46226,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc0OSIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.IxfY0Y2b9A7aTutmWFzMzdDJeBIU9UHmiHUz9dk3pTk,1,5693216749,-81.39342,Mobile Truck Mechanic - Budget Truck - FT,55286.51,2026-04-08T09:47:43Z,"$22.00/hourFactors which may affect starting pay may include geography/market, skills, education, experience and other qualifications of the successful candidate. Immediately hiring! Are you an experienced technician who enjoys working on trucks, solving problems independently, and keeping vehicles on the road? If you take pride in quality repairs and want to work on a diverse fleet of newer cargo vans and box trucks across multiple brands, join the Avis Budget Group team supporting Budget Truc…",https://www.adzuna.com/land/ad/5693216749?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=3CB969C34F305EB9F3BF362DC79BDC088CF2F338,Adzuna::API::Response::Company,Avis Budget Group,"Belle Isle, Orange County","['US', 'Florida', 'Orange County', 'Belle Isle']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
84069.52,Adzuna::API::Response::Job,,28.423817,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUdneURsb3o4Ukc0X294ZHFUaVlIZyIsImkiOiI1NjkzMjE2NzYxIn0.eDeG6ar7BTEPEoZoAwcZeBgUi_UNEGvjRcZafKkwwLI,1,5693216761,-81.285376,Automotive Technician - PT,84069.52,2026-04-08T09:47:43Z,"$28.00/hourShift Premium may Apply Immediately hiring! Are you ready to grow your automotive repair career while working on a wide variety of newer vehicles across multiple brands? If you’re dependable, mechanically skilled, and take pride in doing quality work, join the Avis Budget Group team and play a key role in keeping our fleet safe, reliable, and customer-ready. In this role, your work directly supports vehicle performance and availability—helping ensure customers can get on the road wit…",https://www.adzuna.com/land/ad/5693216761?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=4DAE30AA044660476738AB2C5A593167F13DFE1E,Adzuna::API::Response::Company,Avis Budget Group,"Meadow Woods, Orange County","['US', 'Florida', 'Orange County', 'Meadow Woods']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
118748.26,Adzuna::API::Response::Job,,25.811834,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc2MiIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.RSJK95BkWQzxZAC0bfnXigJoinJW3xdkLV_K3R62Ny8,1,5693216762,-80.23639,Automotive Technician - PT,118748.26,2026-04-08T09:47:43Z,"$28.00/hourShift Premium may Apply Immediately hiring! Are you ready to grow your automotive repair career while working on a wide variety of newer vehicles across multiple brands? If you’re dependable, mechanically skilled, and take pride in doing quality work, join the Avis Budget Group team and play a key role in keeping our fleet safe, reliable, and customer-ready. In this role, your work directly supports vehicle performance and availability—helping ensure customers can get on the road wit…",https://www.adzuna.com/land/ad/5693216762?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=F804A986E74CB54C090C1F8F7B55DE38A61D706E,Adzuna::API::Response::Company,Avis Budget Group,"Hialeah, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Hialeah']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
48578.6,Adzuna::API::Response::Job,,25.811834,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNjc1NyIsInMiOiJ1R2d5RGxvejhSRzRfb3hkcVRpWUhnIn0.xzGpnLIQS3EvXhGVi7lVtVLkikzyIXfTf3CbsyfXp9M,1,5693216757,-80.23639,Lube and Tire Technician - FT,48578.6,2026-04-08T09:47:43Z,"$17.50/hourShift Premium may Apply Immediately hiring! Do you enjoy hands-on work and take pride in keeping vehicles running safely and reliably? If you’re detail-oriented, mechanically inclined, and interested in building or growing your automotive skills while working on a wide variety of newer vehicles across multiple brands, this is a great opportunity with Avis Budget Group. In this role, your work helps ensure vehicles are safe, well-maintained, and ready for customers—directly supporting…",https://www.adzuna.com/land/ad/5693216757?se=uGgyDloz8RG4_oxdqTiYHg&utm_medium=api&utm_source=abfa41a4&v=D036BF224A43075F7F385CA8B70C6D6FFE371258,Adzuna::API::Response::Company,Avis Budget Group,"Hialeah, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Hialeah']",Adzuna::API::Response::Location,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
