title,longitude,id,created,latitude,adref,redirect_url,contract_time,salary_min,description,salary_max,__CLASS__,salary_is_predicted,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,location.display_name,location.__CLASS__,location.area,contract_type
Registered Respiratory Therapist,-106.061012,5757393174,2026-06-09T11:08:17Z,35.990124,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkzMTc0In0.P6yDGG5jnasL4W_IndLQsfhOoAUcBaAfmEgb-WI2jnY,https://www.adzuna.com/land/ad/5757393174?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=A61C1CA087637CB19C1B9E1EB87959CF299018F9,full_time,92168.4,"Location Address: 1010 Spruce Street Espanola, NM 87532-2724 Compensation Pay Range: Minimum Offer $29.32 Maximum Offer $44.76 Summary: Provide routine and advanced respiratory care responsibilities which include infant, pediatric and adult patient care. How you grow, learn and thrive matters here. • Educational and career development options, including tuition and certification reimbursement, scholarship opportunities • Staff Safety (a wearable badge that allows nurses to quickly and discreetl…",92168.4,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Presbyterian Healthcare Services,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"San Pedro, Rio Arriba County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Rio Arriba County', 'San Pedro']",
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,-89.308097,5757393118,2026-06-09T11:08:17Z,31.308627,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkzMTE4In0.nDT4bjTnVRpFyUFhqqcvMr_vLmObXbl6oSNLb94Mlec,https://www.adzuna.com/land/ad/5757393118?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=EF58702907CDB08DB0AB474FA77DF313B4DA7757,full_time,72800.0,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",93600.0,Adzuna::API::Response::Job,0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Hattiesburg South, Forrest County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Forrest County', 'Hattiesburg South']",
CDL A Delivery Truck Driver,-97.435509,5757393181,2026-06-09T11:08:17Z,35.402929,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkzMTgxIn0.Ag852oRUfGwN4kNR04oZMJIosLbXxpti-hmJLjaC0bc,https://www.adzuna.com/land/ad/5757393181?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=F6B104C0DD085F4FE2EC84BE97A7F25FB6B4DB17,,59880.82,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Pay Rate: Drivers make $68,00…",59880.82,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Mclane Company, Inc.",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Del City, Oklahoma County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Del City']",
CDL-A Delivery Driver,-75.561907,5757393166,2026-06-09T11:08:17Z,41.152967,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MzE2NiIsInMiOiJiSEZZMXgxazhSR3VmcnM5bXJyZ0hBIn0.PvrIKXzbGB4xKIrAjGSdWFXQjZTez_XtU5AU712ywO8,https://www.adzuna.com/land/ad/5757393166?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=28EEB7A11BA56E3495BCDDF508CC7DD357438B65,,77644.67,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Pay Rate: Drivers make $70000…",77644.67,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Mclane Company, Inc.",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Pocono Lake, Monroe County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Lake']",
Occupational Therapist Support Recovery and Quality of Life,-97.73261,5757393163,2026-06-09T11:08:17Z,30.3522,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MzE2MyIsInMiOiJiSEZZMXgxazhSR3VmcnM5bXJyZ0hBIn0.i4NvK3rSgDVJ4YRc4jEogKB_rcMSpMAS5FnOepdubg0,https://www.adzuna.com/land/ad/5757393163?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=E35C5A469E5DBFB35C8D50CE0505470CB31048BF,part_time,94247.19,"Occupational Therapist Career Opportunity Hiring PRN Your Calling, Close to Home and Heart Are you in pursuit of a career that's more than a job, one that aligns with your heart and community? We believe in the power of creating positive change within local communities through exceptional Occupational Therapy services, empowering individuals toward independence and an improved quality of life. Envision the opportunity to profoundly impact patients' lives, providing vital care and support, and c…",94247.19,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Encompass Health Rehabilitation Hospital of Austin,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Camp Mabry, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Camp Mabry']",
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,-79.433662,5757393048,2026-06-09T11:08:16Z,36.82593,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkzMDQ4In0.03HTWuWbvX_PCQS3JKrEImZRPlDpQHi4MCPWWQm01vA,https://www.adzuna.com/land/ad/5757393048?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=A71DFEEDCFBB1877449EE3145DF38320F9359D45,full_time,0.0,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,Adzuna::API::Response::Job,0,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Chatham, Pittsylvania County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Pittsylvania County', 'Chatham']",
Dental Hygienist,-76.948758,5757392995,2026-06-09T11:08:16Z,38.809808,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5Mjk5NSIsInMiOiJiSEZZMXgxazhSR3VmcnM5bXJyZ0hBIn0.T7z-FFXFevMEHElKAwPWPPnl1iPyctidAajhGW7pKWU,https://www.adzuna.com/land/ad/5757392995?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=FED061D806FDDC988D12FEC337527BA501E21EED,,120440.56,"DENTAL HYGIENISTS NEEDED FOR LANSDOWNE & CULPEPER VIRGINIA PRACTICES We are seeking to hire a Dental Hygienists needed for Lansdowne and Culpeper Virginia Dental Practices to join our team! We are hiring a Dental Hygienist for our growing dental practice. You will assist the dentist in various procedures and operations of x-ray machines. To do well in this role, you should have a current state hygiene license and previous experience as a dental hygienist. Compensation Package - Schedule - Denta…",120440.56,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Smalls Management Consulting LLC,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Temple Hills, Prince George's County",Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Temple Hills']",
COTA - Travel Contract,-83.214175,5757393040,2026-06-09T11:08:16Z,42.355709,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MzA0MCIsInMiOiJiSEZZMXgxazhSR3VmcnM5bXJyZ0hBIn0.20vsxtU1lpthfYjiSYf5eM-4l1R4rJAuWP6FpkdTQVA,https://www.adzuna.com/land/ad/5757393040?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=227F0ADBA2926755E4D2549AB35BDA315F8FA11B,full_time,105509.57,"We're hiring a Certified Occupational Therapy Assistant for a travel contract role at a skilled nursing facility in Detroit, MI. Under the guidance of a licensed Occupational Therapist, you will help patients regain the skills they need for everyday life. If you are ready to make a difference, apply and a recruiter will reach out with details. Minimum Requirements Associate degree in Occupational Therapy from an accredited college. Active Michigan COTA license required to start the assignment. …",105509.57,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Jackson Therapy Partners,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Dearborn, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Dearborn']",contract
Registered Nurse Informatics Clinical Coordinator,-106.578128,5757392977,2026-06-09T11:08:16Z,31.799854,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5Mjk3NyIsInMiOiJiSEZZMXgxazhSR3VmcnM5bXJyZ0hBIn0._PbYrFezOtZKghjPzmeD7W-nu8hAvtAqAtpR_4i9ZWA,https://www.adzuna.com/land/ad/5757392977?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=64FA98DA07A56BC47298D407C8092D7519C60622,,39695.19,"As the nation’s largest private employer of Registered Nurses, we’re honored by the trust of over 100,000 nurses and committed to supporting safe, high-quality care for which they can practice. That’s why more than 80% of our hospitals earn an A or B Leapfrog safety grade, rank in the top 5% nationally for patient outcomes through Health Grades, or are recognized as Magnet or Pathway to Excellence facilities. Join us! Job Summary and Qualifications Job Summary: The Coordinator of Clinical Appli…",39695.19,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Las Palmas Medical Center,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Sunland Park, Doña Ana County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Doña Ana County', 'Sunland Park']",
CDL A Delivery Truck Driver,-97.49057,5757393059,2026-06-09T11:08:16Z,35.33508,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkzMDU5In0.qex1aloCISxT31qBKWXd-UTWEWd7jFyyYE2TfN4F2K4,https://www.adzuna.com/land/ad/5757393059?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=07BA90F345E46AAF21A83CF602145FA5047A3129,,56740.81,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Pay Rate: Drivers make $68,00…",56740.81,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Mclane Company, Inc.",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,"Moore, Cleveland County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Cleveland County', 'Moore']",
Travel Ultrasound Technologist (Sonographer) - Echo,-78.1569,5757392984,2026-06-09T11:08:16Z,38.93514,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkyOTg0In0.kHbHvJ3CArhPQLtxw93eNbbyP1_dcrobRqVlegP2AF4,https://www.adzuna.com/land/ad/5757392984?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=8851505E9F9E01D725AC8CDE034EE4DD151FCEDE,,137811.62,"Travel Ultrasound Technologist (Sonographer) - Echo Company: Fusion Medical Staffing Location: Facility in Front Royal, Virginia Job Details Fusion Medical Staffing is seeking a skilled Ultrasound Tech for a 13-week travel assignment in Front Royal, Virginia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Completi…",137811.62,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Fusion Medical Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Front Royal, Warren County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Warren County', 'Front Royal']",
Associate Veterinarian - Millbrook Animal Care Center,-88.335757,5757392901,2026-06-09T11:08:15Z,41.881526,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkyOTAxIn0.31-MZZOQpAlFNCH072w9oe7hrUCvCSeCwVwDVnTLv_0,https://www.adzuna.com/land/ad/5757392901?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=20A2D18EB9A5458576B46C7821B640D9B56CC2A0,,92502.14,"We invite you to explore a future at Millbrook Animal Care Clinic, a practice defined by exceptional medical standards and a deep commitment to our community. We are proud to be an AAHA Accredited small animal practice, a recognition that confirms our dedication to veterinary excellence and patient care above and beyond the baseline. This commitment is reflected in our outstanding 4.7-star Google rating, showing the strong trust we have earned from our clients. If you are looking for a place wh…",92502.14,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Millbrook Animal Care Clinic,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Geneva, Kane County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Kane County', 'Geneva']",contract
Occupational Therapist Full Time or PRN Flexible Schedule,-97.719451,5757392807,2026-06-09T11:08:15Z,30.233306,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkhGWTF4MWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzkyODA3In0.MRWrnjnE2p25-5XnfcaOuZX2PBLXqde8lw3SYMGmzcw,https://www.adzuna.com/land/ad/5757392807?se=bHFY1x1k8RGufrs9mrrgHA&utm_medium=api&utm_source=abfa41a4&v=7082AFEC06F4A9091AF7B1483125D6E072BD29EC,part_time,113514.15,"Occupational Therapist Career Opportunity Hiring PRN Your Calling, Close to Home and Heart Are you in pursuit of a career that's more than a job, one that aligns with your heart and community? We believe in the power of creating positive change within local communities through exceptional Occupational Therapy services, empowering individuals toward independence and an improved quality of life. Envision the opportunity to profoundly impact patients' lives, providing vital care and support, and c…",113514.15,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Encompass Health Rehabilitation Hospital of Austin,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Travis Heights, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Travis Heights']",
Dental Hygienist,-77.10276,5757392926,2026-06-09T11:08:15Z,38.86092,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MjkyNiIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.Bwlw0ZJP1prLNh8CqNOMFXzdXAHBe2XyCzp5x_ufG_k,https://www.adzuna.com/land/ad/5757392926?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=24844BF95786C03E03866A6EDFCD2884C7C1CDEF,,126737.12,"DENTAL HYGIENISTS NEEDED FOR LANSDOWNE & CULPEPER VIRGINIA PRACTICES We are seeking to hire a Dental Hygienists needed for Lansdowne and Culpeper Virginia Dental Practices to join our team! We are hiring a Dental Hygienist for our growing dental practice. You will assist the dentist in various procedures and operations of x-ray machines. To do well in this role, you should have a current state hygiene license and previous experience as a dental hygienist. Compensation Package - Schedule - Denta…",126737.12,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Smalls Management Consulting LLC,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"South, Arlington County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'South']",
Travel CVOR RN,-73.22778,5757392851,2026-06-09T11:08:15Z,44.48724,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiektvMjJCMWs4Ukd2Vjlya1o3dmV6dyIsImkiOiI1NzU3MzkyODUxIn0.TgbIM5025WhXHxg1op4KZnxK1uPjRs2JcRpG4tDCd3s,https://www.adzuna.com/land/ad/5757392851?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=C8402FA4637A0F7CF4D8D163CBB54E6360466AC4,,14398.63,"Travel CVOR Registered Nurse Company: Fusion Medical Staffing Location: Facility in Burlington, Vermont Job Details Fusion Medical Staffing is seeking a skilled CVOR RN for a 16-week travel assignment in Burlington, Vermont. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CVOR RN …",14398.63,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Fusion Medical Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Burlington, Chittenden County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'Burlington']",
"Director of Nursing (DON, RN)",-85.096087,5757392839,2026-06-09T11:08:15Z,41.017287,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MjgzOSIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.ASJC59u5vC0sLolMToCe3gOE5mjFosAlwd9Ftk2vQOM,https://www.adzuna.com/land/ad/5757392839?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=B17D81F0CD05618CE2C077260FDB89FC6683CDDC,,43560.36,"JOIN TEAM TRILOGY: At Trilogy, you’ll experience a caring, supportive community that values each team member. We prioritize meaningful relationships, genuine teamwork, and continuous growth. With the stability of long-term care, competitive pay, and exceptional benefits, Trilogy offers a work environment where you’re supported, appreciated, and empowered to thrive in your career. If you're ready to join a team committed to your success, Trilogy is where you belong and thrive! WHAT WE'RE LOOKING…",43560.36,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Kingston Senior Living of Fort Wayne,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Diplomat Plaza, Allen County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Allen County', 'Diplomat Plaza']",
Physical Therapist - Travel Contract,-116.54529,5757392887,2026-06-09T11:08:15Z,33.8303,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiektvMjJCMWs4Ukd2Vjlya1o3dmV6dyIsImkiOiI1NzU3MzkyODg3In0.AJRZqbXJm71BIPrkA55BLUnxyjsPJDNH7uj3lKe55FE,https://www.adzuna.com/land/ad/5757392887?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=94225CDB37F19BF1097FF7266BFB54D279EA7B29,,140708.47,"Looking for a change of scenery and a chance to help others. Join a traveling Physical Therapist role in Palm Springs, CA at a skilled nursing facility where you will help patients recover from injuries and manage chronic conditions while experiencing a new location. You will provide skilled therapeutic interventions, document patient progress, collaborate with interdisciplinary teams, and assist with discharge planning as appropriate. Apply now and we’ll connect you with a recruiter who'll rea…",140708.47,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Jackson Therapy Partners,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Barona Rancheria, Riverside County",Adzuna::API::Response::Location,"['US', 'California', 'Riverside County', 'Barona Rancheria']",
Licensed Registered Nurse,-101.838844,5757392873,2026-06-09T11:08:15Z,33.731544,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiektvMjJCMWs4Ukd2Vjlya1o3dmV6dyIsImkiOiI1NzU3MzkyODczIn0.ljSJffZSD0vpEs6cBIdRq9_unT7Jgqei8tekXXWAcvc,https://www.adzuna.com/land/ad/5757392873?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=EBFCBA9C01BC55CC6C6DDE108A16C3C082AC8E3B,part_time,55179.27,"Registered Nurse Career Opportunity Hiring for Full-Time Nights! Encompass Health: Where Nursing Meets Heart, Home, and Healing Are you seeking a nursing career deeply rooted in purpose, close to your heart and home? Encompass Health offers a transformative journey where your expertise as a Registered Nurse becomes an integral part of patients' recoveries. Picture the impact of providing individualized, compassionate care that guides patients along their path to healing. With us, small victorie…",55179.27,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"South Plains Rehabilitation Hospital, an affiliate of UMC and Encompass Health",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"New Deal, Lubbock County",Adzuna::API::Response::Location,"['US', 'Texas', 'Lubbock County', 'New Deal']",
Rehabilitation Registered Nurse,-101.993648,5757392898,2026-06-09T11:08:15Z,33.691059,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5Mjg5OCIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.2S1zyPTKkPlLF1YkXoRlo8cLqXpR-G2YedKQdi_r7T0,https://www.adzuna.com/land/ad/5757392898?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=D74D6A1EDEFBD85FBDF14F32FDCB6CF027C18908,part_time,52060.85,"Registered Nurse Career Opportunity Hiring for Full-Time Nights! Encompass Health: Where Nursing Meets Heart, Home, and Healing Are you seeking a nursing career deeply rooted in purpose, close to your heart and home? Encompass Health offers a transformative journey where your expertise as a Registered Nurse becomes an integral part of patients' recoveries. Picture the impact of providing individualized, compassionate care that guides patients along their path to healing. With us, small victorie…",52060.85,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"South Plains Rehabilitation Hospital, an affiliate of UMC and Encompass Health",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Shallowater, Lubbock County",Adzuna::API::Response::Location,"['US', 'Texas', 'Lubbock County', 'Shallowater']",
Physical Therapist - Full Time,-81.6331,5757392666,2026-06-09T11:08:14Z,30.3073,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MjY2NiIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.11aW-IXKjiqBO73pfdjmcViyiQa761pj0KTPKVbJV58,https://www.adzuna.com/land/ad/5757392666?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=9D6A9F19544423744246588B75860CE25E2D5183,full_time,74243.11,"We’re looking for a Physical Therapist to take on a full-time role with one of our area clients. You’ll help patients move better, feel better, and stay active—whether they’re recovering from an injury or managing long-term conditions. Apply today and a recruiter will reach out with the details. Minimum Requirements: Bachelor's, Master's or Doctoral Degree in Physical Therapy from an accredited school approved by the APTA Active Florida State Physical Therapy License is required to start the po…",74243.11,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Jackson Therapy Partners,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Jacksonville, Duval County",Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']",
PRN Respiratory Therapist,-96.331079,5757392716,2026-06-09T11:08:14Z,30.659946,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MjcxNiIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.Si8UY-7b-4sh5c77f9w65NuFfLqviTx000vUC6DBLVQ,https://www.adzuna.com/land/ad/5757392716?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=91A930649212569C3C9FFE32F6EF170EA7E95810,part_time,45796.29,"Respiratory Therapist Career Opportunity Join Encompass Health's Respiratory Care Family: A Career of Impact Are you in search of a career that resonates with your heart and community? Encompass Health welcomes you into our close-knit family, where you'll feel at home instantly. As a Respiratory Therapist, your role is pivotal in driving inspiring outcomes for patients facing respiratory challenges. Imagine the opportunity to make a meaningful impact, guiding patients toward independence and co…",45796.29,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"CHI St. Joseph Health Rehabilitation Hospital, an affiliate of Encompass Health",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Law, Brazos County",Adzuna::API::Response::Location,"['US', 'Texas', 'Brazos County', 'Law']",
Therapy Team Leader,-84.690488,5757392696,2026-06-09T11:08:14Z,35.371496,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5MjY5NiIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.zZZuvmt1Wca3Rb6r8-i-3m4TwOJnbwsADke4FWvA-BA,https://www.adzuna.com/land/ad/5757392696?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=C95941496EC1170E4FF1DEA5F73779853060F8FE,part_time,63760.01,"Therapy Team Leader Career Opportunity Are you a licensed clinician ready to lead while continuing to provide hands-on patient care? As a Therapy Team Leader, you balance clinical excellence with team leadership-helping patients achieve meaningful outcomes while mentoring and developing fellow therapists. A Glimpse into Our World At Encompass Health, you'll experience the difference the moment you become a part of our team. Being at Encompass Health means aligning with a rapidly growing nationa…",63760.01,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Encompass Health Rehabilitation Hospital of Chattanooga,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Riceville, McMinn County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'McMinn County', 'Riceville']",
Travel OR RN,-122.328029,5757392768,2026-06-09T11:08:14Z,47.602077,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM5Mjc2OCIsInMiOiJ6S28yMkIxazhSR3ZWOXJrWjd2ZXp3In0.5tXaDOgkXMPoUNAeZYnMe4A2zNTVh7aQpdAVvztCobc,https://www.adzuna.com/land/ad/5757392768?se=zKo22B1k8RGvV9rkZ7vezw&utm_medium=api&utm_source=abfa41a4&v=AED06ECB71BEBD7CFEFAA6313BAD43577969A7E4,,16390.49,"Travel OR RN Company: Fusion Medical Staffing Location: Facility in Seattle, Washington Job Details Fusion Medical Staffing is seeking a skilled Operating Room RN for a 13-week travel assignment in Seattle, Washington. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an Operating Roo…",16390.49,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Fusion Medical Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Pioneer Square, King County",Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Pioneer Square']",
