__CLASS__,title,adref,latitude,salary_min,created,description,salary_is_predicted,salary_max,id,redirect_url,longitude,category.label,category.__CLASS__,category.tag,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
Adzuna::API::Response::Job,"Travel Speech Language Pathologist - Paying up to $2,700/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgxMyIsInMiOiJkR1d1cTVFOThSR1prTXJwdHZNRE1nIn0.G1XnQLLiZO7SG8KMhuDfjI3nc_vEIrw7Wc6vnImOgeM,46.61659,0.0,2026-04-21T10:16:42Z,"Vivian is looking for Travel Speech Language Pathologist Therapys in Helena, Montana paying up to $2,700/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",0,140400.0,5706194813,https://www.adzuna.com/land/ad/5706194813?se=dGWuq5E98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=210038DCE2705D5D96838529C97193479352288A,-111.964324,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Montana', 'Lewis and Clark County', 'East Helena']","East Helena, Lewis and Clark County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapy Assistant - Paying up to $1,752/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgxMCIsInMiOiJkR1d1cTVFOThSR1prTXJwdHZNRE1nIn0.j51JXv3hFjcz_raPptWnQL8ZgM_L9I4R8Po3mjTR77o,35.54388,0.0,2026-04-21T10:16:42Z,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Oklahoma City, Oklahoma paying up to $1,752/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and…",0,91104.0,5706194810,https://www.adzuna.com/land/ad/5706194810?se=dGWuq5E98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=C31959E5FA6855AE6E50ED609B1C15C7201BFBBB,-97.5561,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']","Nichols Hills, Oklahoma County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapy Assistant - Paying up to $1,619/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEdXdXE1RTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0ODA5In0.u6tdZyPQ1zGGJj-EyTBtMjgmaphGGPdpwIDPhN9OAMc,35.2268,0.0,2026-04-21T10:16:42Z,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Charlotte, North Carolina paying up to $1,619/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) a…",0,84188.0,5706194809,https://www.adzuna.com/land/ad/5706194809?se=dGWuq5E98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=DFE67A700D14326D79296DE82A4BCB180CCFFC8D,-80.8432,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,766/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgxMSIsInMiOiJkR1d1cTVFOThSR1prTXJwdHZNRE1nIn0.iCiQI3PelBLRyphZpML0JCQaTlzoOl3rJ4L3lM4SLt8,41.866986,0.0,2026-04-21T10:16:42Z,"Vivian is looking for Travel Physical Therapist Therapys in Scottsbluff, Nebraska paying up to $2,766/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover …",0,143832.0,5706194811,https://www.adzuna.com/land/ad/5706194811?se=dGWuq5E98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=2F9D483E3957C2748D09EC0085B7FBB4E6DC70EA,-103.659252,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Nebraska', 'Scotts Bluff County', 'Scottsbluff']","Scottsbluff, Scotts Bluff County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Speech Language Pathologist - Paying up to $2,304/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgwMiIsInMiOiJkR1d1cTVFOThSR1prTXJwdHZNRE1nIn0.qG5L2jAsnlvJQX_TwO0ouTHSY0yf4OPfrlaHxl-Sxiw,35.442278,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Speech Language Pathologist Therapys in Athens, Tennessee paying up to $2,304/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",0,119808.0,5706194802,https://www.adzuna.com/land/ad/5706194802?se=dGWuq5E98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=4455E2041B4D18820BE1D87CB4F4855C4745176A,-84.618581,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Tennessee', 'McMinn County', 'Athens']","Athens, McMinn County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Skilled Nursing Facility (SNF) Physical Therapist - Paying up to $2,643/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0Nzk3In0.FAyUobI75F_hGK_09MrOnQvHvKsuFQKm1xAfKUSTSlw,37.007436,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Hampton, Virginia paying up to $2,643/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs…",0,137436.0,5706194797,https://www.adzuna.com/land/ad/5706194797?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=799C40637A038EDA45FD6B44F0251A2B27FC72DC,-76.383214,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Virginia', 'Hampton City', 'Hampton Roads']","Hampton Roads, Hampton City",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Occupational Therapist - Paying up to $2,366/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0ODAzIn0.K1tOn7fnrreXU9A9JCHA1b8GMZKDvL2aplVRsHFSii4,41.124547,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Occupational Therapist Therapys in Streator, Illinois paying up to $2,366/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",0,123032.0,5706194803,https://www.adzuna.com/land/ad/5706194803?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=C3F4397B2FF48CC29BFDE514AF6DFAB40E3C8D33,-88.831807,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Illinois', 'LaSalle County', 'Streator East']","Streator East, LaSalle County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Outpatient Physical Therapist - Paying up to $2,006/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgwNiIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.Hl6uo0FQXGLXCnBhjKrhGyjM90nRgpfJBI1yZK77ZEU,33.0234,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Plano, Texas paying up to $2,006/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs most…",0,104312.0,5706194806,https://www.adzuna.com/land/ad/5706194806?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=3B8EB815B7F1DED6B68AF2FD6F493312137BECAA,-96.69858,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Texas', 'Collin County', 'Plano']","Plano, Collin County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Skilled Nursing Facility (SNF) Speech Language Pathologist - Paying up to $2,378/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDc5OSIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.NSJ2hbEy_6HyjO2czDiAu26TMupYjsSLEJVOApLBu2c,36.01979,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Speech Language Pathologist Therapys in Las Vegas, Nevada paying up to $2,378/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",0,123656.0,5706194799,https://www.adzuna.com/land/ad/5706194799?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=E9183340850EEE8114C92C7FFD2A9B4E80054C95,-115.15036,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Nevada', 'Clark County', 'Enterprise']","Enterprise, Clark County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,690/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDc5NSIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.0PqYP-5s2sRQ-wldG_6jlCoh81UAo6d7qgkqSH1Yj04,36.3,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in North Las Vegas, Nevada paying up to $2,690/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discove…",0,139880.0,5706194795,https://www.adzuna.com/land/ad/5706194795?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=6E2929CF008AC1C1CACE7A19065B11CA8001B731,-115.1418,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Nevada', 'Clark County', 'North Las Vegas']","North Las Vegas, Clark County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,526/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDc5NiIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.AJO7QR2XFVm6qgmvAt7SMmdaBJxTBzI-gVKEXiH_8R4,38.666802,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Woodland, California paying up to $2,526/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…",0,131352.0,5706194796,https://www.adzuna.com/land/ad/5706194796?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=3CFF06F58FED72A15C5D1D4A6E929E1B900296DB,-121.746357,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'California', 'Yolo County', 'Woodland']","Woodland, Yolo County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Home Health Physical Therapist - Paying up to $2,664/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0NzkzIn0.hhiH8YeieRrvMFtZMK6RmmjJ_vBL0CHopDLD05qAjS4,41.06156,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Greenwich, Connecticut paying up to $2,664/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",0,138528.0,5706194793,https://www.adzuna.com/land/ad/5706194793?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=5A7490D4D1C7BD7B27C9B2474D9ADAB98E3415C0,-73.657002,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Connecticut', 'Fairfield County', 'Glenville']","Glenville, Fairfield County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,370/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgwNCIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.rPvRKgRxYnrGlX8npoHmu_CemXsm7iOTU162kyMSCr8,48.116642,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Thief River Falls, Minnesota paying up to $2,370/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…",0,123240.0,5706194804,https://www.adzuna.com/land/ad/5706194804?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=E738174AD9B13EF6333404422D1DABA3102BEAF3,-96.172083,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Minnesota', 'Pennington County', 'Thief River Falls']","Thief River Falls, Pennington County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,266/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgwMSIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.hAb9AQADoPn768oNOwpP0plOib8nRMhDFI0eI7Bmb-4,45.760681,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Scappoose, Oregon paying up to $2,266/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs…",0,117832.0,5706194801,https://www.adzuna.com/land/ad/5706194801?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=A191AC3303856DBBE6263C986F079B0DBD0011FD,-122.89111,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Oregon', 'Columbia County', 'Scappoose']","Scappoose, Columbia County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Occupational Therapist - Paying up to $2,378/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0ODAwIn0.uPHOowlFrOMZ1DGZf_c0deSYEpbmR-HyTXO93pKkMzA,33.867228,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Occupational Therapist Therapys in Lake City, South Carolina paying up to $2,378/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and d…",0,123656.0,5706194800,https://www.adzuna.com/land/ad/5706194800?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=2E5DCAF241C8C229F86AC14449F36FD4DC0A3D88,-79.760131,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'South Carolina', 'Florence County', 'Lake City']","Lake City, Florence County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant - Paying up to $1,575/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0ODA4In0.9t-SFprg2Nngc5Hx09wvibZYkY26HJjsUNYqOaCEnD0,39.427119,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Frederick, Maryland paying up to $1,575/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location,…",0,81900.0,5706194808,https://www.adzuna.com/land/ad/5706194808?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=F76DAC475983A0A0FAB6D00724C263C0052B4651,-77.38308,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Maryland', 'Frederick County', 'Hood College']","Hood College, Frederick County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel RN Mother-Baby/Couplet Care Postpartum - $2,056 per week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDc5MiIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.BGDR6gemDFwh7GMxYBk7O4uqWBxaHIU3riwKaIUe43k,47.606389,0.0,2026-04-21T10:16:41Z,"GHR Healthcare is seeking a travel nurse RN Maternal - Newborn for a travel nursing job in Seattle, Washington. Job Description & Requirements Specialty: Maternal - Newborn Discipline: RN Start Date: 05/18/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Mother/Baby Registered Nurse (RN) – Night Shift | Travel RN – Seattle, WA (13-week) Mother/Baby Registered Nurse (RN) – Night Shift, Travel RN opportunity in Seattle, WA. 13-week contract; minimum 2 years recent…",0,106912.0,5706194792,https://www.adzuna.com/land/ad/5706194792?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=E6C5CAF575A7F2FF6FF9B65160A2B952B18CD947,-122.330833,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Washington', 'King County', 'Times Square']","Times Square, King County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GHR Healthcare,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,690/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0Nzk0In0.jiM568Mp2sll0AON7hXZ07P7sLysMPmnQFc3EEiJMs8,36.01979,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Las Vegas, Nevada paying up to $2,690/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs…",0,139880.0,5706194794,https://www.adzuna.com/land/ad/5706194794?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=165F3E488E81774BF15375F0639059E7A9678494,-115.15036,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Nevada', 'Clark County', 'Enterprise']","Enterprise, Clark County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Speech Language Pathologist - Paying up to $2,326/week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDgwNSIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.3Xk3z3u8X1prp7GkCdvG1_3Fg66TBiYnbr5qYhmGGzk,38.674557,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Speech Language Pathologist Therapys in Vincennes, Indiana paying up to $2,326/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…",0,120952.0,5706194805,https://www.adzuna.com/land/ad/5706194805?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=B3268D7F028B06E36A23A0D0D00F67AC4A156E1D,-87.512739,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Indiana', 'Knox County', 'Vincennes']","Vincennes, Knox County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Speech Language Pathologist - Paying up to $2,486/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0Nzk4In0.K-2t0JR4uv-_R2FTg6PifGWkWVW01I-MOimd3RCWQGc,45.64242,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Speech Language Pathologist Therapys in Pendleton, Oregon paying up to $2,486/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",0,129272.0,5706194798,https://www.adzuna.com/land/ad/5706194798?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=00533FD83A260A248848D788E7751FF352953E88,-118.77054,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Oregon', 'Umatilla County', 'Pendleton']","Pendleton, Umatilla County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Physical Therapist - Paying up to $2,019/week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0ODA3In0.B1ZtZSrZ0WZqjy8Yb6xMsbNwQ_iziIAR2D5ibMVuhRU,33.987658,0.0,2026-04-21T10:16:41Z,"Vivian is looking for Travel Physical Therapist Therapys in Mayesville, South Carolina paying up to $2,019/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",0,104988.0,5706194807,https://www.adzuna.com/land/ad/5706194807?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=E8949275D8266F7BD827877284EFD1D4D70D51B9,-80.208132,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'South Carolina', 'Sumter County', 'Mayesville']","Mayesville, Sumter County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,"Travel Cardiac Pre/Post Op PACU RN - $1,907 per week",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLU1oNnJKRTk4Ukdaa01ycHR2TURNZyIsImkiOiI1NzA2MTk0NzkxIn0.Svf_zNLCmWsyXOQswjGGGo7wd_l211ka9I-RAsLZ8AQ,33.449188,0.0,2026-04-21T10:16:40Z,"GQR Healthcare is seeking a travel nurse RN PreOp / PACU - Post Anesthesia Care for a travel nursing job in Phoenix, Arizona. Job Description & Requirements Specialty: PreOp / PACU - Post Anesthesia Care Discipline: RN Start Date: 05/18/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Contract - W2 PACU Registered Nurse (RN) Job Location: Phoenix, Arizona Start Date: May 18, 2026 Profession: Registered Nurse (RN) Facility: Short Term Acute Care Estimated P…",0,99164.0,5706194791,https://www.adzuna.com/land/ad/5706194791?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=015FEEC30A75B49D7405EB25EA968A8F5D1ECE03,-112.0772,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GQR Healthcare,,
Adzuna::API::Response::Job,"Travel CVICU Registered Nurse - $1,945 per week",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjE5NDc5MCIsInMiOiItTWg2ckpFOThSR1prTXJwdHZNRE1nIn0.bwsI_heNccl1C4aMH_kSm9V2hL3Wkl32AmlFJNKA5vE,38.035049,0.0,2026-04-21T10:16:40Z,"Assured Nursing is seeking a travel nurse RN CVICU for a travel nursing job in Charlottesville, Virginia. Job Description & Requirements Specialty: CVICU Discipline: RN Start Date: 05/11/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel CVICU nurses provide care to patients who are recovering from surgery or who have an ongoing heart issue that has not been previously treated with surgery. Assured Nursing Job ID 36536884. Pay package is based on 12 hour s…",0,101140.0,5706194790,https://www.adzuna.com/land/ad/5706194790?se=-Mh6rJE98RGZkMrptvMDMg&utm_medium=api&utm_source=abfa41a4&v=8B1387F0E62B093B3247135E8C83FACA812A5B33,-78.513833,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Virginia', 'Charlottesville City', 'Newcomb Hall']","Newcomb Hall, Charlottesville City",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Assured Nursing,,
