id,salary_max,salary_is_predicted,adref,longitude,title,description,created,contract_time,__CLASS__,salary_min,latitude,redirect_url,category.label,category.__CLASS__,category.tag,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,contract_type
5853641392,15845.34,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzkyIn0.lwg0rUb_ycUbdcuJn7ffJZjEaLFhVPkdw6ba4Tydazk,-76.299283,Customer Service Associate,"Models and delivers a distinctive and delightful customer experience. Registers sales on assigned cash register, provides customers with courteous, fair, friendly, and efficient checkout service. Customer Experience Engages customers and patients by greeting them and offering assistance with products and services. Resolves customer issues and answers questions to ensure a positive customer experience. Models and shares customer service best practices with all team members to deliver a distincti…",2026-08-23T09:25:28Z,,Adzuna::API::Response::Job,15845.34,39.473279,https://www.adzuna.com/details/5853641392?utm_medium=api&utm_source=abfa41a4,Retail Jobs,Adzuna::API::Response::Category,retail-jobs,"['US', 'Maryland', 'Harford County', 'Abingdon']",Adzuna::API::Response::Location,"Abingdon, Harford County",Walgreens,Adzuna::API::Response::Company,
5853641385,103804.87,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzg1In0.bWaJ33A1LosM3EaVxbFjYtKEZbgRkd4PrzS-DoFxIyc,-80.6733,Radiology/Cardiology - CT Tech,"Our Client is currently seeking Radiology/Cardiology positions in Wheeling, WV for a 3x12 Days shift. You must have current State Licensure and at least 1 year of recent experience. Requirements Current Resume State Licensure Current BLS and/or ACLS and/or Specialty Certifications 2 Current Clinical References Physical (Within 12 Months) TB Skin Test (Within 12 Months) Titers - MMR/Hep B/Varicella Respiratory Fit Test (Within 12 Months) Current - Tdap/Flu Vaccinations Must be able to pass pre-e…",2026-08-23T09:25:27Z,part_time,Adzuna::API::Response::Job,103804.87,40.07598,https://www.adzuna.com/details/5853641385?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'West Virginia', 'Ohio County', 'Bethlehem']",Adzuna::API::Response::Location,"Bethlehem, Ohio County",WVU,Adzuna::API::Response::Company,
5853641389,114008.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM4OSIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0.U_zi2rliVuHa280RpGMQPBDo2VSKqMsB_WRwp9bXMjw,-104.99,"Urban Planner / Designer (Waltham, MA or Denver, CO HYBRID role)","URBAN PLANNER / DESIGNER Job Description: ICF seeks an Urban Planner / Designer to work within our Environmental and Regulatory Implementation Services (ERIS) team. You will become an integral part of a team that is providing technical assistance to communities and non-profit organizations across the U.S. in the areas of contaminated site redevelopment, adaptive reuse, community revitalization and engagement, and economic development. This position will primarily support programs with EPA’s Off…",2026-08-23T09:25:27Z,full_time,Adzuna::API::Response::Job,67063.0,39.75,https://www.adzuna.com/details/5853641389?utm_medium=api&utm_source=abfa41a4,Consultancy Jobs,Adzuna::API::Response::Category,consultancy-jobs,"['US', 'Colorado', 'Denver']",Adzuna::API::Response::Location,"Denver, Colorado",ICF,Adzuna::API::Response::Company,
5853641390,55355.57,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzkwIn0.sUjTbUauRA65tyJpiAlfDslqaiOpDGpkg5wzUsoEM5A,-112.07,Software Engineer Intern,"Software Engineer Intern About Us At Fullbay, our mission is simple — to create safer roads for our families and yours. As leaders in the heavy-duty repair industry, we power shops with technology that helps them run smarter and more efficiently. As an AI-First company, we invite artificial intelligence to eliminate friction, spark innovation, and drive efficiencies in every conversation — for our teams and our customers. Position Overview Fullbay is the number one cloud-based shop management s…",2026-08-23T09:25:27Z,part_time,Adzuna::API::Response::Job,55355.57,33.45,https://www.adzuna.com/details/5853641390?utm_medium=api&utm_source=abfa41a4,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,"Phoenix, Maricopa County",Fullbay,Adzuna::API::Response::Company,contract
5853641387,69159.97,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM4NyIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0.VUKGFQL2oTRtr0ylSU9VvlO9OfE815MWJPQuzRvaNRU,,Sr Analyst - Decision Analytics | Customer Experience,"Job Summary Responsible for creating and developing solutions for business problems using data mining and analytics. Leverages innovative analytical techniques to uncover patterns and trends in data. Utilizes data visualizations to implement and socialize actionable and implementable insights with business partners, including marketing, sales, and supply chain. Major Tasks, Responsibilities, and Key Accountabilities Partners with internal and external stakeholders to develop and manage data log…",2026-08-23T09:25:27Z,full_time,Adzuna::API::Response::Job,69159.97,,https://www.adzuna.com/details/5853641387?utm_medium=api&utm_source=abfa41a4,IT Jobs,Adzuna::API::Response::Category,it-jobs,['US'],Adzuna::API::Response::Location,US,HD Supply Management,Adzuna::API::Response::Company,
5853641388,29189.43,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM4OCIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0.6j65g0n7pJZp7u3HqgOZl2q9WB_Wufnr_qThupV2jG0,-117.806726,Clubhouse Maintenance Attendant,"Location: Address : ABOUT AMERICAN GOLF American Golf is a trusted leader in golf hospitality, known for elevating the game and the communities around it. We bring deep expertise in golf operations and club culture, paired with a genuine commitment to creating welcoming, memorable experiences for every guest and member. Our teams take pride in course care, exceptional service, and thoughtful environments that invite people to play, connect, and feel at home. We believe golf is more than a sport…",2026-08-23T09:25:27Z,,Adzuna::API::Response::Job,29189.43,34.106676,https://www.adzuna.com/details/5853641388?utm_medium=api&utm_source=abfa41a4,Maintenance Jobs,Adzuna::API::Response::Category,maintenance-jobs,"['US', 'California', 'Los Angeles County', 'San Dimas']",Adzuna::API::Response::Location,"San Dimas, Los Angeles County",American Golf Corporation,Adzuna::API::Response::Company,
5853641380,62051.08,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM4MCIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0.lkrHWYhNk5ZK7T3AkNLfA86toXffFjxEwFGlG64LC74,-82.556456,Experienced Automotive Technician,"Job Description Fred Anderson Automotive Group is looking for Experienced Automotive Technicians . Come join us for an exciting new opportunity to be a part of our developing and expansive family of service providers. Competitive compensation. The Anderson Automotive Group is a family owned and operated business with over sixty-five years of history. Our franchise car dealerships represent world-class manufacturers including: Toyota, Subaru, Nissan, Kia, Honda, Chevrolet, GMC, Buick, Cadillac, …",2026-08-23T09:25:25Z,full_time,Adzuna::API::Response::Job,62051.08,35.592746,https://www.adzuna.com/details/5853641380?utm_medium=api&utm_source=abfa41a4,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,"['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,"Asheville, Buncombe County",Anderson Automotive Group,Adzuna::API::Response::Company,
5853641382,55000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzgyIn0.T_eVE0iU4Hi3BZ_-zvl08gvbVbHzRoo_NCrsVHvJVk8,-86.1602,Center Director/Educational Administrator,"Sylvan Learning - Center Director/Educational Administrator Join the Sylvan Learning team, where education is everything, learning is personal, great teachers inspire, technology accelerates, and results are achieved. Sylvan Learning is a globally recognized education franchise. Sylvan Learning provides personalized academic tutoring for students from kindergarten through 12th grade to help students get ahead or simply get caught up! SALARY $48,000-$50,000 BENEFITS Health Insurance Dental Insur…",2026-08-23T09:25:25Z,full_time,Adzuna::API::Response::Job,50000.0,39.9673,https://www.adzuna.com/details/5853641382?utm_medium=api&utm_source=abfa41a4,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,"['US', 'Indiana', 'Hamilton County', 'Carmel']",Adzuna::API::Response::Location,"Carmel, Hamilton County",Sylvan Learning Center,Adzuna::API::Response::Company,
5853641373,23711.95,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM3MyIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0.47rHQGYFgyz6Ga2onB8a2BeTbn1YOTUsI8PZh3MPu7U,-82.72494,Shift Leader,"Dunkin’ Donuts is looking for hard working, enthusiastic and dedicated Shift Leaders to join our team! Do you have a love for coffee and donuts? Do you enjoy working in a ‘fast-paced environment”? It's time you worked for someone who will give you the tools to learn, grow and be what you want to be - both personally and professionally. If you enjoy working with people and love to learn new things, we want to meet you. Shift Leaders primary responsibility is to run shifts and are expected to mas…",2026-08-23T09:25:24Z,full_time,Adzuna::API::Response::Job,23711.95,27.81822,https://www.adzuna.com/details/5853641373?utm_medium=api&utm_source=abfa41a4,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"['US', 'Florida', 'Pinellas County', 'Kenneth City']",Adzuna::API::Response::Location,"Kenneth City, Pinellas County",Dunkin',Adzuna::API::Response::Company,
5853641375,33044.71,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM3NSIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0._uzPlJP4J6tCWqH9vYHRGqzElcYy7MDD2Oq5avwphP0,-86.753262,McKinnon Express Oil Change/Lube technician,"McKinnon is now hiring for the position of Express Technician! Responsibilities include changing oil/filter, rotating tires, replacing bulbs, mounting and balancing tires, completing a full vehicle inspection and documenting any additional items the customers vehicle may need. On the job training is provided with an advancement opportunities for those willing to learn and have a good work ethic. Pay range is dependent upon experience with great opportunity as you grow with the company. Benefits…",2026-08-23T09:25:24Z,full_time,Adzuna::API::Response::Job,33044.71,33.125423,https://www.adzuna.com/details/5853641375?utm_medium=api&utm_source=abfa41a4,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,"['US', 'Alabama', 'Shelby County', 'Calera']",Adzuna::API::Response::Location,"Calera, Shelby County",Mckinnon Nissan,Adzuna::API::Response::Company,
5853641377,82504.66,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzc3In0.h_E5BuJ_Xl5uphjedq0VJGny5dLexFbLTGu5t5WbIgw,-80.846082,Strategic Sourcing Specialist,"JLL empowers you to shape a brighter way . Our people at JLL are shaping the future of real estate for a better world by combining world class services, advisory and technology for our clients. We are committed to hiring the best, most talented people and empowering them to thrive, grow meaningful careers and to find a place where they belong. Whether you’ve got deep experience in commercial real estate, skilled trades or technology, or you’re looking to apply your relevant experience to a new …",2026-08-23T09:25:24Z,full_time,Adzuna::API::Response::Job,82504.66,35.232678,https://www.adzuna.com/details/5853641377?utm_medium=api&utm_source=abfa41a4,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,"Charlotte, Mecklenburg County",JLL,Adzuna::API::Response::Company,contract
5853641372,26470.66,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM3MiIsInMiOiJnQmhlRVBpZThSR1FycVRIWGQzX3d3In0.X0rKygZG9ZQQZWIxQ5O_sX1UMx-dGCq9M7tGfKMul50,-88.119376,Caregiver (Personal Care Assistant),"Why Join Sunrise Senior Living At Sunrise Senior Living, we believe meaningful work starts with purpose. Our team members are passionate about making a positive difference in the lives of residents every day. At Sunrise Senior Living, we champion quality of life for all seniors. As a Caregiver, you are the heart of that mission—providing hands-on support while building meaningful relationships that brighten every day. What You’ll Do: • Assist with ADLs including bathing, dressing, grooming, mob…",2026-08-23T09:25:24Z,part_time,Adzuna::API::Response::Job,26470.66,41.874527,https://www.adzuna.com/details/5853641372?utm_medium=api&utm_source=abfa41a4,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"['US', 'Illinois', 'DuPage County', 'Wheaton']",Adzuna::API::Response::Location,"Wheaton, DuPage County",Sunrise Senior Living Mgmt,Adzuna::API::Response::Company,
5853641369,79424.73,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzY5In0.2g6NsZt-ziVtW6zepqpxY9iPs-g-EPuC3w_zQ8D9y4Q,-80.318995,Volvo Supervisor,"Q2 Management Inc is a provider of Quality Inspection and Containment services to the automotive OEM supply chain. With branches supporting the United States and Canada, Q2 Management delivers benchmark service standards supported by our industry leading Quality Inspection Management System, InspeQ Tech. This role is accountable for both customer satisfaction and operational effectiveness at Volvo. Supervisors accept Ownership of and responsibility for the overall success of every project assig…",2026-08-23T09:25:23Z,full_time,Adzuna::API::Response::Job,79424.73,33.074154,https://www.adzuna.com/details/5853641369?utm_medium=api&utm_source=abfa41a4,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,"['US', 'South Carolina', 'Dorchester County', 'Ridgeville']",Adzuna::API::Response::Location,"Ridgeville, Dorchester County",Q2 Management,Adzuna::API::Response::Company,
5853641368,,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0JoZUVQaWU4UkdRcnFUSFhkM193dyIsImkiOiI1ODUzNjQxMzY4In0.9NuZ3Qt8nGMNYeYae5lH2uhZR9d0FRGOS102gb7SA4s,-111.795765,New Grad RN Operating Room Circulatory,"Job Description: The Nursing Graduate works under the direct line-of-sight supervision of the Registered Nurse (RN) in the clinical setting and participates appropriately in the patient care delivery process. The incumbent also orients to the RN assignment, excluding independent nursing care. This position may participate in medication administration under the direction and supervision of the licensed RN. The Nursing Graduate job can be utilized for up to 12 weeks while employees are in the Int…",2026-08-23T09:25:22Z,full_time,Adzuna::API::Response::Job,67121.0,40.376895,https://www.adzuna.com/details/5853641368?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Utah', 'Utah County', 'American Fork']",Adzuna::API::Response::Location,"American Fork, Utah County",Intermountain Health,Adzuna::API::Response::Company,
5853641365,133677.88,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGc5akVmaWU4UkdhZ2NTV1JIdHVxZyIsImkiOiI1ODUzNjQxMzY1In0.kNASIfgPmG1UlOZnF-HALqbfEwdFKbSqoFgWF8849uU,,"Associate Director, State Government Affairs","The Associate Director, State Government Affairs serves as a liaison on state regulatory and legislative matters. This role monitors and analyzes state legislative and regulatory initiatives affecting FINRA and the securities industry, delivering actionable intelligence to senior leadership. The position manages critical stakeholder relationships by serving as a point of contact for state regulators and legislative staff on negotiations involving complex inter-organizational issues, and represe…",2026-08-23T09:25:17Z,full_time,Adzuna::API::Response::Job,133677.88,,https://www.adzuna.com/details/5853641365?utm_medium=api&utm_source=abfa41a4,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,energy-oil-gas-jobs,['US'],Adzuna::API::Response::Location,US,FINRA,Adzuna::API::Response::Company,contract
5853641360,30227.1,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGc5akVmaWU4UkdhZ2NTV1JIdHVxZyIsImkiOiI1ODUzNjQxMzYwIn0.4x9EqP_nw-QKqAZz5iZlKjfQCKZVbo29_SHDrKXCkAA,-82.084064,Hospice RN Care Center (PRN),"Hospice of Marion County, a part of Empath Health is seeking a caring and motivated RN Care Center PRN to work with us at our Hospice House in Ocala while providing exceptional care. 12-hour shifts, 4 shifts minimum a month (2 shifts on a weekend day), ability to work in Summerfield Hospice Houses if needed. Since 1983, Hospice of Marion County has been honored to serve families across Ocala and Marion County with compassionate, expert end-of-life care. As part of Empath Health, we help neighbo…",2026-08-23T09:25:16Z,,Adzuna::API::Response::Job,30227.1,29.129823,https://www.adzuna.com/details/5853641360?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Florida', 'Marion County', 'Maricamp']",Adzuna::API::Response::Location,"Maricamp, Marion County",External,Adzuna::API::Response::Company,
5853641361,70971.28,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM2MSIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.YXQ6a0cjqBXZlCkyHNjzMvOvjN5hk7uV5vw6WmWk0pk,-97.38048,Credit Analyst - Banker Development Program,"Description PlainsCapital Bank is seeking motivated individuals to join our Commercial Banking team as a Credit Analyst through our Commercial Banking Development Program , a full-time, post-graduate program beginning in Summer 2027 . This entry-level position offers a unique opportunity to gain hands-on experience while participating in an internal development program designed to prepare you for a long-term career in commercial banking. Through the development program, you will receive structu…",2026-08-23T09:25:16Z,full_time,Adzuna::API::Response::Job,70971.28,32.74332,https://www.adzuna.com/details/5853641361?utm_medium=api&utm_source=abfa41a4,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,"['US', 'Texas', 'Tarrant County', 'Westover Hills']",Adzuna::API::Response::Location,"Westover Hills, Tarrant County",PrimeLending,Adzuna::API::Response::Company,
5853641358,55584.9,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM1OCIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.c6QypVJr1JP3koSxpaKmjsH66lFraIH5el8sI5xcO9k,-95.933046,"Customer Support Representative - Omaha / Lincoln, NE area ONLY","Job Description: Note: Fidelity will not provide immigration sponsorship for this position. The Role Do you genuinely enjoy making a difference in the lives of others while primarily working from home? If you answered “ yes ” and are a customer service-minded champion, we are hiring Financial Customer Associates (FCA) who live within 60 miles of the Greater Omaha area including Lincoln, NE. In this full-time position, you can apply your skills and knowledge in a significant way every day to hel…",2026-08-23T09:25:16Z,full_time,Adzuna::API::Response::Job,55584.9,41.266108,https://www.adzuna.com/details/5853641358?utm_medium=api&utm_source=abfa41a4,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,"['US', 'Nebraska', 'Douglas County', 'Omaha']",Adzuna::API::Response::Location,"Omaha, Douglas County",Fidelity,Adzuna::API::Response::Company,
5853641354,35360.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM1NCIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.6ggJETdXuWIMPaj0qEjT8HST-3w5l3RuklZ6Vni4fXA,-81.440113,Warehouse Receiving Associate,"Do you like having your nights and weekends FREE? Come join our team Monday - Friday. Shifts vary between 6am and 5pm. NO WEEKENDS! We are looking for a Warehouse Receiving Associates to join our team that will be responsible for effective and efficient operation of the shipping docks and reception of inbound products. They will oversee the inbound process and check in of all vendors, ensure temperature control, and maintain appropriate ranges of all products to ensure all purchase orders are f…",2026-08-23T09:25:15Z,full_time,Adzuna::API::Response::Job,31200.0,41.312555,https://www.adzuna.com/details/5853641354?utm_medium=api&utm_source=abfa41a4,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,"['US', 'Ohio', 'Summit County', 'Twinsburg']",Adzuna::API::Response::Location,"Twinsburg, Summit County",Thomas Lane,Adzuna::API::Response::Company,
5853641356,106426.47,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM1NiIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0._lYLN8J4xltAm8K0adu8TsRaf2EHjwPDbPILnmQFjnI,-82.986078,Pediatrician (MD/DO),"Shape Your Future. Serve Your Community. Build Your Career with Palms! What Life Working at Palms Looks Like: · Mission and Meaningful Work: PMG is a not for profit, Federally Qualified Health Center (FQHC). That means it’s focused on serving underserved populations, offering affordable primary care and preventative services. For many people, that makes the work feel meaningful. · Stability & Growth: PMG has been around for a long time (since 1971) and we are still expanding! · Comprehensive Se…",2026-08-23T09:25:15Z,,Adzuna::API::Response::Job,106426.47,30.294347,https://www.adzuna.com/details/5853641356?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Florida', 'Suwannee County', 'Boys Ranch']",Adzuna::API::Response::Location,"Boys Ranch, Suwannee County",Palms Medical Group,Adzuna::API::Response::Company,
5853641349,154606.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM0OSIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.bg7i6h51T6Dq_qMX_JBDJHsTOgV7H4kIkkLoy-wMR7w,-93.313262,RN Cardiovascular,"Location Address: 4050 Coon Rapids Blvd NW&xa;Coon Rapids, MN 55433-2522&xa; Date Posted: August 21, 2026 Posting Expiration Date: August 29, 2026 Department: 38013250 Mercy 2 East Medical & Surgical Shift: Permanent Nights (United States of America) Shift Length: 8 hour shift Hours Per Week: 32 Union Contract: MNA-05-Mercy RN-RMC Weekend Rotation: Every Other Job Summary: Allina Health is a not-for-profit health system that cares for individuals, families and communities throughout Minnesota a…",2026-08-23T09:25:14Z,part_time,Adzuna::API::Response::Job,92851.0,45.167063,https://www.adzuna.com/details/5853641349?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Minnesota', 'Anoka County', 'Coon Rapids']",Adzuna::API::Response::Location,"Coon Rapids, Anoka County",Allina Health System,Adzuna::API::Response::Company,permanent
5853641352,120640.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGc5akVmaWU4UkdhZ2NTV1JIdHVxZyIsImkiOiI1ODUzNjQxMzUyIn0.gJ9BOXcg64DJIx54l1jlwOptys17F3_4J-jCJnHQLbo,-120.653936,REM System O&M Tech,"Description Bring your curiosity and determination to make a positive impact on the future of the environment, and we’ll help you go all the way. Join our team of globally connected specialists to help solve complex transport challenges and experience groundbreaking projects from idea to delivery, and beyond. Our pledge to you. Join GHD. Who are we looking for? Our central coast CA offices have an excellent opportunity for an Environmental Remediation System Technician . This is an opportunity …",2026-08-23T09:25:14Z,,Adzuna::API::Response::Job,70720.0,35.260886,https://www.adzuna.com/details/5853641352?utm_medium=api&utm_source=abfa41a4,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,"['US', 'California', 'San Luis Obispo County', 'San Luis Obispo']",Adzuna::API::Response::Location,"San Luis Obispo, San Luis Obispo County",GHD,Adzuna::API::Response::Company,
5853641346,260000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGc5akVmaWU4UkdhZ2NTV1JIdHVxZyIsImkiOiI1ODUzNjQxMzQ2In0.wpQtQ357bzeXcrE6HDHpgvoi4evtsn9_WWCW01mPisY,-105.114201,Market Manager-Sam's Club,Position Summary What you'll do Provides supervision and development opportunities for facility management in multiple facilities by hiring providing direction setting expectations holding facility managers accountable rewarding and guiding the development of facility management Ensures competitive talent for multiple facilities by championing company human resource initiatives addressing new business needs or anticipated turnover promoting opportunities to attract and retain a high performing …,2026-08-23T09:25:13Z,full_time,Adzuna::API::Response::Job,160000.0,40.173328,https://www.adzuna.com/details/5853641346?utm_medium=api&utm_source=abfa41a4,Retail Jobs,Adzuna::API::Response::Category,retail-jobs,"['US', 'Colorado', 'Boulder County', 'Longmont']",Adzuna::API::Response::Location,"Longmont, Boulder County",Sam's West,Adzuna::API::Response::Company,
5853641348,41715.06,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM0OCIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.g9P2MDMH59kkYHytFXWAkyeag7YqNhMhOoZBHVofRUc,,Breakfast Attendant,"City, State: Denver, Colorado Part Time Breakfast Attendant Title: Breakfast Attendant Location: City, State FLSA: Exempt/Non-Exempt Status: Part-time Reports to: Food & Beverage Manager Pay Range: Enter hourly rate range or salary range depending on position Job Summary: The Breakfast Attendant is responsible for setting up, replenishing, and maintaining the breakfast buffet in a friendly, professional, and efficient manner. This role ensures the cleanliness of the dining area and preparation …",2026-08-23T09:25:13Z,part_time,Adzuna::API::Response::Job,41715.06,,https://www.adzuna.com/details/5853641348?utm_medium=api&utm_source=abfa41a4,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,['US'],Adzuna::API::Response::Location,US,Stonebridge Hospitality Associates,Adzuna::API::Response::Company,
5853641343,87000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM0MyIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.y7CrEbtm39sdEe98f7eKXfejG9CrYxY_Pdmzgp42AZg,-122.214332,Recycling Education Representative,"Description I. Job Summary This position is directly responsible for meeting recycling goals outlined in assigned municipal contracts or as assigned by the manager. The Representative will have a thorough understanding of WM service offerings and be able to utilize WM relationships and resources to achieve municipality recycling and sustainability goals. HOURS : Monday-Friday, 8:00 AM - 5:00 PM ( Occasional evenings and weekends required for community events and outreach) TRAVEL: Hayward and Al…",2026-08-23T09:25:12Z,full_time,Adzuna::API::Response::Job,77750.0,37.772927,https://www.adzuna.com/details/5853641343?utm_medium=api&utm_source=abfa41a4,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,"['US', 'California', 'Alameda County', 'Oakland']",Adzuna::API::Response::Location,"Oakland, Alameda County",WM,Adzuna::API::Response::Company,
5853641339,24339.6,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNGc5akVmaWU4UkdhZ2NTV1JIdHVxZyIsImkiOiI1ODUzNjQxMzM5In0.4s-lQTKMiGxdk6I8Dy0xRSv3QttgJRcM_ZXpX_Rt27o,-93.916323,Morning Kitchen Team Member,"Must be available in the morning, preferably starting at 5:00 AM. Kitchen experience recommended but not required. Free Break Meals, Sundays Off, must be at least 18 years of age! MUST BE AT LEAST 18 YEARS OLD Back of House Team Member at Chick-fil-A Are you looking for a fun and rewarding job in the food and beverage industry? Do you enjoy working in a positive, people-focused environment? If so, we have the perfect opportunity for you! Join the Chick-fil-A family as a Back of House Team Membe…",2026-08-23T09:25:12Z,full_time,Adzuna::API::Response::Job,24339.6,29.945135,https://www.adzuna.com/details/5853641339?utm_medium=api&utm_source=abfa41a4,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,"['US', 'Texas', 'Jefferson County', 'Groves']",Adzuna::API::Response::Location,"Groves, Jefferson County",Chick-fil-A,Adzuna::API::Response::Company,
5853641342,55328.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTM0MiIsInMiOiI0ZzlqRWZpZThSR2FnY1NXUkh0dXFnIn0.922oe92AVoqYyhe_GVfAnceZwDdQfKdcfw2bu9mfUZU,-80.846082,Consumer Access Specialist PRN Port Charlotte,"Our promise to you: Joining AdventHealth is about being part of something bigger. It’s about belonging to a community that believes in the wholeness of each person, and serves to uplift others in body, mind and spirit. AdventHealth is a place where you can thrive professionally, and grow spiritually, by Extending the Healing Ministry of Christ. Where you will be valued for who you are and the unique experiences you bring to our purpose-minded team. All while understanding that together we are e…",2026-08-23T09:25:12Z,,Adzuna::API::Response::Job,34590.0,35.232678,https://www.adzuna.com/details/5853641342?utm_medium=api&utm_source=abfa41a4,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Location,"Charlotte, Mecklenburg County",AdventHealth,Adzuna::API::Response::Company,
