longitude,id,contract_type,redirect_url,description,title,contract_time,salary_is_predicted,salary_max,latitude,salary_min,created,adref,__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,category.label,category.tag,category.__CLASS__
-74.049884,5717103594,,https://www.adzuna.com/details/5717103594?utm_medium=api&utm_source=abfa41a4,"CDL A Port & Rail Truck Driver – 1st or 2nd Shift – Earn $1,600–$1,700/Week – Newark, NJ MUST HAVE: TWIC Card with 12 months of Port & Rail Experience within the last 5 years AND 24 months of Tractor/Trailer experience within the last 5 years We are hiring experienced CDL Driver professionals in the Newark, NJ area. This position is designed for the skilled CDL Driver with proven port and rail experience who wants consistent freight, competitive incentives, and predictable home-daily routes. Th…",CDL A Container Driver - TWIC Required,,1,107105.3,40.887572,107105.3,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU5NCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.hbqCjRv8DqZw0BPbmHXF3n3g4PRr09Wx184iYBpOcLo,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ProDrivers,"['US', 'New Jersey', 'Bergen County', 'Hackensack']","Hackensack, Bergen County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-93.91,5717103588,,https://www.adzuna.com/details/5717103588?utm_medium=api&utm_source=abfa41a4,"Class A Dry Van | Local & Home Daily | Minneapolis, MN | $30.00 Hourly Class A Truck Driver Job Description: We are hiring experienced a Class A Truck driver for multiple positions out of the Minneapolis area. These roles require a truck driver who is flexible and comfortable touching freight when needed. Truck Driver Compensation & Hours: Schedule: First Shift Starting at 6am Local / Home Daily Truck Driver will Average pay $30/hr Truck Driver will be paid OT After 40 hours Location: Minneapol…",Class A Truck Driver | $30hr,,1,89722.09,44.78,89722.09,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU4OCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.Eg89yPkSag2qxLp440Z11i57iNL5CBFn4ewOUDavH_I,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ProDrivers,"['US', 'Minnesota', 'Carver County', 'Norwood']","Norwood, Carver County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-94.215,5717103596,,https://www.adzuna.com/details/5717103596?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,800 - $2,000 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…","Regional Class A Drivers: $1,000 Annual Longevity Bonus",,1,68457.62,39.02784,68457.62,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTk2In0.GDp3_DOi33cBjrtHI4EGYAMsTMQJnsPL98v4N7uPKh0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Missouri', 'Jackson County', 'Grain Valley']","Grain Valley, Jackson County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-77.484235,5717103589,,https://www.adzuna.com/details/5717103589?utm_medium=api&utm_source=abfa41a4,"Overview: Role: Dietary Aide Join Healthcare Services Group (HCSG) as a Dietary Aide, where you will prepare and serve meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Available Benefits for All Employees: Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Ge…",Dietary Aide,,1,24317.59,36.251959,24317.59,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTg5In0.J5Xfei1CwUCACLVrxwm49kvj66IJV6OA1n4r8NYU6yk,Adzuna::API::Response::Job,Adzuna::API::Response::Company,"Healthcare Services Group, Inc.","['US', 'North Carolina', 'Halifax County', 'Tillery']","Tillery, Halifax County",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category
-82.479623,5717103597,,https://www.adzuna.com/details/5717103597?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,400 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…",Regional CDL A Drivers,,1,64942.58,32.080515,64942.58,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU5NyIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.JJ_aafBTyXxCM4rV1xbsl54VF5Uh9PxKcnRmxol7R_s,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Georgia', 'Montgomery County', 'Alston']","Alston, Montgomery County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-85.65618,5717103600,,https://www.adzuna.com/details/5717103600?utm_medium=api&utm_source=abfa41a4,"Role Overview Chili's Managers are wired for hospitality! We're in the people business. So, we know how to make someone feel special, and our most successful Managers are passionate about connecting with Team Members and Guests. Our win-together atmosphere rewards teamwork, and a willingness to go above and beyond is always recognized and celebrated. For decades, Chili's has been known for our culture of fun. Simply put - we take our jobs seriously but not ourselves. Our Managers are hungry for…",Restaurant Manager - Immediate Opening,,1,73566.57,38.18976,73566.57,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzYwMCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.K1N9fRw33kfUn5E0vfnnLXO_ce-D7d6_Q7aBTkIYSyk,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Chili's,"['US', 'Kentucky', 'Jefferson County', 'West Buechel']","West Buechel, Jefferson County",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category
-95.089952,5717103579,,https://www.adzuna.com/details/5717103579?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,800 - $2,000 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…",Regional CDL A Drivers,,1,71205.24,38.70822,71205.24,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTc5In0.JAQU-NePzi5LOQOzySX49sw1O1_3ahvZyu9My-hWhek,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Kansas', 'Franklin County', 'Wellsville']","Wellsville, Franklin County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-94.69686,5717103599,,https://www.adzuna.com/details/5717103599?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,800 - $2,000 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…",Regional CDL A Drivers,,1,75578.73,39.01776,75578.73,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTk5In0.LR-iJ_ibxwu44umRvn08WjVscKOJScXsY0dTxTtZOog,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Kansas', 'Johnson County', 'Shawnee']","Shawnee, Johnson County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-79.763875,5717103582,,https://www.adzuna.com/details/5717103582?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,400 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…",Regional Class A Drivers: Home Weekly,,1,70343.13,33.930042,70343.13,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTgyIn0.Njmanra8DJa2k0BmXPI7tAm7x6dDwPnKFpFDa2VvJ5o,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'South Carolina', 'Florence County', 'Scranton']","Scranton, Florence County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-94.316842,5717103595,,https://www.adzuna.com/details/5717103595?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,800 - $2,000 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…","Regional Class A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",,1,82361.98,39.636434,82361.98,2026-05-02T09:21:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTk1In0.9uOgJPjVDCYUoBSeqNn0HpCV2EF4U8dPlvQthsp42uo,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Missouri', 'Clinton County', 'Turney']","Turney, Clinton County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-87.109997,5717103574,,https://www.adzuna.com/details/5717103574?utm_medium=api&utm_source=abfa41a4,"Lee Company provides core construction services of HVAC, plumbing and electrical for large and small commercial projects throughout Tennessee, Alabama, and Kentucky. Our incredible team has built their reputation on trust, honesty, employee safety and construction excellence since 1944. Safety is a core value that permeates how we live, train, work, and look out for our teammates. Summary of Job: At the journeyman level, the applicant assembles installs and repairs pipes, fittings and fixtures …",Construction Plumber,,1,66034.89,34.428202,66034.89,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU3NCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.o5PHqTJvbgXQ_K436kCCqJZEo-I13oI1Gh0ebCqXeMY,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Lee Company,"['US', 'Alabama', 'Morgan County', 'Danville']","Danville, Morgan County",Adzuna::API::Response::Location,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category
-94.877384,5717103577,,https://www.adzuna.com/details/5717103577?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,800 - $2,000 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…",Regional CDL A Drivers,,1,72982.16,39.755835,72982.16,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTc3In0.ahhHS_K--MF4rao8-VNt7qzMfP5VXEIgf_d2_-xqcvk,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Kansas', 'Doniphan County', 'Elwood']","Elwood, Doniphan County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-95.11296,5717103563,,https://www.adzuna.com/details/5717103563?utm_medium=api&utm_source=abfa41a4,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",Teachers at Pinebrook KinderCare,,1,50314.27,29.60623,50314.27,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU2MyIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.adqnS9vQr9Qm8m0pIJ2_qFFwX0tX-l5T1mGJHSmsac8,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KinderCare Education,"['US', 'Texas', 'Harris County', 'Houston', 'Oak Brook (Clear Lake)']","Oak Brook (Clear Lake), Houston",Adzuna::API::Response::Location,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category
-105.064015,5717103551,,https://www.adzuna.com/details/5717103551?utm_medium=api&utm_source=abfa41a4,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",Lead Teacher at The da Vinci Academy,,1,60179.61,38.991785,60179.61,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTUxIn0.PZ9G4CAqKSj9xwO-s1fgtVq-e8HbBZQlc1yB88XZr9Q,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KinderCare Education,"['US', 'Colorado', 'Teller County', 'Woodland Park']","Woodland Park, Teller County",Adzuna::API::Response::Location,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category
-77.198587,5717103547,,https://www.adzuna.com/details/5717103547?utm_medium=api&utm_source=abfa41a4,"Overview: $25,000 Available for New Grads! Up to $5,000 Sign On Incentive available! At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive while providing essential therapy for children at home and in school. With over 38 years of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're pr…",Physical Therapy Assistant (PTA),part_time,1,77600.26,38.442834,77600.26,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTQ3In0.n3jiG35EeFRS_BLik9tlplsEk_AAFeAi24K9h9lNpeU,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Powerback Rehabilitation,"['US', 'Maryland', 'Charles County', 'Nanjemoy']","Nanjemoy, Charles County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
-90.042462,5717103573,,https://www.adzuna.com/details/5717103573?utm_medium=api&utm_source=abfa41a4,"FM2, Lee Company’s facility maintenance and management team is looking for experienced Commercial/Industrial HVAC Technicians. Our HVAC Technicians install, repair, and maintain a variety of equipment for industrial and commercial customers including, refrigeration, air conditioning, electric motors, heating units, heat pumps, hermetic compressors, light commercial furnaces, boilers, burners, intake and exhaust fans, economizers, humidifiers, capacity controls, semi-hermetic compressors, split …",Industrial HVAC Technician,,1,69593.73,35.570732,69593.73,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU3MyIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.pCHJfYuB19U5qzyTcy5suHg7YkdBUrTLvPHeDQPcQGM,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Lee Company,"['US', 'Arkansas', 'Mississippi County', 'Wilson']","Wilson, Mississippi County",Adzuna::API::Response::Location,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category
-83.26416,5717103561,,https://www.adzuna.com/details/5717103561?utm_medium=api&utm_source=abfa41a4,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",Assistant Teacher at Our Lady Queen of Martyrs Catholic School,,1,66717.84,42.51906,66717.84,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTYxIn0.OeVTJUwKO0UXWRohAvBuGcyjP9-tOR9X3ZMO0oToKbM,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KinderCare Education,"['US', 'Michigan', 'Oakland County', 'Southfield']","Southfield, Oakland County",Adzuna::API::Response::Location,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category
-122.400827,5717103549,,https://www.adzuna.com/details/5717103549?utm_medium=api&utm_source=abfa41a4,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",Teachers for Interbay KinderCare,,1,51083.36,47.651107,51083.36,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTQ5In0.DnUqkVzkkWj9z1veQz7pPdH8CzUsqDd9YyP-SSHVIWs,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KinderCare Education,"['US', 'Washington', 'King County', 'Magnolia']","Magnolia, King County",Adzuna::API::Response::Location,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category
-73.6011,5717103556,,https://www.adzuna.com/details/5717103556?utm_medium=api&utm_source=abfa41a4,"Overview: Retail Merchandiser Pharmacy Do you love retail and earning money but also need flexibility in your daily life? Tired of planning your day around a work schedule? Create your own schedule and start planning your day the way you want as an Independent Contractor with SFS, Inc. Project Description: Being an Independent Contractor working with SFS, Inc. means enjoying a flexible environment. Most of the merchandising work performed for clients is set around a client’s window of time rath…",Entry Level Retail Merchandiser (Next-Day Pay),part_time,1,33857.23,41.2688,33857.23,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTU2In0.SOaeFY-57JzXp9ftkbwstQKsxLGv5B2-Eu6HEW6fg5M,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Spar Group,"['US', 'New York', 'Westchester County', 'Lake Katonah']","Lake Katonah, Westchester County",Adzuna::API::Response::Location,Retail Jobs,retail-jobs,Adzuna::API::Response::Category
-71.220208,5717103553,,https://www.adzuna.com/details/5717103553?utm_medium=api&utm_source=abfa41a4,"Nauset Disposal is currently looking for outgoing and experienced Territory Sales Representatives! Job Duties: Selling commercial waste removal and recycling services to an array of businesses; retail, restaurants, office buildings, hotels, and industrial clients. Prospecting of new accounts including calling on new customers “door to door,” telephone prospecting , joining business associations and networking groups, and using technology to create new sales leads. Building a sales funnel utiliz…",Sales Representative,,1,72842.89,42.021256,72842.89,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU1MyIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.c8tKFvkI5MZ66sv-i-PLzYwOdBN0wuht2yES9tZLt9o,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Waste Connections,"['US', 'Massachusetts', 'Bristol County', 'Mansfield']","Mansfield, Bristol County",Adzuna::API::Response::Location,Sales Jobs,sales-jobs,Adzuna::API::Response::Category
-86.446944,5717103558,,https://www.adzuna.com/details/5717103558?utm_medium=api&utm_source=abfa41a4,"Company Description As the global leader in health and wellness innovation since 1935, GNC motivates people to reach their goals with the most trusted and exciting selection of products in the industry. As TeamGNC, we work hard to ensure that our consumers come first. We are always cultivating and collaborating on new ideas to bring innovative solutions to the forefront and testing new solutions to translate goals into action. Our team members are advocates for change and innovation. There is n…",Sales Associate - PT,part_time,1,47070.66,30.499501,47070.66,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibGo4ZElERkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTAzNTU4In0.BK6fpj9iP_cakcl5tJYIErXarbkt_LenHxpwYL7HPiE,Adzuna::API::Response::Job,Adzuna::API::Response::Company,GNC,"['US', 'Florida', 'Okaloosa County', 'Choctaw Beach']","Choctaw Beach, Okaloosa County",Adzuna::API::Response::Location,Retail Jobs,retail-jobs,Adzuna::API::Response::Category
-111.926508,5717103552,,https://www.adzuna.com/details/5717103552?utm_medium=api&utm_source=abfa41a4,"Company Description As the global leader in health and wellness innovation since 1935, GNC motivates people to reach their goals with the most trusted and exciting selection of products in the industry. As TeamGNC, we work hard to ensure that our consumers come first. We are always cultivating and collaborating on new ideas to bring innovative solutions to the forefront and testing new solutions to translate goals into action. Our team members are advocates for change and innovation. There is n…",Part Time Sales Associate - Bonus Eligible,part_time,1,37814.26,33.392384,37814.26,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU1MiIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.mZpo7RFd3U_ghT4xoWvnCDsgmpUdQEjeNOU4LyQPnlc,Adzuna::API::Response::Job,Adzuna::API::Response::Company,GNC,"['US', 'Arizona', 'Maricopa County', 'Guadalupe']","Guadalupe, Maricopa County",Adzuna::API::Response::Location,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category
-87.59026,5717103578,,https://www.adzuna.com/details/5717103578?utm_medium=api&utm_source=abfa41a4,"Regional Class A CDL Drivers - $1,800 - $2,000 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success to…",Regional CDL A Drivers,,1,67545.83,37.83433,67545.83,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU3OCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.fOfiRNRF9Pd5SGjoU1d6DLy8hu1JGem3EHBhy8ezwQ4,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Transportation,"['US', 'Kentucky', 'Henderson County', 'Henderson']","Henderson, Henderson County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
-110.771228,5717103572,,https://www.adzuna.com/details/5717103572?utm_medium=api&utm_source=abfa41a4,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work. A Brief Overview A Technician Trainee will be trained and educated to become a proficient auto glass technician. Upon completing our training program, the trainee will…",Auto Technician Trainee,,1,47942.32,43.460008,47942.32,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU3MiIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.W-dq_Ec2tLGpeXRiWNajrEOFkTSa4LQxXtt3O4Mg2Yg,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Safelite,"['US', 'Wyoming', 'Teton County', 'Jackson Hole']","Jackson Hole, Teton County",Adzuna::API::Response::Location,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
-105.073256,5717103550,,https://www.adzuna.com/details/5717103550?utm_medium=api&utm_source=abfa41a4,"Futures start here. Where first steps, new friendships, and confident learners are born. At KinderCare Learning Companies, the first and only early childhood education provider recognized with the Gallup Exceptional Workplace Award , we offer a variety of early education and child care options for families. Whether it’s KinderCare Learning Centers, Champions, or Crème de la Crème, we build confidence for kids, families, and the future we share. And we want you to join us in shaping it—in neighb…",Teacher at The da Vinci Academy,,1,65399.21,38.995606,65399.21,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU1MCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.u06hbLgIt0cVcP2hyDSEmS8WvHNe-erQ65hIVPq7n_s,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KinderCare Education,"['US', 'Colorado', 'Teller County', 'Westwood Lake']","Westwood Lake, Teller County",Adzuna::API::Response::Location,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category
-120.292578,5717103554,,https://www.adzuna.com/details/5717103554?utm_medium=api&utm_source=abfa41a4,"Renuity Brand Ambassador Starting wage: $22/hr with uncapped bonus Part-Time The home improvement industry is broken. Renuity is here to fix it. We’re on a mission to revolutionize home improvement, making it faster, easier, and stress-free to upgrade your home inside and out. Whether it’s a new bath, a custom closet, or exterior upgrades, we help people create homes they love – without the hassle. With expert teams in 36 states and counting, there’s probably a Renuity home in your neighborhood…",Brand Ambassador,part_time,1,95192.23,47.371421,95192.23,2026-05-02T09:21:07Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEwMzU1NCIsInMiOiJsajhkSURGRzhSR1dEZTdtWXVjQjJ3In0.fuC75ahd1-kLWEt9AAZKzNSwx1ze86h_o8AmyFwYHiM,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Renuity,"['US', 'Washington', 'Chelan County', 'Wenatchee Heights']","Wenatchee Heights, Chelan County",Adzuna::API::Response::Location,Sales Jobs,sales-jobs,Adzuna::API::Response::Category
