longitude,title,salary_max,salary_is_predicted,created,description,latitude,id,__CLASS__,salary_min,redirect_url,adref,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,contract_time,contract_type
-71.496166,"Travel Nurse RN - PCU - Progressive Care Unit - $2,337 per week",121524.0,0,2026-05-06T11:11:41Z,"ALOIS Healthcare is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Nashua, New Hampshire. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 06/01/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, flexible Employment Type: Travel Much of the work they do centers on assessing and tracking changes in patients' conditions and reporting this information to the doctor heading the treatment team. They also frequ…",42.72819,5720610037,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610037?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=58E2A6690165CF9874A324F722DD7E28488E2358,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAzNyIsInMiOiJ0SFpmZEdCSjhSR3JDYnJRNDY4ZzBnIn0.67Ql8blWap2ZJ4o-RjyqnKAUI7kZL4qhByS2Omoh4iY,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Nashua']","Nashua, Hillsborough County",Adzuna::API::Response::Company,ALOIS Healthcare,,
-89.865316,"Travel Nurse RN - Long Term Care (LTC) Long Term Care - $2,446 per week",127192.0,0,2026-05-06T11:11:41Z,"Care Career is seeking a travel nurse RN Long Term Care (LTC) Long Term Care for a travel nursing job in Port Edwards, Wisconsin. Job Description & Requirements Specialty: Long Term Care Discipline: RN Start Date: 06/01/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, nights Employment Type: Travel Long term care nurses specialize in the coordination of care of patients, performing nursing tasks particular to the elderly population, respond to changes in patient statues, and also provi…",44.349012,5720610048,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610048?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=C418C16D5504DE3791C59061976139F75C08B2FB,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEhaZmRHQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjEwMDQ4In0.j-5u3rQXh7ECTZnh3CqwvdLTpwO91KtRLAUIPRZ14ps,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Wood County', 'Port Edwards']","Port Edwards, Wood County",Adzuna::API::Response::Company,Care Career,,
-84.5,"Travel Nurse RN - ICU - Intensive Care Unit - $1,937 per week",100724.0,0,2026-05-06T11:11:41Z,"TNAA TotalMed RN is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Lexington, Kentucky. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/01/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel This position is looking to interview quickly! If this isn’t what you’re looking for please let me know, we have openings nationwide. Or Send referrals! Each one is worth $1,000! This pos…",38.05,5720610043,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610043?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=D2E1269A4B2DF17947B9A840510ED2102F792361,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEhaZmRHQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjEwMDQzIn0.Toj1zR9GBpqNjqqqTXqbg9ipPhzTIHyw-1xWw7zdGjM,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Fayette County', 'Lexington']","Lexington, Fayette County",Adzuna::API::Response::Company,TNAA TotalMed RN,,
-121.550191,"Travel Emergency Room Registered Nurse - $2,450 per week",127400.0,0,2026-05-06T11:11:41Z,"Assured Nursing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Tracy, California. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 06/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, evenings Employment Type: Travel Assured Nursing Job ID 36691497. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: R…",37.799956,5720610041,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610041?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=CF680B15F0B1AC86D8DFFEF439C293BCC16230B6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDA0MSIsInMiOiJ0SFpmZEdCSjhSR3JDYnJRNDY4ZzBnIn0.Jt0ofkyHB8dKFe09GfwSFjkQ8xCtlxOp7fOia9COL-c,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'San Joaquin County', 'Mountain House']","Mountain House, San Joaquin County",Adzuna::API::Response::Company,Assured Nursing,,
-111.674776,"Travel Nurse RN - CVICU - $2,008 per week",104416.0,0,2026-05-06T11:11:40Z,"Focus Staff is seeking a travel nurse RN CVICU for a travel nursing job in Mesa, Arizona. Job Description & Requirements Specialty: CVICU Discipline: RN Start Date: 05/26/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Focus Staff is seeking a CVICU Registered Nurse for a travel contract in Mesa, AZ. The ideal candidate will have at least 1 year of experience in a CVICU setting. Contract Length: 13 Weeks Start Date: 05/26/2026 Shift: 3x12 Days Benefits fo…",32.749147,5720610023,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610023?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=7B9A4DEEBC47E071342DCB899161320F9CC00A6B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAyMyIsInMiOiJ0SFpmZEdCSjhSR3JDYnJRNDY4ZzBnIn0.vsq3Ex3u0uu7teSiOa-iv9BZ1Q1gRHx0X39pyjIlkRU,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Arizona', 'Pinal County', 'Arizona City']","Arizona City, Pinal County",Adzuna::API::Response::Company,Focus Staff,,
-71.496166,"Travel Nurse RN - PCU - Progressive Care Unit - $2,328 per week",121056.0,0,2026-05-06T11:11:40Z,"LRS Healthcare - Travel Nursing is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Nashua, New Hampshire. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, flexible Employment Type: Travel LRS Healthcare - Travel Nursing Job ID 050526-AAAA. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. A…",42.72819,5720610030,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610030?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=6BB8F66A637B629692713472E5FF5BAA56FBF3E0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEhaZmRHQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjEwMDMwIn0.cjSJ--_McHSQfr-wJNqKqp2NMn7nlmEYTISwr-UO9lY,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Nashua']","Nashua, Hillsborough County",Adzuna::API::Response::Company,LRS Healthcare - Travel Nursing,,
-121.286702,"Travel Outpatient Physical Therapist - $2,382 per week",123864.0,0,2026-05-06T11:11:40Z,"Synergy Medical Staffing is seeking a travel Physical Therapist for a travel job in Stockton, California. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: 07/01/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Travel, PT - Rehab Location: Stockton, California Shift: 5x8 Days, 08:00:00-16:00:00, 8.00-5 Duration 13 Weeks When you join Synergy Medical Staffing, you’ll have a dedicated recruiter helping you at all tim…",37.957982,5720610028,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610028?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=8F680FB68B319495A131032B9D80958AD849E0AD,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEhaZmRHQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjEwMDI4In0.ICZFAo6IKAMDc0kjcGqjrfFB8V0E-nmQW2jtQXOcR0g,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'San Joaquin County', 'Stockton']","Stockton, San Joaquin County",Adzuna::API::Response::Company,Synergy Medical Staffing,,
-86.800823,"Travel Nurse RN - ICU - Intensive Care Unit - $2,007 per week",104364.0,0,2026-05-06T11:11:40Z,"MedSource LLC is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Homewood, Alabama. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel MedSource Travelers provides nationwide assignments and is currently seeking a qualified SICU RN. To apply, please submit your resume, completed skills checklist and 2-3 references from within the last 12 months. Al…",33.471773,5720610026,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610026?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=E9FB49958249B81B518406936DCA2961FF7E24BD,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAyNiIsInMiOiJ0SFpmZEdCSjhSR3JDYnJRNDY4ZzBnIn0.0VErMZR6MfTiKOvrRf28gkHJZO-rY66ZYIeaJkMjtUw,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Homewood']","Homewood, Jefferson County",Adzuna::API::Response::Company,MedSource LLC,,
-122.1696,"Travel Nurse RN - ICU - Intensive Care Unit - $2,447 per week",127244.0,0,2026-05-06T11:11:40Z,"Host Healthcare is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Stanford, California. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days, nights Employment Type: Travel Host Healthcare Job ID a1fVX000003HfQ1YAK. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Post…",37.41888,5720610031,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610031?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=97B02CC6D61894FCD83EBAFDCF7CF2A5D97B3283,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEhaZmRHQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjEwMDMxIn0.CfVJzPNK825Z9UxKDU_dgSIpmOMO0y3CNRzyKefOrUs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Stanford']","Stanford, Santa Clara County",Adzuna::API::Response::Company,Host Healthcare,,
-73.657002,"Travel MRI Technologist - $3,200 per week",166400.0,0,2026-05-06T11:11:39Z,"Prime Staffing is seeking a travel MRI Technologist for a travel job in Greenwich, Connecticut. Job Description & Requirements Specialty: MRI Technologist Discipline: Allied Health Professional Start Date: 06/08/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Job Title: MRI Technologist Location: Greenwich, CT Duration: 13 Weeks Start Date: 06/08/2026 Shift: Mid Shift (5x8 hours) | 01:30 PM – 10:00 PM Schedule: Monday–Friday with on-call Job Overview Perfo…",41.06156,5720610021,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610021?se=tHZfdGBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=011F0EF1AE19A755C89432E3E4B94ED926535BB3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAyMSIsInMiOiJ0SFpmZEdCSjhSR3JDYnJRNDY4ZzBnIn0.2HCIkZ13vSBJOCq12TuoW62fToMtbxWKp8PhuLjTNwM,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Glenville']","Glenville, Fairfield County",Adzuna::API::Response::Company,Prime Staffing,,
-86.780596,"Travel Medical-Surgical RN - $1,775 per week",92300.0,0,2026-05-06T11:11:39Z,"ARMStaffing is seeking a travel nurse RN Med Surg for a travel nursing job in Nashville, Tennessee. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 05/18/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Registered Nurse - Medical/Surgical Unit Location Nashville, TN Assignment Duration This is a 13-week contract position. Schedule 7:00PM - 7:00AM Job Description The Registered Nurse (RN) will provide high-quality patient car…",36.172489,5720610020,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610020?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=C03223F506BD95597D7C7E7141686D59BDFBD879,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibWlmdWUyQko4UkduZ3R3X2RNWVppQSIsImkiOiI1NzIwNjEwMDIwIn0.26VxPfk8aGfjHiKsGBAMcn287qm4M5JnHl1q-XnGPJw,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Nashville']","Nashville, Davidson County",Adzuna::API::Response::Company,ARMStaffing,,
-77.969283,"Travel Cardiac Cath Lab RN - $3,096 per week",160992.0,0,2026-05-06T11:11:39Z,"Nightingale Nurses is seeking a travel nurse RN Cardiac Cath Lab for a travel nursing job in Martinsburg, West Virginia. Job Description & Requirements Specialty: Cardiac Cath Lab Discipline: RN Start Date: 05/09/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel About Nightingale Nurses the first name in travel nursing You may not realize it, but as an RN with real world hospital experience, you are legendary. To the lives you’ve helped save, the patients y…",39.460281,5720610018,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610018?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=0164DF00087836D26ED802A8DD9DBDC0E149CB5B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibWlmdWUyQko4UkduZ3R3X2RNWVppQSIsImkiOiI1NzIwNjEwMDE4In0.vT8JTpR8dj-2PO2FYvylhJW0lRE2FV1q__5n5eBXJ-M,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Berkeley County', 'Martinsburg']","Martinsburg, Berkeley County",Adzuna::API::Response::Company,Nightingale Nurses,,
-81.63255,"Travel Nurse RN - Med Surg / Telemetry - $1,966 per week",102232.0,0,2026-05-06T11:11:39Z,"LanceSoft is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Gaffney, South Carolina. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Certs REQ: ACLS, BLS, NIH About LanceSoft Established in 2000, LanceSoft is a Certified MBE and Woman-Owned organization. Lancesoft Inc. is one of the highest rated companies in the industry. We have been recognized as one …",35.042228,5720610022,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610022?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=395D7B68E664E89962BFD88CC0912F66AF3B1BB7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAyMiIsInMiOiJtaWZ1ZTJCSjhSR25ndHdfZE1ZWmlBIn0.25mHAWHVK8PHraC5OC4k9iCpg9mFN20mL-otttZVCJY,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Cherokee County', 'Gaffney']","Gaffney, Cherokee County",Adzuna::API::Response::Company,LanceSoft,,
-103.659252,"Travel Special Procedures Technologist - $2,958 per week",153816.0,0,2026-05-06T11:11:38Z,"National Staffing Solutions-Surgical Services is seeking a travel Special Procedures Technologist for a travel job in Scottsbluff, Nebraska. Job Description & Requirements Specialty: Special Procedures Technologist Discipline: Allied Health Professional Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 10 hours Employment Type: Travel Daily Range of Responsibilities of the Interventional RAD Tech: •Responsible for educating and preparing patients for their examinations •Provide patie…",41.866986,5720610005,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610005?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=207F1318A07FD7CC5E68FF5A43678A24850D2A5E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibWlmdWUyQko4UkduZ3R3X2RNWVppQSIsImkiOiI1NzIwNjEwMDA1In0.eDn_HoRb16rFez08Yz2TueUByTsAEO2ZJdDsuRnKjkE,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Nebraska', 'Scotts Bluff County', 'Scottsbluff']","Scottsbluff, Scotts Bluff County",Adzuna::API::Response::Company,National Staffing Solutions-Surgical Services,,
-119.643185,"Travel Nurse RN - ED - Emergency Department - $3,209 per week",166868.0,0,2026-05-06T11:11:38Z,"LanceSoft is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Hanford, California. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 05/26/2026 Duration: 12 weeks 48 hours per week Shift: 12 hours, days Employment Type: Travel RN -ER Day Shift/36 or 48hrs. Must have minimum 3 years experience Must be Cerner trained. Registered Nurse (RN) licensure in the state of practice: Required AHA-BLS or ARC-BLS: Required AHA-ACLS …",36.329273,5720610016,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610016?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=04A12E2231F50FE27FD0AD7F0931989DA4875AAB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAxNiIsInMiOiJtaWZ1ZTJCSjhSR25ndHdfZE1ZWmlBIn0.0DUgv3Yj8FBDFrZjui1yUqz_AV1w-gryLbYwFtkzmuI,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'Kings County', 'Hanford']","Hanford, Kings County",Adzuna::API::Response::Company,LanceSoft,,
-83.380861,"Travel Skilled Nursing Facility Speech-Language Pathologist - $2,227 per week",115804.0,0,2026-05-06T11:11:38Z,"Jackson Therapy Partners is seeking a travel Skilled Nursing Facility (SNF) Speech Language Pathologist for a travel job in Westland, Michigan. Job Description & Requirements Specialty: Speech Language Pathologist Discipline: Therapy Start Date: 06/08/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Join as a travel Speech-Language Pathologist and provide skilled care to patients with communication and swallowing disorders in a skilled nursing facility in Westlan…",42.29952,5720610014,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610014?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=EEBDBA443F2E628C3EAEDF159785B0D2010A6E45,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAxNCIsInMiOiJtaWZ1ZTJCSjhSR25ndHdfZE1ZWmlBIn0.7nBhqWPSWqTJN2HhQ--AYIymD7a-7EQ7FGIdepYi2sQ,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Wayne']","Wayne, Wayne County",Adzuna::API::Response::Company,Jackson Therapy Partners,,
-112.18457,"Travel Nurse RN - ICU - Intensive Care Unit - $2,220 per week",115440.0,0,2026-05-06T11:11:37Z,"Cross Country Nurses is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Glendale, Arizona. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 05/25/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Job Description As an intensive care unit nurse (RN ICU), you will be monitoring patients with highly unstable, life-threatening conditions, to ensure they receive the best possible care.…",33.66055,5720609986,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720609986?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=2FF05BE84C9FB4559DE50C9ADE9C338F7C4690F8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwOTk4NiIsInMiOiJtaWZ1ZTJCSjhSR25ndHdfZE1ZWmlBIn0.hVeVoVJ6Ez_aXO1UO8zdiXuSYo_LAYP9ZwnqHzSJpHA,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Peoria']","Peoria, Maricopa County",Adzuna::API::Response::Company,Cross Country Nurses,,
-87.172789,"Travel Registered Respiratory Therapist (RRT) - $2,236 per week",116272.0,0,2026-05-06T11:11:37Z,"Care Career is seeking a travel Registered Respiratory Therapist for a travel job in Washington, Indiana. Job Description & Requirements Specialty: Registered Respiratory Therapist Discipline: Allied Health Professional Start Date: 05/25/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Care Career Job ID 36689267. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted j…",38.659215,5720610000,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610000?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=89DAC0336E70EA835CD695EC81CB09BA96EA400B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYxMDAwMCIsInMiOiJtaWZ1ZTJCSjhSR25ndHdfZE1ZWmlBIn0.AeG_-MwtX-ls4e6L77oZoKlTHMp5Pqn7mTOTKlfMxOQ,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Indiana', 'Daviess County', 'Washington']","Washington, Daviess County",Adzuna::API::Response::Company,Care Career,,
-85.77405,"Travel Nurse RN - ICU - Intensive Care Unit - $2,192 per week",113984.0,0,2026-05-06T11:11:37Z,"ADN Healthcare is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Louisville, Kentucky. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 05/31/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, evenings Employment Type: Travel Weekly rate listed is an estimate and can vary based on the applicant's home location, VMS Fees, and onboarding costs. Our Client is currently seeking ICU - Intensive Care Unit for posit…",38.24465,5720609995,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720609995?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=CD0A1CCB738EC5213E8B19AD8A8A3D4D0CC29108,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwOTk5NSIsInMiOiJtaWZ1ZTJCSjhSR25ndHdfZE1ZWmlBIn0.JTZiVg9wRKoBq-tltJmAU7BTujS14COO-nrX9pks6_A,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Jefferson County', 'Louisville']","Louisville, Jefferson County",Adzuna::API::Response::Company,ADN Healthcare,,
-73.200943,"Travel Nurse RN - CVOR - $3,242 per week",168584.0,0,2026-05-06T11:11:37Z,"Host Healthcare is seeking a travel nurse RN CVOR for a travel nursing job in Burlington, Vermont. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: 05/07/2026 Duration: 4 weeks 40 hours per week Shift: 12 hours, days, evenings Employment Type: Travel Host Healthcare Job ID a1fVX000003HdBJYA0. Pay package is based on 12 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN - CVOR About Host Healthc…",44.478158,5720609997,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720609997?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=785DF98B074E395F43B812112740DDBDDECD5943,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibWlmdWUyQko4UkduZ3R3X2RNWVppQSIsImkiOiI1NzIwNjA5OTk3In0.D_3kBFtVOo0K78qltbBjrkPTPGQTsEUeMV0pfM9_kg8,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'Winooski']","Winooski, Chittenden County",Adzuna::API::Response::Company,Host Healthcare,,
-89.41651,"Travel Trauma ICU Registered Nurse - $2,273 per week",118196.0,0,2026-05-06T11:11:37Z,"Nightingale Nurses is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Madison, Wisconsin. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel About Nightingale Nurses the first name in travel nursing You may not realize it, but as an RN with real world hospital experience, you are legendary. To the lives you’ve helped save, th…",43.0358,5720610003,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720610003?se=mifue2BJ8RGngtw_dMYZiA&utm_medium=api&utm_source=abfa41a4&v=BACAF5BAFC21AC4629EB9F33FD3DA02D2ADFB678,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibWlmdWUyQko4UkduZ3R3X2RNWVppQSIsImkiOiI1NzIwNjEwMDAzIn0.gWkJCI698yR3ELcJx2ekM5FrZdbfD3DVmCncGgQ0jPs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Dane County', 'Fitchburg']","Fitchburg, Dane County",Adzuna::API::Response::Company,Nightingale Nurses,,
