adref,longitude,title,__CLASS__,contract_time,salary_is_predicted,latitude,created,salary_min,description,salary_max,redirect_url,id,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.__CLASS__,category.tag,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUyOCIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.HOD3n3dehl9uVtgqSR_OFaEOTKmDWimqqRzIcC9Lzls,,"Program Manager 4 - Houston, TX",Adzuna::API::Response::Job,full_time,1,,2026-08-11T10:12:41Z,172249.75,"The Program Manager 4 is a senior program management role responsible for leading the execution of large, complex, or multiple concurrent ship design programs. Operating with full independence, this role manages and coordinates all activities of ship design programs related to new building, conversion, or repair projects to ensure that program goals are accomplished within the prescribed time frame and funding parameters. The Program Manager 4 has full accountability for program planning, resou…",172249.75,https://www.adzuna.com/details/5836774528?utm_medium=api&utm_source=abfa41a4,5836774528,Adzuna::API::Response::Company,S&B Houston,US,Adzuna::API::Response::Location,['US'],Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTI3In0.mWNavEHkGwLGLmv5cGRvXXOHqbNa-yHIzOAvN73aJbw,-72.93876,RN Navigator Oncology,Adzuna::API::Response::Job,,1,41.68098,2026-08-11T10:12:41Z,60312.04,"Location Detail: 435 Lewis Avenue-Midstate Med (10123) Shift Detail: Monday-Friday Work where every moment matters. Every day, almost 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network. The Hartford HealthCare Cancer Institute focuses on offering our cancer patients an unparalleled network of coordinated services– all under one roo…",60312.04,https://www.adzuna.com/land/ad/5836774527?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=0906A65F616CE58C846A1D547AFEDE992F89C5B3,5836774527,Adzuna::API::Response::Company,MidState Medical Center,"Bristol, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Bristol']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTIxIn0.eATiN7GbjAvxCdMBP9-_yTrHPxHM7bxRNWqc7_No-3o,-73.436953,Licensed Practical Nurse (LPN) - Urgent Care,Adzuna::API::Response::Job,,1,41.202404,2026-08-11T10:12:40Z,33774.35,"Location Detail: 192 Westport Ave Norwalk (10553) Shift Detail: 2-12 hour shifts, 1-6 hour (split), 8-hour every other weekend Be the Best at Getting Better . Join over 40,000 Hartford HealthCare colleagues who make a difference every day. What We Offer Career growth and movement opportunities within our network Robust Benefits Package Generous PTO to promote work/life balance Special Interest Groups Referral Bonus Program (top leader number of employee referrals in the industry) Wellness Progr…",33774.35,https://www.adzuna.com/land/ad/5836774521?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=3A67A6EE7F6CDF2700771BA87AA65424BD0ED3B4,5836774521,Adzuna::API::Response::Company,Hartford HealthCare Medical Group,"Wilton, Fairfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Wilton']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUyMiIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.adCIa-ThWcBd3vzmc5w0LAn4gmKIaYrOg4PTVLOE2mU,-75.047808,CDL-A Local Driver,Adzuna::API::Response::Job,,0,40.724923,2026-08-11T10:12:40Z,64000.0,"SYSTEM FREIGHT is seeking a CDL-A Local Driver based in Milford, NJ. In this role, you’ll handle regional, time-sensitive freight with daily or frequent home time. Responsibilities include safe and timely pickup and delivery, operating late-model equipment, completing logs and inspections, and following DOT and company safety standards. You’ll work with dedicated accounts, steady year-round freight, and a family-oriented team that values professionalism, reliability, and respect. Enjoy competit…",76000.0,https://www.adzuna.com/land/ad/5836774522?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=C05F0053F9F71152C6DAB2962C59802AD7DF28B6,5836774522,Adzuna::API::Response::Company,System Freight,"Asbury, Hunterdon County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Hunterdon County', 'Asbury']",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUxNyIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.zqhrqB6SU6hCowhRusN3A6rTacHZvuoK1dkRO9kPxLE,-72.342181,Nursing Professional Development Practitioner (RN) - Neonatal Intensive Care Unit,Adzuna::API::Response::Job,,1,41.561636,2026-08-11T10:12:39Z,147553.64,"Location Detail: 71 Haynes Street (10627) Work where every moment matters. Every day, over 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network as a Clinical Nurse Educator. The Greater Manchester Region has approximately 2,500 employees. It includes Manchester Memorial Hospital, a 249-bed community hospital, Rockville General, a cam…",147553.64,https://www.adzuna.com/land/ad/5836774517?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=91095E912DE5CD6DF0242214B497AE1D577CDA14,5836774517,Adzuna::API::Response::Company,Manchester Memorial Hospital,"Colchester, New London County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New London County', 'Colchester']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTE4In0.BA41MI0BrhCaOqF4AB7FgdQ2AOIBCUWpm7I5ZFXIxeY,-72.342181,Ultrasound Technologist - Radiology,Adzuna::API::Response::Job,,1,41.561636,2026-08-11T10:12:39Z,188234.88,"Location Detail: Backus Hospital (10309) *New Hires Eligible For Signing Bonus Up To $5,000 Work where every moment matters. Every day, more than 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network. Join us at Backus Hospital as we live our values every day. As part of Hartford HealthCare we create a better future for healthcare in …",188234.88,https://www.adzuna.com/land/ad/5836774518?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=9A56B71A1FD300A2C07914EC3B98AE0A946022B2,5836774518,Adzuna::API::Response::Company,Backus Hospital,"Colchester, New London County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New London County', 'Colchester']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTE1In0.sb4gtCbrEEcLWklDBqcYbgYzkJW8fFDiSFB8IjqdU0I,-77.093858,Senior IT Portfolio Manager - Clearance Required,Adzuna::API::Response::Job,full_time,1,38.884513,2026-08-11T10:12:38Z,166426.7,"LMI is seeking a skilled Senior IT Portfolio Manager to support the Army Headquarters, Department of the Army G-4 Enterprise Logistics and Supply Support (ELISS) program. This role will provide senior-level IT portfolio management, investment planning, budget alignment, and executive decision support for a portfolio of approximately 100 information technology systems. The successful candidate will lead the development and management of Organization Execution Plans (OEPs), support portfolio rati…",166426.7,https://www.adzuna.com/details/5836774515?utm_medium=api&utm_source=abfa41a4,5836774515,Adzuna::API::Response::Company,LMI,"Arlington, Arlington County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Arlington']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUxNiIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.WElI_-Ag6opx0fgNfJMex4z2ANrtusZsxWMfbocnh4o,-77.093858,PPBE and Centralized Programming Consultant - Clearance Required,Adzuna::API::Response::Job,full_time,1,38.884513,2026-08-11T10:12:38Z,95331.31,"LMI is seeking a skilled PPBE and Centralized Programming Consultant to support Army logistics resource management through planning, program analysis, financial management, resource integration, and executive decision support. Successfully demonstrate competency in project execution, client delivery, critical thinking, and relationship management while upholding the highest standard of ethical behavior. This position is part of the team supporting the Army HQDA G-4 ELISS program, delivering inn…",95331.31,https://www.adzuna.com/details/5836774516?utm_medium=api&utm_source=abfa41a4,5836774516,Adzuna::API::Response::Company,LMI,"Arlington, Arlington County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Arlington']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUxNCIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.9d27L0CK5UGyo4hvq8cGm62Y9GOnkfJOEU-NeBAcjQ0,,Senior Technical Program Integration/Technology Lead,Adzuna::API::Response::Job,full_time,1,,2026-08-11T10:12:38Z,156600.38,"LMI is seeking a Senior Technology Transition/ Program Integration Lead to support a federal program management office (PMO) charged with planning, acquiring, and managing the deployment and operation of technology and capabilities to keep our borders safe. We are seeking energetic self-starters who are focused on practical and efficient solutions delivered by an interdisciplinary, collaborative team. This position provides full-time support to the client’s program management office, located in…",156600.38,https://www.adzuna.com/details/5836774514?utm_medium=api&utm_source=abfa41a4,5836774514,Adzuna::API::Response::Company,LMI,"Washington, Washington, D.C.",Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']",Adzuna::API::Response::Category,it-jobs,IT Jobs,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUxMiIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.6YZcuuKaFbo0mAVv7pA-N8Gnt0zN0Zv2vTniSZxelus,-104.75578,"Position, Navigation, and Timing (PNT) / Navigation Warfare (NAVWAR) Analyst - Clearance Required",Adzuna::API::Response::Job,full_time,1,38.85431,2026-08-11T10:12:38Z,145034.72,"We are seeking a highly skilled PNT / NAVWAR Analyst to support the Space Warfighting Analysis Center (SWAC) in developing future force designs for Position, Navigation, and Timing capabilities. This is a high-impact analytical leadership role at the intersection of space systems, national security, and long-range investment planning. The selected candidate will lead analysis that shapes how the United States postures its PNT architecture more than a decade into the future, directly informing i…",145034.72,https://www.adzuna.com/details/5836774512?utm_medium=api&utm_source=abfa41a4,5836774512,Adzuna::API::Response::Company,LMI,"Colorado Springs, El Paso County",Adzuna::API::Response::Location,"['US', 'Colorado', 'El Paso County', 'Colorado Springs']",Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUxMSIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.rTq-Ln1q5kAN1OJhZlrUmcRLNbn0b4s0EynLRw6e7u4,,Medical Logistics Consultant - Clearance Required,Adzuna::API::Response::Job,full_time,1,,2026-08-11T10:12:38Z,112009.39,"LMI is seeking a skilled Senior Medical Logistics Consultant to support Army logistics medical logistics programs through strategic planning, operational analysis, enterprise coordination, program integration, and executive decision support. Successfully demonstrate competency in project execution, client delivery, critical thinking, and relationship management while upholding the highest standard of ethical behavior. This position is part of the team supporting the Army HQDA G-4 ELISS program,…",112009.39,https://www.adzuna.com/details/5836774511?utm_medium=api&utm_source=abfa41a4,5836774511,Adzuna::API::Response::Company,LMI,US,Adzuna::API::Response::Location,['US'],Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTA4In0.kRlHJzOUgJiDZu4izQY0zoP6JQJ35Kij9PsU2siC1aU,-97.38048,Central Market (Fort Worth) Beer & Wine Sales Rep - Full Time,Adzuna::API::Response::Job,full_time,1,32.74332,2026-08-11T10:12:37Z,39766.73,"Central Market is a specialty grocery that started in Austin, Texas in 1994, and has grown to multiple locations across the state. What makes Central Market one of the freshest markets in the country - Try a sumptuous selection of everything edible, for starters. We go straight to the source to bring you the finest food and drink the world has to offer. With hundreds of cheeses, thousands of wines, acres of produce, and aisles of experts, Central Market is a foodie’s wonderland. Our commitment …",39766.73,https://www.adzuna.com/details/5836774508?utm_medium=api&utm_source=abfa41a4,5836774508,Adzuna::API::Response::Company,"H-E-B, L.P.","Westover Hills, Tarrant County",Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Westover Hills']",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUwNyIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.8n3YkwcBmGf-fS1JV6CYHnAr5sCp84h4c0jlN0RXKMM,-90.43938,Associate - Center Clinical Director,Adzuna::API::Response::Job,,1,35.2698,2026-08-11T10:12:37Z,116694.93,"We’re unique. You should be, too. We’re changing lives every day. For both our patients and our team members. Are you innovative and entrepreneurial minded? Is your work ethic and ambition off the charts? Do you inspire others with your kindness and joy? We’re different than most primary care providers. We’re rapidly expanding and we need great people to join our team. The Associate Market Clinical Director will directly supervise, performance manage and train Clinical Directors within in his/h…",116694.93,https://www.adzuna.com/land/ad/5836774507?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=49636E0709F976B7349647CC8A8D7BDBFE6A96AF,5836774507,Adzuna::API::Response::Company,ChenMed,"Earle, Crittenden County",Adzuna::API::Response::Location,"['US', 'Arkansas', 'Crittenden County', 'Earle']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDUwMyIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.3q-RAoRziu-tbHi7GredfM97gBhjizp4sFw3iN-uWhw,-77.888796,CDL-A Driver,Adzuna::API::Response::Job,,0,42.847346,2026-08-11T10:12:36Z,66000.0,"System Freight, a family-oriented regional carrier, is hiring CDL-A Drivers in Batavia, NY. Drive dedicated, time-sensitive, high-volume regional freight across the Northeast and Mid-Atlantic. Enjoy consistent routes, home time, and a strong safety culture with modern, well-maintained equipment. Responsibilities include safe and timely pickup/delivery, accurate logs, and vehicle inspections. Work with a supportive dispatch team that values professionalism, reliability, and respect. Join an esta…",82000.0,https://www.adzuna.com/land/ad/5836774503?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=73EA527886BD6FBB233916197B41DCCE9FACC268,5836774503,Adzuna::API::Response::Company,System Freight,"Piffard, Livingston County",Adzuna::API::Response::Location,"['US', 'New York', 'Livingston County', 'Piffard']",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTA2In0.W130JGe38_6JQa9gfLvNKf6PukK-UJ01ur_5as0rXro,-72.663678,Graduate Nurse (GN) - Medical Telemetry/Stroke,Adzuna::API::Response::Job,,1,41.550903,2026-08-11T10:12:36Z,33687.78,"Location Detail: 435 Lewis Avenue-Midstate Med (10123) Shift Detail: Inpatient acute care Graduate Nurse; 1 year residency program; every 3rd weekend rotation; rotating holidays Watch this video to meet our nurses! Come join Hartford HealthCare and work where every moment matters! MidState Medical Center is actively hiring Registered Nurses (RN) for our Telemetry/Stroke Unit. At MidState Medical Center, we don’t just take great care of our patients; we take great care of our Telemetry/Stroke Un…",33687.78,https://www.adzuna.com/land/ad/5836774506?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=8B33E8D0986BBB1C82E2C53A1B99FBB3263E69A0,5836774506,Adzuna::API::Response::Company,MidState Medical Center,"Middletown, Middlesex County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Middlesex County', 'Middletown']",Adzuna::API::Response::Category,graduate-jobs,Graduate Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRIME1wQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2Nzc0NTA0In0.ny-mJg4HbHjpg6Lva-xRRAv4_soYsRTm2t-UKElnsuU,-72.398613,Womens Health Gyn - Nurse Practitoner (APRN) or Physician Assistant,Adzuna::API::Response::Job,,1,41.587117,2026-08-11T10:12:36Z,61003.49,"Location Detail: 80 Seymour Street (10008) Shift Detail: m-f 10 hour shifts covering surgeries Excellence, Safety, Caring, Integrity….What do you value? Join us at Hartford Hospital as we live our values every day. As part of Hartford HealthCare, we create a better future for healthcare in Connecticut and beyond. By embodying these values, we have become nationally respected for patient care and most trusted for personalized coordinated care. Come be part of something special Summary Provides q…",61003.49,https://www.adzuna.com/land/ad/5836774504?se=PtH0MpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=6A042C02D4B9E5EAAD0E6D15F572CC4A367AA3E7,5836774504,Adzuna::API::Response::Company,Hartford HealthCare Medical Group,"North Westchester, New London County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New London County', 'North Westchester']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDQ5NCIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.hBn7oxKpIAPyNsjpnmIqb6C64fK0J-yE4Wa4oe_UO7M,-117.44,"Travel Nurse RN - Labor & Delivery - $3,402 per week in Fontana, CA",Adzuna::API::Response::Job,full_time,0,34.06,2026-08-11T10:12:35Z,13608.0,"Registered Nurse (RN) | Labor & Delivery Location: Fontana, CA Agency: Cynet Health Pay: $3,402 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 12 Weeks Start Date: 8/31/2026 About the Position Job Title: Client Child Health RN - Labor & Delivery Profession: Client Child Health (MCH) Specialty: Labor & Delivery (LD) - Critical Need Duration: 12 Months Shift: 12 Hours Hours per Shift: 07:00 PM to 07:30 AM Experience: 1 year recent full-time equivalent experience. Five (…",13608.0,https://www.adzuna.com/details/5836774494?utm_medium=api&utm_source=abfa41a4,5836774494,Adzuna::API::Response::Company,Cynet Health,"Fontana, San Bernardino County",Adzuna::API::Response::Location,"['US', 'California', 'San Bernardino County', 'Fontana']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDQ5OSIsInMiOiJQdEgwTXBDVjhSR05FTzBTeERyN3ZRIn0.Cxia5lRK9viKMU4M2pDzvYjcnbAfOe1eVehaCKyvfgw,-117.44,"Travel Nurse RN - Labor & Delivery - $3,402 per week in Fontana, CA",Adzuna::API::Response::Job,full_time,0,34.06,2026-08-11T10:12:35Z,13608.0,"Registered Nurse (RN) | Labor & Delivery Location: Fontana, CA Agency: Cynet Health Pay: $3,402 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 12 Weeks Start Date: 8/31/2026 About the Position TravelNurseSource is working with Cynet Health to find a qualified Labor/Delivery RN in Fontana, California, 92335! Job Title: Client Child Health RN - Labor & Delivery Profession: Client Child Health (MCH) Specialty: Labor & Delivery (LD) - Critical Need Duration: 12 Months Shi…",13608.0,https://www.adzuna.com/details/5836774499?utm_medium=api&utm_source=abfa41a4,5836774499,Adzuna::API::Response::Company,TravelNurseSource,"Fontana, San Bernardino County",Adzuna::API::Response::Location,"['US', 'California', 'San Bernardino County', 'Fontana']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkk3cU01Q1Y4UkdRU29IWVA4WTVrQSIsImkiOiI1ODM2Nzc0NDc3In0._fXBvMZkGVGIot_-ef7kmFHDqUnqZc6sFprDY93cDGM,-72.342181,Registered Nurse (RN) - Nursing Float Pool,Adzuna::API::Response::Job,,1,41.561636,2026-08-11T10:12:33Z,44565.14,"Location Detail: 71 Haynes Street (10627) BONUS ELIGIBLE Work where every moment matters . Every day, more than 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network. The Greater Manchester Region has approximately 2,500 employees. It includes Manchester Memorial Hospital, a 249-bed community hospital, Rockville General, a campus of M…",44565.14,https://www.adzuna.com/land/ad/5836774477?se=RI7qM5CV8RGQSoHYP8Y5kA&utm_medium=api&utm_source=abfa41a4&v=6E80B122F60519299FEF7219353A38B88960AAF5,5836774477,Adzuna::API::Response::Company,Manchester Memorial Hospital,"Colchester, New London County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New London County', 'Colchester']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkk3cU01Q1Y4UkdRU29IWVA4WTVrQSIsImkiOiI1ODM2Nzc0NDc1In0.mzCRuOmKUKpiYS6UoQ-gzRLh3W8VXVLspItMzw9sF-o,-72.822869,Graduate Nurse (GN) - Medical Telemetry/Stroke,Adzuna::API::Response::Job,,1,41.536072,2026-08-11T10:12:32Z,45590.79,"Location Detail: 435 Lewis Avenue-Midstate Med (10123) Shift Detail: Inpatient acute care Graduate Nurse; 1 year residency program; every 3rd weekend rotation; rotating holidays Watch this video to meet our nurses! Come join Hartford HealthCare and work where every moment matters! MidState Medical Center is actively hiring Registered Nurses (RN) for our Telemetry/Stroke Unit. At MidState Medical Center, we don’t just take great care of our patients; we take great care of our Telemetry/Stroke Un…",45590.79,https://www.adzuna.com/land/ad/5836774475?se=RI7qM5CV8RGQSoHYP8Y5kA&utm_medium=api&utm_source=abfa41a4&v=B2548AB73E7C9A1B6E65B93E97063996C61E0392,5836774475,Adzuna::API::Response::Company,MidState Medical Center,"Yalesville, New Haven County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Yalesville']",Adzuna::API::Response::Category,graduate-jobs,Graduate Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDQ3NCIsInMiOiJSSTdxTTVDVjhSR1FTb0hZUDhZNWtBIn0.IMmETxg85eVN8okrl01PbBHgUb_ZRGhXxN8A7euzNvc,-71.85588,Ultrasound Technologist - Radiology,Adzuna::API::Response::Job,,1,41.79048,2026-08-11T10:12:32Z,195892.22,"Location Detail: Backus Hospital (10309) *New Hires Eligible For Signing Bonus Up To $5,000 Work where every moment matters. Every day, more than 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network. Join us at Backus Hospital as we live our values every day. As part of Hartford HealthCare we create a better future for healthcare in …",195892.22,https://www.adzuna.com/land/ad/5836774474?se=RI7qM5CV8RGQSoHYP8Y5kA&utm_medium=api&utm_source=abfa41a4&v=74FA8BE795B7CF3ACF9355126CEE4A8071EC07B5,5836774474,Adzuna::API::Response::Company,Backus Hospital,"South Killingly, Windham County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Windham County', 'South Killingly']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDQ3MSIsInMiOiJSSTdxTTVDVjhSR1FTb0hZUDhZNWtBIn0.fNIHByKntgqcD20g2Lhyvqzu_W8C9ymOfHCOq_uGaDk,-94.693575,Assistant Store Manager,Adzuna::API::Response::Job,,1,31.324459,2026-08-11T10:12:31Z,34265.31,"Your Opportunity: Assistant Store Manager TitleMax Lufkin, TX As an Assistant Store Manager (ASM), you’ll support our customers through real financial needs while gaining hands-on experience running a store. You’ll develop your leadership skills in real-time by driving account management, customer outreach, and risk management. It’s performance-driven, people-first, and packed with growth potential. If you’re ready to build your confidence, learn the business, and move up quickly with a Company…",34265.31,https://www.adzuna.com/land/ad/5836774471?se=RI7qM5CV8RGQSoHYP8Y5kA&utm_medium=api&utm_source=abfa41a4&v=7CC060CC664699490AF72A02B2113F78A4756214,5836774471,Adzuna::API::Response::Company,Community Choice Financial Family of Brands,"Lufkin, Angelina County",Adzuna::API::Response::Location,"['US', 'Texas', 'Angelina County', 'Lufkin']",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc3NDQ2MyIsInMiOiJSSTdxTTVDVjhSR1FTb0hZUDhZNWtBIn0.DZxfho1IawL7yEnD8zUgHaNwMpF2Xwbw1Wg0gGQTtwc,-77.49394,Cloud Integrated Infrastructure Engineer with Security Clearance,Adzuna::API::Response::Job,,1,37.58398,2026-08-11T10:12:30Z,100342.26,"Our Deloitte AI & Engineering team to transform technology platforms, drive innovation, and help make a significant impact on our clients' success. You'll work alongside talented professionals reimagining and reengineering operations and processes that are critical to businesses. Your contributions can help clients improve financial performance, accelerate new digital ventures, and fuel growth through innovation. Work You'll Do As a Project - Cloud Integrated Infrastructure Engineer III on the …",100342.26,https://www.adzuna.com/land/ad/5836774463?se=RI7qM5CV8RGQSoHYP8Y5kA&utm_medium=api&utm_source=abfa41a4&v=19E267D0881321942BC24EF4FB6FDD4B5881CF2A,5836774463,Adzuna::API::Response::Company,Deloitte,"Lakeside, Henrico County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Henrico County', 'Lakeside']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUkk3cU01Q1Y4UkdRU29IWVA4WTVrQSIsImkiOiI1ODM2Nzc0NDY0In0.XoxIXjWhjmTnWKWsvEUrMKcY9iMprktc5sQoNkAem4w,-73.0837,RN Navigator Oncology,Adzuna::API::Response::Job,,1,41.3815,2026-08-11T10:12:30Z,37309.18,"Location Detail: 435 Lewis Avenue-Midstate Med (10123) Shift Detail: Monday-Friday Work where every moment matters. Every day, almost 40,000 Hartford HealthCare colleagues come to work with one thing in common: Pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut’s most comprehensive healthcare network. The Hartford HealthCare Cancer Institute focuses on offering our cancer patients an unparalleled network of coordinated services– all under one roo…",37309.18,https://www.adzuna.com/land/ad/5836774464?se=RI7qM5CV8RGQSoHYP8Y5kA&utm_medium=api&utm_source=abfa41a4&v=2B714FD206C45A52348ECFFE3CE61D682E74DC79,5836774464,Adzuna::API::Response::Company,MidState Medical Center,"Seymour, New Haven County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Seymour']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
