__CLASS__,created,title,salary_is_predicted,latitude,id,description,salary_max,salary_min,redirect_url,longitude,adref,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,contract_type,contract_time
Adzuna::API::Response::Job,2026-04-30T10:32:02Z,Emergency Medical Technician I Opelika,1,32.683322,5714550830,"Summary EAMC MISSION At East Alabama Medical Center, our mission is high quality, compassionate health care, and that statement guides everything we do. We set high standards for customer service, quality, and keeping costs under control. POSITION SUMMARY The EMT I performs pre-hospital care in a holistic systematic way, produces quality patient care with optimal patient outcomes. Utilizes State of Alabama Protocols to deliver quality patient care. Incorporates data and information to improve p…",37435.74,37435.74,https://www.adzuna.com/details/5714550830?utm_medium=api&utm_source=abfa41a4,-85.403409,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwODMwIn0.ySzKsFeNjIX94YRfZX7i3VpIVSogOgscl6ULapEJY8s,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Alabama', 'Lee County', 'Opelika']","Opelika, Lee County",Adzuna::API::Response::Company,East Alabama Hospital,,full_time
Adzuna::API::Response::Job,2026-04-30T10:32:01Z,Meat Cutter and Wrapper,0,42.201746,5714550809,"Position Summary Why do people love shopping for fresh food at Sam’s Club? Our members tell us one of the biggest reasons is our hard-working and happy-to-help fresh food associates. Join our meat team and you won’t just cut meat, you’ll make important decisions about the quality, packaging, and display of our meat items for our members to eat and feed to their families. Your attention to detail and steady hand all work together to sell a quality product to our members. Work in our meat departm…",52000.0,35360.0,https://www.adzuna.com/details/5714550809?utm_medium=api&utm_source=abfa41a4,-83.621906,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDgwOSIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.3WXMKWFwm7_i873erDJct6ZdvCKxO1TSl8B3G1gWhr0,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Washtenaw County', 'Ypsilanti']","Ypsilanti, Washtenaw County",Adzuna::API::Response::Company,Walmart,,full_time
Adzuna::API::Response::Job,2026-04-30T10:32:00Z,(USA) Asset Protection Operations Coach,0,39.790757,5714550805,Position Summary What you'll do Drives sales by ensuring effective merchandise presentation for example accurate and competitive pricing proper signing inventory levelscleanliness of the area assessing economic trends and community needs overseeing the stocking and rotation of merchandise setting up cleaningand organizing product displays and securing fragile and highshrink merchandise Leads and develops teams effectively by teaching training and actively listening to associates touring stores …,80000.0,65000.0,https://www.adzuna.com/details/5714550805?utm_medium=api&utm_source=abfa41a4,-105.084969,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDgwNSIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0._Hcx2igGCE4syANppl5LQl65xsXZDdlfCNeYUA_Z36A,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,Adzuna::API::Response::Location,"['US', 'Colorado', 'Jefferson County', 'Arvada']","Arvada, Jefferson County",Adzuna::API::Response::Company,Walmart,,full_time
Adzuna::API::Response::Job,2026-04-30T10:32:00Z,Full-Time Customer Service Supervisor,0,,5714550803,"Role Specific Information Job Description Pay Range: $17.25 - $22.00 ​ About the Role In this role, you will be the expert in point of sale and customer services, providing direction and working alongside associates to deliver excellent customer service. You will teach, coach, develop and supervise associates while completing all service processes focused on consistent execution and operational efficiency. What You’ll Do Lead, coach and assist associates to deliver speed of service, execute com…",45760.0,35880.0,https://www.adzuna.com/details/5714550803?utm_medium=api&utm_source=abfa41a4,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDgwMyIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.GgJEiMkvFNQzgoNR3xN2KBL2usg79cRIoazrr7GLEOY,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,Adzuna::API::Response::Location,['US'],US,Adzuna::API::Response::Company,Kohls,,full_time
Adzuna::API::Response::Job,2026-04-30T10:32:00Z,RN Labor & Delivery,0,42.105218,5714550797,"Baystate Health, western Massachusetts’s premier healthcare provider, and home to Baystate Medical Center (BMC), a Magnet Hospital for Nursing Excellence is looking for a night Registered nurse to join our Labor and Delivery Unit! DEPARTMENT DESCRIPTION: Wesson Women’s and Infants is a labor, delivery, recovery, postpartum Unit. Our unit contains 38 patient rooms, three operating rooms and a PACU, three nurse’s stations, one newborn nursery, and our Welcome Center. We perform approximately 4,00…",112444.0,112444.0,https://www.adzuna.com/details/5714550797?utm_medium=api&utm_source=abfa41a4,-72.59294,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDc5NyIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.8Gny4Cewrl87ZqAWiip14ma5YEeFkybFDoFFKe1hjRo,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Springfield']","Springfield, Hampden County",Adzuna::API::Response::Company,Baystate Health,,part_time
Adzuna::API::Response::Job,2026-04-30T10:31:59Z,Instructional Assistant Tier 4 EBC 4.221.195.05,1,,5714550775,"Position Type: Support Staff/ Instructional Assistant Tier 4 Date Posted: 10/24/2024 Location: Franklin Central Junior High School Thank you for your interest in the Instructional Assistant position at FTCSC. Please take a moment to review the attached job description and starting pay details for the Instructional Assistant position. Upon submitting your application, you will receive an invitation to complete a digital interview. If you have a preference for a specific building or type of Instr…",35929.4,35929.4,https://www.adzuna.com/details/5714550775?utm_medium=api&utm_source=abfa41a4,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwNzc1In0.KVw-juGZfU1XK4iJnqrAmv1qF4IQmd6Ezv1ej8oqfzk,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Adzuna::API::Response::Location,['US'],US,Adzuna::API::Response::Company,Franklin Township Community School Corporation,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:57Z,Outside Sales Representative,1,38.41421,5714550735,"Winchester, Virginia Outside Sales Representative Uline, a name millions of businesses across North America know and trust, is looking for an experienced Outside Sales Representative to build our growing Winchester, Virginia market. Your role on our Sales team is to help businesses from every industry discover quality products with speed and service you’ll be proud to deliver. Why Sales at Uline? “CEO” of Your Territory - Identify growth opportunities within your markets. Meet with existing cus…",71365.07,71365.07,https://www.adzuna.com/details/5714550735?utm_medium=api&utm_source=abfa41a4,-78.892628,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDczNSIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.vj40MXsK7tBE3dtr6nCDIaholzs5LO9BZwqavzoZxgs,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Location,"['US', 'Virginia', 'Harrisonburg City', 'Harrisonburg']","Harrisonburg, Harrisonburg City",Adzuna::API::Response::Company,Uline,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:56Z,Water Restoration Technician,0,35.819993,5714550712,"""Your customer doesn't care how much you know until they know how much you care"" Founded in 1976, and based out of Alexandria, VA, Michael and Son Services, Inc. is the premier provider of Electrical, Plumbing, HVAC, and Water Restoration services in Maryland, Virginia, and the Carolinas. Do you have a strong desire to succeed and value professional growth? Are you looking for an employer who values high-quality work? If so, you've come to the right place, WE are looking for YOU! We're looking …",36400.0,35360.0,https://www.adzuna.com/details/5714550712?utm_medium=api&utm_source=abfa41a4,-78.578446,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwNzEyIn0.6pBCdMapm3XyMSfkNUpRp_ik9TcISgMbbDtM9yXjO84,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Brentwood']","Brentwood, Wake County",Adzuna::API::Response::Company,Michael and Son Restoration,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:55Z,Service Advisor,1,33.019205,5714550683,"Large Toyota Dealership in the DFW metroplex is looking to hire a Service Advisor. Great benefits available plus 401k with a match. If you are interested in this great opportunity, please click to apply! Job Description-Service Advisor Position Summary The Service Advisor sells and schedules needed service work in the service department. Please apply!",60290.36,60290.36,https://www.adzuna.com/details/5714550683?utm_medium=api&utm_source=abfa41a4,-97.006475,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDY4MyIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.xVwXSao7jmJwTdZqGZs3EP54r0GvT8AHZY0xZ156jDI,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Coppell']","Coppell, Dallas",Adzuna::API::Response::Company,RML Auto,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:53Z,(USA) Part-Time Pharmacy Tech Certified Sam's,0,39.62895,5714550646,Position Summary What you'll do Provides Member service by acknowledging the Member identifying their needs assisting with purchasing decisions locating merchandise resolving issues and concerns and promoting the Companys products and servicesOperates hardware such as cash registers or related equipment processes member purchases and assists in payments returns refunds and exchanges using appropriate procedures for different membership and payment typesProvides Pharmacy products and services to…,62400.0,45760.0,https://www.adzuna.com/details/5714550646?utm_medium=api&utm_source=abfa41a4,-77.7155,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwNjQ2In0.yF3AzpNbdzB3iKdxPlPosZYtCBxBpX4RHpjAmLKatKk,Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', 'Washington County', 'Hagerstown']","Hagerstown, Washington County",Adzuna::API::Response::Company,Walmart,,part_time
Adzuna::API::Response::Job,2026-04-30T10:31:53Z,RN - Er,1,21.962725,5714550650,"MedSource Travelers provides assignments nationwide and is currently seeking a qualified RN - ER with 2 years experience for a travel assignment in Waimea, Hawaii. Please have resume, skills checklist, 2-3 references within the last 12 months. Contact us today about job details. The benefits of MedSource Travelers include, Weekly Pay Holiday Pay Continuing Education Referral Bonus Medical Benefits Dental Benefits Vision Benefits Let's get started!",69288.04,69288.04,https://www.adzuna.com/details/5714550650?utm_medium=api&utm_source=abfa41a4,-159.671072,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwNjUwIn0.nA4Lxw73eFlpdThNZ59NLKQ2XhMFEBhtt4-cv8hlp1M,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Hawaii', 'Kauaʻi County', 'Waimea']","Waimea, Kauaʻi County",Adzuna::API::Response::Company,West Kauai Medical Center,,
Adzuna::API::Response::Job,2026-04-30T10:31:52Z,Corporate Security Operations Manager,0,,5714550609," Join the Future of Commerce with Whatnot! Whatnot is the largest livestream shopping platform in North America and Europe to buy, sell, and discover the things you love. Whether it's trading cards, fashion, electronics, or live plants, our sellers are building real businesses across hundreds of categories. We're building live commerce at a scale that's never been done in the West, and there's no playbook to copy. The people here are shaping how an entirely new industry develops. As a remote co…",205000.0,174000.0,https://www.adzuna.com/details/5714550609?utm_medium=api&utm_source=abfa41a4,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDYwOSIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.ilijeMXyhJYgvw3r4Lf8wM7exAHAcN0XbtcFL4SXhb8,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Los Angeles']","Los Angeles, Los Angeles County",Adzuna::API::Response::Company,Whatnot,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:48Z,Automotive Technician Entry Level,1,27.548878,5714550560,"Full-time Description Our Commitment To You: Competitive wages Medical insurance plan 401k retirement A professional and respectful work environment Paid vacation/holidays Employee vehicle purchase program Responsibilities (include but are not limited to): Assist technician mechanics in performing technical activities. Inspect, diagnose and repair to specifications – vehicle automotive systems including engine, transmission, brake and hydraulic, exhaust, primary and/or advanced fuel ignition an…",45729.82,45729.82,https://www.adzuna.com/details/5714550560?utm_medium=api&utm_source=abfa41a4,-99.491162,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwNTYwIn0.0GooSPJ9fjBQud3HJ74ZLwjoowyiyoVP7bp6z1wawyg,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Webb County', 'Laredo']","Laredo, Webb County",Adzuna::API::Response::Company,Sames Motor Company,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:45Z,Speech Language Pathologist (SLP) FT,1,32.220696,5714550533,"$5000.00 Sign On Bonus! Fun In-House Therapy Team! Stephenville Nursing & Rehabilitation is currently seeking Speech Language Pathologist to join its in-house therapy team. We seek an SLP who is innovative, positive, and team oriented. Part of Gemini Healthcare, Stephenville Nursing & Rehab is a long-term care and post-acute rehab facility located between Ft. Worth and Abilene. We see a wide range of conditions and offer opportunity for you to create and implement speech therapy programs that w…",77856.14,77856.14,https://www.adzuna.com/details/5714550533?utm_medium=api&utm_source=abfa41a4,-98.202263,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDUzMyIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.6yuJZm9kDbGOrTCTDD8Bo5DZ8GYoABmPG8EGrKBcclU,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Erath County', 'Stephenville']","Stephenville, Erath County",Adzuna::API::Response::Company,Vital Therapy,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:39Z,Audit Manager - Real Estate,0,33.755711,5714550440,"Overview Baker Tilly is a leading advisory, tax and assurance firm, providing clients with a genuine coast-to-coast and global advantage in major regions of the U.S. and in many of the world’s leading financial centers – New York, London, San Francisco, Los Angeles, Chicago and Boston. Baker Tilly Advisory Group, LP and Baker Tilly US, LLP (Baker Tilly) provide professional services through an alternative practice structure in accordance with the AICPA Code of Professional Conduct and applicabl…",139690.0,101300.0,https://www.adzuna.com/details/5714550440?utm_medium=api&utm_source=abfa41a4,-84.388372,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDQ0MCIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.74vQ1L6I_9DjsL48p8zbmUzzqU_L-66zFNxXLczKtx0,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Atlanta']","Atlanta, Fulton County",Adzuna::API::Response::Company,Baker Tilly,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:33Z,Gym Assistant,1,42.33837,5714550381,"Position Title: Gymnasium Assistant Location: Dexter Wellness Center Type: Part-Time Summary: Join our team of full time and part time staff at Dexter Wellness Center. Our facility is managed by Power Wellness Management, a company that specializes in managing state-of-the-art medically integrated health and fitness centers. Power Wellness is a medical fitness industry pioneer who improves the lives of clients with a unique and customized approach to medical fitness center development and manag…",37549.02,37549.02,https://www.adzuna.com/details/5714550381?utm_medium=api&utm_source=abfa41a4,-83.888555,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDM4MSIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.sfU9rZezkbR0QcYhncNpsRKzfV81FO754YdF1WSBtXg,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Washtenaw County', 'Dexter']","Dexter, Washtenaw County",Adzuna::API::Response::Company,Power Wellness,contract,part_time
Adzuna::API::Response::Job,2026-04-30T10:31:28Z,Radiology Technologist - Multiple Locations Hiring,1,41.794295,5714550337,"Overview At Midwest Express Clinic, we believe the most important things in life should be done with heart, and to us, nothing is more important than your health. We are the “Best in the Midwest” when it comes to your health care needs.We are family-owned, and one of the fastest growing urgent care chains in the Midwest, with 30 locations between the Chicagoland and Northwest Indiana area since our doors opened in 2012. We are currently looking for an X-Ray Technologists to join our team! Respo…",49766.48,49766.48,https://www.adzuna.com/details/5714550337?utm_medium=api&utm_source=abfa41a4,-87.590701,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwMzM3In0.HjBE3JkGrKC3Y04YSoKE-DqQyQANNGd6bd3kfGEWXJE,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'Hyde Park']","Hyde Park, Chicago",Adzuna::API::Response::Company,Midwest Express Clinic,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:27Z,Global Trade Compliance Advisor,1,30.114354,5714550322,"About us At ExxonMobil, our vision is to lead in energy innovations that advance modern living and while reducing emissions. As one of the world’s largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for. The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize o…",87488.11,87488.11,https://www.adzuna.com/details/5714550322?utm_medium=api&utm_source=abfa41a4,-95.51414,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDMyMiIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.frZdXmqfE5tCHHa68ll1HMubmrjkm_fU9mWbf3jL4Wo,Adzuna::API::Response::Category,other-general-jobs,Other/General Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Montgomery County', 'Panther Creek']","Panther Creek, Montgomery County",Adzuna::API::Response::Company,Exxon Mobil,,
Adzuna::API::Response::Job,2026-04-30T10:31:22Z,Allied - Cath Lab Tech,1,28.307805,5714550297,Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pipes' 2023 Best Travel Agencies and named a 2022 Top Rated Healthcare Staffing Firm & 2023 First Half Top Rated Healthcare Staffing Firm by Great Recruiters. Please note that pay rate may differ for locally based candidates. Please apply here or contact a recruiter directly to learn mor…,75413.78,75413.78,https://www.adzuna.com/details/5714550297?utm_medium=api&utm_source=abfa41a4,-81.421292,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwMjk3In0.a47Gtl3ODpRHfoWXi77C2TKZTl8RIPEVvJC2vo5Pb4M,Adzuna::API::Response::Category,hr-jobs,HR & Recruitment Jobs,Adzuna::API::Response::Location,"['US', 'Florida', 'Osceola County', 'Kissimmee']","Kissimmee, Osceola County",Adzuna::API::Response::Company,HCA Florida Osceola Hospital,,part_time
Adzuna::API::Response::Job,2026-04-30T10:31:22Z,Behavior Technician Work with Kids,0,45.0427,5714550299,"Are you seeking a rewarding career and the opportunity to make a difference? At Caravel Autism Health, we are committed to making a significant impact on the lives of children on the autism spectrum, one child at a time. What Caravel Offers you: Sign-On Bonus $1,000 Get your RBT coursework paid for by us and earn $17.50 to $19.00 an hour Obtained your RBT? Start at $ 18 for RBT 1 with potential to move up to $24.50 with progressions into Advanced ARBT At Caravel we provide competitive wages wit…",39520.0,36400.0,https://www.adzuna.com/details/5714550299?utm_medium=api&utm_source=abfa41a4,-93.48822,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwMjk5In0.0oQg9XBG9-CwO-2Et5Nj-Y1zJAuRICuMq0CMBpLn4MA,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Hamel']","Hamel, Hennepin County",Adzuna::API::Response::Company,Caravel Autism Health,,full_time
Adzuna::API::Response::Job,2026-04-30T10:31:10Z,Allied - Physical Therapist,1,33.570013,5714550268,"NTG is committed to matching you to the right position and we pride ourselves on our commitment to our travelers. This includes offering exceptional pay packages along with these great benefits: Medical, dental, and vision insurance Required Licensure, certifications, and CEU reimbursements Competitive 401K plan Great referral program Contact NTG for more information on this opportunity, compensation options, additional locations, and more!",43362.69,43362.69,https://www.adzuna.com/details/5714550268?utm_medium=api&utm_source=abfa41a4,-101.894427,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicm9uRHhhZEU4UkdvOV9kU05yQUdiZyIsImkiOiI1NzE0NTUwMjY4In0.IFOVOqZTNoZo3o8Hrm4E3IRM5gYRFOL8Q0Bznu3zgLQ,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Lubbock County', 'Lubbock']","Lubbock, Lubbock County",Adzuna::API::Response::Company,Covenant Medical Center,,
Adzuna::API::Response::Job,2026-04-30T10:31:04Z,Baker and Packager Associate,0,32.746598,5714550251,"Position Summary Do you have a knack for helping people, following recipes and organization? Our Bakery/Packager associates prepare fresh baked items daily for our members through follow recipes and wrapping, labeling, and storing merchandise to ensure our members have the freshest items available to take home to their families. There are times when you will juggle several tasks in a short amount of time while helping members with their bakery orders. It’s hard work, but our bakery team finds i…",52000.0,35360.0,https://www.adzuna.com/details/5714550251?utm_medium=api&utm_source=abfa41a4,-97.329199,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDI1MSIsInMiOiJyb25EeGFkRThSR285X2RTTnJBR2JnIn0.oGjiago-HvpNv-7Ye2ukFcSUzQ8DlKejIAihcm9pLjw,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Fort Worth']","Fort Worth, Tarrant County",Adzuna::API::Response::Company,Walmart,,full_time
Adzuna::API::Response::Job,2026-04-30T10:30:17Z,Enrollment Advisor,0,40.858155,5714550146,"Training Tomorrow's Technicians to Become Skilled, Employable and Essential. About Us - Big Changes, Better Benefits - Join us today! The Aviation Institute of Maintenance (AIM) , established in 1969, is a premier institution dedicated to advancing the field of aviation maintenance through exceptional education and training. With 15 campuses nationwide, AIM is a cornerstone in the aviation industry, accounting for 20% of all students attending FAA-certified Airframe & Powerplant (A&P) schools a…",58240.0,52000.0,https://www.adzuna.com/details/5714550146?utm_medium=api&utm_source=abfa41a4,-74.080697,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1MDE0NiIsInMiOiJVUHlqeHFkRThSR1BXb0s1dWRTQVdBIn0.VzuLuJ5ZTcTHk89WA3mKsEp8RATI3RdJC9a8ZRbTicc,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Bergen County', 'Hasbrouck Heights']","Hasbrouck Heights, Bergen County",Adzuna::API::Response::Company,Aviation Institute of Maintenance,,
Adzuna::API::Response::Job,2026-04-30T10:30:12Z,Senior Mortgage Lender,1,40.042094,5714550135,"Position Purpose: The Senior Mortgage Lender originates first mortgage loans, promotes the Bank and its lending services to the real estate community referral partners, and helps to identify and serve the community’s financial needs. Demonstrates Civista Bank’s mission to improve the financial lives of our employees and shareholders to make a difference in the communities that we serve. We are looking for mortgage professionals currently working in the field. Key Accountabilities, Responsibilit…",93332.08,93332.08,https://www.adzuna.com/details/5714550135?utm_medium=api&utm_source=abfa41a4,-82.877499,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVVB5anhxZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTUwMTM1In0.Vt0dLnM0maoOcsUWDTilg6TqrU3PfrOOxDM1inxpIFo,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Gahanna']","Gahanna, Franklin County",Adzuna::API::Response::Company,Civista Bank,,
Adzuna::API::Response::Job,2026-04-30T10:30:02Z,CDL Driver,0,41.807055,5714550107,"Summary: Drives assigned company vehicles primarily to deliver lumber and building materials to customers. Essential Duties and Responsibilities to include but not limited to: Assists in the loading and tie down of materials to be delivered. Checks loads to be delivered against the invoice to ensure product, sizes and quantities are correct prior to leaving the yard. Will unload the product at the customer’s site location manually or with the assistance of a fork truck or helper. Unloads and ve…",52000.0,47840.0,https://www.adzuna.com/details/5714550107?utm_medium=api&utm_source=abfa41a4,-73.795377,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVVB5anhxZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTUwMTA3In0.dfWpr8gOnAmEiIk2EJQD2Ter5hD0gmQpqbIyXd-3hxU,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Location,"['US', 'New York', 'Dutchess County', 'Pleasant Valley']","Pleasant Valley, Dutchess County",Adzuna::API::Response::Company,Williams Lumber,,full_time
Adzuna::API::Response::Job,2026-04-30T10:29:54Z,Baker and Packager Associate,0,32.791896,5714550103,"Position Summary Do you have a knack for helping people, following recipes and organization? Our Bakery/Packager associates prepare fresh baked items daily for our members through follow recipes and wrapping, labeling, and storing merchandise to ensure our members have the freshest items available to take home to their families. There are times when you will juggle several tasks in a short amount of time while helping members with their bakery orders. It’s hard work, but our bakery team finds i…",52000.0,35360.0,https://www.adzuna.com/details/5714550103?utm_medium=api&utm_source=abfa41a4,-83.602912,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVVB5anhxZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTUwMTAzIn0.Y-B4T31PuRsCZESbh-exoziPzF78oNE57LDObEzlC7U,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Bibb County', 'Macon']","Macon, Bibb County",Adzuna::API::Response::Company,Walmart,,full_time
Adzuna::API::Response::Job,2026-04-30T10:29:50Z,Construction Engineer I,1,36.756999,5714550084,"Join our team! Our mission is BUILDING COMMUNITIES. IMPROVING LIVES. With a history spanning over 110 years, HR Green has consistently delivered on this mission, establishing ourselves as a trusted partner for our colleagues, clients, and communities alike. Each day, we work to find solutions that inspire our employees and fit our clients' needs to build trust to exceed their expectations. As a leading player in the industry, we're proud to be ranked No. 168 on Engineering News-Record's Top 500…",81352.52,81352.52,https://www.adzuna.com/details/5714550084?utm_medium=api&utm_source=abfa41a4,-90.392888,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVVB5anhxZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTUwMDg0In0.1M4rrTq4s_nQ9skX0r_-q5gnIktsu6jvHXAvZAFtNHU,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"['US', 'Missouri', 'Butler County', 'Poplar Bluff']","Poplar Bluff, Butler County",Adzuna::API::Response::Company,Hr Green,,full_time
