description,__CLASS__,created,salary_min,id,redirect_url,salary_is_predicted,longitude,salary_max,latitude,contract_time,adref,title,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_type
"Job Description Job Description Are you wanting a SET SCHEDULE?! ProLogistix is hiring 2nd Shift General Labor for facility located in Hebron, KY Earn $200 for EVERY referral! Monday-Friday 2pm-10:15pm $16/hr. NO EXPERIENCE NEEDED! Located in Hebron, KY Join Our Team and Receive AWESOME Benefits: Weekly pay (direct deposit available) Free online education Unlimited referral bonuses Job Details: Will label boxes/bottles for up to 8 hour days. Pack boxes with product. Performs repetitive movement…",Adzuna::API::Response::Job,2026-08-19T09:33:43Z,42278.78,5848143625,https://www.adzuna.com/land/ad/5848143625?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=6EE2C0812E7B39807AE6EA07C2EDB741688E8AAD,1,-92.222646,42278.78,33.814549,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzYyNSIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.3Ho3Y6EvUQ_0SVExzKO2ektdujzrwcVZvOSjB34kHSM,General Labor 2nd Shift,Adzuna::API::Response::Location,"Hebron, Cleveland County","['US', 'Arkansas', 'Cleveland County', 'Hebron']",manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,ProLogistix,
"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,200 Available Top 20% of our OTR Drivers earn $1,725 Weekly Earn $83,200 per year on average. Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the r…",Adzuna::API::Response::Job,2026-08-19T09:33:39Z,62400.0,5848143572,https://www.adzuna.com/land/ad/5848143572?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=4D68AF34BB786CB03CCF416E63DCB77FF91DD919,0,-106.758731,89960.0,32.301903,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzU3MiIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.x6ilAjeV8FUtrRrCwtJ2LyOin9GIaaJM0kZ9n3yxR9g,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.2k - $1.73k per week - U.S. Xpress - OTR,Adzuna::API::Response::Location,"Las Cruces, Doña Ana County","['US', 'New Mexico', 'Doña Ana County', 'Las Cruces']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - OTR,
"Opportunities with Genoa Healthcare. A career with Genoa Healthcare means you're part of a collaborative effort to serve behavioral health and addiction treatment communities. We do more than just provide medicine: we change lives for the better. People with serious mental or chronic illness - and those who care for them - have moving stories, and at Genoa we become their voice, their partner. Working as part of a coordinated care team, we partner with community-based providers and others to en…",Adzuna::API::Response::Job,2026-08-19T09:33:36Z,130560.94,5848143539,https://www.adzuna.com/land/ad/5848143539?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=011DDA140524F0000B72C065C5788E4DA97A4727,1,-73.648256,130560.94,43.312162,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzUzOSIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.O0bCB72TAEcBdWePweGbtZCEY9pKPSwdSish2rg9SX8,Float Pharmacist - Community - Upstate New York,Adzuna::API::Response::Location,"Glens Falls, Warren County","['US', 'New York', 'Warren County', 'Glens Falls']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,UnitedHealth Group,
"CDL-A TRUCK DRIVERS: GET HIGHER PAY 54 - 60 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average. Now with $2,000 Sign On Bonus! Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,565 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with …",Adzuna::API::Response::Job,2026-08-19T09:33:36Z,0.0,5848143536,https://www.adzuna.com/land/ad/5848143536?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=20699B3B9C9AAD3AE062A7D45059962E3E9D79C2,0,-90.7824,81640.0,29.60736,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzNTM2In0.us2FhEEj4UZz-G7_4E8_QO_p4AVC8BQn3Xn11XsoeZ4,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.57k per week - U.S. Xpress - OTR,Adzuna::API::Response::Location,"Bayou Blue, Terrebonne Parish","['US', 'Louisiana', 'Terrebonne Parish', 'Bayou Blue']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - OTR,
"Opportunities with Genoa Healthcare. -A career with Genoa Healthcare means you're part of a collaborative effort to serve behavioral health and addiction treatment communities. We do more than just provide medicine: we change lives for the better. People with serious mental or chronic illness - and those who care for them - have moving stories, and at Genoa we become their voice, their partner. Working as part of a coordinated care team, we partner with community-based providers and others to e…",Adzuna::API::Response::Job,2026-08-19T09:33:36Z,94897.19,5848143537,https://www.adzuna.com/land/ad/5848143537?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=73C9CD02451C43C7C86D39516A1C81AF93D7EBA8,1,-134.540009,94897.19,58.364369,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzNTM3In0.TuAsH6eXmdACCA9MpE4zjeezwTnugTW0zh4eNTWisLM,Pharmacy Manager - Community,Adzuna::API::Response::Location,"Auke Bay, Juneau","['US', 'Alaska', 'Juneau', 'Auke Bay']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,UnitedHealth Group,
"Opportunities with Genoa Healthcare. A career with Genoa Healthcare means you're part of a collaborative effort to serve behavioral health and addiction treatment communities. We do more than just provide medicine: we change lives for the better. People with serious mental or chronic illness - and those who care for them - have moving stories, and at Genoa we become their voice, their partner. Working as part of a coordinated care team, we partner with community-based providers and others to en…",Adzuna::API::Response::Job,2026-08-19T09:33:36Z,107344.59,5848143540,https://www.adzuna.com/land/ad/5848143540?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=D80BBB555D338FA7ED56397C5299DE032B93D395,1,-73.665877,107344.59,42.729095,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzNTQwIn0.YCS-CqiESntS_n6qMsqP0DkNnVWmiPnHtRmecYjc8ww,Float Pharmacist - Community - Upstate New York,Adzuna::API::Response::Location,"Sycaway, Rensselaer County","['US', 'New York', 'Rensselaer County', 'Sycaway']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,UnitedHealth Group,
"Opportunities with Genoa Healthcare. -A career with Genoa Healthcare means you're part of a collaborative effort to serve behavioral health and addiction treatment communities. We do more than just provide medicine: we change lives for the better. People with serious mental or chronic illness - and those who care for them - have moving stories, and at Genoa we become their voice, their partner. Working as part of a coordinated care team, we partner with community-based providers and others to e…",Adzuna::API::Response::Job,2026-08-19T09:33:36Z,96726.05,5848143541,https://www.adzuna.com/land/ad/5848143541?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=949F0C54BCAFEF671CF10BB1664B171E1D0DC91D,1,-123.384463,96726.05,48.098848,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzU0MSIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.Sqj5yV81LKQ7wGktQNAYz7V_9Gy0zST4DGwgE4nEMUA,Pharmacy Manager - Community,Adzuna::API::Response::Location,"Mount Pleasant, Clallam County","['US', 'Washington', 'Clallam County', 'Mount Pleasant']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,UnitedHealth Group,
"CDL-A TRUCK DRIVERS: GET HIGHER PAY 54 - 60 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average. Now with $2,000 Sign On Bonus! Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,565 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with …",Adzuna::API::Response::Job,2026-08-19T09:33:35Z,0.0,5848143527,https://www.adzuna.com/land/ad/5848143527?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=4514489C4C3E45A1A979E1F7EA3C83003DE08DE5,0,-91.047058,81640.0,30.543031,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzUyNyIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.lOBAJ5wi4ks0PPmsfrv8GZ1GI_q-fB8gGiDu0gGWMZE,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.57k per week - U.S. Xpress - OTR,Adzuna::API::Response::Location,"Central, East Baton Rouge Parish","['US', 'Louisiana', 'East Baton Rouge Parish', 'Central']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - OTR,
"Job Description Job Description Job Title: Project Manager – Heavy Civil and Site Development Job Description This role leads heavy civil and site development projects in the Charlottesville area, overseeing the full project lifecycle from preconstruction and budgeting through execution and closeout. The Project Manager ensures that projects are delivered safely, on schedule, and within budget while coordinating multiple stakeholders and maintaining high standards of quality. This position focu…",Adzuna::API::Response::Job,2026-08-19T09:33:34Z,107381.04,5848143503,https://www.adzuna.com/land/ad/5848143503?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=1EA8879EEB2A94083B2BE3DB47D3E7B6C08AE219,1,-85.612015,107381.04,39.792089,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzUwMyIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.IJd1BnG80HinDjrylJ70lQ8BibiOb--_--uNOoSdfc0,Project Manager,Adzuna::API::Response::Location,"Charlottesville, Hancock County","['US', 'Indiana', 'Hancock County', 'Charlottesville']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Actalent,
"Solo OTR CDL-A Truck Drivers: $7,500 Sign On Bonus!. Solo OTR Drivers: 2,000 Miles Per Week On Average $7,500 SIGN ON BONUS Guaranteed Weekly Minimum Pay of $1,400 Available Top 20% of our OTR Drivers earn $1,650 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",Adzuna::API::Response::Job,2026-08-19T09:33:34Z,0.0,5848143505,https://www.adzuna.com/land/ad/5848143505?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=B3A116EA36620082DA2EA14230F8C015650B6A77,0,-87.622223,72800.0,34.7538,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzUwNSIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0._s_4zgxBDfI_34rLLiC2ihCYHT0xK0NZ764z-EIorAk,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.4k per week - U.S. Xpress - OTR,Adzuna::API::Response::Location,"Muscle Shoals, Colbert County","['US', 'Alabama', 'Colbert County', 'Muscle Shoals']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U.S. Xpress - OTR,
"Job Description Job Description Western Express is Now Hiring Entry Level CDL-A Drivers Recent Grads Earn up to $90,000 in the First Year No Experience Required Valid CDL-A Required to Apply At Western Express We Offer: Great pay - Recent Grads can earn up to $90,000 the first year! Experienced top earners and trainers make up to $130,000 per year Starting rates up to 48 CPM  increases up to 53 CPM within your first year! New safety bonus - Qualify and take home up to $2,000 or more each month …",Adzuna::API::Response::Job,2026-08-19T09:33:33Z,75989.6,5848143499,https://www.adzuna.com/land/ad/5848143499?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=2EAAF311747F47974ECC5E3D0FAC20C8805DD4FF,1,-87.611233,75989.6,41.877521,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzNDk5In0.BrUKLVqYNbO0OBtx-1KOanRkWvfqx7eN0szt7vtyeMQ,Entry Level CDL-A Truck Driver,Adzuna::API::Response::Location,"Chicago, Cook County","['US', 'Illinois', 'Cook County', 'Chicago']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Western Express, Inc.",
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:27Z,49920.0,5848143371,https://www.adzuna.com/land/ad/5848143371?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=E9B244A70AA508933EEEA3E27DEB5D1F3E662470,0,-90.0685,61360.0,29.9382,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzM3MSIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.Ibo6Zw1n44dNzHWVxDJoflm-JhKBcQ01CAyyRawnpAk,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"Lafayette Square, Orleans Parish","['US', 'Louisiana', 'Orleans Parish', 'Lafayette Square']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:27Z,49920.0,5848143369,https://www.adzuna.com/land/ad/5848143369?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=8BDDB6F16BFBE2A826D5ADE4B548D3F566EAA680,0,-79.937723,61360.0,32.77864,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzMzY5In0.VexvBMkhXtrMiQqUpPDoU1xXWVTivo5aunCK4PE6Q8g,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"James Island, Charleston County","['US', 'South Carolina', 'Charleston County', 'James Island']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:26Z,49920.0,5848143360,https://www.adzuna.com/land/ad/5848143360?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=E120B2EC7FD2C3201E5FAB5F2ABF4810D046D2E0,0,-79.937723,61360.0,32.77864,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzM2MCIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0._muMjb1_uSPAJAiK-9_C_z84iExf7NzGzmqKC6bvByI,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"James Island, Charleston County","['US', 'South Carolina', 'Charleston County', 'James Island']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"Job Description Job Description About Us : Signature HealthCARE of South Pittsburg Rehab & Wellness Center is a 165-bed facility that offers a comprehensive, integrated approach to health care that embraces a wide spectrum of expertise from expert inpatient rehabilitative services and short-term respite care to skilled long-term nursing. The vision, to radically change the landscape of healthcare, forever. Through education and empowerment, we earn the trust of every patient, family member, and…",Adzuna::API::Response::Job,2026-08-19T09:33:26Z,92757.97,5848143358,https://www.adzuna.com/land/ad/5848143358?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=74959E7B3175ACE384F9DC63C87BFDC7ECA625BA,1,-82.81762,92757.97,29.613294,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzM1OCIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.fBSEeYwtv_-R0OvMXidhQn1rldKxpyuuK-lKGoYxvnI,Night Shift Registered Nurse (RN)- $7500 Sign On Bonus,Adzuna::API::Response::Location,"Trenton, Gilchrist County","['US', 'Florida', 'Gilchrist County', 'Trenton']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Signature HealthCARE of South Pittsburg Rehab & Wellness Center,
"Job Description Job Description This role requires the ability to work lawfully in the U.S. without employment-based immigration sponsorship, now or in the future. Do you enjoy connecting people to reliable telecommunication services while engaging directly with your community? As an Outside Sales Representative at Spectrum, you will represent our trusted products through face-to-face interactions with prospective customers, expanding access to high-speed data and communication solutions. Your …",Adzuna::API::Response::Job,2026-08-19T09:33:26Z,52995.64,5848143356,https://www.adzuna.com/land/ad/5848143356?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=06E0FF15F0DFF421105994E782FDDC400C6955D7,1,-81.363124,52995.64,28.627777,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzMzU2In0.NjNWsicYL_SvmsgI7kFJ7Hk_xEVD9eW_pWiObw5DwU4,Outside Sales Representative,Adzuna::API::Response::Location,"Maitland, Orange County","['US', 'Florida', 'Orange County', 'Maitland']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Spectrum,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:25Z,49920.0,5848143344,https://www.adzuna.com/land/ad/5848143344?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=56F0DB1B1BA3363CE894CB4AE06AD4387E701B00,0,-90.0521,61360.0,35.1478,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzM0NCIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.equaEi7652wxeiVsuoH7qYjT3jyUqtvwBAjAjGImkww,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"Memphis, DeSoto County","['US', 'Mississippi', 'DeSoto County', 'Memphis']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:24Z,49920.0,5848143327,https://www.adzuna.com/land/ad/5848143327?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=42F4B802A668483F7579542510D1EFE88AA6242F,0,-95.993745,61360.0,36.156266,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzMzI3In0.YXjF_2asMf65oOCfv8c9iZNQ_GqAd2zi0G8GV4nKZ3Y,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"Williams, Tulsa County","['US', 'Oklahoma', 'Tulsa County', 'Williams']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:24Z,49920.0,5848143316,https://www.adzuna.com/land/ad/5848143316?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=B0E3F598A5FC22AE23C32C31D4398067713848FD,0,-86.959203,61360.0,34.705111,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkZZZ0c5V2I4Ukc1SnE4aFBKZkpqUSIsImkiOiI1ODQ4MTQzMzE2In0.QQzOaJIRlDl14T3xXTfEr0kJR2S7pOx-FI5A2mV69Pk,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"Tanner, Limestone County","['US', 'Alabama', 'Limestone County', 'Tanner']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:23Z,49920.0,5848143307,https://www.adzuna.com/land/ad/5848143307?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=3C341B5FDF5C8767DEBE18502A6CE44B1A65F9C4,0,-79.942182,61360.0,37.270488,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzMwNyIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.IDdjEZTgr5E3aKR_KGWVOCLqfbNxVV7ysJ08vWCmKYE,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"Roanoke, Roanoke County","['US', 'Virginia', 'Roanoke County', 'Roanoke']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
"CDL-A - New pay increase - Over-the-Road (OTR) Van Truckload truck driver. New pay increase - Over-the-Road (OTR) Van Truckload truck driver Average pay: $1,040-$1,275 weekly Home time: Every three weeks Experience: All CDL holders Overview Predictable power lanes with a high volume of freight. Consistent freight allows for maximum drive time and less down time. Dispatched in advance, allowing for improved planning. 95% no-touch, mostly drop-and-hook freight. Drive within the Eastern 37 states.…",Adzuna::API::Response::Job,2026-08-19T09:33:23Z,49920.0,5848143302,https://www.adzuna.com/land/ad/5848143302?se=FFYgG9Wb8RG5Jq8hPJfJjQ&utm_medium=api&utm_source=abfa41a4&v=2B8363BAE986FB3479DD7ABEFE196A06406DD743,0,-88.046777,61360.0,30.690346,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODE0MzMwMiIsInMiOiJGRllnRzlXYjhSRzVKcThoUEpmSmpRIn0.G0c66lH7h7A8R8JiafZITeNZzdqZY0P30m6jQjCGm9s,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $960 - $1.18k per week - Schneider,Adzuna::API::Response::Location,"Mobile, Mobile County","['US', 'Alabama', 'Mobile County', 'Mobile']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Schneider,
