longitude,redirect_url,salary_min,title,contract_time,created,id,__CLASS__,salary_max,adref,description,latitude,salary_is_predicted,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.tag,category.label,contract_type
-122.724056,https://www.adzuna.com/details/5832025557?utm_medium=api&utm_source=abfa41a4,72694.86,Automotive Detailer - Car Washer - Tualatin - Full Time,full_time,2026-08-07T10:06:27Z,5832025557,Adzuna::API::Response::Job,72694.86,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTU1NyIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.uW6SnITcbmq2nDenhdfh0Jxthvioj5bSKQ9UfF8VH20,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a full time Automotive. This position pays $18 / hour and is located at 20400 SW Teton Ave, Tualatin OR 97062. The schedule available is: Sunday: OFF Monday: 7:00AM - 6:00PM Tuesday: 7:30AM - 5:00PM Wednesday: OFF Thursday: 7:30AM - 5:00PM Friday: 7:30AM - 6:00PM Saturday: 8:30AM - 12:30PM We offer a robust Benefits Package including, but not limited to: Paid time off Consistent full time 40 hour per week schedul…",45.410821,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Oregon', 'Clackamas County', 'Lake Grove']",Adzuna::API::Response::Location,"Lake Grove, Clackamas County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-121.286702,https://www.adzuna.com/details/5832025564?utm_medium=api&utm_source=abfa41a4,39477.74,Automotive Detailer - Car Washer - Stockton Auto Center - Full Time,full_time,2026-08-07T10:06:27Z,5832025564,Adzuna::API::Response::Job,39477.74,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTU2NCIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.36D5czuV4X_7ghj9smuRkcExn8IelCYOEMea_xkXc1Y,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a full time Automotive Detailer. This position pays from $18.50 / hour and is located at 3003 AUTO CENTER CIR STOCKTON, CA 95212 . This position requires a valid CA drivers license. We offer a robust Benefits Package including, but not limited to: Paid time off Consistent full time 40 hour per week schedule Employee discount Retirement savings plan including 401k with matching profit sharing Health Insurance Life…",37.957982,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'California', 'San Joaquin County', 'Stockton']",Adzuna::API::Response::Location,"Stockton, San Joaquin County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-86.04612,https://www.adzuna.com/details/5832025549?utm_medium=api&utm_source=abfa41a4,76672.12,Vehicle Service Attendant - Truck Rental - Indianapolis,full_time,2026-08-07T10:06:27Z,5832025549,Adzuna::API::Response::Job,76672.12,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTW5fLXFtcVM4UkdnOWFOdmtyUnppUSIsImkiOiI1ODMyMDI1NTQ5In0.vAAEgpC3qqGmYcn4NUOxeTvzlgi4wYvwvx6pdQjPMgE,"The Enterprise Truck Rental Division has an immediate opening for a Full Time Vehicle Service Attendant (VSA). Our Truck Rental Division provides transportation solutions within the truck rental industry. Our goal is to provide high service levels and clean, well-maintained trucks. The VSA will be responsible for cleaning, detailing, and providing light maintenance on a diverse fleet of Medium - Duty trucks. This position pays $16 / hour and is located at 3414 North Shadeland Avenue Indianapoli…",39.76374,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Indiana', 'Marion County', 'Warren Park']",Adzuna::API::Response::Location,"Warren Park, Marion County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-82.588423,https://www.adzuna.com/details/5832025527?utm_medium=api&utm_source=abfa41a4,112113.91,Sales Management Trainee,full_time,2026-08-07T10:06:27Z,5832025527,Adzuna::API::Response::Job,112113.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTUyNyIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.jGr4qxnkrC1qhqjdl0O5TOpNQjrMZc6_NZJ0vfA-ZqQ,"Start your career with Enterprise Mobility! We’re hiring immediately for our respected Management Training Program. Whether you see yourself in sales, business development, customer service, retail management, or operations, as a manager in training, you can count on a career path with a clear beginning and an open end that’s full of opportunities. With training, development, mentoring, and a culture of promotion from within, you’ll always be progressing in your career. This position is located…",34.857506,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'South Carolina', 'Pickens County', 'Easley']",Adzuna::API::Response::Location,"Easley, Pickens County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-86.170647,https://www.adzuna.com/details/5832025507?utm_medium=api&utm_source=abfa41a4,47334.09,Automotive Detailer - Car Washer - Montgomery,full_time,2026-08-07T10:06:27Z,5832025507,Adzuna::API::Response::Job,47334.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTW5fLXFtcVM4UkdnOWFOdmtyUnppUSIsImkiOiI1ODMyMDI1NTA3In0.jZfclt2mm5YuZoSWJ7F53Yp19s0i1Ho7t7rANd3-5OE,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a Full Time Automotive Detailer. This position pays $15 / hour based off a 40 hour workweek and is located at 185 Eastern BLVD Montgomery, Alabama 36117. We offer a robust Benefits Package including, but not limited to: Paid time off Employee discount Retirement savings plan including 401k with matching profit sharing Health Insurance Life Insurance Dental Insurance Vision Insurance Training and development The s…",32.366327,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Alabama', 'Montgomery County', 'Mount Meigs']",Adzuna::API::Response::Location,"Mount Meigs, Montgomery County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-89.372477,https://www.adzuna.com/details/5832025516?utm_medium=api&utm_source=abfa41a4,31749.89,Management Trainee Fall 2026 Internship - Madison,full_time,2026-08-07T10:06:27Z,5832025516,Adzuna::API::Response::Job,31749.89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTUxNiIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.JOkUeiljR6pkqHS2PFq9mzFOQanO6N9n-lzB-eSGkTM,"If you’re looking to hit the ground running, the Enterprise Management Internship will help you build valuable business and leadership skills. For a university/college student, the real-world professional experience you’ll receive during the internship will help you stand apart from the crowd, and will be more than just a line on your resume. From day one as a paid intern with Enterprise, you'll learn what it takes to run a successful business and acquire highly marketable skills in management.…",43.08332,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Wisconsin', 'Dane County', 'Madison']",Adzuna::API::Response::Location,"Madison, Dane County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,contract
-76.238255,https://www.adzuna.com/details/5832025488?utm_medium=api&utm_source=abfa41a4,48524.38,Automotive Detailer - Car Washer - Greenbrier - Chesapeake - Full Time,full_time,2026-08-07T10:06:26Z,5832025488,Adzuna::API::Response::Job,48524.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTQ4OCIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.Edvu8qjjK1XktW66ekWAfc9LVlY3JafJHGOqCGSjYIY,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a Full-Time Automotive Detailer. This position pays $17 / hour based on a 40 hour workweek and is located at 1636 S Military Hwy Chesapeake, VA 23320. We offer a robust Benefits Package including, but not limited to: Paid Time Off (Starting with 13 days off in your first year) 6 Paid Holidays & 1 Paid Volunteer Day Per Year Annual merit increases based on performance Health, Dental, Vision insurance; Life Insuran…",36.759517,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Virginia', 'Chesapeake City', 'Chesapeake']",Adzuna::API::Response::Location,"Chesapeake, Chesapeake City",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-94.974427,https://www.adzuna.com/details/5832025496?utm_medium=api&utm_source=abfa41a4,72437.63,Sales Management Trainee,full_time,2026-08-07T10:06:26Z,5832025496,Adzuna::API::Response::Job,72437.63,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTW5fLXFtcVM4UkdnOWFOdmtyUnppUSIsImkiOiI1ODMyMDI1NDk2In0.k8brPMZh9ef9bl8lyDi4Ee2SblavtKjHYnr0Uf43RRU,"Start your career with Enterprise Mobility! We’re hiring immediately for our respected Management Training Program. Whether you see yourself in sales, business development, customer service, retail management, or operations, as a manager in training, you can count on a career path with a clear beginning and an open end that’s full of opportunities. With training, development, mentoring, and a culture of promotion from within, you’ll always be progressing in your career. This role would be locat…",29.739126,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Texas', 'Harris County', 'Garth']",Adzuna::API::Response::Location,"Garth, Harris County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-73.820382,https://www.adzuna.com/details/5832025501?utm_medium=api&utm_source=abfa41a4,100378.24,Entry-Level Sales Team Lead,,2026-08-07T10:06:26Z,5832025501,Adzuna::API::Response::Job,100378.24,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTUwMSIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.g8DAQCGUph6aUvp-a-vNvUOr8HwXRA3D9jbConv-NMg,"We're currently expanding our team and looking for motivated, competitive individuals seeking an opportunity to build a high-income career from home. What we offer: 100% remote work Qualified warm leads (no cold outreach) Proven systems, structured training, and ongoing mentorship Exclusive work with labor union members Long-term career growth and leadership opportunities 10-year retirement program and passive monthly income Health insurance reimbursement program Your responsibilities: Meet wit…",40.702467,1,Globe Life,Adzuna::API::Response::Company,"['US', 'New York', 'New York City', 'Queens']",Adzuna::API::Response::Location,"Queens, New York City",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-73.93122,https://www.adzuna.com/details/5832025490?utm_medium=api&utm_source=abfa41a4,45046.79,"Part-Time Customer Assistance Representative- Woodside, NY",part_time,2026-08-07T10:06:26Z,5832025490,Adzuna::API::Response::Job,45046.79,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTQ5MCIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.DK0PLgbKZElEh-n9VpiKJC665BQjAt6trXNrO4TTTrk,"Enterprise Mobility operates the Enterprise Rent-A-Car, National Car Rental, and Alamo car rental brands and has frequently been named one of the top places to work. Enterprise Mobility is the largest and fastest growing privately owned automotive rental and leasing company in North America and we are hiring now! We are working towards our shared vision to be the world's best and most trusted mobility company. The Enterprise brand of Enterprise Mobility has an exciting opportunity for a Custome…",40.76112,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'New York', 'New York City', 'Queens', 'Astoria']",Adzuna::API::Response::Location,"Astoria, Queens",Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,
-82.548049,https://www.adzuna.com/details/5832025499?utm_medium=api&utm_source=abfa41a4,56931.77,Automotive Detailer - Car Washer - Sarasota Downtown,full_time,2026-08-07T10:06:26Z,5832025499,Adzuna::API::Response::Job,56931.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTQ5OSIsInMiOiJNbl8tcW1xUzhSR2c5YU52a3JSemlRIn0.J24lHwywdLtLWP6d9CfwziEe7u301b3Yr2UNpdl7_-s,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a full time Automotive Detailer. This position pays $17.25 / hour based on a 40 hour workweek and is located at 1003 N Washington Blvd. Sarasota, FL 34236. We offer a robust Benefits Package including, but not limited to: Paid time off Employee discount Retirement savings plan including 401k Health Insurance Life Insurance Dental Insurance Vision Insurance Training and development The schedule available: Sunday: …",27.331147,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Florida', 'Sarasota County', 'Siesta Key']",Adzuna::API::Response::Location,"Siesta Key, Sarasota County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-78.374829,https://www.adzuna.com/details/5832025480?utm_medium=api&utm_source=abfa41a4,39554.54,Entry Level Home Inspector,full_time,2026-08-07T10:06:26Z,5832025480,Adzuna::API::Response::Job,39554.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTW5fLXFtcVM4UkdnOWFOdmtyUnppUSIsImkiOiI1ODMyMDI1NDgwIn0.FiUPLiASfpnnwIzR5o4KAOpZhRSA7Nw0n8qO_pKe38I,"Join One of the Fastest-Growing Remodeling Companies in the U.S! Home Genius Exteriors has skyrocketed from $2.7M to $292M in just 6 years—and we’re on track to hit $1B faster than anyone in the industry. We’re looking for ambitious individuals ready to grow their careers in a fast-paced, high-energy environment. What You’ll Do: Connect with new clients and set inspection appointments Promote our top-rated products and services Engage customers through face-to-face presentations Sharpen your sk…",40.437297,1,Home Genius Exteriors,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Blair County', 'Hollidaysburg']",Adzuna::API::Response::Location,"Hollidaysburg, Blair County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-74.059387,https://www.adzuna.com/details/5832025493?utm_medium=api&utm_source=abfa41a4,77224.7,Junior Sales Associate - Work From Anywhere,,2026-08-07T10:06:26Z,5832025493,Adzuna::API::Response::Job,77224.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDkzIn0.9HwvzF0QEDOy-VpWFN8POt-sYHyWqA3JrgJJySqsH48,"We're currently expanding our team and looking for motivated, competitive individuals seeking an opportunity to build a high-income career from home. What we offer: 100% remote work Qualified warm leads (no cold outreach) Proven systems, structured training, and ongoing mentorship Exclusive work with labor union members Long-term career growth and leadership opportunities 10-year retirement program and passive monthly income Health insurance reimbursement program Your responsibilities: Meet wit…",40.987799,1,Globe Life,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Bergen County', 'Township of Washington']",Adzuna::API::Response::Location,"Township of Washington, Bergen County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-82.230094,https://www.adzuna.com/details/5832025503?utm_medium=api&utm_source=abfa41a4,74341.24,Sales Management Trainee,full_time,2026-08-07T10:06:26Z,5832025503,Adzuna::API::Response::Job,74341.24,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NTAzIn0.4oGhzL0b0-GFKl3IrsheroVF8SLPRTxh0DbPPT5LfNs,"Start your career with Enterprise Mobility! We’re hiring immediately for our respected Management Training Program. Whether you see yourself in sales, business development, customer service, retail management, or operations, as a manager in training, you can count on a career path with a clear beginning and an open end that’s full of opportunities. With training, development, mentoring, and a culture of promotion from within, you’ll always be progressing in your career. This position is located…",34.942552,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'South Carolina', 'Greenville County', 'Greer']",Adzuna::API::Response::Location,"Greer, Greenville County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-117.724364,https://www.adzuna.com/details/5832025497?utm_medium=api&utm_source=abfa41a4,50012.07,Automotive Detailer - Car Washer - Chino Hills - Full Time,full_time,2026-08-07T10:06:26Z,5832025497,Adzuna::API::Response::Job,50012.07,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDk3In0.CrAFCrzmEcpTS1Ka-NQU3t7IjHaX8aRRnKIYjRRV5i4,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a full time Automotive Detailer. The starting rate of pay is $19.00 / hr based on a 40 hour workweek. Located at 3580 Grand Ave. Suite A, Chino Hills, CA 91703. We offer a robust Benefits Package including, but not limited to: Paid time off Employee discount Retirement savings plan including 401k with matching profit sharing Health Insurance Dental Insurance Vision Insurance Training and development The schedule …",33.974902,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'California', 'San Bernardino County', 'Chino Hills']",Adzuna::API::Response::Location,"Chino Hills, San Bernardino County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-81.7377,https://www.adzuna.com/details/5832025502?utm_medium=api&utm_source=abfa41a4,55605.68,Automotive Detailer - Car Washer - Broadview Heights,full_time,2026-08-07T10:06:26Z,5832025502,Adzuna::API::Response::Job,55605.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NTAyIn0.cI5HiO11dkeZvulw91BypzVheonVx0eq574CjehD1sU,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a full time Automotive Detailer. This position pays $16 / hour based on a 40 hour workweek and is located at 7800 Broadview Rd Parma, OH 44134. We offer a robust Benefits Package including, but not limited to: Paid time off Consistent full time 40 hour per week schedule Employee discount Retirement savings plan including 401k with matching profit sharing Health Insurance Life Insurance Dental Insurance Vision Ins…",41.38644,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Ohio', 'Cuyahoga County', 'Parma']",Adzuna::API::Response::Location,"Parma, Cuyahoga County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-82.340884,https://www.adzuna.com/details/5832025491?utm_medium=api&utm_source=abfa41a4,47067.61,Automotive Detailer - Car Washer - North Greenville,full_time,2026-08-07T10:06:26Z,5832025491,Adzuna::API::Response::Job,47067.61,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTQ5MSIsInMiOiJxblJUckdxUzhSR2h0NkZFT09WM3JnIn0.Buxnd3bKL1yjCEgJ814fk4LevEA9m8ErTW7VaIqDyEk,"Enterprise Mobility is seeking a responsible, dedicated person to join our team as a Full-Time Automotive Detailer. The starting rate of pay is $16 / hour based on a 40 hour workweek and is located at 501 Buncombe Street, Greenville, SC 29601. We offer a robust Benefits Package including, but not limited to: Paid time off Employee discount Retirement savings plan including 401k with matching profit sharing Health Insurance Life Insurance Dental Insurance Vision Insurance Training and developmen…",34.829463,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'South Carolina', 'Greenville County', 'Batesville']",Adzuna::API::Response::Location,"Batesville, Greenville County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-112.44757,https://www.adzuna.com/details/5832025500?utm_medium=api&utm_source=abfa41a4,47523.66,Driver - Prescott - Part Time,part_time,2026-08-07T10:06:26Z,5832025500,Adzuna::API::Response::Job,47523.66,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NTAwIn0.m6Qguwl21GNTj86AuHS_inUnUR-NCbDreUrkkVp6Q2s,"Enterprise Mobility is hiring immediately for responsible, dedicated people to join our team as a part time Driver. This position pays $15.50 / hr, and is located at 3448 Gateway Blvd, Prescott AZ 86303 . We offer: Paid time off Employee discount 401k Retirement plan Training and development The Driver delivers vehicles and in some instances, customers, employees or vendors safely and timely to the appropriate destination(s) while giving helpful, courteous and professional customer service. Ent…",34.575528,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Arizona', 'Yavapai County', 'Prescott']",Adzuna::API::Response::Location,"Prescott, Yavapai County",Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,
-70.9923,https://www.adzuna.com/details/5832025475?utm_medium=api&utm_source=abfa41a4,32992.66,Cook,,2026-08-07T10:06:25Z,5832025475,Adzuna::API::Response::Job,32992.66,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDc1In0.GT3_EDEmporQ98u-M23-9VIlDHFF8nivXG9bATtcTio,"Overview: Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Pay Rate: USD $20.00 - USD $25.00 /Hr. Available Benefits for All Employees: Free Telemedicine* Free Prescri…",42.97752,1,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,"['US', 'New Hampshire', 'Rockingham County', 'Exeter']",Adzuna::API::Response::Location,"Exeter, Rockingham County",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,
-119.76029,https://www.adzuna.com/details/5832025461?utm_medium=api&utm_source=abfa41a4,75839.67,Commute by Enterprise - Driver - Fresno,part_time,2026-08-07T10:06:25Z,5832025461,Adzuna::API::Response::Job,75839.67,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDYxIn0.84EyxpQcilZtg71e2ZVE7pSebBCLUy8XAd0lMbNRJvU,"Enterprise Commute Division is looking for a Part Time Driver to join our amazing team! In this role you will deliver vehicles to customers, employees or vendors safely and timely to the appropriate destination(s) while giving helpful, courteous and professional customer service. This position pays $17.60 / hour and is located at 4880 N Blackstone Ave Fresno, CA 93726. We Offer: Paid time off Employee discount Employee discounts Retirement savings plan including 401k with matching profit sharin…",36.82632,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'California', 'Fresno County', 'Pinedale']",Adzuna::API::Response::Location,"Pinedale, Fresno County",Adzuna::API::Response::Category,travel-jobs,Travel Jobs,
-94.668185,https://www.adzuna.com/details/5832025469?utm_medium=api&utm_source=abfa41a4,77845.08,CDL A Delivery Truck Driver,,2026-08-07T10:06:25Z,5832025469,Adzuna::API::Response::Job,77845.08,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDY5In0.aSSrlMIHFYE9K-Si3EgC6kcRJc9AWchLhWNHSSCP3TM,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? We help YOU make it! $35/hour Monday - Saturday Shift starts between 2 - 6AM Benefits medical, dental, vision, 401K, life insurance, strong safety culture, and much more! Excellent local leadership. US Foods is one of the largest food distributors with a cu…",39.316968,1,"US Foods, Inc.",Adzuna::API::Response::Company,"['US', 'Missouri', 'Platte County', 'Ferrelview']",Adzuna::API::Response::Location,"Ferrelview, Platte County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-94.764065,https://www.adzuna.com/details/5832025454?utm_medium=api&utm_source=abfa41a4,37047.09,Store Manager in Training,full_time,2026-08-07T10:06:25Z,5832025454,Adzuna::API::Response::Job,37047.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDU0In0.7HlaRJm3ZInLNsk4WNP6T6tcuP8YVvNtXgc_DoDFjB0,"Company Description As the global leader in health and wellness innovation since 1935, GNC motivates people to reach their goals with the most trusted and exciting selection of products in the industry. As TeamGNC, we work hard to ensure that our consumers come first. We are always cultivating and collaborating on new ideas to bring innovative solutions to the forefront and testing new solutions to translate goals into action. Our team members are advocates for change and innovation. There is n…",39.115789,1,GNC,Adzuna::API::Response::Company,"['US', 'Kansas', 'Wyandotte County', 'Kansas']",Adzuna::API::Response::Location,"Kansas, Wyandotte County",Adzuna::API::Response::Category,retail-jobs,Retail Jobs,contract
-73.62114,https://www.adzuna.com/details/5832025474?utm_medium=api&utm_source=abfa41a4,39745.5,Full-Time Customer Assistant Representative,full_time,2026-08-07T10:06:25Z,5832025474,Adzuna::API::Response::Job,39745.5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTQ3NCIsInMiOiJxblJUckdxUzhSR2h0NkZFT09WM3JnIn0.Arjkj2NPHeu1EXaLOLtmDyimtyb4f-88p3rmBGX6aSk,"We’re immediately hiring for a Customer Assistance Representative! The Customer Assistance Representative Sr (CAR) will provide a high level of customer service by assisting both internal and external customers, primarily face-to-face, supporting their branch and rental needs. The CAR will gain knowledge through local training and hands-on experience to provide administrative support, service customers, and act as a rental back-up in a non-airport branch location. We offer a robust Benefits Pac…",40.70154,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'New York', 'Nassau County', 'Hempstead']",Adzuna::API::Response::Location,"Hempstead, Nassau County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-105.114302,https://www.adzuna.com/details/5832025453?utm_medium=api&utm_source=abfa41a4,79684.28,Outside Sales Rep (No Experience Necessary),,2026-08-07T10:06:25Z,5832025453,Adzuna::API::Response::Job,79684.28,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNTQ1MyIsInMiOiJxblJUckdxUzhSR2h0NkZFT09WM3JnIn0.QMtYjUlESTF4kFHFnSqNp2Shbwnsw-AeeezVHqHnagc,"What if your income had no ceiling, your weekends were always free, and you had a proven system backing you up from day one? At Platinum Supplemental Insurance, we’ve helped thousands of sales professionals build rewarding, high-earning careers—whether they came from sales, customer service, teaching, the military, or had no prior experience at all. Our established systems, AI-powered training, and dedicated back-office support mean you’re never figuring it out alone. You bring the work ethic; …",39.577015,1,Platinum Supplemental Insurance,Adzuna::API::Response::Company,"['US', 'Colorado', 'Jefferson County', 'Ken Caryl']",Adzuna::API::Response::Location,"Ken Caryl, Jefferson County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-84.20376,https://www.adzuna.com/details/5832025457?utm_medium=api&utm_source=abfa41a4,57429.37,Residential Door Installer - Experienced or Trainee,,2026-08-07T10:06:25Z,5832025457,Adzuna::API::Response::Job,57429.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDU3In0.G0eLjxd5Tou3qfl7zkQxz1K-mcd9JzuujDtKbBkhIx0," HIRING BONUS! $1,000 SIGN ON BONUS!  Overhead Door Company of Atlanta™ , a DH Pace Company, Inc. has career opportunities for Residential Door Installers in Metro Atlanta and surrounding areas , to install a variety of residential garage doors. We are hiring both experienced door installers and trainees! Must be able to safely lift 100 pounds overhead. Valid driver's license required with a good driving record. Job seekers with a background in construction labor, carpentry, installing and serv…",33.94284,1,DH Pace,Adzuna::API::Response::Company,"['US', 'Georgia', 'Gwinnett County', 'Peachtree Corners']",Adzuna::API::Response::Location,"Peachtree Corners, Gwinnett County",Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,
-122.724056,https://www.adzuna.com/details/5832025434?utm_medium=api&utm_source=abfa41a4,125026.2,Accountant,full_time,2026-08-07T10:06:24Z,5832025434,Adzuna::API::Response::Job,125026.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW5SVHJHcVM4UkdodDZGRU9PVjNyZyIsImkiOiI1ODMyMDI1NDM0In0.rOL7OiGI0akZ7aipF4QnKga9_TZbBjjGbGJmnZtFi0w,"Gain real-world business, accounting, and financial training that will teach you all aspects of financial management pertaining to running a successful business. Our Accountant program fully prepares you to become a Controller/VP of Finance of your own financial operation in the future. A key partner in our organization, the Controller/VP of Finance oversees all aspects of financial management and provides balance to the partnership formed with the marketing and operational pieces of our busine…",45.410821,1,Enterprise Rent-A-Car,Adzuna::API::Response::Company,"['US', 'Oregon', 'Clackamas County', 'Lake Grove']",Adzuna::API::Response::Location,"Lake Grove, Clackamas County",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,
