salary_max,salary_is_predicted,id,title,redirect_url,salary_min,created,adref,description,latitude,__CLASS__,contract_time,longitude,location.__CLASS__,location.area,location.display_name,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,contract_type
93600.0,0,5771790321,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790321?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=FD8BA901A356A599E9CC8811E49ECE1A2F1833BD,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMzIxIn0.ZTm-yTtzLvPtnW5YKev_UMm9C-3RHu5KEtWsv9jmzuE,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",31.859743,Adzuna::API::Response::Job,full_time,-89.009641,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Jasper County', 'Heidelberg']","Heidelberg, Jasper County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
70000.0,0,5771790372,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790372?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=19480398F5D986AA3400DF3AEB3CD48BABB66643,0.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMzcyIn0.otR8fAyvtUymIorMqVwV1eMeZ2MtOfwaXa15uRsNCKI,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",43.182551,Adzuna::API::Response::Job,full_time,-85.268902,Adzuna::API::Response::Location,"['US', 'Michigan', 'Montcalm County', 'Greenville']","Greenville, Montcalm County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790292,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790292?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=E0BCB687E296736DFA849C47F2AE8D030E20263E,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMjkyIn0.DzQQlWP81eioGTTwq9YZ1s48uDAwi-3sQz4qdIMOGOY,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.401036,Adzuna::API::Response::Job,full_time,-87.458355,Adzuna::API::Response::Location,"['US', 'Alabama', 'Baldwin County', 'Lillian']","Lillian, Baldwin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790198,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790198?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=B117A25B7E023FDB3C303E46357E43E6F48C1E6E,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDE5OCIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.xpLg-tOQI3lS0AhXyHhPRNypnys36zrrQ16Kr4A2D0Q,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",29.727749,Adzuna::API::Response::Job,full_time,-85.010776,Adzuna::API::Response::Location,"['US', 'Florida', 'Franklin County', 'Apalachicola']","Apalachicola, Franklin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790211,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790211?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=D85C48883EDFC7FD144CECAFB4B0F0D46D4B3168,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDIxMSIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.1lmrzsjqDZdGP8dM-KE3Kvs_Wf201gl_U23DmgCkHnk,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.412305,Adzuna::API::Response::Job,full_time,-86.716798,Adzuna::API::Response::Location,"['US', 'Florida', 'Okaloosa County', 'Hurlburt Field']","Hurlburt Field, Okaloosa County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790331,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790331?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=9B4FB2ED912660A3985452892727A94E6EB8E13C,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMzMxIn0.tcqHRyFCz5kJZKKaqh0JSBjKCxaHh1mQmVfIGUGAeF8,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",32.744628,Adzuna::API::Response::Job,full_time,-88.703403,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Kemper County', 'De Kalb']","De Kalb, Kemper County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790252,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790252?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=B32576245C46F6D0F29DB37161D2351EC4E39423,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDI1MiIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.6al9qsEFMxeDLRZUiOPoUxDe1O8LVEtYtRlDVWENIVs,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.654841,Adzuna::API::Response::Job,full_time,-85.581559,Adzuna::API::Response::Location,"['US', 'Florida', 'Washington County', 'Wausau']","Wausau, Washington County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790241,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790241?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=373E51EE74570289243F3E9AE734E31A2811B1C3,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMjQxIn0.5Kdiq9pllese27EGdX2nSD5b1p8AvY03hn_hAIx7U2Y,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.396229,Adzuna::API::Response::Job,full_time,-87.70189,Adzuna::API::Response::Location,"['US', 'Alabama', 'Baldwin County', 'Vernant Park']","Vernant Park, Baldwin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
59645.09,1,5771790393,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - N Endorsements Required - HERMANN TRANSPORTATION SERVICES,https://www.adzuna.com/land/ad/5771790393?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=B18D2CF07EBE30ED65181B28DDD678D3E7E498D9,59645.09,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDM5MyIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.oGipLYKENOgn4x9FRiXdbDyjGruzp2XteyobOoP8cCc,"Hiring CDL A Regional Drivers | Competitive Pay | No Touch Freight. N - Tanker Vehicles Endorsement. CDL A Regional Drivers Needed in NJ, PA, & DE!  Join Hermann Transportation!  What We Offer: Competitive Pay (Mileage Rate based on experience) Sign-on Bonus up to $7,500 No Touch Freight Out 5 days, reset at home Steady Miles with a Reliable, Family-Owned Company Run the whole NE Corridor and as far west as WV  Ready to drive with a company that values you? Apply today! Requirements: Must have …",41.0817,Adzuna::API::Response::Job,full_time,-75.422801,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']","Pocono Pines, Monroe County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Hermann Transportation Services,
93600.0,0,5771790346,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790346?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=523B9FFB3E247752CC35B90A038131E6667FD039,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMzQ2In0._yj4I6Tupn5JbVWeZZt3UEucyc7PdXh34TJKvSzYXPk,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.622849,Adzuna::API::Response::Job,full_time,-87.876989,Adzuna::API::Response::Location,"['US', 'Alabama', 'Baldwin County', 'Daphne']","Daphne, Baldwin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790283,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790283?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=4E974920C574EDDED9B606EE0E483838E5741C4A,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMjgzIn0.kpRSEMtBx0IDI35AfmtCmkKJZxhWSoVMQ3Btn4tqbNQ,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.291098,Adzuna::API::Response::Job,full_time,-87.562699,Adzuna::API::Response::Location,"['US', 'Alabama', 'Baldwin County', 'Orange Beach']","Orange Beach, Baldwin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
88484.95,1,5771790377,Hazmat - CDL-A Company Driver - 1yr EXP Required - OTR - Tanker - H/N Endorsements Required - Pilot Flying J,https://www.adzuna.com/land/ad/5771790377?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=A092AA7448B4F56F07A152C6971E941021443FA3,88484.95,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMzc3In0.qex3VjwxGcgBWVLfPJLlcJtQy5beUz5Fp3haaqAwKYA,CDL- A Refined Fuel Truck Driver - Long Haul. H - Hazardous Materials Endorsement. N - Tanker Vehicles Endorsement. We are currently seeking an experienced Fuel Transport Driver with an excellent driving record. The right candidate will have a Class A CDL with Hazmat and Tanker endorsements and 1 year of tractor/trailer driving experience. Long Haul routes are scheduled 5 days on the road at a time. Our drivers enjoy the generous compensation and the excellent benefits package we offer. · Based…,44.947627,Adzuna::API::Response::Job,full_time,-123.001188,Adzuna::API::Response::Location,"['US', 'Oregon', 'Marion County', 'Salem']","Salem, Marion County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Pilot Flying J,
93600.0,0,5771790361,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790361?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=9BA896556EDBF2DD3A55DAE933627AE4AE6088C9,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDM2MSIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.SiiF_4OWd9NhsMMscGATLL4v2ft9OM_Ppbdn_CwtlzM,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",45.643013,Adzuna::API::Response::Job,full_time,-110.572694,Adzuna::API::Response::Location,"['US', 'Montana', 'Park County', 'Livingston']","Livingston, Park County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790197,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790197?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=085AA9B4994D46DFCB8D81A8D1D363EB2B3B5CDA,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMTk3In0.UuBx_JSxR0GywzZc9CXUKbyVd-Gj1aySP750dCf_M5Q,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",29.833043,Adzuna::API::Response::Job,full_time,-85.319374,Adzuna::API::Response::Location,"['US', 'Florida', 'Gulf County', 'Port Saint Joe']","Port Saint Joe, Gulf County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790257,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790257?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=5DF0BD37AFE4C00E05DA0407EB1BA494C963C0BF,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDI1NyIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.ybcOTdJGSRiMZPD5vERal9IqFQfDiCS2LewOyfqBtlE,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",31.348295,Adzuna::API::Response::Job,full_time,-84.939258,Adzuna::API::Response::Location,"['US', 'Georgia', 'Early County', 'Blakely']","Blakely, Early County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790354,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790354?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=4FD3BE11232912FC6270638F5603F17AC07B1977,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDM1NCIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.H72Wuln6FRFQBUmcFpLfFeZQVC8Uxao2Nw3vDrOPicM,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",32.050924,Adzuna::API::Response::Job,full_time,-88.691613,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Clarke County', 'Quitman']","Quitman, Clarke County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790374,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790374?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=1CD6942D901D422ED52F1CC6F4D5489F1967181A,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDM3NCIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.ZHbW9KXsGjpiXROuv-ospc7il1PvvnVt7KJ1YrL49B0,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.50134,Adzuna::API::Response::Job,full_time,-87.869529,Adzuna::API::Response::Location,"['US', 'Alabama', 'Baldwin County', 'Fairhope']","Fairhope, Baldwin County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790203,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790203?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=BB9E8B878CBD4893259C3064F329EFC183AB0CD1,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMjAzIn0.AGv8tqTwELgl7D0dDmCB2p4X_f-gUGW9lqliMfYL3CQ,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.677855,Adzuna::API::Response::Job,full_time,-85.957274,Adzuna::API::Response::Location,"['US', 'Florida', 'Holmes County', 'Ponce De Leon']","Ponce De Leon, Holmes County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
77891.2,1,5771790394,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - N Endorsements Required - HERMANN TRANSPORTATION SERVICES,https://www.adzuna.com/land/ad/5771790394?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=5F53D8B17ABA58D681444FF6004624444E2245D3,77891.2,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDM5NCIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.7P7F6Ev6k6Pn3JMY6dJYdX16rY38ChrolmqXgnJxfBk,"Hiring CDL A Regional Drivers | Competitive Pay | No Touch Freight. N - Tanker Vehicles Endorsement. CDL A Regional Drivers Needed in NJ, PA, & DE!  Join Hermann Transportation!  What We Offer: Competitive Pay (Mileage Rate based on experience) Sign-on Bonus up to $7,500 No Touch Freight Out 5 days, reset at home Steady Miles with a Reliable, Family-Owned Company Run the whole NE Corridor and as far west as WV  Ready to drive with a company that values you? Apply today! Requirements: Must have …",39.57561,Adzuna::API::Response::Job,full_time,-75.59328,Adzuna::API::Response::Location,"['US', 'Delaware', 'New Castle County', 'Bear']","Bear, New Castle County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Hermann Transportation Services,
93600.0,0,5771790247,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790247?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=8A5822AC880EEAD5388073FBE69FC9E9C214B6B4,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUW9HZEQ0UnQ4UkdyS3N6cUZiSUVmUSIsImkiOiI1NzcxNzkwMjQ3In0.lFKIde4XAbqpep-tRiLhV_Jl7kGmzLCgwmRFNTZ8O5g,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",30.754266,Adzuna::API::Response::Job,full_time,-86.585847,Adzuna::API::Response::Location,"['US', 'Florida', 'Okaloosa County', 'Crestview']","Crestview, Okaloosa County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
93600.0,0,5771790319,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.4k - $1.8k per week - U.S. Xpress - Dedicated,https://www.adzuna.com/land/ad/5771790319?se=QoGdD4Rt8RGrKszqFbIEfQ&utm_medium=api&utm_source=abfa41a4&v=AE2CC55801047CE8D7594D1189990F4BAB0B62AD,72800.0,2026-06-21T11:06:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5MDMxOSIsInMiOiJRb0dkRDRSdDhSR3JLc3pxRmJJRWZRIn0.377AZe4iqPg6QsamY00SeT1zhLDkj_DhJ9HCDRs-KjI,"CDL-A Dedicated Truck Driver: HOME WEEKLY! $2,000 BONUS. Start your next chapter with an opportunity that keeps you on reliable routes through FL, GA, AL, MS, and LA, all while giving you home weekly time to recharge. You’ll be the friendly face customers see at each stop, making this a great fit for drivers who enjoy interacting with people and representing U.S. Xpress with confidence. This position includes driver unloads using rollers, adding a hands-on element to your day that will reflect …",31.959987,Adzuna::API::Response::Job,full_time,-89.275615,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Jasper County', 'Bay Springs']","Bay Springs, Jasper County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,U.S. Xpress - Dedicated,
