title,salary_min,id,created,salary_max,longitude,__CLASS__,redirect_url,adref,latitude,description,salary_is_predicted,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
Senior Principal Experimental Thermal Engineer,183775.55,5687546034,2026-04-02T10:21:04Z,183775.55,-76.49478,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546034?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=51532BFA9D1EA5880474BE2FB975912A1E94C92D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAzNCIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.ZPC-QCQyypHSWhJkT18zg7VrE9G2px6YY1XIbqj5bAM,39.26268,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Dundalk']",Adzuna::API::Response::Location,"Dundalk, Baltimore County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Senior Principal Experimental Thermal Engineer,178236.23,5687546035,2026-04-02T10:21:04Z,178236.23,-76.69638,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546035?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=40628724ED96DCBAED8749973BF89D4E8104891B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAzNSIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.hpT6S8BGHu9JuAQ97Wdek0l4y8Z-4bjapjjpUy2hlFk,39.25254,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Arbutus']",Adzuna::API::Response::Location,"Arbutus, Baltimore County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),230057.06,5687546023,2026-04-02T10:21:04Z,230057.06,-80.690209,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546023?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=3E55E2DB56B1B1FC16A0DDD6D62DDD2785C254D6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAyMyIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.ZQ2sA4x8EHC1jI5NDiEcnlwk4CwcyOtQTI846PQQT1I,28.148516,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Palm Shores']",Adzuna::API::Response::Location,"Palm Shores, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Senior Principal Experimental Thermal Engineer,194180.66,5687546025,2026-04-02T10:21:04Z,194180.66,-76.60206,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546025?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=F155BC16150DDE97873144265E8461D1C2DE9F3E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAyNSIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.IJyP2hmDH_yZ7W7_LHlos1Fv6q_6edcOOpwierfXu1o,39.32844,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Maryland', 'Baltimore County', 'Baltimore', 'Waverly']",Adzuna::API::Response::Location,"Waverly, Baltimore",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Staff Systems Engineer,186076.3,5687546028,2026-04-02T10:21:04Z,186076.3,-83.660877,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546028?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=1ADCEABFE1895551B499C251557BBBB27DFF132E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAyOCIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.xRF6HJeCL8sbhbpkwhkATjmLFysh6l7mXyXD4GKSJM8,32.588138,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: NoCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across t…",1,"['US', 'Georgia', 'Houston County', 'Warner Robins']",Adzuna::API::Response::Location,"Warner Robins, Houston County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),161536.44,5687546016,2026-04-02T10:21:03Z,161536.44,-80.646527,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546016?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=9C4B576B6CF0382900091166D502D2FC4263F484,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDE2In0.8aAQTh_BA4XDB2ldfcM37PY1HiNZnJJZtaHJe3hJaDA,27.965957,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Grant Valkaria']",Adzuna::API::Response::Location,"Grant Valkaria, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),161536.44,5687546019,2026-04-02T10:21:03Z,161536.44,-80.60532,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546019?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=03F3634FA7023B6632426C0970F68046E6153E01,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAxOSIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.wfZVmqm-1d5ib9NgpP7dnBIZWyU8YuwZ1XWyoghn8Ds,28.0449,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Palm Bay']",Adzuna::API::Response::Location,"Palm Bay, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),178857.92,5687546017,2026-04-02T10:21:03Z,178857.92,-80.658262,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546017?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=BDBDE607F5DCCADAE10858B6469A24A655C4AB6C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDE3In0.y0kzH3ky0Yo-HrV02Q4UIrqI2qeySddOc7iefwB7jY4,28.139641,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Eau Gallie']",Adzuna::API::Response::Location,"Eau Gallie, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),146519.06,5687546020,2026-04-02T10:21:03Z,146519.06,-80.607467,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546020?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=E5BD517876081B8F8DF68FDF9B420F1A630B219C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDIwIn0.RKCyz4UbazcumIZgzoBaqhttAjAGnPAO3t45c2lnqPQ,28.028017,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Palm Bay']",Adzuna::API::Response::Location,"Palm Bay, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),161536.44,5687546014,2026-04-02T10:21:03Z,161536.44,-80.62912,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546014?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=AF47903F656E3ED4F3DD9AD34717EAD637CE418E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDE0In0.-qXiXTp11BT4LO_sGBw8VJWQVii_4QfwTn2JzkJe4lI,28.07756,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Melbourne']",Adzuna::API::Response::Location,"Melbourne, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),191151.02,5687546013,2026-04-02T10:21:03Z,191151.02,-80.58294,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546013?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=9E7260D70AEA34AD7D7E10E70A36E7DA01657B69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAxMyIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.9ApE2ZU0soPfGDvfwUZ3W9u_7Q2oyoufzw5g-iC1r24,28.11781,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Indian Harbour Beach']",Adzuna::API::Response::Location,"Indian Harbour Beach, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Principal / Sr. Principal Energetics MFG Engineer – Level 3 or Level 4,152085.56,5687546015,2026-04-02T10:21:03Z,152085.56,-112.155686,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546015?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=B5A94BE5914C415D29CEE8E0AEB1621D6A2E01A8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDE1In0.DgK6E03tVu2ch67yxiC9bGR-upoKEkHnxeGGzxI0pio,41.545918,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bo…",1,"['US', 'Utah', 'Box Elder County', 'Corinne']",Adzuna::API::Response::Location,"Corinne, Box Elder County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),161536.44,5687546018,2026-04-02T10:21:03Z,161536.44,-80.5878,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546018?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=FF8BA28E661967958DF41DA68DBF91503AF88A37,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAxOCIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.xC7NFK35MuiVKZIk2ETmYKg9ifjFHg5ZBxjV2pknq_Q,27.99762,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'Malabar']",Adzuna::API::Response::Location,"Malabar, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Survivability Engineer/Principal Survivability Engineer (Levels 2 or 3),172213.77,5687546012,2026-04-02T10:21:02Z,172213.77,-80.677311,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546012?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=A3350821F7CC2F147D46A98A9967A70BDFBC8779,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDEyIn0.ePQnY9DXgHsKR4ZThGqXtO-wcP9Du6PtPw4Pd0hdPOU,28.01693,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Florida', 'Brevard County', 'West Melbourne']",Adzuna::API::Response::Location,"West Melbourne, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Sr. Principal Survivability Engineer (Level 4),257171.03,5687546005,2026-04-02T10:21:02Z,257171.03,-80.658262,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546005?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=680BD70AF540ADA318DD20AC63274BDD0F2CFD39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAwNSIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.oOehjm1sCezgovITQuaXPRqraT1INf4plE6BwlddkXw,28.139641,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: Top SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight acr…",1,"['US', 'Florida', 'Brevard County', 'Eau Gallie']",Adzuna::API::Response::Location,"Eau Gallie, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
RS Avionics/Elec Tech III,183856.72,5687546009,2026-04-02T10:21:02Z,183856.72,-97.32885,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546009?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=1496188E57651FDF7C8CF0A0183699262CD3D296,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAwOSIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.Qhy3oLV9BZU4mPTlCfz72Hta35LpdTs2mTMAk_z7qG8,32.75892,"RS Avionics/Elec Tech III in GAC Fort Worth Unique Skills: This position is for first shift. Aviation Electrical troubleshooting experience required. Education and Experience Requirements High School Diploma or GED required. 5 years experience in an avionics/electrical career field. 2 years of accredited schooling in aviation electronics may offset two years of experience requirement. A & P license, FCC license or NCATT certification preferred. Position Purpose :Provides technical expertise whi…",1,"['US', 'Texas', 'Tarrant County', 'Fort Worth']",Adzuna::API::Response::Location,"Fort Worth, Tarrant County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Gulfstream Aerospace Corporation,Adzuna::API::Response::Company,,
RS Avionics Elec Tech IV,106945.77,5687546008,2026-04-02T10:21:02Z,106945.77,-81.094064,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546008?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=1651FEA2BEF2F708443A43A8FCB552C69DEE05A2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAwOCIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.yxIYdn7vxKQdsBY5V4oVrMvSJ0YJ2XA_jFEvbieicfo,32.066146,"RS Avionics Elec Tech IV in GAC Savannah Unique Skills: This requisition is generated for all Savannah service centers and candidates must be able to work any shift. At Gulfstream, our people are at the heart of everything we do. We believe in inspiring and empowering every individual to reach their fullest potential. From workforce development and meaningful connections to a culture of trust, respect, and integrity, we invest in our employees so they can do their best work and achieve success …",1,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Gulfstream Aerospace Corporation,Adzuna::API::Response::Company,,
Electrical Systems & Avionics MRB Engineer - Tech Spec I,208809.56,5687546006,2026-04-02T10:21:02Z,208809.56,-81.094064,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546006?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=35F4EC66A03E2CA6AEC4EA4746666CFC24A3CDBF,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDA2In0.aC1xHRAH9QCLB8WPKd7gH9TSboBdI8Zp385XIoaqHEY,32.066146,"Electrical Systems & Avionics MRB Engineer - Tech Spec I in GAC Savannah Unique Skills: Job Summary The Avionics/Electrical Systems Engineer within MRB Engineering provides direct support to aircraft manufacturing, test, and flight operations by evaluating and resolving avionics and electrical system discrepancies on Gulfstream large‑cabin aircraft. This role requires strong analytical capability, sound engineering judgment, and effective communication to ensure timely and compliant disposition…",1,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Gulfstream Aerospace Corporation,Adzuna::API::Response::Company,,
Principal Engineer Supplier Quality,196494.7,5687546010,2026-04-02T10:21:02Z,196494.7,-118.190982,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546010?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=69350CA51BBCB80AF3D42B69FFCD1289DAA954F3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAxMCIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.5pfh0DGmao0bSgkYifpijfL2HEhG7Ai7F54-9zLYlv0,34.487505,"RELOCATION ASSISTANCE: No relocation assistance availableCLEARANCE REQUIRED FOR START: NoCLEARANCE TYPE: SecretTRAVEL: Yes, 25% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the A…",1,"['US', 'California', 'Los Angeles County', 'Acton']",Adzuna::API::Response::Location,"Acton, Los Angeles County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Electrical Engineering Manager 2 (AHT),230203.67,5687546003,2026-04-02T10:21:02Z,230203.67,-118.190982,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546003?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=FD2B9D0B3D4ED0E6666AA30A58C94E0A43E474DA,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAwMyIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.uYVC3M4q-ukjEcCDwt75IonE2mhKY4T4YWjifLUaOFQ,34.487505,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'California', 'Los Angeles County', 'Acton']",Adzuna::API::Response::Location,"Acton, Los Angeles County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Sr. Principal Survivability Engineer (Level 4),232264.66,5687546007,2026-04-02T10:21:02Z,232264.66,-80.51106,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546007?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=6F5D010E6C6A76D1DD31B48B8D03E2DAB6E0286E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAwNyIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.0qsXh6pgzx06JK80e-U2hA6tk1zhFHvZvgbffWNigNU,27.97056,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: Top SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight acr…",1,"['US', 'Florida', 'Brevard County', 'Valkaria']",Adzuna::API::Response::Location,"Valkaria, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Sentinel Sr Principal Embedded Software Engineer - 17793*,209160.73,5687546011,2026-04-02T10:21:02Z,209160.73,-86.567359,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546011?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=D7BC0DE7204EAB14EE7F6CF91E1EDD99DCDC582B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0NjAxMSIsInMiOiJjbWlQdHA4dThSR2FCYUZMR21WNVFRIn0.n97G8uAsri76L0xTrE0VJtQCc7rp4EeMGB_-mU8gLdY,34.727581,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across …",1,"['US', 'Alabama', 'Madison County', 'Huntsville']",Adzuna::API::Response::Location,"Huntsville, Madison County",Adzuna::API::Response::Category,IT Jobs,it-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
Sr. Principal Survivability Engineer (Level 4),274846.7,5687546001,2026-04-02T10:21:01Z,274846.7,-80.58294,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687546001?se=cmiPtp8u8RGaBaFLGmV5QQ&utm_medium=api&utm_source=abfa41a4&v=E4B3E557BCAECF7E9A1B06793E6CBD8B2DAED3DE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY21pUHRwOHU4UkdhQmFGTEdtVjVRUSIsImkiOiI1Njg3NTQ2MDAxIn0.JHWz12M0fL3vQYwWFwfLO2DaQRh51qnGy9Vc1zMQXy8,28.11781,"RELOCATION ASSISTANCE: Relocation assistance may be availableCLEARANCE REQUIRED FOR START: YesCLEARANCE TYPE: Top SecretTRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight acr…",1,"['US', 'Florida', 'Brevard County', 'Indian Harbour Beach']",Adzuna::API::Response::Location,"Indian Harbour Beach, Brevard County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Northrop Grumman,Adzuna::API::Response::Company,,
