longitude,salary_min,latitude,salary_max,adref,__CLASS__,id,description,created,title,salary_is_predicted,redirect_url,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,category.__CLASS__,category.label,category.tag,contract_time,contract_type
-86.082095,126597.35,40.745199,126597.35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ5OSIsInMiOiJ3a1RwSzZ0ZThSR3hhYV9jNzJVN2NRIn0.UEjEqLQCyJMG6E2O9Vegk-8KGkcH-dqPui70V2T8W_w,Adzuna::API::Response::Job,5749344499,"If you are a leader who enjoys working in community-based healthcare settings, and is driven to help make communities healthier, you will be the perfect addition to our team! TeamHealth is looking for an experienced hospital medicine facility medical director to lead our HM teams in Peru and Bluffton, Indiana. Applicants must have leadership experience and be ABIM or ABFM boarded. This is a great opportunity for someone who offers leadership experience and loves living in a smaller community wi…",2026-06-02T13:35:29Z,"Hospital Medicine Facility Medical Director in Peru, IN",1,https://www.adzuna.com/land/ad/5749344499?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=944FECB33B7FC7520D519727278BEC7808F45D34,"Peru, Miami County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Miami County', 'Peru']",TeamHealth,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
-78.74748,102959.34,42.9273,102959.34,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ5OCIsInMiOiJ3a1RwSzZ0ZThSR3hhYV9jNzJVN2NRIn0.i5Ohy_1Wdx8zMj598NuTKILZvbRerrlKez7l7ovU53Y,Adzuna::API::Response::Job,5749344498,"Service Engineer Blow Molding Machinery - Cheektowaga, NY Field Service Mechanic Tech Maintenance Technician Engineer Install Repair Calibrate Maintain Extrusion Blow Molding Injection Blow Molding or Injection Stretch Blow Molding Equipment Extruders Injection Molder Blow Molders Screw Plasticizers Screw Rotating Motors Guide Rails Moving Platens Heater Bands Hydraulic Pumping Systems Pneumatic systems Die Heads Dies Molds Mold Clamps Cold and Hot Cutters Blow Pins Control Panels Instrumentati…",2026-06-02T13:35:27Z,"Service Engineer Blow Molding Machinery - Cheektowaga, NY",1,https://www.adzuna.com/land/ad/5749344498?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=AFB55AA6578B36EAA402A5F69AEECE1C836143D0,"South Cheektowaga, Erie County",Adzuna::API::Response::Location,"['US', 'New York', 'Erie County', 'South Cheektowaga']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-83.29308,90397.69,42.47124,90397.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ5NyIsInMiOiJ3a1RwSzZ0ZThSR3hhYV9jNzJVN2NRIn0.EgBCf5pu7rPwfZzwGorC2UcILLpILyjEi_3nfU9ydZ0,Adzuna::API::Response::Job,5749344497,"Service Engineer Blow Molding Machinery - Southfield, MI Field Service Mechanic Tech Maintenance Technician Engineer Install Repair Calibrate Maintain Extrusion Blow Molding Injection Blow Molding or Injection Stretch Blow Molding Equipment Extruders Injection Molder Blow Molders Screw Plasticizers Screw Rotating Motors Guide Rails Moving Platens Heater Bands Hydraulic Pumping Systems Pneumatic systems Die Heads Dies Molds Mold Clamps Cold and Hot Cutters Blow Pins Control Panels Instrumentatio…",2026-06-02T13:35:26Z,"Service Engineer Blow Molding Machinery - Southfield, MI",1,https://www.adzuna.com/land/ad/5749344497?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=8ACD843784EFFB75091560285E26FA0E1C005629,"Bingham Farms, Oakland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Bingham Farms']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-119.76029,45929.96,36.82632,45929.96,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid2tUcEs2dGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDk1In0.ekBwtHHEK7uyZ8quybtwdpSj5_PRW0-MEcE0kH8mfC0,Adzuna::API::Response::Job,5749344495,"Assistant Manager: Hourly rate is $16.90 per hour and is dependent upon qualifications and experience. Store Manager: Hourly rate starting at $23.00 per hour and is dependent upon qualifications and experience. Brand: Spirit Halloween The Store Management oversees and is accountable for the total operation of a store ensuring maximum sales and profitability by establishing and maintaining Guest Services and, controlling expenses. The Store Management is responsible for shrink, merchandising, in…",2026-06-02T13:35:25Z,Store Management - Spirit,1,https://www.adzuna.com/land/ad/5749344495?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=0670CAE772305A06CDC36788F2F703364CD82441,"Pinedale, Fresno County",Adzuna::API::Response::Location,"['US', 'California', 'Fresno County', 'Pinedale']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
-97.13442,48328.1,32.65896,48328.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid2tUcEs2dGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDk2In0.z4JFbKkoZdpJo720SzyAjDYWB5votwX7uFHKgnF1WwU,Adzuna::API::Response::Job,5749344496,"Hourly rate ranges from $19.50 - $20.50 per hour and is dependent upon qualifications and experience. Benefits include: Year End Bonus, Tear Down Premium Pay Program, Retention Pay Program. All Bonus and Pay Programs subject to qualifications. The Store Manager oversees and is accountable for the total operation of a store ensuring maximum sales and profitability by establishing and maintaining Guest Services and, controlling expenses. The Store Manager is responsible for shrink, merchandising,…",2026-06-02T13:35:25Z,Store Manager - Spirit,1,https://www.adzuna.com/land/ad/5749344496?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=C91AB78DD6B1F823D23FB348DD78F50E4D6FAC08,"Arlington, Tarrant County",Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Arlington']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
-111.63391,56360.98,33.222878,56360.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid2tUcEs2dGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDk0In0.0utEfL5qZBoBS6AgZ6KWbAS0eZSFCXfnRwgj6s7u2LQ,Adzuna::API::Response::Job,5749344494,"Field Mechanic - CNC Machine Tool Repair & Installation - Queen Creek, AZ Field Service Mechanic Tech Technician Engineer Install Repair Calibrate Maintain Maintenance CNC Machining Centers Machine Tools Lathe Mills Robots FANUC Siemans CHIRON - . Seeking hands-on experience with CNC machine tools (vertical and horizontal lathes, boring and gantry mills, cutters, saws, routers, grinders, and similar) and desire to travel for jobs. Travel to customer facilities to: • Install, repair, maintain, t…",2026-06-02T13:35:24Z,"Field Mechanic - CNC Machine Tool Repair & Installation - Queen Creek, AZ",1,https://www.adzuna.com/land/ad/5749344494?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=DBF22157F7DD55B95F24D771E09D45C452827F72,"Queen Creek, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Queen Creek']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-74.59554,69873.98,41.11134,69873.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ5MyIsInMiOiJ3a1RwSzZ0ZThSR3hhYV9jNzJVN2NRIn0.eJyNBFq9KLXto5RJH8WVNPYFKDJWdE1Ci1e6Wzl47tU,Adzuna::API::Response::Job,5749344493,"Service Engineer Blow Molding Machinery - Franklin Twp, MO Field Service Mechanic Tech Maintenance Technician Engineer Install Repair Calibrate Maintain Extrusion Blow Molding Injection Blow Molding or Injection Stretch Blow Molding Equipment Extruders Injection Molder Blow Molders Screw Plasticizers Screw Rotating Motors Guide Rails Moving Platens Heater Bands Hydraulic Pumping Systems Pneumatic systems Die Heads Dies Molds Mold Clamps Cold and Hot Cutters Blow Pins Control Panels Instrumentat…",2026-06-02T13:35:23Z,"Service Engineer Blow Molding Machinery - Franklin Twp, MO",1,https://www.adzuna.com/land/ad/5749344493?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=70AC26C1274DE322B6E13A8D37B821AE8DB8475A,"Franklin, Sussex County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Sussex County', 'Franklin']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-84.21438,46459.75,39.761049,46459.75,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ5MSIsInMiOiJ3a1RwSzZ0ZThSR3hhYV9jNzJVN2NRIn0.UZlMG1O42YVx53j1roaP2aoAKrNrdiGdAhKkHnP0ZyM,Adzuna::API::Response::Job,5749344491,"The Area Agency on Aging is seeking a dedicated Comprehensive Assessor to support individuals and caregivers in accessing long-term care services and community-based resources. This role is responsible for conducting in-depth, multi-dimensional assessments to evaluate physical, functional, social, and environmental needs, determine eligibility for Medicaid and waiver programs, and develop person-centered care plans. The Comprehensive Assessor serves as a key link between consumers and essential…",2026-06-02T13:35:21Z,Comprehensive Assessor,1,https://www.adzuna.com/land/ad/5749344491?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=63DC400687698AB8D5AAAE597EB2716F6216D554,"Dayton, Montgomery County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Montgomery County', 'Dayton']","Area Agency on Aging, PSA 2",Adzuna::API::Response::Company,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
-86.600435,48481.73,36.185416,48481.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid2tUcEs2dGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDkyIn0.fgE4prBHtOWLGhKWvomUnvvxYigv6DtNCQYZgotOlqc,Adzuna::API::Response::Job,5749344492,"Hourly rate ranges from $19.50 - $20.50 per hour and is dependent upon qualifications and experience. Benefits include: Year End Bonus, Tear Down Premium Pay Program, Retention Pay Program. All Bonus and Pay Programs subject to qualifications. The Store Manager oversees and is accountable for the total operation of a store ensuring maximum sales and profitability by establishing and maintaining Guest Services and, controlling expenses. The Store Manager is responsible for shrink, merchandising,…",2026-06-02T13:35:21Z,Store Manager - Spirit,1,https://www.adzuna.com/land/ad/5749344492?se=wkTpK6te8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=7DD6C7B79202FAB87B85BB644AE9D13AA0D163AF,"Hermitage, Davidson County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Hermitage']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
-72.524908,83554.94,41.777255,83554.94,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDg5In0.R_QCJ25dt31jYh_vjfk4cGp2-ZfvCy1J1KKQUwdkBW8,Adzuna::API::Response::Job,5749344489,"Field Service CNC Mills Grinders Lathes - Manchester, CT Field Service Mechanic Tech Technician Engineer Install Repair Calibrate Maintain Maintenance CNC Machine Tool Routers Grinders Saws Cutters Lathe Mill Miller Machining Robot - . REGIONAL TRAVEL ONLY Seeking hands-on experience with CNC machine tools (mills, grinders, lathes, or similar) and desire to travel REGIONALLY for jobs. Activities: • Visit customers and install, troubleshoot, and repair CNC machine tools. • Use manuals, drawings,…",2026-06-02T13:35:18Z,"Field Service CNC Mills Grinders Lathes - Manchester, CT",1,https://www.adzuna.com/land/ad/5749344489?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=E0B5E4E56A117F3083D2450038086234052584CB,"Manchester, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Manchester']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-86.983751,114903.38,34.606731,114903.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDkwIn0.TFK6v9Ha_RkHpEggg-3nTCVEgDjW8ZxZ6_N7sYFHYRY,Adzuna::API::Response::Job,5749344490,"Johnson Service Group is a Tier 1 vendor for the Tennessee Valley Authority (TVA), and we are recruiting for an experienced Electrical Engineer for a 12-month contract assignment supporting the Browns Ferry Nuclear Plant in Decatur, AL. Target W2 Pay Rate: $84.00/hour (time and a half for overtime) Target Start Date: 06/15/2026 Duration: 12 months Work Status: Hybrid - initially requires 2 days/week onsite (may convert to primarily remote).",2026-06-02T13:35:18Z,Electrical Engineer (TVA-Browns Ferry Nuclear Plant),1,https://www.adzuna.com/land/ad/5749344490?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=C46F2AB6B09D3F697CDA5B5DBFAF242BB22B47EC,"Priceville, Morgan County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Morgan County', 'Priceville']",Johnson Service Group,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-83.0603,40441.96,42.348495,40441.96,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDg4In0.Mq2fhuZ5cfwQ2j03jIXLTWVK5zsvuNYCFAccaK0ytjo,Adzuna::API::Response::Job,5749344488,"Field Svc Mechanic - Packaging Automation - Canton, MI Field Service Technician Mechanic Automated Candy & Protein Bar Food Packaging Lines Maintenance Repair Installation Machinery Flow Wrappers Pouchers PLCs HMIs Servos Motion Controls Hydraulics Pneumatics _ . REGIONAL TRAVEL Join packaging machine manufacturer and start up, maintain, troubleshoot, and repair Food Bar & Hard Candy Packaging Equipment: Nugget, Tablet, Biscuit and Bar Wrappers, Twisters & Sealers; Paper, Foil & Film Slitters &…",2026-06-02T13:35:15Z,"Field Svc Mechanic - Packaging Automation - Canton, MI",1,https://www.adzuna.com/land/ad/5749344488?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=55B550D81CAF0D950B88A216BB04E7C30BD6B98C,"Detroit, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Detroit']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-122.395222,94044.36,37.761957,94044.36,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ4NyIsInMiOiIydHdGTGF0ZThSR3hhYV9jNzJVN2NRIn0.dUw9OR8bKlzab5sknoDgQ2AyA6jhZVBUtL02QA0uBHs,Adzuna::API::Response::Job,5749344487,"Field Service - High Volume Bakery Equip - San Francisco, CA Regional Field Service Mechanic Tech Technician Engineer Maintenance Repair Maintain Install Troubleshoot Machine Repair Machinery High Volume Bakery Automated Handling & Packaging Automation _ . Participate in the design, installation, commissioning, programming and troubleshooting of automated packaging lines, process systems, and software systems for clients across region. High Volume Bakery Automated Handling & Packaging Automatio…",2026-06-02T13:35:14Z,"Field Service - High Volume Bakery Equip - San Francisco, CA",1,https://www.adzuna.com/land/ad/5749344487?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=B5675D33ACE02E7D1A073EB4DA2A0B9F3CD814D7,"Potrero Hill, San Francisco",Adzuna::API::Response::Location,"['US', 'California', 'San Francisco', 'Potrero Hill']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-73.82826,157800.77,40.76646,157800.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ4MSIsInMiOiIydHdGTGF0ZThSR3hhYV9jNzJVN2NRIn0.N7Ssa9a4mLe5kovTFM6vMIm3L4DecBSiVYPjSv_VjPs,Adzuna::API::Response::Job,5749344481,"Are you a driven sales leader who thrives in a fast-paced market? We are looking for an ambitious, results-oriented Sales Manager to take the helm of our growing team. In this role, you won’t just be managing—you will be mentoring, strategizing, and driving company revenue to new heights. If you have a passion for building high-performing teams, closing deals, and scaling businesses in the competitive NY landscape, we want you on our side. What You’ll Do Step into a role where your leadership d…",2026-06-02T13:35:14Z,Virtual Sales Manager,1,https://www.adzuna.com/land/ad/5749344481?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=E0D25F2B8DC5B9434B747CBDC3A21F92CF462093,"Flushing, Queens",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Queens', 'Flushing']",GL,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
-84.148742,35623.63,33.972772,35623.63,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDYwIn0.-ZmDKP8EdMitV7ejDlGJJczaccC6yyuHDYydMm_vI4E,Adzuna::API::Response::Job,5749344460,"Hourly rate ranges from $16.75 - $17.25 per hour and is dependent upon qualifications and experience. Benefits include: Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. The Assistant Store Manager supports the Store Manager in the staffing, setup, merchandising, pack-up and teardown of a Seasonal Store. The Assistant Manager is responsible for supporting the Store Manager in the various tasks involved in the over…",2026-06-02T13:35:13Z,Assistant Store Manager - Spirit,1,https://www.adzuna.com/land/ad/5749344460?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=87ADD428346FCE666C33A4063180DAB46B04EAE3,"Duluth, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Duluth']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
-76.728144,48714.48,38.930454,48714.48,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQ2OSIsInMiOiIydHdGTGF0ZThSR3hhYV9jNzJVN2NRIn0.nKh4OjYnaH_MJuAo1WRg0TurJv1QS_hnB6fqRenTtDw,Adzuna::API::Response::Job,5749344469,"The Assistant Store Manager supports the Store Manager in the staffing, setup, merchandising, pack-up and teardown of a Seasonal Store. The Assistant Manager is responsible for supporting the Store Manager in the various tasks involved in the overall operation of a store ensuring maximum sales/profitability by establishing and maintaining Guest Services, developing staff, controlling expenses, shrinkage and all aspects of merchandising and inventory control. The minimum age requirement is 18 an…",2026-06-02T13:35:13Z,Assistant Store Manager - Spirit,1,https://www.adzuna.com/land/ad/5749344469?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=49E6900A0F6727DC29CD179E2BC64DEB839CD553,"Mitchellville, Prince George's County",Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Mitchellville']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
-111.921403,41927.84,33.308771,41927.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDUyIn0.XQBQGUYs5iNrTVTXuAxRoQiKoAycDh1NW7YlWjKUUvA,Adzuna::API::Response::Job,5749344452,"Maint Mechanic Machined Parts Co - Chandler, AZ Maintenance Mechanic Machine Tool Maintenance Tech Machine Shop Repair Technician CNC Machining Centers Lathes Mills Machinery Automotive Aerospace Manufacturing Facility _ . Seeking individual with High School diploma or equivalent with mechanical and electrical plant maintenance repair experience who can diagnose and test equipment and then correct malfunctions or make improvements. Activities: • Make adjustments, installations, fabrications and…",2026-06-02T13:35:12Z,"Maint Mechanic Machined Parts Co - Chandler, AZ",1,https://www.adzuna.com/land/ad/5749344452?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=5E561364C622331BCB295A8512605D88586DDFEB,"Chandler, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Chandler']",Diedre Moire Corp.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-86.170647,46305.02,32.366327,46305.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQzOSIsInMiOiIydHdGTGF0ZThSR3hhYV9jNzJVN2NRIn0.Ew1cmXq1NtAe_20zd2aibjJV-hCjKI_-wUylU-ekr2k,Adzuna::API::Response::Job,5749344439,"Kershaw Equipment LLC, located in Montgomery, AL is a leader in rail maintenance and vegetation management production and a worldwide supplier of maintenance-of-way equipment. Built on our strong commitment to our customers, our company supplies machines to Class I railroads, transit lines, short lines, and many contractors around the globe. Kershaw is part of The Heico Companies LLC, a parent holding company comprised of more than 40 businesses involved in manufacturing, construction, and indu…",2026-06-02T13:35:11Z,Production Mechanic II,1,https://www.adzuna.com/land/ad/5749344439?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=5B4A212D99E89FAB40B1F717BFCCDB16ED9CA1C3,"Mount Meigs, Montgomery County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Montgomery County', 'Mount Meigs']",Kershaw Equipment L.L.C.,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-119.76029,29804.37,36.82632,29804.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDM3In0.wM_5L3sA09N9ZKlDPLDJ2D6u2vv0eI0OHS_ht4P3KpA,Adzuna::API::Response::Job,5749344437,"Sales Associate: Hourly rate is $16.90 per hour and is dependent upon qualifications and experience. Brand: Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as per Company Standards. The Sales Associate will support the Store Management Team by generating sales, sign waving, general housekeeping, merchandising, signing, pricing, POS …",2026-06-02T13:35:10Z,Sales Associate,1,https://www.adzuna.com/land/ad/5749344437?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=DAE009261A089C2BF85B9D116B723AE17EA1A52C,"Pinedale, Fresno County",Adzuna::API::Response::Location,"['US', 'California', 'Fresno County', 'Pinedale']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
-83.919508,93518.02,35.960508,93518.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQzOCIsInMiOiIydHdGTGF0ZThSR3hhYV9jNzJVN2NRIn0.cJwJe0CNn_SfefMhzEBhDsbD5bsBdUryLKZWlrUk488,Adzuna::API::Response::Job,5749344438,"Position Summary We are excited to launch a new position, District Human Resources Manager, to support our district field teams and collaborate with leadership to execute and implement human capital strategy. At Penske, we look for dedicated individuals who thrive in a collaborative environment. If you have HR functional experience and skills, e.g., managing associate performance, leading difficult discussions, developing associates, ability to anticipate evolving business, we are interested in…",2026-06-02T13:35:10Z,District Human Resources Manager,1,https://www.adzuna.com/land/ad/5749344438?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=42EE9BAB8E1B63B17304EC8CFBC2205A25CF208B,"Knoxville, Knox County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Knox County', 'Knoxville']",Penske,Adzuna::API::Response::Company,Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,,
-71.536298,37475.71,43.213626,37475.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDM1In0.Y-3pALYfqxJijb1UG5QZdNDCNyGgGkhi0I-ndqF5ezQ,Adzuna::API::Response::Job,5749344435,"Hourly rate ranges from $11.80 - $12.00 per hour and is dependent upon qualifications and experience. Benefits include: Set-Up and Tear Down Premium Pay Programs, End of Season Premium Pay Program. All Bonus and Pay Programs subject to qualifications. Brand - Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as per Company Standards. …",2026-06-02T13:35:09Z,Sales Associate - Spirit,1,https://www.adzuna.com/land/ad/5749344435?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=AEAD364EA2D67DAC920E67A2FFEAF18A16A6708D,"Concord, Merrimack County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Merrimack County', 'Concord']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
-157.820876,80242.95,21.277922,80242.95,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnR3RkxhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ0NDIxIn0.xhzDIQH84F8DvoJQmT1dixvsHx8xC-msuSEob0UlZr0,Adzuna::API::Response::Job,5749344421,"Hourly Rate: $32.50 JOB SUMMARY $32.50/hr  commission (Training Pay) Currently Offering: UP TO $20,000 Sign-On Bonus potential* Qualifier: 7-year minimum RECENT Sales experience * Additional terms and conditions apply to the Sign-on Bonus, which terms and conditions will be provided upon hire. Contribute to the success of the organization and sales distribution site by effectively using sales techniques and processes to convert prospective owners into purchasers as well as reload Owners. Develo…",2026-06-02T13:35:03Z,"Japanese Speaking Licensed Sales Executive (up to $20,000 Incentive *Potential) – Waikiki",1,https://www.adzuna.com/land/ad/5749344421?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=5CCDF4C2E781FCC37915DA0E63FF6B93DCAB5155,"Wake Island, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Wake Island']",Marriott Vacations Worldwide,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
-95.30178,40761.32,29.55552,40761.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NDQxOCIsInMiOiIydHdGTGF0ZThSR3hhYV9jNzJVN2NRIn0.PVwu6DPqFqnF_1-Kb3J65e8tMJ-S12hDJ6XIvVT_Kis,Adzuna::API::Response::Job,5749344418,"Hourly rate ranges from $19.50 - $20.50 per hour and is dependent upon qualifications and experience. Benefits include: Year End Bonus, Tear Down Premium Pay Program, Retention Pay Program. All Bonus and Pay Programs subject to qualifications. The Store Manager oversees and is accountable for the total operation of a store ensuring maximum sales and profitability by establishing and maintaining Guest Services and, controlling expenses. The Store Manager is responsible for shrink, merchandising,…",2026-06-02T13:35:02Z,Store Manager - Spirit,1,https://www.adzuna.com/land/ad/5749344418?se=2twFLate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=DEF38D25E2AA833F99EE3674B2FBF6381DEA5EC3,"Pearland, Brazoria County",Adzuna::API::Response::Location,"['US', 'Texas', 'Brazoria County', 'Pearland']",Spencer Gifts - Spirit Halloween,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,,
