created,redirect_url,title,salary_is_predicted,contract_time,salary_min,adref,description,salary_max,id,__CLASS__,company.display_name,company.__CLASS__,location.area,location.display_name,location.__CLASS__,category.label,category.__CLASS__,category.tag,latitude,longitude,contract_type
2026-08-26T09:47:17Z,https://www.adzuna.com/land/ad/5856858524?se=yHlkaVah8RGZzYEQhDc4LA&utm_medium=api&utm_source=abfa41a4&v=206D6CE59BF1DE12B2B85A1EBC5759B0FD98E1E3,"Social Worker | Highland, Michigan",1,,68461.16,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUhsa2FWYWg4UkdaellFUWhEYzRMQSIsImkiOiI1ODU2ODU4NTI0In0.2oWr8Y4v1aqCjZHlkqzXcTyOK0RCdrtAXj4uQr1A9xk,"Job Description Job Description An exciting contract opportunity is available for a dedicated School Social Worker to provide support during a maternity leave from the end of November through February. This assignment entails working with early learners and elementary-aged students across two school settings. You’ll split your time between 0.6 FTE at an early childhood center, assisting GSRP (Great Start Readiness Program) children and those with additional support needs, and 0.4 FTE at an elem…",68461.16,5856858524,Adzuna::API::Response::Job,Soliant,Adzuna::API::Response::Company,"['US', 'Ohio', 'Highland County', 'Highland']","Highland, Highland County",Adzuna::API::Response::Location,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,39.34451,-83.59742,
2026-08-26T09:47:17Z,https://www.adzuna.com/land/ad/5856858525?se=yHlkaVah8RGZzYEQhDc4LA&utm_medium=api&utm_source=abfa41a4&v=22601DEF47ED2C853E5E83F05CF38E54E0D68F99,Journeyman Electrician,1,,62053.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUhsa2FWYWg4UkdaellFUWhEYzRMQSIsImkiOiI1ODU2ODU4NTI1In0.nrDtmeiKmiFYrc6CuI0tbw9ALdfzjcEDX8fOW9dSl08,"Job Description Job Description Journeyman Electrician - Muskegon, MI Direct Hire Opportunity Flexible Schedule (x3 Day Work Week) Paid Drive Time Job Description We are seeking a skilled Journeyman Electrician to add to our growing team in West Michigan. This individual will be responsible for industrial electrical work involving the installation, maintenance, troubleshooting, and repair of electrical systems and equipment. This position requires strong technical expertise, blueprint reading c…",62053.09,5856858525,Adzuna::API::Response::Job,Aerotek,Adzuna::API::Response::Company,"['US', 'Michigan', 'Muskegon County', 'Muskegon']","Muskegon, Muskegon County",Adzuna::API::Response::Location,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,43.237426,-86.253277,
2026-08-26T09:47:15Z,https://www.adzuna.com/details/5856858518?utm_medium=api&utm_source=abfa41a4,Stylist-Seasonal,1,,36301.06,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg1ODUxOCIsInMiOiJ5SGxrYVZhaDhSR1p6WUVRaERjNExBIn0.oo-seikXh6qoRae2xYYwiFaQAG5JtxK9-Lc9l8tEDlU,"Description Beauty is eternal. It is captured in the way you feel and in the way you look. It is timeless. Every generation needs to feel beautiful. Some things don’t change. Some things should not change. Helping women feel beautiful has been our mission since we first opened our doors in 1937. The fashions have changed but the Windsor dream has not. Icons come and go - from Jacqueline Kennedy, to Princess Diana to the red carpet of today. Throughout it all Windsor has made beauty accessible t…",36301.06,5856858518,Adzuna::API::Response::Job,Windsor Fashions,Adzuna::API::Response::Company,"['US', 'Indiana', 'Vanderburgh County', 'Knight']","Knight, Vanderburgh County",Adzuna::API::Response::Location,Retail Jobs,Adzuna::API::Response::Category,retail-jobs,37.970109,-87.481268,contract
2026-08-26T09:47:14Z,https://www.adzuna.com/details/5856858514?utm_medium=api&utm_source=abfa41a4,RN - 37905659,1,part_time,13393.07,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg1ODUxNCIsInMiOiJ5SGxrYVZhaDhSR1p6WUVRaERjNExBIn0.6IdmqyFlQUIPoXnl2PAfMHOHLwASc8ixSWDp8CEt4dM,"An OB-GYN registered nurse (RN) provides care to women with hysterectomies, reproductive cancers, hormone disorders, and other obstetrical and gynecological health problems. In addition, he/she will work with patients revolving around their pregnancy and child birth. OB-GYN nurses provide reproductive and gynecological care under a physician’s supervision.",13393.07,5856858514,Adzuna::API::Response::Job,Regional Health Services of Howard County,Adzuna::API::Response::Company,"['US', 'Iowa', 'Howard County', 'Cresco']","Cresco, Howard County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,43.374573,-92.116028,
2026-08-26T09:47:13Z,https://www.adzuna.com/details/5856858507?utm_medium=api&utm_source=abfa41a4,Customer Service Representative I,1,full_time,52591.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUhsa2FWYWg4UkdaellFUWhEYzRMQSIsImkiOiI1ODU2ODU4NTA3In0.sfxlmfIZ2XRTTt7jmA-QDcYMKp7pOjn-6I1-OxbK4TI,"The position is described below. If you want to apply, click the Apply Now button at the top or bottom of this page. After you click Apply Now and complete your application, you'll be invited to create a profile, which will let you see your application status and any communications. If you already have a profile with us, you can log in to check status. Need Help? If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Acces…",52591.2,5856858507,Adzuna::API::Response::Job,Truist Bank,Adzuna::API::Response::Company,"['US', 'Florida', 'Orange County', 'Orlando']","Orlando, Orange County",Adzuna::API::Response::Location,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,28.541666,-81.375686,contract
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867092?utm_medium=api&utm_source=abfa41a4,"Regional Truck Driver Company - 1yr EXP Required - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA5MiIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.a6hH1eCaswToRXLrvTVoTdogJLZeX1TgCPOGRnzWSoY,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867092,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Alabama', 'Calhoun County', 'Blue Mountain']","Blue Mountain, Calhoun County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,33.720723,-85.833608,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867056?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MDU2In0.itpXdlGWgIkNsHHuM_w27jJ9TdI58kiwA6UstehLDIs,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867056,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Iowa', 'Black Hawk County', 'Cedar Falls']","Cedar Falls, Black Hawk County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,42.519609,-92.454976,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867079?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA3OSIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.mKenh1W496kfnTwodRXbqJgFee0i5Sudzobtnxb-qCQ,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867079,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'North Carolina', 'Buncombe County', 'Asheville']","Asheville, Buncombe County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,35.596321,-82.555682,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867060?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MDYwIn0.0LPubv7LYdBt838kXiMW_-wIxhQjvC9UNxuHsbpQDLM,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867060,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Missouri', 'Jasper County', 'Joplin']","Joplin, Jasper County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,37.097902,-94.496679,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867106?utm_medium=api&utm_source=abfa41a4,"CDL-A Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MTA2In0.DcLzci7g2pjSk6I1IWC22AxwAaFn9-T-0cmESs9-BL8,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867106,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Illinois', 'Williamson County', 'New Camp']","New Camp, Williamson County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,37.723768,-88.92658,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867099?utm_medium=api&utm_source=abfa41a4,"Regional Truck Driver Company - 1yr EXP Required - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MDk5In0.hxn1oA2Nlxymw_gRJF0CcmwkR1B7MWzxeoAdGq5-krE,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867099,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Illinois', 'Williamson County', 'New Camp']","New Camp, Williamson County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,37.723768,-88.92658,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867078?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA3OCIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.ZJ4HnJaKG0yhGL6lRPyMlFybvJK4Zw1xbBP9jSob1-k,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867078,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Louisiana', 'Caddo Parish', 'Risinger Woods']","Risinger Woods, Caddo Parish",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,32.60862,-93.86208,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867068?utm_medium=api&utm_source=abfa41a4,"Regional Truck Driver Company - 1yr EXP Required - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA2OCIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.YR18nxElEZWbhos_8ESpevaQYYM6rEDJNz40YUzoUj0,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867068,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Tennessee', 'Sullivan County', 'Blountville']","Blountville, Sullivan County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.533772,-82.358684,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867085?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA4NSIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.c5KwyVGTv7htUgDK4aHo9E34LjtSR6a6cYCfS_xMjEY,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867085,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Oklahoma', 'Roger Mills County', 'Cheyenne']","Cheyenne, Roger Mills County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,35.815989,-99.769676,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867059?utm_medium=api&utm_source=abfa41a4,"Regional Truck Driver Company - 1yr EXP Required - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA1OSIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.oFSsVGgmSZDzigAkN0O3T6SLUmlhVwqnUqZhbbyVKbk,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867059,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Tennessee', 'Madison County', 'Bemis']","Bemis, Madison County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,35.610831,-88.818882,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867084?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MDg0In0.8OacGFgkPUMuNTvWV7mNNp0-dquqbMbayxEKnHbOQyc,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867084,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Tennessee', 'Sullivan County', 'Blountville']","Blountville, Sullivan County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.533772,-82.358684,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867102?utm_medium=api&utm_source=abfa41a4,"CDL-A Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MTAyIn0.TEnmzwStJM6cwL3EdWCz4ipWLfBS7R3AdqhbdsslVA4,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867102,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Iowa', 'Webster County', 'West Fort Dodge']","West Fort Dodge, Webster County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,42.507397,-94.180326,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867086?utm_medium=api&utm_source=abfa41a4,"CDL-A Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA4NiIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.NnNtkpbO0NITDREfcoVm8iT4PcnXLchBVRiw5jMcHIw,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867086,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Arkansas', 'Miller County', 'Texarkana']","Texarkana, Miller County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,33.430582,-94.005589,
2026-08-26T09:57:22Z,https://www.adzuna.com/details/5856867057?utm_medium=api&utm_source=abfa41a4,"Regional Truck Driver Company - 1yr EXP Required - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzA1NyIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.ecf7toGxykSdHV2YHfpZBBdr8JUnwpTASlPZE8upGaA,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867057,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Iowa', 'Johnson County', 'Iowa City']","Iowa City, Johnson County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.649495,-91.515649,
2026-08-26T09:57:21Z,https://www.adzuna.com/land/ad/5856867030?se=Egqdalah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=3032D0947B43209E1797231F79218A89D33F1133,"Travel MedSurg RN in Durant, Oklahoma",1,,23198.56,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWdxZGFsYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY3MDMwIn0.CGjsLDhq-nC2WpoSWknX91IoX88PQxp21gKSwYoRvRM,"Job Description Job Description Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Chang…",23198.56,5856867030,Adzuna::API::Response::Job,Gifted Healthcare,Adzuna::API::Response::Company,"['US', 'Kansas', 'Montgomery County', 'Caney']","Caney, Montgomery County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,37.011461,-95.935258,
2026-08-26T09:57:21Z,https://www.adzuna.com/details/5856867032?utm_medium=api&utm_source=abfa41a4,"Class A CDL Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzAzMiIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.KkqYLSRaj4pI65kXzXcgONo5zsrg_R-AeDILERvQzVU,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867032,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Georgia', 'Clarke County', 'Athens']","Athens, Clarke County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,33.97432,-83.363915,
2026-08-26T09:57:21Z,https://www.adzuna.com/details/5856867023?utm_medium=api&utm_source=abfa41a4,"CDL-A Company Driver - 1yr EXP Required - Regional - Flatbed - $75k - $85k per year - Keim TS, Inc.",0,full_time,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NzAyMyIsInMiOiJFZ3FkYWxhaDhSR1FBX2JWTmdKTUVBIn0.-p89MF6uRXBAsdEP0_21rAm4hbo6Nz9dHd5GgR_QGco,"Keim is Hiring CDL-A Drivers | Starting Pay @ 63 CPM!. COMPANY DRIVERS At Keim TS, you’ll primarily haul building products, with 60% of the loads preloaded and pretarped—with no Canada and no hazmat. Benefits for Company Driver Trucking Jobs at Keim TS include: Dedicated Home Time Paid Weekly New Equipment Regional or OTR Lanes 60% of loads pre-loaded & 45% pre-tarped We do not slip seat 1800W inverters Start at 68 mph cruise – could be 75 mph! Free rider program Insurance Coeur Health Insuranc…",85000.0,5856867023,Adzuna::API::Response::Job,"Keim TS, Inc.",Adzuna::API::Response::Company,"['US', 'Missouri', 'Cole County', 'Saint Martins']","Saint Martins, Cole County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,38.5554,-92.28054,
