title,__CLASS__,salary_is_predicted,adref,salary_max,latitude,redirect_url,salary_min,id,description,longitude,created,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,contract_time,contract_type
"Travel CT Tech - $2,772 per week in Richmond, VA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NTAwIn0.n7wAndYqfyvkppHifmL2M3KhWIby8qSp5KzO_LmSak8,133056.0,37.50204,https://www.adzuna.com/details/5894174500?utm_medium=api&utm_source=abfa41a4,133056.0,5894174500,"CT Tech Location: Richmond, VA Agency: FlexCare Pay: $2,772 per week Shift Information: Evenings - 4 days x 10 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Mids Facility Type: Hospital Facility Perks 24-48 turnaround time on offers Traveler friendly facility Contract extension opportunities First time travelers are WELCOME! Travel teams are WELCOME! Assignment Terms Desired Start Date October 20…",-77.56992,2026-09-22T12:55:37Z,"['US', 'Virginia', 'Chesterfield County', 'Bon Air']",Adzuna::API::Response::Location,"Bon Air, Chesterfield County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $2,865 per week in Reston, VA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ5MiIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.SEwdX6Udg3MvBhDUVqfO5SzyX_uGe27ZXcsN2xZS-jc,137520.0,38.95669,https://www.adzuna.com/details/5894174492?utm_medium=api&utm_source=abfa41a4,137520.0,5894174492,"CT Tech Location: Reston, VA Agency: FlexCare Pay: $2,865 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Facility Type: Hospital Facility Perks 24-48 turnaround time on offers Traveler friendly facility Contract extension opportunities First time travelers are WELCOME! Travel teams are WELCOME! Assignment Terms Desired Start Date October 2026…",-77.3421,2026-09-22T12:55:37Z,"['US', 'Virginia', 'Fairfax County', 'Reston']",Adzuna::API::Response::Location,"Reston, Fairfax County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $2,509 per week in Richmond, VA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NDk5In0.NWvIJ-XcFB4Buo0X7C1YCIx5MhTiN1eWuDQifSDghNw,120432.0,37.51554,https://www.adzuna.com/details/5894174499?utm_medium=api&utm_source=abfa41a4,120432.0,5894174499,"CT Tech Location: Richmond, VA Agency: FlexCare Pay: $2,509 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Facility Type: Trauma Facility Perks 24-48 turnaround time on offers Traveler friendly facility Contract extension opportunities First time travelers are WELCOME! Travel teams are WELCOME! Assignment Terms Desired Start Date October 2026…",-77.49882,2026-09-22T12:55:37Z,"['US', 'Virginia', 'Richmond County', 'Richmond', 'Forest Hill']",Adzuna::API::Response::Location,"Forest Hill, Richmond",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $2,546 per week in Albany, GA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDUxMiIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.6RufR5SBXYgbBa7p7frQeo7BZtm4D03Myik0K6iklRI,122208.0,31.57381,https://www.adzuna.com/details/5894174512?utm_medium=api&utm_source=abfa41a4,122208.0,5894174512,"CT Tech Location: Albany, GA Agency: FlexCare Pay: $2,546 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 17 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 17 weeks Shift Type: Nights Facility Type: Teaching Facility Perks 24-48 hour turnaround time on offers Traveler friendly facility Affordable housing accommodations Contract extension opportunities Overtime opportunities Teaching facility Travel teams WELCOME Open to…",-84.164133,2026-09-22T12:55:37Z,"['US', 'Georgia', 'Dougherty County', 'Albany']",Adzuna::API::Response::Location,"Albany, Dougherty County",FlexCare,Adzuna::API::Response::Company,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $2,513 per week in Boulder, CO",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ4NSIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.wXoCWW_0zjaYdJgghkGPb8YJYSAIuY1rkm50Jr0tvMY,120624.0,40.000799,https://www.adzuna.com/details/5894174485?utm_medium=api&utm_source=abfa41a4,120624.0,5894174485,"CT Tech Location: Boulder, CO Agency: FlexCare Pay: $2,513 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Facility Type: Trauma Assignment Terms Desired Start Date September 2026 Certs & Licenses BLS, ARRT Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehe…",-105.230506,2026-09-22T12:55:36Z,"['US', 'Colorado', 'Boulder County', 'Boulder']",Adzuna::API::Response::Location,"Boulder, Boulder County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $2,642 per week in Parker, CO",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NDgzIn0.JWRlYLkyVNcsfYr0Gv_Dv6JTB3R3T82qgxsiTuly5p4,126816.0,39.513628,https://www.adzuna.com/details/5894174483?utm_medium=api&utm_source=abfa41a4,126816.0,5894174483,"CT Tech Location: Parker, CO Agency: FlexCare Pay: $2,642 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, NIH, ARRT Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Benefits Package C…",-104.718217,2026-09-22T12:55:36Z,"['US', 'Colorado', 'Douglas County', 'Parker']",Adzuna::API::Response::Location,"Parker, Douglas County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $3,012 per week in Matthews, NC",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ4NCIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.Hw0-D3U6ZS5eoKQhlp05RIUc4cFIu2WTNnlHAhHphFg,144576.0,35.072246,https://www.adzuna.com/details/5894174484?utm_medium=api&utm_source=abfa41a4,144576.0,5894174484,"CT Tech Location: Matthews, NC Agency: FlexCare Pay: $3,012 per week Shift Information: Nights - 4 days x 10 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Assignment Terms Desired Start Date November 2026 Certs & Licenses BLS, ARRT Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Benefits Package…",-80.689421,2026-09-22T12:55:36Z,"['US', 'North Carolina', 'Union County', 'Stallings']",Adzuna::API::Response::Location,"Stallings, Union County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $3,016 per week in Morristown, NJ",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NDg3In0.yEQBvNwcJhZD2zlFtieFlgqMSLtjdWxsHhYScS3wovc,144768.0,40.8077,https://www.adzuna.com/details/5894174487?utm_medium=api&utm_source=abfa41a4,144768.0,5894174487,"CT Tech Location: Morristown, NJ Agency: FlexCare Pay: $3,016 per week Shift Information: Nights - 4 days x 10 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Facility Type: Teaching Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, ARRT Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Compr…",-74.49875,2026-09-22T12:55:36Z,"['US', 'New Jersey', 'Morris County', 'Morristown']",Adzuna::API::Response::Location,"Morristown, Morris County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Vascular Tech - $2,161 per week in Blacksburg, VA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ3NiIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.uaE4ONiZsYDK5yCCfHOZx2KOWWnggBcJsbXqreqlLJk,103728.0,37.231182,https://www.adzuna.com/details/5894174476?utm_medium=api&utm_source=abfa41a4,103728.0,5894174476,"Vascular Tech Location: Blacksburg, VA Agency: FlexCare Pay: $2,161 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Type: Hospital Facility Perks 24-48 turnaround time on offers Traveler friendly facility Contract extension opportunities First time travelers are WELCOME! Travel teams are WELCOME! Assignment Terms Desired Start Date Octobe…",-80.415945,2026-09-22T12:55:33Z,"['US', 'Virginia', 'Montgomery County', 'Blacksburg']",Adzuna::API::Response::Location,"Blacksburg, Montgomery County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Ultrasound Tech - $2,531 per week in Reston, VA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ2OCIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.uVOsTYMzjC009wsLM7v2ORgv75_nLkYbLbuWsUXb6lA,121488.0,38.95669,https://www.adzuna.com/details/5894174468?utm_medium=api&utm_source=abfa41a4,121488.0,5894174468,"Ultrasound Tech Location: Reston, VA Agency: FlexCare Pay: $2,531 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Type: Hospital Facility Perks 24-48 turnaround time on offers Traveler friendly facility Contract extension opportunities First time travelers are WELCOME! Travel teams are WELCOME! Assignment Terms Desired Start Date September…",-77.3421,2026-09-22T12:55:33Z,"['US', 'Virginia', 'Fairfax County', 'Reston']",Adzuna::API::Response::Location,"Reston, Fairfax County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Vascular Tech - $2,345 per week in Chapel Hill, NC",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ3NSIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.FXNhSylF950aAlfzY3YjFG5z-0IdqGsJ0JNDR3uPN8o,112560.0,35.883469,https://www.adzuna.com/details/5894174475?utm_medium=api&utm_source=abfa41a4,112560.0,5894174475,"Vascular Tech Location: Chapel Hill, NC Agency: FlexCare Pay: $2,345 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, ARDMS, RCS/CCI Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Ben…",-79.02346,2026-09-22T12:55:33Z,"['US', 'North Carolina', 'Orange County', 'Carrboro']",Adzuna::API::Response::Location,"Carrboro, Orange County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Ultrasound Tech - $2,403 per week in Union Gap, WA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NDczIn0.ZmLNywohxisO7Mw1kgJDY3hHWGCgNqJSCLVwSoEr9Tk,115344.0,46.556947,https://www.adzuna.com/details/5894174473?utm_medium=api&utm_source=abfa41a4,115344.0,5894174473,"Ultrasound Tech Location: Union Gap, WA Agency: FlexCare Pay: $2,403 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Assignment Terms Desired Start Date November 2026 Certs & Licenses BLS, ARDMS Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Benefi…",-120.574228,2026-09-22T12:55:33Z,"['US', 'Washington', 'Yakima County', 'Ahtanum']",Adzuna::API::Response::Location,"Ahtanum, Yakima County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Ultrasound Tech - $1,943 per week in High Point, NC",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ2OSIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.M4LfDrPc8AtIDyp6GFBFGAxYzzWXKh5DqYjmpQfWaWo,93264.0,36.012887,https://www.adzuna.com/details/5894174469?utm_medium=api&utm_source=abfa41a4,93264.0,5894174469,"Ultrasound Tech Location: High Point, NC Agency: FlexCare Pay: $1,943 per week Shift Information: Nights - 4 days x 9 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Nights Facility Type: Clinic/Specialized Center Facility Perks First-time travelers are WELCOME! Travel Teams are WELCOME! Economical cost of living. RV Friendly area. Traveler-friendly facility Contract extension opportunities. Overti…",-79.999523,2026-09-22T12:55:33Z,"['US', 'North Carolina', 'Guilford County', 'Deep River']",Adzuna::API::Response::Location,"Deep River, Guilford County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel CT Tech - $2,361 per week in West Palm Beach, FL",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ3NyIsInMiOiJucTRLZGF5MjhSRzYtTGVyVDZOLWp3In0.LDKobE9bUqOs-wm5yBbqj5xl2aL3L4_LvupiVyguuS4,113328.0,26.752692,https://www.adzuna.com/details/5894174477?utm_medium=api&utm_source=abfa41a4,113328.0,5894174477,"CT Tech Location: West Palm Beach, FL Agency: FlexCare Pay: $2,361 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Perks 24 - 48 turnaround time on offers Traveler Friendly Facility Contract Extension Opportunities First Time Travelers are WELCOME! Travel Teams are WELCOME! Will Consider Local Travelers Auto Offer program in place! Assign…",-80.078985,2026-09-22T12:55:33Z,"['US', 'Florida', 'Palm Beach County', 'Mangonia Park']",Adzuna::API::Response::Location,"Mangonia Park, Palm Beach County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Ultrasound Tech - $1,707 per week in Prescott Valley, AZ",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NDcyIn0.Z1yiuPq7HaRHuHHb8PVz4wTNOuBfMbc7g1oO6z8tAxU,81936.0,34.575528,https://www.adzuna.com/details/5894174472?utm_medium=api&utm_source=abfa41a4,81936.0,5894174472,"Ultrasound Tech Location: Prescott Valley, AZ Agency: FlexCare Pay: $1,707 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Assignment Terms Desired Start Date December 2026 Certs & Licenses BLS, ARRT, RDMS, ARDMS Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Compreh…",-112.44757,2026-09-22T12:55:33Z,"['US', 'Arizona', 'Yavapai County', 'Prescott']",Adzuna::API::Response::Location,"Prescott, Yavapai County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Ultrasound Tech - $2,217 per week in Lincoln, NE",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibnE0S2RheTI4Ukc2LUxlclQ2Ti1qdyIsImkiOiI1ODk0MTc0NDcwIn0.72dZ5Wp06yJ96XhCdjI0BYRqOfmVTvzFLFr5BC30QiA,106416.0,40.806681,https://www.adzuna.com/details/5894174470?utm_medium=api&utm_source=abfa41a4,106416.0,5894174470,"Ultrasound Tech Location: Lincoln, NE Agency: FlexCare Pay: $2,217 per week Shift Information: Evenings - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Mids Facility Perks Traveler Friendly Facility Contract Extension Opportunities First Time Travelers are WELCOME! Travel Teams are WELCOME! Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, ARDMS Call-off Policy Log…",-96.650773,2026-09-22T12:55:33Z,"['US', 'Nebraska', 'Lancaster County', 'State House']",Adzuna::API::Response::Location,"State House, Lancaster County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,580 per week in Round Rock, TX",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ2MSIsInMiOiJQTHNFZHF5MjhSRzE3SThIajB3Wm93In0.AhAfp73pWEDm2DJJLUjXKdJBsvcDu3xzv4U3qJAH5Sc,75840.0,30.52181,https://www.adzuna.com/details/5894174461?utm_medium=api&utm_source=abfa41a4,75840.0,5894174461,"Surgical Tech Location: Round Rock, TX Agency: FlexCare Pay: $1,580 per week Shift Information: Days - 4 days x 10 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Type: Trauma Facility Perks 24-48 turnaround time on offers Traveler friendly facility Contract extension opportunities First time travelers are WELCOME! Travel teams are WELCOME! Assignment Terms Desired Start Date October …",-97.719349,2026-09-22T12:55:32Z,"['US', 'Texas', 'Williamson County', 'Brushy Creek']",Adzuna::API::Response::Location,"Brushy Creek, Williamson County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,950 per week in Urbana, IL",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ1NSIsInMiOiJQTHNFZHF5MjhSRzE3SThIajB3Wm93In0.SqgDX5lCK6MwEx2khQ60ir1dir8TFh1O0Z7RJZs6eBk,93600.0,40.113691,https://www.adzuna.com/details/5894174455?utm_medium=api&utm_source=abfa41a4,93600.0,5894174455,"Surgical Tech Location: Urbana, IL Agency: FlexCare Pay: $1,950 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, CST, NCCT Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Benefits Pack…",-88.181589,2026-09-22T12:55:32Z,"['US', 'Illinois', 'Champaign County', 'Urbana']",Adzuna::API::Response::Location,"Urbana, Champaign County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,440 per week in Louisville, KY",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ1NCIsInMiOiJQTHNFZHF5MjhSRzE3SThIajB3Wm93In0.-gJibwALEPLq6rKH4Q0LKHACmHjsRMQHvwdTWUqssNU,69120.0,38.26278,https://www.adzuna.com/details/5894174454?utm_medium=api&utm_source=abfa41a4,69120.0,5894174454,"Surgical Tech Location: Louisville, KY Agency: FlexCare Pay: $1,440 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, CST Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Benefits Packag…",-85.66098,2026-09-22T12:55:32Z,"['US', 'Kentucky', 'Jefferson County', 'Druid Hills']",Adzuna::API::Response::Location,"Druid Hills, Jefferson County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,950 per week in Peoria, IL",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ1NiIsInMiOiJQTHNFZHF5MjhSRzE3SThIajB3Wm93In0.fun_WguvcnaX7n79pZ646yf3fgJDb_-8jsDPTOzwLW0,93600.0,40.756705,https://www.adzuna.com/details/5894174456?utm_medium=api&utm_source=abfa41a4,93600.0,5894174456,"Surgical Tech Location: Peoria, IL Agency: FlexCare Pay: $1,950 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehensive Benefits Package Clinica…",-89.610016,2026-09-22T12:55:32Z,"['US', 'Illinois', 'Peoria County', 'Holmes']",Adzuna::API::Response::Location,"Holmes, Peoria County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,976 per week in Northampton, MA",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE3NDQ1MiIsInMiOiJQTHNFZHF5MjhSRzE3SThIajB3Wm93In0.Z0KRebzpo7cvZjcVfOO8-x0ciAr_FC704m3mLLmkFMs,94848.0,42.324008,https://www.adzuna.com/details/5894174452?utm_medium=api&utm_source=abfa41a4,94848.0,5894174452,"Surgical Tech Location: Northampton, MA Agency: FlexCare Pay: $1,976 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Type: Hospital Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, CST Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Com…",-72.636845,2026-09-22T12:55:32Z,"['US', 'Massachusetts', 'Hampshire County', 'North Hampton']",Adzuna::API::Response::Location,"North Hampton, Hampshire County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,499 per week in Phoenix, AZ",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUExzRWRxeTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTc0NDUwIn0.90RWoIRys_ZrsEJIvYk5qfL8_RNwAaC29uPIWigU9IQ,71952.0,33.62121,https://www.adzuna.com/details/5894174450?utm_medium=api&utm_source=abfa41a4,71952.0,5894174450,"Surgical Tech Location: Phoenix, AZ Agency: FlexCare Pay: $1,499 per week Shift Information: Days - 4 days x 10 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Type: Trauma Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, CST Call-off Policy Log in to view Benefits and Perks Single Point of Contact First Offer = Best Offer Guaranteed Priority Job Access Comprehen…",-112.00303,2026-09-22T12:55:32Z,"['US', 'Arizona', 'Maricopa County', 'Paradise Valley']",Adzuna::API::Response::Location,"Paradise Valley, Maricopa County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Surgical Tech - $1,059 per week in Charleston, SC",Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUExzRWRxeTI4UkcxN0k4SGowd1pvdyIsImkiOiI1ODk0MTc0NDYyIn0.VZTJDzOmlAc-c3gXlRd907XJGBLg9WPiwlBTpH_MQXY,50832.0,32.786,https://www.adzuna.com/details/5894174462?utm_medium=api&utm_source=abfa41a4,50832.0,5894174462,"Surgical Tech Location: Charleston, SC Agency: FlexCare Pay: $1,059 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Position Details Profession: Allied Assignment Length: 13 weeks Shift Type: Days Facility Type: Teaching Facility Perks Traveler friendly facility Contract extension opportunities First time travelers are WELCOME Travel teams are WELCOME Assignment Terms Desired Start Date October 2026 Certs & Licenses BLS, CST C…",-79.9473,2026-09-22T12:55:32Z,"['US', 'South Carolina', 'Charleston County', 'James Island']",Adzuna::API::Response::Location,"James Island, Charleston County",FlexCare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,contract
