adref,description,__CLASS__,id,salary_max,latitude,salary_is_predicted,salary_min,redirect_url,created,longitude,title,category.tag,category.label,category.__CLASS__,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSk85N1ZZQ084UkdHZ09fbjBybWRpUSIsImkiOiI1ODI1NzMzMTMyIn0.KNujxWqv5e4X78LqSOv3L-SY_UgK3IibxUtXTgczrgQ,"Summary: As a Class A truck driver, you will be responsible for delivering our merchandise to various locations. You will be making multiple stops per day, and will be home daily. You will ensure the safe and timely delivery of all products to our customers' locations, while adhering to transportation regulatory compliance. Work Hours: Monday to Friday from 04:00 AM to 04:00 PM Seniority Level: Entry Level Employment Type: Full-time Compensation: This hourly, non-exempt position pays from $25.7…",Adzuna::API::Response::Job,5825733132,68775.0,31.938265,1,68775.0,https://www.adzuna.com/land/ad/5825733132?se=JO97VYCO8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=B3F32D73DCEB472D8EB0647488A6BEE5FF35A198,2026-08-02T10:12:58Z,-81.303443,Local CDL A Truck Driver - Home Daily,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Georgia', 'Bryan County', 'Richmond Hill']","Richmond Hill, Bryan County",MSI,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMTI1In0.9VkwBPsUeDs8NQ_4UFx-u7yXfoQRoWCSUTDT3qcesBw,"If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving experience, this is it!As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when you…",Adzuna::API::Response::Job,5825733125,55658.63,39.295263,1,55658.63,https://www.adzuna.com/land/ad/5825733125?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=C788D15A15CA0645A09CEEEAF2CDF30013A18DBB,2026-08-02T10:12:57Z,-85.950126,Local CDL A Yard Driver,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Indiana', 'Bartholomew County', 'Taylorsville']","Taylorsville, Bartholomew County",Lazer Logistics,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMTMwIn0.pJKUi4B82KQOmwSVXAaW9vdzQKcZ8BbXgeELFWmv0ME,"About Orica At Orica, it’s the power of our people that leads change and shapes our futures. Every day, all around the world, our people help mobilize vital resources essential to progress. Established in 1874, we have grown to become the world leader in mining and civil blasting with a diverse team of more than 13,000 across the world. From the production and supply of explosives, blasting systems, mining chemicals, and geotechnical monitoring to our cutting-edge digital solutions and comprehe…",Adzuna::API::Response::Job,5825733130,56911.74,44.202208,1,56911.74,https://www.adzuna.com/land/ad/5825733130?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=F874889F3882809827A51FAB35EC28C83DB16544,2026-08-02T10:12:57Z,-88.446497,"CDL Class B Driver (Kaukauna, WI) Signing Bonus $4,500, Monday - Friday, and Great Benefits",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Winnebago County', 'Menasha']","Menasha, Winnebago County",Orica,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMTI2In0.o0uugVqK-hJRzSVVy8R0R14J1c7SQPuMVphzhCsdfnc,"About Orica At Orica, it’s the power of our people that leads change and shapes our futures. Every day, all around the world, our people help mobilize vital resources essential to progress. Established in 1874, we have grown to become the world leader in mining and civil blasting with a diverse team of more than 13,000 across the world. From the production and supply of explosives, blasting systems, mining chemicals, and geotechnical monitoring to our cutting-edge digital solutions and comprehe…",Adzuna::API::Response::Job,5825733126,60771.16,44.477486,1,60771.16,https://www.adzuna.com/land/ad/5825733126?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=F27D539C5EF78757290CFE4D71D3702F7F0E190C,2026-08-02T10:12:57Z,-88.450657,"CDL Class B Driver (Kaukauna, WI) Signing Bonus $4,500, Monday - Friday, and Great Benefits",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Outagamie County', 'Black Creek']","Black Creek, Outagamie County",Orica,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzExOCIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.8igV3CuyMXH2C9uyVHUgVMkq_7ACZhLyF1SC0RJjIMo,"If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving experience, this is it!As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when you…",Adzuna::API::Response::Job,5825733118,56852.44,40.125837,1,56852.44,https://www.adzuna.com/land/ad/5825733118?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=DF7333B66247F005D2E25265D728F39DF9B16A2E,2026-08-02T10:12:56Z,-86.60909,Local CDL A Yard Driver,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Indiana', 'Boone County', 'Thorntown']","Thorntown, Boone County",Lazer Logistics,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzExMSIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.vc4172VIMxw2mJXxV1kGBZWjNiV9BywGha9DZ8nCVHo,"Find your calling at Mercy! Utilizes the nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Evaluates the overall effectiveness of care provided by other direct care givers. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Performs duties and responsibilities in a manner consistent with our mission, values, and Mercy Service…",Adzuna::API::Response::Job,5825733111,82845.35,37.162041,1,82845.35,https://www.adzuna.com/land/ad/5825733111?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=9C7FF002894C26AA73B9BE156B3898B235008D83,2026-08-02T10:12:55Z,-93.245833,6D Stepdown to ICU Pathway,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Turners']","Turners, Greene County",Mercy,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzExNSIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.770zhVMJqiUvDSohznYgx8Ks_3vexGWyWLYVEoNzBC4,"Overview: At Powerback, we're on a mission to improve lives. As the leader in physical, occupational, speech, and respiratory therapies, we help older adults stay active and thrive. With over four decades of trusted service, our reach spans skilled nursing centers, assisted and independent living facilities, outpatient clinics, and home-based care. We're proud to deliver personalized care exactly where and when it's needed most. Join an industry-leading team that restores hope and makes a lasti…",Adzuna::API::Response::Job,5825733115,113596.56,41.617607,1,113596.56,https://www.adzuna.com/land/ad/5825733115?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=01F472D5156CA537E8F148F63AEBB4CF8AB4B523,2026-08-02T10:12:55Z,-72.863364,Physical Therapist (PT) - Mobile Outpatient,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Southington']","Southington, Hartford County",PowerBack Rehabilitation,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA5NCIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.7Bi_m7V4pQvkKcNLEe6PJcV8KAPSEZduVgtxbBGYkq8,"Find your calling at Mercy! The Associate Sonographer operates imaging equipment and software, mostly ultrasound equipment, to assist in the diagnosis and treatment of patients. This role requires operating imaging equipment, ensuring patient safety, and maintaining high-quality imaging standards. The Associate Sonographer position also requires a strong commitment to patient care, technical expertise, and collaborative communication with patients and healthcare professionals to provide optimal…",Adzuna::API::Response::Job,5825733094,79116.07,38.191876,1,79116.07,https://www.adzuna.com/land/ad/5825733094?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=86C96114C188B1D2B1877B430AE8255866B4B6AC,2026-08-02T10:12:52Z,-90.410572,"Sonographer - No Call - $10,000 Sign On Bonus - Mercy Hospital Jefferson",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Jefferson County', 'Festus']","Festus, Jefferson County",Mercy,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA3NyIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.sN3-ggQ8_JbcvV-zeD4e4P8-rWf5QDkjsHSGDNK9HBU,"Compensation and Incentives: $1,800.00 weekly average $90,500 annual average Top earners $2100 weekly average Top earners $103,000 annual average $3,000 Driver Referral Program - Paid in 60 days  Receive 5% of the referred drivers monthly earnings! Quarterly safety and performance bonuses Full Medical and Dental Benefits Run Details Eastern US Home Weekly Parking at Parkersburg, WV, Proctor, WV, or Washington, WV APPLY TO TERMINAL 179 Parkersburg, WV Recruiter Information: Call Lisa @ 813-205-9…",Adzuna::API::Response::Job,5825733077,79986.32,40.063962,1,79986.32,https://www.adzuna.com/land/ad/5825733077?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=EFE68B58FFEDC836579291392584801C393846C4,2026-08-02T10:12:49Z,-80.720915,Class-A CDL Regional Company Driver,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Ohio County', 'Wheeling']","Wheeling, Ohio County",Quality Carriers,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA3NiIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.BKF5hK8s2jRjuiSUagWOlOMYaa_y8J-qvUmgTKvOce8,"Find your calling at Mercy! Overview: Utilizes the nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Evaluates the overall effectiveness of care provided by other direct care givers. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Performs duties and responsibilities in a manner consistent with our mission, values, and mer…",Adzuna::API::Response::Job,5825733076,61322.43,35.402929,1,61322.43,https://www.adzuna.com/land/ad/5825733076?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=4C7F70F582E67FB4BE906085D0220E49D9B9D4AE,2026-08-02T10:12:49Z,-97.435509,OKC - Registered Nurse - Full time,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Del City']","Del City, Oklahoma County",Mercy,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA3NSIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.NIGV50vKPN6l-ulG-IK-8n-w1yLM3wUeI39jq9QjXnw,"About Orica At Orica, it’s the power of our people that leads change and shapes our futures. Every day, all around the world, our people help mobilize vital resources essential to progress. Established in 1874, we have grown to become the world leader in mining and civil blasting with a diverse team of more than 13,000 across the world. From the production and supply of explosives, blasting systems, mining chemicals, and geotechnical monitoring to our cutting-edge digital solutions and comprehe…",Adzuna::API::Response::Job,5825733075,56009.0,36.100615,1,56009.0,https://www.adzuna.com/land/ad/5825733075?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=A5CD13BF5AC897DD3238AFDF5B64F9CAA231D9B3,2026-08-02T10:12:49Z,-87.051115,"CDL Class B Driver (Bell Buckle, TN) Signing Bonus $4,500, Monday - Friday, and Great Benefits",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Cheatham County', 'Pegram']","Pegram, Cheatham County",Orica,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA2NCIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.SpSCgk0IU4NOPprgMXA_WlWcy3vxL7W8542R84TJXP8,"Job Title: Sous Chef Job Location: Phoenix-USA-85040 Work Location Type: On-Site Salary Range: $56,949.36 - 71,186.70 About us Since 1942, SkyChefs has taken culinary excellence to new heights. As a trusted partner to the nation’s leading airlines and retailers, we proudly deliver millions of meals and exceptional service experiences every year across 43 sites throughout the United States. Built on a legacy of operational excellence, culinary expertise, and continuous innovation, we are committ…",Adzuna::API::Response::Job,5825733064,108078.63,33.468577,1,108078.63,https://www.adzuna.com/land/ad/5825733064?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=A73EC6C09D5DDEA2F35D125EE830FAEA49D96834,2026-08-02T10:12:47Z,-111.703265,Sous Chef,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Fountain Hills']","Fountain Hills, Maricopa County",LSG Sky Chefs,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA2MSIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.34WPXPX6NvKBhEtTd2g3VJlVJwE8OPq32P9vCB5keVw,"Compensation and Incentives: Average gross weekly pay $1800.00 to $2200.00 $4000.00 Sign on bonus $3,000 driver referral bonus- Paid out within 60 Days  Receive 5% of the reffered drivers monthly earnings! Safety and Performance Bonuses Paid Quarterly Full Medical and Dental Benefits Run Details Home weekly for reset Lanes of travel IL, MI, MN, IN, OH, IA Consistent lanes of operation Parking in Appleton, WI, or Bristol, WI Equipment and Safety: Road facing event recorder  Collision Avoidance T…",Adzuna::API::Response::Job,5825733061,193338.05,43.163343,1,193338.05,https://www.adzuna.com/land/ad/5825733061?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=5062784556FBF1D4B2F7E18F1F788F67D52A52D8,2026-08-02T10:12:46Z,-87.964532,Class-A CDL Regional Company Driver,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Brown Deer']","Brown Deer, Milwaukee County",Quality Carriers,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMDU3In0.bjOa4IrPTEr0hDZ-UgNrN65ZmAUdhHQq2SLJbY81NaE,"About Orica At Orica, it’s the power of our people that leads change and shapes our futures. Every day, all around the world, our people help mobilize vital resources essential to progress. Established in 1874, we have grown to become the world leader in mining and civil blasting with a diverse team of more than 13,000 across the world. From the production and supply of explosives, blasting systems, mining chemicals, and geotechnical monitoring to our cutting-edge digital solutions and comprehe…",Adzuna::API::Response::Job,5825733057,59680.26,37.105678,1,59680.26,https://www.adzuna.com/land/ad/5825733057?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=9E14688821A47AADF6384A1FF1F7865A1B008718,2026-08-02T10:12:46Z,-80.685343,"CDL Class B Driver (Salem, VA) Signing Bonus $4,500, Monday - Friday, and Great Benefits",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Virginia', 'Pulaski County', 'Dublin']","Dublin, Pulaski County",Orica,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA1OCIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.y_oZl0RpU9CJeu3J8ABO5RoBANQkBK3qskUbqqyEFTA,"If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving experience, this is it!As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when you…",Adzuna::API::Response::Job,5825733058,52137.27,40.193454,1,52137.27,https://www.adzuna.com/land/ad/5825733058?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=CDBD12F28AE3B5A696C618ACBC20E2E6168F5224,2026-08-02T10:12:46Z,-86.979719,Local CDL A Yard Driver,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Indiana', 'Montgomery County', 'New Richmond']","New Richmond, Montgomery County",Lazer Logistics,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMDU0In0.j0zZpyiN8jkuxE2yR-mkRd7Ss131JDJLWBiNJDzMicg,"Find your calling at Mercy! What You’ll Do: Provide high-quality, patient-centered care by utilizing the nursing process and maintaining accountability for assigned patients. Collaborate effectively with interdisciplinary teams to coordinate seamless care and evaluate the effectiveness of interventions delivered by the care team. Uphold patient rights and maintain strict confidentiality in all interactions. Perform all duties in alignment with Mercy’s mission, values, and Service Standards, dem…",Adzuna::API::Response::Job,5825733054,73211.09,35.359799,1,73211.09,https://www.adzuna.com/land/ad/5825733054?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=A76E726BD8AE9F6F698606C27FB34D03F8322A14,2026-08-02T10:12:46Z,-94.364793,Registered Nurse - Med Tele/Pulmonary 5400,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Arkansas', 'Sebastian County', 'Fort Smith']","Fort Smith, Sebastian County",Mercy,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA1MiIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.60U0-opghzSKtcgZOt1a1e-JICL5wOkcpWCjoJX-gkY,"A private household in the Washington, DC metro area is seeking an experienced Full-Time Private Chef to join a collaborative household team. This is an exceptional opportunity for a chef who values hospitality as much as culinary execution. The family is seeking someone with strong restaurant training who understands organization, food safety, efficiency, and consistency, while also bringing a humble, team-oriented approach to a private residence. The ideal candidate enjoys creating fresh, app…",Adzuna::API::Response::Job,5825733052,126128.7,,1,126128.7,https://www.adzuna.com/details/5825733052?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:12:45Z,,SV050 - Full-Time Private Chef - DC Metro Area,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",British American Household Staffing,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA1MCIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.utT-1C2dI4hOJ06cCWZtsxthHRhFBMv1R1E5Se56CrQ,"If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving experience, this is it!As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when you…",Adzuna::API::Response::Job,5825733050,61685.44,40.124876,1,61685.44,https://www.adzuna.com/land/ad/5825733050?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=690908007570327E5A73F458F40BD8F3608CBFDE,2026-08-02T10:12:44Z,-86.029732,Local CDL A Yard Driver,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Indiana', 'Hamilton County', 'Westfield']","Westfield, Hamilton County",Lazer Logistics,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA0OSIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.1JPxC3duqdXc1N35cIsTIqu9Gq49AMRYhGcgUT0SEn0,"A private estate in the Washington, DC metropolitan area is seeking an experienced Property Manager to oversee the daily operation, maintenance, and long-term care of a private estate. This is an excellent opportunity for a seasoned estate professional who understands the difference between reactive maintenance and preventative property management. The ideal candidate has prior experience managing private residences, possesses strong technical knowledge of residential systems, and takes pride i…",Adzuna::API::Response::Job,5825733049,123716.63,,1,123716.63,https://www.adzuna.com/details/5825733049?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:12:44Z,,SV045 - Full-Time Property Manager - DC Metro Area,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",British American Household Staffing,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzA0OCIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.B5WpeOYykoQj73r7VTD2QQu5KX6VAIhtY4rNpxrJ6ig,"Find your calling at Mercy! Overview: Utilizes the nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Evaluates the overall effectiveness of care provided by other direct care givers. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Performs duties and responsibilities in a manner consistent with our mission, values, and Mer…",Adzuna::API::Response::Job,5825733048,86448.55,38.48227,1,86448.55,https://www.adzuna.com/land/ad/5825733048?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=CC841F92E5B28D165DE90D1C5DA03259FD22F0AD,2026-08-02T10:12:44Z,-90.38478,Registered Nurse- Same Day Surgery,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Jefferson County', 'Arnold']","Arnold, Jefferson County",Mercy,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMDQ1In0.6nec_D99BOMOLCsMbXhceb9nQ060P2Xm34eHdHzDpN0,"The School of Professional and Technical Education (SPTE) at Utah State University invites applications for a Lecturer position with a primary emphasis on hands-on instruction for the Veterinary Assisting certificate program. This academic-year appointment, with 95% teaching and 5% service, is based at the USU Eastern campus in Price, Utah. The successful candidate will play a central role in delivering practical, skills-based instruction that prepares students for entry-level employment as vet…",Adzuna::API::Response::Job,5825733045,34204.68,39.57,1,34204.68,https://www.adzuna.com/details/5825733045?utm_medium=api&utm_source=abfa41a4,2026-08-02T10:12:43Z,-110.8,Lecturer - Veterinary Technology Education,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Utah', 'Carbon County', 'Price']","Price, Carbon County",Utah State University,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicFBPV1ZvQ084Ukc4Sk15eGJScmM3USIsImkiOiI1ODI1NzMzMDQ2In0.p5cTK2cOict4GSQ9JHWgZDArrDpYbEa5Ohu4HNHZBJU,"Find your calling at Mercy! Overview: Utilizes the nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Evaluates the overall effectiveness of care provided by other direct care givers. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Performs duties and responsibilities in a manner consistent with our mission, values, and Mer…",Adzuna::API::Response::Job,5825733046,70869.96,38.65548,1,70869.96,https://www.adzuna.com/land/ad/5825733046?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=0FA927F5C5D8B372F3B2B52DC3B71160952C52C8,2026-08-02T10:12:43Z,-90.45234,"RN - Cardiovascular OR, Evenings",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Westwood']","Westwood, Saint Louis County",Mercy,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTczMzAzOSIsInMiOiJwUE9XVm9DTzhSRzhKTXl4YlJyYzdRIn0.iDMQRzHBaoEt9gK18sPUuZBo1DztKgPXCsWdMPXyOrw,"Travel ER RN Company: Fusion Medical Staffing Location: Facility in Urbana, Illinois Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 13-week travel assignment in Urbana, Illinois. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ER RN Valid RN license in compl…",Adzuna::API::Response::Job,5825733039,47440.11,40.107096,1,47440.11,https://www.adzuna.com/land/ad/5825733039?se=pPOWVoCO8RG8JMyxbRrc7Q&utm_medium=api&utm_source=abfa41a4&v=19859344B2700BF689FFC350A382D52FC15C7F9F,2026-08-02T10:12:42Z,-88.212558,Travel ER RN,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Illinois', 'Champaign County', 'Urbana']","Urbana, Champaign County",Fusion Medical Staffing,Adzuna::API::Response::Company,full_time,
