description,created,contract_time,redirect_url,title,salary_min,longitude,salary_max,adref,salary_is_predicted,__CLASS__,latitude,id,category.label,category.__CLASS__,category.tag,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_type
"Job Description Job Description Job Overview: D7 Pneumatics LLC is seeking highly skilled and experienced Millwrights with strong welding capabilities and steel mill experience to join our Alabama maintenance division. This role will involve maintaining, repairing, and installing industrial machinery across a variety of sectors, including steel mills, cold mills, sawmills, and powerhouses. The ideal candidate will have a solid background in mechanical systems, a strong understanding of welding …",2026-05-21T12:02:41Z,,https://www.adzuna.com/land/ad/5736535458?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=0CF7878EA637DE6254F959177CED9D3413A0D8B0,Maintenance Millwright,63306.86,-86.8,63306.86,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDU4In0.V6gK4PB84OELColKKO1rpmrHyISb4sLFgROWRc6sSaU,1,Adzuna::API::Response::Job,33.52,5736535458,Maintenance Jobs,Adzuna::API::Response::Category,maintenance-jobs,D7 PNEUMATICS LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Birmingham']","Birmingham, Jefferson County",
"Job Description Job Description About Company: Clancy’s Hospitality was established in 1965 in Noblesville, Indiana, by Indiana Restaurant Hall of Fame Member Carl Fogelsong. Pride in technically excellent service, combined with warm hospitality, is the cornerstone of our business. We coach our staff to treat every customer as a guest in our own home—because that’s who we are, and that’s who we’ll always be. We believe that hospitality, when done well, can be a transformative force in a communi…",2026-05-21T12:02:41Z,,https://www.adzuna.com/land/ad/5736535443?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=ADD4AC807F7A3C5ED1A6DDF585EB834A7B102630,Executive Chef,107650.91,-86.008596,107650.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQ0MyIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.vRnsgcyWPPwxXmIoRE_OeQTYP9ZgGEhXVa2T1zAK-jA,1,Adzuna::API::Response::Job,40.045592,5736535443,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,Clancy's Hospitality,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Hamilton County', 'Noblesville']","Noblesville, Hamilton County",
"Job Description Job Description Job Opening: Vinyl Vehicle Wrap Specialist Royersford, PA | Full-Time | $21-25 based on experience Company: Signarama Limerick About Us At Signarama Limerick, we specialize in transforming vehicles into head-turning works of art. From commercial fleet branding to custom car wraps, we take pride in our attention to detail and top-tier craftsmanship. We're expanding our team and looking for a Vinyl Vehicle Wrap Specialist who is passionate about automotive aestheti…",2026-05-21T12:02:41Z,,https://www.adzuna.com/land/ad/5736535454?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=BB50F0AD52FA1F9D5EE30BE8D54603BAF405F890,Vinyl Vehicle Wrap Specialist,39551.68,-75.537964,39551.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDU0In0.QSkDOrVV6v5qj7SdtowTirLcEdV0wSk4MKuvLoSlOGw,1,Adzuna::API::Response::Job,40.184269,5736535454,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,MURPHY SIGNWORKS INC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Royersford']","Royersford, Montgomery County",
"Job Description Job Description The Law Office of Lawrence M. Centanni, P.C. is seeking a dependable, organized, and motivated Paralegal to join our growing practice. We are a fast-paced New Jersey law firm handling, landlord-tenant matters, real estate transactions and related litigation matters. This position is ideal for a paralegal who can manage files independently, communicate professionally with clients and courts, and thrive in a team environment where responsiveness and attention to de…",2026-05-21T12:02:41Z,,https://www.adzuna.com/land/ad/5736535446?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=EA156C6069D4F8EA63C61E7A2D70BBAFB683ED14,Paralegal,59684.36,-74.177876,59684.36,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQ0NiIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.1rv-Qxp3oZrT1GHITVrq5Ioltghu0enWvcoCTxguRpA,1,Adzuna::API::Response::Job,40.67229,5736535446,Legal Jobs,Adzuna::API::Response::Category,legal-jobs,Law Office Of Lawrence M Centanni PC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Union County', 'Elizabeth']","Elizabeth, Union County",
Job Description Job Description Job Title Certified Occupational Therapy Assistant- Home Health Position Certified Occupational Therapy Assistant Job Description Summary Gives Report To: Registered Occupational Therapist The certified occupational therapy assistant contracted through the organization is responsible to the registered occupational therapist that is responsible for the implementation of standards of care for occupational therapy services and for adherence to all conditions outline…,2026-05-21T12:02:41Z,,https://www.adzuna.com/land/ad/5736535459?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=A81AC7B1B33DC6148A80368FE858305C3E73F52E,Certified Occupational Therapy Assistant- Home Health,56931.55,-118.448974,56931.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDU5In0.CTQcNGaAHpKv82p4-efBOxURx88vZf2yqR916X-rlrI,1,Adzuna::API::Response::Job,35.132188,5736535459,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,CARE FIRST HOME HEALTH CARE INC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Kern County', 'Tehachapi']","Tehachapi, Kern County",
Job Description Job Description The Head Strength and Conditioning Coach leads a team of 4-7 coaches in developing and implementing training programs aimed at enhancing the performance and reducing injury risk of amateur athletes. This role emphasizes strong leadership and expertise in exercise science within a collaborative environment to support athletic department goals. Responsibilities Oversee and mentor a team of 4-7 strength and conditioning coaches. Develop and implement effective stren…,2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535430?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=442A75D2378459174E04F86E71292869BA808477,Head Strength and Conditioning Coach,74073.38,-74.299593,74073.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQzMCIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.3TLPH0zOgIMbfX9p4yV93HBY_KZhDYsdEeO0c7q3fsY,1,Adzuna::API::Response::Job,40.658421,5736535430,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,RPP Baseball,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Union County', 'Cranford']","Cranford, Union County",
"Job Description Job Description Sales Representative – Residential HVAC (Inbound Leads | Top Reps $150K–$300K) If You Can Close, This Is Where You Get Paid At TopLine Heating & Air, we’re not looking for average salespeople — we’re looking for closers who want strong leads, real support, and uncapped income. If you’re tired of: Chasing dead leads Fighting price objections alone Or working somewhere that talks about “earning potential” but doesn’t deliver this is your opportunity to step into a …",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535439?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=7514B0C55E28DD6784354170A52472E75E35DAEE,"Sales Representative - Albany, NY",249568.88,-73.765437,249568.88,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQzOSIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.O28kveIRuWIKvW_liJ6XbKl342gpTnMDXWkQ2YzzTGw,1,Adzuna::API::Response::Job,42.632246,5736535439,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Topline Heating & Air,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Albany']","Albany, Albany County",
"Job Description Job Description Excellent opportunity to join a leading, national credit card processing company that has over a decade of industry experience. Slice Merchant Services offers innovative payment processing solutions to merchants. Slice has put together a comprehensive package of products and services. Slice delivers a consultative approach on the best platforms and equipment most suitable for each merchant. Slice Merchant Services is seeking driven, ambitious outside sales profes…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535420?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=5C4B44DD0A03A8B5357A845B88104799C7F90FB5,B2B Sales Representative,73014.75,-94.095104,73014.75,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDIwIn0.6rimlbIdQnVqIgjIkwQQEpsus1ovTwCp8VsiljZrxco,1,Adzuna::API::Response::Job,30.078046,5736535420,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Slice Merchant Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Jefferson County', 'Beaumont']","Beaumont, Jefferson County",
"Job Description Job Description FULL-TIME EXPERIENCED TILE SETTER / TILE INSTALLER Whidbey Island | $35/hr DOE | Full-Time We are looking for a highly skilled, dependable Tile Setter to join our growing team. We take pride in delivering high-end craftsmanship and are seeking an experienced installer who values quality work, professionalism, and attention to detail. This position is ideal for a tile professional who is confident in all phases of tile installation — from prep and waterproofing to…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535437?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=59AC3E14C1D33D316386920A70980E5B242FD130,Tile Installer,52667.24,-122.643225,52667.24,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQzNyIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.L6nKqzKH9qV9eYb1ooe5LNAINmvkeAIhJn3lu2-VuTo,1,Adzuna::API::Response::Job,48.293156,5736535437,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,Floors Plus Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington', 'Island County', 'Oak Harbor']","Oak Harbor, Island County",
"Job Description Job Description We are seeking a skilled Registered Dental Hygienist to join our private practice team. This role involves providing comprehensive oral hygiene care and patient assessments while leveraging advanced dental technologies including ultrasonic scalers, digital X-rays, iTero scanning, and diode lasers. The ideal candidate will manage a low to moderate daily patient load, ensuring high-quality care and patient education in a collaborative environment, with opportunitie…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535427?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=D15737696B68770BD8C0048005C0B83927EA9D7F,Registered Dental Hygienist,141503.1,-117.320512,141503.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDI3In0.xEHsqvtfS6ogUea_Qgupk57ta-l4DwF3fWfZYlo42jA,1,Adzuna::API::Response::Job,33.141212,5736535427,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Carlsbad Dental Associates,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'Carlsbad']","Carlsbad, San Diego County",
"Job Description Job Description Rampart Multi-Family, a top leader in the property management business, currently has an opening for a Regional Property Manager in the New Orleans Area. Duties include but are not limited to: Provide excellent tenant service. Respond to tenant requests/problems in a timely and courteous manner and generate work orders directed to vendors or maintenance staff. Follow-up with the tenant to ensure satisfactory resolution of the issue. Ensure that there is 24-hour e…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535433?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=E1866DE4FAC7F629422AAD17190AA11F1343D6B6,Regional Property Manager,50201.78,-90.077013,50201.78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQzMyIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.a_ENVbBGZjQUD501K-ZS6a4z8VxUiNNOrzREQ0ur5eI,1,Adzuna::API::Response::Job,29.959577,5736535433,Property Jobs,Adzuna::API::Response::Category,property-jobs,"Rampart/Wurth Holding, Inc",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Orleans Parish', 'New Orleans']","New Orleans, Orleans Parish",
"Job Description Job Description Job Title: Head Chef Location: Round Hill Virginia Job Type: Full-Time About Us: OH’s Vineyard Wine Salon is a unique dining and hospitality concept offering an fusion-style tapas menu paired with curated wines, craft cocktails, and mocktails. Our culinary approach blends global influences—including Puerto Rican, Spanish, French, Italian, and Latin American flavors—to create a distinctive guest experience. Position Overview: We are seeking a skilled and creative …",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535436?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=11DEE535A36D3E79B1D8F55523998F229DB90A84,Head Chef,79238.39,-77.768605,79238.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQzNiIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.ZxBIDLeDQuis7eMSHqW8KIyloj1UD80065D94jkiNao,1,Adzuna::API::Response::Job,39.132605,5736535436,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,OH'S Vineyard Wine Salon,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Loudoun County', 'Round Hill']","Round Hill, Loudoun County",
Job Description Job Description Company: Fast Growing Roofing Company specializing in storm damaged roofing issues. Position: Sales Representative Immediate Hiring! We’re looking for motivated and outgoing individuals who want to build a high-income career in roofing sales. No roofing sales experience required — we provide full training . Responsibilities Canvass neighborhoods to find homes with roof damage Perform basic roof inspections (training provided) Talk with homeowners about roofing so…,2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535421?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=09631720B0E119A62209687B50D67B9EA3F5225A,Sales Representative Hiring ASAP,103468.83,-74.441096,103468.83,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDIxIn0.6ywvFo12YGK-HrF291KPnzsFYuwB2xY6SxmmJnGCyYQ,1,Adzuna::API::Response::Job,40.487751,5736535421,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Roofing Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Middlesex County', 'New Brunswick']","New Brunswick, Middlesex County",
"Job Description Job Description Title: Financial Advisory Partnership – Healthcare Cost Analysis Location: Charlotte, NC Life Now Health Solutions is seeking qualified CPAs, accountants, and accounting firm professionals to join our team as Business-to-Business Sales Representatives. In this role, you will introduce our innovative employee preventive health and wellness programs to companies across the United States. This opportunity is ideal for accounting professionals who already have establ…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535429?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=5C00A12FFA1C571D0D40D3B90E0A15EFA11A6F4A,B2B Sales - CPA Strategic - Healthcare Solutions,137665.81,-80.846082,137665.81,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQyOSIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.x-NNwmmU-pHt83aiI9DrHxoI3EL5HvEZORry3G692UU,1,Adzuna::API::Response::Job,35.232678,5736535429,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Insurance Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",
"Job Description Job Description At Nielsen, we are passionate about our work to power a better media future for all people by providing powerful insights that drive client decisions and deliver extraordinary results. Our talented, global workforce is dedicated to capturing audience engagement with content - wherever and whenever it’s consumed. Together, we are proudly rooted in our deep legacy as we stand at the forefront of the media revolution. When you join Nielsen, you will join a dynamic t…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535424?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=7289AE16B0FF687FE27AEAF30514E9864090C0FC,Field Sales Representative,72567.62,-80.054977,72567.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDI0In0.I5Y0EdxoPASMG_VYqQa-4hSZKwlQOjuwMAJtEKxk_kc,1,Adzuna::API::Response::Job,40.626632,5736535424,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,energy-oil-gas-jobs,Nielsen,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Wexford']","Wexford, Allegheny County",
"Job Description Job Description Our 100% employee-owned health care company is seeking Licensed Practical Nurses who are passionate about patient care. Multiple shifts available with primary needs on 2nd and 3rd shifts. Sign on Bonus - $22,500 for full-time paid across first three years of employment. Prorated for part-time. Benefits: ESOP retirement plan, earn shares automatically based on hours worked Multiple insurance options via ICHRA, including EPO, PPO, and HSA plans Tuition reimbursemen…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535425?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=FF453A07B6FD17DB0313247E7FABEE83B1296E6A,Licensed Practical Nurse / LPN,46734.65,-86.7175,46734.65,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDI1In0.d9xaN7KhJGMa_A3fiYmiKkO0iN_xOCAbObPYcSQ-b74,1,Adzuna::API::Response::Job,41.609167,5736535425,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Miller's Health Systems,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'LaPorte County', 'La Porte']","La Porte, LaPorte County",
"Job Description Job Description Kismet Event Planning & Design is expanding and seeking a high-performing, relationship-driven Senior Sales Representative to lead revenue growth within our luxury event portfolio, with a focus on Corporate, Weddings and large-scale cultural events. This is not an entry-level role. We are looking for a proven closer who brings an existing network, understands the luxury client experience, and has a track record of generating significant booked revenue. What You’l…",2026-05-21T12:02:40Z,,https://www.adzuna.com/land/ad/5736535423?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=890212CFAC2E52FD5F792758149EF59FE4833335,Senior Sales Representative,106888.47,-117.954189,106888.47,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQyMyIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.haEA3kis4pfTfEGqkb37wtqb-WOEncgz8I3-a0SzOng,1,Adzuna::API::Response::Job,33.846981,5736535423,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,KISMET EVENT PLANNING & DESIGN LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Anaheim']","Anaheim, Orange County",
"Job Description Job Description Job Title: Commercial Licensed Journeyman Electrician We are actively hiring a licensed Journeyman Electrician for commercial construction and service projects in Denton TX . This role is ideal for an experienced Journeyman electrician who takes pride in quality workmanship, safety compliance, and problem-solving on active job sites. Key Responsibilities Install, maintain, and repair commercial electrical systems Bend and install EMT, rigid conduit, and cable tra…",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535412?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=3CAD34D020B7D4F9CD3C926AEE37721D1C3035C2,Electrical Journeyman,52673.52,-97.141322,52673.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDEyIn0.qwQ3mdQzy8QfP5rRAvHewk6jJhIB5Aby8q-P2iTeyKE,1,Adzuna::API::Response::Job,33.216723,5736535412,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,Premier Electrical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Denton County', 'Denton']","Denton, Denton County",
"Job Description Job Description NorCal Spas is expanding and looking for a confident, motivated sales professional to join our new luxury showroom in Roseville. We specialize in premium hot tubs and outdoor wellness products, featuring some of the best brands in the industry. This is not a high-pressure retail job. We are looking for someone who can build relationships, create an excellent customer experience, and confidently guide customers through large purchases. If you are polished, profess…",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535396?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=61D2D06A24411770689E92967E36490A9A8685CA,Luxury Sales Consultant,69323.99,-121.251191,69323.99,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1Mzk2In0.tm5qgfZKUdHYlP5QNwPYUXZ7VEVpd7yvPjFWQc65CRg,1,Adzuna::API::Response::Job,38.742432,5736535396,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,NorCal Spas,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Placer County', 'Roseville']","Roseville, Placer County",
"Job Description Job Description Are you motivated, organized and professional? Are you interested in energy efficiency and helping homeowners? Are you a versatile, able-bodied, team player? If so, Keep Reading Better World Builders LLC is a locally owned and operated building transformation company, specializing in the analysis and correction of energy loss in commercial and residential buildings. We help people make their homes and businesses more comfortable, durable, safe and efficient. We b…",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535414?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=B14AED10757B44A7F74AC2BE9DFCE6501F6D9818,Energy Auditor,57184.09,-85.571502,57184.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDE0In0.DEMxJfkvcJ_t6Xj8e2R-kHhcJ8fpHGk3wrk7RwDuErY,1,Adzuna::API::Response::Job,42.259363,5736535414,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Better World Builders LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Kalamazoo']","Kalamazoo, Kalamazoo County",
"Job Description Job Description Founded with a vision to build a lasting legacy, Nile Legacy was created to transform how businesses engage with their customers while creating meaningful opportunities for those on our team to learn lifelong leadership skills that allow them further their career here and beyond. With years of experience in the industry, we specialize in training sales teams and managing leads to ensure our clients’ success. Our holistic approach focuses on seamless onboarding of…",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535417?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=4720DC0F25EE59D1A2254B871ED6DD69EECF2D3C,Entry Level Sales Representative,78187.77,-96.631746,78187.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQxNyIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.4KMfQfGA5zHFVhmW8XRLgYb2oDIKDpBpfF_saDn_oQw,1,Adzuna::API::Response::Job,32.936887,5736535417,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Nile Legacy,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Garland']","Garland, Dallas",
"Job Description Job Description Automotive Tech - Heavy and light duty mechanical repairs, preventative maintenance, lube jobs, basic diagnostic skills",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535410?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=C22164B4D991033945FA9DC1A8537B3BB48A26ED,Automotive tech,94865.7,-112.07,94865.7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQxMCIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.BnQVgYnAib8nAx--dWBE5J9W94keB9kAnfjkgiMqBxs,1,Adzuna::API::Response::Job,33.45,5736535410,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,JOHNS CAMELBACK AUTOMOTIVE REPAIR L,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",
"Job Description Job Description Excellent opportunity to join a leading, national credit card processing company that has over a decade of industry experience. Slice Merchant Services offers innovative payment processing solutions to merchants. Slice has put together a comprehensive package of products and services. Slice delivers a consultative approach on the best platforms and equipment most suitable for each merchant. Slice Merchant Services is seeking driven, ambitious outside sales profes…",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535409?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=8ACA1728FA39EEB0DCC82E59B2FCA2D338CD651F,B2B Sales Representative,76576.1,-104.542223,76576.1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjUzNTQwOSIsInMiOiJCdElfTFRGVjhSR1phdng1cGI5Y1FnIn0.XiH3B3CwuZnZjbDpMaBruA5ze6RYQwrtnvzZMVGUFBo,1,Adzuna::API::Response::Job,38.306019,5736535409,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,Slice Merchant Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Colorado', 'Pueblo County', 'Pueblo']","Pueblo, Pueblo County",
"Job Description Job Description Location: Schaumburg, Illinois (In-Office) Employment Type: Full-Time, Exempt About NextRow Digital NextRow Digital is a full-service digital transformation and consulting firm headquartered in Schaumburg, Illinois. We help mid-market and enterprise clients design, implement, and optimize their digital experiences across the Adobe Experience Cloud, including Adobe Experience Manager, Marketo Engage, Workfront, Customer Journey Analytics, and Adobe Journey Optimiz…",2026-05-21T12:02:39Z,,https://www.adzuna.com/land/ad/5736535405?se=BtI_LTFV8RGZavx5pb9cQg&utm_medium=api&utm_source=abfa41a4&v=0E1705EBB699F679C21A8400AF2AB8BAD2CFF96B,Junior Account Executive,69035.88,-88.044457,69035.88,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQnRJX0xURlY4UkdaYXZ4NXBiOWNRZyIsImkiOiI1NzM2NTM1NDA1In0.LR6_JOuAjf0Ru6YDkZyEWv73ta6rIaBv5WDdiP5Kr8Q,1,Adzuna::API::Response::Job,42.051966,5736535405,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,NEXTROW INC,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Schaumburg']","Schaumburg, Cook County",
