adref,longitude,salary_is_predicted,salary_min,redirect_url,created,description,contract_time,latitude,title,__CLASS__,salary_max,id,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.tag,category.label,category.__CLASS__,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTkyOCIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.3w2gfQzagO6gXtej2Cxfi4Q54-M9PneusXSQet8s_mw,-84.031996,0,7084.0,https://www.adzuna.com/land/ad/5701509928?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=5ED0E7EE8360AAA2F23C4A0EAB72293DE3C5E87C,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Telemetry Location: Lima, OH Agency: Medical Solutions Pay: $1,771 per week Shift Information: Nights Start Date: 4/20/2026 About the Position TravelNurseSource is working with Medical Solutions to find a qualified Telemetry RN in Lima, Ohio, 45801! A facility in Lima, OH is seeking its next amazing RN (Registered Nurse) to work in Telemetry. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in high demand nati…",full_time,40.775038,"Travel Nurse RN - Telemetry - $1,771 per week in Lima, OH",Adzuna::API::Response::Job,7084.0,5701509928,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Allen County', 'Lima']","Lima, Allen County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTk1MiIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.SYntsEfflXkoUB17-vRQ9LRbu_4-Fgo6XvfNJS3tKRY,-77.606867,0,9992.0,https://www.adzuna.com/land/ad/5701509952?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=136C273C9AC0262DF5B970E7198BE9BD379425D0,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Endoscopy Location: Rochester, NY Agency: Medical Solutions Pay: $2,498 per week Shift Information: Days Start Date: 4/27/2026 About the Position A facility in Rochester, NY is seeking its next amazing RN (Registered Nurse) to work in GI/Endoscopy. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in high demand nationwide, and our team of industry-leading, traveler-favorite recruiters can get you where you wan…",full_time,43.161471,"Travel Nurse RN - Endoscopy - $2,498 per week in Rochester, NY",Adzuna::API::Response::Job,9992.0,5701509952,Medical Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Rochester']","Rochester, Monroe County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTkzNiIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.ate7yYX4xGQSbech7pFxsibvy2ZSXJFaYaEu8PlAzow,-87.63838,0,6664.0,https://www.adzuna.com/land/ad/5701509936?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=312EB3E1ED8C41E00326DAD4FFDEB309565BFB76,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Dialysis Location: Tuscaloosa, AL Agency: Medical Solutions Pay: $1,666 per week Shift Information: Nights Start Date: 5/11/2026 About the Position A facility in Tuscaloosa, AL is seeking its next amazing RN (Registered Nurse) to work in Dialysis. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in high demand nationwide, and our team of industry-leading, traveler-favorite recruiters can get you where you want…",full_time,33.169073,"Travel Nurse RN - Dialysis - $1,666 per week in Tuscaloosa, AL",Adzuna::API::Response::Job,6664.0,5701509936,Medical Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Alabama', 'Tuscaloosa County', 'Tuscaloosa']","Tuscaloosa, Tuscaloosa County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTkzOCIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.szudaI2XWhfIBT5T31sI5D638-y5LUcmKzybrxjL09Q,-73.972638,0,8144.0,https://www.adzuna.com/land/ad/5701509938?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=D8CCD5ED10F9FA9FD3D41448EEB73B4ED234028A,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Endoscopy Location: Englewood, NJ Agency: Medical Solutions Pay: $2,036 per week Shift Information: Days Start Date: ASAP About the Position TravelNurseSource is working with Medical Solutions to find a qualified Endoscopy RN in Englewood, New Jersey, 07631! A facility in Englewood, NJ is seeking its next amazing RN (Registered Nurse) to work in GI/Endoscopy. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in…",full_time,40.892877,"Travel Nurse RN - Endoscopy - $2,036 per week in Englewood, NJ",Adzuna::API::Response::Job,8144.0,5701509938,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Bergen County', 'Englewood']","Englewood, Bergen County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTMwIn0.XKi9ZvY0MO6pwXcx9XfUlZVG5U4-WOjQx_-mpnGbvok,-80.846082,0,6804.0,https://www.adzuna.com/land/ad/5701509930?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=65E8A5420BE54D9F63088D3E5E879AEE04FAE010,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Telemetry Location: Charlotte, NC Agency: Medical Solutions Pay: $1,701 per week Shift Information: Nights Start Date: 5/18/2026 About the Position TravelNurseSource is working with Medical Solutions to find a qualified Telemetry RN in Charlotte, North Carolina, 28203! A facility in Charlotte, NC is seeking its next amazing RN (Registered Nurse) to work in Telemetry. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professional…",full_time,35.232678,"Travel Nurse RN - Telemetry - $1,701 per week in Charlotte, NC",Adzuna::API::Response::Job,6804.0,5701509930,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTk0MyIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.DhYMZTfBMIDBIeX_exnC0wbn28JsqrektYxJRboUaEk,-84.031996,0,7084.0,https://www.adzuna.com/land/ad/5701509943?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=A4197E830E0918DBDBB91C8AA23DAEC547843622,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Telemetry Location: Lima, OH Agency: Medical Solutions Pay: $1,771 per week Shift Information: Nights Start Date: 4/20/2026 About the Position A facility in Lima, OH is seeking its next amazing RN (Registered Nurse) to work in Telemetry. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in high demand nationwide, and our team of industry-leading, traveler-favorite recruiters can get you where you want to go — p…",full_time,40.775038,"Travel Nurse RN - Telemetry - $1,771 per week in Lima, OH",Adzuna::API::Response::Job,7084.0,5701509943,Medical Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Allen County', 'Lima']","Lima, Allen County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTQ0In0.B0uZl_f_GFiGbe_HcoYW07Dz8ZiLENlCThUqWQjtrwk,-80.604937,0,6168.0,https://www.adzuna.com/land/ad/5701509944?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=BCC23D8652FA75A8767E8A271EF8E5E06D4364E0,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Telemetry Location: Concord, NC Agency: Medical Solutions Pay: $1,542 per week Shift Information: Days Start Date: 5/4/2026 About the Position TravelNurseSource is working with Medical Solutions to find a qualified Telemetry RN in Concord, North Carolina, 28025! A facility in Concord, NC is seeking its next amazing RN (Registered Nurse) to work in Telemetry. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in …",full_time,35.423548,"Travel Nurse RN - Telemetry - $1,542 per week in Concord, NC",Adzuna::API::Response::Job,6168.0,5701509944,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Cabarrus County', 'North Concord']","North Concord, Cabarrus County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTU1In0.siLLlXllwwSOZaBKxc09Rikz3dFdhOV2Ri2sXT7OZNI,-97.744386,0,5276.0,https://www.adzuna.com/land/ad/5701509955?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=20AA5E3A0D26A52BDB4F407926E5BB6F35970357,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Labor & Delivery Location: Austin, TX Agency: Medical Solutions Pay: $1,319 per week Shift Information: Nights Start Date: 5/4/2026 About the Position TravelNurseSource is working with Medical Solutions to find a qualified Labor/Delivery RN in Austin, Texas, 78758! A facility in Austin, TX is seeking its next amazing RN (Registered Nurse) to work in L&D (Labor and Delivery). Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare prof…",full_time,30.272921,"Travel Nurse RN - Labor & Delivery - $1,319 per week in Austin, TX",Adzuna::API::Response::Job,5276.0,5701509955,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']","Austin, Travis County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTM0In0.c_l7WRMtOoufeoR_HPELNwMdBlyEKSFonfL-BRfzi9w,-77.606867,0,10564.0,https://www.adzuna.com/land/ad/5701509934?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=2C8350A288501C4E829DF45FFA6769DD1483DA3E,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Stepdown Location: Rochester, NY Agency: Medical Solutions Pay: $2,641 per week Shift Information: Nights Start Date: 5/12/2026 About the Position A facility in Rochester, NY is seeking its next amazing RN (Registered Nurse) to work in Stepdown. Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in high demand nationwide, and our team of industry-leading, traveler-favorite recruiters can get you where you want t…",full_time,43.161471,"Travel Nurse RN - Stepdown - $2,641 per week in Rochester, NY",Adzuna::API::Response::Job,10564.0,5701509934,Medical Solutions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Rochester']","Rochester, Monroe County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTk1MCIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.LTnlTFYJJg3O-RC3FV398RkRmmsqhZF-aQDA3g0-FV8,-92.411704,0,8320.0,https://www.adzuna.com/land/ad/5701509950?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=335220BBECFD51559E7BA0338B411FDC2644D87E,2026-04-16T10:43:33Z,"Registered Nurse (RN) | Labor & Delivery Location: Ottumwa, IA Agency: Medical Solutions Pay: $2,080 per week Shift Information: Nights Start Date: 4/27/2026 About the Position TravelNurseSource is working with Medical Solutions to find a qualified Labor/Delivery RN in Ottumwa, Iowa, 52501! A facility in Ottumwa, IA is seeking its next amazing RN (Registered Nurse) to work in L&D (Labor and Delivery). Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare p…",full_time,41.030568,"Travel Nurse RN - Labor & Delivery - $2,080 per week in Ottumwa, IA",Adzuna::API::Response::Job,8320.0,5701509950,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Iowa', 'Wapello County', 'Ottumwa']","Ottumwa, Wapello County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTEzIn0.9u5a3ZJcAGf_6RPqh0RBKuUn5hOkebicEHt_SCrK4w0,-122.789652,0,10788.0,https://www.adzuna.com/land/ad/5701509913?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=F8CA89306FF750E9C85B4DCA1E3A19A82491B48D,2026-04-16T10:43:32Z,"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Petaluma, CA Agency: Infojini Healthcare Pay: $2,697 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified PACU/Pre-Post Op RN in Petaluma, California, 94954! RN - PACU 5 Benefits of Travel Nursing Each assignment introduces you to new colleagues, mentors, and professionals in …",full_time,38.211743,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $2,697 per week in Petaluma, CA",Adzuna::API::Response::Job,10788.0,5701509913,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Petaluma']","Petaluma, Sonoma County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTg5NyIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.TDJG8AxyR7Oa8KNzOVrakglFoVd1SzP4ZkZDjK74us4,-122.797165,0,9811.0,https://www.adzuna.com/land/ad/5701509897?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=E026AB88AB8F8BCB7F3F58988F27A0369A709382,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Santa Rosa, CA Agency: Infojini Healthcare Pay: $2,453 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position RN - PACU Requirements Required for Onboarding Competency Exam Core Mandatory Exam Self Assessment (Skills Checklist)",full_time,38.44097,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $2,453 per week in Santa Rosa, CA",Adzuna::API::Response::Job,9811.0,5701509897,Infojini Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Santa Rosa']","Santa Rosa, Sonoma County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTA1In0.aJw361RzdAnVetecHE9iojNaiJ9-pQMB0DH4ojokNSU,-91.120833,0,9556.0,https://www.adzuna.com/land/ad/5701509905?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=64297D9BD8EA226C70D426C4F7788171E8DA0768,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Dyersville, IA Agency: Infojini Healthcare Pay: $2,389 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position RN - Emergency Room (ER) Requirements Required for Onboarding Competency Exam Core Mandatory Exam Self Assessment (Skills Checklist)",full_time,42.481389,"Travel Nurse RN - Emergency Room (ER) / Trauma - $2,389 per week in Dyersville, IA",Adzuna::API::Response::Job,9556.0,5701509905,Infojini Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Iowa', 'Dubuque County', 'Dyersville']","Dyersville, Dubuque County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTg4NSIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.MsR94FtN7eHyS4N6hXRTwkxGRhqn6hmcZyj1oK68iNs,-72.662236,0,9767.0,https://www.adzuna.com/land/ad/5701509885?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=AC16BA660FDD87305768EDEED7D5F06E1DAF8259,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Telemetry Location: Hartford, CT Agency: Infojini Healthcare Pay: $2,442 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 4/27/2026 About the Position RN - Telemetry Requirements Required for Onboarding Competency Exam Core Mandatory Exam Self Assessment (Skills Checklist)",full_time,41.789968,"Travel Nurse RN - Telemetry - $2,442 per week in Hartford, CT",Adzuna::API::Response::Job,9767.0,5701509885,Infojini Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Hartford']","Hartford, Hartford County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwOTg5NSIsInMiOiI2UFRYZ3FVNThSRzBrTHNCVF9JQVVBIn0.4-UtlhpdejN5GCj6or_gtdV6pMfAbkE5-AzBqCxXI08,-122.797165,0,9811.0,https://www.adzuna.com/land/ad/5701509895?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=C143954B2C8E4FC6FD9B0B589D00BAF2E7DAEC43,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Santa Rosa, CA Agency: Infojini Healthcare Pay: $2,453 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified PACU/Pre-Post Op RN in Santa Rosa, California, 95405! RN - PACU 5 Benefits of Travel Nursing Adapting to new facilities and teams challenges your problem-solving skills…",full_time,38.44097,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $2,453 per week in Santa Rosa, CA",Adzuna::API::Response::Job,9811.0,5701509895,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Santa Rosa']","Santa Rosa, Sonoma County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5ODg4In0.IlIE42tpHfKEQT2Vc06I2Lyg5n_WRR2Vhw25jSGVBzE,,0,10858.0,https://www.adzuna.com/land/ad/5701509888?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=3A9EB27A4D5C18EA605638BA94287DAB81BC7B58,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Nyc, NY Agency: Infojini Healthcare Pay: $2,715 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 8 Weeks Start Date: 5/18/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified PACU/Pre-Post Op RN in NYC, New York, 10034! RN - PACU 5 Benefits of Travel Nursing A diverse range of assignments on your resume showcases your adaptability, versatility, a…",full_time,,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $2,715 per week in Nyc, NY",Adzuna::API::Response::Job,10858.0,5701509888,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'New York City']","New York City, New York",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTAxIn0.5Jxc71SVcoByL3oXngv1l28shJ-8FW5St0_8rFlPwmU,-73.970368,0,12705.0,https://www.adzuna.com/land/ad/5701509901?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=F6560D1C99551EA632671E24F0CD5335D7242E64,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: New York City, NY Agency: Infojini Healthcare Pay: $3,176 per week Shift Information: 3 days x 11 hours Contract Duration: 13 Weeks Start Date: 5/18/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified CVICU RN in New York City, New York, 10065! RN - CVICU 5 Benefits of Travel Nursing Travel nurses may benefit from tax advantages such as housing stipends and per diems, helping them …",full_time,40.767036,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $3,176 per week in New York City, NY",Adzuna::API::Response::Job,12705.0,5701509901,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'New York City']","New York City, New York",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5ODgyIn0.T4sUNStVJk_L7jxrwhwW-KVZCB4vV7fmvSKiA_YTPik,-79.379481,0,8620.0,https://www.adzuna.com/land/ad/5701509882?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=556D660DBDB7B67DFBB8EA0294EF0221DF97A9D9,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Latrobe, PA Agency: Infojini Healthcare Pay: $2,155 per week Shift Information: Rotating - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/11/2026 About the Position RN - Emergency Room (ER) Requirements Required for Onboarding Competency Exam Core Mandatory Exam Self Assessment (Skills Checklist)",full_time,40.321181,"Travel Nurse RN - Emergency Room (ER) / Trauma - $2,155 per week in Latrobe, PA",Adzuna::API::Response::Job,8620.0,5701509882,Infojini Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Westmoreland County', 'Latrobe']","Latrobe, Westmoreland County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTEwIn0.wrHQ3rVJvwvTtuAGWNygSCOdbjsb7dxGTKDhSgQS9dg,-118.553369,0,10460.0,https://www.adzuna.com/land/ad/5701509910?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=A7AA34386D98FBA1420C1AA092622D2BF09668EC,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Nurse Manager Location: Tarzana, CA Agency: Infojini Healthcare Pay: $2,615 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified Nurse Manager RN in Tarzana, California, 91356! RN - Manager 5 Benefits of Travel Nursing Travel nursing allows you to experience different cultures firsthand. Working in new locations exposes you to uniqu…",full_time,34.172797,"Travel Nurse RN - Nurse Manager - $2,615 per week in Tarzana, CA",Adzuna::API::Response::Job,10460.0,5701509910,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Tarzana']","Tarzana, Los Angeles County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5ODkyIn0.4H3Tii5WH7tiUd5fbsnTDSUxmNKIIt4ksSuS-HLKj50,-118.343021,0,9466.0,https://www.adzuna.com/land/ad/5701509892?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=CB8B48D8594CE406AA818727F0CEE081A48C6373,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Walla Walla, WA Agency: Infojini Healthcare Pay: $2,367 per week Shift Information: Days - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 5/4/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified ER/Trauma RN in Walla Walla, Washington, 99362! RN - Emergency Room (ER) 5 Benefits of Travel Nursing Confront diverse medical cases that challenge and expand your skill set. Each assig…",full_time,46.064581,"Travel Nurse RN - Emergency Room (ER) / Trauma - $2,367 per week in Walla Walla, WA",Adzuna::API::Response::Job,9466.0,5701509892,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington', 'Walla Walla County', 'Walla Walla']","Walla Walla, Walla Walla County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNlBUWGdxVTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA5OTAwIn0.-Fl7DPaofBiMLeU2O-TXKM2N-SjCOnqWOEk2NZkmdQw,,0,12429.0,https://www.adzuna.com/land/ad/5701509900?se=6PTXgqU58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=D581F37934762CD39383F6EB3761FB2A4E52335B,2026-04-16T10:43:31Z,"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: Nyc, NY Agency: Infojini Healthcare Pay: $3,107 per week Shift Information: 3 days x 11 hours Contract Duration: 13 Weeks Start Date: 5/18/2026 About the Position TravelNurseSource is working with Infojini Healthcare to find a qualified CVICU RN in NYC, New York, 10032! RN - CVICU 5 Benefits of Travel Nursing Travel nursing allows you to experience different cultures firsthand. Working in new locations exposes you to unique cu…",full_time,,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $3,107 per week in Nyc, NY",Adzuna::API::Response::Job,12429.0,5701509900,TravelNurseSource,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'New York City']","New York City, New York",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,contract
