salary_max,__CLASS__,salary_min,longitude,created,latitude,title,adref,redirect_url,salary_is_predicted,id,description,category.label,category.__CLASS__,category.tag,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
90084.6,Adzuna::API::Response::Job,90084.6,-96.5524,2026-06-27T09:43:24Z,32.9302,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjgwIn0.Ywmj0SvBDVsHb8SNiP17J53VwESGf75nvWYHjscT7_o,https://www.adzuna.com/land/ad/5779062680?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=27C8584D6C2BBF4DFBF5B7974ED8658E6E936145,1,5779062680,"As a RN Progressive Care Unit, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications The Progressive Care Registered Nurse coordinates and delivers high quality, patient-centered care. In coll…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Rowlett, Dallas","['US', 'Texas', 'Dallas', 'Rowlett']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
62352.0,Adzuna::API::Response::Job,62352.0,-76.97502,2026-06-27T09:43:23Z,38.99934,"Travel Physical Therapy Assistant (PTA) - $1,299 per week in Hyattsville, MD",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY3NiIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.1NMoYvNoWiQCy-juCCGL5KmXeHHgtAOYsg5bW2l1mG4,https://www.adzuna.com/land/ad/5779062676?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=A640CA19DCFDA3958E9CCBA9C457A4C86A2DF2AA,0,5779062676,"Physical Therapy Assistant Location: Hyattsville, MD Agency: GetMed Staffing Pay: $1,299 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapy Assistant (PTA) to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain expe…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Adelphi, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Adelphi']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
56448.0,Adzuna::API::Response::Job,56448.0,-101.8104,2026-06-27T09:43:23Z,39.77478,"Travel Physical Therapy Assistant (PTA) - $1,176 per week in Saint Francis, KS",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjc3In0.rMIXnVDABAlTJq6E1h23BqoU-NzlJVFbOMChSRhtctU,https://www.adzuna.com/land/ad/5779062677?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=726EECA021CE3C9844EDD97449E100C84E8579CE,0,5779062677,"Physical Therapy Assistant Location: Saint Francis, KS Agency: GetMed Staffing Pay: $1,176 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapy Assistant (PTA) to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain ex…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Saint Francis, Cheyenne County","['US', 'Kansas', 'Cheyenne County', 'Saint Francis']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
60576.0,Adzuna::API::Response::Job,60576.0,-72.30588,2026-06-27T09:43:23Z,42.97188,"Travel Physical Therapy Assistant (PTA) - $1,262 per week in Keene, NH",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjc0In0.1K9aaDKABZQ30EbXWTcnf4hcZP6pY0Kaqf79gYMzLcQ,https://www.adzuna.com/land/ad/5779062674?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=2679B1BF7F22A8CEBE336C29E8A7DCE70FCF5738,0,5779062674,"Physical Therapy Assistant Location: Keene, NH Agency: GetMed Staffing Pay: $1,262 per week Shift Information: Days - 5 days Contract Duration: 272 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapy Assistant (PTA) to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experienc…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Keene, Cheshire County","['US', 'New Hampshire', 'Cheshire County', 'Keene']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
54912.0,Adzuna::API::Response::Job,54912.0,-72.59814,2026-06-27T09:43:23Z,42.5961,"Travel Physical Therapy Assistant (PTA) - $1,144 per week in Greenfield, MA",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY3MyIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.kiQhzOfCC6ciIswUkznXPXzm8t0ZEHjO42mmA-v9XWM,https://www.adzuna.com/land/ad/5779062673?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=C8BE90349E534BA12FA3C8F502C3FE6F32AE8060,0,5779062673,"Physical Therapy Assistant Location: Greenfield, MA Agency: GetMed Staffing Pay: $1,144 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapy Assistant (PTA) to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain exper…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Greenfield, Franklin County","['US', 'Massachusetts', 'Franklin County', 'Greenfield']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
54576.0,Adzuna::API::Response::Job,54576.0,-71.17848,2026-06-27T09:43:23Z,42.37185,"Travel Physical Therapy Assistant (PTA) - $1,137 per week in Watertown, MA",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY3NSIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.m1u2bXd9hZVj7Wkn8MvoL19rm9MGhqSei_0VmRlwJjw,https://www.adzuna.com/land/ad/5779062675?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=79F7171105BD175E0935D0BFCFD4EFC2AF5DDF2A,0,5779062675,"Physical Therapy Assistant Location: Watertown, MA Agency: GetMed Staffing Pay: $1,137 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapy Assistant (PTA) to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experi…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Watertown, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Watertown']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
76577.12,Adzuna::API::Response::Job,76577.12,-96.60312,2026-06-27T09:43:19Z,32.85648,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjY2In0.8Hc27tK2DAO5KxGW-Vyf3a9EzafwlzF-ciKqtZdxYqg,https://www.adzuna.com/land/ad/5779062666?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=5CB2D00D26F292D8F92AC9DE4E018DF7B4E8DB1F,1,5779062666,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Rowlett, Dallas","['US', 'Texas', 'Dallas', 'Rowlett']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
78538.12,Adzuna::API::Response::Job,78538.12,-97.092668,2026-06-27T09:43:19Z,33.028333,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2NyIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.uvmrtVaMJGB3LLUbmHmO6Gfuu_qYSVy-g7qxUPTxYmw,https://www.adzuna.com/land/ad/5779062667?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=70F96529933247E13BFA17D20C73E08CBB7FE2A9,1,5779062667,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Flower Mound, Denton County","['US', 'Texas', 'Denton County', 'Flower Mound']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
74546.55,Adzuna::API::Response::Job,74546.55,-96.937505,2026-06-27T09:43:19Z,33.162619,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2OCIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.I0Bzm6Dr1fFDet_tJSLSuHYUOrqFKT9Y9a0a9csvUq8,https://www.adzuna.com/land/ad/5779062668?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=96399196918AE78A8283C1C82167559EF684E4D7,1,5779062668,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Little Elm, Denton County","['US', 'Texas', 'Denton County', 'Little Elm']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
89590.16,Adzuna::API::Response::Job,89590.16,-97.07772,2026-06-27T09:43:19Z,32.93412,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjcxIn0.SxHWuYBbG8Ai_qBf6XnYD1OADHhliNZUinJGWjqv2jA,https://www.adzuna.com/land/ad/5779062671?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=A792D6F4C9A68D593DACC6531EEBA67FB9F6CFE8,1,5779062671,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Grapevine, Tarrant County","['US', 'Texas', 'Tarrant County', 'Grapevine']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
85864.04,Adzuna::API::Response::Job,85864.04,-96.887696,2026-06-27T09:43:19Z,33.077568,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjcwIn0.qAqYOVaBlEKB4mNn8IFm7mvPGgUNHwcguJM2EzNQbVg,https://www.adzuna.com/land/ad/5779062670?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=E10CEEF254936A35A0923F92FE012E219C733483,1,5779062670,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"The Colony, Denton County","['US', 'Texas', 'Denton County', 'The Colony']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
86991.16,Adzuna::API::Response::Job,86991.16,-96.791648,2026-06-27T09:43:19Z,32.901217,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjY1In0.5gwFCdEjubYrOtyq7mmgiFaPsiDD2wAu5waT7Bmykjk,https://www.adzuna.com/land/ad/5779062665?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=60FB4CF37B9D5952C0BEE2BD2DA5141473929FBD,1,5779062665,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"University Park, Dallas","['US', 'Texas', 'Dallas', 'University Park']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
81462.07,Adzuna::API::Response::Job,81462.07,-96.69858,2026-06-27T09:43:19Z,33.0234,RN Progressive Care Unit,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2OSIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.18Gzgz1EIDAnQXgJUyfTlnrMOccACesApxgqBp8Iems,https://www.adzuna.com/land/ad/5779062669?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=867286549C3F743A228C28DA22B29679E78A5F0A,1,5779062669,"Stroke response times nearly half of the national average. Cutting-edge SPOT Technology that detects sepsis earlier than the human eye. An Enhanced Surgical Recovery program that reduces opioid prescriptions and post-surgical readmissions. As a national learning health system, we're transforming care delivery, advancing clinical outcomes, and empowering our nursing teams in a collaborative effort to give people a healthier tomorrow. Join us! Job Summary and Qualifications The Progressive Care R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Plano, Collin County","['US', 'Texas', 'Collin County', 'Plano']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
79776.0,Adzuna::API::Response::Job,79776.0,-101.8104,2026-06-27T09:43:18Z,39.77478,"Travel Physical Therapist (PT) - $1,662 per week in Saint Francis, KS",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2NCIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.d5kfyhMmVpGWaQIPata3TekQXO8LTcc5pPBWZzMRA1E,https://www.adzuna.com/land/ad/5779062664?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=586A0EC9177A7201B38C0CEBC93A2F528C2A86FB,0,5779062664,"Physical Therapist Location: Saint Francis, KS Agency: GetMed Staffing Pay: $1,662 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters.…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Saint Francis, Cheyenne County","['US', 'Kansas', 'Cheyenne County', 'Saint Francis']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
79776.0,Adzuna::API::Response::Job,79776.0,-92.421234,2026-06-27T09:43:18Z,40.766447,"Travel Physical Therapist (PT) - $1,662 per week in Bloomfield, IA",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2MiIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.v7sPOZ-fz4OIfGpK0YjRD3lP0CS3zvoXuJeqQ72K5_c,https://www.adzuna.com/land/ad/5779062662?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=480415D30053B215F8FB9E1A6DC0C873D85D6BA2,0,5779062662,"Physical Therapist Location: Bloomfield, IA Agency: GetMed Staffing Pay: $1,662 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. Re…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Bloomfield, Davis County","['US', 'Iowa', 'Davis County', 'Bloomfield']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
81648.0,Adzuna::API::Response::Job,81648.0,-73.473053,2026-06-27T09:43:18Z,41.424678,"Travel Physical Therapist (PT) - $1,701 per week in Danbury, CT",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY1OSIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.FsPkj0E13AWgOdiiMZMaWYG-7pjnwum9D2spNKC1ZC0,https://www.adzuna.com/land/ad/5779062659?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=77BA870C5849B05D06FF80E8690B6BF38CB4711C,0,5779062659,"Physical Therapist Location: Danbury, CT Agency: GetMed Staffing Pay: $1,701 per week Shift Information: Days - 5 days Contract Duration: 248 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. Requ…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Danbury, Fairfield County","['US', 'Connecticut', 'Fairfield County', 'Danbury']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
79008.0,Adzuna::API::Response::Job,79008.0,-94.362424,2026-06-27T09:43:18Z,38.993517,"Travel Physical Therapist (PT) - $1,646 per week in Lees Summit, MO",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjYwIn0.IsgIaQNbId1_nsleJq13Ck7bfSZgA5ZiKu608wtVK3k,https://www.adzuna.com/land/ad/5779062660?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=0A813E52DB91379CCA3B3636EF143B50927D7A64,0,5779062660,"Physical Therapist Location: Lees Summit, MO Agency: GetMed Staffing Pay: $1,646 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. R…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Unity Village, Jackson County","['US', 'Missouri', 'Jackson County', 'Unity Village']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
106608.0,Adzuna::API::Response::Job,106608.0,-120.330302,2026-06-27T09:43:18Z,37.999733,"Travel Physical Therapist (PT) - $2,221 per week in Sonora, CA",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjU4In0.kr80RjH9qai_0NxhciUsE2e7ok5cP3s7NPye5sujUIE,https://www.adzuna.com/land/ad/5779062658?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=405C8EE1CD07BCF661FA25698226054F6C3124F9,0,5779062658,"Physical Therapist Location: Sonora, CA Agency: GetMed Staffing Pay: $2,221 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. Requir…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Standard, Tuolumne County","['US', 'California', 'Tuolumne County', 'Standard']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
78768.0,Adzuna::API::Response::Job,78768.0,-70.909862,2026-06-27T09:43:18Z,42.131195,"Travel Physical Therapist (PT) - $1,641 per week in Rockland, MA",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2MSIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.bDVa0H6ETPVQywW-WYBG_UYdJjQFcvGqipwysmLRth8,https://www.adzuna.com/land/ad/5779062661?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=69387A71094030C996BD31AD8853D1035D43F0C8,0,5779062661,"Physical Therapist Location: Rockland, MA Agency: GetMed Staffing Pay: $1,641 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. Requ…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Rockland, Plymouth County","['US', 'Massachusetts', 'Plymouth County', 'Rockland']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
79008.0,Adzuna::API::Response::Job,79008.0,-71.756093,2026-06-27T09:43:18Z,42.527481,"Travel Physical Therapist (PT) - $1,646 per week in Leominster, MA",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjU3In0.l-skAlnDh0eyAcA3K3Wr4-2Uygs-0TTGFJu5D3bWd0U,https://www.adzuna.com/land/ad/5779062657?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=832CFC76CF5E1147CB7981E5DC65742E9F1A9922,0,5779062657,"Physical Therapist Location: Leominster, MA Agency: GetMed Staffing Pay: $1,646 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. Re…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Leominster, Worcester County","['US', 'Massachusetts', 'Worcester County', 'Leominster']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
81792.0,Adzuna::API::Response::Job,81792.0,-85.957535,2026-06-27T09:43:18Z,41.674861,"Travel Physical Therapist (PT) - $1,704 per week in Elkhart, IN",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTA2MjY2MyIsInMiOiJJdFhZaURkeThSRzAzcF9iMk5SSVp3In0.LyAzMig5qOoJ8G8P4glmk1gptXj9uoBE0eR5U0RGslg,https://www.adzuna.com/land/ad/5779062663?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=07EE3F06AA4D741C75460A1125C8368D3B83A6AA,0,5779062663,"Physical Therapist Location: Elkhart, IN Agency: GetMed Staffing Pay: $1,704 per week Shift Information: Days - 5 days Contract Duration: 13 Weeks Start Date: 7/6/2026 About the Position GetMed Staffing is searching for a strong Physical Therapist to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the unique opportunity to gain diverse experiences, both personally and professionally. Gain experience that matters. Requi…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Concord, Elkhart County","['US', 'Indiana', 'Elkhart County', 'Concord']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GetMed Staffing,full_time,contract
77683.85,Adzuna::API::Response::Job,77683.85,-96.887696,2026-06-27T09:43:05Z,33.077568,Neonatal ICU Registered Nurse Level IV NICU,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRYWWlEZHk4UkcwM3BfYjJOUkladyIsImkiOiI1Nzc5MDYyNjQ2In0.Y2LHlnnzBQUer3DDDrGvxH5-0Ktjjt8j1_nbY4f9pVE,https://www.adzuna.com/land/ad/5779062646?se=ItXYiDdy8RG03p_b2NRIZw&utm_medium=api&utm_source=abfa41a4&v=4F03C9FF0A3BC2E632C0668029504C92F2DD1C23,1,5779062646,"Introduction Medical City Dallas is committed to investing in the latest technology enabling nurses to work more efficiently. Are you passionate about delivering patient-centered care? Submit your application for Neonatal ICU Registered Nurse Level IV NICU position and spend more time at the bedside with the patient. NEONATAL INTENSIVE CARE UNIT (LEVEL IV) REGISTERED NURSE – FULL-TIME NIGHT SHIFT 7P-7A Experience the HCA Healthcare difference where colleagues are trusted, valued members of our …",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"The Colony, Denton County","['US', 'Texas', 'Denton County', 'The Colony']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Medical City Dallas,,
