__CLASS__,latitude,id,adref,title,description,contract_time,salary_is_predicted,salary_min,longitude,redirect_url,salary_max,created,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_type
Adzuna::API::Response::Job,42.679357,5897186933,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkzMyIsInMiOiJXbEZYamtDNDhSRzBZSUU2UzVJR1F3In0.fL81NGZH8GM3HDJJla3wcQj45KOdJRYDvks-QWGXmY4,Sports & Media Partnerships Manager,"Snap Inc is a technology company. We believe the camera presents the greatest opportunity to improve the way people live and communicate. Snap contributes to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together. The Company operates Snapchat , a visual messaging app that enhances your relationships with friends, family, and the world, and Specs Inc. , a wholly-owned subsidiary dedicated to making computing more human, in add…",,1,186625.27,-73.808983,https://www.adzuna.com/land/ad/5897186933?se=WlFXjkC48RG0YIE6S5IGQw&utm_medium=api&utm_source=abfa41a4&v=91E8F230207ABE5E8D53B55CF961CFBF6B098546,186625.27,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Snap Inc.,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Ny State Campus']","Ny State Campus, Albany County",
Adzuna::API::Response::Job,,5897186930,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2xGWGprQzQ4UkcwWUlFNlM1SUdRdyIsImkiOiI1ODk3MTg2OTMwIn0.HvcP9UIZf53r_v_e6fnKHx67kxKwlmyZPuPO-I6-7VY,CLASSROOM AIDE - EAST AVE LOCATION,"Schedule: Monday-Friday 8:30AM - 4:00PM LOCATION: 2617 East Ave, Rochester, NY 14610  This location is NOT on a bus line. It is near the 390/490 split. Students at East Avenue range in age from 16 to at most 22yrs old. They work every day to develop their independent and work skills as the work towards graduation. Students engage in activities in the school building as well as in our local community. Salary Range: $17.86 - $22 per hour Pay within this range is based on experience and education …",,1,29466.52,,https://www.adzuna.com/land/ad/5897186930?se=WlFXjkC48RG0YIE6S5IGQw&utm_medium=api&utm_source=abfa41a4&v=4243C8B17148CA8E870DA294DE24804E86E2041F,29466.52,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Mary Cariola Center,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,['US'],US,
Adzuna::API::Response::Job,38.596713,5897186923,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkyMyIsInMiOiJXbEZYamtDNDhSRzBZSUU2UzVJR1F3In0.K5iq7pZSqKRruF1usBNWJyIIRvOcSWc8aFw3CMxbqaM,Client Sales Representative,"About Virtualite Virtualite Business Process Outsourcing Services helps entrepreneurs and organizations streamline operations through virtual support and digital process management. We drive growth by improving efficiency, productivity, and scalability—allowing clients to focus on what matters most. We’re currently hiring client sales representatives to join our growing to team. You’ll be the first connection between prospects and our service solutions—identifying needs, presenting value, and c…",,1,70697.49,-121.494174,https://www.adzuna.com/land/ad/5897186923?se=WlFXjkC48RG0YIE6S5IGQw&utm_medium=api&utm_source=abfa41a4&v=AD0682AB71DB9EF27D8774443BC31BD1FCACDDD0,70697.49,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Virtualite Business Process Outsourcing Services,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Sacramento County', 'Sacramento']","Sacramento, Sacramento County",
Adzuna::API::Response::Job,39.77745,5897186908,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkwOCIsInMiOiJXbEZYamtDNDhSRzBZSUU2UzVJR1F3In0.YHkGPUa23JO_MAPR9ZqDGQtoQXmFSwqKDu8pIQhxJQ4,Geographic Information Systems Manager,"Work for Indiana Begin a fulfilling career with the State of Indiana by joining one of the largest employers in the state, offering a range of opportunities across 60 agencies. About Indiana Department of Environmental Management (IDEM): Our mission is to implement federal and state regulations to protect human health and the environment while allowing the environmentally sound operations of industrial, agricultural, commercial, and governmental activities vital to a prosperous economy. We issu…",full_time,1,76247.16,-86.109012,https://www.adzuna.com/land/ad/5897186908?se=WlFXjkC48RG0YIE6S5IGQw&utm_medium=api&utm_source=abfa41a4&v=478BC3E2A1CC1EC4F8902C541B1756D5B6FCDB4E,76247.16,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,State of Indiana,Scientific & QA Jobs,scientific-qa-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']","Indianapolis, Marion County",
Adzuna::API::Response::Job,38.953011,5897186929,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkyOSIsInMiOiJXbEZYamtDNDhSRzBZSUU2UzVJR1F3In0.YP8rqGEc3rpSQYdYKb4e9DJ1Brysmk-QuptXxKJsLfU,Phlebotomist II,"Phlebotomist I - Towson, MD, Monday to Friday 7:00 AM to 3:30 PM, with rotational weekends Pay range: $23.20 - $24.90 / hour Salary offers are based on a wide range of factors including relevant skills, training, experience, education, and, where applicable, certifications obtained. Market and organizational factors are also considered. Successful candidates may be eligible to receive annual performance bonus compensation. Benefits information: We are proud to offer best-in-class benefits and p…",part_time,1,37260.93,-76.548823,https://www.adzuna.com/land/ad/5897186929?se=WlFXjkC48RG0YIE6S5IGQw&utm_medium=api&utm_source=abfa41a4&v=7D871F1D0052F23BED783A03B26CDFC9C90F309E,37260.93,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Quest Diagnostics,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Maryland']","Maryland, Anne Arundel County",
Adzuna::API::Response::Job,33.683414,5897186921,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2xGWGprQzQ4UkcwWUlFNlM1SUdRdyIsImkiOiI1ODk3MTg2OTIxIn0.dgH1WsN0Ln-07lyOcEapQFc-b0hCqyIHcniFaAYs-W4,PRN Physical Therapist,"WSi Healthcare Personnel seeks a PRN Physical Therapist to provide high-quality rehabilitation services across partner healthcare facilities in Colorado. In this flexible, as-needed role, you will perform comprehensive evaluations, design and implement individualized treatment plans, and deliver evidence-based interventions to improve mobility, function, and quality of life. You will document thoroughly, collaborate with interdisciplinary teams, and educate patients and families. This position …",,1,85831.62,-117.907324,https://www.adzuna.com/land/ad/5897186921?se=WlFXjkC48RG0YIE6S5IGQw&utm_medium=api&utm_source=abfa41a4&v=2CF433CCC337B1664D90E77DB08E1104FA505DDF,85831.62,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,WSi Healthcare Personnel,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Costa Mesa']","Costa Mesa, Orange County",
Adzuna::API::Response::Job,32.832673,5897186912,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2OTEyIn0.Pl7QEIVVwM9Cl-lJ4qrQtKfrBq-J964ycUukXrAxDIU,"Physician, Family Medicine - Telemedicine Opportunity - DrHouse","About the Role Imagine helping patients receive high-quality care without leaving their homes. At DrHouse , we are building a new model of virtual healthcare that is fast, accessible, and centered on both patient and provider experience. DrHouse is seeking board-certified Family Medicine physicians to join our growing telemedicine team. This is a telehealth position open to physicians licensed in Mississippi (MS) . Providers may reside anywhere in the state, including major metropolitan areas, …",,1,246023.72,-89.633176,https://www.adzuna.com/land/ad/5897186912?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=BF53613E2BCA91A9B42C309B4518988E943C235B,246023.72,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,"DrHouse, Inc.",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Mississippi']","Mississippi, US",
Adzuna::API::Response::Job,39.75,5897186909,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkwOSIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.nGqMm62eXYo5PW-PWGfyLs8nM9tFIgCG7FGgi5UbNi4,"Guest Advocate (Cashier), General Merchandise, Inbound (Stocking) (T3279)","Starting Hourly Rate / Salario por Hora Inicial: $19.75 USD per hour ALL ABOUT TARGET Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here. ALL ABOUT SMALL FORMATS We enable a consistent experience for our guests by ensuring product is in stock, available, accurately priced and signed on the sales floor in our smallest format stores. Experts of service, operations, process and ef…",,1,34713.42,-104.99,https://www.adzuna.com/land/ad/5897186909?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=3AA68B5FF1FFF4BCE26CA654650D09845FF7C6AD,34713.42,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Target,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Colorado', 'Denver']","Denver, Colorado",contract
Adzuna::API::Response::Job,38.827109,5897186906,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2OTA2In0.pRAz986LpMcLefcxEJbq00AZ9gNY_dirnrpOrSCQVrQ,Night Auditor,"Night Auditor-Hotel Desk- Overnight position Overland Park Kansas City Staybridge Suites by IHG $17.50 - $18.50/hour BOE Are you a night owl? Sleep during the day, stay up through the night? If this describes you then apply for our Night Audit position! In this extremely important role, you will be a champion guest service agent to ensure guest needs are met and that the hotel is prepared for the next day. We are hiring for a Night Auditor! Could this be you? What We Offer: Career advancement o…",,1,25906.48,-94.789873,https://www.adzuna.com/land/ad/5897186906?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=6D2572381F4B50AB66997ACEAB2E36D220EA9B8A,25906.48,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Tharaldson Hospitality,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Overland Park']","Overland Park, Johnson County",
Adzuna::API::Response::Job,33.367182,5897186926,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkyNiIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.C2C_Am_AbbCSc_fZ6lyxGTNSKPR-GFKLBw7a4GqkMfA,Seasonal: 4am Inbound (Stocking) (T1811),Starting Hourly Rate / Salario por Hora Inicial: $15.00 USD per hour ALL ABOUT TARGET Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here. ALL ABOUT SEASONAL JOBS Seasonal Specialty Sales Roles: A sales force of specialized consultants who provide tailored suggestions and solutions through active selling and compelling visual merchandising presentations that inspire guests and b…,,1,45677.95,-94.235623,https://www.adzuna.com/land/ad/5897186926?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=F75F166CF84F766E7F5BD0841554700D9A27A1CD,45677.95,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Target,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Texas', 'Bowie County', 'Texarkana']","Texarkana, Bowie County",
Adzuna::API::Response::Job,38.827109,5897186922,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkyMiIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.Bzxf3oG9z7yi_lLQrlAVo5j_DRhJ-VHjairVLt6yEQQ,SaaS (Zuora) Billing and Payments Implementation Manager,"We Are: Accenture’s Salesforce practice, and we live to see what this platform can do. Since we were one of the first on the scene, we’re the largest global Salesforce practice, not to mention one of the best. In fact, we are the industry-leader for building Salesforce solutions, and we are Master Certified in all 12 industries and clouds. We use tech like Lightning, Einstein, and Bolt to build stronger, better relationships with customers. And we are always learning. We’re building the most re…",,1,183909.84,-94.789873,https://www.adzuna.com/land/ad/5897186922?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=99C27948DAA337FD68026326E5894E2CFF27FB91,183909.84,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,Accenture,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Overland Park']","Overland Park, Johnson County",
Adzuna::API::Response::Job,,5897186916,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkxNiIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.5rZsgp6UdicvvewiHkN9yoCQyhrqRwEzak4q9vYGCkA,Highway Maintenance Specialist (Limited Duration) (Multiple Positions),"Initial Posting Date: 09/23/2026 Application Deadline: 10/07/2026 Agency: Department of Transportation Salary Range: $4,312 - $5,988 Position Type: Employee Position Title: Highway Maintenance Specialist (Limited Duration) (Multiple Positions) Job Description: Transportation Maintenance Specialist 2 – Highway Maintenance Specialist (Limited Duration) (Multiple Positions) Oregon Department of Transportation Delivery & Operations Division – Region 4 Maintenance Crew Klamath Falls The role: Do you…",,1,12677.89,,https://www.adzuna.com/land/ad/5897186916?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=D21162525656B7C1A88CA5857528E66B84E9361A,12677.89,2026-09-24T13:47:00Z,Adzuna::API::Response::Company,State of Oregon,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,['US'],US,permanent
Adzuna::API::Response::Job,33.57047,5897186865,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODY1In0.QAOqVlnq76fi3GSv2VVxiIzfhpgLoaYglaMTrpWOpoc,Shift Supervisor - Full Time (Temporary),"Join Trulieve – Where Passion Meets Purpose If you're interested in being part of one of the nation's fastest-growing industries, Trulieve may be the perfect place for you. S. organizations based on employee satisfaction, financial strength, and sustainability transparency. Trulieve was one of only two cannabis companies to receive this distinction. If you have passion for helping others and want to make a meaningful impact through your work, this may be the role for you. Our plants are hand-gr…",full_time,1,27269.02,-112.250324,https://www.adzuna.com/land/ad/5897186865?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=A32733360E47307D68CBFE3BD1EA02374F1404D6,27269.02,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,Trulieve,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Peoria']","Peoria, Maricopa County",contract
Adzuna::API::Response::Job,30.63,5897186886,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODg2In0._J8qIfnVUbKMWY6F9YsSRv2ItLwQlY2ejlL7f4U3zkE,SENIOR COMMUNITY HEALTH NURSE - 64000065,"Requisition No: 884171 Agency: Department of Health Working Title: SENIOR COMMUNITY HEALTH NURSE - 64000065 Pay Plan: Career Service Position Number: 64000065 Salary: $61,000 Posting Closing Date: 09/26/2026 Total Compensation Estimator Tool Job posting category: Internal Your Specific Responsibilities: Provide program oversight to ensure all requirements are met for the School Health program mandated by FL Statutes. Represent the Florida Department of Health as the School Health Coordinator by…",,1,29146.23,-81.61,https://www.adzuna.com/land/ad/5897186886?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=C37F2D1B4299EB69DB0C7BA13623755DA8389D52,29146.23,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,State of Florida,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Florida', 'Nassau County', 'Yulee']","Yulee, Nassau County",
Adzuna::API::Response::Job,31.09102,5897186892,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODkyIn0.tDKwRELmsd0lvbXrJMy4COb3TJZrDlpwEsQEC16bFy4,Travel ICU RN,"Travel ICU RN Company: Fusion Medical Staffing Location: Facility in Lake Havasu City, AZ Job Details Fusion Medical Staffing is seeking a ICU RN for a 13-week travel assignment in Lake Havasu City, AZ. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ICU RN Valid RN license in co…",,1,19834.31,-84.98215,https://www.adzuna.com/land/ad/5897186892?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=13BAB957EB3A4F790F61ED83C266918E36C9695A,19834.31,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,Fusion Medical Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Georgia', 'Early County', 'Jakin']","Jakin, Early County",
Adzuna::API::Response::Job,40.630057,5897186898,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4Njg5OCIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.4wwTN4xbj13JMgIKcjW3B9kuwyVbCUhxmBWf_h5PjvY,Now Hiring District Managers,"Location: 5375 William Flynn Highway - Gibsonia, Pennsylvania 15044 Job Summary Be a problem solver, trusted advisor, and partner to the people and businesses in our Key Bank communities. The Branch Manager builds, coaches, develops, leads, and motivates a team that is capable of providing excellent client service in all interactions, analyzing clients' needs, and recommending financial solutions that help Key clients achieve confidence in their financial wellness and achieve their goals. The B…",,1,106208.07,-79.970332,https://www.adzuna.com/land/ad/5897186898?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=7D2CDE86A2B1388A492CECE8C7AC2BBE0ACB5BDF,106208.07,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,KeyBank,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Gibsonia']","Gibsonia, Allegheny County",
Adzuna::API::Response::Job,33.49,5897186863,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODYzIn0.2HbX2RRU_AMSvDrcvd8RHwGHYVev9FcUw0XE4mUlJmc,Branch Manager,"A position at White Cap isn’t your ordinary job. You’ll work in an exciting and diverse environment, meet interesting people, and have a variety of career opportunities. The White Cap family is committed to Building Trust on Every Job. We do this by being deeply knowledgeable, fully capable, and always dependable, and our associates are the driving force behind this commitment. White Cap is hiring immediately for a Branch Manager ! Do you want a part in helping to Build America? As the leading …",,1,103945.94,-117.15,https://www.adzuna.com/land/ad/5897186863?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=20F4811B47112A5DEB7C57468C2AA12B74ADB8A3,103945.94,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,White Cap,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Riverside County', 'Temecula']","Temecula, Riverside County",
Adzuna::API::Response::Job,34.251568,5897186867,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODY3In0.yYSPojdNpQR8WY1XxYMLCUthwKAYGsX1gGLr7KfZEXU,Pharmacy Internship (Part-Time),"You’ve invested a lot of time and energy in your education. Now you want the chance to make your mark. We offer challenging opportunities for you to learn and grow professionally. In our programs, you’ll be immersed in a culture of continuous improvement, with the goal of changing health care for the better. Position Summary: At CVS Health, we are focused on transforming health care for our customers and making our company a great place to work. We help people navigate the health care system – …",part_time,1,27003.46,-86.25698,https://www.adzuna.com/land/ad/5897186867?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=4A5824D44D50A8139352EA6BF643B3C58DCAABAD,27003.46,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,CVS Health,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Alabama', 'Marshall County', 'Albertville']","Albertville, Marshall County",contract
Adzuna::API::Response::Job,37.56,5897186870,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODcwIn0.f09lVGSu9wA7-t4CyY26gDMxSjsvIN-qfNWmCBFTET4,Solar installer - Crew Lead,"Crew Lead / Foreman Shift : Full-time (40-45 hours) Compensation: $60,000-$80,000/year plus 1k sign-on bonus Benefits: Full-time employees are eligible for Health, Dental, Vision, & Life and Accident insurance, an HSA Savings Account, and the opportunity to receive stock options. Complete Solar: Blue Raven Solar (a Complete Solar company) is a residential solar company dedicated to making clean, renewable energy accessible and affordable for everyone. As climate change continues to impact our w…",full_time,1,61427.67,-77.45,https://www.adzuna.com/land/ad/5897186870?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=C5BBA2C3283DBE155CDF63F0D6332D43C9A2A433,61427.67,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,SunPower,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Virginia', 'Richmond County', 'Richmond']","Richmond, Richmond County",
Adzuna::API::Response::Job,34.254431,5897186878,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4Njg3OCIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.h7pBIeGZfJtIcuEMAX02CEOHJcPP1TNdmIHf54cIQGM,Primary Care Nurse Practitioner / Physician Assistant,"Primary Care Nurse Practitioner/Physician’s Assistant Location: Ardmore, OK Schedule: Part-Time (3 days/ week) About Infinite Medical P.Infinite Medical P.C. is a nationwide network of advanced practice providers and specialty clinicians committed to delivering high-quality, proactive care directly to residents in skilled nursing and long-term care facilities. Our partnership with MedElite Healthcare Management Group empowers us to focus on what matters most: providing compassionate, personaliz…",part_time,1,88877.71,-97.194353,https://www.adzuna.com/land/ad/5897186878?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=9957C2EFCBA2CB7A07A09CC2A30A829A6A766D4E,88877.71,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,"MedElite Group, LLC.",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Carter County', 'Ardmore']","Ardmore, Carter County",
Adzuna::API::Response::Job,37.556671,5897186904,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkwNCIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.Vyq4qXm-NR-kKjThLTNt909IT6VgGLQk1cs_uVUn5Sg,Senior Project Manager - Contract Position,"Company Overview At Motorola Solutions, we believe that everything starts with our people. We’re a global close-knit community, united by the relentless pursuit to help keep people safer everywhere. We build and connect technologies to help protect people, property and places. Our solutions foster the collaboration that’s critical for safer communities, safer schools, safer hospitals, safer businesses, and ultimately, safer nations. Connect with a career that matters, and help us build a safer …",,1,110755.34,-78.510684,https://www.adzuna.com/land/ad/5897186904?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=EBEA17609EAE3C866F460FE19D36416EE70E50BB,110755.34,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,Motorola Solutions,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Virginia']","Virginia, US",contract
Adzuna::API::Response::Job,38.44097,5897186881,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODgxIn0.eCGBSrfbDGHys0c8cAhgC3MhWIw0n5ngUl7LF-cgiFc,"On-Demand: Guest Advocate (Cashier), General Merchandise, Fulfillment, Food and Beverage, Style (T2804)",Starting Hourly Rate / Salario por Hora Inicial: $20.00 USD per hour ALL ABOUT TARGET Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here. ALL ABOUT ON DEMAND You can work as much or as little as you like as an On-Demand Team Member (TM) and your schedule may vary depending on shift availability and store needs. This role is ideal for those that are looking for a personalized wo…,,1,38355.43,-122.797165,https://www.adzuna.com/land/ad/5897186881?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=BD72D236F6C7A8F88CB35FF66DD64CC2ED532C16,38355.43,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,Target,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Santa Rosa']","Santa Rosa, Sonoma County",contract
Adzuna::API::Response::Job,38.691881,5897186893,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSE1WRGowQzQ4UkdtcGNDSU1SMkNHZyIsImkiOiI1ODk3MTg2ODkzIn0.2zmk9IZqGy6gyaS4VuACjLlItjS3VuXefZNnkCVtEEw,Guest Advocate (Cashier or Front of Store Attendant/Cart Attendant) (T2408),"Starting Hourly Rate / Salario por Hora Inicial: $19.25 USD per hour ALL ABOUT TARGET Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here. ALL ABOUT SERVICE & ENGAGEMENT Advocates of guest experience who welcome, thank, and exceed guest service expectations by focusing on guest interaction, loyalty enrollment and store cleanliness. Advocates of both in-store and digital services…",,1,36529.16,-121.861588,https://www.adzuna.com/land/ad/5897186893?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=50E120BF03A3E96B4841A30DD5E92DDDD868517C,36529.16,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,Target,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'California', 'Yolo County', 'Woodland']","Woodland, Yolo County",contract
Adzuna::API::Response::Job,43.029094,5897186903,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NzE4NjkwMyIsInMiOiJITVZEajBDNDhSR21wY0NJTVIyQ0dnIn0.exf8E05027hRS2G7qV96LHZtG_aQiQR6ryYhCzS8zpk,"GM and Food (General Merchandise, Closing, Fulfillment, Inbound, Food and Beverage , Food Service, Starbucks) (T2546)","Starting Hourly Rate / Salario por Hora Inicial: $16.25 USD per hour ALL ABOUT TARGET Working at Target means helping all families discover the joy of everyday life. We bring that vision to life through our values and culture. Learn more about Target here. ALL ABOUT GENERAL MERCHANDISE Experts of operations, process, and efficiency who enable a consistent experience for our guests. Teams in General Merchandise (GM) prioritize guest experience while blending completion of tasks that ensure produ…",,1,37439.49,-88.213516,https://www.adzuna.com/land/ad/5897186903?se=HMVDj0C48RGmpcCIMR2CGg&utm_medium=api&utm_source=abfa41a4&v=742ABDB1419289EA0F7D3DEB4B79B589C3641C42,37439.49,2026-09-24T13:46:59Z,Adzuna::API::Response::Company,Target,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Waukesha County', 'Waukesha']","Waukesha, Waukesha County",contract
