salary_min,salary_is_predicted,latitude,description,adref,redirect_url,__CLASS__,longitude,created,contract_time,salary_max,id,title,company.__CLASS__,company.display_name,location.__CLASS__,location.area,location.display_name,category.label,category.__CLASS__,category.tag,contract_type
82179.55,1,33.858437,"Job Description \n \n \n \n \n \n \n \n Grant Accountant – Brookhaven, GA Salary\n $60,000–$70,000 base Why This Opportunity Stands Out\n This Grant Accountant opportunity is with a mission-driven organization that values collaboration, accuracy, and financial stewardship. The Grant Accountant will play a key role in supporting grant accounting, month-end close, and financial reporting while partnering with internal teams to ensure compliance and accuracy. \n \n Opportunity to support meaningfu…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTYyIn0.vPLzA0lJJZ5nQyxCnQwEOR5dGq_wEc_hXfEBunAgpL0,https://www.adzuna.com/land/ad/5879998562?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=C8FA6D34E75378020A5D4EC852B210C64546FC24,Adzuna::API::Response::Job,-84.340203,2026-09-11T12:49:32Z,,82179.55,5879998562,Grant Accountant- Atlanta,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Brookhaven']","Brookhaven, Fulton County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
69037.73,1,40.10094,Job Description HR Specialist Visible local non-profit organization is seeking support of a HR Specialist to assist the HR team with recruiting and onboarding activities. Salary is $50-$56k DOE \n ABOUT THE COMPANY \n \n Our client is an established non-profit providing numerous services to the community \n Work where you know what you're doing makes a real difference in peoples' lives \n Contribute with your keen eye for detail as the HR Specialist \n Location is conveniently close to multiple…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU2MCIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.ApCuwwIzkbcpPUS3wQWFOFH-QYEHgdbIKedthlfcAKc,https://www.adzuna.com/details/5879998560?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-83.01474,2026-09-11T12:49:32Z,,69037.73,5879998560,HR Specialist,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Mount Air']","Mount Air, Franklin County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
206294.22,1,39.77745,"Job Description \n Chief Financial Officer (CFO) Salary: $130,000 – $160,000 (approximately $130,300 – $160,600 depending on experience) Location: 100% onsite — Indianapolis, IN Why This Opportunity Stands Out: \n • Our client is a dynamic and growing manufacturing organization at a critical stage of expansion \n • Executive-level role with direct impact on company strategy and long-term financial success \n • Opportunity to partner closely with the CEO, executive leadership team, investors, an…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU1MiIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.4Lb1zblIWlMaXmd1F0lUWq0Ka6bBsY2pmECIcF7lRew,https://www.adzuna.com/land/ad/5879998552?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=3C040087CDA9BFFDFBC18391EBC31E2DB292C318,Adzuna::API::Response::Job,-86.109012,2026-09-11T12:49:32Z,,206294.22,5879998552,Chief Financial Officer,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']","Indianapolis, Marion County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
97008.09,1,,"Job Description Accounts Payable Manager \n $80,000–$90,000  10% Bonus \n My client is looking for an experienced Accounts Payable Manager to lead a high-volume AP team. If you enjoy developing people, improving processes, and driving operational excellence, this could be a great next step in your career. \n \n What's in It for You? \n \n Bonus  car allowance \n Work life balance. Little to no overtime! \n Comprehensive medical, dental, and vision benefits \n Opportunity to lead a growing team …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0NiIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.KygkyLsVg7zH2K24mYCH1CLX02UYgdshcEN9ErBQo1w,https://www.adzuna.com/land/ad/5879998546?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=4548A2008EF417CC71C91EA24923F10E9B52BBC5,Adzuna::API::Response::Job,,2026-09-11T12:49:32Z,,97008.09,5879998546,AP Manager,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
157757.58,1,42.916946,"Job Description \n Accounting Manager \n Salary: $100,000-$120,000 Why This Opportunity Stands Out:\n \n Join a stable and growing organization with a strong leadership team and positive culture \n Highly visible role with direct impact on financial operations and business performance \n Opportunity to lead and develop an accounting team \n Partner closely with executive leadership on strategic initiatives \n Mix of hands-on accounting and leadership responsibilities \n Clear path for professio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTM4In0.25ATmqeIUqrPUL9cdZH9F8DWZ8zULNIrsm903w0EOtA,https://www.adzuna.com/land/ad/5879998538?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=790BA90ACDFA24A2A4B30E90A0EE202FADA0490E,Adzuna::API::Response::Job,-89.217894,2026-09-11T12:49:32Z,,157757.58,5879998538,Accounting Manager,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Dane County', 'Stoughton']","Stoughton, Dane County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
140114.33,1,44.983654,"Job Description \n Senior Accountant\n Salary: $90,000–$110,000 Why This Opportunity Stands Out\n Join a global, publicly traded industry leader where you’ll have meaningful ownership, strong visibility across the organization, and opportunities to grow your career. \n \n Own the monthly close and reporting process for the North American business. \n Gain broad exposure to North American and corporate accounting while partnering with leaders and stakeholders across the organization. \n Build ex…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0NSIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.nDUB2M2n6THivFJ9alvZl7jLvFX8zGm-arqqRthyE4I,https://www.adzuna.com/land/ad/5879998545?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=DAFC0F7C0B75D31FF462E90535A0FB50DC55FCBC,Adzuna::API::Response::Job,-93.269357,2026-09-11T12:49:32Z,,140114.33,5879998545,Corporate Senior Accountant - Public Company,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Minneapolis']","Minneapolis, Hennepin County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
86431.0,1,,"Job Description Corporate Accountant\n Salary: $90,000 - $100,000  bonus Why This Opportunity Stands Out:\n \n Partner directly with the Controller and Accounting leadership team on key financial initiatives. \n • Gain visibility across the organization through collaboration with multiple departments. \n • Play an active role in improving accounting processes, controls, and automation efforts. \n • Build expertise in financial reporting, audit support, and corporate accounting operations. \n • …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTQyIn0.Mw4_R_7q8kcYbb3Df4S1rLZO52-cVA40qw7-g7efD3g,https://www.adzuna.com/land/ad/5879998542?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=0EC78637D6F47398331F56886757926E9898CE04,Adzuna::API::Response::Job,,2026-09-11T12:49:32Z,,86431.0,5879998542,Corporate Accountant,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']","Houston, Harris County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
187499.77,1,42.400469,"Job Description Position: Controller Location: Waltham, MA Salary: $135,000 - $165,000 Schedule: 4 days/week in office \n \n Highlights of the Controller Opportunity \n \n The Company: A well-established professional services organization with a collaborative culture, long-tenured employees, and a strong reputation in its industry. \n The Transition: The current Controller is retiring after more than 20 years with the organization. The incoming Controller will receive approximately five months …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTU4In0.HFJKc0VxiwRtMdcxYRX30C6Z86VmJa4cc_ypTrL1jJ0,https://www.adzuna.com/details/5879998558?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-71.257723,2026-09-11T12:49:32Z,,187499.77,5879998558,Controller Opportunity,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Waltham']","Waltham, Middlesex County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
98007.83,1,35.982841,"Job Description \n Staff Accountant Salary: $65-80K (DOE)  discretionary bonus \n Location: Smyrna, TN \n Our client, a high-growth organization, is seeking a Staff Accountant to join their Corporate Accounting team. Great opportunity to join a best-in-class finance organization and accelerate your career into a Senior Accountant role. What we like about this Staff Accountant role \n \n \n The Management Team, well known to us. High performers will be developed and given the tools necessary to …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0NyIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.hzuiG-VKsweCiKZ2JbDSoUhUu1E8r5xfqvB6fug0MZc,https://www.adzuna.com/land/ad/5879998547?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=64FDC34CFB16F6F9212EE73B8408963FE496805C,Adzuna::API::Response::Job,-86.518605,2026-09-11T12:49:32Z,,98007.83,5879998547,Staff Accountant,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Rutherford County', 'Smyrna']","Smyrna, Rutherford County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
173064.64,1,35.387358,"Job Description Controller \n Salary: $165,000 - $180,000 \n Why This Opportunity Stands Out: \n \n Serve as a key business partner to executive and operational leadership. \n • Lead the accounting function for a complex, inventory-intensive operation. \n • Gain visibility into strategic planning, budgeting, and forecasting initiatives. \n • Leverage advanced analytics, ERP reporting, and business intelligence tools to drive decision-making. \n • Influence financial performance through cost ana…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTU0In0.FwX_ztDFxKwFb7Hk3dYRBTmnqtziBDgli_l4WM1d20o,https://www.adzuna.com/details/5879998554?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-119.016896,2026-09-11T12:49:32Z,,173064.64,5879998554,Controller,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'California', 'Kern County', 'Bakersfield']","Bakersfield, Kern County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
159017.03,1,,"Job Description Tax Manager\n \n Looking to step into a highly visible tax leadership-track role with a global public company? This opportunity offers exposure to complex multinational tax matters, executive-level collaboration, and the ability to influence tax strategy, technology, and transformation initiatives. \n Salary: $120,000-$140,000  Bonus\n Why This Opportunity Stands Out:\n \n • Join a global, publicly traded organization with sophisticated multinational tax operations\n \n • Work d…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU0OCIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.0U813enRP0wF8Wq7w0EyTGxNmHy_onHETrlGhpqA70A,https://www.adzuna.com/land/ad/5879998548?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=979910ECD8C59A0BC96C12B57F7A57086C40B3DA,Adzuna::API::Response::Job,,2026-09-11T12:49:32Z,,159017.03,5879998548,Tax Manager,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
126018.56,1,41.064475,"Job Description \n \n Virtual Chief Financial Officer (VCFO) \n \n \n Salary: $140,000 – $160,000\n \n Location: 100% Remote (Greater Fort Wayne)\n \n \n \n \n Step into a highly visible Virtual Chief Financial Officer role where you’ll act as a true strategic partner—not just report the numbers, but shape the future of growing businesses in the construction industry. If you’re a commercially minded Chief Financial Officer who enjoys solving complex financial challenges, let's chat.\n Why This …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU1MCIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.PfOq4TAPNRpFO7Aggwa93XxU0flopoiyh3GHBLzwCIU,https://www.adzuna.com/land/ad/5879998550?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=FA20D49C4E69B373B103495A041CAD26798F8809,Adzuna::API::Response::Job,-85.173858,2026-09-11T12:49:32Z,,126018.56,5879998550,CFO,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Indiana', 'Allen County', 'Fort Wayne']","Fort Wayne, Allen County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
84782.31,1,39.192978,"Job Description About the Company and the Grant Accountant Opportunity:\n CFS is partnering with a mission-driven nonprofit organization to hire a Grant Accountant . This is a unique opportunity for a Grant Accountant who wants to play a key role in both current financial operations and the organization’s upcoming expansion into issuing grants. \n This Grant Accountant will support a growing portfolio of affordable housing initiatives tied to community and educational programs, while also helpi…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODUzOSIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.0jSN0ZWKIugliYTJjuzqI2zBjHp4HZh8l_fsgGYizlA,https://www.adzuna.com/land/ad/5879998539?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=D7388C9368D67706754BC4DDA41CEAD24A7653C5,Adzuna::API::Response::Job,-76.7238,2026-09-11T12:49:32Z,,84782.31,5879998539,Grant Accountant,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Hanover']","Hanover, Anne Arundel County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
99643.27,1,44.275824,"Job Description Senior Financial Analyst\n Salary: $90,000–$108,000 Job Type: Full-Time Why You Should Consider This Opportunity\n \n High-visibility role with the opportunity to influence key financial and operational decisions \n Work closely with senior leadership and cross-functional business partners \n Take ownership of financial modeling, forecasting, and KPI reporting that directly impacts business performance \n Opportunity to help shape and improve FP&A processes across the organizati…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTQzIn0.4n_yTChaR8AEAcxf3B9ta0A39EVq3aQmvZnb85XB0-8,https://www.adzuna.com/land/ad/5879998543?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=E5C58F9027026948661ED4300E51557CFCD6A3B5,Adzuna::API::Response::Job,-88.374477,2026-09-11T12:49:32Z,,99643.27,5879998543,Sr Financial Analyst,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Outagamie County', 'Appleton']","Appleton, Outagamie County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
161106.28,1,44.983654,"Job Description \n \n \n Senior Financial Reporting Analyst - Hybrid \n \n \n Salary: $95,000 - 110,000 \n \n \n \n Why This Senior Financial Reporting Opportunity Stands Out: \n \n \n \n \n \n \n • Direct exposure to executive leadership, Audit Committee, lenders, and Private Equity owners\n \n • Broad enterprise visibility—partner across Finance, Legal, Tax, Treasury, and HR\n \n • Ownership of consolidation and external reporting with meaningful impact on decisions\n \n • Hands-on technical …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU1MSIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.1-LWjMpUF9llUgB2oFAoYVd_8lXnnliGc-oIR1CNZ8Q,https://www.adzuna.com/land/ad/5879998551?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=CE80EAEF7C17FEA3EF27C90135D785ECADDCA51F,Adzuna::API::Response::Job,-93.269357,2026-09-11T12:49:32Z,,161106.28,5879998551,Senior Financial Reporting Analyst - Hybrid,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Minneapolis']","Minneapolis, Hennepin County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
58297.1,1,41.672404,"Job Description Accounts Payable Specialist\n South Bend, Indiana | Fully Onsite | $50,000–$60,000 \n We are seeking an experienced Accounts Payable Specialist to join our accounting team. The ideal candidate will have a strong background managing high-volume AP , excellent attention to detail, and the ability to work independently while maintaining strong communication with vendors and internal departments. Key Responsibilities\n \n Manage the full-cycle accounts payable process in a high-volu…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTU1In0.X0alfGFPLtEvzCpMFkHgU4pVlfu8_vwtmy4eQyZlg1k,https://www.adzuna.com/land/ad/5879998555?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=BAD0EB5750155C2C0F0D6A334E4FE1CEBFD9AB5D,Adzuna::API::Response::Job,-86.253952,2026-09-11T12:49:32Z,,58297.1,5879998555,Accounts Payable,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Indiana', 'St. Joseph County', 'South Bend']","South Bend, St. Joseph County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
81119.8,1,39.634638,"Job Description Payroll Administrator\n \n Salary: $55,000 - $65,000 \n Why This Opportunity Stands Out:\n \n • Own the entire payroll function for two separate companies\n \n • Gain exposure to both union and non-union payroll environments\n \n • Work with payroll tax compliance, audits, workers' compensation, garnishments, and regulatory reporting\n \n • Become the subject matter expert for payroll operations and systems\n \n • Enjoy a high level of autonomy with minimal day-to-day supervisio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTU2In0.i-x3DETWCDr6gY8-4l0EFX9urUghSrmGWAd9NfNDCt0,https://www.adzuna.com/land/ad/5879998556?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=64B1E9F0CACD563B13F244C302ECF174935F0224,Adzuna::API::Response::Job,-80.07436,2026-09-11T12:49:32Z,,81119.8,5879998556,Payroll Coordinator,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Monongalia County', 'Morgantown']","Morgantown, Monongalia County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
57610.11,1,40.26257,"Job Description Accounts Receivable Specialist\n Canonsburg, PA 15317 \n $50,000-$60,000 \n 100% Onsite About the Opportunity\n Join a growing organization operating across the wholesale, retail, and eCommerce sectors, where accuracy, customer service, and operational excellence drive success. We are looking for an Accounts Receivable Specialist who enjoys working in a fast-paced environment, managing high transaction volumes, and playing a key role in maintaining healthy cash flow. \n This pos…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTQwIn0.VM1i1dhUPownEsr14g6_YDdQD45ec-6jxKTGYyQwFEU,https://www.adzuna.com/land/ad/5879998540?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=CE449B580058A6AD77BD2882E77D1CE0F1587758,Adzuna::API::Response::Job,-80.18728,2026-09-11T12:49:32Z,,57610.11,5879998540,Accounts Receivable Specialist,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Washington County', 'Canonsburg']","Canonsburg, Washington County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
127475.34,1,41.276138,"Job Description \n Ready to step into a high-impact leadership role where you can shape finance operations and drive real business decisions? \n \n This is a rare opportunity to take ownership of a well-established accounting function while driving modernization and process improvement.\n \n \n \n \n Accounting Manager \n \n Salary: $140K-$160K\n \n \n \n \n Why This Opportunity Stands Out: \n \n • Step into a leadership role with immediate visibility to executive leadership, including the VP o…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODU2MyIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.NJHuJu7d62awxAOBPW72D8pHXINYadWpmDTZpzcGvmo,https://www.adzuna.com/land/ad/5879998563?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=9404EB47E3E28BC09BCDAC4AB99D701AEBAF6C47,Adzuna::API::Response::Job,-72.792461,2026-09-11T12:49:32Z,,127475.34,5879998563,Accounting Manager,Adzuna::API::Response::Company,CFS,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Branford']","Branford, New Haven County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
69747.08,1,28.048611,"Job Description Job Description 3 Day Blinds is a national retailer and manufacturer of quality, custom-made blinds, shades, draperies, and shutters. We are proud to be part of the Hunter Douglas family of brands. Over the last 40 years we’ve successfully helped transform our clients' homes and workplaces by offering a wide variety of products that add beauty and comfort to every space. It takes a talented group of individuals to do what we do, and we do it together as One Team. We strive to cr…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODUzNyIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.SiAzCn4cxozgm4cguNITzczqfxdvrnUwoDn66viHkbg,https://www.adzuna.com/land/ad/5879998537?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=FAF20CBB0F62FFB6AA040C58C60BC47AC49780C7,Adzuna::API::Response::Job,-81.898908,2026-09-11T12:49:32Z,,69747.08,5879998537,Sales Trainee,Adzuna::API::Response::Company,3 Day Blinds ,Adzuna::API::Response::Location,"['US', 'Florida', 'Polk County', 'Lakeland']","Lakeland, Polk County",Sales Jobs,Adzuna::API::Response::Category,sales-jobs,
28740.31,1,34.203068,"Job Description Payrates & Weekend Differentials ($1.00 differential Sat & Sun): \n \n 1st Shift Monday-Friday: $16.90 Sat & Sun: $17.90 \n 2nd Shift Mon-Fri: $16.90 Sat &Sun: $17.90 \n 3rd Shift Mon-Fri: $17.00 Sat & Sun: $18.00 \n \n Job Overview \n We are looking for detail-oriented and reliable associates to join our Returns (RMA) team. As an RMA Package Sorter, you will be responsible for sorting customer return packages, identifying shipments that are “customer paid” vs. “return to sender…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTI5In0.91qULe0BMNX6xMqeoovt0i3lwhfuNoZaO--L_ejDVzA,https://www.adzuna.com/details/5879998529?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-118.329504,2026-09-11T12:49:31Z,,28740.31,5879998529,VAS Quality & Compliance,Adzuna::API::Response::Company,Employbridge,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Starlight Hills']","Starlight Hills, Los Angeles County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
41936.0,1,41.843727,"Job Description Job Description Decoration & Assembly Career Concepts is hiring Decoration & Assembly Operators in Warren, PA. This is an excellent opportunity to join a growing manufacturing team with the potential for permanent employment. Responsibilities Load and/or operate assembly equipment according to work instructions, including spin welder, handle welder, swivel lid assembly machines, carton-taping machine, and lid snapper Properly prepare skids of finished product for the staging are…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRW5lRWRnS3U4UkdwcFpjSjFFLWJTZyIsImkiOiI1ODc5OTk4NTMxIn0.g4pqFGeWLrN22m6KERiy8DaTpk8rCA17GhqeNT6_tro,https://www.adzuna.com/land/ad/5879998531?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=0706313FAF7C881DCB135ABB2DEE9DB3FAD2D03E,Adzuna::API::Response::Job,-79.14405,2026-09-11T12:49:31Z,,41936.0,5879998531,Decoration & Assembly,Adzuna::API::Response::Company,"Career Concepts Staffing Services, Inc.",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Warren County', 'Warren']","Warren, Warren County",Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,
60195.33,1,44.956927,"Job Description Job Description Owner Operators Pay yourself FIRST with lightweight freight! Logix isn’t your typical hauler. The freight we carry includes some of the most sensitive and valuable equipment this nation produces. That’s why drivers play such an important role here. And that’s why the entire Logix organization works by one guiding principle: nothing is more important than supporting our drivers. Our drivers care for our customers, we care for our drivers, its that simple. BENEFITS…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODUyMiIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.jfVtmbaCFHShSo9ot2hU8wRRPhsiOfLEsjvdfGMTk0M,https://www.adzuna.com/land/ad/5879998522?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=8F71399E72AF0A2E496DE3FEFCA16C03B6E4BAD2,Adzuna::API::Response::Job,-89.714022,2026-09-11T12:49:30Z,,60195.33,5879998522,CDL A Owner Operator,Adzuna::API::Response::Company,Logix Transportation,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Marathon County', 'Wausau']","Wausau, Marathon County",Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
54906.25,1,35.196639,"Job Description Job Description Description: JOB SUMMARY The Financial Counselor serves as a key point of contact for patients regarding financial responsibility and payment options across multiple surgical specialties. This role provides accurate and timely cost estimates for office visits, procedures, imaging, injections, and surgical services, and educates patients on insurance benefits, out-of-pocket costs, and available payment solutions. The Financial Counselor works closely with clinical…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3OTk5ODUyNiIsInMiOiJFbmVFZGdLdThSR3BwWmNKMUUtYlNnIn0.ZXp0Mn9ADfA3YzFSs4c4uUdRbh1zzbJPst8D9glB5qA,https://www.adzuna.com/land/ad/5879998526?se=EneEdgKu8RGppZcJ1E-bSg&utm_medium=api&utm_source=abfa41a4&v=F24BA46425309A6C9715366983F54D98CBB155F5,Adzuna::API::Response::Job,-79.46662,2026-09-11T12:49:30Z,,54906.25,5879998526,Financial Counselor,Adzuna::API::Response::Company,Pinehurst Surgical Clinic PA,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Moore County', 'Pinehurst']","Pinehurst, Moore County",Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
