__CLASS__,redirect_url,id,title,latitude,description,created,longitude,adref,salary_max,salary_min,salary_is_predicted,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529502?utm_medium=api&utm_source=abfa41a4,5704529502,Traveling Registered Nurse,46.813752,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Rotating Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team!…",2026-04-19T09:00:01Z,-101.826974,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTUwMiIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0._5Uxli_SGYpAiXaGfhXgqMBZqoen2Zzx6ARtpwZIZaI,105869.7,105869.7,1,"Glen Ullin, Morton County","['US', 'North Dakota', 'Morton County', 'Glen Ullin']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529510?utm_medium=api&utm_source=abfa41a4,5704529510,Traveling Registered Nurse,48.205663,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We…",2026-04-19T09:00:01Z,-103.349063,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTUxMCIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.cba-AlFz72XInt18UFvtMwtbKgpd7Wzm1ZLgIqR4Y1Q,107507.89,107507.89,1,"Epping, Williams County","['US', 'North Dakota', 'Williams County', 'Epping']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529511?utm_medium=api&utm_source=abfa41a4,5704529511,Registered Nurse,46.03545,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T09:00:01Z,-99.37565,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dUa2dmZzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTI5NTExIn0.XCGynYsHV7qsTUNDB8hEeR0d_d6vhOh6DcBdCv3cAlk,76354.56,76354.56,1,"Ashley, McIntosh County","['US', 'North Dakota', 'McIntosh County', 'Ashley']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529499?utm_medium=api&utm_source=abfa41a4,5704529499,Traveling Registered Nurse,47.795346,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:01Z,-100.598488,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ5OSIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.Sa0ReyHIlZwciLJnXieRdt-UEmy9zDgm_dA8G8fvyhM,120807.53,120807.53,1,"Butte, McLean County","['US', 'North Dakota', 'McLean County', 'Butte']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529501?utm_medium=api&utm_source=abfa41a4,5704529501,RN Traveler - Solutions By Sanford - Cath Lab RN- FT Days,48.011108,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T09:00:01Z,-97.856011,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTUwMSIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.4BiiDmumOsItG8dmI7EFJcw2hvaoq3UNrW9L_uCsWuc,73504.09,73504.09,1,"Niagara, Grand Forks County","['US', 'North Dakota', 'Grand Forks County', 'Niagara']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529498?utm_medium=api&utm_source=abfa41a4,5704529498,Traveling Registered Nurse,47.158074,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:01Z,-99.993231,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ5OCIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.xp8P8tu15b99_cwOsa_A6CI7Ia2sIBGWK_MisC2XLdw,123511.86,123511.86,1,"Arena, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Arena']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529507?utm_medium=api&utm_source=abfa41a4,5704529507,RN Traveler - Solutions By Sanford - 8AB Fargo Innovations Unit - FT Days,48.81498,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:01Z,-101.56206,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dUa2dmZzc4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzA0NTI5NTA3In0.X6lHJJPnuB0tIv4Fw6uqoZF75c8eWfVMPIRuaM_CZpY,105943.03,105943.03,1,"Loraine, Renville County","['US', 'North Dakota', 'Renville County', 'Loraine']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529504?utm_medium=api&utm_source=abfa41a4,5704529504,RN Traveler - Solutions By Sanford - 8AB Fargo Innovations Unit - FT Days,48.799568,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:01Z,-102.259476,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTUwNCIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.gI4j-7n-euLXSHLDlmRSIHoVqhjtVI0f_EjYkblCPss,101831.09,101831.09,1,"Bowbells, Burke County","['US', 'North Dakota', 'Burke County', 'Bowbells']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529477?utm_medium=api&utm_source=abfa41a4,5704529477,Traveling Registered Nurse,48.089437,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We…",2026-04-19T09:00:00Z,-97.47045,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ3NyIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.grpxVbwwCRNkLgG20SoziNOh_Pwj9YUiLXb7PbCjLQk,101025.91,101025.91,1,"Gilby, Grand Forks County","['US', 'North Dakota', 'Grand Forks County', 'Gilby']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529488?utm_medium=api&utm_source=abfa41a4,5704529488,Traveling Registered Nurse,46.950785,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:00Z,-98.426223,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ4OCIsInMiOiJXZ1RrZ2ZnNzhSR21RcFpaQTNDOWdRIn0.x_bvRYIHgQLeLfDhQsXmuUcv_6kONsbhtiysVbHWFJQ,121738.78,121738.78,1,"Spiritwood, Barnes County","['US', 'North Dakota', 'Barnes County', 'Spiritwood']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529476?utm_medium=api&utm_source=abfa41a4,5704529476,RN Traveler - Solutions By Sanford - Fargo Eating Disorder Unit - FT Rotating,46.872167,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Rotating Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team!…",2026-04-19T09:00:00Z,-102.296489,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRmhmc2d2Zzc4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTI5NDc2In0.ZBBsa3OMMj0BgHAb9zETGBzIFbv4J8C7TIhbOQoIN-U,98198.78,98198.78,1,"Richardton, Stark County","['US', 'North Dakota', 'Stark County', 'Richardton']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529487?utm_medium=api&utm_source=abfa41a4,5704529487,"RN Traveler - Solutions By Sanford - 5SE Fargo Surgical Oncology, Medical and Transplant Services - FT Nights",46.429883,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We…",2026-04-19T09:00:00Z,-97.244833,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ4NyIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.Vy9Fpn0ztVwWUY1E1FYHM-pKgWHojdj31Tt1FOh_oWI,97296.52,97296.52,1,"Wyndmere, Richland County","['US', 'North Dakota', 'Richland County', 'Wyndmere']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529486?utm_medium=api&utm_source=abfa41a4,5704529486,RN Traveler - Solutions By Sanford - 8AB Fargo Innovations Unit - FT Days,47.384612,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:00Z,-98.463606,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ4NiIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.nHLQhV9SU4cZ2zRph7jqieIo3wwFhVYdZ1WmGGmlyac,93160.01,93160.01,1,"Glenfield, Foster County","['US', 'North Dakota', 'Foster County', 'Glenfield']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529485?utm_medium=api&utm_source=abfa41a4,5704529485,RN Traveler - Solutions By Sanford - 8AB Fargo Innovations Unit - FT Days,47.928812,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T09:00:00Z,-97.071687,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRmhmc2d2Zzc4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTI5NDg1In0.IaOFZgpP6Tpiy1DqgErzcpvlxVYOndb9XJzdAepSO3A,106647.96,106647.96,1,"East Grand Forks, Polk County","['US', 'Minnesota', 'Polk County', 'East Grand Forks']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529475?utm_medium=api&utm_source=abfa41a4,5704529475,Registered Nurse,47.306931,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Night Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We…",2026-04-19T09:00:00Z,-101.387353,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRmhmc2d2Zzc4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTI5NDc1In0.5j3BURS42kyq5pHFQoOhcVe51G3HPQqe4gwMU-1Fy90,94313.18,94313.18,1,"Stanton, Mercer County","['US', 'North Dakota', 'Mercer County', 'Stanton']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529490?utm_medium=api&utm_source=abfa41a4,5704529490,Registered Nurse,48.273474,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T09:00:00Z,-97.344826,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ5MCIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.UgUC9HKv6aM-4g6eTXo5p8h6qNNdCE2BGRX3bs_j6Fo,72637.34,72637.34,1,"Minto, Walsh County","['US', 'North Dakota', 'Walsh County', 'Minto']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529482?utm_medium=api&utm_source=abfa41a4,5704529482,RN Traveler - Solutions By Sanford - Fargo Eating Disorder Unit - FT Rotating,47.601333,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Rotating Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team!…",2026-04-19T09:00:00Z,-98.585879,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ4MiIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.KC3Wb24jJ11QzfanxQQpi4o9wv0pcwAv1-AapXJ0Be8,93277.18,93277.18,1,"Glenfield, Foster County","['US', 'North Dakota', 'Foster County', 'Glenfield']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529479?utm_medium=api&utm_source=abfa41a4,5704529479,RN Traveler - Solutions By Sanford - Cath Lab RN- FT Days,46.6529,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T09:00:00Z,-98.637576,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ3OSIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.bkPcb7KrGi7GFXrhAj9PcsjbEHhPKDrpyJJOGjPnyY0,71992.66,71992.66,1,"Adrian, Stutsman County","['US', 'North Dakota', 'Stutsman County', 'Adrian']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529481?utm_medium=api&utm_source=abfa41a4,5704529481,RN Traveler - Solutions By Sanford - Cath Lab RN- FT Days,48.320563,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T09:00:00Z,-102.385606,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRmhmc2d2Zzc4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTI5NDgxIn0.I8hkrXCcbkASuJTI5Vhf9HyZM6cVQVVvSz9M_U1P6yM,58068.21,58068.21,1,"Stanley, Mountrail County","['US', 'North Dakota', 'Mountrail County', 'Stanley']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529491?utm_medium=api&utm_source=abfa41a4,5704529491,RN Traveler - Solutions By Sanford - Cath Lab RN- FT Days,48.091143,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T09:00:00Z,-99.277377,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRmhmc2d2Zzc4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTI5NDkxIn0.0iFPFz54QuS_4VgCnEM8-69N_Hica7K9H8_ldNcIftE,71328.73,71328.73,1,"Brinsmade, Benson County","['US', 'North Dakota', 'Benson County', 'Brinsmade']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529454?utm_medium=api&utm_source=abfa41a4,5704529454,Traveling Registered Nurse,47.155257,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Med Ctr Fargo Location: Fargo, ND Address: 5225 23rd Ave S, Fargo, ND 58104, USA Shift: 12 Hours - Day Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team! We are…",2026-04-19T08:59:58Z,-98.445235,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ1NCIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.Rs6AfArEfYhKkHDShqTMlk2mHgPSZYPVcXmTfp_i8Yg,124610.52,124610.52,1,"Frazier, Barnes County","['US', 'North Dakota', 'Barnes County', 'Frazier']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529456?utm_medium=api&utm_source=abfa41a4,5704529456,RN Traveler - Solutions By Sanford - Cath Lab RN- FT Days,47.605605,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 10 Hours - Day Shifts Weekly Hours: 40.00 Salary Range: 3478 - 3726 Department Details Experienced RNs come join the Solutions By Sanford team! We a…",2026-04-19T08:59:58Z,-97.855718,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ1NiIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.G30OkrKgWt1p22c7VB-8RsZKQmcauEjO3nZ7sQn94kE,72450.2,72450.2,1,"Kloten, Nelson County","['US', 'North Dakota', 'Nelson County', 'Kloten']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529467?utm_medium=api&utm_source=abfa41a4,5704529467,Occupational Therapist,35.39316,"KEY BENEFITS: • Flexible Spending Account • Paid Orientation • Health Savings Account • Flexible Schedule • Profit sharing • Employee Assistance Program • Retirement Plan • Health Insurance, Vision Insurance, Dental Insurance, Life Insurance, Tuition Reimbursement program, Paid Time Off OCCUPATIONAL THERAPIST (OT) Join PruittHealth as a licensed Occupational Therapist and make a meaningful impact in patient care. We’re committed to delivering exceptional healthcare services while creating a sup…",2026-04-19T08:59:58Z,-85.11132,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRmhmc2d2Zzc4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTI5NDY3In0.J1AOLjkZ0edZUuiFP3m41t8d1x6lwXQomC88uekZR3k,110741.51,110741.51,1,"Sale Creek, Hamilton County","['US', 'Tennessee', 'Hamilton County', 'Sale Creek']",Adzuna::API::Response::Location,PruittHealth,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5704529461?utm_medium=api&utm_source=abfa41a4,5704529461,RN Traveler - Solutions By Sanford - Fargo Eating Disorder Unit - FT Rotating,46.862042,"Create Your Career With Us! You’re making a difference as a health care professional. Touch even more lives across the country – especially in underserved communities – through the unique travel staffing opportunities at Solutions By Sanford. Facility: Sanford Broadway Med Ctr Location: Fargo, ND Address: 801 Broadway N, Fargo, ND 58102, USA Shift: 12 Hours - Rotating Shifts Weekly Hours: 36.00 Salary Range: 2758 - 3430 Department Details Experienced RNs come join the Solutions By Sanford team!…",2026-04-19T08:59:58Z,-99.619319,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDUyOTQ2MSIsInMiOiJGaGZzZ3ZnNzhSR1ozTDlrRGV0RzNnIn0.9NdSfCMuBPez0LujEYZlV9fD1pj6gEbC2nWaMy9HtKY,93770.41,93770.41,1,"Tappen, Kidder County","['US', 'North Dakota', 'Kidder County', 'Tappen']",Adzuna::API::Response::Location,Solutions by Sanford,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
