adref,title,redirect_url,id,salary_is_predicted,salary_max,salary_min,description,created,__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,latitude,longitude,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTIzMSIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0._xfZvJIUwzAO979iAFLpwP9P7isFPsZFBZFg4ZTr3K0,General Automotive Service Technician,https://www.adzuna.com/land/ad/5886529231?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=21DBBC1FE64BE57ADBA98F7EC7E1ABABA17741F6,5886529231,1,43772.54,43772.54,"Job Description Job Description Benefits: 401(k) 401(k) matching Competitive salary Dental insurance Employee discounts Free uniforms Health insurance Opportunity for advancement Paid time off Training & development Company parties General Service Technician At Stranik Automotive we are dedicated to providing quality services to customer vehicles. We are looking for general service technicians that are able to work independently of others, while also being able to work collaboratively at times …",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,Midas of Greater Minneapolis / St. Paul,Adzuna::API::Response::Company,"Saint Paul, Ramsey County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Ramsey County', 'Saint Paul']",44.951319,-93.090184,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTg5In0.izdPr-CNSLowUvBfDphvnDO9z5r581JMnl8lKhIietk,Assistant Manager,https://www.adzuna.com/land/ad/5886529189?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=91897909DF08D4F41F7C7CA898DFCFB434F9E8E9,5886529189,1,47250.47,47250.47,"Job Description Job Description Job Purpose As an Assistant Store Manager, your role is to support and enhance daily store operations while building and leading a strong team. You will ensure the service center operates smoothly in line with M.C. LLC and Jiffy Lube policies and procedures. Your focus will be on improving store performance through outstanding customer service, maintaining a clean and organized facility, managing inventory efficiently, handling cash accurately, and maximizing the…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,Jiffy Lube,Adzuna::API::Response::Company,"Plaistow, Rockingham County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Rockingham County', 'Plaistow']",42.836478,-71.094781,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTE1MyIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.M4QxhuNWBzNinNCN_6v2rp90XPNgNB3IFVZi6psr1QQ,Driver - Saturdays and Sundays,https://www.adzuna.com/land/ad/5886529153?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=D0885B5A172881E7BFD92E5BDB2F6AADEA931C64,5886529153,1,41468.15,41468.15,"Job Description Job Description The SafePassage Group is looking for Full-Time or Part-Time Drivers to work Saturdays and Sundays throughout New Hampshire and southern Maine. Embrace the excitement of a flexible, fully remote opportunity! This role is perfect for recent retirees, ride-share drivers seeking a new adventure or anyone looking to make extra income. Enjoy the freedom to be your own boss while earning competitive pay starting at $16.50 per hour, plus a mileage reimbursement of $0.47 …",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,SafePassage Group Inc,Adzuna::API::Response::Company,"Manchester, Hillsborough County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Manchester']",42.988367,-71.465548,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTM3In0.4hlpIg-FPXEKeSMipMCCc7GT-l7YrnlKcfQ53xOkuT8,Asphalt Crew Laborer,https://www.adzuna.com/land/ad/5886529137?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=393E05A28C33B52440B32486E9345B8C4A63B700,5886529137,1,27349.63,27349.63,"Job Description Job Description Job Summary - We are seeking a hardworking and reliable Asphalt Crew Laborer to join our paving team. The ideal candidate will assist in the preparation, laying, and finishing of asphalt on roads, driveways, parking lots, and other surfaces. This is a physically demanding position that requires a strong work ethic, attention to safety, and the ability to work effectively in a team-oriented environment. Key Responsibilities - Assist in the preparation of surfaces …",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Sipes Asphalt Solutions LLC,Adzuna::API::Response::Company,"Indianapolis, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']",39.77745,-86.109012,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTcwIn0.Gu4oyOFarIba1WbbX9OXvQVwFDeSDgbIsmr223F_Y1M,Preschool Teacher,https://www.adzuna.com/land/ad/5886529170?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=5C42B7FC1BD280478324447CB4D0E1E071344043,5886529170,1,34271.19,34271.19,"Job Description Job Description Benefits/Perks Competitive Compensations Career Advancement Opportunities Great Work Environment We are seeking an experienced and energetic Daycare Teacher to join our team! You will be responsible for encouraging children’s intellectual, psychological, and physical growth. The ideal candidate is nurturing, patient, and creative. If you have a passion for helping children learn and reach their potential, we want to hear from you! Responsibilities: Plan games and…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,PKS CHRISTIAN LEARNING SITE 2,Adzuna::API::Response::Company,"Forest Park, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Forest Park']",41.879476,-87.81367,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTk3In0.29ujlRzB_nRXRU2di0WNF28VyJ45XhgSC2reqOQUQBM,Armed Security Guard - Union - Detroit - Ahtna Professional Services,https://www.adzuna.com/land/ad/5886529197?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=4CB53A9DDF13479E6B8E9706FA0D06C48BBDC804,5886529197,1,27607.36,27607.36,"Job Description Job Description Summary Security Guard is able to perform a variety of fixed-post, mobile, or foot patrols while maintaining situational awareness and making decisions and/or taking actions consistent with established post orders, facility rules, guidelines and protocols. Duties may include work in austere and uncomfortable conditions for prolonged periods of time, including periods of inclement weather, while performing walking, standing, searching, and surveillance or sitting …",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,Ahtna Professional Services Inc,Adzuna::API::Response::Company,"Detroit, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Detroit']",42.348495,-83.0603,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTU4In0.PA5u9FIbir2F7pO9OpYY7HuvKigHEPKKNq51CzPZbkc,Heavy Haul,https://www.adzuna.com/land/ad/5886529158?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=BB1C21E60B82609CF202B354E19DF7D7504619EF,5886529158,1,86341.03,86341.03,"Job Description Job Description Sign On Bonus: $5000 Heavy Haul Division - Home Available from Jacksonville, FL to Minneapolis, MN - Mileage Pay  Safety Bonuses  Potential Increases Heavy Haul Driver Benefits: Earn 27% of load revenue - when freight goes up, your compensation does too! Drivers average $1,800 - $2,000 per week $5,000 Sign on Bonus for experienced drivers $5,000 Referral Bonus Minimum 2-3 weeks OTR with 6 days off (OTR weeks out depends on location) Paid orientation with travel &…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,P&S Transportation,Adzuna::API::Response::Company,"Charleston, Charleston County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Charleston County', 'Charleston']",32.930579,-80.003183,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTIwNSIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.XIRMzgb5Ch8tBiH8XkBSu8hkdCmcO3zuxRqgzvnk7Ow,Pipette Technician I,https://www.adzuna.com/land/ad/5886529205?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=E633DFADB7B4DC4AD5E5ACE1C113D443D8744A48,5886529205,1,48838.08,48838.08,"Job Description Job Description Overview Who we are— Transcat is a dynamic, innovative, growing company that has been recognized as the leading calibration and compliance services provider in North America and beyond. With over 1,000 employees—in technical, consulting, operational, sales, finance, and corporate roles—we have stood the test of time by delivering on our Trust in Every Measure promise to our customers in vital industries, including life sciences, aerospace, defense, energy, and ut…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,"Transcat, Inc.",Adzuna::API::Response::Company,"Milford, Worcester County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Worcester County', 'Milford']",42.139858,-71.516305,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTM1In0.2UQtzHysCynSZyA2aBZ7GoOKBSR7b5Vej_TnWsUy1-Y,Personal Injury Pre-Suit Paralegal,https://www.adzuna.com/land/ad/5886529135?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=AFCAC00CB620ABE88E11F1C735E5B436B58B9EBE,5886529135,1,84667.41,84667.41,"Job Description Job Description We are actively seeking a highly skilled and experienced Personal Injury Pre-Suit Paralegal with in-depth knowledge of the auto insurance industry. Our ideal candidate will have experience in case management as a paralegal and be skilled in drafting documents and managing personal injury case files. We need someone who is an effective communicator, incredibly organized, and self-motivated. Our case managers play an essential role in ensuring that clients’ goals a…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,legal-jobs,Adzuna::API::Response::Category,Legal Jobs,Spada Law Group,Adzuna::API::Response::Company,"Chelsea, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'Chelsea']",42.391764,-71.032828,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTY2In0.LDkl-cPJOVhkN9C-JkZTtZmCA1G6Ant_5oz_jVI5zqU,Manual Machinist - 1st Shift,https://www.adzuna.com/land/ad/5886529166?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=CCEC7E79B1E3772B79E4A887D8ECCE6C00DE824C,5886529166,1,71258.84,71258.84,Job Description Job Description Manual Machinist - 1st Shift Pay: $30-32/hr. Shift: 7am-3pm (Mon-Fri) Job Summary: We are looking for a skilled Manual Engine Lathe Machinist to join our hydraulics manufacturing team. Qualifications & Skills: 3 years of experience operating manual engine lathes Basic knowledge of machine maintenance and troubleshooting. Ability to lift heavy materials (50 lbs) and stand for long periods. Key Responsibilities: Set up and operate manual engine lathes to fabricate …,2026-09-16T13:29:33Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Cannonball Recruiting LLC,Adzuna::API::Response::Company,"York, York County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'York County', 'York']",40.025125,-76.849033,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjMwIn0.o_69vlNMYjwf1PoG46WtVMI-4j0ij_Co83TWCrRb2QU,Dental Assistant,https://www.adzuna.com/land/ad/5886529230?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=194F83971E3B859766BC14A18AE1A30DA021C60D,5886529230,1,33371.51,33371.51,"Job Description Job Description Elyn Salvador | Virtual Recruiter's Assistant P: 407-553-8641 | E: elyn@alliedsearchpartners.com Schedule a Meeting: https://calendly.com/elyn - alliedsearchpartners/30min Job Description Job ID: 3426977 Job Title: Permanent Dental Assistant Location: Naperville, IL Shift: Monday & Thursday 6:30AM-4:30PM, Tuesday & Wednesday 9:30AM-7:30PM, Fridays Off, & the 2nd & 4th Saturdays of each month 7:30AM-3:30PM Benefits: PTO Paid Holidays Daily Bonus Referral Bonus Hea…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,MRINetwork Jobs,Adzuna::API::Response::Company,"Naperville, DuPage County",Adzuna::API::Response::Location,"['US', 'Illinois', 'DuPage County', 'Naperville']",41.760632,-88.143778,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTIzMiIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.ZUnYZQH_eZaXb7ILRpCdN2kblxUk0O9cnENCVfjT6qA,HVAC Technician,https://www.adzuna.com/land/ad/5886529232?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=CD14B2B18D44E9F329F51D0106BB04FE552244FC,5886529232,1,63961.72,63961.72,"Job Description Job Description Overview Tradesmen International is immediately hiring experienced Journeyman HVAC Technicians in Santa Fe, NM . This is a full time opportunity and the pay rate is up to $35/hour based on experience and skill level. If you are a HVAC Technician and want to work alongside other proven craftsmen who emphasize safety, productivity and superior craftsmanship, this is your chance to advance your career! Job Scope: Brazing/soldering Installation of residential & comme…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"Tradesmen International, LLC",Adzuna::API::Response::Company,"Santa Fe, Santa Fe County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'Santa Fe']",35.837206,-105.851313,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTg4In0.dxPHtLUO5pq5UopyMDwaNy1na81zkOAjgVXthM6viEU,Clinical Therapist,https://www.adzuna.com/land/ad/5886529188?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=5B1461EC2225730CD47490D58AA7AB4B8C3906E7,5886529188,1,81965.17,81965.17,"Job Description Job Description THE CHILDREN’S CENTER OF THE ANTELOPE VALLEY Licensed Clinical Therapist (LMFT, LPCC) * This position is eligible for quarterly bonuses * Hiring Details Department: Clinical Reports To: Program Manager & Clinical Supervisor FLSA Status: Exempt Job Overview Ensures mental health treatment services are provided in a way that maximizes child and caregiver’ strengths and family empowerment. Additionally, address and reduce risk factors while increasing skills and sup…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Children s Center of The Antelope Valley,Adzuna::API::Response::Company,"Lancaster, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Lancaster']",34.694628,-118.147377,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTIxNCIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.96a-dtlnThUbm7bv_7Mj45yHAel892ie9NKY_dJYvA0,Business Development Manager,https://www.adzuna.com/land/ad/5886529214?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=098490AF4021858CFD1AF91AA34B8E7558EF5986,5886529214,1,93354.78,93354.78,"Job Description Job Description Job description Wise Staffing Group is seeking an experienced Business Development Manager to join our growing team! Base salary ranges from $60,000 - $70,000! Summary The Business Development Manager is a goal-oriented, highly motivated person with strong sales ability. The ideal candidate demonstrates an out-of-the-box mentality and brings a desire to hunt to the Wise Staffing Group team! This role is responsible and held accountable for consistently increasing…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Wise Staffing Group,Adzuna::API::Response::Company,"Bowling Green, Warren County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Warren County', 'Bowling Green']",37.018244,-86.463026,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjAxIn0.nWF3CsCZcFkCOXPhzGgWBJvrIUeY5IcgwVPb4idNYfk,Licensed Psychological Associate-Independent Practitioner - Remote,https://www.adzuna.com/land/ad/5886529201?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=C1E2CC1A1E7F19A882E38F5A3278502D2558F236,5886529201,1,124163.3,124163.3,Job Description Job Description Private practice with no doors and no overhead. BetterHelp is one of the world's largest online therapy platforms for mental health professionals who want to focus on client care — not admin or overhead. You provide the expertise. We handle the rest. Why Join BetterHelp $500 first client bonus* — Earn when you see your first insurance client within 30 days of applying. Competitive hourly compensation for live sessions* Therapists can now earn up to 33% more per s…,2026-09-16T13:29:33Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,BetterHelp,Adzuna::API::Response::Company,"Dallas, Texas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas']",32.798895,-96.767002,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjIwIn0.iQyBWIKRigBbz1DoEHeYqx_X6zKeP6DF3s9456eEHyA,Service Technician,https://www.adzuna.com/land/ad/5886529220?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=40CD41F60DD3B25A1C3E90A9715B086DFD02BCF0,5886529220,1,39427.47,39427.47,"Job Description Job Description Description: We are excited to welcome a friendly and skilled Service Technician to our team! In this role, you will play a vital part in ensuring our customers receive top-notch service and support. As a Service Technician, you will be responsible for diagnosing, repairing, and maintaining a variety of equipment to keep everything running smoothly. We value a positive attitude and a strong commitment to customer satisfaction, so if you enjoy working with people …",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Chappell Tractor,Adzuna::API::Response::Company,"Hopedale, Worcester County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Worcester County', 'Hopedale']",42.130652,-71.541175,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjA3In0.3kpvAb7Z818GBskOUOR73C55uxatmNVi5V9eM5x8wvA,Concrete Coating Installer - AZ,https://www.adzuna.com/land/ad/5886529207?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=06565EB9764485B2C2B2ABF66BF79562A73913EB,5886529207,1,61653.51,61653.51,"Job Description Job Description Guardian Garage Floors is an established and rapidly growing company looking for full-time floor coating installers. Competitive pay! Paid on the job training provided. Growth opportunities. Overview & Qualifications: Looking for both an Installer & Lead Installer whose primary function is to prepare and install concrete flooring systems. Competitive pay with pay increases based on performance and ability to lead a team. No experience necessary, PAID on the job t…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Guardian Garage North America LLC,Adzuna::API::Response::Company,"Tempe, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Tempe']",33.436666,-111.940325,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTIyNyIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.MYr2xVYb8eyDdTqDtQP9kfSgfRH0tkzTeoZTsosbLPM,601- Outside Sales Representative,https://www.adzuna.com/land/ad/5886529227?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=CB19287F433F4633946137125931ADAF60373F51,5886529227,1,61635.29,61635.29,"Job Description Job Description Description: Spectra Gutter Systems is seeking a motivated and results-driven Outside Sales Representative to support growth in our Dallas, TX region. This role is responsible for developing new business opportunities, managing customer relationships, expanding market presence, and driving revenue growth within an assigned territory. The ideal candidate is a self-starter with strong prospecting skills, the ability to build rapport quickly, and a proven track reco…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Spectra Metals Sales Inc,Adzuna::API::Response::Company,"Dallas, Texas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas']",32.798895,-96.767002,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjIzIn0.b-Fkad5otVZTe4H8FqL_bqr_i0TVTMXQcFb1wkKtwms,Water Damage Technician,https://www.adzuna.com/land/ad/5886529223?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=B5078CA177B29900E350D11FB817A8D60006A3A2,5886529223,1,39689.37,39689.37,"Job Description Job Description Benefits: Company car Competitive salary Free uniforms Health insurance Training & development Opportunity for advancement Paid time off Employee discounts Water Damage Technician Benefits/Perks Fast Paced Environment Health Benefit Options Generous PTO Company Overview At Voda, we specialize in a wide range of services to keep your home or business clean, fresh, and free from damage. Whether you need carpet and floor cleaning, upholstery cleaning, tile and grout…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,Voda Cleaning & Restoration of Northwest Indiana,Adzuna::API::Response::Company,"Munster, Lake County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Lake County', 'Munster']",41.56448,-87.512541,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTIxNSIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.V-Y5JYDEMRpm76oI3wDGFYqKkpUffoDRLuG8Ex5KsoQ,Assistant Property Manager,https://www.adzuna.com/land/ad/5886529215?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=9DC96EA7E619DCC500A5BD16DDE4EB4204474C1E,5886529215,1,48595.23,48595.23,"Job Description Job Description Penn Apartment Staffing is seeking for experienced Assistant Property Managers in Austin, Dallas, Fort Worth, Houston, and San Antonio, as well as surrounding areas. Our recruiters are currently scheduling interviews to fill these roles. We are seeking apartment professionals to fulfill temporary and temp-to-hire opportunities within the multi-family industry. Job Summary: The Assistant Property Manager will report to the property manager and perform administrati…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,Penn Apartment Staffing,Adzuna::API::Response::Company,"Spring, Harris County",Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Spring']",30.071907,-95.373125,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjI5In0.oxjhhpkUZsuHfYwkS0My-8mR64PJYleW8ZZpCMHvk0w,Plumbing Foreman,https://www.adzuna.com/land/ad/5886529229?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=15AE5F64163A2029B28F17C5AFBBF7659F3CAC74,5886529229,1,113109.02,113109.02,"Job Description Job Description Benefits: 401(k) Employee discounts Health insurance Paid time off Experienced Plumber / Foreman (New Construction & Service) Pay: $35–$45 per hour (based on experience and qualifications) Employment Type: Full-Time Location: Nashville, TN About Us We are a growing plumbing company specializing in new construction projects. Our business model combines a core team of skilled W-2 employees with trusted subcontractor partners, allowing us to successfully manage proj…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,GRIFFITH & MCKEE,Adzuna::API::Response::Company,"Nashville, Davidson County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Nashville']",36.172489,-86.780596,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTEyOCIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.lXjpsAZ8hCimZQkUB3YEQAVhHQmej9C6GqxHcP29djk,AMAZON Delivery Driver 20.50 per Hour - DSP Employee,https://www.adzuna.com/land/ad/5886529128?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=95E9401F2CA0DB5854EE977AF713AC5EC47696CA,5886529128,1,39811.17,39811.17,"Job Description Job Description Become a Delivery Associate / Driver with Chief Delivery No previous work experience required. Compensation: $20.50 Per Hour Starting Wage Weekly Bonus Opportunities Available Paid Time Off (PTO), Medical & Dental Benefits Available, Accident Insurance Available 401-K Program with Employer Match $5,250 per year available in Education or Tuition Assistance 1st Shift Work - 8:00 AM - 10:40 AM Start Times Promotion & Advancement Opportunities with Growth Potential C…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Chief Delivery LLC,Adzuna::API::Response::Company,"Toledo, Lucas County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Lucas County', 'Toledo']",41.641108,-83.543663,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTE0OSIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.P4aeMoF3PaYQ7zrJ3AZqwyuwateikLzVnzPsMcT_9Yk,Tube Bender,https://www.adzuna.com/land/ad/5886529149?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=06EF0CA514F6B936FC3358AAEAF06DDE405A2B13,5886529149,1,38456.55,38456.55,"Job Description Job Description Tube Bender | $26 | based on experience Monday – Friday 6 am – 2:30 pm What Matters Most Competitive Pay of $26/hr with room for wage increases Schedule: Monday – Friday 6 am – 2:30 pm Location: Menomonee Falls, WI Temporary-to-hire opportunity with career growth and stability Weekly Pay with direct deposit or pay card When you work through The Reserves Network, you are eligible to enroll in dental, vision and medical insurance as well as 401K, direct deposit, an…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,The Reserves Network Inc,Adzuna::API::Response::Company,"Menomonee Falls, Waukesha County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Waukesha County', 'Menomonee Falls']",43.178897,-88.117313,,
