salary_is_predicted,contract_time,adref,__CLASS__,salary_min,title,latitude,created,description,longitude,id,redirect_url,salary_max,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,contract_type
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzgzIn0.LHYXWOg9WqSW496qgXIacApSDS9jLHOiccOVn2lA9pA,Adzuna::API::Response::Job,93392.36,"Physical Therapist Outpatient $25,000 Bonus",48.56914,2026-07-05T09:47:45Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-102.663572,5789146783,https://www.adzuna.com/land/ad/5789146783?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=B27F8ADB8FE45EB0C8808588CFBCD89802B4FA1F,93392.36,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'North Dakota', 'Burke County', 'Powers Lake']",Adzuna::API::Response::Location,"Powers Lake, Burke County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0Njc3MiIsInMiOiJRTi1rNElCNDhSR3c5OURTQndhSXl3In0.lOUIrqq4_TZFNn7NO62oYaqNU4eU6u6ldD6p0XnbBOU,Adzuna::API::Response::Job,93190.4,Travel MRI Technologist,30.084546,2026-07-05T09:47:41Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Beaumont, Texas Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel assignment in Beaumont, Texas. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of study with spec…",-94.134036,5789146772,https://www.adzuna.com/land/ad/5789146772?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=A626667F1CFEB0792F88EE1C90BBCA1C981EB6BB,93190.4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Texas', 'Jefferson County', 'Beaumont']",Adzuna::API::Response::Location,"Beaumont, Jefferson County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzM1In0.gVRqJzI7mEVAZRbkGidOcNTlKpwFxxolSZ3jrj6XYWg,Adzuna::API::Response::Job,92195.12,"Physical Therapist Outpatient $25,000 Bonus",46.798719,2026-07-05T09:47:36Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-105.349663,5789146735,https://www.adzuna.com/land/ad/5789146735?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=88F2F87D357C5596643F0D73AF750093D9411E25,92195.12,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Montana', 'Prairie County', 'Terry']",Adzuna::API::Response::Location,"Terry, Prairie County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzI4In0.qE_ca7upVWsDAmPoqCcZf-Krq7F2bMpJCH35x1Smzwk,Adzuna::API::Response::Job,76273.27,Travel MRI Technologist,44.826729,2026-07-05T09:47:34Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Bangor, Maine Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel assignment in Bangor, Maine. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of study with speciali…",-68.802987,5789146728,https://www.adzuna.com/land/ad/5789146728?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=088D182141BA28775A5885E05878507F066C9B0D,76273.27,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Maine', 'Penobscot County', 'Bangor']",Adzuna::API::Response::Location,"Bangor, Penobscot County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjcyOSIsInMiOiJRTi1rNElCNDhSR3c5OURTQndhSXl3In0.l8n-P_9eked2sveYHjjb0P_-gDuGFGaI7yi5CPzw75Y,Adzuna::API::Response::Job,98964.15,"Physical Therapist Outpatient $25,000 Bonus",45.741285,2026-07-05T09:47:34Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-105.247335,5789146729,https://www.adzuna.com/land/ad/5789146729?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=40ECCB81B0CE9AFE0FE841AD46702F24CF79936E,98964.15,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Montana', 'Powder River County', 'Powderville']",Adzuna::API::Response::Location,"Powderville, Powder River County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzI3In0.t_5H9BCdRqpBpyWaNpNpGI9ZNI37no4qPx8nPCjmfDE,Adzuna::API::Response::Job,73941.82,Travel MRI Technologist,38.6301,2026-07-05T09:47:34Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Woodbridge, Virginia Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 16-week travel assignment in Woodbridge, Virginia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of study…",-77.2726,5789146727,https://www.adzuna.com/land/ad/5789146727?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=B1929763227EF007BBB55C710E50FD1DB424008C,73941.82,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Virginia', 'Prince William County', 'Woodbridge']",Adzuna::API::Response::Location,"Woodbridge, Prince William County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjcxNiIsInMiOiJRTi1rNElCNDhSR3c5OURTQndhSXl3In0.zoO9pPkrq90fI6Xg3IUmzXYBydkP8JTsovKaEpEcUPE,Adzuna::API::Response::Job,92895.45,"Physical Therapist Outpatient $25,000 Bonus",44.610122,2026-07-05T09:47:30Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-101.911083,5789146716,https://www.adzuna.com/land/ad/5789146716?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=14B2BB9863DA925BDF419CA98082DDDB4A6628DC,92895.45,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'South Dakota', 'Meade County', 'Howes']",Adzuna::API::Response::Location,"Howes, Meade County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzE5In0.6KOkhcagXptzpCqqEJuw897ZXKfFgRiW7csXMYqQd4k,Adzuna::API::Response::Job,102603.34,Pediatric Speech Language Pathologist,40.876216,2026-07-05T09:47:30Z,"Job Description: The Speech Language Pathologist is responsible for evaluating, diagnosing and treating disorders of speech, language, cognitive communication, voice, and swallowing. In addition, this position is responsible for consulting, educating and training patients, families, and caregivers and for collaborating with care teams and stakeholders to deliver quality, patient centered care. Essential Functions Provides skilled, quality clinical services utilizing standard of care, and eviden…",-111.874454,5789146719,https://www.adzuna.com/land/ad/5789146719?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=8C117436D88575344983710FF9D2E93759F13118,102603.34,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Utah', 'Davis County', 'Bountiful']",Adzuna::API::Response::Location,"Bountiful, Davis County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzE0In0.Ofg6Nj6L9Zwy-XloZRoHQ2e5k6E3i9CvgsYFF1PZ07Q,Adzuna::API::Response::Job,94199.56,Physician - Emergency Medicine - Riverside University Health System - Medical Center,33.91464,2026-07-05T09:47:30Z,"Moreno Valley, CA – Seeking Emergency Medicine Physician Join the Physician Partnership Where You Can Increase Your Impact Vituity’s ownership model provides autonomy, local control, and a national system of support, so you can focus your attention where you want it to be – on your patients. Join the Vituity Team. Vituity is a 100% physician-owned partnership and is led by frontline physicians that are all equitable owners. As an equal and valued partner from day one, our ownership model provid…",-117.18743,5789146714,https://www.adzuna.com/land/ad/5789146714?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=E0D5B2F8D37777CBC1C83EC283B1FB0767473A4C,94199.56,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Vituity,"['US', 'California', 'Riverside County', 'Rancho Belago']",Adzuna::API::Response::Location,"Rancho Belago, Riverside County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjcxMCIsInMiOiJRTi1rNElCNDhSR3c5OURTQndhSXl3In0.Rk5Bqf3QXC7VEN9BhENOdGhVIbxuRHMS31cFw8qP26w,Adzuna::API::Response::Job,86423.41,"Physical Therapist Outpatient $25,000 Bonus",45.323525,2026-07-05T09:47:29Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-109.508873,5789146710,https://www.adzuna.com/land/ad/5789146710?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=6122BD7E7BED8BE9D9EE7175705FBADB7CE7471C,86423.41,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Montana', 'Carbon County', 'Luther']",Adzuna::API::Response::Location,"Luther, Carbon County",
1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzA4In0.ri5TUUAZHIhVWyUPJCAD-NaHtGPyXaROQ4cZ-Oaq6PQ,Adzuna::API::Response::Job,107873.92,"Outpatient Physical Therapist $20,000 Bonus",46.179082,2026-07-05T09:47:28Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To help support your transition into our organization, eligible caregivers may receive a sign‑on bonus of up to $20,000. Posting Specifics Shift Details: Full-tim…",-112.794671,5789146708,https://www.adzuna.com/land/ad/5789146708?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=A1A6978F018AF57F44F68148C824028C2EA73E95,107873.92,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Montana', 'Powell County', 'Galen']",Adzuna::API::Response::Location,"Galen, Powell County",permanent
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzA2In0.Y26LEqZm9XfT22ugHI0_MbAzXoFFShYYmuu3ujvQAwk,Adzuna::API::Response::Job,123372.12,Inpatient Speech Language Pathologist,39.08035,2026-07-05T09:47:28Z,"Job Description: The Speech Language Pathologist is responsible for evaluating, diagnosing and treating disorders of speech, language, cognitive communication, voice, and swallowing. In addition, this position is responsible for consulting, educating and training patients, families, and caregivers and for collaborating with care teams and stakeholders to deliver quality, patient centered care. Essential Functions Provides skilled, quality clinical services utilizing standard of care, and eviden…",-108.5423,5789146706,https://www.adzuna.com/land/ad/5789146706?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=AF2022E7A50DD2625AB60B626F42706CF5D6C6D2,123372.12,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Location,"Grand Junction, Mesa County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzA1In0.cWO1IDQERSz5CAPgdOn1ZfKS3H1SuVY646OLNC9sdjQ,Adzuna::API::Response::Job,90052.82,"Physical Therapist Outpatient $25,000 Bonus",44.062974,2026-07-05T09:47:28Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-102.055605,5789146705,https://www.adzuna.com/land/ad/5789146705?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=2CB1CDF7458A813DA86CE4B3C0C9ACBBBEA5FDB6,90052.82,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'South Dakota', 'Pennington County', 'Cactus Flats']",Adzuna::API::Response::Location,"Cactus Flats, Pennington County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzA3In0.0HbN0KJW_0GAolMdzwbxfrk1YSpMiBgE6oUqf6c5HSs,Adzuna::API::Response::Job,94735.69,"Physical Therapist Outpatient $25,000 Bonus",46.836891,2026-07-05T09:47:28Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-99.748135,5789146707,https://www.adzuna.com/land/ad/5789146707?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=58E3DF16E48D36B053FA7EB63A68A1540CEA47F3,94735.69,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'North Dakota', 'Kidder County', 'Tappen']",Adzuna::API::Response::Location,"Tappen, Kidder County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzAyIn0.Yq8lZCULJIb0Tqx9ynkq_Z_uFu151VFsWksDw1NMgTY,Adzuna::API::Response::Job,81352.3,Registered Nurse (RN) - Hiring Now!,29.500529,2026-07-05T09:47:27Z,"Experience the HCA Healthcare difference where colleagues are trusted, valued members of our healthcare team. Grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. Submit your application for the opportunity below: Case Manager RN Job Summary and Qualifications As a Case Manager, your role will be to support patients and families through every step of their care journey. You will c…",-98.572979,5789146702,https://www.adzuna.com/land/ad/5789146702?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=54D29DCF75DC0D33AA00B7F5D1C8B7337C7CA94C,81352.3,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Methodist Hospital,"['US', 'Texas', 'Bexar County', 'Balcones Heights']",Adzuna::API::Response::Location,"Balcones Heights, Bexar County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjY5OSIsInMiOiJRTi1rNElCNDhSR3c5OURTQndhSXl3In0.MA6gVs-dR0dMQwc4fE5HjxhPzj1GGKb9LEYs78G_gf4,Adzuna::API::Response::Job,98487.55,Travel MRI Technologist,36.060489,2026-07-05T09:47:27Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Tulsa, Oklahoma Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel assignment in Tulsa, Oklahoma. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of study with spec…",-95.937756,5789146699,https://www.adzuna.com/land/ad/5789146699?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=F5145F07E807D353F832B58BF9534138C3488EBB,98487.55,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Oklahoma', 'Tulsa County', 'Jenks']",Adzuna::API::Response::Location,"Jenks, Tulsa County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUU4tazRJQjQ4Ukd3OTlEU0J3YUl5dyIsImkiOiI1Nzg5MTQ2NzAwIn0.w2AqCbQOkaUea1ldqEjmEYqd7vw8g156Xx21T4pSjgs,Adzuna::API::Response::Job,67257.48,Travel MRI Technologist,42.630265,2026-07-05T09:47:27Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Pontiac, Michigan Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel assignment in Pontiac, Michigan. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of study with …",-83.305052,5789146700,https://www.adzuna.com/land/ad/5789146700?se=QN-k4IB48RGw99DSBwaIyw&utm_medium=api&utm_source=abfa41a4&v=29AB2AF6F09AC48DFC4E097951D750037087D54A,67257.48,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Michigan', 'Oakland County', 'Sylvan Lake']",Adzuna::API::Response::Location,"Sylvan Lake, Oakland County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHBuVzRZQjQ4UkctY3Z2cmEzTC01USIsImkiOiI1Nzg5MTQ2Njk3In0.UdPq2yfrfKtn4ZKPfRnRQ_Z_nQPbWLx-MICW-IzA1s4,Adzuna::API::Response::Job,107878.65,Occupational Therapist,39.08035,2026-07-05T09:47:26Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using occupational therapy procedures and modalities in accordance with standard occupational therapy practices. In addition, this position is responsible for consulting, educating, and training patients, families, and caregivers and for collaborating with care teams and stakeholders to deliver quality, patient centered care. Schedule Details: 30 hou…",-108.5423,5789146697,https://www.adzuna.com/land/ad/5789146697?se=dpnW4YB48RG-cvvra3L-5Q&utm_medium=api&utm_source=abfa41a4&v=DF89B1D6B58590F3CF3D2C164FB62DC697E13F3D,107878.65,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Location,"Grand Junction, Mesa County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjY5OCIsInMiOiJkcG5XNFlCNDhSRy1jdnZyYTNMLTVRIn0.wzQgSR_bFWrXdcLCNlXrT3Bsqaq12de8ALICSaw5Zs4,Adzuna::API::Response::Job,90367.0,"Physical Therapist Outpatient $25,000 Bonus",48.13475,2026-07-05T09:47:26Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-106.35906,5789146698,https://www.adzuna.com/land/ad/5789146698?se=dpnW4YB48RG-cvvra3L-5Q&utm_medium=api&utm_source=abfa41a4&v=5B85FB465715423EF8112C8BCEF736B9FD7BD7F6,90367.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'Montana', 'Valley County', 'Nashua']",Adzuna::API::Response::Location,"Nashua, Valley County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjY5MCIsInMiOiJkcG5XNFlCNDhSRy1jdnZyYTNMLTVRIn0.kq9v5LG4B-lg2y7AwCIAaVVN4T8CWFgrL9SlmkqShUw,Adzuna::API::Response::Job,67815.76,Travel MRI Technologist,35.200393,2026-07-05T09:47:25Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Brevard, North Carolina Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel assignment in Brevard, North Carolina. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of…",-82.736926,5789146690,https://www.adzuna.com/land/ad/5789146690?se=dpnW4YB48RG-cvvra3L-5Q&utm_medium=api&utm_source=abfa41a4&v=54EF5590D3279E3294ABAAE5CE24B2D75A2E4D1A,67815.76,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'North Carolina', 'Transylvania County', 'Brevard']",Adzuna::API::Response::Location,"Brevard, Transylvania County",
1,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTE0NjY5NCIsInMiOiJkcG5XNFlCNDhSRy1jdnZyYTNMLTVRIn0.VhKxs-YFeSWjM7jpbzCdYLFMOYc89fa0DZLxloPQuh8,Adzuna::API::Response::Job,84226.16,"Physical Therapist Outpatient $25,000 Bonus",47.490885,2026-07-05T09:47:25Z,"Job Description: This position is responsible for screening, testing, evaluating, diagnosing and treatment of injuries, diseases, and disabilities using physical therapy procedures and modalities in accordance with standard physical therapy practices. The Physical Therapist consults, educates, and trains patients and their caregivers. To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $25,000 sign-on bonus for full time positions. …",-100.715794,5789146694,https://www.adzuna.com/land/ad/5789146694?se=dpnW4YB48RG-cvvra3L-5Q&utm_medium=api&utm_source=abfa41a4&v=13449D857EFB0DDED93743E867A27E0B55489634,84226.16,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Intermountain Health,"['US', 'North Dakota', 'McLean County', 'Turtle Lake']",Adzuna::API::Response::Location,"Turtle Lake, McLean County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHBuVzRZQjQ4UkctY3Z2cmEzTC01USIsImkiOiI1Nzg5MTQ2NjkyIn0.aiKg0QKwP_uizBx4UNzivmSzzDMT_rdNE-XHvAMJW6I,Adzuna::API::Response::Job,27699.56,Travel Medical Technologist (MLT) - Generalist,32.881007,2026-07-05T09:47:25Z,"Travel Medical Laboratory Technician (MLT) - Generalist Company: Fusion Medical Staffing Location: Facility in Mount Pleasant, South Carolina Job Details Fusion Medical Staffing is seeking a skilled Medical Laboratory Technician for a 10-week travel assignment in Mount Pleasant, South Carolina. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical tea…",-79.79855,5789146692,https://www.adzuna.com/land/ad/5789146692?se=dpnW4YB48RG-cvvra3L-5Q&utm_medium=api&utm_source=abfa41a4&v=671558D1DC7EB51CA87C35AE4AE3FA2F964863F9,27699.56,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'South Carolina', 'Berkeley County', 'Cainhoy']",Adzuna::API::Response::Location,"Cainhoy, Berkeley County",
1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHBuVzRZQjQ4UkctY3Z2cmEzTC01USIsImkiOiI1Nzg5MTQ2Njg2In0.mxnt_tSIVMpV5zdLCuDt7OdSGeIGW6DjiyZs2g7nK04,Adzuna::API::Response::Job,75501.0,Travel MRI Technologist,45.714538,2026-07-05T09:47:24Z,"Travel MRI Tech Company: Fusion Medical Staffing Location: Facility in Vancouver, Washington Job Details Fusion Medical Staffing is seeking a skilled MRI Tech for a 13-week travel assignment in Vancouver, Washington. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Successful completion of a Radiology program of stu…",-122.630421,5789146686,https://www.adzuna.com/land/ad/5789146686?se=dpnW4YB48RG-cvvra3L-5Q&utm_medium=api&utm_source=abfa41a4&v=4E79311E3659EEE4DFC911F53082B120F2C60A52,75501.0,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Washington', 'Clark County', 'Salmon Creek']",Adzuna::API::Response::Location,"Salmon Creek, Clark County",
