__CLASS__,salary_is_predicted,adref,title,description,longitude,redirect_url,id,salary_max,latitude,salary_min,created,category.tag,category.__CLASS__,category.label,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTk3In0.yoJgzLjOzWsulMSL2Al8BVGhC0DgWjiLUej2VfY5X7g,Remote Online Casino Experience Tester (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-74.04388,https://www.adzuna.com/land/ad/5893061997?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=CA65239EE98A215A2DF32BFE99B263FEAD4B2B61,5893061997,45453.73,40.15322,45453.73,2026-09-21T14:25:56Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Spring Lake Heights, Monmouth County","['US', 'New Jersey', 'Monmouth County', 'Spring Lake Heights']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk2MiIsInMiOiI3R0l6ck91MThSR3pZODRPRWxTcXRRIn0.X3YocTmKfFik3S7_C3NDRYMPmBcmN_npZLVLAib8CcQ,Casino Website Usability Tester (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-74.0447,https://www.adzuna.com/land/ad/5893061962?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=122743474C2F348046FAEFC923EF2E96F7802705,5893061962,50336.64,40.721832,50336.64,2026-09-21T14:25:56Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Jersey City, Hudson County","['US', 'New Jersey', 'Hudson County', 'Jersey City']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTkzIn0.tz9yDw7CAWbyd3yNuI2uo5rQeTTnw0NgQVC4fS5f-vk,Outpatient Registered Nurse - RN,"Job Description /n Saint Peters, MO Location /n /n /n PURPOSE AND SCOPE: /n The professional registered nurse Outpatient RN CAP 1 is an entry level designation into the Clinical Advancement Program (CAP). This position is accountable and responsible for the provision and coordination of clinically competent care including assessment, planning, intervention and evaluation for an assigned group of patients. This may include delegation of appropriate tasks to direct patient care staff including bu…",,https://www.adzuna.com/land/ad/5893061993?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=51C812A7C19B82F32B78574D7A323BB934981911,5893061993,78350.27,,78350.27,2026-09-21T14:25:56Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Fresenius Medical Care,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk3MCIsInMiOiI3R0l6ck91MThSR3pZODRPRWxTcXRRIn0.yDy7hj2_c50gsIwCBuRBdkxZxTtBL4hJBWWjsvoZlZo,Remote Online Casino Experience Tester (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-74.132377,https://www.adzuna.com/land/ad/5893061970?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=22CE6DD26FCC5EE5F654EDDF4CB8369B9319CE0C,5893061970,48334.83,40.443247,48334.83,2026-09-21T14:25:56Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Keansburg, Monmouth County","['US', 'New Jersey', 'Monmouth County', 'Keansburg']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTgyIn0.KakknJpKZ-0NXqwwP-Fv4lvC4KpDI-bnNrp3maa4WWQ,RADIOLOGY TECHNOLOGIST,"Job Description \n RADIOLOGY TECHNOLOGIST \n DAY & NIGHT SHIFT - University of New Mexico Hospital - Albuquerque \n \n \n We have immediate Radiology Technologist positions. All shifts - Full Time \n Apply and we will have a hiring manager contact you within 48 hours to discuss your interests and placement. \n Sign-On Bonus Available \n \n Relocation Assistance Available \n \n Receive 17% Weekday Nights, 26% Weekend Nights and 15% Weekend Day shift differentials \n \n Compensation Disclaimer \n…",-106.818868,https://www.adzuna.com/land/ad/5893061982?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=98B427D363C0CAAFF82E45E54243B6C4A7724697,5893061982,48534.65,32.399562,48534.65,2026-09-21T14:25:56Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Doña Ana, Doña Ana County","['US', 'New Mexico', 'Doña Ana County', 'Doña Ana']",Adzuna::API::Response::Company,University of New Mexico - Hospitals,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTk2In0.UBi-1M2pqGNx0vvhqpkemRCvSkDzgHR_3G29Ml9MJyY,Remote Online Casino Experience Tester (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-74.671547,https://www.adzuna.com/land/ad/5893061996?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=B4985B36C3B392986E6AACC4EFFC4312DC192FDC,5893061996,45514.02,40.169832,45514.02,2026-09-21T14:25:56Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Groveville, Mercer County","['US', 'New Jersey', 'Mercer County', 'Groveville']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTgzIn0.h6t4Lt_at36MYm0CClAMGZYngNBYS4-DuU-qeRQbvMA,ALS Paramedic MedSTAR Transport,"About this Job: General Summary of Position Join our ground transport team in Clinton, Maryland as an ALS Paramedic where you’ll medically support and care for transport patients to other medical/hospital facilities working closely with EMT's and Critical Care nurses. To be considered, candidates must have NREMT - P, MD Paramedic License and a minimum of one year experience. MedStar Health is a great place to work and grow your career! We provide a supportive and inclusive work environment, com…",-76.826359,https://www.adzuna.com/land/ad/5893061983?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=2861E56292FC60D88DA4E06038C69816EDECC434,5893061983,97175.5,38.735671,97175.5,2026-09-21T14:25:56Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Cheltenham, Prince George's County","['US', 'Maryland', ""Prince George's County"", 'Cheltenham']",Adzuna::API::Response::Company,MEDSTAR HEALTH,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTczIn0.kK3PVeYFDSJLo2A27ZfDps1T8wNpjEtvMqElQlmCO1M,Instacart Delivery Driver - Flexible Hours,"Job Description FULL-SERVICE SHOPPER \n Start earning quickly with a flexible schedule \n Shopping with Instacart is more than grocery delivery. Shoppers help make our world go round. They make money, make moves, and make shopping lists come true. They make good time, make life easier, and make people’s day. \n Shoppers make it all happen—sign up now to help create a world where everyone has access to the food they love. \n As a full-service shopper, you’ll receive orders through the Shopper ap…",-78.92413,https://www.adzuna.com/land/ad/5893061973?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=5F88489160C7B9FE4E8B1B2484A36DE9F22CDDB9,5893061973,55741.02,39.239775,55741.02,2026-09-21T14:25:56Z,domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,Adzuna::API::Response::Location,"Junction, Hampshire County","['US', 'West Virginia', 'Hampshire County', 'Junction']",Adzuna::API::Response::Company,Instacart Shoppers,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTY3In0.o_2y41hEwKl8tLR_4hg0n-rt0QN-R2wrTe1MyZsRvqE,Remote Online Casino Experience Tester (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-74.062324,https://www.adzuna.com/land/ad/5893061967?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=E0F5E790B3009BC61C5C5E61AA4295315C968598,5893061967,47530.23,40.103078,47530.23,2026-09-21T14:25:56Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Brielle, Monmouth County","['US', 'New Jersey', 'Monmouth County', 'Brielle']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk5MCIsInMiOiI3R0l6ck91MThSR3pZODRPRWxTcXRRIn0.VHoPWiP__-ss86X7kyzRhN46onc6tbGbPj8MOcr1-AU,Naval Flight Officer and Pilot,"Job Title: Naval Aviation Officer (Pilot / Naval Flight Officer / AMDO) Category / Component: Officer • Both Overview Naval Aviation Officers serve as Pilots, Naval Flight Officers, and Aviation Maintenance Duty Officers who operate and support one of the world’s most capable aviation forces. They lead crews that fly and fight from aircraft carriers and shore stations, manage advanced aircraft systems and tactics, and oversee the maintenance and readiness of the Navy’s aviation fleet. Key Respo…",-90.22901,https://www.adzuna.com/land/ad/5893061990?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=08D925C1D4961C5E35AB399B45BEA8CA529A2067,5893061990,134021.64,39.733936,134021.64,2026-09-21T14:25:56Z,consultancy-jobs,Adzuna::API::Response::Category,Consultancy Jobs,Adzuna::API::Response::Location,"Jacksonville, Morgan County","['US', 'Illinois', 'Morgan County', 'Jacksonville']",Adzuna::API::Response::Company,US Navy,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0dJenJPdTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYyMDAwIn0.imXE02uRN4wYhNfy01YfSexsJLFi0Byl95SqlXKwa-s,Entry Level Manager,"Job Description Schedule: Full time\n Availability: Morning, Afternoon, Evening (Includes Weekends). \n Age Requirement: 18 years or older\n Location: Sterling, VA\n Address: 45131 Columbia Place\n Pay: $21.75 - $22.50 / hour\n Job Posting: 09/14/2026\n Job Posting End: 10/13/2026\n Job ID: R0295346\n \n EARN A BONUS UP TO $1,500! \n We’re looking for entry-level leaders who are passionate and ready to collaborate, lead, and give their best every day! In this role, your responsibilities will co…",-77.427641,https://www.adzuna.com/land/ad/5893062000?se=7GIzrOu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=876E0EC6F7E2FE3091A7F2928DEC37C8973DC9D1,5893062000,51889.25,39.006862,51889.25,2026-09-21T14:25:56Z,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Adzuna::API::Response::Location,"Dulles Town Center, Loudoun County","['US', 'Virginia', 'Loudoun County', 'Dulles Town Center']",Adzuna::API::Response::Company,Wegmans Food Markets,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk5OSIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.0qjvQls-hfghK0AnV2q5lj3eafDtbuiAnvlMe6cxRs0,CDL-A OTR Truck Driver,"CDL-A OTR Truck Drivers bring home $85K - $90K per year for you your family! With 60 years of success behind us, Schuster is looking ahead to even more outstanding opportunities for CDL-A over-the-road truck drivers hauling refrigerated freight such as meat and ice cream. Join Schuster and enjoy a support system that treats you like family and prioritizes you as a professional. Learn more about apply today! CDL-A OTR Truck Drivers Enjoy: - Pay is between $85,000 - $90,000 per year - .02 CPM inc…",-74.128476,https://www.adzuna.com/land/ad/5893061999?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=04C5AA4D00D156359C9B3FDF71BCB3245FE9F5A1,5893061999,91955.59,40.856766,91955.59,2026-09-21T14:25:56Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Passaic, Passaic County","['US', 'New Jersey', 'Passaic County', 'Passaic']",Adzuna::API::Response::Company,Schuster,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk1MiIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.SAQa2stlEvg-WY-zqIu8T2--mkyHNTw9s7NE1tMVAlk,Respiratory Therapist,"Job Description Job Description Respiratory Therapist Career Opportunity Join Encompass Health's Respiratory Care Family: A Career of Impact Are you in search of a career that resonates with your heart and community? Encompass Health welcomes you into our close-knit family, where you'll feel at home instantly. As a Respiratory Therapist, your role is pivotal in driving inspiring outcomes for patients facing respiratory challenges. Imagine the opportunity to make a meaningful impact, guiding pat…",-76.880632,https://www.adzuna.com/land/ad/5893061952?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=75FC3EF83E0A186823CD952132A092B01F447FBE,5893061952,67923.59,40.264598,67923.59,2026-09-21T14:25:55Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"West End, Dauphin County","['US', 'Pennsylvania', 'Dauphin County', 'West End']",Adzuna::API::Response::Company,Encompass Health Rehabilitation Hospital of York,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk1NyIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.Zab3iRwPB-wZsE_ItGPU4eVnhXzdJSP_rx7_g2kFHzM,QA Tester – Online Casino Platforms (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-82.81762,https://www.adzuna.com/land/ad/5893061957?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=84DC7681A62BB7107C4DA97064A55063B2B55F1B,5893061957,46699.9,29.613294,46699.9,2026-09-21T14:25:55Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Trenton, Gilchrist County","['US', 'Florida', 'Gilchrist County', 'Trenton']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXZZVHJldTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTU0In0.wiwSH9QzbWO6ZnbvZtk_qxCewBVaf22JLEq3cgqdm_g,OTR CDL TYSON FOODS Truck Driver AR,"Job Description DESCRIPTION If you're looking for consistent freight, dependable miles, and flexible home time, Tyson Foods could be the right fit for you. As a Fortune 100 company, we rely on our CDL-A drivers as key contributors to our success""they are the face of our organization on the road and at our facilities. In this role, you will safely and professionally transport Tyson Foods products to company facilities, distribution centers, and customer locations. Drivers operate a tractor-trail…",-92.998789,https://www.adzuna.com/land/ad/5893061954?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=B25E16F22274791A8E2871D62CD705499F4FE5A8,5893061954,60810.35,34.672036,60810.35,2026-09-21T14:25:55Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Hot Springs Village, Garland County","['US', 'Arkansas', 'Garland County', 'Hot Springs Village']",Adzuna::API::Response::Company,Tyson Foods,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk1MyIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.z06Z5nTx18EC3_27t79GgOEWAyYC077ruzzefMWqxsQ,Claims Processor,"Job Description Title: Claims Processor/Hybrid \n Location: 4000 Luxottica Place , Mason, OH \n Compensation: $22.55hr | Weekly Pay  Optional Benefits \n Benefits: Paid weekly, health, dental  vision insurance available! \n Schedule: M-F/Full-Time; 8-4:30 (30-Minute lunch) \n Contract Length: 6 months| conversion pending attendance, performance, and business need \n Start date: 10/05/2026 \n Must have adequate WFH space and follow all Luxottica remote protocols. \n Data Entry Test Scores requir…",-84.309939,https://www.adzuna.com/land/ad/5893061953?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=E0A13F66B1BAD4CCD94984F3D6706C06CF094B40,5893061953,47109.77,39.360059,47109.77,2026-09-21T14:25:55Z,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Adzuna::API::Response::Location,"Mason, Warren County","['US', 'Ohio', 'Warren County', 'Mason']",Adzuna::API::Response::Company,Tailored Management,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXZZVHJldTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTU2In0.eUMCoqrlH4b9qoEwJ3WXQtgxUB999gW-_rcD2Rznpb8,Remote Online Casino Experience Tester (Hiring Immediately),"Join Our Team as a Website Tester at Little Wheel Little Wheel is a gambling technology company focused on researching and building products that put players first. We are currently hiring Website Testers across Michigan, New Jersey, Pennsylvania, and West Virginia. This is a great opportunity to earn extra income on a flexible schedule while helping us test online casinos. No prior experience is required, and all training is provided. This is a short-term contract, with opportunities for ongoi…",-77.844376,https://www.adzuna.com/land/ad/5893061956?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=E4D2FBD2C6DAEB2D36FF0D9CFD7B1476DF0B4B77,5893061956,44664.91,40.786815,44664.91,2026-09-21T14:25:55Z,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"State College, Centre County","['US', 'Pennsylvania', 'Centre County', 'State College']",Adzuna::API::Response::Company,Little Wheel,part_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk1NSIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.wo79j8Z5CuScQ7AojjOos08bNdq7V-YGyZ4UnpoYWA0,Pediatric Urologist,"The Department of Urology at Albany Medical College is seeking a fellowship-trained Pediatric Urologist to join our growing pediatric surgical team. This is an excellent opportunity to practice the full scope of pediatric urology within the region's only Children's Hospital, supported by a collaborative, multidisciplinary academic environment. The successful candidate will provide comprehensive inpatient and outpatient pediatric urologic care, including office-based procedures and operative car…",,https://www.adzuna.com/land/ad/5893061955?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=EA7AA044EE11866278F8E0D8E6D758A10A352193,5893061955,97640.35,,97640.35,2026-09-21T14:25:55Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Albany Med Health System,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk0MiIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.S7SP1MFVWiAv6AFuIBQFzSeUialB0vs0cnIHyHI7Uts,Medical Assistant/Technician (Hospital Corpsman),"Job Title: Medical Assistant/Technician (Hospital Corpsman) Category / Component: Enlisted • Both Overview Hospital Corpsmen assist healthcare professionals and provide medical and dental care to Sailors, Marines, and their families across clinics, hospitals, ships, and field units, gaining broad clinical, technical, and operational experience. Key Responsibilities Perform emergency medical treatment for Sailors, Marines, and specialized units such as SEALs and Seabees; provide basic and emerge…",-83.213,https://www.adzuna.com/land/ad/5893061942?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=2698FC4853B0E6EB88CA279864D7C019D008E5B5,5893061942,38081.16,31.394,38081.16,2026-09-21T14:25:54Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Alapaha, Berrien County","['US', 'Georgia', 'Berrien County', 'Alapaha']",Adzuna::API::Response::Company,US Navy,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXZZVHJldTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTQ1In0.JMkcnhJGpNdg4g7ZAWPs77YDJge-mfBoZtWicacObdk,Naval Flight Officer and Pilot,"Job Title: Naval Aviation Officer (Pilot / Naval Flight Officer / AMDO) Category / Component: Officer • Both Overview Naval Aviation Officers serve as Pilots, Naval Flight Officers, and Aviation Maintenance Duty Officers who operate and support one of the world’s most capable aviation forces. They lead crews that fly and fight from aircraft carriers and shore stations, manage advanced aircraft systems and tactics, and oversee the maintenance and readiness of the Navy’s aviation fleet. Key Respo…",-88.079793,https://www.adzuna.com/land/ad/5893061945?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=BD03D52A49C8D518D1DDB091C59C5062F7F13B58,5893061945,137808.08,41.98475,137808.08,2026-09-21T14:25:54Z,consultancy-jobs,Adzuna::API::Response::Category,Consultancy Jobs,Adzuna::API::Response::Location,"Roselle, DuPage County","['US', 'Illinois', 'DuPage County', 'Roselle']",Adzuna::API::Response::Company,US Navy,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTkzNCIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.wkA0TWtm4reaJsC76MMuLctsIWvO-O4zNTZ-sM-ppro,RADIOLOGY TECHNOLOGIST,"Job Description \n RADIOLOGY TECHNOLOGIST \n DAY & NIGHT SHIFT - University of New Mexico Hospital - Albuquerque \n \n \n We have immediate Radiology Technologist positions. All shifts - Full Time \n Apply and we will have a hiring manager contact you within 48 hours to discuss your interests and placement. \n Sign-On Bonus Available \n \n Relocation Assistance Available \n \n Receive 17% Weekday Nights, 26% Weekend Nights and 15% Weekend Day shift differentials \n \n Compensation Disclaimer \n…",-106.650421,https://www.adzuna.com/land/ad/5893061934?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=3899FCA1D32369F34BCB0F83776ACC343EC15513,5893061934,45830.89,35.084375,45830.89,2026-09-21T14:25:54Z,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"Albuquerque, Bernalillo County","['US', 'New Mexico', 'Bernalillo County', 'Albuquerque']",Adzuna::API::Response::Company,University of New Mexico - Hospitals,,
Adzuna::API::Response::Job,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MzA2MTk1MSIsInMiOiJtdllUcmV1MThSR3pZODRPRWxTcXRRIn0.pVPIL57y2fNbxUi0MSC2TuXZtPxkXuarJNYqabBRq-U,CDL Class B Truck Driver - Dump Truck & Roll-Off | $25 per hr,"Job Description CDL Class B Truck Driver – Dump Truck & Roll-Off 5GEN Transportation, LLC This role is located in Tell City, IN $25.00/hour | Full-Time | Local Daytime Hauls Drive Local. Be Home Every Day. Earn $25/Hour. If you're a Class B CDL driver looking for local work instead of long-haul trucking, 5GEN Transportation is looking for a dependable driver to join our team. You'll operate dump trucks and/or roll-off trucks on local daytime hauls. This is a hands-on driving opportunity for som…",-87.049441,https://www.adzuna.com/land/ad/5893061951?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=4648E482C020CA23586655AA3CADF3A55430F980,5893061951,52000.0,37.883106,52000.0,2026-09-21T14:25:54Z,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Rockport, Spencer County","['US', 'Indiana', 'Spencer County', 'Rockport']",Adzuna::API::Response::Company,5GEN Transportation LLC.,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXZZVHJldTE4Ukd6WTg0T0VsU3F0USIsImkiOiI1ODkzMDYxOTQzIn0.hLNvPsrW_uTmCMXKccGQcM3tM3VsJFnc4QdNm4CKRR4,Bomb Technician (EOD),"Job Title: Bomb Technician (EOD) Category / Component: Enlisted • Active Overview Explosive Ordnance Disposal Technicians locate, identify, render safe, and dispose of explosive threats on land, at sea, and underwater, using advanced robotics, diving, and explosives skills to protect forces and civilians and support fleet and joint operations worldwide. Key Responsibilities Detonate and demolish hazardous munitions, pyrotechnics, and outdated explosives; neutralize ordnance including sea mines,…",,https://www.adzuna.com/land/ad/5893061943?se=mvYTreu18RGzY84OElSqtQ&utm_medium=api&utm_source=abfa41a4&v=30D646AD606DF1D896C612CDEAE496F09A18EC17,5893061943,50908.23,,50908.23,2026-09-21T14:25:54Z,legal-jobs,Adzuna::API::Response::Category,Legal Jobs,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,US Navy,full_time,
