title,redirect_url,longitude,__CLASS__,salary_max,created,adref,salary_is_predicted,latitude,id,description,salary_min,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Travel Occupational Therapist (OT) - $2,182 per week in Victoria, TX",https://www.adzuna.com/land/ad/5878762389?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=278C2BA98823DC20E11141D99208210799CDFB47,-97.001369,Adzuna::API::Response::Job,104719.0,2026-09-10T12:32:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM4OSIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.HKBojr7yarbyJXZk3qVGnDl-Yyj5Rmq7TMMW8UjbqEk,0,28.858387,5878762389,"Occupational Therapist Location: Victoria, TX Agency: OneStaff Medical Pay: $2,182 per week Shift Information: Rotating - 5 days x 7 hours Contract Duration: 13 Weeks Start Date: 9/28/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same…",104719.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Victoria County', 'Victoria']","Victoria, Victoria County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Occupational Therapist (OT) - $2,182 per week in Lufkin, TX",https://www.adzuna.com/land/ad/5878762388?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=8199394F1E828E03ADE4223883B26079DFBBF863,-94.768208,Adzuna::API::Response::Job,104719.0,2026-09-10T12:32:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM4OCIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.sVUvU50L_U0glHravbc56eZWB8zpR4sy7kAEsZie8g8,0,31.342658,5878762388,"Occupational Therapist Location: Lufkin, TX Agency: OneStaff Medical Pay: $2,182 per week Shift Information: Rotating - 5 days x 7 hours Contract Duration: 13 Weeks Start Date: 9/28/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same l…",104719.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Angelina County', 'Central']","Central, Angelina County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Certified Occupational Therapist Assistant (COTA) - $1,550 per week in Pittsfield, MA",https://www.adzuna.com/land/ad/5878762401?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=5C8DA710697D365D8AC7B077EB0D1C7C67739782,-73.250133,Adzuna::API::Response::Job,74378.0,2026-09-10T12:32:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyNDAxIn0.VdJYbfuMpIVsiEcr9U8G9Doisb9weWz-Kul5nok06ZU,0,42.454566,5878762401,"Certified Occupational Therapist Assistant Location: Pittsfield, MA Agency: OneStaff Medical Pay: $1,550 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 11/2/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great cou…",74378.0,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Berkshire County', 'Allendale']","Allendale, Berkshire County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapy Assistant (PTA) - $1,527 per week in Brownwood, TX",https://www.adzuna.com/land/ad/5878762367?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=5A5CD18C2EBB0E7D18A991B5BFDB37FD7638D2A5,-98.998979,Adzuna::API::Response::Job,73316.0,2026-09-10T12:32:03Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM2NyIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.pUH4eX76J6CqRH60j25IZoaPHfe_ZfKDd3AvcK0y540,0,31.712627,5878762367,"Physical Therapy Assistant Location: Brownwood, TX Agency: OneStaff Medical Pay: $1,527 per week Shift Information: Rotating - 5 days x 7 hours Contract Duration: 13 Weeks Start Date: 9/28/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the…",73316.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Brown County', 'Brownwood']","Brownwood, Brown County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapy Assistant (PTA) - $1,422 per week in Rockwall, TX",https://www.adzuna.com/land/ad/5878762369?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=F0E2D85530CE83EF95404B07238DF0E56496169A,-96.45371,Adzuna::API::Response::Job,68272.0,2026-09-10T12:32:03Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM2OSIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.a0GcKN6ijR-yisggmrTEXW9G8Px-Q_6SN8oRAn6qSkk,0,32.938698,5878762369,"Physical Therapy Assistant Location: Rockwall, TX Agency: OneStaff Medical Pay: $1,422 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 26 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the…",68272.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Rockwall County', 'Fate']","Fate, Rockwall County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapy Assistant (PTA) - $1,518 per week in Dallas, TX",https://www.adzuna.com/land/ad/5878762371?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=549BD0D38B8174FFC38210DDD13F2ABC778F604A,-96.84041,Adzuna::API::Response::Job,72852.0,2026-09-10T12:32:03Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzcxIn0.vE2Y82T7HT3h5TDlF57dmiQrlMjp_WpOezWBSKFbP_8,0,32.92291,5878762371,"Physical Therapy Assistant Location: Dallas, TX Agency: OneStaff Medical Pay: $1,518 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 26 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the s…",72852.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'North Branch']","North Branch, Dallas",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapy Assistant (PTA) - $1,518 per week in Dallas, TX",https://www.adzuna.com/land/ad/5878762372?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=AD174EE2720CD9996550EC7FF4FC78520FD8BA99,-96.791648,Adzuna::API::Response::Job,72852.0,2026-09-10T12:32:03Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM3MiIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.ebPSmpO2_KfTfgAchMWWE4NojZ0fijm8kRkrz4P2I2k,0,32.901217,5878762372,"Physical Therapy Assistant Location: Dallas, TX Agency: OneStaff Medical Pay: $1,518 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 26 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the s…",72852.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'University Park']","University Park, Dallas",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapy Assistant (PTA) - $1,630 per week in Canaan, CT",https://www.adzuna.com/land/ad/5878762374?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=BA9ECB703DA7BC44888A92E6A4254B6170A41E88,-73.31616,Adzuna::API::Response::Job,78224.0,2026-09-10T12:32:03Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzc0In0.lKDLn8LR_fLTPGH2GF8dJ_IK58NZB9YLoyNN3ytho7w,0,41.96316,5878762374,"Physical Therapy Assistant Location: Canaan, CT Agency: OneStaff Medical Pay: $1,630 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 19 Weeks Start Date: 9/23/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the sa…",78224.0,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Litchfield County', 'Falls Village']","Falls Village, Litchfield County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,034 per week in Pasadena, MD",https://www.adzuna.com/land/ad/5878762339?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=158D56FD33066B6028D11328A63B7510B4CE0C0C,-76.5102,Adzuna::API::Response::Job,97630.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzM5In0.P8ceh7WBIeKUQcLLhn6wN8YYkLBcbMTi_AZU2Alu6X0,0,39.12564,5878762339,"Physical Therapist Location: Pasadena, MD Agency: OneStaff Medical Pay: $2,034 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 12/7/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same lik…",97630.0,Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Lake Shore']","Lake Shore, Anne Arundel County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,179 per week in Indianapolis, IN",https://www.adzuna.com/land/ad/5878762338?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=3F5DDE9043824242805F7FFBAB1EBABCFB43934A,-86.074288,Adzuna::API::Response::Job,104613.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjMzOCIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.bY8c4lG20o2WI3nOsLbixpQFb2_C8kFRlDy6WOkz0D8,0,39.676907,5878762338,"Physical Therapist Location: Indianapolis, IN Agency: OneStaff Medical Pay: $2,179 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the sam…",104613.0,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Beech Grove']","Beech Grove, Marion County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,182 per week in Terrell, TX",https://www.adzuna.com/land/ad/5878762345?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=684F08D7FC65B0879C56421123F2590B6E2A6069,-96.297992,Adzuna::API::Response::Job,104719.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzQ1In0.uT9n3B0fsxPprzaei1jJtaDDN2uYAD8atiGc7RNsD0E,0,32.74307,5878762345,"Physical Therapist Location: Terrell, TX Agency: OneStaff Medical Pay: $2,182 per week Shift Information: Rotating - 5 days x 7 hours Contract Duration: 13 Weeks Start Date: 9/28/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like…",104719.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Kaufman County', 'Terrell']","Terrell, Kaufman County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,636 per week in Chambersburg, PA",https://www.adzuna.com/land/ad/5878762352?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=77F932B182D294CC91325D4D6716C9A3D53A3ECC,-77.656169,Adzuna::API::Response::Job,126511.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM1MiIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.11TROmejT2WnfvXpsS0XAxmC4A4jIg4Pyxp7khw2w2M,0,39.940634,5878762352,"Physical Therapist Location: Chambersburg, PA Agency: OneStaff Medical Pay: $2,636 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 10/5/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same…",126511.0,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Franklin County', 'Chambersburg']","Chambersburg, Franklin County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,414 per week in Milford, NH",https://www.adzuna.com/land/ad/5878762350?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=F97742EF1A06B8F7662522F4113D8A23BA334782,-71.657986,Adzuna::API::Response::Job,115874.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzUwIn0.z_e_Ysj1IbKzMq6W2ajpAPJWU5JFhBJoHI52M7bBXYE,0,42.829003,5878762350,"Physical Therapist Location: Milford, NH Agency: OneStaff Medical Pay: $2,414 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 9/23/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like…",115874.0,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Milford']","Milford, Hillsborough County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,458 per week in Salida, CO",https://www.adzuna.com/land/ad/5878762334?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=CFEFE4A044896133F807A02B4DF67B77A8CD7044,-106.015346,Adzuna::API::Response::Job,117986.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzM0In0.jtzM0UMdHGy04RUsYP83yCPIOPVgIdhDfNkPXoFLK9c,0,38.536972,5878762334,"Physical Therapist Location: Salida, CO Agency: OneStaff Medical Pay: $2,458 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 11/16/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like…",117986.0,Adzuna::API::Response::Location,"['US', 'Colorado', 'Chaffee County', 'Smeltertown']","Smeltertown, Chaffee County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,179 per week in Indianapolis, IN",https://www.adzuna.com/land/ad/5878762336?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=3C1406B24360CDDAF4C51D780F553453C9FD5AF5,-86.156516,Adzuna::API::Response::Job,104613.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjMzNiIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.vZLatut4vxOf1g1o0EBl3abeTGNJlCWkNlmMTCPoePI,0,39.772249,5878762336,"Physical Therapist Location: Indianapolis, IN Agency: OneStaff Medical Pay: $2,179 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 10/19/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the sam…",104613.0,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']","Indianapolis, Marion County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $1,879 per week in Baltimore, MD",https://www.adzuna.com/land/ad/5878762351?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=6CA13CC380857752B8FCB4D6A78F07708009844B,-76.613658,Adzuna::API::Response::Job,90184.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzUxIn0.TB3Sc1i_kNtkdIdX3h1BiKquk5eQLBA5J_17NF57cy0,0,39.231965,5878762351,"Physical Therapist Location: Baltimore, MD Agency: OneStaff Medical Pay: $1,879 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 10/19/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same l…",90184.0,Adzuna::API::Response::Location,"['US', 'Maryland', 'Baltimore County', 'Baltimore', 'Brooklyn']","Brooklyn, Baltimore",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,076 per week in Simpsonville, SC",https://www.adzuna.com/land/ad/5878762329?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=BCF460D2676892BDB038BEF6BC078C6CC73E28D0,-82.234965,Adzuna::API::Response::Job,99631.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzI5In0.-IuuBv36-rhEboX8bfxlKHV62l8jRg9Hv0Q51ur9fsM,0,34.778421,5878762329,"Physical Therapist Location: Simpsonville, SC Agency: OneStaff Medical Pay: $2,076 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the sam…",99631.0,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Mauldin']","Mauldin, Greenville County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,205 per week in Dekalb, IL",https://www.adzuna.com/land/ad/5878762335?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=1F837423F60F67DD3E7551995A20DF4CE506F5FC,-88.761229,Adzuna::API::Response::Job,105852.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjMzNSIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.XIgiR2z2KbDBzUHNjOGt9XqHKaDFwu3uNJzheDnCc0g,0,41.935535,5878762335,"Physical Therapist Location: Dekalb, IL Agency: OneStaff Medical Pay: $2,205 per week Shift Information: Rotating - 5 days x 6 hours Contract Duration: 26 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like…",105852.0,Adzuna::API::Response::Location,"['US', 'Illinois', 'DeKalb County', 'Dekalb']","Dekalb, DeKalb County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,076 per week in Rockwall, TX",https://www.adzuna.com/land/ad/5878762330?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=D70667413DB89A3A46FFC9E8BC8ECE85601E93BC,-96.45371,Adzuna::API::Response::Job,99631.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzMwIn0.IHwDU_IJsEjNJ8qjMEjWQ-2PTRtb-8X0ruTC7cJ8jGE,0,32.938698,5878762330,"Physical Therapist Location: Rockwall, TX Agency: OneStaff Medical Pay: $2,076 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 26 Weeks Start Date: 10/12/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same li…",99631.0,Adzuna::API::Response::Location,"['US', 'Texas', 'Rockwall County', 'Fate']","Fate, Rockwall County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,100 per week in Waynesboro, VA",https://www.adzuna.com/land/ad/5878762346?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=F91412267C23D16DC46E379AEF3EF9630A584FE4,-78.899793,Adzuna::API::Response::Job,100783.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMzQ2In0.7WGL9tK8hhVaSJT-YsRHK2wWvduzYJxGyBixkRssYBE,0,38.071131,5878762346,"Physical Therapist Location: Waynesboro, VA Agency: OneStaff Medical Pay: $2,100 per week Shift Information: Rotating - 5 days x 7 hours Contract Duration: 13 Weeks Start Date: 9/28/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same l…",100783.0,Adzuna::API::Response::Location,"['US', 'Virginia', 'Waynesboro City', 'Waynesboro']","Waynesboro, Waynesboro City",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Physical Therapist (PT) - $2,456 per week in Moses Lake, WA",https://www.adzuna.com/land/ad/5878762356?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=66727775D66B60FB94153A56D7CAC13CFFD37ABB,-119.294637,Adzuna::API::Response::Job,117871.0,2026-09-10T12:32:02Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjM1NiIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.7TqpWZM59aIoZ-uvbaghdREmyMwNZ7wMK3b17B11qFA,0,47.12839,5878762356,"Physical Therapist Location: Moses Lake, WA Agency: OneStaff Medical Pay: $2,456 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 17 Weeks Start Date: 9/23/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same l…",117871.0,Adzuna::API::Response::Location,"['US', 'Washington', 'Grant County', 'Raugust']","Raugust, Grant County",Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
