adref,redirect_url,latitude,id,salary_max,description,created,salary_min,title,salary_is_predicted,__CLASS__,contract_time,longitude,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,location.area,location.__CLASS__,location.display_name,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ2MiIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.wRkcfOULv4tHm4jC-F0kHlS1ttew9yT3ExxSucxkI8U,https://www.adzuna.com/details/5818401462?utm_medium=api&utm_source=abfa41a4,41.246994,5818401462,37473.79,"At Hometown Urgent Care, we are dedicated to providing exceptional healthcare services with a focus on patient care and well-being. Our team is committed to delivering quality care in a supportive and dynamic environment that encourages professional growth and development. Join us in making a positive impact on healthcare delivery as we strive for excellence in patient service. Overview : As a Medical Assistant at Hometown Urgent Care, you will play a crucial role in supporting healthcare deliv…",2026-07-28T10:08:41Z,37473.79,Medical Assistant,1,Adzuna::API::Response::Job,full_time,-81.344198,Hometown Urgent Care,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Ohio', 'Portage County', 'Streetsboro']",Adzuna::API::Response::Location,"Streetsboro, Portage County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDU5In0.uLib3fxEmXHRFMg5h7p949RvWSk6OIxwqNs615-sGuo,https://www.adzuna.com/details/5818401459?utm_medium=api&utm_source=abfa41a4,40.441694,5818401459,50382.31,"​* Simple Staffing is hiring for this position on behalf of Peters Township Post Acute * Peters Township Post Acute is a 140-bed facility located in Canonsburg. ""We Make People Better"". We make our patients better with the expert care of our tenured clinical and rehab teams. We make our facility better through our exceptional housekeeping and maintenance departments. We make our staff better by showing our appreciation with: Essential Duties • Use the wristband or photo card file to identify re…",2026-07-28T10:08:41Z,50382.31,Certified Nursing Assistant,1,Adzuna::API::Response::Job,full_time,-79.990086,Simple Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']",Adzuna::API::Response::Location,"Pittsburgh, Allegheny County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ1OCIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.dOAbbu4OIaQyd1HCvTjncQz2w6qkrlctUKM-Wy5NRhA,https://www.adzuna.com/details/5818401458?utm_medium=api&utm_source=abfa41a4,33.55355,5818401458,51168.0,"Registered Behavior Technician - RBT/BT - Full-Time ABA Centers of Georgia Riverdale, GA RBT: Starting rate of $24.60 per hour. BT: Starting rate of $22.25 per hour. *Final compensation determined by experience, training, and education. Grow Your Career in ABA Join one of the nation’s fastest-growing providers of autism care and make a meaningful impact every day. At ABA Centers, we’re committed to delivering high-quality Applied Behavior Analysis (ABA) therapy while investing in our team’s gro…",2026-07-28T10:08:41Z,46280.0,Registered Behavior Technician - RBT/BT - Full-Time,0,Adzuna::API::Response::Job,full_time,-84.402411,ICBD,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Georgia', 'Clayton County', 'Riverdale']",Adzuna::API::Response::Location,"Riverdale, Clayton County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDY0In0.A-HA-meIhdAuQ0g4zg188dK093ttElX3a1XSPcu4Xoc,https://www.adzuna.com/details/5818401464?utm_medium=api&utm_source=abfa41a4,40.81926,5818401464,145000.0,"Join us in redefining what it means to work for a CRO. Working at Rho, you’ll be joining a team who take healthcare and clinical research personally, with shared experiences that drive a passion to heal, cure and solve some of humanity’s biggest challenges. At Rho, you’ll have the opportunity to experience a thriving company with real stability - financial, workforce, and corporate, which has created a safe environment to take risks, innovate, and develop over a long and rewarding career. With …",2026-07-28T10:08:41Z,100000.0,"Clinical Research Associate II / Sr. CRA (MDD Experience), Northeast US",0,Adzuna::API::Response::Job,full_time,-77.565308,Rho Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,"['US', 'Pennsylvania']",Adzuna::API::Response::Location,"Pennsylvania, US",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ3MyIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.1jZFpJNvuiqQ3wc9S6uhmWpjx6BjweSNlSWHoct_-7w,https://www.adzuna.com/details/5818401473?utm_medium=api&utm_source=abfa41a4,40.72332,5818401473,80000.0,"Treatment Coordinator $25–$35/hour  Bonus Opportunities | Monday–Friday | No Weekends Our brand-new state of the art dental practice is looking for a motivated Dental Treatment Coordinator . We opened 6 months ago and are already so busy we need a second TC. This is a great opportunity to advance your career and make a good living while helping patients receive the best dental care! If you enjoy working with patients, building relationships, and being part of something new, this could be a grea…",2026-07-28T10:08:41Z,50000.0,Dental Treatment Coordinator - Rego Park,0,Adzuna::API::Response::Job,full_time,-73.86204,High End Hiring,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'New York', 'New York City', 'Queens', 'Rego Park']",Adzuna::API::Response::Location,"Rego Park, Queens",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDYwIn0.6Xd4dd886Mnv4Z3q2wxc9-5ukFHW6yLvrYK_qxBQlK8,https://www.adzuna.com/details/5818401460?utm_medium=api&utm_source=abfa41a4,43.03686,5818401460,80000.0,"About Dave Jones At Dave Jones, we provide plumbing, HVAC, fire protection and electrical products and services to our customers. We strive to be the company most revered by its people, customers, partners and communities. Our culture is built on a shared commitment to being humble, hungry and smart, and we believe a team with the best culture and the best people will always win. Position Summary We're looking for a Safety Engineer to join a team that treats safety as a core part of who we are,…",2026-07-28T10:08:41Z,56000.0,Safety Engineer,0,Adzuna::API::Response::Job,full_time,-89.39328,Dave Jones LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,"['US', 'Wisconsin', 'Dane County', 'Fitchburg']",Adzuna::API::Response::Location,"Fitchburg, Dane County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ3NSIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.7OYPM0abgtl9L-rTxbjJjMpR2ccgbCQJoNaOO8fmdEM,https://www.adzuna.com/details/5818401475?utm_medium=api&utm_source=abfa41a4,44.909016,5818401475,42000.0,"National Star Services is a 28-year-old facility management company providing different services all nationwide and we are now in search of Stand-Up Forklift Operators for our location in Salem, OR 97317. This is a temporary assignment expected to last 2–3 months, with the possibility of additional opportunities based on performance and business needs. Job Summary: We are looking for reliable and skilled forklift operators to safely and efficiently handle materials using Stand-up Clamp, Pacer, …",2026-07-28T10:08:41Z,41000.0,Forklift Operator,0,Adzuna::API::Response::Job,full_time,-122.953888,National Star Services,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Oregon', 'Marion County', 'Salem']",Adzuna::API::Response::Location,"Salem, Marion County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDc0In0.jQ5Pd4wAXo69AYmcp23l_J_3hH90FsNdneu2HLOMGMQ,https://www.adzuna.com/details/5818401474?utm_medium=api&utm_source=abfa41a4,40.755656,5818401474,55000.0,"The Rallye Motor Company , Long Island's premier luxury automotive group, has an immediate opportunity for a BMW Product Genius with Rallye BMW! Seeking reliable, motivated individuals with a passion for automotive excellence, looking to join a team whose values are based in kindness, teamwork, and delivering the highest caliber of customer service! The BMW Genius is responsible for delivering comprehensive product information throughout the sales and aftersales processes. Responsibilities for …",2026-07-28T10:08:41Z,41600.0,BMW Product Genius,0,Adzuna::API::Response::Job,full_time,-73.587627,Rallye Motor Company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,"['US', 'New York', 'Nassau County', 'Westbury']",Adzuna::API::Response::Location,"Westbury, Nassau County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ2OSIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.7x78x1FC7cjl5y-vzXH2iEw1vvghTiOciRfbVLDo26c,https://www.adzuna.com/details/5818401469?utm_medium=api&utm_source=abfa41a4,36.678368,5818401469,56683.0,"LV Petroleum is a fast-growing company in the fuel and convenience services sector, dedicated to providing the best customer experiences. We are looking for enthusiastic and detail-oriented Cashiers to join our team and help us continue to deliver exceptional service at our locations. Job Overview: As a Cashier, you will play a pivotal role in ensuring our customers have a positive shopping experience. You will be responsible for processing transactions accurately, assisting customers with thei…",2026-07-28T10:08:41Z,56683.0,Cashier,1,Adzuna::API::Response::Job,full_time,-97.310044,LV Petroleum,Adzuna::API::Response::Company,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,"['US', 'Oklahoma', 'Kay County', 'Tonkawa']",Adzuna::API::Response::Location,"Tonkawa, Kay County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDUyIn0.xuUzeWgjz41VxOr5W9siOFRAcHgDdqPQm8CzW-u4EGs,https://www.adzuna.com/details/5818401452?utm_medium=api&utm_source=abfa41a4,30.362762,5818401452,48299.4,"​* Simple Staffing is hiring for this position on behalf of Avanti Window and Doors * Whether you're just getting started or already have installation experience, Avanti Window and Door is looking for motivated individuals to join our team. We install windows and doors in newly constructed homes and offer hands-on training for entry-level candidates and growth opportunities for experienced installers ready to advance. What You’ll Do Assist with installing windows and doors in new residential ho…",2026-07-28T10:08:41Z,48299.4,Window & Door Installer,1,Adzuna::API::Response::Job,full_time,-97.646419,Simple Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,"['US', 'Texas', 'Travis County', 'Dessau']",Adzuna::API::Response::Location,"Dessau, Travis County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDcxIn0.vSYCHUEIoAYP9EEylhzAeKd3XUSNhkmSCu-pvjsh82s,https://www.adzuna.com/details/5818401471?utm_medium=api&utm_source=abfa41a4,34.174182,5818401471,75000.0,"AAMG Digital is looking for a detail-oriented and efficient Data Entry Clerk to join our team. In this role, you will be responsible for accurately entering, updating, and maintaining various types of data across our digital platforms and internal systems. The ideal candidate is highly organized, has excellent attention to detail, and can manage multiple tasks while meeting deadlines. You will play an essential role in ensuring that our data is accurate, reliable, and readily accessible to supp…",2026-07-28T10:08:41Z,60000.0,Data Entry Clerk,0,Adzuna::API::Response::Job,full_time,-84.114558,AAMG Digital,Adzuna::API::Response::Company,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,"['US', 'Georgia', 'Gwinnett County', 'Buford']",Adzuna::API::Response::Location,"Buford, Gwinnett County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ1NiIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.4Ogmiql8SUwwQu8PZE5Mtmne4Nrwzr42-ok41zz5UEo,https://www.adzuna.com/details/5818401456?utm_medium=api&utm_source=abfa41a4,36.067604,5818401456,46000.0,"TAT Technologies (“TAT”) is a fast-growing, profitable provider of aerospace thermal management, power and actuation products, and repair services. Established in 1969, TAT serves as a global partner to leading aerospace companies, delivering innovative solutions across commercial, defense, OEM, and MRO markets. With employees and operations in the U.S. and Israel, TAT is recognized for its flexibility, technical expertise, and commitment to customer success. TAT Technologies' Greensboro site s…",2026-07-28T10:08:41Z,41600.0,APU Material Coordinator,0,Adzuna::API::Response::Job,full_time,-79.756811,TAT Technologies Ltd,Adzuna::API::Response::Company,Adzuna::API::Response::Category,manufacturing-jobs,Manufacturing Jobs,"['US', 'North Carolina', 'Guilford County', 'Greensboro']",Adzuna::API::Response::Location,"Greensboro, Guilford County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDQ4In0.9y4kExS-3lt0AFlGxRh2o4T97YklDW7I23xduBiFiKo,https://www.adzuna.com/details/5818401448?utm_medium=api&utm_source=abfa41a4,40.612215,5818401448,55000.0,"Certified Nursing Assistant (CNA) – $24/hr – Immediate Hire – Staten Island, NY  Locations: Staten Island, NY (10301, 10304, 10314)  Pay Rate: $24 per hour ⏰ Overtime Rate: $36 per hour (after 40 hours)  Holiday Pay: $36 per hour  Weekly Pay ✅ Paid Training Days  Full-Time, Part-Time & Weekend-Only Positions Available  Immediate Hire – Start Working ASAP! Why Join Us? We are actively hiring Certified Nursing Assistants (CNAs) for our long-term care nursing facilities in Staten Island. If you’re…",2026-07-28T10:08:41Z,45000.0,CNA - Certified Nurse Assistant,0,Adzuna::API::Response::Job,full_time,-74.086235,Empro Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'New York', 'New York City', 'Staten Island', 'Stapleton and St. George']",Adzuna::API::Response::Location,"Stapleton and St. George, Staten Island",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQyMyIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.k4xZyTE4YkyjBRqp1_jwHKba0-vE97nf8sR5_8P2VX8,https://www.adzuna.com/details/5818401423?utm_medium=api&utm_source=abfa41a4,39.955624,5818401423,133710.52,"Top 3 Reasons To Join Us Competitive Salary International Environment Working on the latest tech for the Insurtech Market Leader About Us At CoverGo, our mission is to empower all insurance companies to make insurance 100% digital and accessible to everyone. We are a leading global no-code insurance platform for health, life, and P&C We’re the winner of the Insurtech of the Year in all of Asia and other awards globally We work with insurance enterprise clients such as AXA, Bupa, MSIG, Dai-ichi,…",2026-07-28T10:08:40Z,133710.52,"Lead Full Stack Engineer (.Net, Vue/React) - Fully Remote",1,Adzuna::API::Response::Job,full_time,-75.164753,CoverGo,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'Pennsylvania', 'Philadelphia County', 'Philadelphia']",Adzuna::API::Response::Location,"Philadelphia, Philadelphia County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDM1In0.TF6jrHZVYgAivmUQi7AbUjSboqCcBOwWWWxt08_ISio,https://www.adzuna.com/details/5818401435?utm_medium=api&utm_source=abfa41a4,38.013412,5818401435,44331.28,"Denton Floyd Real Estate Group is looking for an energetic Leasing Specialist to join our team. We have a culture of teamwork, cooperation with other team members, and a family atmosphere that sets us apart. Denton Floyd is well-capitalized and has a proven record of year-over-year growth. We are involved in the ownership and management of multi-family communities. A successful team member in this role will be well-positioned to grow professionally as the company grows. Responsibilities Greet p…",2026-07-28T10:08:40Z,44331.28,Leasing Specialist,1,Adzuna::API::Response::Job,full_time,-84.485507,Denton Floyd Real Estate Group,Adzuna::API::Response::Company,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"['US', 'Kentucky', 'Fayette County', 'Lexington']",Adzuna::API::Response::Location,"Lexington, Fayette County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDQ2In0.df2-_JNy7UWwyfFSmP7TJbU5SBR_nuxQFWo1BA28Aig,https://www.adzuna.com/details/5818401446?utm_medium=api&utm_source=abfa41a4,36.151088,5818401446,80000.0,"Overview We're hiring CNC & Multi-Craft Maintenance Technicians for our industrial equipment manufacturing facility. We build industrial equipment for other industries and machine many of its components in house, on a wide range of CNC mills and lathes running Fanuc, Mazak, and Haas controls. Preventive and breakdown maintenance on that equipment is the core of this job. This is a multi-craft position: electrical troubleshooting with wiring diagrams and a multimeter, hydraulic and pneumatic rep…",2026-07-28T10:08:40Z,66000.0,CNC & Multi-Craft Maintenance Technician,0,Adzuna::API::Response::Job,,-95.994581,Laborup,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"['US', 'Oklahoma', 'Tulsa County', 'Tulsa']",Adzuna::API::Response::Location,"Tulsa, Tulsa County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDQzIn0.MzzeVR0lC1vZrNtAlpRJSSYMV6qXzBRmP4bXAjEfhmE,https://www.adzuna.com/details/5818401443?utm_medium=api&utm_source=abfa41a4,42.3466,5818401443,47223.08,"SUMMARY The Overnight Order Processor supports our Food Service division—formally known as HRI (Hotel, Restaurant, and Institution)—and requires a team member with strong organizational skills to service customer orders overnight. This role is responsible for accurately processing customer orders, including entering orders into NAV, troubleshooting any order-related issues, communicating instructions to the Shipping & Receiving teams, and ensuring all shipments are fulfilled accurately and deli…",2026-07-28T10:08:40Z,47223.08,Order Processor- Overnight,1,Adzuna::API::Response::Job,full_time,-71.0418,North Coast Seafoods,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",Adzuna::API::Response::Location,"South Boston, Suffolk County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQzNyIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.gNzVL5K7bfvBE8e41rULhjZ6nqo39SmDgCdJMtCR3i8,https://www.adzuna.com/details/5818401437?utm_medium=api&utm_source=abfa41a4,46.250965,5818401437,59000.0,"Walk In Interviews Welcome. Weekdays 11-4. TA Truck Services Building. 100 Higgins Way, Grandview, WA 98930 We are seeking an Experienced Diesel Technician at one of our busy travel center locations. As a Diesel Technician, you will provide accurate, efficient service to customers by troubleshooting, diagnosing, and repairing heavy duty trucks and trailers in a professional and accommodating manner. Our Technicians ensure we are returning every traveler to the road better than they came. In thi…",2026-07-28T10:08:40Z,41000.0,Experienced Diesel Technician,0,Adzuna::API::Response::Job,full_time,-119.901705,LV Petroleum,Adzuna::API::Response::Company,Adzuna::API::Response::Category,other-general-jobs,Other/General Jobs,"['US', 'Washington', 'Yakima County', 'Grandview']",Adzuna::API::Response::Location,"Grandview, Yakima County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQyOCIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.0aebt2SDFRjYcwEosscFTkLEX-FxC47M_omfKIs4EgM,https://www.adzuna.com/details/5818401428?utm_medium=api&utm_source=abfa41a4,43.35947,5818401428,58240.0,"Walk In Interviews Welcome 6364 DIXIE HWY I-75 EXIT 144 BRIDGPORT, MI 48722 Interview any time from 11am EST to 4pm EST LV Petroleum is a recognized leader in the energy and fueling industry, committed to delivering exceptional service and products to our customers. Our team is integral to ensuring safe and efficient operations at our petroleum facilities. Job Overview: We are in search of a skilled Technician to join our talented maintenance team at TA/LV Petroleum. The Diesel Technician will …",2026-07-28T10:08:40Z,41600.0,Lube Technician,0,Adzuna::API::Response::Job,full_time,-83.881636,LV Petroleum,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Michigan', 'Saginaw County', 'Bridgeport']",Adzuna::API::Response::Location,"Bridgeport, Saginaw County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDMyIn0.O4L4QRG-0G7lLM8vr1dmhsb1bbuxqFEjMWQRvsLV3hI,https://www.adzuna.com/details/5818401432?utm_medium=api&utm_source=abfa41a4,28.575606,5818401432,23970.28,"TechOp Solutions is seeking Senior Customer Service Representatives with exceptional communication skills, strong analytical abilities, and a commitment to service excellence. The ideal candidate will be detail-oriented, adaptable, and thrive in a fast-paced, high-volume environment. These individuals will play a critical role supporting our client’s operations by reviewing, analyzing, and documenting sensitive information while ensuring accuracy, confidentiality, and compliance. Recruiter Note…",2026-07-28T10:08:40Z,23970.28,Remote Senior Call Center Representative,1,Adzuna::API::Response::Job,full_time,-81.395569,TechOp Solutions International,Adzuna::API::Response::Company,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,"['US', 'Florida', 'Orange County', 'Orlando']",Adzuna::API::Response::Location,"Orlando, Orange County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQzNCIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.deYE-dfsMDdJilY0tE9-yRrDpL96xmufgjoIxHQI4Rc,https://www.adzuna.com/details/5818401434?utm_medium=api&utm_source=abfa41a4,38.309063,5818401434,52589.6,"About us Denton Floyd Real Estate Group is looking for an energetic Community Manager to join our Bowling Green, KY team. We have a culture of teamwork, cooperation with other team members, and a family atmosphere that sets us apart. Denton Floyd is well-capitalized and has a proven record of year-over-year growth. We are involved in the ownership and management of multi-family communities. A successful team member in this role will be well-positioned to grow professionally as the company grows…",2026-07-28T10:08:40Z,52589.6,Community Manager,1,Adzuna::API::Response::Job,full_time,-85.771791,Denton Floyd Real Estate Group,Adzuna::API::Response::Company,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,"['US', 'Indiana', 'Clark County', 'Jeffersonville']",Adzuna::API::Response::Location,"Jeffersonville, Clark County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQzMyIsInMiOiJLaU9oNjVpSzhSR2lWY0lvdWJGTDV3In0.CBDq8_LT-HpyaykkYo9oaC2eXkH3W_pPp1HZW8YLwqA,https://www.adzuna.com/details/5818401433?utm_medium=api&utm_source=abfa41a4,,5818401433,49920.0,"Call Center Agent The Call Center Agent is responsible for professionally handling inbound and outbound calls, accurately booking and dispatching jobs, maintaining CRM accuracy, and managing digital leads in accordance with defined SOPs and client playbooks. This role also requires a strong sales mindset , with a focus on converting inquiries into booked appointments, maximizing revenue opportunities, and protecting every call as a potential booking. This role directly impacts SLA performance, …",2026-07-28T10:08:40Z,39520.0,Customer Service Representative,0,Adzuna::API::Response::Job,full_time,,Hunter Recruitment Advisors,Adzuna::API::Response::Company,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,"['US', 'Texas', 'Harris County', 'Houston']",Adzuna::API::Response::Location,"Houston, Harris County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDMxIn0.7MR4RJgaAystKYH7lwa2NIUZfnc9xXAarakig-GJWY8,https://www.adzuna.com/details/5818401431?utm_medium=api&utm_source=abfa41a4,,5818401431,153452.72,"The Staff Security Engineer, AI & Application Security is the first and only dedicated security engineering hire at Marcura, and is accountable for establishing the company's security engineering capability end to end. Because this is currently the single role focused wholly on security, the mandate is deliberately broad and deliberately hands on: it spans offensive assurance, defensive engineering, secure architecture and technical governance across applications, APIs, cloud infrastructure and…",2026-07-28T10:08:40Z,153452.72,"Staff Security Engineer, AI & Application Security",1,Adzuna::API::Response::Job,,,Marcura,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,['US'],Adzuna::API::Response::Location,US,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS2lPaDY1aUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDM2In0.nYE0FRL2WXuA4cEl-Mqbz8guO4cYthvvXQjRcLle30A,https://www.adzuna.com/details/5818401436?utm_medium=api&utm_source=abfa41a4,41.058153,5818401436,47178.83,"At Thorlabs, we design and manufacture components, instruments, and systems that transform the world by identifying, enabling, and accelerating key photonics (i.e., light-based) technologies. Backed by a dedicated workforce of more than 3,000 employees worldwide, Thorlabs contributes to cutting-edge research and real-world innovation. Whether you're early in your career or bringing years of experience, you’ll find opportunities to grow, take ownership, and make meaningful contributions from day…",2026-07-28T10:08:40Z,47178.83,CNC Machinist - 2nd shift,1,Adzuna::API::Response::Job,full_time,-74.752665,Thorlabs,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"['US', 'New Jersey', 'Sussex County', 'Newton']",Adzuna::API::Response::Location,"Newton, Sussex County",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUF0ODdKaUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4NDAxNDI0In0.blbmjaw8KunY-6YBN0_Xqdr2DAvhA3avCVD9ZsqqKeE,https://www.adzuna.com/details/5818401424?utm_medium=api&utm_source=abfa41a4,35.77443,5818401424,121192.72,"Top 3 Reasons To Join Us Competitive Salary International Environment Working on the latest tech for the Insurtech Market Leader About Us At CoverGo, our mission is to empower all insurance companies to make insurance 100% digital and accessible to everyone. We are a leading global no-code insurance platform for health, life, and P&C We’re the winner of the Insurtech of the Year in all of Asia and other awards globally We work with insurance enterprise clients such as AXA, Bupa, MSIG, Dai-ichi,…",2026-07-28T10:08:40Z,121192.72,"Lead Full Stack Engineer (.Net, Vue/React) - Fully Remote",1,Adzuna::API::Response::Job,full_time,-78.631362,CoverGo,Adzuna::API::Response::Company,Adzuna::API::Response::Category,it-jobs,IT Jobs,"['US', 'North Carolina', 'Wake County', 'Raleigh']",Adzuna::API::Response::Location,"Raleigh, Wake County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODQwMTQ0NCIsInMiOiJtQXQ4N0ppSzhSR2lWY0lvdWJGTDV3In0.K4qsMl6ZZBhLG1nKD_K8H3v084lZeuICHTtcI-Yr-U4,https://www.adzuna.com/details/5818401444?utm_medium=api&utm_source=abfa41a4,41.623581,5818401444,110757.66,"Overview We are looking for a Senior Project Manager to lead commercial and industrial electrical construction projects in an electrical subcontractor environment. This role owns projects from preconstruction through closeout, overseeing schedules, budgets, subcontractor coordination, client communication, and field execution across multiple active projects. AlphaHire is recruiting on behalf of a client that specializes in commercial electrical construction, design-build services, maintenance, …",2026-07-28T10:08:40Z,110757.66,Senior Project Manager - Commercial Electrical Construction,1,Adzuna::API::Response::Job,,-72.650596,AlphaHire,Adzuna::API::Response::Company,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,"['US', 'Connecticut', 'Middlesex County', 'Cromwell']",Adzuna::API::Response::Location,"Cromwell, Middlesex County",
