description,id,__CLASS__,salary_max,salary_min,created,title,latitude,salary_is_predicted,longitude,adref,redirect_url,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896144,Adzuna::API::Response::Job,60122.07,60122.07,2026-07-01T11:19:59Z,CDL-A Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,35.983546,1,-77.968768,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MTQ0In0.X-tDOzGDFPCpK1rZ3kWcO01n-_NJ0Banj3LxUkJztq0,https://www.adzuna.com/land/ad/5783896144?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=EDDDFBBA0C17ADC9FEC543D36A4900B3A5501E28,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Nashville, Nash County","['US', 'North Carolina', 'Nash County', 'Nashville']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896153,Adzuna::API::Response::Job,61375.67,61375.67,2026-07-01T11:19:59Z,Class A CDL Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,32.275009,1,-95.301669,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MTUzIn0.h8sRlIQ4vr8NUKRQ7n7yt49UNVO3aB4HC9qrr6Dg4Ao,https://www.adzuna.com/land/ad/5783896153?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=9E4F283496C35FF4F0ECBD53B3C02D8BC58ABE05,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"St Louis, Smith County","['US', 'Texas', 'Smith County', 'St Louis']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896128,Adzuna::API::Response::Job,65514.5,65514.5,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,33.996485,1,-81.030183,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjEyOCIsInMiOiI2RlJRYzJSMThSRzA3NW9uYklXT2F3In0.pWei8h0pa3DAJqgwpYMll7mFMj4lInmuyOIy9hYanTA,https://www.adzuna.com/land/ad/5783896128?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=263EF2026D2545E361459068DA099D996BD44BA6,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Market, Richland County","['US', 'South Carolina', 'Richland County', 'Market']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896165,Adzuna::API::Response::Job,66871.36,66871.36,2026-07-01T11:19:59Z,Class A CDL Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,32.409925,1,-89.468007,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MTY1In0.kk6I3b6i59PYyAoWTzd2SPH2FiCZEehOriMSedGVcc8,https://www.adzuna.com/land/ad/5783896165?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=7863D7E55405B7C52AB6B75BF6D38625BF802BEE,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Forest, Scott County","['US', 'Mississippi', 'Scott County', 'Forest']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896228,Adzuna::API::Response::Job,58646.68,58646.68,2026-07-01T11:19:59Z,CDL-A Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,37.526765,1,-82.823565,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MjI4In0.i0M_XeBM0BjZmitqlSIeczJMi15xImtfiNup-R2Pks4,https://www.adzuna.com/land/ad/5783896228?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=BC9AB9D25D6D4B7A5D817D77C9CF486E8E2E225F,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Eastern, Floyd County","['US', 'Kentucky', 'Floyd County', 'Eastern']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896199,Adzuna::API::Response::Job,73657.41,73657.41,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,35.849729,1,-90.686468,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MTk5In0.ZD-JVZyf4Hg4xSr57El7GX0UiSzPUpr77RwtPkmp6zk,https://www.adzuna.com/land/ad/5783896199?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=8E3354903BABCE6ED3145A4DB0F922366978EE0D,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Jonesboro, Craighead County","['US', 'Arkansas', 'Craighead County', 'Jonesboro']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896179,Adzuna::API::Response::Job,95543.66,95543.66,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,35.610831,1,-88.818882,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MTc5In0.YMrE9EB6KQU8AGUddcY-wdkY29VluLB9zTfgViw00as,https://www.adzuna.com/land/ad/5783896179?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=C8B7E646C3CEEB288D8DC70FD85E3BF5DD2D3524,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Bemis, Madison County","['US', 'Tennessee', 'Madison County', 'Bemis']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896225,Adzuna::API::Response::Job,63931.35,63931.35,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,30.543031,1,-91.047058,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MjI1In0.OvI9PfXQl8H8f36RPWy9KxhyA3IKAB9H7ApHugBxB8E,https://www.adzuna.com/land/ad/5783896225?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=468EDCC8014E3B82B0FCAF746456ECA5EB8403A6,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Central, East Baton Rouge Parish","['US', 'Louisiana', 'East Baton Rouge Parish', 'Central']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896143,Adzuna::API::Response::Job,70892.34,70892.34,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,36.100148,1,-94.136392,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjE0MyIsInMiOiI2RlJRYzJSMThSRzA3NW9uYklXT2F3In0.DneataAZ7zEE5LeFkZrT5ihv9Fdd8Ix-L-qOpNfVqSw,https://www.adzuna.com/land/ad/5783896143?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=8CEA2C60D17EAD4A538BFD36D23689FDB218A434,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Johnson, Washington County","['US', 'Arkansas', 'Washington County', 'Johnson']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896111,Adzuna::API::Response::Job,65351.2,65351.2,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,35.961127,1,-83.920879,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjExMSIsInMiOiI2RlJRYzJSMThSRzA3NW9uYklXT2F3In0.8_T8g0xP3tx-a8pCVBvlCQatBe6FfhwCZ9AM-UpAD0o,https://www.adzuna.com/land/ad/5783896111?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=C88648FA2B069DB0EF519AAD11D1C2835628A909,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Knoxville, Knox County","['US', 'Tennessee', 'Knox County', 'Knoxville']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896220,Adzuna::API::Response::Job,76999.81,76999.81,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,32.472589,1,-84.978465,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNkZSUWMyUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MjIwIn0.W_xye7k5fAbRx2UhbxNKCWyRa4GYv0nYAxI5eItHERw,https://www.adzuna.com/land/ad/5783896220?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=4A919E90F0041F3643CCA41AB3078BEC4C320790,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Phenix City, Russell County","['US', 'Alabama', 'Russell County', 'Phenix City']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896194,Adzuna::API::Response::Job,58584.07,58584.07,2026-07-01T11:19:59Z,Class A CDL Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,35.405173,1,-94.389201,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjE5NCIsInMiOiI2RlJRYzJSMThSRzA3NW9uYklXT2F3In0.kaOo8fXfTpqVLnLknUblCVEwOJTiD6ymUVMCAr4MS-w,https://www.adzuna.com/land/ad/5783896194?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=033ECD4C98F21E8429D0D71AA2C459D778D9F5F4,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Fort Smith, Sebastian County","['US', 'Arkansas', 'Sebastian County', 'Fort Smith']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896229,Adzuna::API::Response::Job,58502.5,58502.5,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,37.526765,1,-82.823565,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjIyOSIsInMiOiI2RlJRYzJSMThSRzA3NW9uYklXT2F3In0.5-6pcM_HR0AwJMhPfsZ2ePcoUvOKKr1q4TU_DRsIa8w,https://www.adzuna.com/land/ad/5783896229?se=6FRQc2R18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=C91CD220C13CB91452DE2AE25E804EAD1BEB1CFA,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Eastern, Floyd County","['US', 'Kentucky', 'Floyd County', 'Eastern']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896114,Adzuna::API::Response::Job,69287.77,69287.77,2026-07-01T11:19:59Z,CDL-A Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,29.9382,1,-90.0685,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjExNCIsInMiOiJ1QTBoZEdSMThSRzA3NW9uYklXT2F3In0.4RhJunKHbjPJgDPRfjFqLmu1bSisukBLh2mGqY4fGa0,https://www.adzuna.com/land/ad/5783896114?se=uA0hdGR18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=78A6B8CC20BA0DA614F3A978B95875ABC93D4CE1,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Lafayette Square, Orleans Parish","['US', 'Louisiana', 'Orleans Parish', 'Lafayette Square']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896156,Adzuna::API::Response::Job,61086.04,61086.04,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,32.275009,1,-95.301669,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjE1NiIsInMiOiJ1QTBoZEdSMThSRzA3NW9uYklXT2F3In0.ChcPsjkAXjuDbpry5IYGWzHfTYGKW1lvCt7mPTdkvaY,https://www.adzuna.com/land/ad/5783896156?se=uA0hdGR18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=E96D5485DED8946C010CCD88AAD895270D18BDDD,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"St Louis, Smith County","['US', 'Texas', 'Smith County', 'St Louis']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896116,Adzuna::API::Response::Job,69117.37,69117.37,2026-07-01T11:19:59Z,Truck Driver Company - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,29.9382,1,-90.0685,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUEwaGRHUjE4UkcwNzVvbmJJV09hdyIsImkiOiI1NzgzODk2MTE2In0.qOJtl5RQxUwZXzGQpGH0F4YtEFpDJCiWaq51b6szdJc,https://www.adzuna.com/land/ad/5783896116?se=uA0hdGR18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=799E206A48848569B0942B2F11C2CBF5F1732347,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Lafayette Square, Orleans Parish","['US', 'Louisiana', 'Orleans Parish', 'Lafayette Square']",Adzuna::API::Response::Location,full_time,
"Hiring CDL A Flatbed Truck Drivers | Percentage or CPM Pay | CO & LP. Position Details: OTR POSITION ONLY PAY OPTION: 27% OF LINE HAUL OR UP TO 0.63 - 0.66/Mile (LOADED AND EMPTY) 80% OF LOADS ARE STEEL (BEAMS, PLATES, REBAR etc>) AVERAGE LENGTH OF HAUL IS 700 MILES LP DRIVERS: 75% OF THE LOAD, 100% FSC $3,000 SIGN-ON BONUS PAID OUT OVER SIX MONTHS | $1,000 TRANSITION PAY CONSISTENT WEEKENDS AT HOME LATE-MODEL TRUCKS WITH APUs, REFRIGERATORS, INVERTERS & POWER OUTLETS 60% NO-TARP FREIGHT 3.5 DA…",5783896177,Adzuna::API::Response::Job,74084.12,74084.12,2026-07-01T11:19:59Z,Class A CDL Company Driver - 1yr EXP Required - OTR - Flatbed - EverGreen Industries,36.533772,1,-82.358684,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5NjE3NyIsInMiOiJ1QTBoZEdSMThSRzA3NW9uYklXT2F3In0.rALwlgrTD475_PfSBhSp3aWK0WTBuHmmfMJdE-AO_Wc,https://www.adzuna.com/land/ad/5783896177?se=uA0hdGR18RG075onbIWOaw&utm_medium=api&utm_source=abfa41a4&v=107E0957DAC4BF6C3D6D1D9DCACAFD458124FBE1,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,EverGreen Industries,Adzuna::API::Response::Company,"Blountville, Sullivan County","['US', 'Tennessee', 'Sullivan County', 'Blountville']",Adzuna::API::Response::Location,full_time,
