salary_max,latitude,salary_is_predicted,created,adref,__CLASS__,id,description,longitude,redirect_url,title,salary_min,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,contract_time,contract_type
93630.47,34.433,1,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTM0NCIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.IRQuoHtqKGzU9gPIfcQs62XwL1WloPqg68FyFEc7Zzw,Adzuna::API::Response::Job,5685695344,"About us: 4LEAF, Inc (4LEAF) is a multi-discipline engineering firm providing services throughout the United States. For over 20 years, 4LEAF has assisted communities in successfully navigating contract services, leading to fiscally responsible solutions. As one of the industry’s notable providers of planning, building and safety, engineering, construction management, and fire consulting services, 4LEAF has an enviable track record of completing complex projects and staffing assignments with bo…",-119.835387,https://www.adzuna.com/details/5685695344?utm_medium=api&utm_source=abfa41a4,Inspector of Record,93630.47,"Isla Vista, Santa Barbara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Barbara County', 'Isla Vista']",Adzuna::API::Response::Company,"4LEAF, Inc",Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,,
52000.0,40.584024,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTM2NyIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.-uSe4kYdHSejrwsWaoVajYNjNxyL4wOl11F52ogSTfI,Adzuna::API::Response::Job,5685695367,"About the Lighthouse Lighthouse is a New York City-based specialized agency dedicated to providing top-quality Applied Behavior Analysis (ABA) therapy services for children with autism. Our mission is to empower these children and their families by implementing evidence-based interventions that promote skill development, independence, and improved communication. We value compassion, dedication, and professional growth, placing a strong focus on fostering a supportive environment where our team …",-73.95116,https://www.adzuna.com/details/5685695367?utm_medium=api&utm_source=abfa41a4,"ABA Behavior Technician- Coney Island, NY",45760.0,"Southern Brooklyn, Brooklyn",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Brooklyn', 'Southern Brooklyn']",Adzuna::API::Response::Company,Lighthouse CH,Social work Jobs,social-work-jobs,Adzuna::API::Response::Category,part_time,
66560.0,33.9295,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzEzIn0.iIYyF5ch-uSd9ebdhilbZyTlGDGw7OdfzHDIzfdOBaM,Adzuna::API::Response::Job,5685695313,"Are you looking for a Meaningful and Fulfilling Career? A.G. Rhodes would love the opportunity to work with you We are proud to be one of the few Non-profit organizations in Georgia. Our Culture is compassionate, inclusive, empowering, and innovative. We have a high retention rate, and we strive to make sure you have the best experience possible. Please consider applying for one of our Licensed Practical Nurse ( LPN ) positions at our Cobb community located in Marietta. We have been awarded Bes…",-84.4662,https://www.adzuna.com/details/5685695313?utm_medium=api&utm_source=abfa41a4,Licensed Practical Nurse ( LPN ) Cobb Community,54080.0,"Cumberland, Cobb County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Cobb County', 'Cumberland']",Adzuna::API::Response::Company,A.G. Rhodes Cobb,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,part_time,
58240.0,40.612215,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTMyOCIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.uOsbYcIYMWJNQ2W_qaZHLKJnLat69Ap_AuLG4jMj4nc,Adzuna::API::Response::Job,5685695328,"About the Lighthouse Lighthouse is a New York City-based specialized agency dedicated to providing top-quality Applied Behavior Analysis (ABA) therapy services for children with autism. Our mission is to empower these children and their families by implementing evidence-based interventions that promote skill development, independence, and improved communication. We value compassion, dedication, and professional growth, placing a strong focus on fostering a supportive environment where our team …",-74.086235,https://www.adzuna.com/details/5685695328?utm_medium=api&utm_source=abfa41a4,ABA Behavior Technician Position - (Spanish Speaking) Staten Island,45760.0,"Stapleton and St. George, Staten Island",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Staten Island', 'Stapleton and St. George']",Adzuna::API::Response::Company,Lighthouse CH,Social work Jobs,social-work-jobs,Adzuna::API::Response::Category,part_time,
85000.0,33.93022,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MjgyIn0.SJ3tCG3Nya49-PvwXRkNzSRdSgK-Y_3khFLf_vT_EvI,Adzuna::API::Response::Job,5685695282,"Description: Air Treatment Corporation is a dynamic, collaborative work environment. We understand the expectations of high–quality customer service, therefore we actively search and promote a cohesive team that is formulated to exceed expectations. We are devoted to the growth of our employees and look to provide opportunities for advancement from within, while providing a robust benefit package to our team members. Job Summary: Inside Sales Engineer I – Level I acts as a liaison between inter…",-117.88842,https://www.adzuna.com/details/5685695282?utm_medium=api&utm_source=abfa41a4,INSIDE SALES ENGINEER - REFRIGERATION,65000.0,"Brea, Orange County",Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Brea']",Adzuna::API::Response::Company,Air Treatment Corporation,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
104000.0,43.083,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTM4MiIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.sZIR51pvKZjoIzGR4NLrbAkb3KBU3e_mTy1XzpdVcMQ,Adzuna::API::Response::Job,5685695382,"JOB SUMMARY Act as a member of an integrative team to provide occupational therapy services for each child and/or their family, by designing and implementing a comprehensive treatment plan to help meet their treatment goals. ESSENTIAL DUTIES Assess family and child's treatment needs utilizing formal and informal/functional assessments. Meeting with clients every week or as identified by client, family, and/or team. Provides occupational therapy to individuals, groups, and/or families at a frequ…",-88.03791,https://www.adzuna.com/details/5685695382?utm_medium=api&utm_source=abfa41a4,Occupational Therapist,76960.0,"Butler, Waukesha County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Waukesha County', 'Butler']",Adzuna::API::Response::Company,Lad Lake Inc,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
75000.0,38.405498,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzYzIn0.zeEg8AUVQdAnzABRXu9w7bJq3z226uZlN09fKCmh8fI,Adzuna::API::Response::Job,5685695363,"ADMINISTRATIVE ASSISTANT – MAINTENANCE & LANDSCAPING Yountville, CA JOB SUMMARY The Administrative Assistant for the Maintenance and Landscaping Department provides comprehensive administrative and operational support to ensure the efficient daily functioning of engineering and grounds operations. This role supports leadership and frontline teams through organization, communication, documentation, timekeeping, purchasing coordination, tracking departmental projects, and safety reinforcement. Th…",-122.359153,https://www.adzuna.com/details/5685695363?utm_medium=api&utm_source=abfa41a4,Administrative Assistant,65000.0,"Yountville, Napa County",Adzuna::API::Response::Location,"['US', 'California', 'Napa County', 'Yountville']",Adzuna::API::Response::Company,The Estate Yountville,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,,
25598.03,43.650604,1,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTI5NyIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.HlDEf5FkNbnCD7Vl03SL-HXN0HkYTis1wv0F7H8Fvs4,Adzuna::API::Response::Job,5685695297,"Essential Functions Summary: The Assembler position is essential in the aggregation of sheet metal control house building. They will assist with layout, measure, and marking dimensions and reference lines. The Assembler needs to be versatile and willing and able to quickly learn a variety of skills. The Assembler works independently, quickly, and efficiently with little supervision. The individual we are looking for will be a team player and willing to help wherever there is need. Accountabilit…",-116.672476,https://www.adzuna.com/details/5685695297?utm_medium=api&utm_source=abfa41a4,Assembler - 2nd Shift,25598.03,"Caldwell, Canyon County",Adzuna::API::Response::Location,"['US', 'Idaho', 'Canyon County', 'Caldwell']",Adzuna::API::Response::Company,Johnson Thermal Systems,Manufacturing Jobs,manufacturing-jobs,Adzuna::API::Response::Category,full_time,
52000.0,35.773993,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzIwIn0.FfV0lH7ocg7oeXV4YjuP4mVSdOu02zNbiqDg0ZTMnAI,Adzuna::API::Response::Job,5685695320,"About the Lighthouse Lighthouse is a New York City-based specialized agency dedicated to providing top-quality Applied Behavior Analysis (ABA) therapy services for children with autism. Our mission is to empower these children and their families by implementing evidence-based interventions that promote skill development, independence, and improved communication. We value compassion, dedication, and professional growth, placing a strong focus on fostering a supportive environment where our team …",-78.63276,https://www.adzuna.com/details/5685695320?utm_medium=api&utm_source=abfa41a4,"ABA Behavior Technician Medical Liaison - Raleigh, NC",45760.0,"Raleigh, Wake County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Raleigh']",Adzuna::API::Response::Company,Lighthouse CH,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,part_time,
43680.0,37.3065,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzY2In0.MK7v9usrNY2XabzX2QA1NnqZz7R8YZdFU50RBBqC93E,Adzuna::API::Response::Job,5685695366,"Brame, a family-owned business established in 1924, is dedicated to serving our customers in Virginia and the Carolinas with a variety of products, services, and solutions. We take pride in our deep-rooted community ties and our commitment to helping our customers enhance the look, health, and efficiency of their facilities. As for our product offerings, we provide a comprehensive range that includes Food Service, School and Workplace Furniture, Industrial Packaging, Janitorial Facility, Office…",-79.94034,https://www.adzuna.com/details/5685695366?utm_medium=api&utm_source=abfa41a4,Delivery Driver,39520.0,"Bonsack, Roanoke",Adzuna::API::Response::Location,"['US', 'Virginia', 'Roanoke County', 'Roanoke', 'Bonsack']",Adzuna::API::Response::Company,Brame Specialty Co.,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
73673.0,33.15007,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1Mzg3In0.R7-2hwzq0py79Tp5gSaIFNkhRWdhU-uXLB9MQ6VQPb0,Adzuna::API::Response::Job,5685695387,"At TrueCare, we believe that everyone deserves access to excellent healthcare. For over 50 years we have been helping patients and families have timely, affordable, and expert healthcare. Joining us is just a click away. Health inside. Welcome in. Yo ur Role & Impact The Resource Case Manager will be responsible for conducting patient intake and all required paperwork for program enrollment. The Resource Case Manager will be responsible for completing comprehensive assessments in the areas of h…",-117.16965,https://www.adzuna.com/details/5685695387?utm_medium=api&utm_source=abfa41a4,Bilingual Spanish -Resource Case Manager,52624.0,"San Marcos, San Diego County",Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'San Marcos']",Adzuna::API::Response::Company,TrueCare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
68640.0,32.71173,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1Mzg1In0.ZSO0PEeDn93QDWzw-aM05qnM1UcP39pgcvFdJiu9JnM,Adzuna::API::Response::Job,5685695385,"Join our dynamic team at Quadrant Health Group! Dallas Detox Center , a proud member of the Quadrant Health Group, is seeking compassionate and skilled Full-Time Day Shift and Night Shift Staff Nurses to join our team at our newest facility in Dallas Detox. If you are a dedicated nurse passionate about providing exceptional patient care in a supportive and collaborative environment, we want to hear from you! Why Join Dallas Detox Center? Competitive salary commensurate with experience. Comprehe…",-97.750674,https://www.adzuna.com/details/5685695385?utm_medium=api&utm_source=abfa41a4,Nurse- Night & Day Shifts,62400.0,"Hudson Oaks, Parmer County",Adzuna::API::Response::Location,"['US', 'Texas', 'Parmer County', 'Hudson Oaks']",Adzuna::API::Response::Company,Quadrant Health Group,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
65104.0,20.882936,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTI1NyIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.dwm5l8EcA1JNZ9Hu2VDSPBRTvX2QrGtCRoQ1f9RIhBo,Adzuna::API::Response::Job,5685695257,"Description: About us: 4LEAF, Inc (4LEAF) is a multi-discipline engineering firm providing services throughout the United States. For over 20 years, 4LEAF has assisted communities in successfully navigating contract services leading to fiscally responsible solutions. As one of the industry’s notable providers of planning, building and safety, engineering, construction management, and fire consulting services, 4LEAF has an enviable track record of completing complex projects and staffing assignm…",-156.475363,https://www.adzuna.com/details/5685695257?utm_medium=api&utm_source=abfa41a4,Administrative Assistant TEMP,47403.0,"Kahului, Maui",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Maui', 'Kahului']",Adzuna::API::Response::Company,"4LEAF, Inc",Admin Jobs,admin-jobs,Adzuna::API::Response::Category,full_time,contract
43680.0,35.19955,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzA1In0.6kJIf77U6qQB0bk9OyGAankRiYCkh8ov1q7zNSYwxk4,Adzuna::API::Response::Job,5685695305,"Description: WORK, PLAY, & ENJOY LIFE WITH HERITAGE Heritage Companies embodies the culture, spirit, and traditions of New Mexico, while offering a work environment that is focused on the overall employee experience. All employees will experience the exciting perks that only Heritage Companies can provide; including growth opportunities across our companies, generous discounts on hotel room rates, spa, and food at all of our restaurants in the portfolio across the wonderful state of New Mexico!…",-106.64425,https://www.adzuna.com/details/5685695305?utm_medium=api&utm_source=abfa41a4,Facilities & Maintenance Technician,35360.0,"Alameda, Bernalillo County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Bernalillo County', 'Alameda']",Adzuna::API::Response::Company,Hotel Albuquerque of Old Town,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Category,full_time,
52000.0,40.670816,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzYxIn0.SXOYd2NYNFuWRWaieoiq5XrmhgAR4alWAZ0dyADnftQ,Adzuna::API::Response::Job,5685695361,"About the Lighthouse Lighthouse is a New York City-based specialized agency dedicated to providing top-quality Applied Behavior Analysis (ABA) therapy services for children with autism. Our mission is to empower these children and their families by implementing evidence-based interventions that promote skill development, independence, and improved communication. We value compassion, dedication, and professional growth, placing a strong focus on fostering a supportive environment where our team …",-73.895866,https://www.adzuna.com/details/5685695361?utm_medium=api&utm_source=abfa41a4,ABA Behavior Technician - East New York,45760.0,"East New York and New Lots, Brooklyn",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Brooklyn', 'East New York and New Lots']",Adzuna::API::Response::Company,Lighthouse CH,Social work Jobs,social-work-jobs,Adzuna::API::Response::Category,part_time,
14996.0,44.502351,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1NDM0In0.osjInDiIdMYaYz7fpDxiZBScW6lFPOhs76x0_gjSuiY,Adzuna::API::Response::Job,5685695434,"Description: Unlock your potential at The Essex Resort & Spa! Join us on a journey where passion meets profession in the heart of Vermont's scenic countryside. We redefine hospitality excellence, offering more than just a job—it's an opportunity to join a dynamic team committed to crafting unforgettable experiences. Whether you're an experienced expert or an aspiring talent, our diverse career opportunities promise growth, fulfillment, and the chance to make a meaningful impact. From culinary m…",-73.089204,https://www.adzuna.com/details/5685695434?utm_medium=api&utm_source=abfa41a4,Server (Breakfast & Lunch) - (Part-Time) - $7.21/hour  tips (guaranteed minimum of $18/hour),14996.0,"Pinewood, Chittenden County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'Pinewood']",Adzuna::API::Response::Company,Essex Resort Holdings,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,part_time,
90000.0,38.405498,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTMzNiIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.wPYPmytHX-pgbUT-dw_Jnj3VahpRSUsl3mmhHrg932M,Adzuna::API::Response::Job,5685695336,"PRIVATE EVENT MANAGER Yountville, CA We are seeking a skilled, organized, and service-driven Banquet Manager to lead the planning and execution of banquet and event operations. The Banquet Manager is responsible for overseeing all aspects of events including meetings, conferences, weddings, and special functions, ensuring exceptional guest experiences and seamless operational execution. This role requires strong leadership, attention to detail, and the ability to perform effectively in a fast-p…",-122.359153,https://www.adzuna.com/details/5685695336?utm_medium=api&utm_source=abfa41a4,Private Event Manager,80000.0,"Yountville, Napa County",Adzuna::API::Response::Location,"['US', 'California', 'Napa County', 'Yountville']",Adzuna::API::Response::Company,The Estate Yountville,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,,
52000.0,40.726491,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTI4NiIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.CeVToq4tei5IKUtEH6lLIYOpR8UmoZQ7vaJkikwy_Gg,Adzuna::API::Response::Job,5685695286,"About the Lighthouse Lighthouse is a New York City-based specialized agency dedicated to providing top-quality Applied Behavior Analysis (ABA) therapy services for children with autism. Our mission is to empower these children and their families by implementing evidence-based interventions that promote skill development, independence, and improved communication. We value compassion, dedication, and professional growth, placing a strong focus on fostering a supportive environment where our team …",-73.51787,https://www.adzuna.com/details/5685695286?utm_medium=api&utm_source=abfa41a4,"ABA Behavior Technician - Levittown, NY",45760.0,"Island Trees, Nassau County",Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Island Trees']",Adzuna::API::Response::Company,Lighthouse CH,Social work Jobs,social-work-jobs,Adzuna::API::Response::Category,part_time,
287708.0,33.15007,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1NDE3In0.bHG6Vp_BFaIgpXgyuoplpthjgRXd19qo7GgCAqMhD8o,Adzuna::API::Response::Job,5685695417,"TrueCare, a federally qualified health center and nonprofit organization, is a trusted healthcare provider serving San Diego and Riverside Counties, offering compassionate and comprehensive care to underserved communities. We are committed to making healthcare accessible to everyone, regardless of income or insurance status. Our vision is to be the premier healthcare provider in the region, delivering exceptional patient experiences through innovative, integrated care. We are seeking an experie…",-117.16965,https://www.adzuna.com/details/5685695417?utm_medium=api&utm_source=abfa41a4,General Counsel,179817.0,"San Marcos, San Diego County",Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'San Marcos']",Adzuna::API::Response::Company,TrueCare,Legal Jobs,legal-jobs,Adzuna::API::Response::Category,full_time,
73673.0,33.15007,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTQxMyIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.la1pwNZ2Zzgy4HogURuiWoenQ-KHVEqKEls7DERueds,Adzuna::API::Response::Job,5685695413,"TrueCare is a trusted healthcare provider serving San Diego and Riverside Counties, offering compassionate and comprehensive care to underserved communities. We are committed to making healthcare accessible to everyone, regardless of income or insurance status. With a focus on culturally sensitive, affordable services, TrueCare aims to improve the health of diverse communities. Our vision is to be the premier healthcare provider in the region, delivering exceptional patient experiences through …",-117.16965,https://www.adzuna.com/details/5685695413?utm_medium=api&utm_source=abfa41a4,Medical Assistant - Family Medicine (PACE) - 10114255,52624.0,"San Marcos, San Diego County",Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'San Marcos']",Adzuna::API::Response::Company,TrueCare,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,full_time,
93600.0,33.860396,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTI3NiIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.DXFJImW5VIVxUSRAsmkInySkI51-pi-O56mmApKHIjo,Adzuna::API::Response::Job,5685695276,"Are you looking for a Meaningful and Fulfilling Career? A.G. Rhodes Care Solutions is currently hiring Registered Nurse (RN) Care partners to work at our three Metro Atlanta communities, and we would love the opportunity to work with you We are proud to be one of the few Non-profit organizations in Georgia. Our Culture is Compassionate, Inclusive, Empowering, and Innovative. We value our Care partners and strive to make sure you have an exceptional employee experience. Our A.G. Rhodes Care Solu…",-84.421024,https://www.adzuna.com/details/5685695276?utm_medium=api&utm_source=abfa41a4,Registered Nurse (RN) A.G. Rhodes Care Solutions,93600.0,"Sandy Springs, Fulton County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Fulton County', 'Sandy Springs']",Adzuna::API::Response::Company,A G Rhodes Health & Rehab,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
75000.0,38.405498,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTMxMSIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.p-QBUqCj8y-f6wPoWmqwaZeUdhSONSeI2XhYpCU04yc,Adzuna::API::Response::Job,5685695311,"Laying in the heart of Napa Valley, The Estate Yountville features two magnificent hotels that embody the perfect getaway and retreat. Surrounded by vineyards, Michelin-star restaurants and exquisite views in Yountville, our 22-acre haven sits among one the most coveted viticulture regions in the world. We invite our guests to immerse themselves in a redesigned Wine Country experience in a delightfully vino-cultured manner: two luxury hotels with decidedly different personalities – the vibrant …",-122.359153,https://www.adzuna.com/details/5685695311?utm_medium=api&utm_source=abfa41a4,Assistant Guest Experience Manager,70000.0,"Yountville, Napa County",Adzuna::API::Response::Location,"['US', 'California', 'Napa County', 'Yountville']",Adzuna::API::Response::Company,Boardwalk IG Management LLC,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,,
73482.01,29.966526,1,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1MzM1In0.S3hL-tdxuSTxRQ7yOBVs6ZKzTSaXzIjomz8hNDe1Fa8,Adzuna::API::Response::Job,5685695335,"Description: Structural Welder Location: 17102 LA-330 Abbeville, LA 70510 Employment Type: Full-time Job Summary We are seeking a skilled Welder with experience in fabrication and structural welding to join our team. The successful candidate will be responsible for ensuring welding processes and procedures are followed accurately, producing high-quality welds, and collaborating with team members to complete projects efficiently. This role requires proficiency in interpreting blueprints, welding…",-92.138152,https://www.adzuna.com/details/5685695335?utm_medium=api&utm_source=abfa41a4,Structural Welder,73482.01,"Abbeville, Vermilion Parish",Adzuna::API::Response::Location,"['US', 'Louisiana', 'Vermilion Parish', 'Abbeville']",Adzuna::API::Response::Company,Acadian Contractors Inc,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,full_time,
56255.99,30.450374,1,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTM4OCIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.kd-pp_HY8OzTDTUgjuFMkbDmAT4H6H-6eyYAXtRrNw8,Adzuna::API::Response::Job,5685695388,"Job Title: Leasing and Marketing Director We are seeking an experienced and results-driven Leasing and Marketing Director to join our team. In this role, you will be responsible for overseeing all leasing activities of our property, marketing for the property, social media postings, planning and hosting resident events for the community and maintaining positive resident relations. You will work closely with the property management team to develop and implement effective leasing strategies and d…",-97.620238,https://www.adzuna.com/details/5685695388?utm_medium=api&utm_source=abfa41a4,Leasing and Marketing Director - Livano Pflugerville,56255.99,"Pflugerville, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Pflugerville']",Adzuna::API::Response::Company,Gallery Residential,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Category,full_time,
85000.0,44.557623,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3J5Y1hOa3Q4Ukd1VjlDS2VRWTVPQSIsImkiOiI1Njg1Njk1NDQxIn0.331EGXwx_CAR7AnhM5USQQsjoDW7Ohp-aguLp50Re3I,Adzuna::API::Response::Job,5685695441,"If our name sounds familiar, there’s a reason why. We’re the people behind the iconic Koozie® Can Kooler – and more! As one of the largest suppliers in the promotional products industry, you’ve probably seen our work everywhere from your local bank to a large concert or sporting event. We imprint company logos and slogans on everything from pens to coffee tumblers, lunch bags, tech accessories, camp chairs, and award-winning calendars, to name just a few. Our desire to benefit our people, custo…",-92.549417,https://www.adzuna.com/details/5685695441?utm_medium=api&utm_source=abfa41a4,Manufacturing Supervisor - 1st shift,70000.0,"Red Wing, Goodhue County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Goodhue County', 'Red Wing']",Adzuna::API::Response::Company,Scribe OpCo Inc dba Koozie Group,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,,
100000.0,38.405498,0,2026-04-01T10:40:43Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NTY5NTM2NCIsInMiOiJncnljWE5rdDhSR3VWOUNLZVFZNU9BIn0.BGBYwmIbCklpWkVxy5S0ZQ0vAwppZ5t9Yh94t9mF8Aw,Adzuna::API::Response::Job,5685695364,"RESTAURANT GENERAL MANAGER, CLEMENTINE Yountville, CA JOB SUMMARY The General Manager will oversee all front-of-house operations, ensuring smooth day-to-day service, exceptional hospitality, and a culture of collaboration. This role is critical in setting the tone for the guest experience and working in lockstep with the Executive Chef to maintain high standards across service and execution. ESSENTIAL JOB RESPONSIBILITIES Lead and manage the front-of-house team, including hiring, training, sche…",-122.359153,https://www.adzuna.com/details/5685695364?utm_medium=api&utm_source=abfa41a4,"Restaurant General Manager, Clementine",90000.0,"Yountville, Napa County",Adzuna::API::Response::Location,"['US', 'California', 'Napa County', 'Yountville']",Adzuna::API::Response::Company,The Estate Yountville,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,,
