id,salary_max,salary_is_predicted,latitude,created,__CLASS__,description,contract_type,adref,longitude,title,salary_min,redirect_url,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,location.display_name,location.__CLASS__,location.area,contract_time
5755529188,104040.75,1,41.08425,2026-06-07T10:48:18Z,Adzuna::API::Response::Job,"Overview To be part of our organization, every employee should understand and share in the YNHHS Vision, support our Mission, and live our Values. These values - integrity, patient-centered, respect, accountability, and compassion - must guide what we do, as individuals and professionals, every day. Works Under The Supervision Of The Nurse Manager/Clinical Coordinator. The Registered Nurse (Rn) Assesses, Plans, Implements, Evaluates And Supervises Individual Patient Care On A Nursing Unit/Depar…",contract,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTE4OCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.dbO_XkZZuruTmrYrTOBOmePvBgi6I-pSwPtQ4tdQof8,-73.47654,Registered Nurse (RN) – VAD Coordinator,104040.75,https://www.adzuna.com/land/ad/5755529188?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=7486B4A3E4323EC30191DA8109987FC98E28E7A1,Yale New Haven Health,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Darien, Fairfield County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Darien']",full_time
5755529189,89713.54,1,46.323149,2026-06-07T10:48:18Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Dayton, Washington Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 13-week travel assignment in Dayton, Washington. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical Therapy license i…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTg5In0.IV5QxFPvWxWUoArPBqFwApSpPyaKw9rkNzh1AROmDUI,-117.977662,Travel Physical Therapist (PT),89713.54,https://www.adzuna.com/land/ad/5755529189?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=0FDD0C6A70F6318842E3072B910CE0C6BE0E957B,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Dayton, Columbia County",Adzuna::API::Response::Location,"['US', 'Washington', 'Columbia County', 'Dayton']",full_time
5755529190,94888.5,1,41.50938,2026-06-07T10:48:18Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Chicago Heights, Illinois Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 13-week travel assignment in Chicago Heights, Illinois. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical The…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTE5MCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.5CUWTjSVIPOHaFq1zeCIh4ZLErQ7fjDwvXR281SIfXo,-87.59982,Travel Physical Therapist (PT),94888.5,https://www.adzuna.com/land/ad/5755529190?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=8FAFCF2DCF41E3C0A7E00BB50DA96BB456AEA44F,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Ford Heights, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Ford Heights']",full_time
5755529187,130730.27,1,39.658264,2026-06-07T10:48:17Z,Adzuna::API::Response::Job,"Travel Respiratory Therapist Company: Fusion Medical Staffing Location: Facility in Hagerstown, Maryland Job Details Fusion Medical Staffing is seeking a skilled Respiratory Therapist for a 13-week travel assignment in Hagerstown, Maryland. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experien…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTE4NyIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.Lf_CEDc0kzCtGzJTWRfOQ5rk69zC9ZxAAjTqWStLoa8,-77.685878,Travel Respiratory Therapist (RRT),130730.27,https://www.adzuna.com/land/ad/5755529187?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=E2884BBFB80B800D5BD130352E586A820247AEDA,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Northern, Washington County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Washington County', 'Northern']",full_time
5755529177,127743.07,1,40.907996,2026-06-07T10:47:42Z,Adzuna::API::Response::Job,"Registered Dental Hygienist (RDH) – Summit Dental Doylestown | General Dentistry | Full Time | Doylestown, OH Do you love making people smile—literally? Are you the type of hygienist who believes that patients can become family, and family deserves the best treatment? Do you take pride in not only caring for your patient's oral hygiene but also connecting with them on a personal level? At Summit Dental Doylestown, Dr. Koehler has built a small but mighty dental practice that focuses on what mat…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTc3In0.dcq9x7quupUcf1c3dj_xKJgdQV13uWtgC_Uo_wFCn_o,-81.728738,Registered Dental Hygienist,127743.07,https://www.adzuna.com/land/ad/5755529177?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=14FF155ABD4DBCF52184E088A48DA06D02BC1531,Summit Dental Doylestown,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Marshallville, Wayne County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Wayne County', 'Marshallville']",full_time
5755529167,146021.34,1,40.567244,2026-06-07T10:47:42Z,Adzuna::API::Response::Job,"Love temping… but wish you had benefits and a home team? If you’re a Registered Dental Hygienist who enjoys variety, a change of scenery, and great pay — but also misses being part of something consistent — this might be exactly what you’ve been looking for. We’re building an internal traveling hygiene team at TD Dental. Instead of paying agency fees to third-party temp companies, we’re investing in our own hygienists. That means: Top-of-market pay (yes, really) Flexible scheduling (3–5 days/we…",contract,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTE2NyIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.4nzwzjZ2tlk_o2Y3l4sL3lCyqJRZC-lzZnCgTm_RI9s,-81.359261,Registered Dental Hygienist,146021.34,https://www.adzuna.com/land/ad/5755529167?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=3CBD239F700091E99F653DD48648617BE7CFCE2C,"Birong & Severson, DDS - Akron, OH",Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Mineral City, Tuscarawas County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Tuscarawas County', 'Mineral City']",full_time
5755529178,151819.36,1,40.740648,2026-06-07T10:47:42Z,Adzuna::API::Response::Job,"Love temping… but wish you had benefits and a home team? If you’re a Registered Dental Hygienist who enjoys variety, a change of scenery, and great pay — but also misses being part of something consistent — this might be exactly what you’ve been looking for. We’re building an internal traveling hygiene team at TD Dental. Instead of paying agency fees to third-party temp companies, we’re investing in our own hygienists. That means: Top-of-market pay (yes, really) Flexible scheduling (3–5 days/we…",contract,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTc4In0.6HConbbISSc_up0Pl2TX8Blps2V4Ab4dZ4aP9z7DrNQ,-81.744133,Registered Dental Hygienist,151819.36,https://www.adzuna.com/land/ad/5755529178?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=DFD55227340AE069CC90871DAA3B01025366C3E7,"Birong & Severson, DDS - Akron, OH",Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Kidron, Wayne County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Wayne County', 'Kidron']",full_time
5755529169,147875.67,1,37.590567,2026-06-07T10:47:42Z,Adzuna::API::Response::Job,"At Campbell Premier Dental, we believe that dentistry is more than just cleanings and checkups—it’s about changing lives, one smile at a time. We’re not just looking for a hygienist; we’re searching for a passionate co-provider who truly cares about their craft, their patients, and their own professional fulfillment. We want you to work with us, not for us. We see you—the dedicated, hardworking, and skilled professional who has spent years perfecting your craft. You deserve to be in an environm…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTE2OSIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.n9x-hpzTMp0_d1sCdlMmZiArAJ8GptkDHfwZLhZdWYw,-122.046064,Registered Dental Hygienist,147875.67,https://www.adzuna.com/land/ad/5755529169?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=5C746B4A5EC8AC37B8C03452CB42796CDAEF98D7,Campbell Premier Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Union City, Alameda County",Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Union City']",part_time
5755529130,238150.28,1,40.617165,2026-06-07T10:47:41Z,Adzuna::API::Response::Job,"Job Opportunity: Registered Dental Hygienist (RDH) in Allentown, PA! Our well-established dental practice is looking for a skilled and compassionate Registered Dental Hygienist to join our close-knit team. We pride ourselves on maintaining a friendly, welcoming atmosphere where the patient experience and clinical excellence are our top priorities. If you are looking for a workplace that values your expertise and treats you like family, we would love to meet you. The Role Schedule: 3–4 days per …",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTMwIn0.YSZzVOpP30yXoQkaOeCG8XM7HEzeHnsbyh5-iIEE73U,-75.594069,Registered Dental Hygienist,238150.28,https://www.adzuna.com/land/ad/5755529130?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=F87BD0DF223F55E8471EFDE085656E500C2AEA0E,Fairmont Dental Associates,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Orefield, Lehigh County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lehigh County', 'Orefield']",full_time
5755529146,165926.86,1,39.73071,2026-06-07T10:47:41Z,Adzuna::API::Response::Job,"Dental Hygienist (RDH) – Denver, CO Dewitt Dental Associates, a well-established private practice located in the desirable Cherry Creek area of Denver, CO, is seeking a Full-Time Dental Hygienist to join our team. We pride ourselves on providing exceptional patient care in a positive, supportive, and team-oriented environment. Schedule Full-time 3 to 4 days per week 8:30 AM – 5:30 PM Duties & Responsibilities Perform dental cleanings, including prophylaxis, scaling, and root planing Conduct per…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTQ2In0.EPWBEaW0V8VzTUfPhx7ebXARHhYp4PlLP7UUViHVCKY,-105.19608,Registered Dental Hygienist,165926.86,https://www.adzuna.com/land/ad/5755529146?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=957845EBAC897F2E4B41F85BA6BF3FF4D65E04E2,Dewitt Dental Associates,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Golden, Jefferson County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Jefferson County', 'Golden']",part_time
5755529144,179544.25,1,33.05406,2026-06-07T10:47:41Z,Adzuna::API::Response::Job,"To be considered for our Registered Dental Hygienist position, you must: Have a Registered Dental Hygienist’s license Have a valid CPR card Nitrous Be meticulous about oral health and the health of your patients. Registered Dental Hygienist (RDH) duties include: Providing dental health education about tooth care and diet Removing plaque and calculus by scaling and polishing teeth Taking impressions and/or dental radiographs of teeth Applying prophylactic/antibacterial materials, fissure sealant…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTE0NCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.cjSDOrXMmYDaoRnB6mSvNcImzkj54r_oeBXhOuzdI9k,-117.25302,Registered Dental Hygienist,179544.25,https://www.adzuna.com/land/ad/5755529144?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=2B0B06A3011EE261D62DBD2BD7FDC41965616A3D,Refined Dentistry La Jolla,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Olivenhain, San Diego County",Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'Olivenhain']",part_time
5755529120,89013.01,1,39.081557,2026-06-07T10:47:40Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Severna Park, Maryland Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 26-week travel assignment in Severna Park, Maryland. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical Therapy l…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTEyMCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.fYhDmunMC12CEIIOAys6n4i5JLUaOwDCyw9YYW3Rcy8,-76.565159,Travel Physical Therapist (PT),89013.01,https://www.adzuna.com/land/ad/5755529120?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=99787ECD02536781B3BC81A4AE03411CF1684204,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Severna Park, Anne Arundel County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Severna Park']",full_time
5755529118,106620.41,1,38.091274,2026-06-07T10:47:40Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Louisville, Kentucky Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 13-week travel assignment in Louisville, Kentucky. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical Therapy licen…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTE4In0.WRtbQeUSpf-YtW0unzbZDKMzRzP-wMU3jQDBFkbDrPE,-85.668558,Travel Physical Therapist (PT),106620.41,https://www.adzuna.com/land/ad/5755529118?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=DE026AA0FD2E54E5F45E6A4F68A1E793E5261BF8,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Hillview, Bullitt County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Bullitt County', 'Hillview']",full_time
5755529097,184456.12,1,37.49216,2026-06-07T10:47:38Z,Adzuna::API::Response::Job,"Overview: Dentist (Endodontics) PRN | Flexible Scheduling | 1-2 Days/Month What We Offer Our Endodontic Dental Providers Daily compensation of $1,000-$2,700 - structured as the greater of a guaranteed daily minimum or a percentage of adjusted production Flexible scheduling: 1-2 days per month, built around your existing dental practice CE opportunities through ADA C.E.R.P.-recognized programs No lab fees Company-paid malpractice insurance 401(k) retirement plan Visa and Green Card sponsorship w…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MDk3In0.D-oII4AGcqTrHXET2Q8oczDxZiY6mXoVvZqX_DKv4l0,-80.143708,Dentist (Endodontics),184456.12,https://www.adzuna.com/land/ad/5755529097?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=1FE5331262221652EC9AA0F41C089B5DCBEDC751,Spencer Dental & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"New Castle, Craig County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Craig County', 'New Castle']",full_time
5755529103,39312.06,1,27.633105,2026-06-07T10:47:38Z,Adzuna::API::Response::Job,"Travel ER RN Company: Fusion Medical Staffing Location: Facility in Vero Beach, Florida Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 26-week travel assignment in Vero Beach, Florida. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ER RN Valid RN license in…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTAzIn0.opomn-IqK1L-kmjodttREPCSM4RdSxNrBTC0nE4yjIY,-80.402855,Travel ER RN,39312.06,https://www.adzuna.com/land/ad/5755529103?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=15C1674A82241525BA8C6A34BA8E9303D5489E87,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Vero Beach, Indian River County",Adzuna::API::Response::Location,"['US', 'Florida', 'Indian River County', 'Vero Beach']",full_time
5755529099,170830.9,1,34.362786,2026-06-07T10:47:38Z,Adzuna::API::Response::Job,"Overview: Dentist (Endodontics) PRN | Flexible Scheduling | 1-2 Days/Month What We Offer Our Endodontic Dental Providers Daily compensation of $1,000-$2,700 - structured as the greater of a guaranteed daily minimum or a percentage of adjusted production Flexible scheduling: 1-2 days per month, built around your existing dental practice CE opportunities through ADA C.E.R.P.-recognized programs No lab fees Company-paid malpractice insurance 401(k) retirement plan Visa and Green Card sponsorship w…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MDk5In0.BoCG7Xpc6TFCfw1S7PaVWrK4DtzRSPMhIvPo_-AdEX8,-88.692375,Dentist (Endodontics),170830.9,https://www.adzuna.com/land/ad/5755529099?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=8E46F2C7901B30E02E1C4E1A44C641C38D557A3A,Sunnybrook Dentistry & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Saltillo, Lee County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Lee County', 'Saltillo']",full_time
5755529107,98254.52,1,38.982355,2026-06-07T10:47:38Z,Adzuna::API::Response::Job,"Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Annapolis, Maryland Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 26-week travel assignment in Annapolis, Maryland. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: Valid Physical Therapy license…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MTA3In0.xNDXG8jnpkIB5ypO8Q20eB86xsnviVZ9wyD94SdtzMA,-76.533695,Travel Physical Therapist (PT),98254.52,https://www.adzuna.com/land/ad/5755529107?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=CAD63884C392CC4ADF7D2979C2BBBECE40BBF1E6,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Annapolis, Anne Arundel County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Anne Arundel County', 'Annapolis']",full_time
5755529092,88891.53,1,37.995858,2026-06-07T10:47:37Z,Adzuna::API::Response::Job,"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Antioch, California Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Antioch, California. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid …",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MDkyIn0.7oG_W6T51Cq0mIwnPmdWwKfMzY5dCFRsU-Nm_oyqFwA,-121.814634,Travel CT Technologist,88891.53,https://www.adzuna.com/land/ad/5755529092?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=A733BB1F2794F15D597187F2376EE8FEE73E9305,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Antioch, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'Antioch']",full_time
5755529094,30640.24,1,32.332513,2026-06-07T10:47:37Z,Adzuna::API::Response::Job,"Travel Hospice RN Company: Fusion Medical Staffing Location: Facility in Tucson, Arizona Job Details Fusion Medical Staffing is seeking a skilled Hospice RN for a 13-week travel assignment in Tucson, Arizona. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an RN, including a minimum…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTA5NCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.WvDOlhlgtQPovGjcoWPZqtoVYD-qZ7rZk_1sZTA_8ok,-110.985336,Travel Hospice RN,30640.24,https://www.adzuna.com/land/ad/5755529094?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=9B2961288DA5EDCB17CE44608A38F50E2CD73FFA,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Casas Adobes, Pima County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Pima County', 'Casas Adobes']",full_time
5755529087,133464.27,1,45.772763,2026-06-07T10:47:35Z,Adzuna::API::Response::Job,"Job Description: An onsite Nursing Professional Development (NPD) Practitioner is proficient in clinical education standards supporting and guiding caregivers in self-reliance and self-development. The NPD Practitioner assesses, guides, supports, coordinates, and evaluates caregiver orientation and ongoing learning needs in alignment with their associated program, service line or care group. The NPD Practitioner may be required to travel to various locations to fulfill their work responsibiliti…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTA4NyIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.dNq7uacuUA6Y9OKNAb2McuyJ2azxRRZjWpu_hYsWs6I,-108.498415,Nursing Professional Development Practitioner Medical Oncology Cancer Center,133464.27,https://www.adzuna.com/land/ad/5755529087?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=3101FC9BACC20404FA5E25417AF393D0A05CC1A6,Intermountain Health,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Lockwood, Yellowstone County",Adzuna::API::Response::Location,"['US', 'Montana', 'Yellowstone County', 'Lockwood']",full_time
5755529049,49701.78,1,44.054664,2026-06-07T10:47:34Z,Adzuna::API::Response::Job,"Travel ER RN Company: Fusion Medical Staffing Location: Facility in Philip, South Dakota Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 13-week travel assignment in Philip, South Dakota. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ER RN Valid RN license …",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUdKSU40Rmk4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU1NTI5MDQ5In0.2VZ20VBmF9gkzmIhqlhN_e3HUmYox-unAsWbSljRG6k,-101.680296,Travel ER RN,49701.78,https://www.adzuna.com/land/ad/5755529049?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=E34AD487B404FED50801BE28CEEBBAF58EDFB524,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Philip, Haakon County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Haakon County', 'Philip']",full_time
5755529038,187361.06,1,31.98441,2026-06-07T10:47:34Z,Adzuna::API::Response::Job,"Overview: Dentist (Endodontics) PRN | Flexible Scheduling | 1-2 Days/Month What We Offer Our Endodontic Dental Providers Daily compensation of $1,000-$2,700 - structured as the greater of a guaranteed daily minimum or a percentage of adjusted production Flexible scheduling: 1-2 days per month, built around your existing dental practice CE opportunities through ADA C.E.R.P.-recognized programs No lab fees Company-paid malpractice insurance 401(k) retirement plan Visa and Green Card sponsorship w…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTAzOCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.jmtBK6f8YH5VO5Dsnlwvkey2xb07P670r__Tr1nsCLA,-90.357232,Dentist (Endodontics),187361.06,https://www.adzuna.com/land/ad/5755529038?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=0245B4338944D04168CA1467DDF454CE431B7F7E,Sunnybrook Dentistry & Braces - a Benevis company,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Crystal Springs, Copiah County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Copiah County', 'Crystal Springs']",full_time
5755529054,31391.33,1,33.972772,2026-06-07T10:47:34Z,Adzuna::API::Response::Job,"Travel ER RN Company: Fusion Medical Staffing Location: Facility in Duluth, Georgia Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 13-week travel assignment in Duluth, Georgia. As a member of our team, you‘ll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as an ER RN Valid RN license in complia…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTUyOTA1NCIsInMiOiJpR0pJTjRGaThSR1R5YzE2QlhsSW9nIn0.9EQgCWnrPPD3VpFE5iKlVCXhC4MSuMlyUQ0dOKqMI4U,-84.148742,Travel ER RN,31391.33,https://www.adzuna.com/land/ad/5755529054?se=iGJIN4Fi8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=D833F4B828F5A4312C829D4703330F6B0157FF0D,Fusion Medical Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Duluth, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Duluth']",full_time
