__CLASS__,salary_is_predicted,adref,redirect_url,title,salary_min,latitude,salary_max,id,longitude,description,created,category.tag,category.label,category.__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTkxIn0.xqmRD_Hkm5h79BVVtHqjtfKcRoet-kBT8JJlrjRvgqA,https://www.adzuna.com/land/ad/5732424591?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=0D30D862417A0E97CA93B8BC04C1EDC229B92F76,CT Technologist - PRESNow - 24/7 ED/UC Coors,103279.55,35.141404,103279.55,5732424591,-106.70269,"Location Address: 4515 Coors Blvd NW Albuquerque, NM 87120 Compensation Pay Range: Minimum Offer $30.00 Maximum Offer $45.82 Summary: Build your Career. Make a Difference. Presbyterian is hiring a skilled CT Technologist for PRESNow. How you grow, learn and thrive matters here. • Educational and career development options, including tuition and certification reimbursement, scholarship opportunities • Staff Safety (a wearable badge that allows nurses to quickly and discreetly call for help when …",2026-05-17T09:37:13Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Los Ranchos, Bernalillo County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Bernalillo County', 'Los Ranchos']",Adzuna::API::Response::Company,Presbyterian Healthcare Services,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NjAzIn0.CxI7kDoGjDBK9leYLFV-KV0QuQXS1AzY34PVLlDLS5s,https://www.adzuna.com/land/ad/5732424603?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=50E0A20EC11D15A68D90FB320B8349A4D1ACD523,"MRI Technologist $8,000 Sign on",87695.02,45.671276,87695.02,5732424603,-108.761878,"Job Description: MRI Technologists at Intermountain Health are committed to providing patient centered care while demonstrating our values of Integrity, Trust, Excellence, Accountability, and Mutual Respect. If you are interested in contributing to our mission of helping people live the healthiest lives possible- come join our team! To show our commitment to you and to assist with your transition into our organization, we will also offer up to a $8,000 sign-on bonus and $5,000 relocation bonus,…",2026-05-17T09:37:13Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Laurel, Yellowstone County",Adzuna::API::Response::Location,"['US', 'Montana', 'Yellowstone County', 'Laurel']",Adzuna::API::Response::Company,Intermountain Health,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTk5In0.0pLyzjpyI291AjEpACMvjXtIyo6BHDvUYT65X6qcxbA,https://www.adzuna.com/land/ad/5732424599?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=936CF7B3810CE04CA721E9C809387DA78157FD81,Travel Cath Lab RN,33442.97,39.524944,33442.97,5732424599,-107.323261,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Glenwood Springs, Colorado Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Glenwood Springs, Colorado. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experienc…",2026-05-17T09:37:13Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Cardiff, Garfield County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Garfield County', 'Cardiff']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NjAyIn0.JjhV4_ssb9itgYszYSv1w9s6DDZ1pjSRP5RNBV9RVUs,https://www.adzuna.com/land/ad/5732424602?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=5BDE13BCD476FA22D76A90E8072E27D0434C2376,Registered Nurse Resource Pool,114630.74,45.772763,114630.74,5732424602,-108.498415,"Job Description: The Registered Nurse (RN) is a professional caregiver who assumes responsibility and accountability for assessing, planning, implementing, and evaluating the care of patients. The staff RN utilizes the nursing process by use of technology, therapeutic intervention, evidence-based practice and coordination of care with other health team members. Exciting RN Opportunity in Billings, Montana! Join the St. Vincent Hospital Resource Pool St. Vincent Hospital in Billings is seeking e…",2026-05-17T09:37:13Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Lockwood, Yellowstone County",Adzuna::API::Response::Location,"['US', 'Montana', 'Yellowstone County', 'Lockwood']",Adzuna::API::Response::Company,Intermountain Health,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTkyIn0.OlL1uXspndrAZorN3NC6F3z-Q8bLtxxBzg1fHGbAUrY,https://www.adzuna.com/land/ad/5732424592?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=27E3E4AF576AE6C4E22D5F6EDFEF730CF0B10AA0,CT Technologist - PRESNow - 24/7 ED/UC Menaul,83566.49,35.141404,83566.49,5732424592,-106.70269,"Location Address: 7400 Menaul Blvd NE Albuquerque, NM 87110 Compensation Pay Range: Minimum Offer $30.00 Maximum Offer $45.82 Summary: Build your Career. Make a Difference. Presbyterian is hiring a skilled CT Technologist for PRESNow. Performs computerized tomographic radiographs according to established practices and procedures, Reviews exams for clinical appropriateness, appropriately prioritizes exams, and demonstrates effective communication of critical situations, Supports new employee ori…",2026-05-17T09:37:13Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Los Ranchos, Bernalillo County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Bernalillo County', 'Los Ranchos']",Adzuna::API::Response::Company,Presbyterian Healthcare Services,part_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTgzIn0.kgdSmkmavy6o9c9Zy_HqClwCRsz_f5cVF1XsuWAPeoM,https://www.adzuna.com/land/ad/5732424583?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=6C01FF11CB8CE4E852EF9F9C1DA788758E9D703A,Clinic Manager | Avera Cancer Institute (RN or Non-RN),81818.9,44.382775,81818.9,5732424583,-100.331046,"Location: Avera St Mary's Hospital Worker Type: Regular Work Shift: Primarily days with possible weekends/evenings/holidays (United States of America) Position Highlights Oversee outpatient oncology program inclusive of clinic, lab draw, and infusion treatments as well as programming associated with oncology. Pay Scale: $70,720 - $106,600 Salaried May be eligible for $2,500 Relocation Bonus Non-RN Clinic Manager | Avera Cancer Institute A Brief Overview Responsible for all aspects of the day-to…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Pierre, Hughes County",Adzuna::API::Response::Location,"['US', 'South Dakota', 'Hughes County', 'Pierre']",Adzuna::API::Response::Company,Avera Health,part_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU4MCIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.2sjyYl8wlJ0ErTWRU19RK46vi95rHakCOHRypURYkJA,https://www.adzuna.com/land/ad/5732424580?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=2A175E82712732C95AE76CCD9C1B89CD5835A6B3,Physical Therapist,113337.62,33.290906,113337.62,5732424580,-83.978035,"KEY BENEFITS: • Flexible Spending Account • Paid Orientation • Health Savings Account • Flexible Schedule • Profit sharing • Employee Assistance Program • Retirement Plan • Health Insurance, Vision Insurance, Dental Insurance, Life Insurance, Tuition Reimbursement program, Paid Time Off PHYSICAL THERAPIST (PT) THERAPY SERVICES Join PruittHealth as a licensed Physical Therapist and make a meaningful impact in patient care. We’re committed to delivering exceptional healthcare services while creat…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Jackson, Butts County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Butts County', 'Jackson']",Adzuna::API::Response::Company,PruittHealth,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU4NCIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.-6Q6elkxYjOYYiBiIXcWU2QkhJVMYLNmhAPnjAn3KZw,https://www.adzuna.com/land/ad/5732424584?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=05916385ED5A456DDD3F63ED45FB6236A85B540C,"Clinical Social Worker, MSW, Emergency Psych Services (evenings)",60492.46,42.34,60492.46,5732424584,-71.05,"Position Summary/Department Summary: Boston Children’s Hospital’s acclaimed Social Work Emergency Services team responds to social needs and issues in the Emergency Department and throughout inpatient services. We are currently seeking a social worker for our e/o weekend evening position Key Responsibilities: Providing clinical social work services to assist patients and families with personal, family, medical and environmental difficulties. Performing psychosocial and risk assessments, assigni…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"South Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",Adzuna::API::Response::Company,Boston Children's Hospital,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU3OSIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.5ZiWQ8-6TNfcPL4IqKewIfS7DLi8i0azlJqgTIJHV8o,https://www.adzuna.com/land/ad/5732424579?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=80F96955EFFEDC786F7E194528EC5B9B29D38433,Physical Therapist,124408.9,33.278605,124408.9,5732424579,-84.275075,"KEY BENEFITS: • Flexible Spending Account • Paid Orientation • Health Savings Account • Flexible Schedule • Profit sharing • Employee Assistance Program • Retirement Plan • Health Insurance, Vision Insurance, Dental Insurance, Life Insurance, Tuition Reimbursement program, Paid Time Off PHYSICAL THERAPIST (PT) THERAPY SERVICES Join PruittHealth as a licensed Physical Therapist and make a meaningful impact in patient care. We’re committed to delivering exceptional healthcare services while creat…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Griffin, Spalding County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Spalding County', 'Griffin']",Adzuna::API::Response::Company,PruittHealth,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU3OCIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.bcItvvRsptC2LhlycUhTYC4ko4lr4lczf-UG2NMbdoA,https://www.adzuna.com/land/ad/5732424578?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=F2E1826FD82C008E4FA0189A4E508E549C0DF86D,Travel Cath Lab RN,23713.67,39.535813,23713.67,5732424578,-119.837304,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Reno, Nevada Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Reno, Nevada. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experience as a Cath Lab RN Valid RN …",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Sierra, Washoe County",Adzuna::API::Response::Location,"['US', 'Nevada', 'Washoe County', 'Sierra']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU4OCIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.2Y6yp2_8RPTsAJVltdsDjzg3mYZEYLLlMj3J6kdYEZc,https://www.adzuna.com/land/ad/5732424588?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=33B18C9EAF2C826D26810F386B62E97B724060E2,Travel Cath Lab RN,28995.63,42.45936,28995.63,5732424588,-92.31612,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Waterloo, Iowa Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Waterloo, Iowa. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experience as a Cath Lab RN Valid…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Blackhawk Village, Black Hawk County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Black Hawk County', 'Blackhawk Village']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU4NSIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.P7d2Y6LaT_mMpA1wu-0KJO-VBJDHJXOpw6kIufb-5qc,https://www.adzuna.com/land/ad/5732424585?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=69207C238E4F84D14668F6704F547F6FA26E379F,Travel Cath Lab RN,33657.15,34.752418,33657.15,5732424585,-92.344809,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Little Rock, Arkansas Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Little Rock, Arkansas. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experience as a Cat…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Cammack Village, Pulaski County",Adzuna::API::Response::Location,"['US', 'Arkansas', 'Pulaski County', 'Cammack Village']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU4OSIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.atRXrJwUaV5WbQT5aDk_xgznvyNO3QllYaG_2kZi3fI,https://www.adzuna.com/land/ad/5732424589?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=3A3D62A1E45E33403EA6321D7CD9186D3F9863ED,Physical Therapist,120933.87,32.55726,120933.87,5732424589,-83.8593,"KEY BENEFITS: • Flexible Spending Account • Paid Orientation • Health Savings Account • Flexible Schedule • Profit sharing • Employee Assistance Program • Retirement Plan • Health Insurance, Vision Insurance, Dental Insurance, Life Insurance, Tuition Reimbursement program, Paid Time Off PHYSICAL THERAPIST (PT) THERAPY SERVICES Join PruittHealth as a licensed Physical Therapist and make a meaningful impact in patient care. We’re committed to delivering exceptional healthcare services while creat…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Fort Valley, Peach County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Peach County', 'Fort Valley']",Adzuna::API::Response::Company,PruittHealth,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU4MiIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.fOwmugGBpUgWxC9D0xQh57HvjI6VMeYr_qQ91HhIBM0,https://www.adzuna.com/land/ad/5732424582?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=D14E4C27E955A6906448FDBE21BEBDE17156905A,Radiologic Technologist,99029.01,33.341816,99029.01,5732424582,-105.668345,"Location Address: 211 Sudderth Dr Ruidoso, NM 88345-6002 Compensation Pay Range: Minimum Offer $26.21 Maximum Offer $40.03 Summary: Build Your Career and Make a Difference in the Heart of the Mountains. Presbyterian is seeking a skilled and compassionate Radiographer to join our team. How you grow, learn and thrive matters here. • Educational and career development options, including tuition and certification reimbursement, scholarship opportunities • Staff Safety (a wearable badge that allows …",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Ruidoso, Lincoln County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Lincoln County', 'Ruidoso']",Adzuna::API::Response::Company,Presbyterian Healthcare Services,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTcyIn0.a9gy0esIHqwuo4DWPN0U2HUpbUlYvu7iFaGOWC8JZhk,https://www.adzuna.com/land/ad/5732424572?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=F197D51B0754ED311E950F75A5CBCC7552B6841C,Pediatric Occupational Therapist,76745.13,42.219595,76745.13,5732424572,-71.531549,"Small Steps, a part of the Sevita family, is a speech, feeding, and pediatric occupational therapy clinic. We are a team of supportive, creative clinicians who desire to help others through a variety of therapy and treatment approaches. All children who experience speech, language, feeding, and sensory challenges deserve to thrive, and we are determined to deliver the best possible care to achieve families’ desired results. Occupational Therapist - $75,000 Do you have experience in therapy and …",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Hopkinton, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Hopkinton']",Adzuna::API::Response::Company,Sevita,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTg3In0.NouI5AJwxAmJQa6s3nFkRyKi9F0ZMz_9ygw9iGVyvXA,https://www.adzuna.com/land/ad/5732424587?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=53AE28D186E92C202564729ED1D625E833C0FCE4,Travel Cath Lab RN,28640.83,38.48227,28640.83,5732424587,-90.38478,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Saint Louis, Missouri Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Saint Louis, Missouri. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experience as a Cat…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Arnold, Jefferson County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Jefferson County', 'Arnold']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU3MyIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.fH1gu2K_PalBzOP3ImJuYW5S4e3lLvkb_CwJO7PXiNw,https://www.adzuna.com/land/ad/5732424573?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=116FB30FC0A434E15978AEF12B0DA2A10CDC4E3B,Nurse Practitioner,189178.44,43.213626,189178.44,5732424573,-71.536298,"Overview: Sub-Acute, Long-Term Care is a sector of healthcare exploding with potential and work-life balance flexibility (no on call or weekends)! We are seeking a Full Time (40 hours per week) provider for our Pleasant View Center located in Concord, NH. This position can be filled by a nurse practitioner or physician assistant. New grads are welcome to apply. The base salary range for this position is $112,320 - $128,960 / year, in addition to our no-cap incentive compensation bonus program. …",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Concord, Merrimack County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Merrimack County', 'Concord']",Adzuna::API::Response::Company,AlignMed,part_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTkwIn0.fZzs4SYEsjoPi-E3EmnaYGHN5CNqnKdLlFgUQmYKU1w,https://www.adzuna.com/land/ad/5732424590?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=3CFE7167A7559AC6DAE8A91BDE441383721D9297,Travel Cath Lab RN,33433.21,61.20192,33433.21,5732424590,-149.816451,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Anchorage, Alaska Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Anchorage, Alaska. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experience as a Cath Lab RN…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Eagle River, Anchorage",Adzuna::API::Response::Location,"['US', 'Alaska', 'Anchorage', 'Eagle River']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTgxIn0.7nvV1s2FyJ7VT3t7jEfRYaZxJtn9wYAk2N-9-rKkXK4,https://www.adzuna.com/land/ad/5732424581?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=8B7443AA3E9DA51B5DA2C7B6ACB26AD937354A20,Radiographer - PRESNow - 24/7 ED/UC Coors,94614.34,35.141404,94614.34,5732424581,-106.70269,"Location Address: 4515 Coors Blvd NW Albuquerque, NM 87120 Compensation Pay Range: Minimum Offer $24.62 Maximum Offer $37.58 Summary: Build your Career. Make a Difference. Presbyterian is hiring a skilled Radiographer for PRESNow. How you grow, learn and thrive matters here. • Educational and career development options, including tuition and certification reimbursement, scholarship opportunities • Staff Safety (a wearable badge that allows nurses to quickly and discreetly call for help when saf…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Los Ranchos, Bernalillo County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Bernalillo County', 'Los Ranchos']",Adzuna::API::Response::Company,Presbyterian Healthcare Services,full_time,contract
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU3NiIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.luGNA6veYk8sqCRzqi6Dqu0JXBt-_yHgPHxE3nAu6fU,https://www.adzuna.com/land/ad/5732424576?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=37B65A876ABE1CC6500B43384F5165A5E028E9F4,Travel Cath Lab RN,25478.61,38.961694,25478.61,5732424576,-94.596704,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Kansas CIty, Missouri Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Kansas CIty, Missouri. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experience as a Cat…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Leawood, Johnson County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Johnson County', 'Leawood']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQyNDU3NCIsInMiOiJQQnRiUFA1UjhSRzBuLTZBR2Q0V3N3In0.1Sscp758USpX8nWTpE_TEg8C0O-Wn-54WK60qAJtp6c,https://www.adzuna.com/land/ad/5732424574?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=D015D8F5F9B8A850248ACC07AF8014A19B7094C3,Sonographer,89245.48,39.08035,89245.48,5732424574,-108.5423,"Job Description: The Ultrasound Tech provides excellent customer service by performing ultrasound examinations under the direction of a physician for identification of abnormalities leading to patient diagnosis. Posting Specifics Shift Details : Full-time (40 Hours), variable with call Unit/Location: St. Mary’s Regional Hospital Additional Details: Please review Minimum Qualifications listed below before applying. Are you interested in advancing your career while helping people live the healthi…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Grand Junction, Mesa County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Company,Intermountain Health,full_time,
Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUEJ0YlBQNVI4Ukcwbi02QUdkNFdzdyIsImkiOiI1NzMyNDI0NTc3In0.wDvOYBBh2DjCgFKsbVLVcUyExcq_zsDFx4SKD7Wz7kU,https://www.adzuna.com/land/ad/5732424577?se=PBtbPP5R8RG0n-6AGd4Wsw&utm_medium=api&utm_source=abfa41a4&v=D6C71E3E575BBB824939BC01E4D4F1EDDF6B5514,Travel Cath Lab RN,30000.45,41.24798,30000.45,5732424577,-75.880974,"Travel Cath Lab RN Company: Fusion Medical Staffing Location: Facility in Wilkes Barre, Pennsylvania Job Details Fusion Medical Staffing is seeking a skilled Cardiac Cath Lab RN for a 13-week travel assignment in Wilkes Barre, Pennsylvania. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year’s recent experienc…",2026-05-17T09:37:12Z,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"City of Wilkes Barre, Luzerne County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Luzerne County', 'City of Wilkes Barre']",Adzuna::API::Response::Company,Fusion Medical Staffing,,
