longitude,salary_min,salary_max,salary_is_predicted,latitude,created,description,__CLASS__,title,id,adref,redirect_url,contract_time,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.label,category.tag,category.__CLASS__,contract_type
-122.193043,93128.3,93128.3,1,47.403003,2026-05-10T09:26:48Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in Seattle, WA and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to in-…",Adzuna::API::Response::Job,Full Time Associate Veterinarian,5725161425,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaE5LTXAzdE04UkduTWFwNWhLa20xZyIsImkiOiI1NzI1MTYxNDI1In0.DEC-BCrBA7_mwvH1mSoR61BCkc3erOUMAK8CqUsbQh4,https://www.adzuna.com/land/ad/5725161425?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=81E0B336207A64026DB4B065E145CFB12DF2AB56,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Kent']","Kent, King County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-122.885519,42925.41,42925.41,1,44.528078,2026-05-10T09:26:48Z,"Summary JOB SUMMARY/PURPOSE The Registered Nurse (RN) is accountable for utilizing the nursing process to provide safe, age-appropriate, direct and indirect Hospice patient care, while practicing within the scope of practice of the Oregon State Board of Nursing. DEPARTMENT DESCRIPTION The Hospice teams at Samaritan Health Services support patients and family members through the final stages of their illness. Evergreen Hospice serves patients in Linn, Benton, Marion, Polk, Lincoln and Tillamook …",Adzuna::API::Response::Job,Hospice RN,5725161412,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaE5LTXAzdE04UkduTWFwNWhLa20xZyIsImkiOiI1NzI1MTYxNDEyIn0.R7aNQAI31A477zXLeTbPy1JYJQ6w7CImcmLuBkN5Bb0,https://www.adzuna.com/land/ad/5725161412?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=7A85287C461890660A55232695B82A49F2195DF7,,Samaritan Health Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Linn County', 'Lebanon']","Lebanon, Linn County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-85.617793,83175.15,83175.15,1,42.214778,2026-05-10T09:26:48Z,"$7,500 Sign-On Bonus! Dental Hygienist Timberview Dental Care Full-Time Hours Available! Hello Portage Timberview Dental Care is actively seeking a Dental Hygienist to join our team. Support our mission to providing excellent dental care in the community and help us create more smiles and memorable experiences. Join a team that believes in teamwork and truly cares about their patients. Discover your opportuntiy to make an impact today! $7,500 Sign-On Bonus $38-$50/Hourly! Continuing education t…",Adzuna::API::Response::Job,Dental Hygienist,5725161422,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTQyMiIsInMiOiJoTktNcDN0TThSR25NYXA1aEtrbTFnIn0.UmX0XmPX5RyJYSIO_jI_tfRTsiZOf7SKC6GwLRnY4SA,https://www.adzuna.com/land/ad/5725161422?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=DDDF7535EB55586AE4E96F96424D382261F9E540,full_time,Timberview Dental Care,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Portage']","Portage, Kalamazoo County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-97.285752,90847.61,90847.61,1,32.869548,2026-05-10T09:26:47Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in Dallas County and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to i…",Adzuna::API::Response::Job,Full Time Mobile Veterinarian,5725161398,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM5OCIsInMiOiJoTktNcDN0TThSR25NYXA1aEtrbTFnIn0.Lmzb8ohsW_wlB0V-XQfjqKJPsbERFRc5YMECogQCjMc,https://www.adzuna.com/land/ad/5725161398?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=39AA905904D7BBC7CF0AFBA82BCFFB4F5089C0B7,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Watauga']","Watauga, Tarrant County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-81.62238,129325.8,129325.8,1,24.60408,2026-05-10T09:26:47Z,"Trusted is seeking an experienced allied health professional for this exciting travel assignment. Trusted has streamlined the travel experience by enabling clinicians to apply directly to jobs without the need for recruiters. This unique approach provides more transparency, eliminates pesky calls from recruiters, and puts more money in your pocket. Join the thousands of nurses and allied health professionals across the country who have already made the switch to a more modern way to work. Shift…",Adzuna::API::Response::Job,Cardiac Cath Lab - Cath Lab / Interventional Technologist,5725161385,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaE5LTXAzdE04UkduTWFwNWhLa20xZyIsImkiOiI1NzI1MTYxMzg1In0.xHuCZT3dH4xN8IFk_qRERnX5MfsCBsjEKEZcjKwm-4g,https://www.adzuna.com/land/ad/5725161385?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=416B436DCD995F6E9DCF1859FB96995FEA83FEDB,,Trusted Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Monroe County', 'East Rockland Key']","East Rockland Key, Monroe County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-81.512669,103689.7,103689.7,1,30.303355,2026-05-10T09:26:47Z,"Lakeside Dental Care is looking for a Dental Hygienist to join our team. Location: 2511 Saint Johns Bluff Rd S Ste 206 Jacksonville, FL 32246 Office Hours: Monday-Friday 8am-5pm 2 doctor practice, utilizing Dentrix! 60min recare, 90min new patient appointment! Bi-weekly, hourly pay  ability to opt into Daily Pay to receive paycheck as earned. Ability to earn daily  quarterly bonuses! We have Arestin, iTero, Velscope  CE coverage available! Full-time is a minimum of 30 hours to receive the full …",Adzuna::API::Response::Job,Dental Hygienist,5725161404,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTQwNCIsInMiOiJoTktNcDN0TThSR25NYXA1aEtrbTFnIn0.zooCgw8GTn4kyynjOQf8nBSeXobE2zSOMWGS-11EpWM,https://www.adzuna.com/land/ad/5725161404?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=9E26709059149692AFEB5DD9CB91BF29612F5B7B,full_time,Lakeside Dental Center,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Atlantic Beach']","Atlantic Beach, Duval County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-73.442352,70405.28,70405.28,1,43.84691,2026-05-10T09:26:47Z,Performs Diagnostic Radiologic Procedures in a variety of settings and modalities on patients as ordered by physicians in an ethical and professional manner according to hospital and departmental policy and according to any applicable New York State guidelines. Qualifications / Job Requirements: Education / Skills Required: • Must be licensed by the NYS Department of Health and registered by the American Registry of Radiologic Technologists and maintain a current status. • Requires sufficient s…,Adzuna::API::Response::Job,Radiology Technologist I,5725161403,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaE5LTXAzdE04UkduTWFwNWhLa20xZyIsImkiOiI1NzI1MTYxNDAzIn0.OFpwT8g1XWhgHYlonvNoGITFfe_770ZZzESTN6s-xuA,https://www.adzuna.com/land/ad/5725161403?se=hNKMp3tM8RGnMap5hKkm1g&utm_medium=api&utm_source=abfa41a4&v=7BAFD100FF8AF9BD362DCA12B4FDDD93B6B0D590,,University of Vermont Health - Elizabethtown Community Hospital,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'New York', 'Essex County', 'Ticonderoga']","Ticonderoga, Essex County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-81.48228,117769.66,117769.66,1,28.51568,2026-05-10T09:26:47Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in Orlando, FL and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to in-…",Adzuna::API::Response::Job,Full Time Associate Veterinarian,5725161399,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzk5In0.b9He7GCA1i6HYsSXRqUj2TxUX9y010p-6wdeTvowgAQ,https://www.adzuna.com/land/ad/5725161399?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=AE84D6C218EED9E4FBA1E2C6A10C07D50784FD6A,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Orange County', 'Orlo Vista']","Orlo Vista, Orange County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-122.885519,54264.87,54264.87,1,44.528078,2026-05-10T09:26:47Z,"Summary This is a Temporary Position. The schedule will be 2 days a week, 0800-1730. JOB SUMMARY/PURPOSE The Registered Nurse (RN) is accountable for utilizing the nursing process to provide safe, age-appropriate, direct and indirect patient care, while practicing within the scope of practice of the Oregon State Board of Nursing. DEPARTMENT DESCRIPTION The LDRP team offers labor, delivery and recovery including post partum and newborn care by a highly trained team of nurses and medical staff in…",Adzuna::API::Response::Job,Registered Nurse (RN) - LDRP,5725161387,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM4NyIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.meltSe-oa2Ar0z0hjaefvqlBKCSPnu2TCx25nEGPvbs,https://www.adzuna.com/land/ad/5725161387?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=31B0FE704DF2C43303A4098D3C13D823992D0F3E,,Samaritan Health Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Linn County', 'Lebanon']","Lebanon, Linn County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,contract
-93.471298,92348.51,92348.51,1,41.647525,2026-05-10T09:26:47Z,"Dental Hygienist $7500 Sign-On Bonus Prairie View Family Dental 3219 8th St. SW Altoona, Iowa 50009 Full-Time-4 days/week Monday-Wednesday 8am-5pm, Thursday 7am-4pm! As an elite clinical provider and patient advocate for Prairie View Family Dental , you’ll receive best in class non-clinical support to provide exceptional lifetime patient care while obtaining unparalleled education to enhance your clinical skills. You’ll work in an environment that encourages full clinical autonomy, giving your …",Adzuna::API::Response::Job,Dental Hygienist,5725161396,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzk2In0.pn9vpmxaTyD9KJxL8a-SiQLZWA9VOSlmcljPb5blkt8,https://www.adzuna.com/land/ad/5725161396?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=F4BA1482CE3DC538DA20B42BE32706F2E0F15159,full_time,Prairie View Family Dental,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Iowa', 'Polk County', 'Altoona']","Altoona, Polk County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-75.885162,85155.14,85155.14,1,40.164691,2026-05-10T09:26:47Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in Chester County and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to …",Adzuna::API::Response::Job,Full Time Mobile Veterinarian,5725161402,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTQwMiIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.UGLhU_lcVF2FubGLqiqBVlOJ-m08vmB7ygIG3OlAg70,https://www.adzuna.com/land/ad/5725161402?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=B2683EF5D3F0272D5AF400024415DA5CB24BE6DD,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'Morgantown']","Morgantown, Berks County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-106.226684,68727.13,68727.13,1,31.800012,2026-05-10T09:26:47Z,"Hospitals on Incredible Health are actively hiring and accepting applications in the El Paso, TX area for the following position: Registered Nurse - Recent Grad Endoscopy. Nurses with experience in any of the following areas are strongly encouraged to apply: Cardiac patients, Celioscopy, Couplet care, EKG monitoring, Educator, Fundal massage, Healing, Hysteroscopy, Neuro patients, Oncology patients, Orthopedic patients, Ostomy care, PCA pumps , Sedation, Sigmoidoscopy, Traction & cast care, Tub…",Adzuna::API::Response::Job,Registered Nurse - Recent Grad Endoscopy,5725161405,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxNDA1In0.ChCipO8w9Q3gEjKEflqsyCwAHjbTmR2eWvJZjU1vBBw,https://www.adzuna.com/land/ad/5725161405?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=19C8807DE9CF4B97F754B4F712E7F15D30CBA7BA,part_time,Incredible Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'El Paso County', 'Horizon City']","Horizon City, El Paso County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-76.992563,88517.62,88517.62,1,38.901797,2026-05-10T09:26:46Z,"Join us at Columbia Mental Health , a member of Transformations Care Network (TCN), as we embark on an exciting journey to empower Mental Health Therapists like you to make a difference in the field of behavioral health. We are committed to improving access to mental health care in our communities which means we are committed to being a great place to be a therapist. As a Therapist on our team, you will experience an environment where both you and your clients can thrive. Emerging, early career…",Adzuna::API::Response::Job,Mental Health Therapist - Alexandria,5725161377,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM3NyIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.rOu7ue5_agDgiXEtedPyRqEXvopkyjr2DAw8QJg_sac,https://www.adzuna.com/land/ad/5725161377?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=0D9A37B1DC0DA2872993916261CC51BECE0DA75D,,"Columbia Mental Health, Columbia Mental Health",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Mount Rainier']","Mount Rainier, Prince George's County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-117.989162,216909.86,216909.86,1,33.749964,2026-05-10T09:26:46Z,"We are actively looking to hire talented Psychologists in the Glendale area, who are passionate about patient care and committed to clinical excellence. We offer Psychologists: Sign on bonus Competitive Compensation: $136,000 - $182,000. Flexible work schedules. Telemedicine and in-person flexibility. Generous ‘above market’ compensation with unlimited/uncapped earnings. Full benefits package: health, dental, vision, life, 401k (with match), paid parental leave, EAP and more. Collegial work env…",Adzuna::API::Response::Job,"Clinical Psychologist (PsyD & PhD) - 100% Remote - Westminster, CA",5725161370,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM3MCIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.Tpi1c_iq-BlLY3UqETT4D0EC5PVb68WflTRrXy43yus,https://www.adzuna.com/land/ad/5725161370?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=504E7528A53844C64D15B2666AD486813EDDD359,,LifeStance Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Westminster']","Westminster, Orange County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-72.44999,72532.34,72532.34,1,41.506442,2026-05-10T09:26:46Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in New London, CT and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to …",Adzuna::API::Response::Job,Full Time Associate Veterinarian,5725161381,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzgxIn0.kMIA5LSMK2lGGOqKKOIG_VH8qXqoCCWryEP8twAJFKg,https://www.adzuna.com/land/ad/5725161381?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=EFA4077204B339DDB319F69BE3CE8BBCBC697A62,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Middlesex County', 'Moodus']","Moodus, Middlesex County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-94.57098,77107.55,77107.55,1,39.14328,2026-05-10T09:26:46Z,"At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. Thank you for taking the time to explore a career with us. As the fastest growing behavioral health practi…",Adzuna::API::Response::Job,"Licensed Clinical Professional Counselor (LCPC) (LSCSW) (LCMFT) - Kansas City, MO",5725161371,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM3MSIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.wD2WYAyHdnrZ9fNbL0mwilhfJD0hlFDxGiYLhyTjTKc,https://www.adzuna.com/land/ad/5725161371?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=F20D9E4EBC4D9D99EFC74D5A1CE13AF65F0A53A1,,LifeStance Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Clay County', 'North Kansas City']","North Kansas City, Clay County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-77.51781,99925.32,99925.32,1,38.90825,2026-05-10T09:26:46Z,"Join us at Columbia Mental Health , a member of Transformations Care Network (TCN), as we embark on an exciting journey to empower Mental Health Therapists like you to make a difference in the field of behavioral health. We are committed to improving access to mental health care in our communities which means we are committed to being a great place to be a therapist. As a Therapist on our team, you will experience an environment where both you and your clients can thrive. Emerging, early career…",Adzuna::API::Response::Job,Mental Health Therapist - Manassas,5725161378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzc4In0.uxHdlnVkcyqhtEz_Jz3gwD_b99kQW9-jH8ju8l9TsFU,https://www.adzuna.com/land/ad/5725161378?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=AD4FCDF74A8EED0224D2D9B81DD584B0D24C16D8,,"Columbia Mental Health, Columbia Mental Health",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Loudoun County', 'South Riding']","South Riding, Loudoun County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-81.985022,88337.06,88337.06,1,33.099548,2026-05-10T09:26:46Z,"At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. Thank you for taking the time to explore a career with us. As the fastest growing behavioral health practi…",Adzuna::API::Response::Job,"Licensed Counselor (LPC, LCSW, LMFT) - Waynesboro, GA",5725161372,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzcyIn0.JRgZ17a4V6O1HI024Khv_qvMUgvqVr1HTI933HnOvBw,https://www.adzuna.com/land/ad/5725161372?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=2F710A24731E73400C7B9DDFA84838245850C3C8,,LifeStance Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Burke County', 'Waynesboro']","Waynesboro, Burke County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-75.588802,102591.79,102591.79,1,39.858022,2026-05-10T09:26:44Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in Chester County and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to …",Adzuna::API::Response::Job,Full Time Mobile Veterinarian,5725161358,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM1OCIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0._pS4Gk4G1WFh8WRCaVBxAdgDEuTYh-Bu07w9kIRF2iw,https://www.adzuna.com/land/ad/5725161358?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=D5CAB6341D8C4E7387066B126A73F3396A54518C,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Delaware County', 'Chadds Ford']","Chadds Ford, Delaware County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-96.393926,73003.95,73003.95,1,33.057018,2026-05-10T09:26:44Z,"Live Your Best Life at Lap of Love Veterinary Hospice! Join Lap of Love as an In-Home, Associate Veterinarian in Dallas County and surrounding areas. Imagine a veterinary role that honors your time, supports your well-being, and reconnects you with the heart of why you became a veterinarian. At Lap of Love, we’ve created a career path where you can practice with purpose, while living a life that feels balanced and supported. Veterinarian-founded and owned, Lap of Love offers an alternative to i…",Adzuna::API::Response::Job,Full Time Mobile Veterinarian,5725161357,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzU3In0.JVWacjJIZ8EEO43T2K04D0c22vCEInUy53sn6A2zkp8,https://www.adzuna.com/land/ad/5725161357?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=E462D37514F24535203CADC5952743C60F8BCCC3,part_time,Lap of Love,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Collin County', 'Nevada']","Nevada, Collin County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-118.26338,73593.59,73593.59,1,33.82195,2026-05-10T09:26:44Z,"POSITION SUMMARY Performs a range of highly specialized cardiac ultrasound investigations, utilizing a range of advanced techniques including pulsed and continuous wave Doppler, color flow mapping and tissue Doppler imaging. Produces tracings of heart electrical activity by setting-up electrocardiography (ECG) equipment; attaching electrodes to chest and equipment; operating and adjusting equipment; recording cardiac data and measurements; protecting and helping patients. ESSENTIAL DUTIES AND R…",Adzuna::API::Response::Job,Cardio Echo Tech II Per Diem Variable Shifts,5725161364,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM2NCIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.Sdjv32F9qAiRVx6GTgnMNVevPLhu9f_I8VsA5VSslPs,https://www.adzuna.com/land/ad/5725161364?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=59F272B3397EA5D9A0A08D226B250F7939256BDD,,"Martin Luther King, Jr. Community Hospital",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Long Beach']","Long Beach, Los Angeles County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
-80.952546,61833.1,61833.1,1,41.299679,2026-05-10T09:26:44Z,"Job Description: Position Details: Pay: Average $80,000 - $90,000 Annually Monday - Friday schedule. Home daily! Sign-On Bonus: $500 a week for the first 30 weeks! Experienced Drivers with 1 years CDL Commercial Driving experience We Deliver the Goods: Competitive pay and benefits, including Day 1 Health & Wellness Benefits, Employee Stock Purchase Plan, 401K Employer Matching, Education Assistance, Paid Time Off, and much more Growth opportunities performing essential work to support America’s…",Adzuna::API::Response::Job,"Delivery Driver CDL A - Up to $15,000 Sign on Bonus!",5725161365,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNTE2MTM2NSIsInMiOiJyQlczcUh0TThSR2V0X2FZSWF5Zy1nIn0.yMFqxDfRkBZv7QQvg-C8n5dMXwBV_3V4KUMEFt3WDeI,https://www.adzuna.com/land/ad/5725161365?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=83F83B08E400F6E788A43A4DE07D4B5CD0F53743,,Performance Foodservice,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Trumbull County', 'Southington']","Southington, Trumbull County",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,
-76.982544,87797.7,87797.7,1,38.755467,2026-05-10T09:26:43Z,"Join us at Columbia Mental Health , a member of Transformations Care Network (TCN), as we embark on an exciting journey to empower Mental Health Therapists like you to make a difference in the field of behavioral health. We are committed to improving access to mental health care in our communities which means we are committed to being a great place to be a therapist. As a Therapist on our team, you will experience an environment where both you and your clients can thrive. Emerging, early career…",Adzuna::API::Response::Job,Mental Health Therapist - Arlington,5725161338,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJXM3FIdE04UkdldF9hWUlheWctZyIsImkiOiI1NzI1MTYxMzM4In0.zYvkcw1542ajkyqX1i0NAUv_XkqLvWL-sOaA1zgCuag,https://www.adzuna.com/land/ad/5725161338?se=rBW3qHtM8RGet_aYIayg-g&utm_medium=api&utm_source=abfa41a4&v=9427234CCADAF2FABEFAA3FDBEA22DE1F70F7482,,"Columbia Mental Health, Columbia Mental Health",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'National Harbor']","National Harbor, Prince George's County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,
