adref,salary_is_predicted,latitude,longitude,__CLASS__,title,description,contract_time,salary_min,redirect_url,id,salary_max,created,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODQ3In0.bKVT7skr6heDDmk0kHEs0iRFFvVWM21eoiZU1WuKlrs,1,38.821395,-102.353244,Adzuna::API::Response::Job,Travel Nurse RN - ED - Emergency Department,"Job Description Anders Group is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Cheyenne Wells, Colorado. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 06/18/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Anders Group Job ID 1021690. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted …",,72763.53,https://www.adzuna.com/land/ad/5729318847?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=5E5E2DE5C753E2BCEE8C72F3B0BEDB33CBFD4AA1,5729318847,72763.53,2026-05-14T10:13:08Z,Adzuna::API::Response::Location,"Cheyenne Wells, Cheyenne County","['US', 'Colorado', 'Cheyenne County', 'Cheyenne Wells']",Adzuna::API::Response::Company,Anders Group,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODg0OSIsInMiOiJ1amJ2UGFsUDhSR21EUFZxY3RXcUpnIn0.RagH2bGlpE9MBJsNc1FRS0TbEwa3Y-DUWWCnZZSdZJ8,1,30.430969,-84.264752,Adzuna::API::Response::Job,Travel Operating Room Registered Nurse,"Job Description Skyline Med Staff Nursing is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Tallahassee, Florida. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Weekly amount stated in job postings is an estimate based on estimated hourly wage and potential stipends available for the location of the assignment. Pay package is calculated on …",,127428.78,https://www.adzuna.com/land/ad/5729318849?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=FFA105CD822AED68C06294B31AF5CAB0BBF118B9,5729318849,127428.78,2026-05-14T10:13:08Z,Adzuna::API::Response::Location,"Tallahassee, Leon County","['US', 'Florida', 'Leon County', 'Tallahassee']",Adzuna::API::Response::Company,Skyline Med Staff Nursing,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODQ2In0.I8ij-hOzyyJcBIQmsjWep1RSbfwoWp4-5_TDr_xbs2s,1,39.963937,-90.606516,Adzuna::API::Response::Job,Travel Ultrasound Technologist,"Job Description LanceSoft is seeking a travel Ultrasound Technologist for a travel job in Cooperstown, New York. Job Description & Requirements Specialty: Ultrasound Technologist Discipline: Allied Health Professional Start Date: 06/15/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel The Sonography Department at Bassett Medical Center provides high-quality ultrasound imaging services with a focus on both general and specialized vascular studies. Sonographe…",,165509.8,https://www.adzuna.com/land/ad/5729318846?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=9B2E231A4DC0F26D2DFC4A0D14A7E544D3C1FE53,5729318846,165509.8,2026-05-14T10:13:08Z,Adzuna::API::Response::Location,"Cooperstown, Brown County","['US', 'Illinois', 'Brown County', 'Cooperstown']",Adzuna::API::Response::Company,LanceSoft,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODQxIn0.JAbT5U-FrS55M6GrN003Wu0zFH33J2fBebWd_cO2K9g,1,38.827109,-94.789873,Adzuna::API::Response::Job,Travel Nurse RN - Labor and Delivery,"Job Description MedPro Healthcare Staffing is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Shawnee Mission, Kansas. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 06/01/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel MedPro Healthcare Staffing , a Joint Commission-certified staffing agency, is seeking a quality Labor & Delivery Registered Nurse for a travel assignment with one of our top…",,59423.89,https://www.adzuna.com/land/ad/5729318841?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=60DFD3DE421340CD718A76FD4B9B93B2AD601B0E,5729318841,59423.89,2026-05-14T10:13:08Z,Adzuna::API::Response::Location,"Lenexa, Johnson County","['US', 'Kansas', 'Johnson County', 'Lenexa']",Adzuna::API::Response::Company,MedPro Healthcare Staffing,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODg0NCIsInMiOiJ1amJ2UGFsUDhSR21EUFZxY3RXcUpnIn0.YoPGPqFO645xEQuGiPQk-iocdokxkRipmsVArWQN2_Q,1,41.432307,-81.510266,Adzuna::API::Response::Job,Travel Medical-Surgical Telemetry Nurse,"Job Description ARMStaffing is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Warrensville Heights, Ohio. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 06/12/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Med/Surg Telemetry RN - Day Shift\n\n Location\n Cleveland, OH \n\nAssignment Duration\n This is a 13-week contract position. \n\nSchedule\n 3x12 Hour Shifts (07:00 - 19:30) \n\nJob…",,72749.38,https://www.adzuna.com/land/ad/5729318844?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=B25E28D437A445A18D16C4315AE1BB3DC10C6732,5729318844,72749.38,2026-05-14T10:13:08Z,Adzuna::API::Response::Location,"Warrensville Heights, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Warrensville Heights']",Adzuna::API::Response::Company,ARMStaffing,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODg0NSIsInMiOiJ1amJ2UGFsUDhSR21EUFZxY3RXcUpnIn0.oKFrAGvAmrS9vlCN_tOgSnjaUj9zeLqPTB_HbBQSIqs,1,39.977763,-105.13193,Adzuna::API::Response::Job,Travel Emergency Department RN,"Job Description HCS 247 Travel is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Louisville, Kentucky. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Aggressive Compensation Packages Lodging Per-Diem for those who qualify Meals and Incidentals Allowance for those who qualify Travel Expense Allowance for those who qualify M…",,125379.74,https://www.adzuna.com/land/ad/5729318845?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=353CB40FFBAC96DE29EB502EC79D8BFEE5410604,5729318845,125379.74,2026-05-14T10:13:08Z,Adzuna::API::Response::Location,"Louisville, Boulder County","['US', 'Colorado', 'Boulder County', 'Louisville']",Adzuna::API::Response::Company,HCS 247 Travel,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODM3In0.oMY_3QoNwHsxPOVoEfiW1AeS6L2PHCoGewEyGTKFmvc,1,31.54699,-100.560898,Adzuna::API::Response::Job,Travel Operating Room RN,"Job Description Assured Nursing is seeking a travel nurse RN OR - Operating Room for a travel nursing job in San Angelo, Texas. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: 06/15/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Assured Nursing Job ID 36769294. Pay package is based on 8 hour shifts and 40.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:…",,168893.17,https://www.adzuna.com/land/ad/5729318837?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=8EA33095879B754C237CE1A6A899FBE4C638F308,5729318837,168893.17,2026-05-14T10:13:07Z,Adzuna::API::Response::Location,"San Angelo, Tom Green County","['US', 'Texas', 'Tom Green County', 'San Angelo']",Adzuna::API::Response::Company,Assured Nursing,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODM4In0.YXpCdIlrqPx324_JOgYzhQy-L1-AyhfFTaFBj5tWLO8,1,38.483396,-85.761632,Adzuna::API::Response::Job,Travel Nurse RN - Cardiac Cath Lab,"Job Description Travel Nurses, Inc. is seeking a travel nurse RN Cardiac Cath Lab for a travel nursing job in Memphis, Tennessee. Job Description & Requirements Specialty: Cardiac Cath Lab Discipline: RN Start Date: 06/15/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Travel Nurses, Inc. Job ID 321774. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: Cath Lab R…",,97916.92,https://www.adzuna.com/land/ad/5729318838?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=56AAE70025D4F153045A0168F5BCB3BCBEF8E0E9,5729318838,97916.92,2026-05-14T10:13:07Z,Adzuna::API::Response::Location,"Memphis, Clark County","['US', 'Indiana', 'Clark County', 'Memphis']",Adzuna::API::Response::Company,"Travel Nurses, Inc.",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgzNiIsInMiOiJ1amJ2UGFsUDhSR21EUFZxY3RXcUpnIn0.GWq648jAPZ7Dxn0H7HNxtzJ1JXZRzL-ZrnkGm-2Idz4,1,39.117388,-94.626957,Adzuna::API::Response::Job,Travel CVOR Technologist,"Job Description LanceSoft is seeking a travel CVOR Technologist for a travel job in Kansas City, Kansas. Job Description & Requirements Specialty: CVOR Technologist Discipline: Allied Health Professional Start Date: 06/08/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel About LanceSoft Established in 2000, LanceSoft is a Certified MBE and Woman-Owned organization. Lancesoft Inc. is one of the highest rated companies in the industry. We have been recognized…",,78538.57,https://www.adzuna.com/land/ad/5729318836?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=14BF41171066FEF4A833C7E69FA215A999E8FEA5,5729318836,78538.57,2026-05-14T10:13:07Z,Adzuna::API::Response::Location,"Kansas City, Wyandotte County","['US', 'Kansas', 'Wyandotte County', 'Kansas City']",Adzuna::API::Response::Company,LanceSoft,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgyNiIsInMiOiJ1amJ2UGFsUDhSR21EUFZxY3RXcUpnIn0.I7o2Qj7H_eJ12XBZqxA0Z4aN4xBiaeSAU8JI6hDiVMg,1,41.02728,-78.439188,Adzuna::API::Response::Job,CDL-A Truck Driver - Team Position,"Job Description Werner is Now Hiring CDL-A Team Drivers! Team Drivers Earn Up to $120,000 per Year Be on the Path to Earn Up to .92 CPM The Route to Elite: Top Benefits for All Team Drivers: Late model equipment available to you – average truck age is just over 2.5 years! Priority load planning as well as a higher percentage of no-touch freight Monthly mileage bonuses Drive your Career – and Your Income – to the Next Level. Find Your Fit and Apply Today! Why Werner? At Werner, you can expect to…",,53215.09,https://www.adzuna.com/land/ad/5729318826?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=DD47D60CAC9D30D9113568CA93663EF714AACDE7,5729318826,53215.09,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Clearfield, Clearfield County","['US', 'Pennsylvania', 'Clearfield County', 'Clearfield']",Adzuna::API::Response::Company,Werner Enterprises,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODIwIn0.b3FiRrXB44Mb90zlljOBP7Yxcf8W9gCfrkfIvvblles,1,40.032582,-75.627458,Adzuna::API::Response::Job,Assembly Technician,"Job Description Be visionary Teledyne Technologies Incorporated provides enabling technologies for industrial growth markets that require advanced technology and high reliability. These markets include aerospace and defense, factory automation, air and water quality environmental monitoring, electronics design and development, oceanographic research, deepwater oil and gas exploration and production, medical imaging and pharmaceutical research. We are looking for individuals who thrive on making…",,37902.14,https://www.adzuna.com/land/ad/5729318820?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=27FF8FF6AA4CF3DFE91AC15E4B9391F1A85738DE,5729318820,37902.14,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Exton, Chester County","['US', 'Pennsylvania', 'Chester County', 'Exton']",Adzuna::API::Response::Company,Teledyne,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODMzIn0.-lMsHVuWWYJGTq-J62IzzsN3yjT_Hvt70J80iavX2b0,0,38.049213,-87.274172,Adzuna::API::Response::Job,CDL-A Truck Driver - Home Daily - Earn Up to $90k/Year,"Job Description Sysco is Now Hiring Local CDL-A Delivery Drivers in Columbia, MO! Earn Up to $90,000 per Year Including Base and Incentives Home Daily - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is a…",,0.0,https://www.adzuna.com/land/ad/5729318833?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=7EA25F832D44F5284EE526A65E607107A5CA3583,5729318833,90000.0,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Boonville, Warrick County","['US', 'Indiana', 'Warrick County', 'Boonville']",Adzuna::API::Response::Company,Sysco,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidWpidlBhbFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODI0In0.ZrWXr5k0-5s40wko5ioP7cLKNswMNRW0vGtV7hYG5yc,1,41.960304,-90.465133,Adzuna::API::Response::Job,CDL-A Truck Driver,"Job Description Navajo Express is Now Hiring CDL-A OTR Refrigerated Company Drivers More Miles. More Money  NEW Home Time Options Top Drivers Earn $85,000 - $90,000 per Year - Full Benefits Top Pay & Benefits: Top drivers earn $85,000 - $90,000 annually 2,600 - 3,000 miles per week with high refrigerated freight volume NEW home time options! Get home more or stay out & earn more 99% no-touch freight Up to $300 Bonus For Clean Inspections Full health benefits: Medical, Dental, Vision & Life Insu…",,96351.99,https://www.adzuna.com/land/ad/5729318824?se=ujbvPalP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=F9FCD3C22243A0C9DECCA9824456B8F03736581B,5729318824,96351.99,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Charlotte, Clinton County","['US', 'Iowa', 'Clinton County', 'Charlotte']",Adzuna::API::Response::Company,Navajo Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgyNyIsInMiOiJsdjhiUDZsUDhSR21EUFZxY3RXcUpnIn0.WREqaIKKdeygYCWc0t2obU1VSTQdV5Kj60s9-TzYdiw,1,31.568602,-92.62311,Adzuna::API::Response::Job,CDL-A Truck Driver,"Job Description Navajo Express is Now Hiring CDL-A OTR Refrigerated Company Drivers More Miles. More Money  NEW Home Time Options Top Drivers Earn $85,000 - $90,000 per Year - Full Benefits Top Pay & Benefits: Top drivers earn $85,000 - $90,000 annually 2,600 - 3,000 miles per week with high refrigerated freight volume NEW home time options! Get home more or stay out & earn more 99% no-touch freight Up to $300 Bonus For Clean Inspections Full health benefits: Medical, Dental, Vision & Life Insu…",,96283.1,https://www.adzuna.com/land/ad/5729318827?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=582A2F071622E049DEE4C1EAA514D43FC8AD0831,5729318827,96283.1,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Rock Hill, Grant Parish","['US', 'Louisiana', 'Grant Parish', 'Rock Hill']",Adzuna::API::Response::Company,Navajo Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHY4YlA2bFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODM1In0.CpwnncQ8RP9Z_TBLq3zhFnp9WNQdUNiF5uWDMYqQk2s,0,38.375981,-75.64106,Adzuna::API::Response::Job,CDL-A Truck Driver - Home Daily - Earn Up to $90k/Year,"Job Description Sysco is Now Hiring Local CDL-A Delivery Drivers in Columbia, MO! Earn Up to $90,000 per Year Including Base and Incentives Home Daily - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is a…",,0.0,https://www.adzuna.com/land/ad/5729318835?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=083319FAD736B72D89037D40C77F3B6D59ACC0B1,5729318835,90000.0,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Salisbury, Wicomico County","['US', 'Maryland', 'Wicomico County', 'Salisbury']",Adzuna::API::Response::Company,Sysco,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgyMSIsInMiOiJsdjhiUDZsUDhSR21EUFZxY3RXcUpnIn0.csENXtayhzNaUKbgEd96kaJwjYhsa-LpdtwWqdE74O0,1,37.955,-98.593,Adzuna::API::Response::Job,Assembly Operator - SMT 1st Shift - 90 Day Increase Eligible,"Job Description TTM Technologies, Inc. - Publicly Traded US Company, NASDAQ (TTMI) - Top-5 Global Printed Circuit Board Manufacturer About TTM TTM Technologies, Inc. is a leading global manufacturer of technology products, including mission systems, radio frequency (""RF"") components, RF microwave/microelectronic assemblies, and technologically advanced printed circuit boards (""PCB""s). TTM stands for time-to-market, representing how TTM's time-critical, one-stop design, engineering and manufactu…",,46675.5,https://www.adzuna.com/land/ad/5729318821?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=A0F3886513CE0F65A501849A1D6E5B2EDB580614,5729318821,46675.5,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Stafford, Stafford County","['US', 'Kansas', 'Stafford County', 'Stafford']",Adzuna::API::Response::Company,TTM Technologies,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHY4YlA2bFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODIyIn0.yY_YLiRjGH0BUb8kY0ZjykvBO5HghVOJUmeF2YkiN80,1,31.703766,-98.123923,Adzuna::API::Response::Job,CDL-A Truck Driver,"Job Description Navajo Express is Now Hiring CDL-A OTR Refrigerated Company Drivers More Miles. More Money  NEW Home Time Options Top Drivers Earn $85,000 - $90,000 per Year - Full Benefits Top Pay & Benefits: Top drivers earn $85,000 - $90,000 annually 2,600 - 3,000 miles per week with high refrigerated freight volume NEW home time options! Get home more or stay out & earn more 99% no-touch freight Up to $300 Bonus For Clean Inspections Full health benefits: Medical, Dental, Vision & Life Insu…",,96736.66,https://www.adzuna.com/land/ad/5729318822?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=2B7CF2F7E3F6FB21CDA4DE7231D251B7FE0BECFD,5729318822,96736.66,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Hamilton, Hamilton County","['US', 'Texas', 'Hamilton County', 'Hamilton']",Adzuna::API::Response::Company,Navajo Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHY4YlA2bFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODI1In0.lNMIp36bFDww3DUQiHX5XwduKV5bTJ87xpU8eWiJ7VE,1,33.859549,-84.683824,Adzuna::API::Response::Job,CDL-A Truck Driver,"Job Description Oakley Transport is Now Hiring CDL-A Company Drivers Drive More. Earn More. Get Home Like You Expect. Top Drivers Earn $97,500 Per Year - No-Touch Freight Pay That Moves You: Earn up to 65 CPM Top Weekly Average: $1,600 - $1,700 Top Drivers Earning $97,500 Per Year Mileage Productivity Bonus: Earn up to 4 CPM monthly Safe Driving Bonus: Earn up to 8 CPM monthly Lanes & Home Time: 90% of routes run within the Southeast Predictable home time - plan life with confidence No-touch fr…",,126660.39,https://www.adzuna.com/land/ad/5729318825?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=EB33F184296F368AC233D372CB4C312404EEB2E2,5729318825,126660.39,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Powder Springs, Cobb County","['US', 'Georgia', 'Cobb County', 'Powder Springs']",Adzuna::API::Response::Company,Oakley Transport,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgyMyIsInMiOiJsdjhiUDZsUDhSR21EUFZxY3RXcUpnIn0.PTW6J-jYRBWcpiDRWBXYshCzXz7Sdp5BkA1YbCRQ_6A,1,34.537034,-86.394431,Adzuna::API::Response::Job,CDL-A Truck Driver,"Job Description Navajo Express is Now Hiring CDL-A OTR Refrigerated Company Drivers More Miles. More Money  NEW Home Time Options Top Drivers Earn $85,000 - $90,000 per Year - Full Benefits Top Pay & Benefits: Top drivers earn $85,000 - $90,000 annually 2,600 - 3,000 miles per week with high refrigerated freight volume NEW home time options! Get home more or stay out & earn more 99% no-touch freight Up to $300 Bonus For Clean Inspections Full health benefits: Medical, Dental, Vision & Life Insu…",,96395.09,https://www.adzuna.com/land/ad/5729318823?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=826225B393FD460C5F8633DB35958BACC1D4FB58,5729318823,96395.09,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"New Hope, Madison County","['US', 'Alabama', 'Madison County', 'New Hope']",Adzuna::API::Response::Company,Navajo Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoibHY4YlA2bFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE4ODI4In0._cj3HIsRcrfVFlFFVByF03aYmY_5pArBzESPKqjDVoI,1,38.29537,-90.168227,Adzuna::API::Response::Job,Terminal Operator,"Job Description We're seeking a Terminal Operator who's ready to put your skills to work on projects that matter - and build a career with a company that's building North America. Job Title: Terminal Operator | Req ID: 16741 | HR Contact: Kyle Jon KEMPEN| Location: Baton Rouge Terminal LA ABOUT THE ROLE \n The Terminal Operator safely operates all equipment at the location used to load and unload rail cars, boats and/or trucks, ensuring order accuracy and expeditious processing of requests. Ope…",,78499.11,https://www.adzuna.com/land/ad/5729318828?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=EF61C3CD6FFF506C22D3F72879DB2AB7D1C98078,5729318828,78499.11,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Monroe, Monroe County","['US', 'Illinois', 'Monroe County', 'Monroe']",Adzuna::API::Response::Company,Amrize,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgzMCIsInMiOiJsdjhiUDZsUDhSR21EUFZxY3RXcUpnIn0.yj0Kth9ZHIoP2PzXBT8-zLGjm2A-MUTd4m62eiRwqWw,1,44.800678,-122.794533,Adzuna::API::Response::Job,CDL-A Flatbed Truck Driver,"Job Description System Transport is Now Hiring Flatbed CDL-A Drivers Flatbed CDL-A Driver - Most Weekends Off! Earn $52,477.88 - $107,445.00 per Year - Full Benefits Now Hiring For: Experienced flatbed CDL-A drivers Regional route Most weekends off Driver Benefits: GREAT PAY PACKAGE Earn $0.68 to $0.72 per mile, depending on experience Earn $1,009.19 - $2,066.25 per week depending on experience, routes, regular attendance, and length of service Full pay package also includes other accessorial c…",,65324.97,https://www.adzuna.com/land/ad/5729318830?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=2B47D1B83E361481B2140A3C53351F3974547E3E,5729318830,65324.97,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Stayton, Marion County","['US', 'Oregon', 'Marion County', 'Stayton']",Adzuna::API::Response::Company,System Transport,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxODgzMiIsInMiOiJsdjhiUDZsUDhSR21EUFZxY3RXcUpnIn0.EKrgyuQ7efsEr2l5RWcqRj-LYn5sV_jM-N08hEr_uFo,1,40.868668,-82.318218,Adzuna::API::Response::Job,CDL-A Flatbed Truck Driver,"Job Description System Transport is Now Hiring Flatbed CDL-A Drivers Flatbed CDL-A Driver - Most Weekends Off! Earn $52,477.88 - $107,445.00 per Year - Full Benefits Now Hiring For: Experienced flatbed CDL-A drivers Regional route Most weekends off Driver Benefits: GREAT PAY PACKAGE Earn $0.68 to $0.72 per mile, depending on experience Earn $1,009.19 - $2,066.25 per week depending on experience, routes, regular attendance, and length of service Full pay package also includes other accessorial c…",,59221.13,https://www.adzuna.com/land/ad/5729318832?se=lv8bP6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=FFBE8A19939BB102277AE24F274C477786F07D88,5729318832,59221.13,2026-05-14T10:13:06Z,Adzuna::API::Response::Location,"Ashland, Ashland County","['US', 'Ohio', 'Ashland County', 'Ashland']",Adzuna::API::Response::Company,System Transport,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
